word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/29/lemma/@_entry,word/29/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form
o(,ὁ,article,me\n,μέν,particle,dh\,δή,particle,*po/plios,Πόπλιος,proper,tau=ta,οὗτος,pronoun,ei)pw\n,εἶπον,verb,e)s,εἰς,preposition,*)elai/an,Ἐλαίη,proper,noshleuo/menos,νοσηλεύω,verb,u(pexw/rei,ὑποχωρέω,verb,su/mboulon,σύμβουλος,noun,tw=|,ὁ,article,a)delfw=|,ἀδελφός,adjective,*gnai=on,Γναῖος,proper,*domi/tion,,,katalipw/n,καταλιμπάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,*)anti/oxos,Ἀντίοχος,proper,oi(=o/n,οἷος,adjective,ti,τις,pronoun,kai\,καί,conjunction,*fi/lippos,Φίλιππος,proper,o(,ὁ,article,*make/dwn,,,oi)hqei\s,οἴομαι,verb,tw=nde,ὅδε,pronoun,tw=n,ὁ,article,e)pitagma/twn,ἐπίταγμα,noun,ple/on,πλέος,adjective,ou)de\n,οὐδείς,pronoun,au(tou=,ἑαυτοῦ,pronoun,to\n,ὁ,article,po/lemon,πόλεμος,noun,a)fairh/sesqai,ἀφαιρέω,verb,sune/tasse,συντάσσω,verb,a)po\,ἀπό,preposition,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,kai\,καί,conjunction,*skipi/wni,,,to\n,ὁ,article,ui(o\n,υἱός,noun,a)pe/pempen,ἀποπέμπω,verb,e)s,εἰς,preposition,*)elai/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ἐλαίη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,toi=s,ὁ,article,a)/gousi,ἄγω,verb,sunebou/leue,συμβουλεύω,verb,mh\,μή,conjunction,ma/xesqai,μάχομαι,verb,to\n,ὁ,article,*)anti/oxon,Ἀντίοχος,proper,e(/ws,ἕως,conjunction,au)to\s,αὐτός,pronoun,e)pane/lqoi,ἐπανέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=|de,ὅδε,pronoun,peisqei\s,πείθω,verb,o(,ὁ,article,*)anti/oxos,Ἀντίοχος,proper,metestratope/deusen,μεταστρατοπεδεύω,verb,a)mfi\,ἀμφί,preposition,to\,ὁ,article,o)/ros,ὄρος,adjective,to\,ὁ,article,*si/pulon,Σίπυλος,proper,tei=xo/s,τεῖχος,noun,te,τε,particle,kartero\n,καρτερός,adjective,tw=|,ὁ,article,stratope/dw|,στρατόπεδον,noun,perietei/xize,περιτειχίζω,verb,kai\,καί,conjunction,to\n,ὁ,article,*fru/gion,Φρύγιος,proper,potamo\n,ποταμός,noun,e)n,ἐν,preposition,probolh=|,προβολεύς,noun,toi=s,ὁ,article,polemi/ois,πολέμιος,adjective,e)ti/qeto,τίθημι,verb,i(/na,ἵνα,conjunction,mhd',μηδέ,particle,a)/kwn,ἀέκων,adjective,a)nagka/zoito,polemei=n,πολεμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀναγκάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*domi/tios,,,de\,δέ,particle,filotimou/menos,φιλοτιμέομαι,verb,to\n,ὁ,article,po/lemon,πόλεμος,noun,e)f',ἐπί,preposition,e(autou=,ἑαυτοῦ,pronoun,kriqh=nai,κρίνω,verb,to\n,ὁ,article,potamo\n,ποταμός,noun,e)pe/ra,περάω,verb,ma/la,μάλα,adverb,qrase/ws,θρασύς,adjective,kai\,καί,conjunction,stadi/ous,στάδιον,noun,ei)/kosin,εἴκοσι,verb,a)p',ἀπό,preposition,*)antio/xou,Ἀντίοχος,proper,diasxw\n,διέχω,verb,e)stratope/deusen,στρατοπεδεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te/ssarsi/,τέσσαρες,noun,te,τε,particle,h(me/rais,ἡμέρα,noun,e)fech=s,ἐφεξῆς,adverb,e)ce/tasson,ἐξετάζω,verb,e(ka/teroi,ἑκάτερος,adjective,para\,παρά,preposition,to\n,ὁ,article,xa/raka,χάραξ,noun,to\n,ὁ,article,e(autw=n,ἑαυτοῦ,pronoun,kai\,καί,conjunction,ma/xhs,μάχη,noun,ou),οὐ,adverb,kath=rxon,κατάρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,pe/mpth|,πέμπτος,adjective,de\,δέ,particle,o(,ὁ,article,*domi/tios,,,e)ce/tassen,ἐξετάζω,verb,au)=qis,αὖθις,adverb,kai\,καί,conjunction,e)pe/baine,ἐπιβαίνω,verb,sobarw=s,σοβαρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,a)ntepio/ntos,ἀντέπειμι,verb,de\,δέ,particle,tou=,ὁ,article,*)antio/xou,Ἀντίοχος,proper,to/te,τότε,adverb,me\n,μέν,particle,e)ggute/rw,ἐγγύτερος,adjective,metestratope/deuse,μεταστρατοπεδεύω,verb,mi/an,εἷς,adjective,de\,δέ,particle,a)/llhn,ἄλλος,adjective,dialipw\n,διαλείπω,verb,e)kh/russen,κηρύσσω,verb,e)s,εἰς,preposition,e)ph/koon,ἐπήκοος,adjective,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,e)s,εἰς,preposition,au)/rion,αὔριον,adverb,*)antio/xw|,Ἀντίοχος,proper,kai\,καί,conjunction,a)/konti,ἄκων,noun,polemh/sein,πολεμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,suntaraxqei\s,συνταράσσω,verb,au)=qis,αὖθις,adverb,meqi/ei,μεθίημι,verb,ta\,ὁ,article,do/canta,δοκέω,verb,kai\,καί,conjunction,dunhqei\s,δύναμαι,verb,a)\n,ἄν,particle,e(sta/nai,ἵστημι,verb,mo/non,μόνος,adjective,u(po\,ὑπό,preposition,to\,ὁ,article,tei=xos,τεῖχος,noun,h)\,ἠέ,conjunction,kalw=s,καλός,noun,au)to\n,αὐτός,pronoun,a)po\,ἀπό,preposition,tou=,ὁ,article,tei/xous,τεῖχος,noun,a)poma/xesqai,ἀπομάχομαι,verb,me/xri,μέχρι,preposition,r(ai/+seien,ῥαίω,verb,o(,ὁ,article,*po/plios,Πόπλιος,proper,ai)sxro\n,αἰσχρός,adjective,h(gei=to,ἁγέομαι,verb,meta\,μετά,preposition,pleio/nwn,fugomaxei=n,φυγομαχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πλείων,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/qen,ὅθεν,adverb,e)s,εἰς,preposition,ma/xhn,μάχη,noun,pare/tassen,παρατάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)ch=gon,ἐξάγω,verb,e)/ti,ἔτι,adverb,nukto\s,νύξ,adjective,a)/mfw,ἄμφω,noun,peri\,περί,preposition,e)sxa/thn,σχέθω,verb,fulakh/n,φυλακή,noun,dieko/smei,διακοσμέω,verb,d',δέ,particle,au)tw=n,αὐτός,pronoun,e(ka/teros,ἑκάτερος,adjective,w(=de,ὧδε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me\n,μέν,particle,laio\n,λαιός,noun,ei)=xon,ἔχω,verb,o(pli=tai,ὁπλίτης,noun,*(rwmai/wn,,,mu/rioi,μυρίος,adjective,para\,παρά,preposition,to\n,ὁ,article,potamo\n,ποταμός,noun,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,met',μετά,preposition,e)kei/nous,ἐκεῖνος,pronoun,h)=san,εἰμί,verb,*)italw=n,Ἰταλός,proper,e(/teroi,ἕτερος,adjective,mu/rioi,μυρίος,adjective,trei=s,τρέω,verb,e(kate/rwn,ἑκάτερος,adjective,ta/ceis,τάξις,noun,e)pi\,ἐπί,preposition,ba/qos,βάθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,de\,δέ,particle,toi=s,ὁ,article,*)italoi=s,Ἰταλός,proper,o(,ὁ,article,*eu)me/nous,Εὐμένης,proper,strato\s,στρατός,noun,e)ta/sseto,τάσσω,verb,kai\,καί,conjunction,*)axaiw=n,Ἀχαία,proper,peltastai\,πελταστής,noun,peri\,περί,preposition,trisxili/ous,τρισχίλιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=de,ὧδε,adverb,me\n,μέν,particle,ei)=xe,ἔχω,verb,to\,ὁ,article,laio/n,λαιός,noun,to\,ὁ,article,decio\n,δεξιός,adjective,d',δέ,particle,h)=n,εἰμί,verb,i(ppei=s,ἱππεύς,noun,oi(/,ἕ,pronoun,te,τε,particle,*(rwmai/wn,,,kai\,καί,conjunction,*)italw=n,Ἰταλός,proper,kai\,καί,conjunction,*eu)me/nous,Εὐμένης,proper,ou),οὐ,adverb,plei/ous,πλέως,adjective,ou)d',οὐδέ,particle,ou(=toi,οὗτος,pronoun,trisxili/wn,τρισχίλιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nememi/xato,,,d',δέ,particle,a(/pasi,ἅπας,adjective,yiloi/,ψιλός,adjective,te,τε,particle,kai\,καί,conjunction,toco/tai,τοξότης,noun,polloi/,πολύς,adjective,kai\,καί,conjunction,a)mfi\,ἀμφί,preposition,to\n,ὁ,article,*domi/tion,,,au)to\n,αὐτός,pronoun,h)=san,εἰμί,verb,i(ppe/wn,ἱππεύς,noun,i)=lai,ἴλη,noun,te/ssares,τέσσαρες,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,me\n,μέν,particle,e)gi/gnonto,γίγνομαι,verb,pa/ntes,πᾶς,adjective,e)s,εἰς,preposition,trismuri/ous,τρισμύριοι,adjective,e)pesta/tei,ἐπιστατέω,verb,de\,δέ,particle,tou=,ὁ,article,me\n,μέν,particle,deciou=,δεξιός,adjective,*domi/tios,,,au)to/s,αὐτός,pronoun,kai\,καί,conjunction,e)s,εἰς,preposition,to\,ὁ,article,me/son,μέσος,adjective,au)to\n,αὐτός,pronoun,i(/sth,ἵστημι,verb,to\n,ὁ,article,u(/paton,ὕπατος,adjective,to\,ὁ,article,de\,δέ,particle,laio\n,λαιός,noun,e)/dwken,δίδωμι,verb,*eu)me/nei,Εὐμενέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
