word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/50/lemma/@_entry,word/50/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS
teleuth/santos,τελευτάω,verb,ga\r,γάρ,particle,*deini/ou,Δεινίας,proper,kai\,καί,conjunction,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,h(mi=n,ἐγώ,pronoun,ponhrw=s,πονηρός,adjective,e)xo/ntwn,ἔχω,verb,ou)de\,οὐδέ,particle,periei=den,περεῖδον,verb,h(ma=s,ἐγώ,pronoun,ou)deno\s,οὐδείς,pronoun,e)ndeei=s,ἐνδεής,adjective,o)/ntas,εἰμί,verb,a)ll',ἀλλά,adverb,au)tou\s,αὐτός,pronoun,me\n,μέν,particle,ei)s,εἰς,preposition,th\n,ὁ,article,oi)ki/an,οἰκία,noun,th\n,au(tou=,ἑαυτοῦ,pronoun,komisa/menos,κομίζω,verb,e)pai/deue,παιδεύω,verb,th\n,ὁ,article,d',δέ,particle,ou)si/an,οὐσία,adjective,a)fele/sqai,ἀφαιρέω,verb,tw=n,ὁ,article,xrh/stwn,χρήστης,adjective,e)pibouleusa/ntwn,ἐπιβουλεύω,verb,e)/swsen,εἰσωθέω,verb,h(mi=n,ἐγώ,pronoun,e)pemelei=to/,ἐπιμελέομαι,verb,te,τε,particle,o(moi/ws,ὅμοιος,adjective,tw=n,ὁ,article,h(mete/rwn,ἡμέτερος,adjective,w(/sper,ὥσπερ,adverb,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,pragma/twn,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,xrh\,χρή,verb,qewrei=n,θεωρέω,verb,au)tou=,αὐτός,pronoun,th\n,ὁ,article,e)/nnoian,ἔννοια,noun,e)k,ἐκ,preposition,tou/twn,οὗτος,pronoun,tw=n,ὁ,article,e)/rgwn,ἔργον,noun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,e)k,ἐκ,preposition,tw=n,ὁ,article,diaqhkw=n,διαθήκη,noun,kai\,καί,conjunction,tekmhri/ois,τεκμήριον,noun,xrh=sqai,χράομαι,verb,mh\,μή,conjunction,toi=s,ὁ,article,met',μετά,preposition,o)rgh=s,praxqei=sin,πράσσω,verb,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,a(/pantes,ἅπας,adjective,pefu/kamen,φύω,verb,a(marta/nein,ἁμαρτάνω,verb,a)ll',ἀλλά,adverb,a)f',ἀπό,preposition,w(=n,ὅς,pronoun,u(/steron,ὕστερος,adjective,fanera\n,φανερός,adjective,th\n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,e)/nnoian,ἔννοια,noun,e)poi/hsen,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὀργή,noun,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,ga\r,γάρ,particle,ma=llon,μᾶλλον,adverb,e)n,ἐν,preposition,toi=s,ὁ,article,teleutai/ois,τελευταῖος,adjective,e)dh/lwsen,δηλόω,verb,w(s,ὡς,conjunction,ei)=xe,ἔχω,verb,pro\s,πρός,preposition,h(ma=s,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,ga\r,γάρ,particle,a)sqenw=n,ἀσθενέω,verb,tau/thn,οὗτος,pronoun,th\n,ὁ,article,no/son,νόσος,noun,e)c,ἐκ,preposition,h(=s,ὅς,pronoun,e)teleu/thsen,τελευτάω,verb,e)boulh/qh,βούλομαι,verb,tau/tas,οὗτος,pronoun,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,a)nelei=n,ἀναιρέω,verb,kai\,καί,conjunction,prose/tace,προστάσσω,verb,*poseidi/ppw|,,,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,ei)sagagei=n,εἰσάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,ou),οὐ,adverb,mo/non,μόνος,adjective,ou)k,οὐ,adverb,ei)sh/gagen,εἰσάγω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,to\n,ὁ,article,e)lqo/nta,ἔρχομαι,verb,tw=n,ὁ,article,a)rxo/ntwn,ἄρχων,noun,e)pi\,ἐπί,preposition,th\n,ὁ,article,qu/ran,θύρα,noun,a)pe/pemyen,ἀποπέμπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)rgisqei\s,ὀργίζω,verb,de\,δέ,particle,tou/tw|,οὗτος,pronoun,*klew/numos,Κλεώνυμος,proper,pa/lin,πάλιν,adverb,e)s,εἰς,preposition,th\n,ὁ,article,u(sterai/an,ὑστεραῖος,adjective,*dioklei=,Διοκλέης,proper,kale/sai,καλέω,verb,tou\s,ὁ,article,a)/rxontas,ἄρχων,noun,prose/taze,,,kai\,καί,conjunction,ou)x,οὐ,adverb,ou(/tws,οὕτως,adverb,w(s,ὡς,conjunction,a)sqenw=n,ἀσθενέω,verb,diakei/menos,διάκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)/ti,ἔτι,adverb,pollw=n,πολύς,adjective,ou)sw=n,εἰμί,verb,e)lpi/dwn,ἐλπίς,noun,e)capi/nhs,ἐξαπίνης,adverb,th=s,ὁ,article,nukto\s,νύξ,adjective,tau/ths,οὗτος,pronoun,a)pe/qanen,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,u(mi=n,σύ,pronoun,pare/comai,παρέχω,verb,ma/rturas,μάρτυς,noun,w(s,ὡς,conjunction,ou)x,οὐ,adverb,h(mi=n,ἐγώ,pronoun,e)gkalw=n,ἐγκαλέω,verb,a)lla\,ἀλλά,adverb,*deini/a|,Δεινίας,proper,polemw=n,πολεμέω,verb,tau/tas,οὗτος,pronoun,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,die/qeto,διατίθημι,verb,e)/peita,ἔπειτα,adverb,w(s,ὡς,conjunction,e)kei/nou,ἐκεῖνος,pronoun,teleuth/santos,τελευτάω,verb,e)pemelei=to,te,τε,particle,tw=n,ὁ,article,h(mete/rwn,ἡμέτερος,adjective,a(pa/ntwn,ἅπας,adjective,kai\,καί,conjunction,au)tou\s,αὐτός,pronoun,e)pai/deuen,παιδεύω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,oi)ki/an,οἰκία,noun,th\n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,komisa/menos,κομίζω,verb,pro\s,πρός,preposition,de\,δέ,particle,tou/tois,οὗτος,pronoun,w(s,ὡς,conjunction,*posei/dippon,,,e)/pemyen,πέμπω,verb,e)pi\,ἐπί,preposition,to\n,ὁ,article,a)stuno/mon,ἀστυνόμος,noun,ou(=tos,οὗτος,pronoun,d',δέ,particle,ou),οὐ,adverb,mo/non,μόνος,adjective,au)to\s,αὐτός,pronoun,ou)k,οὐ,adverb,ei)seka/lesen,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,e)lqo/nta,ἔρχομαι,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,qu/ran,θύρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπιμελέομαι,verb,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,ou)=n,οὖν,particle,a)lhqh=,ἀληθής,adjective,le/gw,λέγω,verb,ka/lei,καλέω,verb,moi,ἐγώ,pronoun,tou\s,ὁ,article,ma/rturas,μάρτυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,toi/nun,τοίνυν,particle,w(s,ὡς,conjunction,oi(,ἕ,pronoun,tou/twn,οὗτος,pronoun,fi/loi,φίλος,adjective,kai\,καί,conjunction,*khfi/sandros,,,h)ci/oun,ἀξιόω,verb,nei/masqai,νέμω,verb,th\n,ὁ,article,ou)si/an,οὐσία,adjective,kai\,καί,conjunction,to\,ὁ,article,tri/ton,τρίτος,adjective,me/ros,μέρος,noun,h(ma=s,ἐγώ,pronoun,e)/xein,ἔχω,verb,a(pa/ntwn,ἅπας,adjective,tw=n,ὁ,article,*klewnu/mou,Κλεώνυμος,proper,kai\,tou/twn,οὗτος,pronoun,moi,ἐγώ,pronoun,ka/lei,καλέω,verb,ma/rturas,μάρτυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,
h(gou=mai,ἡγέομαι,verb,me\n,μέν,particle,toi/nun,τοίνυν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,pa=si,πᾶς,adjective,toi=s,ὁ,article,tw=n,ὁ,article,klh/rwn,κλῆρος,adjective,a)mfisbhtou=sin,ἀμφισβητέω,verb,o(/tan,ὅταν,conjunction,a)pofh/nwsi,ἀποφαίνω,verb,sfa=s,σφεῖς,pronoun,au)tou\s,αὐτός,pronoun,w(/sper,ὥσπερ,adverb,h(mei=s,ἐγώ,pronoun,kai\,καί,conjunction,tw=|,ὁ,article,ge/nei,γένος,noun,prote/rous,πρότερος,adjective,o)/ntas,εἰμί,verb,kai\,th=|,ὁ,article,fili/a|,φιλία,noun,th=|,ὁ,article,pro\s,πρός,preposition,to\n,ὁ,article,teteleuthko/ta,τελευτάω,verb,peri/ergon,περίεργος,adjective,ei)=nai,εἰμί,verb,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,lo/gous,λόγος,noun,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,
e)peidh\,ἐπεί,conjunction,de\,δέ,particle,tou/twn,οὗτος,pronoun,ou)de/teron,οὐδέτερος,adjective,e)/xontes,ἔχω,verb,ou(=toi,οὗτος,pronoun,tolmw=si,τολμάω,verb,tw=n,ὁ,article,ou),οὐ,adverb,proshko/ntwn,προσήκω,verb,a)mfisbhtei=n,ἀμφισβητέω,verb,kai\,καί,conjunction,yeudei=s,ψευδής,adverb,paraskeua/zontai,παρασκευάζω,verb,lo/gous,λόγος,noun,bou/lomai,βούλομαι,verb,braxe/a,βραχύς,adjective,kai\,καί,conjunction,peri\,περί,preposition,tou/twn,οὗτος,pronoun,au)tw=n,αὐτός,pronoun,ei)pei=n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἶπον,verb,,,,,,,,,,,,,,,,,
i)sxuri/zontai,ἰσχυρίζομαι,verb,ga\r,γάρ,particle,tai=s,ὁ,article,diaqh/kais,διαθήκη,noun,le/gontes,λέγω,verb,w(s,ὡς,conjunction,*klew/numos,Κλεώνυμος,proper,metepe/mpeto,μεταπέμπω,verb,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,ou),οὐ,adverb,lu=sai,λύω,verb,boulo/menos,βούλομαι,verb,au)ta\s,αὐτός,pronoun,a)ll',ἀλλά,adverb,e)panorqw=sai,ἐπανορθόω,verb,kai\,καί,conjunction,bebaiw=sai,βεβαιόω,verb,sfi/sin,σφεῖς,pronoun,au)toi=s,αὐτός,pronoun,th\n,ὁ,article,dwrea/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δωρεά,noun,,,,,,,,,,,,,,,,,
u(mei=s,σύ,pronoun,de\,δέ,particle,skopei=sqe,σκοπάω,verb,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,ta\s,ὁ,article,met',μετά,preposition,o)rgh=s,ὀργή,noun,genome/nas,γίγνομαι,verb,po/tera,πότερος,adjective,ei)ko/s,ἔοικα,verb,e)sti,εἰμί,verb,boulhqh=nai,βούλομαι,verb,*klew/numon,Κλεώνυμος,proper,a)nelei=n,ἀναιρέω,verb,e)peidh\,ἐπεί,conjunction,pro\s,πρός,preposition,h(ma=s,ἐγώ,pronoun,oi)kei/ws,οἰκεῖος,adjective,e)/sxen,ἔχω,verb,h)\,ἠέ,conjunction,skopei=n,o(/pws,ὅπως,conjunction,e)/ti,ἔτι,adverb,bebaio/teron,βέβαιος,adjective,h(ma=s,ἐγώ,pronoun,a)posterh/sei,ἀποστερέω,verb,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σκοπάω,verb,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,a)/llois,ἄλλος,adjective,ka)kei/nwn,ἐκεῖνος,pronoun,w(=n,ὅς,pronoun,a)\n,ἄν,particle,o)rgisqe/ntes,ὀργίζω,verb,tou\s,ὁ,article,oi)kei/ous,οἰκεῖος,adjective,a)dikh/swsin,ἀδικέω,verb,u(/steron,ὕστερος,adjective,metame/lei,μεταμέλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,de\,δέ,particle,e)kei=non,ἐκεῖνος,pronoun,a)pofai/nousin,ἀποφαίνω,verb,e)n,ἐν,preposition,w(=|,ὅς,pronoun,pro\s,πρός,preposition,h(ma=s,ἐγώ,pronoun,oi)keio/tata,οἰκεῖος,adjective,die/keito,διάκειμαι,verb,ma=llon,μᾶλλον,adverb,bebaiou=n,βεβαιόω,verb,th\n,ὁ,article,diaqh/khn,διαθήκη,noun,boulo/menon,βούλομαι,verb,h(\n,ὅς,pronoun,o)rgizo/menos,ὀργίζω,verb,e)poih/sato,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/st',ὥστε,conjunction,ei),εἰ,conjunction,kai\,καί,conjunction,h(mei=s,ἐγώ,pronoun,o(mologh/saimen,ὁμολογέω,verb,tau=ta,οὗτος,pronoun,kai\,καί,conjunction,u(mei=s,σύ,pronoun,au)toi\,αὐτός,pronoun,pisteu/saite,πιστεύω,verb,e)nqumei=sqe,ἐνθυμέομαι,verb,o(/ti,ὅστις,pronoun,para/noian,παράνοια,adjective,au)tou=,αὐτός,pronoun,th\n,ὁ,article,megi/sthn,μέγας,adverb,ou(=toi,οὗτος,pronoun,kathgorou=si,κατηγορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ga\r,γάρ,particle,a)\n,ἄν,particle,ge/noito,γίγνομαι,verb,tau/ths,οὗτος,pronoun,mani/a,μανία,noun,mei/zwn,μέγας,adverb,h)\,ἠέ,conjunction,to/te,τότε,adverb,me\n,μέν,particle,o(/te,ὅτε,conjunction,*deini/a|,Δεινίας,proper,dia/foros,διάφορος,adjective,w)\n,εἰμί,verb,e)/tuxen,τυγχάνω,verb,h(ma=s,ἐγώ,pronoun,kakw=s,κακός,adjective,poiei=n,ποιέω,verb,te,τε,particle,kai\,καί,conjunction,diati/qesqai,διατίθημι,verb,toiau/tas,diaqh/kas,διαθήκη,noun,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,ou)k,οὐ,adverb,e)kei=non,ἐκεῖνος,pronoun,e)timwrei=to,τιμωρέω,verb,a)lla\,ἀλλά,adverb,tou\s,ὁ,article,oi)keiota/tous,οἰκεῖος,adjective,h)di/kei,ἀδικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,
nuni\,νυνί,adverb,de\,δέ,particle,xrw/menos,χράομαι,verb,h(mi=n,ἐγώ,pronoun,kai\,καί,conjunction,peri\,περί,preposition,plei/stou,πλεῖστος,adjective,poiou/menos,ποιέω,verb,a(pa/ntwn,ἅπας,adjective,mo/nous,μόνος,adjective,e)boulh/qh,βούλομαι,verb,tou\s,ὁ,article,a)delfidou=s,ἀδελφιδέος,noun,w(s,ὡς,conjunction,ou(=toi/,οὗτος,pronoun,fasin,φημί,verb,a)klh/rous,ἄκληρος,adjective,poih=sai,ποιέω,verb,tw=n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ti/s,τίς,pronoun,a)\n,ἄν,particle,eu)=,εὖ,adverb,fronw=n,φρονέω,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,toiau=ta,τοιοῦτος,adjective,peri\,περί,preposition,tw=n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,bouleu/saito,βουλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/st',ὥστε,conjunction,e)k,ἐκ,preposition,tou/twn,οὗτος,pronoun,tw=n,ὁ,article,lo/gwn,λόγος,noun,r(a|di/an,ῥᾴδιος,adjective,u(mi=n,σύ,pronoun,th\n,ὁ,article,dia/gnwsin,διάγνωσις,noun,pepoih/kasi,ποιέω,verb,peri\,περί,preposition,au(tw=n,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
