word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS
a)ll',ἀλλά,adverb,e)ca/yas,ἐξάπτω,verb,dia\,διά,preposition,th=s,ὁ,article,quri/dos,θυρίς,noun,to\,ὁ,article,kalw/|dion,καλῴδιον,noun,ei)=ta,εἶτα,adverb,kaqi/ma,καθιμάω,verb,dh/sas,δέω,verb,sauto\n,σαυτοῦ,pronoun,kai\,καί,conjunction,th\n,ὁ,article,yuxh\n,ψυχή,noun,e)mplhsa/menos,ἐμπίπλημι,verb,*diopei/qous,Διοπείθης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/ge,ἄγε,adverb,nun,νῦν,adverb,h)\n,ἐάν,conjunction,ai)sqome/nw,αἰσθάνομαι,verb,tou/tw,οὗτος,pronoun,zhth=to/n,ζητέω,verb,m',ἐγώ,pronoun,e)skalama=sqai,εἰσκαλαμάομαι,verb,ka)naspasto\n,ἀνασπαστός,adjective,poiei=n,ποιέω,verb,ei)/sw,εἴσω,adverb,ti/,τίς,pronoun,poih/sete,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fra/zete,φράζω,verb,nuni/,νυνί,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)munou=me/n,ἀμύνω,verb,soi,σύ,pronoun,to\n,ὁ,article,prinw/dh,πρινώδης,adjective,qumo\n,θυμός,noun,a(/pantes,ἅπας,adjective,kale/santes,καλέω,verb,w(/st',ὥστε,conjunction,ou),οὐ,adverb,dunato/n,δυνατός,adjective,s',σύ,pronoun,ei(/rgein,ἔργω,verb,e)/stai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau=ta,τοιοῦτος,adjective,poih/somen,ποιέω,verb,h(mei=s,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dra/sw,δράω,verb,toi/nun,τοίνυν,particle,u(mi=n,σύ,pronoun,pi/sunos,πίσυνος,adjective,kai\,καί,conjunction,manqa/net',μανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/n,ἐάν,conjunction,ti,τις,pronoun,pa/qw,πάσχω,verb,'gw/,ἀγός,noun,a)nelo/ntes,ἀναιρέω,verb,kai\,καί,conjunction,kataklau/santes,κατακλαίω,verb,qei=nai/,θείνω,verb,m',ἐγώ,pronoun,u(po\,ὑπό,preposition,toi=si,ὁ,article,drufa/ktois,δρύφακτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,pei/sei,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhde\n,μηδείς,pronoun,dei/sh|s,δείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w)=,ὦ,interjection,be/ltiste,βέλτιστος,adjective,kaqi/ei,καθίημι,verb,sauto\n,σαυτοῦ,pronoun,qarrw=n,θάρσος,noun,ka)peuca/menos,ἀπεύχομαι,verb,toi=si,ὁ,article,patrw/|oisi,πατρῷος,adjective,qeoi=sin,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,*lu/ke,Λύκος,proper,de/spota,δεσπότης,adjective,gei/twn,γείτων,noun,h(/rws,ἥρως,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,ga\r,γάρ,particle,oi(=sper,ὅς,pronoun,e)gw\,ἐγώ,pronoun,kexa/rhsai,χαίρω,verb,toi=s,ὁ,article,dakru/oisin,δάκρυον,noun,tw=n,ὁ,article,feugo/ntwn,φεύγω,verb,a)ei\,ἀεί,adverb,kai\,καί,conjunction,toi=s,ὁ,article,o)lofurmoi=s,ὀλοφυρμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)/|khsas,οἰκέω,verb,gou=n,γοῦν,particle,e)pi/thdes,ἐπίτηδες,adverb,i)w\n,εἶμι,verb,e)ntau=q',ἐνταῦθα,adverb,i(/na,ἵνα,conjunction,tau=t',οὗτος,pronoun,a)krow=|o,ἀκροάομαι,verb,ka)boulh/qhs,ἀβουλέω,verb,mo/nos,μόνος,adjective,h(rw/wn,ἥρως,noun,para\,παρά,preposition,to\n,ὁ,article,kla/onta,κλαίω,verb,kaqh=sqai,κάθημαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)le/hson,ἐλεάω,verb,kai\,καί,conjunction,sw=son,σώζω,verb,nuni\,νυνί,adverb,to\n,ὁ,article,sautou=,σαυτοῦ,pronoun,plhsio/xwron,πλησιόχωρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kou),οὐ,adverb,mh/,μή,conjunction,pote/,ποτέ,particle,sou,σύ,pronoun,para\,παρά,preposition,ta\s,ὁ,article,ka/nnas,κάννα,adjective,ou)rh/sw,οὐρέω,verb,mhd',μηδέ,particle,a)popa/rdw,ἀποπέρδομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,e)gei/rou,ἐγείρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,to\,ὁ,article,pra=gm',πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,fwnh/,φωνή,noun,me/,ἐγώ,pronoun,tis,τις,pronoun,e)gkeku/klwtai,ἐγκυκλόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mw=n,μῶν,adverb,o(,ὁ,article,ge/rwn,γέρων,noun,ph|,πη,particle,diadu/etai,διαδύνω,verb,au)=,αὖ,interjection,ma\,μά,particle,*di/',Δίη,proper,ou),οὐ,adverb,dh=t',δῆτα,adverb,a)lla\,ἀλλά,adverb,kaqima=|,καθιμάω,verb,au(to\n,ἑαυτοῦ,pronoun,dh/sas,δέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,miarw/tate,μιαρός,adjective,ti/,τίς,pronoun,poiei=s,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\,μή,conjunction,katabh/sei,καθάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)na/bain',ἀναβαίνω,verb,a)nu/sas,ἀνύω,verb,kata\,κατά,preposition,th\n,ὁ,article,e(te/ran,ἕτερος,adjective,kai\,καί,conjunction,tai=sin,ὁ,article,fulla/si,φυλλάς,noun,pai=e,παίω,verb,h)/n,ἐάν,conjunction,pws,πως,particle,pru/mnhn,πρύμνα,adjective,a)nakrou/shtai,ἀνακρούω,verb,plhgei\s,πλήσσω,verb,tai=s,ὁ,article,ei)resiw/nais,εἰρεσιώνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,cullh/yesq',συλλαμβάνω,verb,o(po/soisi,ὁπόσος,adjective,di/kai,δίκη,adjective,th=tes,τῆτες,adverb,me/llousin,μέλλω,verb,e)/sesqai,εἰμί,verb,w)=,ὦ,interjection,*smikuqi/wn,Σμικυθίων,proper,kai\,καί,conjunction,*teisia/dh,Τεισιάδης,proper,kai\,καί,conjunction,*xrh/mwn,Χρήμων,proper,kai\,καί,conjunction,*fere/deipne,Φερέδειπνος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/te,πότε,adverb,d',δέ,particle,ei),εἰ,conjunction,mh\,μή,conjunction,nu=n,νῦν,adverb,e)parh/cete/,ἐπαρήγω,verb,moi,ἐγώ,pronoun,pri/n,πρίν,adverb,m',ἐγώ,pronoun,ei)/sw,εἴσω,adverb,ma=llon,μᾶλλον,adverb,a)/gesqai,ἄγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)pe/,εἶπον,verb,moi,ἐγώ,pronoun,ti/,τίς,pronoun,me/llomen,μέλλω,verb,kinei=n,κινέω,verb,e)kei/nhn,ἐκεῖνος,pronoun,th\n,ὁ,article,xolh/n,χολή,noun,h(/nper,ὅς,pronoun,h(ni/k',ἡνίκα,adverb,a)/n,ἄν,particle,tis,τις,pronoun,h(mw=n,ἐγώ,pronoun,o)rgi/sh|,ὀργίζω,verb,th\n,ὁ,article,sfhkia/n,σφηκιά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,e)kei=no,ἐκεῖνος,pronoun,nu=n,νῦν,adverb,e)kei=no,ἐκεῖνος,pronoun,tou)cu/qumon,ὀξύθυμον,noun,w(=|,ὅς,pronoun,kolazo/mesqa,κολάζω,verb,ke/ntron,κέντρον,noun,e)nte/tat',ἐντείνω,verb,o)cu/,ὀξύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,qai)ma/tia,ἱμάτιον,adjective,balo/ntes,βάλλω,verb,w(s,ὡς,conjunction,ta/xista,τάχιστος,adjective,paidi/a,παιδία,noun,qei=te,θέω,verb,kai\,καί,conjunction,boa=te,βοάω,verb,kai\,καί,conjunction,*kle/wni,Κλέων,proper,tau=t',οὗτος,pronoun,a)gge/llete,ἀγγέλλω,verb,kai\,καί,conjunction,keleu/et',κελεύω,verb,au)to\n,αὐτός,pronoun,h(/kein,ἥκω,verb,w(s,ὡς,conjunction,e)p',ἐπί,preposition,a)/ndra,ἀνήρ,noun,miso/polin,μισόπολις,noun,o)/nta,εἰμί,verb,ka)polou/menon,ἀπόλλυμι,verb,o(/ti,ὅστις,pronoun,to/nde,ὅδε,pronoun,lo/gon,λόγος,noun,e)sfe/rei,εἰσφέρω,verb,mh\,μή,conjunction,dika/zein,δικάζω,verb,di/kas,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=gaqoi\,,,to\,ὁ,article,pra=gm',πρᾶγμα,noun,a)kou/sat',ἀκούω,verb,a)lla\,ἀλλά,adverb,mh\,μή,conjunction,kekra/gete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nh\,νή,preposition,*di/',Δίη,proper,e)s,εἰς,preposition,to\n,ὁ,article,ou)rano/n,οὐρανός,noun,g',γε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,tou=d',ὅδε,pronoun,e)gw\,ἐγώ,pronoun,ou),οὐ,adverb,meqh/somai,μεθίημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,dh=t',δῆτα,adverb,ou),οὐ,adverb,deina\,δεινός,adjective,kai\,καί,conjunction,turanni/s,τυραννίς,noun,e)stin,εἰμί,verb,e)mfanh/s,ἐμφανής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,po/lis,πόλις,adjective,kai\,καί,conjunction,*qew/rou,Θέωρος,proper,qeoisexqri/a,θεοισεχθρία,noun,kei)/,εἰ,conjunction,tis,τις,pronoun,a)/llos,ἄλλος,adjective,proe/sthken,προίστημι,verb,h(mw=n,ἐγώ,pronoun,ko/lac,κόλαξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(hra/kleis,Ἡρακλέης,proper,kai\,καί,conjunction,ke/ntr',κέντρον,noun,e)/xousin,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)x,οὐ,adverb,o(ra=|s,ὁράω,verb,w)=,ὦ,interjection,de/spota,δεσπότης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=s,ὅς,pronoun,g',γε,particle,a)pw/lesan,ἀπόλλυμι,verb,*fi/lippon,Φίλιππος,proper,e)n,ἐν,preposition,di/kh|,δίκη,adjective,to\n,ὁ,article,*gorgi/ou,Γοργίης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,se/,σύ,pronoun,g',γε,particle,au)toi=s,αὐτός,pronoun,e)colou=men,ἐξόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,pa=s,πᾶς,adjective,e)pi/strefe,ἐπιστρέφω,verb,deu=ro,δεῦρο,adverb,ka)cei/ras,ἐξείρω,verb,to\,ὁ,article,ke/ntron,κέντρον,noun,ei)=t',εἶτα,adverb,e)p',ἐπί,preposition,au)to\n,αὐτός,pronoun,i(/eso,ἵημι,verb,custalei\s,συστέλλω,verb,eu)/taktos,εὔτακτος,adjective,o)rgh=s,ὀργή,noun,kai\,καί,conjunction,me/nous,μένος,noun,e)mplh/menos,ἐμπίπλημι,verb,w(s,ὡς,conjunction,a)\n,ἄν,particle,eu)=,εὖ,adverb,ei)dh=|,οἶδα,verb,to\,ὁ,article,loipo\n,λοιπός,adjective,smh=nos,σμῆνος,noun,oi(=on,οἷος,adjective,w)/rgisen,ὀργίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,me/ntoi,μέντοι,particle,deino\n,δεινός,adjective,h)/dh,ἤδη,adverb,nh\,νή,preposition,*di/',Δίη,proper,ei),εἰ,conjunction,maxou/meqa,μάχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,e)/gwg',ἐγώ,pronoun,au)tw=n,αὐτός,pronoun,o(rw=n,ὁράω,verb,de/doika,δείδω,verb,ta\s,ὁ,article,e)gkentri/das,ἐγκεντρίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
