word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS
kai\,καί,conjunction,meta\,μετά,preposition,tau=ta,οὗτος,pronoun,labw\n,λαμβάνω,verb,ta\,ὁ,article,o(/pla,ὅπλον,noun,kai\,καί,conjunction,sta\s,ἵστημι,verb,e)n,ἐν,preposition,decia=|,δεξιός,adjective,tou=,ὁ,article,basile/ws,maxo/menos,μάχομαι,verb,a)poqnh/|skei,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,βασιλεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(ippokrati/das,Ἱπποκρατίδης,proper,pro\s,πρός,preposition,to\n,ὁ,article,th=s,ὁ,article,*kari/as,Κάριος,proper,satra/phn,σατράπης,noun,e)pistei/lanta,ἐπιστέλλω,verb,di),διά,preposition,o(/,ὅς,pronoun,ti,τις,pronoun,*lakedaimo/nios,Λακεδαιμόνιος,proper,a)nh\r,e)pi/bouleuo/ntwn,,,tinw=n,τις,pronoun,suneidw\s,σύνοιδα,verb,th\n,ὁ,article,e)piboulh\n,ἐπιβουλή,noun,katesiw/phse,κατασιωπάω,verb,kai\,καί,conjunction,prosqe/nta,προστίθημι,verb,pw=s,πῶς,adverb,xrh/setai,χράω,verb,au)tw=|,αὐτός,pronoun,ἀνήρ,noun,a)nte/grayen,ἀντιγράφω,verb,ei),εἰ,conjunction,me\n,μέν,particle,me/ga,μέγας,adverb,ti,τις,pronoun,a)gaqo\n,ἀγαθός,adjective,au)to\n,αὐτός,pronoun,pepoi/hkas,ποιέω,verb,kata/ktane,κατακτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh/,μή,conjunction,e)k,ἐκ,preposition,th=s,ὁ,article,xw/ras,χώρα,noun,e)/kbale,ἐκβάλλω,verb,deilo\n,δειλός,adjective,pro\s,πρός,preposition,a)reth\n,ἀρετή,noun,o)/nta,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)panth/santos,ἀπαντάω,verb,de/,δέ,particle,pote,ποτέ,particle,au)tw=|,αὐτός,pronoun,meiraki/ou,μειράκιον,noun,w(=|,ὅς,pronoun,h)kolou/qei,ἀκολουθέω,verb,e)rasth/s,ἐραστής,noun,tis,τις,pronoun,kai\,καί,conjunction,diatrape/ntos,διατρέπω,verb,meta\,toiou/twn,τοιοῦτος,adjective,e)/fh,φημί,verb,badi/zein,βαδίζω,verb,dei=,δέομαι,verb,meq',μετά,preposition,w(=n,ὅς,pronoun,o)fqei\s,ὁράω,verb,th\n,ὁ,article,au)th\n,αὐτός,pronoun,xro/an,χροιά,adjective,thrh/seis,τήρησις,noun,μετά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kallikrati/das,Καλλικρατίδης,proper,nau/arxos,ναύαρχος,noun,tw=n,ὁ,article,*lusa/ndrou,Λύσανδρος,proper,fi/lwn,φίλος,adjective,a)ciou/ntwn,ἀξιόω,verb,e)pitre/yai,ἐπιτρέπω,verb,au)toi=s,αὐτός,pronoun,e(/na,ἕνος,adjective,tina\,τις,pronoun,tw=n,ὁ,article,e)xqrw=n,a)nelei=n,ἀναιρέω,verb,kai\,καί,conjunction,labei=n,λαμβάνω,verb,penth/konta,πεντήκοντα,verb,ta/lanta,τάλαντον,noun,kai/toi,καίτοι,particle,sfo/dra,σφόδρα,adverb,deo/menos,δέομαι,verb,xrhma/twn,χρῆμα,adjective,ei)s,εἰς,preposition,o)yw/nia,ὀψώνιον,noun,ἐχθρός,adjective,toi=s,ὁ,article,nau/tais,ναύτης,noun,ou),οὐ,adverb,sunexw/rhse,συγχωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kle/andros,Κλέανδρος,proper,de\,δέ,particle,su/mboulos,σύμβουλος,noun,w)/n,εἰμί,verb,a)ll',ἀλλά,adverb,e)/gwg',ἐγώ,pronoun,a)\n,ἄν,particle,e)/labon,λαμβάνω,verb,ei)=pen,εἶπον,verb,ei),εἰ,conjunction,su\,σύ,pronoun,h)/mhn,kai\,καί,conjunction,ga\r,γάρ,particle,au)to/s,αὐτός,pronoun,ei)=pen,εἶπον,verb,ei),εἰ,conjunction,su\,σύ,pronoun,h)=n,εἰμί,verb,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parageno/menos,παραγίγνομαι,verb,de\,δέ,particle,pro\s,πρός,preposition,*ku=ron,Κῦρος,proper,to\n,ὁ,article,new/teron,νέος,adjective,ei)s,εἰς,preposition,*sa/rdeis,Σάρδεις,proper,su/mmaxon,σύμμαχος,adjective,o)/nta,εἰμί,verb,*lakedaimoni/ois,Λακεδαιμόνιος,proper,e)pi\,xrh/mata,χρῆμα,adjective,tw=|,ὁ,article,nautikw=|,ναυτικός,adjective,th=|,ὁ,article,me\n,μέν,particle,prw/th|,πρότερος,adjective,h(me/ra|,ἡμέρα,noun,e)ke/leusen,κελεύω,verb,ei)saggei=lai,εἰσαγγέλλω,verb,o(/ti,ὅστις,pronoun,bou/letai,βούλομαι,verb,ἐπί,preposition,*ku/rw|,Κῦρος,proper,e)ntuxei=n,ἐντυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,h)/kouse,ἀκούω,verb,pi/nein,πίνω,verb,prosmenw=,προσμένω,verb,ei)=pen,εἶπον,verb,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,pi/h|,πίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to/te,τότε,adverb,me\n,μέν,particle,a)phlla/gh,ἀπαλλάσσω,verb,w(s,ὡς,conjunction,e)/gnw,γιγνώσκω,verb,ou)x,οὐ,adverb,oi(=o/n,οἷος,adjective,te,τε,particle,ei)=nai,εἰμί,verb,sumbalei=n,συμβάλλω,verb,au)tw=|,e)kei/nh|,ἐκεῖνος,pronoun,th=|,ὁ,article,h(me/ra|,ἡμέρα,noun,do/cas,δοκέω,verb,a)groiko/teros,ἄγροικος,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,d',δέ,particle,e)xome/nh|,ἔχω,verb,w(s,ὡς,conjunction,pa/lin,πάλιν,adverb,au)to\n,αὐτός,pronoun,pi/nein,πίνω,verb,h)/kouse,ἀκούω,verb,kai\,καί,conjunction,ou),οὐ,adverb,proi+o/nta,πρόειμι,verb,fh/sas,ou)x,οὐ,adverb,ou(/tw,οὕτως,adverb,spoudaste/on,σπουδαστέος,adjective,xrh/mata,χρῆμα,adjective,labei=n,λαμβάνω,verb,w(s,ὡς,conjunction,mhde\n,μηδείς,pronoun,a)na/cion,ἀνάξιος,adjective,th=s,ὁ,article,*spa/rths,Σπάρτη,proper,poiei=n,ποιέω,verb,φημί,verb,a)phlla/gh,ἀπαλλάσσω,verb,ei)s,εἰς,preposition,*)/efeson,Ἔφεσος,proper,polla\,πολύς,adjective,me\n,μέν,particle,e)parw/menos,ἐπαράομαι,verb,kaka\,κακός,adjective,toi=s,ὁ,article,prw/tois,πρότερος,adjective,e)ntrufhqei=sin,ἐντρυφάω,verb,u(po\,ὑπό,preposition,barba/rwn,βάρβαρος,adjective,kai\,καί,conjunction,dida/casin,διδάσκω,verb,au)tou\s,αὐτός,pronoun,u(bri/zein,ὑβρίζω,verb,dia\,διά,preposition,plou=ton,πλοῦτος,noun,w)/mnue,ὄμνυμι,verb,de\,δέ,particle,pro\s,πρός,preposition,tou\s,ὁ,article,paro/ntas,πάρειμι,verb,w(s,ὡς,conjunction,o(/tan,ὅταν,conjunction,prw=ton,πρότερος,adjective,ei)s,εἰς,preposition,*spa/rthn,Σπάρτη,proper,parage/nhtai,παραγίγνομαι,verb,pa/nta,πᾶς,adjective,poih/sei,ποιέω,verb,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,dialla/cai,διαλλάσσω,verb,tou\s,ὁ,article,*(/ellhnas,Ἕλλην,proper,w(s,ὡς,conjunction,foberw/teroi,φοβερός,adjective,toi=s,ὁ,article,barba/rois,βάρβαρος,adjective,ei)=en,εἰμί,verb,kai\,καί,conjunction,pau/sainto,παύω,verb,th=s,ὁ,article,e)kei/nwn,ἐκεῖνος,pronoun,e)p',ἐπί,preposition,a)llh/lous,ἀλλήλων,pronoun,deo/menoi,δέομαι,verb,duna/mews,δύναμις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)rwthqei\s,ἐρωτάω,verb,de\,δέ,particle,o(poi=oi,ὁποῖος,adjective,a)/ndres,ἀνήρ,noun,ei)si\n,εἰμί,verb,oi(,ὁ,article,*)/iwnes,Ἴων,proper,e)leu/qeroi,ἐλεύθερος,adjective,me\n,μέν,particle,e)/fh,φημί,verb,kakoi/,κακός,adjective,dou=loi,de\,δέ,particle,a)gaqoi/,ἀγαθός,adjective,tou=,ὁ,article,de\,δέ,particle,*ku/rou,Κῦρος,proper,to\n,ὁ,article,misqo\n,μισθός,noun,prope/myantos,προπέμπω,verb,toi=s,ὁ,article,stratiw/tais,στρατιώτης,adjective,kai\,καί,conjunction,δοῦλος,noun,ce/nia,ξένιος,adjective,au)tw=|,αὐτός,pronoun,mo/non,μόνος,adjective,e)/labe,λαμβάνω,verb,to\n,ὁ,article,misqo\n,μισθός,noun,ta\,ὁ,article,de\,δέ,particle,ce/nia,ξένιος,adjective,a)nte/pemye,ἀντέπειμι,verb,fh/sas,φημί,verb,mh\,μή,conjunction,dei=n,δέω,verb,fili/an,φιλία,noun,au)tw=|,αὐτός,pronoun,i)di/an,ἴδιος,adjective,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,ei)=nai,εἰμί,verb,a)lla\,ἀλλά,adverb,th\n,ὁ,article,koinh\n,κοινός,adjective,pro\s,πρός,preposition,a(/pantas,ἅπας,adjective,*lakedaimoni/ous,Λακεδαιμόνιος,proper,gegonui=an,γίγνομαι,verb,kai\,καί,conjunction,au)tw=|,αὐτός,pronoun,u(pa/rxein,ὑπάρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/llwn,μέλλω,verb,de\,δέ,particle,peri\,περί,preposition,ta\s,ὁ,article,*)arginou/sas,Ἀργίνουσαι,proper,naumaxei=n,ναυμαχέω,verb,*(/ermwnos,Ἕρμων,proper,tou=,ὁ,article,kubernh/tou,κυβερνήτης,noun,ei)po/ntos,εἶπον,verb,o(/ti,ὅστις,pronoun,kalw=s,e)/xei,ἔχω,verb,a)popleu=sai,ἀποπλέω,verb,ai(,ὁ,article,ga\r,γάρ,particle,trih/reis,τριήρης,noun,tw=n,ὁ,article,*)aqhnai/wn,Ἀθήναια,proper,pollw=|,πολύς,adjective,plei/ous,πλέως,adjective,ei)si/n,εἰμί,verb,ei)=pe,εἶπον,verb,καλός,noun,kai\,καί,conjunction,ti/,τίς,pronoun,tou=to,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,feu/gein,φεύγω,verb,ai)sxro\n,αἰσχρός,adjective,kai\,καί,conjunction,blabero\n,βλαβερός,adjective,th=|,ὁ,article,*spa/rth|,Σπάρτη,proper,me/nonta,μένω,verb,de\,δέ,particle,h)\,ἠέ,conjunction,a)poqanei=n,ἀποθνήσκω,verb,h)\,nika=n,νικάω,verb,a)/riston,ἄριστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἠέ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*proqusa/menos,προθύω,verb,de/,δέ,particle,w(s,ὡς,conjunction,h)/kouse,ἀκούω,verb,tou=,ὁ,article,ma/ntews,μάντις,noun,shmai/nesqai,σημαίνω,verb,dia\,διά,preposition,tw=n,ὁ,article,e)mpu/rwn,ἔμπυρος,adjective,tw=|,ὁ,article,me\n,stratw=|,στρατός,noun,i,,,ni/khn,νίκη,noun,tw=|,ὁ,article,de\,δέ,particle,strathgou=nti,στρατηγέω,verb,qa/naton,θάνατος,adjective,ou)de\n,οὐδείς,pronoun,kataplagei\s,καταπλάσσω,verb,ei)=pen,εἶπον,verb,ou),οὐ,adverb,μέν,particle,par',παρά,preposition,e(/na,ἕνος,adjective,ta\,ὁ,article,*spa/rtas,Σπάρτη,proper,a)poqano/ntos,ἀποθνήσκω,verb,ga/r,γάρ,particle,mou,ἐγώ,pronoun,ou)de\n,οὐδείς,pronoun,h(,ὁ,article,patri\s,πατρίς,adjective,e)lattwqh/setai,ἐλασσόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/cantos,εἴκω,verb,de\,δέ,particle,toi=s,ὁ,article,polemi/ois,πολέμιος,adjective,e)lattwqh/setai,ἐλασσόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)podei/cas,ἀποδείκνυμι,verb,ou)=n,οὖν,particle,a)nq',ἀντί,preposition,e(autou=,ἑαυτοῦ,pronoun,*kle/andron,Κλέανδρος,proper,h(gemo/na,ἡγεμών,noun,w(/rmhsen,ὁρμάω,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,naumaxi/an,ναυμαχία,noun,kai\,καί,conjunction,maxo/menos,teleuta=|,τελευτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μάχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kleo/mbrotos,Κλεόμβροτος,proper,o(,ὁ,article,*pausani/ou,Παυσανίης,proper,ce/nou,ξένος,noun,tino\s,τις,pronoun,diaferome/nou,διαφέρω,verb,pro\s,πρός,preposition,to\n,ὁ,article,pate/ra,πατήρ,noun,peri\,περί,preposition,a)reth=s,ἀρετή,noun,me/xri,tou/tou,οὗτος,pronoun,ei)=pen,εἶπον,verb,krei/ttwn,κρείσσων,verb,sou/,σύ,pronoun,e)stin,εἰμί,verb,o(,ὁ,article,path/r,πατήρ,noun,me/xri,μέχρι,preposition,a)\n,ἄν,particle,kai\,καί,conjunction,su\,σύ,pronoun,μέχρι,preposition,gennh/sh|s,γεννάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
