word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/20/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/lemma/@_entry,word/4/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/13/lemma/@_entry,word/13/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/17/lemma/@_entry,word/17/lemma/@_POS,word/19/lemma/@_entry,word/19/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/20/lemma/@_entry,word/20/lemma/@_POS,word/24/@_form,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/24/lemma/@_entry,word/24/lemma/@_POS,word/30/lemma/@_entry,word/30/lemma/@_POS,word/32/lemma/@_entry,word/32/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS,word/135/@_form,word/135/lemma/@_entry,word/135/lemma/@_POS,word/92/lemma/@_entry,word/92/lemma/@_POS,word/102/lemma/@_entry,word/102/lemma/@_POS,word/136/@_form,word/136/lemma/@_entry,word/136/lemma/@_POS,word/137/@_form,word/137/lemma/@_entry,word/137/lemma/@_POS,word/138/@_form,word/139/@_form,word/139/lemma/@_entry,word/139/lemma/@_POS,word/140/@_form,word/140/lemma/@_entry,word/140/lemma/@_POS,word/141/@_form,word/141/lemma/@_entry,word/141/lemma/@_POS,word/142/@_form,word/142/lemma/@_entry,word/142/lemma/@_POS,word/143/@_form,word/143/lemma/@_entry,word/143/lemma/@_POS,word/144/@_form,word/144/lemma/@_entry,word/144/lemma/@_POS,word/145/@_form,word/145/lemma/@_entry,word/145/lemma/@_POS,word/146/@_form,word/146/lemma/@_entry,word/146/lemma/@_POS,word/147/@_form,word/147/lemma/@_entry,word/147/lemma/@_POS,word/148/@_form,word/148/lemma/@_entry,word/148/lemma/@_POS,word/149/@_form,word/149/lemma/@_entry,word/149/lemma/@_POS,word/150/@_form,word/150/lemma/@_entry,word/150/lemma/@_POS,word/151/@_form,word/151/lemma/@_entry,word/151/lemma/@_POS,word/152/@_form,word/152/lemma/@_entry,word/152/lemma/@_POS,word/153/@_form,word/153/lemma/@_entry,word/153/lemma/@_POS,word/154/@_form,word/154/lemma/@_entry,word/154/lemma/@_POS,word/138/lemma/@_entry,word/138/lemma/@_POS
kai\,καί,conjunction,a)ne/sth,ἀνίστημι,verb,*dauid,,,kai\,a)fei=len,to\,ὁ,article,pteru/gion,πτερύγιον,noun,th=s,diploi/dos,διπλοίς,noun,th=s,ὁ,article,*saoul,,,laqrai/ws,,,,,,,,,,,,,,,,,,καί,conjunction,ἀφαιρέω,verb,λαθραῖος,adjective,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)genh/qh,γίγνομαι,verb,meta\,μετά,preposition,tau=ta,kai\,e)pa/tacen,πατάσσω,verb,kardi/a,καρδία,noun,*dauid,au)to/n,αὐτός,pronoun,o(/ti,ὅστις,pronoun,a)fei=len,ἀφαιρέω,verb,to\,pteru/gion,πτερύγιον,noun,th=s,diploi/dos,διπλοίς,noun,au)tou=,kai\,καί,conjunction,ei)=pen,*dauid,,,pro\s,tou\s,οὗτος,pronoun,καί,conjunction,ὁ,article,ὁ,article,αὐτός,pronoun,εἶπον,verb,πρός,preposition,a)/ndras,ἀνήρ,noun,au)tou=,αὐτός,pronoun,*mhdamw=s,μηδαμός,adverb,,,ὁ,article,moi,para\,παρά,preposition,kuri/ou,κύριος,adjective,ei),εἰ,conjunction,poih/sw,ποιέω,verb,to\,ὁ,article,r(h=ma,tou=to,οὗτος,pronoun,tw=|,kuri/w|,κύριος,adjective,mou,ἐγώ,pronoun,tw=|,ὁ,article,ἐγώ,pronoun,ῥῆμα,noun,ὁ,article,xristw=|,χριστός,adjective,kuri/ou,e)pene/gkai,ἐπιφέρω,verb,xei=ra/,χείρ,noun,mou,ἐγώ,pronoun,e)p',ἐπί,preposition,au)to/n,αὐτός,pronoun,o(/ti,ὅστις,pronoun,xristo\s,χριστός,adjective,kuri/ou,κύριος,adjective,e)sti\n,εἰμί,verb,ou(=tos,οὗτος,pronoun,kai\,καί,conjunction,e)/peisen,ἐφίζω,verb,*dauid,,,tou\s,ὁ,article,a)/ndras,ἀνήρ,noun,au)tou=,αὐτός,pronoun,e)n,ἐν,preposition,lo/gois,λόγος,noun,kai\,καί,conjunction,ou)k,οὐ,adverb,e)/dwken,δίδωμι,verb,au)toi=s,αὐτός,pronoun,a)nasta/ntas,ἀνίστημι,verb,qanatw=sai,θανατάω,verb,to\n,ὁ,article,*saoul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κύριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)ne/sth,ἀνίστημι,verb,*saoul,,,kai\,kate/bh,ei)s,εἰς,preposition,th\n,ὁ,article,o(do/n,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,καταβαίνω,verb,,,,,,,,,,,,,,,,,,,,ὁδός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)ne/sth,ἀνίστημι,verb,*dauid,,,o)pi/sw,au)tou=,e)k,ἐκ,preposition,tou=,ὁ,article,sphlai/ou,kai\,καί,conjunction,e)bo/hsen,βοάω,verb,*dauid,,,o)pi/sw,*saoul,,,le/gwn,*ku/rie,κύριος,adjective,basileu=,kai\,καί,conjunction,e)pe/bleyen,*saoul,,,ei)s,ta\,ὀπίσω,adverb,αὐτός,pronoun,ὀπίσω,adverb,λέγω,verb,βασιλεύς,noun,ἐπιβλέπω,verb,εἰς,preposition,o)pi/sw,ὀπίσω,adverb,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,σπήλαιον,noun,ὁ,article,e)/kuyen,*dauid,,,e)pi\,ἐπί,preposition,pro/swpon,πρόσωπον,noun,au)tou=,αὐτός,pronoun,e)pi\,ἐπί,preposition,th\n,gh=n,γῆ,noun,kai\,proseku/nhsen,προσκυνέω,verb,au)tw=|,αὐτός,pronoun,,,,κύπτω,verb,ὁ,article,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)=pen,εἶπον,verb,*dauid,,,pro\s,*saoul,*(/ina,ἵνα,conjunction,ti/,τίς,pronoun,a)kou/eis,tw=n,ὁ,article,lo/gwn,λόγος,noun,tou=,ὁ,article,laou=,lego/ntwn,λέγω,verb,*)idou\,*dauid,,,zhtei=,th\n,ὁ,article,yuxh/n,sou,σύ,pronoun,i)dou\,e)n,πρός,preposition,,,λαός,noun,ἰδού,adverb,ζητέω,verb,ψυχή,noun,ἰδού,adverb,th=|,ὁ,article,h(me/ra|,ἡμέρα,noun,tau/th|,οὗτος,pronoun,ἀκούω,verb,ἐν,preposition,e(ora/kasin,oi(,ὁ,article,o)fqalmoi/,ὀφθαλμός,noun,sou,σύ,pronoun,w(s,ὡς,conjunction,pare/dwke/n,παραδίδωμι,verb,se,ku/rios,κῦρος,noun,sh/meron,ei)s,εἰς,preposition,xei=ra/,χείρ,noun,mou,ἐγώ,pronoun,ὁράω,verb,σύ,pronoun,σήμερον,adverb,e)n,ἐν,preposition,tw=|,sphlai/w|,σπήλαιον,noun,kai\,καί,conjunction,ou)k,οὐ,adverb,h)boulh/qhn,ἀβουλέω,verb,a)poktei=nai/,ἀποκτείνω,verb,se,σύ,pronoun,kai\,καί,conjunction,e)feisa/mhn,ἐφίζω,verb,sou,σύ,pronoun,kai\,καί,conjunction,ei)=pa,εἶπον,verb,*ou)k,οὐ,adverb,e)poi/sw,ἐπιφέρω,verb,xei=ra/,χείρ,noun,mou,ἐγώ,pronoun,e)pi\,ἐπί,preposition,ku/rio/n,κύριος,adjective,mou,ἐγώ,pronoun,o(/ti,ὅστις,pronoun,xristo\s,χριστός,adjective,kuri/ou,κύριος,adjective,ou(=to/s,οὗτος,pronoun,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,i)dou\,ἰδού,adverb,to\,ὁ,article,pteru/gion,th=s,diploi/dos,διπλοίς,noun,sou,σύ,pronoun,e)n,th=|,ὁ,article,xeiri/,χείρ,noun,mou,ἐγώ,pronoun,e)gw\,a)fh/|rhka,ἀφαιρέω,verb,to\,pteru/gion,πτερύγιον,noun,kai\,ou)k,οὐ,adverb,a)pe/ktagka/,se,σύ,pronoun,,,πτερύγιον,noun,ὁ,article,ἐγώ,pronoun,ὁ,article,καί,conjunction,ἀποκτείνω,verb,,,,,,,,,,,,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,gnw=qi,γιγνώσκω,verb,kai\,καί,conjunction,i)de\,sh/meron,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,e)/stin,kaki/a,κακία,noun,e)n,ἐν,preposition,th=|,ὁ,article,xeiri/,mou,ἐγώ,pronoun,ou)de\,a)se/beia,ἀσέβεια,noun,kai\,a)qe/thsis,ἀθέτησις,noun,kai\,ou)x,οὐ,adverb,h(ma/rthka,ei)s,ἰδέ,conjunction,σήμερον,adverb,χείρ,noun,οὐδέ,particle,καί,conjunction,καί,conjunction,ἁμαρτάνω,verb,se/,σύ,pronoun,kai\,καί,conjunction,su\,σύ,pronoun,εἰμί,verb,εἰς,preposition,desmeu/eis,th\n,ὁ,article,yuxh/n,ψυχή,noun,mou,ἐγώ,pronoun,labei=n,λαμβάνω,verb,au)th/n,αὐτός,pronoun,,,,,,,,,,,,,,,δεσμεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dika/sai,δικάζω,verb,ku/rios,κῦρος,noun,a)na\,ἀνά,preposition,me/son,e)mou=,kai\,καί,conjunction,sou=,σύ,pronoun,kai\,e)kdikh/sai,ἐκδικέω,verb,me,ἐγώ,pronoun,ku/rios,κῦρος,noun,e)k,sou=,σύ,pronoun,kai\,h(,ὁ,article,xei/r,mou,ἐγώ,pronoun,ou)k,e)/stai,εἰμί,verb,e)pi\,soi/,μέσος,adjective,ἐγώ,pronoun,ἐκ,preposition,καί,conjunction,χείρ,noun,οὐ,adverb,ἐπί,preposition,kaqw\s,καθώς,adverb,le/getai,λέγω,verb,h(,ὁ,article,καί,conjunction,σύ,pronoun,parabolh\,h(,ὁ,article,a)rxai/a,ἀρχαῖος,adjective,*)ec,ἐκ,preposition,a)no/mwn,ἄνομος,adjective,e)celeu/setai,ἐξέρχομαι,verb,plhmme/leia,kai\,καί,conjunction,h(,xei/r,χείρ,noun,mou,ἐγώ,pronoun,ou)k,οὐ,adverb,παραβολή,noun,πλημμέλεια,noun,ὁ,article,e)/stai,εἰμί,verb,e)pi\,se/,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nu=n,νῦν,adverb,o)pi/sw,ὀπίσω,adverb,ti/nos,su\,e)kporeu/h|,ἐκπορεύω,verb,basileu=,βασιλεύς,noun,*israhl,o)pi/sw,ὀπίσω,adverb,ti/nos,τίς,pronoun,katadiw/keis,καταδιώκω,verb,su/,o)pi/sw,ὀπίσω,adverb,kuno\s,teqnhko/tos,θνήσκω,verb,kai\,o)pi/sw,ὀπίσω,adverb,yu/llou,e(no/s,εἷς,adjective,,,τίς,pronoun,σύ,pronoun,σύ,pronoun,κύων,noun,καί,conjunction,ψύλλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ge/noito,γίγνομαι,verb,ku/rios,κῦρος,noun,ei)s,εἰς,preposition,krith\n,kai\,dikasth\n,δικαστής,noun,a)na\,ἀνά,preposition,me/son,e)mou=,ἐγώ,pronoun,kai\,καί,conjunction,a)na\,ἀνά,preposition,me/son,sou=,σύ,pronoun,i)/doi,ku/rios,κῦρος,noun,kai\,kri/nai,κρίνω,verb,th\n,kri/sin,κρίσις,adjective,mou,kai\,κριτής,noun,καί,conjunction,μέσος,adjective,εἶδον,verb,καί,conjunction,ὁ,article,ἐγώ,pronoun,dika/sai,δικάζω,verb,moi,ἐγώ,pronoun,e)k,ἐκ,preposition,μέσος,adjective,καί,conjunction,xeiro/s,sou,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,χείρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
