word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS
toi/as,τοῖος,adjective,t',τε,particle,a)kou/w,ἀκούω,verb,noma/das,νομάς,noun,i(ppoba/mosin,ἱπποβάμων,adjective,ei)=nai,εἰμί,verb,kamh/lois,κάμηλος,noun,a)strabizou/sas,ἀστραβίζω,verb,xqo/na,χθών,noun,par',παρά,preposition,*ai)qi/oyin,Αἰθίοψ,proper,a)stugeitonoume/nas,ἀστυγειτονέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\s,ὁ,article,a)na/ndrous,ἀνάνω,verb,kreobo/rous,κρεόβορος,adjective,t',τε,particle,*)amazo/nas,Ἀμαζών,proper,ei),εἰ,conjunction,tocoteuxei=s,τοξοτευχής,adjective,h)=te,εἰμί,verb,ka/rt',κάρτα,adverb,a)\n,ἄν,particle,h)/|kasa,εἰκάζω,verb,u(ma=s,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
didaxqei\s,διδάσκω,verb,d',δέ,particle,a)\n,ἄν,particle,to/d',ὅδε,pronoun,ei)dei/hn,οἶδα,verb,ple/on,πλέος,adjective,o(/pws,ὅπως,conjunction,ge/neqlon,γένεθλον,noun,spe/rma,σπέρμα,noun,t',τε,particle,*)argei=on,Ἀργεῖος,proper,to\,ὁ,article,so/n,σός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klh|dou=xon,κλειδοῦχος,noun,*(/hras,Ἥρα,proper,fasi\,φημί,verb,dwma/twn,δῶμα,noun,pote\,ποτός,adjective,*)iw\,Ἰώ,proper,gene/sqai,γίγνομαι,verb,th=|,ὁ,article,d',δέ,particle,e)n,ἐν,preposition,*)argei/a|,Ἀργεῖος,proper,xqoni/,χθών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,w(s,ὡς,conjunction,ma/lista,μάλιστα,adverb,kai\,καί,conjunction,fa/tis,φάτις,adjective,pollh\,πολύς,adjective,kratei=,κρατέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,kai\,καί,conjunction,lo/gos,λόγος,noun,tis,τις,pronoun,*zh=na,Ζεύς,proper,meixqh=nai,μίγνυμι,verb,brotw=|,βροτός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)/krupta/,ἄκρυπτος,adjective,g',γε,particle,*(/hras,Ἥρα,proper,tau=ta,οὗτος,pronoun,ta)mpala/gmata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,ou)=n,οὖν,particle,teleuta=|,τελευτάω,verb,basile/wn,βασίλη,noun,nei/kh,νείκη,noun,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bou=n,βοῦς,noun,th\n,ὁ,article,gunai=k',γυνή,noun,e)/qhken,τίθημι,verb,*)argei/a,Ἀργεῖος,proper,qeo/s,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/koun,οὔκουν,adverb,pela/zei,πελάζω,verb,*zeu\s,Ζεύς,proper,e)p',ἐπί,preposition,eu)krai/rw|,εὔκραιρος,adjective,boi/+,βοῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasi/n,φημί,verb,pre/ponta,πρέπω,verb,bouqo/rw|,βουθόρος,adjective,tau/rw|,ταῦρος,noun,de/mas,δέμας,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,dh=ta,δῆτα,adverb,pro\s,πρός,preposition,tau=t',οὗτος,pronoun,a)/loxos,ἄλοχος,adjective,i)sxura\,ἰσχυρός,adjective,*dio/s,Ζεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,pa/nq',πᾶς,adjective,o(rw=nta,ὁράω,verb,fu/lak',φύλαξ,noun,e)pe/sthsen,ἐφίστημι,verb,boi/+,βοῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poi=on,ποῖος,adjective,pano/pthn,πανόπτης,noun,oi)obouko/lon,οἰοβουκόλος,adjective,le/geis,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/argon,Ἄργος,proper,to\n,ὁ,article,*(ermh=s,Ἑρμῆς,proper,pai=da,παῖς,adjective,gh=s,γῆ,noun,kate/ktanen,κατακτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ou)=n,οὖν,particle,e)/teucen,τεύχω,verb,a)/llo,ἄλλος,adjective,duspo/tmw|,δύσποτμος,adjective,boi/+,βοῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bohla/thn,βοηλάτης,adjective,mu/wpa,μύωψ,noun,kinhth/rion,κινητήριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=stron,οἶστρος,noun,kalou=sin,καλέω,verb,au)to\n,αὐτός,pronoun,oi(,ὁ,article,*nei/lou,Νεῖλος,proper,pe/las,πέλας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiga/r,τοιγάρ,particle,nin,νιν,pronoun,e)k,ἐκ,preposition,gh=s,γῆ,noun,h)/lasen,ἐλαύνω,verb,makrw=|,μακρός,adjective,dro/mw|,δρόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=t',οὗτος,pronoun,e)/lecas,λέγω,verb,pa/nta,πᾶς,adjective,sugko/llws,σύγκολλος,adjective,e)moi/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,*ka/nwbon,Κάνωβος,proper,ka)pi\,ἐπί,preposition,*me/mfin,Μέμφις,proper,i(/keto,ἱκνέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*zeu/s,Ζεύς,proper,g',γε,particle,e)fa/ptwr,ἐφάπτωρ,noun,xeiri\,χείρ,noun,fitu/ei,φιτύω,verb,go/non,γόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ou)=n,οὖν,particle,o(,ὁ,article,*di=os,Δῖος,proper,po/rtis,πόρτις,noun,eu)/xetai,εὔχομαι,verb,boo/s,βοῦς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/epafos,Ἔπαφος,proper,a)lhqw=s,ἀληθής,adjective,r(usi/wn,ῥύσιον,noun,e)pw/numos,ἐπώνυμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*libu/h,Λιβύη,proper,me/giston,μέγας,adverb,gh=s,γῆ,noun,pe/don,πέδον,noun,karpoume/nh,καρπέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/n',τίς,pronoun,ou)=n,οὖν,particle,e)/t',ἔτι,adverb,a)/llon,ἄλλος,adjective,th=sde,ὅδε,pronoun,blasthmo\n,βλαστημός,noun,le/geis,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*bh=lon,Βῆλος,proper,di/paida,δίπαις,adjective,pate/ra,πατήρ,noun,tou=d',ὅδε,pronoun,e)mou=,ἐγώ,pronoun,patro/s,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,pa/nsofon,πάνσοφος,adjective,nu=n,νῦν,adverb,o)/noma,ὄνομα,adjective,tou=to/,οὗτος,pronoun,moi,ἐγώ,pronoun,fra/son,φράζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*danao/s,Δαναός,proper,a)delfo\s,ἀδελφός,adjective,d',δέ,particle,e)sti\,εἰμί,verb,penthkonta/pais,πεντηκοντάπαις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=d',ὅδε,pronoun,a)/noige,ἀνοίγνυμι,verb,tou)/nom',ὄνομα,adjective,a)fqo/nw|,ἄφθονος,adjective,lo/gw|,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)dw\s,οἶδα,verb,d',δέ,particle,a(mo\n,ἁμός,adjective,a)rxai=on,ἀρχαῖος,adjective,ge/nos,γένος,noun,pra/ssois,πράσσω,verb,a)\n,ἄν,particle,w(s,ὡς,conjunction,*)argei=on,Ἀργεῖος,proper,a)nsth/sh|s,,,sto/lon,στόλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dokei=te,δοκέω,verb,dh/,δή,particle,moi,ἐγώ,pronoun,th=sde,ὅδε,pronoun,koinwnei=n,κοινωνέω,verb,xqono\s,χθών,noun,ta)rxai=on,ἀρχαῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,pw=s,πῶς,adverb,patrw=|a,πατρῷος,adjective,dw/mata,δῶμα,noun,lipei=n,λείπω,verb,e)/tlhte,τλάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,kate/skhyen,κατασκήπτω,verb,tu/xh,τύχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/nac,ἄναξ,noun,*pelasgw=n,Πελασγός,proper,ai)o/l',αἰόλος,adjective,a)nqrw/pwn,ἄνθρωπος,noun,kaka/,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/nou,πόνος,noun,d',δέ,particle,i)/dois,εἶδον,verb,a)\n,ἄν,particle,ou)damou=,οὐδαμός,adverb,tau)to\n,ταυτός,adjective,ptero/n,πτερόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,ti/s,τίς,pronoun,hu)/xei,αὐχέω,verb,th/nd',ὅδε,pronoun,a)ne/lpiston,ἀνέλπιστος,adjective,fugh\n,φυγή,noun,ke/lsein,κέλλω,verb,e)s,εἰς,preposition,*)/argos,Ἄργος,proper,kh=dos,κῆδος,noun,e)ggene\s,ἐγγενής,adjective,to\,ὁ,article,pri/n,πρίν,adverb,e)/xqei,ἔχθος,noun,metaptoiou=san,μεταπτοιέω,verb,eu)nai/wn,εὐναής,adjective,ga/mwn,γάμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,fh\s,φημί,verb,i(knei=sqai,ἱκνέομαι,verb,tw=nd',ὅδε,pronoun,a)gwni/wn,ἀγώνιος,adjective,qew=n,θέα,noun,leukostefei=s,λευκοστεφής,adjective,e)/xousa,ἔχω,verb,neodre/ptous,νεόδρεπτος,adjective,kla/dous,κλάδος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,mh\,μή,conjunction,ge/nwmai,γίγνομαι,verb,dmwi\s,δμωίς,noun,*ai)gu/ptou,Αἴγυπτος,proper,ge/nei,γένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/tera,πότερος,adjective,kat',κατά,preposition,e)/xqran,ἔχθρα,noun,h)\,ἠέ,conjunction,to\,ὁ,article,mh\,μή,conjunction,qe/mis,θέμις,noun,le/geis,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,d',δέ,particle,a)\n,ἄν,particle,fi/lous,φίλος,adjective,w)noi=to,ὠνέομαι,verb,tou\s,ὁ,article,kekthme/nous,κτάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sqe/nos,σθένος,noun,me\n,μέν,particle,ou(/tws,οὕτως,adverb,mei=zon,μέγας,adverb,au)/cetai,αὐξάνω,verb,brotoi=s,βροτός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,dustuxou/ntwn,δυστυχέω,verb,g',γε,particle,eu)marh\s,εὐμαρής,adverb,a)pallagh/,ἀπαλλαγή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,ou)=n,οὖν,particle,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,eu)sebh\s,εὐσεβής,adjective,e)gw\,ἐγώ,pronoun,pe/lw,πέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)tou=si,αἰτέω,verb,mh\,μή,conjunction,'kdou\s,ἐκδίδωμι,verb,paisi\n,παῖς,adjective,*ai)gu/ptou,Αἴγυπτος,proper,pa/lin,πάλιν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bare/a,βαρύς,adjective,su/,σύ,pronoun,g',γε,particle,ei)=pas,εἶπον,verb,po/lemon,πόλεμος,noun,a)/rasqai,αἴρω,verb,ne/on,νέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,h(,ὁ,article,di/kh,δίκη,adjective,ge,γε,particle,cumma/xwn,σύμμαχος,adjective,u(perstatei=,ὑπερστατέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/per,εἴπερ,conjunction,g',γε,particle,a)p',ἀπό,preposition,a)rxh=s,ἀρχή,noun,pragma/twn,πρᾶγμα,noun,koinwno\s,κοινωνός,noun,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
