word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS
ou)d',οὐδέ,particle,a)\n,ἄν,particle,dexoi/mhn,δέχομαι,verb,w(/st',ὥστε,conjunction,e)/xein,ἔχω,verb,tima\s,τιμή,noun,se/qen,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/gas,μέγας,adverb,ga\r,γάρ,particle,e)/mpas,ἔμπας,adverb,pa\r,παρά,preposition,*dio\s,Ζεύς,proper,qro/nois,θρόνον,noun,le/gh|,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,a)/gei,ἄγω,verb,ga\r,γάρ,particle,ai(=ma,αἷμα,noun,mhtrw=|on,μητρῷος,adjective,di/kas,δίκη,adjective,me/teimi,μέτειμι,verb,to/nde,ὅδε,pronoun,fw=ta,φάος,adjective,ka)kkunhgetw=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,a)rh/cw,ἀρήγω,verb,to\n,ὁ,article,i(ke/thn,ἱκέτης,noun,te,τε,particle,r(u/somai,ῥύομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deinh\,δεινός,adjective,ga\r,γάρ,particle,e)n,ἐν,preposition,brotoi=si,βροτός,noun,ka)n,ἐν,preposition,qeoi=s,θεός,noun,pe/lei,πέλω,verb,tou=,ὁ,article,prostropai/ou,προσχράω,verb,mh=nis,μῆνις,noun,ei),εἰ,conjunction,prodw=,προδίδωμι,verb,sf',σφεῖς,pronoun,e(kw/n,ἑκών,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/nass',ἄνασσα,adjective,*)aqa/na,Ἀθήνη,proper,*loci/ou,Λοξίας,proper,keleu/masin,κέλευμα,noun,h(/kw,ἥκω,verb,de/xou,δέχομαι,verb,de\,δέ,particle,preumenw=s,πρευμενής,adverb,a)la/stora,ἀλάστωρ,noun,ou),οὐ,adverb,prostro/paion,προσχράω,verb,ou)d',οὐδέ,particle,a)foi/banton,ἀφοίβαντος,adjective,xe/ra,χείρ,noun,a)ll',ἀλλά,adverb,a)mblu\s,ἀμβλύς,adjective,h)/dh,ἤδη,adverb,prostetrimme/nos,προστρίβω,verb,te,τε,particle,pro\s,πρός,preposition,a)/lloisin,ἄλλος,adjective,oi)/kois,οἶκος,noun,kai\,καί,conjunction,poreu/masin,πόρευμα,noun,brotw=n,βροτός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/moia,ὅμοιος,adjective,xe/rson,χέρσος,noun,kai\,καί,conjunction,qa/lassan,θάλασσα,noun,e)kperw=n,ἐκπεράω,verb,sw/|zwn,σώζω,verb,e)fetma\s,ἐφετμή,noun,*loci/ou,Λοξίας,proper,xrhsthri/ous,χρηστήριος,adjective,pro/seimi,πρόσειμι,verb,dw=ma,δῶμα,noun,kai\,καί,conjunction,bre/tas,βρέτας,noun,to\,ὁ,article,so/n,σός,adjective,qea/,θεά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)tou=,αὐτός,pronoun,fula/sswn,φυλάσσω,verb,a)name/nw,ἀνάζω,verb,te/los,τέλος,noun,di/khs,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/d',ὅδε,pronoun,e)sti\,εἰμί,verb,ta)ndro\s,ἀνήρ,noun,e)kfane\s,ἐκφανής,adverb,te/kmar,τέκμαρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/pou,ἕπομαι,verb,de\,δέ,particle,mhnuth=ros,μηνυτήρ,noun,a)fqe/gktou,ἄφθεγκτος,adjective,fradai=s,φραδή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tetraumatisme/non,τραυματίζω,verb,ga\r,γάρ,particle,w(s,ὡς,conjunction,ku/wn,κύων,noun,nebro\n,νεβρός,noun,pro\s,πρός,preposition,ai(=ma,αἷμα,noun,kai\,καί,conjunction,stalagmo\n,σταλαγμός,noun,e)kmateu/omen,ἐκματεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polloi=s,πολύς,adjective,de\,δέ,particle,mo/xqois,μόχθος,noun,a)ndrokmh=si,ἀνδροκμής,noun,fusia=|,φυσιάω,verb,spla/gxnon,σπλάγχνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xqono\s,χθών,noun,ga\r,γάρ,particle,pa=s,πᾶς,adjective,pepoi/mantai,ποιμαίνω,verb,to/pos,τόπος,noun,u(pe/r,ὑπέρ,preposition,te,τε,particle,po/nton,πόντος,noun,a)pte/rois,ἄπτερος,adjective,poth/masin,πότημα,noun,h)=lqon,ἔρχομαι,verb,diw/kous',διώκω,verb,ou)de\n,οὐδείς,pronoun,u(ste/ra,ὕστερος,adjective,new/s,ναός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nu=n,νῦν,adverb,o(/d',ὅδε,pronoun,e)nqa/d',ἐνθάδε,adverb,e)sti/,εἰμί,verb,pou,πού,adverb,kataptakw/n,καταπτήσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)smh\,ὀσμή,noun,brotei/wn,βρότειος,adjective,ai(ma/twn,αἷμα,noun,me,ἐγώ,pronoun,prosgela=|,προσγελάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ra,ὁράω,verb,o(/ra,ὁράω,verb,ma/l',μάλα,adverb,au)=,αὖ,interjection,leu/ssete,λεύσσω,verb,pa/nta,πᾶς,adjective,mh\,μή,conjunction,la/qh|,λανθάνω,verb,fu/gda,φύγδα,adverb,ba\s,βαίνω,verb,matrofo/nos,ματροφόνος,adjective,a)ti/tas,ἀτίτης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,au)=te/,αὖτε,adverb,g',γε,particle,a)lka\n,ἀλκή,noun,e)/xwn,ἔχω,verb,peri\,περί,preposition,bre/tei,βρέτος,noun,plexqei\s,φλέγω,verb,qea=s,θεά,noun,a)mbro/tou,ἄμβροτος,adjective,u(po/dikos,ὑπόδικος,adjective,qe/lei,ἐθέλω,verb,gene/sqai,γίγνομαι,verb,xrew=n,χρέος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,d',δέ,particle,ou),οὐ,adverb,pa/restin,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(=ma,αἷμα,noun,mhtrw=|on,μητρῷος,adjective,xamai\,χαμαί,adverb,dusagko/miston,δυσανακόμιστος,adjective,papai=,παπαῖ,interjection,to\,ὁ,article,diero\n,διερός,adjective,pe/doi,πέδοι,adverb,xu/menon,χέω,verb,oi)/xetai,οἴχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,a)ntidou=nai,ἀντιδίδωμι,verb,dei=,δέομαι,verb,s',σύ,pronoun,a)po\,ἀπό,preposition,zw=ntos,ζάω,verb,r(ofei=n,ῥοφάω,verb,e)ruqro\n,ἐρυθρός,adjective,e)k,ἐκ,preposition,mele/wn,μέλη,noun,pe/lanon,πέλανος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po\,ἀπό,preposition,de\,δέ,particle,sou=,σύ,pronoun,feroi/man,φέρω,verb,boska\n,βοσκή,noun,pw/matos,πῶμα,noun,duspo/tou,δύσποτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,zw=nta/,ζάω,verb,s',σύ,pronoun,i)sxna/nas',ἰσχναίνω,verb,a)pa/comai,ἀπάγω,verb,ka/tw,κάτος,adjective,a)nti/poin',ἀντίποινος,adjective,w(s,ὡς,conjunction,ti/nh|s,τίνω,verb,matrofo/nou,,,du/as,δύη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/yei,ὁράω,verb,de\,δέ,particle,kei)/,εἰ,conjunction,tis,τις,pronoun,a)/llos,ἄλλος,adjective,h)/liten,ἀλιταίνω,verb,brotw=n,βροτός,noun,h)\,ἠέ,conjunction,qeo\n,θεός,noun,h)\,ἠέ,conjunction,ce/non,ξένος,noun,tin',τις,pronoun,h)\,ἠέ,conjunction,toke/as,τοκεύς,noun,fi/lous,φίλος,adjective,e)/xonq',ἔχω,verb,e(/kaston,ἕκαστος,adjective,th=s,ὁ,article,di/khs,δίκη,adjective,e)pa/cia,ἐπάξιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/gas,μέγας,adverb,ga\r,γάρ,particle,*(/aidhs,Ἅιδης,proper,e)sti\n,εἰμί,verb,eu)/qunos,εὔθυνος,noun,brotw=n,βροτός,noun,e)/nerqe,ἔνερθε,preposition,xqono/s,χθών,noun,deltogra/fw|,δελτογράφος,adjective,de\,δέ,particle,pa/nt',πᾶς,adjective,e)pwpa=|,ἐπωπάω,verb,freni/,φρήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,didaxqei\s,διδάσκω,verb,e)n,ἐν,preposition,kakoi=s,κακός,adjective,e)pi/stamai,ἐφίστημι,verb,pollou\s,πολύς,adjective,kaqarmou/s,καθαρμός,noun,kai\,καί,conjunction,le/gein,λέγω,verb,o(/pou,ὅπου,adverb,di/kh,δίκη,adjective,siga=n,σιγάω,verb,q',τε,particle,o(moi/ws,ὅμοιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,tw=|de,ὅδε,pronoun,pra/gmati,πρᾶγμα,noun,fwnei=n,φωνέω,verb,e)ta/xqhn,ἐτάζω,verb,pro\s,πρός,preposition,sofou=,σοφός,adjective,didaska/lou,διδάσκαλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bri/zei,βρίζω,verb,ga\r,γάρ,particle,ai(=ma,αἷμα,noun,kai\,καί,conjunction,marai/netai,μαραίνω,verb,xero/s,χείρ,noun,mhtrokto/non,μητροκτόνος,adjective,mi/asma,μίασμα,adjective,d',δέ,particle,e)/kpluton,ἔκπλυτος,adjective,pe/lei,πέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
potai/nion,ποταίνιος,adjective,ga\r,γάρ,particle,o)\n,εἰμί,verb,pro\s,πρός,preposition,e(sti/a|,ἑστία,noun,qeou=,θεός,noun,*foi/bou,Φοῖβος,proper,kaqarmoi=s,καθαρμός,noun,h)la/qh,ἀλάομαι,verb,xoirokto/nois,χοιροκτόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polu\s,πολύς,adjective,de/,δέ,particle,moi,ἐγώ,pronoun,ge/noit',γίγνομαι,verb,a)\n,ἄν,particle,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,lo/gos,λόγος,noun,o(/sois,ὅσος,adjective,prosh=lqon,προσέρχομαι,verb,a)blabei=,ἀβλαβής,adjective,cunousi/a|,συνουσία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nu=n,νῦν,adverb,a)f',ἀπό,preposition,a(gnou=,ἁγνός,adjective,sto/matos,στόμα,noun,eu)fh/mws,εὔφημος,adjective,kalw=,καλέω,verb,xw/ras,χώρα,noun,a)/nassan,ἄνασσα,adjective,th=sd',ὅδε,pronoun,*)aqhnai/an,Ἀθήνη,proper,e)moi\,ἐγώ,pronoun,molei=n,βλώσκω,verb,a)rwgo/n,ἀρωγός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kth/setai,κτάομαι,verb,d',δέ,particle,a)/neu,ἄνευ,preposition,doro\s,δόρυ,noun,au)to/n,αὐτός,pronoun,te,τε,particle,kai\,καί,conjunction,gh=n,γῆ,noun,kai\,καί,conjunction,to\n,ὁ,article,*)argei=on,Ἀργεῖος,proper,lew\n,λαός,noun,pisto\n,πιστός,adjective,dikai/ws,δίκαιος,adjective,e)s,εἰς,preposition,to\,ὁ,article,pa=n,πᾶς,adjective,te,τε,particle,su/mmaxon,σύμμαχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ei)/te,εἴτε,adverb,xw/ras,χώρα,noun,e)n,ἐν,preposition,to/pois,τόπος,noun,*libustikoi=s,,,*tri/twnos,Τρίτων,proper,a)mfi\,ἀμφί,preposition,xeu=ma,χεῦμα,noun,geneqli/ou,γενέθλιος,adjective,po/rou,πόρος,noun,ti/qhsin,τίθημι,verb,o)rqo\n,ὀρθός,adjective,h)\,ἠέ,conjunction,kathrefh=,κατηρεφής,adjective,po/da,πούς,noun,fi/lois,φίλος,adjective,a)rh/gous',ἀρήγω,verb,ei)/te,εἴτε,adverb,*flegrai/an,Φλεγραῖος,proper,pla/ka,πλάξ,adjective,qrasu\s,θρασύς,adjective,tagou=xos,ταγοῦχος,noun,w(s,ὡς,conjunction,a)nh\r,ἀνήρ,noun,e)piskopei=,ἐπισκοπέω,verb,e)/lqoi,ἔρχομαι,verb,klu/ei,κλύω,verb,de\,δέ,particle,kai\,καί,conjunction,pro/swqen,πρόσωθεν,adverb,w)\n,εἰμί,verb,qeo/s,θεός,noun,o(/pws,ὅπως,conjunction,ge/noito,γίγνομαι,verb,tw=nd',ὅδε,pronoun,e)moi\,ἐγώ,pronoun,luth/rios,λυτήριος,adjective,,,,,,,,,,,,,,,,,,,,,
ou)/toi,οὔτοι,adverb,s',σύ,pronoun,*)apo/llwn,Ἀπόλλων,proper,ou)d',οὐδέ,particle,*)aqhnai/as,Ἀθήνη,proper,sqe/nos,σθένος,noun,r(u/sait',ῥύομαι,verb,a)\n,ἄν,particle,w(/ste,ὥστε,conjunction,mh\,μή,conjunction,ou),οὐ,adverb,parhmelhme/non,παραμελέω,verb,e)/rrein,ἔρρω,verb,to\,ὁ,article,xai/rein,χαίρω,verb,mh\,μή,conjunction,maqo/nq',μανθάνω,verb,o(/pou,ὅπου,adverb,frenw=n,φρήν,noun,a)nai/maton,ἀναίματος,adjective,bo/skhma,βόσκημα,noun,daimo/nwn,δαίμων,adjective,skia/n,σκιά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,a)ntifwnei=s,ἀντιφωνέω,verb,a)ll',ἀλλά,adverb,a)poptu/eis,ἀποπτύω,verb,lo/gous,λόγος,noun,e)moi\,ἐγώ,pronoun,trafei/s,τρέφω,verb,te,τε,particle,kai\,καί,conjunction,kaqierwme/nos,καθιερόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,zw=n,ζάω,verb,me,ἐγώ,pronoun,dai/seis,δαίνυμι,verb,ou)de\,οὐδέ,particle,pro\s,πρός,preposition,bwmw=|,βωμός,noun,sfagei/s,σφάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/mnon,ὕμνος,noun,d',δέ,particle,a)kou/sh|,ἀκέω,verb,to/nde,ὅδε,pronoun,de/smion,δέσμιον,noun,se/qen,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/ge,ἄγε,adverb,dh\,δή,particle,kai\,καί,conjunction,xoro\n,χορός,noun,a(/ywmen,ἅπτω,verb,e)pei\,ἐπεί,conjunction,mou=san,Μοῦσα,proper,stugera\n,στυγερός,adjective,a)pofai/nesqai,ἀποφαίνω,verb,dedo/khken,δοκέω,verb,le/cai,λέγω,verb,te,τε,particle,la/xh,λάχη,adjective,ta\,ὁ,article,kat',κατά,preposition,a)nqrw/pous,ἄνθρωπος,noun,w(s,ὡς,conjunction,e)pinwma=|,ἐπινωμάω,verb,sta/sis,στάσις,adjective,a(ma/,ἁμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)qudi/kaioi,εὐθυδίκαιος,adjective,d',δέ,particle,oi)o/meq',οἴομαι,verb,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,me\n,μέν,particle,kaqara\s,καθαρός,adjective,xei=ras,χείρ,noun,prone/mont',προνέω,verb,ou)/tis,οὔτις,pronoun,e)fe/rpei,ἐφέρπω,verb,mh=nis,μῆνις,noun,a)f',ἀπό,preposition,h(mw=n,ἐγώ,pronoun,a)sinh\s,ἀσινής,adverb,d',δέ,particle,ai)w=na,αἰών,noun,dioixnei=,διοιχνέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/stis,ὅστις,pronoun,d',δέ,particle,a)litw\n,ἀλιταίνω,verb,w(/sper,ὥσπερ,adverb,o(/d',ὅδε,pronoun,a(nh\r,ἀνήρ,noun,xei=ras,χείρ,noun,foni/as,φόνιος,adverb,e)pikru/ptei,ἐπικρύπτω,verb,ma/rtures,μάρτυς,noun,o)rqai\,ὀρθός,adjective,toi=si,τίς,pronoun,qanou=sin,θνήσκω,verb,paragigno/menai,παραγίγνομαι,verb,pra/ktores,πράκτωρ,noun,ai(/matos,αἷμα,noun,au)tw=|,αὐτός,pronoun,tele/ws,τέλειος,adjective,e)fa/nhmen,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma=ter,μήτηρ,noun,a(/,ὅς,pronoun,m',ἐγώ,pronoun,e)/tiktes,τίκτω,verb,w)=,ὦ,interjection,ma=ter,μήτηρ,noun,*nu/c,Νύξ,proper,a)laoi=si,ἀλαός,adjective,kai\,καί,conjunction,dedorko/sin,δέρκομαι,verb,poina/n,ποινή,noun,klu=q',κλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,*latou=s,Λητώ,proper,ga\r,γάρ,particle,i)=ni/s,ἶνις,noun,m',ἐγώ,pronoun,a)/timon,ἄτιμος,adjective,ti/qhsin,τίθημι,verb,to/nd',ὅδε,pronoun,a)fairou/menos,ἀφαιρέω,verb,ptw=ka,πτώξ,noun,matrw=|on,μητρῷος,adjective,a(/gnisma,ἅγνισμα,noun,ku/rion,κύριος,adjective,fo/nou,φόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
