word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS
oi(/,ἕ,pronoun,ge,γε,particle,tosau/thn,τοσοῦτος,adjective,e)/sxon,ἔχω,verb,u(perbolh\n,ὑπερβολή,noun,w(/st',ὥστε,conjunction,ou)de\,tosou=ton,τοσοῦτος,adjective,a)rkei=n,ἀρκέω,verb,u(pe/labon,ὑπολαμβάνω,verb,au)tepa/ggeltoi,αὐτεπάγγελτος,adjective,pro\s,πρός,preposition,to\n,ὁ,article,oi)kismo\n,οἰκισμός,noun,o(rmh=sai,ὁρμάω,verb,a)ll',ἀλλά,adverb,a)nti\,ἀντί,preposition,tou=,ὁ,article,pre/sbeis,πρέσβις,noun,par',παρά,preposition,h(mw=n,ἐγώ,pronoun,a)name/nein,ἀναμένω,verb,au)toi\,αὐτός,pronoun,pre/sbeis,πρέσβις,noun,peri\,οὐδέ,particle,περί,preposition,h(mw=n,ἐγώ,pronoun,pro\s,πρός,preposition,th\n,ὁ,article,oi)/koi,οἴκοι,adverb,boulh\n,βουλή,noun,kate/sthsan,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(\,ὅς,pronoun,mhdei\s,μηδείς,pronoun,a)\n,ἄν,particle,h(mw=n,ἐγώ,pronoun,e)qa/rrhsen,θαρσέω,verb,ai)th=sai,αἰτέω,verb,tau=t',a)ciou=ntes,ἀξιόω,verb,yhfi/sasqai,ψηφίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=r',ἆρα,particle,ou)x,οὐ,adverb,a(/pas,ἅπας,adjective,me\n,μέν,particle,qrh=nos,θρῆνος,noun,tou/tois,οὗτος,pronoun,e)calh/liptai,kai\,καί,conjunction,mnh/mh,μνήμη,noun,pa=sa,πᾶς,adjective,tw=n,ὁ,article,te,τε,particle,i)di/wn,ἴδιος,adjective,e(ka/stw|,ἕκαστος,adjective,kai\,καί,conjunction,tw=n,ὁ,article,koinw=n,κοινός,adjective,dusxerw=n,δυσχερής,adverb,a)nteish=ktai,ἀντεισάγω,verb,de\,δέ,particle,eu)frosu/nh,εὐφροσύνη,noun,met',μετά,preposition,eu)fhmi/as,εὐφημία,noun,kai\,καί,conjunction,tou=,ἐξαλείφω,verb,ὁ,article,zh=n,ζάω,verb,e)piqumi/a,ἐπιθυμία,noun,nu=n,νῦν,adverb,ei)/per,εἴπερ,conjunction,pote\,ποτός,adjective,e)pi\,ἐπί,preposition,tai=s,ὁ,article,mellou/sais,μέλλω,verb,e)lpi/si,ἐλπίς,noun,kai\,καί,conjunction,xa/rites,χάρις,noun,pre/pousai,πρέπω,verb,toi=s,ὁ,article,qeoi=s,θεός,noun,toi=s,ὁ,article,basileu=si,βασιλεύς,noun,tw=|,τίς,pronoun,decame/nw|,δέχομαι,verb,ta\,ὁ,article,tw=n,ὁ,article,korufai/wn,κορυφαῖον,noun,politeu/mata,πολίτευμα,noun,xorw=|,χορός,noun,a)sme/nw|,ἄσμενος,adjective,kai\,καί,conjunction,mnhsqe/nti,μιμνήσκω,verb,th=s,ὁ,article,*smu/rnhs,Σμύρνα,proper,a(\,ὅς,pronoun,prosh=ken,προσήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/cion,ἄξιος,adjective,toi/nun,τοίνυν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*(/ellhnes,Ἕλλην,proper,kai\,καί,conjunction,tou=,kaq',κατά,preposition,u(ma=s,σύ,pronoun,tou\s,ὁ,article,o(mofu/lous,ὁμόφυλος,adjective,h)/dh,ἤδη,adverb,me/rous,μέρος,noun,mnhsqh=nai,μιμνήσκω,verb,w(s,ὡς,conjunction,tou/tois,οὗτος,pronoun,te,τε,particle,a)kolou/qws,ἀκόλουθος,adjective,diete/qhte,διατίθημι,verb,kai\,καί,conjunction,th\n,ὁ,article,eu)/noian,εὔνοια,noun,h(\n,ὅς,pronoun,ei)/xete,ἔχω,verb,e)k,ὁ,article,ἐκ,preposition,panto\s,πᾶς,adjective,xro/nou,χρόνος,noun,th=|,ὁ,article,po/lei,πόλις,adjective,safe/stata,σαφής,adverb,e)pedei/casqe,ἐπιδείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/qoi,μανθάνω,verb,d',δέ,particle,a)/n,ἄν,particle,tis,τις,pronoun,e)piskeya/menos,ἐπισκέπτομαι,verb,ta\,ὁ,article,th=s,prw/ths,πρότερος,adjective,kai\,καί,conjunction,presbuta/ths,πρέσβυς,noun,tw=n,ὁ,article,*(ellhni/dwn,Ἑλληνίς,proper,po/lews,πόλις,adjective,le/gw,λέγω,verb,de\,δέ,particle,th=s,ὁ,article,*)aqhnai/wn,Ἀθήναια,proper,pw=s,πῶς,adverb,e)/sxe,ἔχω,verb,para\,παρά,preposition,ta\s,ὁ,article,sumfora/s,συμφορά,noun,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou),οὐ,adverb,kaqairei=n,καθαιρέω,verb,e)kei/nhn,ἐκεῖνος,pronoun,a)ciw=n,ἀξιάω,verb,le/gw,λέγω,verb,tau=ta,mh/pote,μήποτε,adverb,sfo/dra,σφόδρα,adverb,ou(/tw,οὕτως,adverb,genoi/mhn,γίγνομαι,verb,filo/polis,φιλόπολις,noun,a)ll',ἀλλά,adverb,a(/ma,ἅμα,adverb,tou/s,ὁ,article,te,τε,particle,poli/tas,πολίτης,noun,paramuqei=sqai,παραμυθέομαι,verb,boulo/menos,βούλομαι,verb,kai\,καί,conjunction,toi=s,ὁ,article,parou=sin,πάρειμι,verb,e)ndei/casqai,ἐνδείκνυμι,verb,o(/ti,ὅστις,pronoun,th=|,οὗτος,pronoun,ὁ,article,po/lei,πόλις,adjective,dia\,διά,preposition,pa/ntwn,πᾶς,adjective,kairw=n,καιρός,noun,eu)=,εὖ,adverb,pra/ttein,πράσσω,verb,e)pixw/rion,ἐπιχώριος,adjective,kai\,καί,conjunction,th=s,ὁ,article,a)gaphth=s,ἀγαπητός,adjective,moi/ras,μοῖρα,adjective,w(sperei\,ὥσπερ,adverb,klh=ros,κλῆρος,adjective,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei/nois,ἐκεῖνος,pronoun,toi/nun,τοίνυν,particle,sterhqei=si,στερέω,verb,me\n,μέν,particle,tw=n,ὁ,article,new=n,ναός,noun,sterhqei=si,de\,δέ,particle,tw=n,ὁ,article,teixw=n,τεῖχος,noun,kai\,καί,conjunction,th=s,ὁ,article,a)rxh=s,ἀρχή,noun,o(/lhs,ὅλος,adjective,kai\,καί,conjunction,proelqou=sin,προέρχομαι,verb,ei)s,εἰς,preposition,tou=to,οὗτος,pronoun,w(/ste,ὥστε,conjunction,to\n,ὁ,article,dh=mon,δῆμος,noun,fuga/da,φυγάς,noun,a)nagkasqh=nai,ἀναγκάζω,verb,th=s,ὁ,article,patri/dos,στερέω,verb,πατρίς,adjective,gene/sqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,ga\r,γάρ,particle,e)n,ἐν,preposition,me/sw|,μέσος,adjective,tosau=ta,τοσοῦτος,adjective,siwph/somai,σιωπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou(/tw,οὕτως,adverb,ge,γε,particle,pra/casi,πράσσω,verb,plh\n,πλήν,preposition,*farsa/lou,Φάρσαλος,proper,te,kai\,καί,conjunction,*)/argous,Ἄργος,proper,kai\,καί,conjunction,*qhbw=n,Θῆβαι,proper,ou)de/nes,οὐδείς,pronoun,ou)/te,οὔτε,adverb,mei/zona,μέγας,adverb,ou)/te,οὔτε,adverb,e)la/ttona,ἐλάσσων,adjective,a)pemnhmo/neusan,ἀπομνημονεύω,verb,xa/rin,χάρις,noun,tw=n,ὁ,article,e)k,ἐκ,preposition,tou=,ὁ,article,panto\s,πᾶς,adjective,ai)w=nos,αἰών,noun,eu)ergesiw=n,εὐεργεσία,noun,,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,o(/ti,ὅστις,pronoun,tou=,ὁ,article,ge/nous,γένος,noun,e)/reisma,ἔρεισμα,noun,h(,ὁ,article,po/lis,h)/|deto,ἀείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,de\,δέ,particle,ou(\s,ὅς,pronoun,ei)=pon,εἶπον,verb,tou/s,ὁ,article,te,τε,particle,feu/gontas,deca/menoi,δέχομαι,verb,kai\,καί,conjunction,toi=s,ὁ,article,e)caitou=sin,ἐξαιτέω,verb,a)ntisxo/ntes,ἀντέχω,verb,tau/thn,οὗτος,pronoun,dh\,δή,particle,xa/rin,χάρις,noun,th=|,ὁ,article,pa/nta,πᾶς,adjective,u(perferou/sh|,ὑπερφέρω,verb,po/lei,πόλις,adjective,kate/qento,κατατίθημι,verb,par',παρά,preposition,h(=|,ὅς,pronoun,th\n,ὁ,article,a)gaqh\n,ἀγαθός,adjective,i(dru=sqai,φεύγω,verb,ἱδρύω,verb,tu/xhn,τύχη,noun,ai(,ὁ,article,mantei=ai,μαντεία,noun,le/gousi,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/re,φέρω,verb,dh\,δή,particle,kai\,καί,conjunction,ta\,ὁ,article,th=s,ὁ,article,h(mete/ras,ἡμέτερος,adjective,po/lews,e)piskeyw/meqa,ἐπισκέπτομαι,verb,mh/,μή,conjunction,ph,πη,particle,tw=n,ὁ,article,e)rastw=n,ἐραστός,adjective,au)th=s,αὐτός,pronoun,ai)sxunqh=nai/,αἰσχύνω,verb,tw|,τις,pronoun,prosh=ken,προσήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\,ὅς,pronoun,me/xri,μέχρι,preposition,me\n,μέν,particle,tou/twn,οὗτος,pronoun,tw=n,ὁ,article,xro/nwn,χρόνος,noun,oi(=on,po/lews,πόλις,adjective,para/deigma,παράδειγμα,noun,ka/llous,κάλλος,noun,ei(sth/kei,ἵστημι,verb,xeiroume/nh,χειρόω,verb,me\n,μέν,particle,eu)qu\s,εὐθύς,adverb,e)c,ἐκ,preposition,o)/yews,ὄψις,noun,tou/s,ὁ,article,te,τε,particle,a)po\,ἀπό,preposition,gh=s,γῆ,noun,kai\,καί,conjunction,tou\s,ὁ,article,e)k,ἐκ,preposition,qala/tths,θάλασσα,noun,katai/rontas,οἷος,adjective,καταίρω,verb,parelqou=si,παρέρχομαι,verb,de\,δέ,particle,ei)/sw,εἴδομαι,verb,ta\,ὁ,article,ka/llista,κάλλιστα,adverb,a)pofai/nousa,ἀποφαίνω,verb,kai\,καί,conjunction,paraskeua/zousa,παρασκευάζω,verb,w(=n,ὅς,pronoun,ou)/t',οὔτε,adverb,o)fqalmw=n,ὀφθαλμός,noun,ko/ron,κόρος,noun,h)=n,εἰμί,verb,labei=n,λαμβάνω,verb,ou)/te,οὔτε,adverb,xro/nou,χρόνος,noun,diatribh=s,διατριβή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(\,ὅς,pronoun,nu=n,νῦν,adverb,a)pe/ranton,ἀπέραντος,adjective,a)\n,ἄν,particle,ei)/h,ἀίω,verb,katale/gein,καταλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,kai\,καί,conjunction,th=s,ὁ,article,e(te/ras,ἕτερος,adjective,e)/dei,δέω,verb,meri/dos,pei=ran,πεῖρα,noun,labei=n,λαμβάνω,verb,a(\,ὅς,pronoun,me\n,μέν,particle,toi=s,ὁ,article,a)/rxousin,ἄρχων,noun,e)ph=lqe,ἐπέρχομαι,verb,spouda/sai,σπουδάζω,verb,dih/lqomen,διέρχομαι,verb,a)rti/ws,ἄρτιος,adjective,,,,,,,,,,,,,,,,,,,,,,,μερίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)n,ἐν,preposition,u(mi=n,σύ,pronoun,toi=s,ὁ,article,o(moti/mois,ὁμότιμος,adjective,ti/,τίς,pronoun,tw=n,a(pa/ntwn,ἅπας,adjective,ou)k,οὐ,adverb,e)ge/neto,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,kata\,κατά,preposition,po/leis,πόλις,adjective,te,τε,particle,o)durmoi\,ὀδυρμός,noun,ka)n,ἐν,preposition,toi=s,koinoi=s,κοινός,adjective,sunedri/ois,συνέδριον,noun,bow/ntwn,βάζω,verb,ta\,ὁ,article,mh/kista,μήκιστος,adjective,kai\,καί,conjunction,poqou/ntwn,ποθέω,verb,e)n,ἐν,preposition,patri/dos,πατρίς,adjective,moi/ra|,μοῖρα,adjective,th\n,ὁ,article,po/lin,πόλις,adjective,panhgu/reis,πανήγυρις,noun,te,τε,particle,dialu/ein,διαλύω,verb,a)ciou/ntwn,ἀξιόω,verb,kai\,καί,conjunction,r(htoreuo/ntwn,ὁ,article,ῥητορεύω,verb,ei)s,εἰς,preposition,au)th\n,αὐτός,pronoun,w(s,ὡς,conjunction,e(/kastos,ἕκαστος,adjective,ei)=xe,ἔχω,verb,duna/mews,δύναμις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,ga\r,γάρ,particle,koinou=,κοινός,adjective,ptw/matos,πτῶμα,noun,th=s,ὁ,article,*)asi/as,Ἄσιος,proper,gegenhme/nou,ou(/tw,οὕτως,adverb,ta\s,ὁ,article,gnw/mas,γνώμη,noun,ei)/xete,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,mh\n,μήν,particle,ta/,τίς,pronoun,ge,γε,particle,th=s,ὁ,article,e)pi\,ἐπί,preposition,tw=n,e)/rgwn,ἔργον,noun,au)tw=n,αὐτός,pronoun,e)pikouri/as,ἐπικουρία,noun,ti/s,τίς,pronoun,pw,πω,particle,me/xri,μέχρι,preposition,tou=de,ὅδε,pronoun,me/mnhtai,μιμνήσκω,verb,e)n,ἐν,preposition,*(/ellhsi,Ἕλλην,proper,geno/mena,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gorai\,ἀγορά,noun,me\n,μέν,particle,a(pantaxo/qen,ἁπανταχόθεν,adverb,toi=s,ὁ,article,kata\,κατά,preposition,xw/ran,χώρα,noun,me/nousin,e)k,ἐκ,preposition,gh=s,γῆ,noun,kai\,καί,conjunction,qala/tths,θάλασσα,noun,ei)safiknou/menai,εἰσαφικνέομαι,verb,a(/milla,ἅμιλλα,noun,de\,δέ,particle,kai\,καί,conjunction,spoudh\,σπουδή,noun,tw=n,ὁ,article,e(kate/rwqen,ἑκατέρωθεν,adverb,megi/stwn,μέγας,adverb,po/lewn,πόλις,adjective,kalou/ntwn,καλέω,verb,te,τε,particle,w(s,ὡς,conjunction,au(tou\s,ἑαυτοῦ,pronoun,kai\,μένω,verb,καί,conjunction,o)xh/mata,ὄχημα,noun,kai\,καί,conjunction,porei/as,πορεία,noun,e)pipempo/ntwn,ἐπέπειμι,verb,e)/ti,ἔτι,adverb,d',δέ,particle,oi)kh/seis,οἴκησις,noun,kai\,καί,conjunction,sunedri/wn,συνέδριον,noun,koinwni/as,κοινωνία,noun,kai\,καί,conjunction,pa/sas,πᾶς,adjective,a)forma\s,ἀφορμή,noun,paraskeuazo/ntwn,παρασκευάζω,verb,w(/sper,ὥσπερ,adverb,goneu=sin,γονεύς,noun,h)\,ἠέ,conjunction,paisi\n,παῖς,adjective,au(tw=n,ἑαυτοῦ,pronoun,paraplh/sia/,παραπλήσιος,adjective,te,τε,particle,tw=n,ὁ,article,mege/qei,μέγεθος,adjective,me\n,μέν,particle,a)poleipome/nwn,ἀπολείπω,verb,proqumi/as,προθυμία,noun,de\,δέ,particle,kai\,καί,conjunction,timh=s,τιμή,noun,ou)de\n,οὐδείς,pronoun,e)lleipo/ntwn,ἐλλείπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ga\r,γάρ,particle,ou)x,οὐ,adverb,e(/rmaion,ἕρμαιον,noun,e(autou=,ἑαυτοῦ,pronoun,e)poih/sato,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ga\r,γάρ,particle,ou)x,οὐ,adverb,eu(ri/skesqai,εὑρίσκω,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,ti/qesqai,tau/thn,οὗτος,pronoun,xa/rin,χάρις,noun,w)|h/qh,οἴομαι,verb,de/casqai,δέχομαι,verb,sunoi/kous,σύνοικος,adjective,tou\s,ὁ,article,tosou=ton,τοσοῦτος,adjective,prwteu/santas,πρωτεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
