word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS
e)pi\,ἐπί,preposition,de\,δέ,particle,th\n,ὁ,article,*gorgo/na,Γοργόνη,proper,to\,ὁ,article,ci/fos,ξίφος,noun,w(s,ὡς,conjunction,zw=san,ζάω,verb,e(/lkei,ἕλκω,verb,kai\,καί,conjunction,para\,παρά,preposition,*(ermou=,Ἑρμῆς,proper,manqa/nei,μανθάνω,verb,o(/ti,ὅστις,pronoun,keno\n,κενός,adjective,ei)/dwlo/n,εἴδωλον,noun,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plhsi/on,πλησίος,adjective,de\,δέ,particle,tw=n,ὁ,article,*(/aidou,Ἅιδης,proper,pulw=n,πύλη,adjective,geno/menos,γίγνομαι,verb,*qhse/a,Θησεύς,proper,eu(=re,εὑρίσκω,verb,kai\,καί,conjunction,*peiri/qoun,Πειρίθοος,proper,to\n,ὁ,article,*persefo/nhs,Φερσέφασσα,proper,mnhsteuo/menon,μνηστεύω,verb,ga/mon,γάμος,adjective,kai\,καί,conjunction,dia\,διά,preposition,tou=to,οὗτος,pronoun,deqe/nta,δέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qeasa/menoi,θεάομαι,verb,de\,δέ,particle,*(hrakle/a,Ἡράκλεα,proper,ta\s,ὁ,article,xei=ras,χείρ,noun,w)/regon,ὀρέγω,verb,w(s,ὡς,conjunction,a)nasthso/menoi,ἀνίστημι,verb,dia\,διά,preposition,th=s,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,bi/as,βία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*qhse/a,Θησεύς,proper,me\n,μέν,particle,labo/menos,λαμβάνω,verb,th=s,ὁ,article,xeiro\s,χείρ,noun,h)/geire,ἀγείρω,verb,*peiri/qoun,Πειρίθοος,proper,de\,δέ,particle,a)nasth=sai,ἀνίστημι,verb,boulo/menos,βούλομαι,verb,th=s,ὁ,article,gh=s,γῆ,noun,kinoume/nhs,κινέω,verb,a)fh=ken,ἀφήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)peku/lise,ἀποκυλίνδω,verb,de\,δέ,particle,kai\,καί,conjunction,to\n,ὁ,article,*)askala/fou,Ἀσκάλαφος,proper,pe/tron,πέτρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boulo/menos,βούλομαι,verb,de\,δέ,particle,ai(=ma,αἷμα,noun,tai=s,ὁ,article,yuxai=s,ψυχή,noun,parasxe/sqai,παρέχω,verb,mi/an,εἷς,adjective,tw=n,ὁ,article,*(/aidou,Ἅιδης,proper,bow=n,βόα,noun,a)pe/sfacen,ἀποσφάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,ne/mwn,νέμω,verb,au)ta\s,αὐτός,pronoun,*menoi/ths,Μενοίτης,proper,o(,ὁ,article,*keuqwnu/mou,Κευθώνυμος,proper,prokalesa/menos,προκαλέω,verb,ei)s,εἰς,preposition,pa/lhn,πάλα,noun,*(hrakle/a,Ἡράκλεα,proper,lhfqei\s,λαμβάνω,verb,me/sos,μέσος,adjective,kai\,καί,conjunction,ta\s,ὁ,article,pleura\s,πλευρά,noun,kateagei\s,κατάγνυμι,verb,u(po\,ὑπό,preposition,*persefo/nhs,Φερσέφασσα,proper,parh|th/qh,παραιτέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai)tou=ntos,αἰτέω,verb,de\,δέ,particle,au)tou=,αὐτός,pronoun,*plou/twna,Πλούτων,proper,to\n,ὁ,article,*ke/rberon,Κέρβερος,proper,e)pe/tacen,ἐπιτάσσω,verb,o(,ὁ,article,*plou/twn,Πλούτων,proper,a)/gein,ἄγω,verb,xwri\s,χωρίς,adverb,w(=n,ὅς,pronoun,ei)=xen,ἔχω,verb,o(/plwn,ὅπλον,noun,kratou=nta,κρατέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,eu(rw\n,εὑρίσκω,verb,au)to\n,αὐτός,pronoun,e)pi\,ἐπί,preposition,tai=s,ὁ,article,pu/lais,πύλη,adjective,tou=,ὁ,article,*)axe/rontos,Ἀχέρων,proper,tw=|,ὁ,article,te,τε,particle,qw/raki,θώραξ,noun,sumpefragme/nos,συμφράσσω,verb,kai\,καί,conjunction,th=|,ὁ,article,leonth=|,λεοντέη,noun,suskepasqei/s,συσκεπάζω,verb,peribalw\n,περιβάλλω,verb,th=|,ὁ,article,kefalh=|,κεφαλή,noun,ta\s,ὁ,article,xei=ras,χείρ,noun,ou)k,οὐ,adverb,a)nh=ke,ἀνήκω,verb,kratw=n,κράς,verb,kai\,καί,conjunction,a)/gxwn,ἄγχω,verb,to\,ὁ,article,qhri/on,θηρίον,noun,e(/ws,ἕως,conjunction,e)/peise,ἐφίζω,verb,kai/per,καίπερ,particle,dakno/menos,δάκνω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,kata\,κατά,preposition,th\n,ὁ,article,ou)ra\n,οὐρά,noun,dra/kontos,δράκων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sullabw\n,συλλαμβάνω,verb,ou)=n,οὖν,particle,au)to\n,αὐτός,pronoun,h(=ke,ἥκω,verb,dia\,διά,preposition,*troizh=nos,Τροιζήν,proper,poihsa/menos,ποιέω,verb,th\n,ὁ,article,a)na/basin,ἀνάβασις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)aska/lafon,Ἀσκάλαφος,proper,me\n,μέν,particle,ou)=n,οὖν,particle,*dhmh/thr,Δημήτηρ,proper,e)poi/hsen,ποιέω,verb,w)=ton,ἄατος,adjective,*(hraklh=s,Ἡρακλέης,proper,de\,δέ,particle,*eu)rusqei=,Εὐρυσθεύς,proper,dei/cas,δείκνυμι,verb,to\n,ὁ,article,*ke/rberon,Κέρβερος,proper,pa/lin,πάλιν,adverb,e)ko/misen,κομίζω,verb,ei)s,εἰς,preposition,*(/aidou,Ἅιδης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,tou\s,ὁ,article,a)/qlous,ἆθλος,noun,*(hraklh=s,Ἡρακλέης,proper,a)fiko/menos,ἀφικνέομαι,verb,ei)s,εἰς,preposition,*qh/bas,Θήβη,proper,*mega/ran,Μεγάρη,proper,me\n,μέν,particle,e)/dwken,δίδωμι,verb,*)iola/w|,Ἰόλαος,proper,au)to\s,αὐτός,pronoun,de\,δέ,particle,gh=mai,γαμέω,verb,qe/lwn,ἐθέλω,verb,e)punqa/neto,πυνθάνομαι,verb,*eu)/ruton,Εὔρυτος,proper,*oi)xali/as,Οἰχαλία,proper,duna/sthn,δυνάστης,noun,a)=qlon,ἆθλον,noun,proteqeike/nai,προτίθημι,verb,to\n,ὁ,article,*)io/lhs,Ἰόλευς,proper,th=s,ὁ,article,qugatro\s,θυγάτηρ,adjective,ga/mon,γάμος,adjective,tw=|,ὁ,article,nikh/santi,νικάω,verb,tocikh=|,τοξικός,adjective,au)to/n,αὐτός,pronoun,te,τε,particle,kai\,καί,conjunction,tou\s,ὁ,article,pai=das,παῖς,adjective,au)tw=|,αὐτός,pronoun,u(pa/rxontas,ὑπάρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)fiko/menos,ἀφικνέομαι,verb,ou)=n,οὖν,particle,ei)s,εἰς,preposition,*oi)xali/an,Οἰχαλία,proper,kai\,καί,conjunction,th=|,ὁ,article,tocikh=|,τοξικός,adjective,krei/ttwn,κρείσσων,verb,au)tw=n,αὐτός,pronoun,geno/menos,γίγνομαι,verb,ou)k,οὐ,adverb,e)/tuxe,τυγχάνω,verb,tou=,ὁ,article,ga/mou,γάμος,adjective,*)ifi/tou,Ἴφιτος,proper,me\n,μέν,particle,tou=,ὁ,article,presbute/rou,πρέσβυς,noun,tw=n,ὁ,article,pai/dwn,παῖς,adjective,le/gontos,λέγω,verb,dido/nai,δίδωμι,verb,tw=|,ὁ,article,*(hraklei=,Ἡρακλέης,proper,th\n,ὁ,article,*)io/lhn,Ἰόλη,proper,*eu)ru/tou,Εὔρυτος,proper,de\,δέ,particle,kai\,καί,conjunction,tw=n,ὁ,article,loipw=n,λοιπός,adjective,a)pagoreuo/ntwn,ἀπαγορεύω,verb,kai\,καί,conjunction,dedoike/nai,δείδω,verb,lego/ntwn,λέγω,verb,mh\,μή,conjunction,teknopoihsa/menos,τεκνοποιέω,verb,ta\,ὁ,article,gennhqhso/mena,γεννάω,verb,pa/lin,πάλιν,adverb,a)poktei/nh|,ἀποκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
met',μετά,preposition,ou),οὐ,adverb,polu\,πολύς,adjective,de\,δέ,particle,klapeisw=n,κλέπτω,verb,e)c,ἐκ,preposition,*eu)boi/as,Εὔβοια,proper,u(po\,ὑπό,preposition,*au)tolu/kou,Αὐτόλυκος,proper,bow=n,βόα,noun,*eu)/rutos,Εὔρυτος,proper,me\n,μέν,particle,e)no/mizen,νομίζω,verb,u(f',ὑπό,preposition,*(hrakle/ous,Ἡρακλέης,proper,gegone/nai,γίγνομαι,verb,tou=to,οὗτος,pronoun,*)/ifitos,Ἴφιτος,proper,de\,δέ,particle,a)pistw=n,ἀπιστέω,verb,a)fiknei=tai,ἀφικνέομαι,verb,pro\s,πρός,preposition,*(hrakle/a,Ἡράκλεα,proper,kai\,καί,conjunction,suntuxw\n,συντυγχάνω,verb,h(/konti,ἥκω,verb,e)k,ἐκ,preposition,*ferw=n,Φεραί,proper,au)tw=|,αὐτός,pronoun,seswko/ti,σώζω,verb,th\n,ὁ,article,a)poqanou=san,ἀποθνήσκω,verb,*)/alkhstin,Ἄλκηστις,proper,*)admh/tw|,Ἄδμητος,proper,parakalei=,παρακαλέω,verb,suzhth=sai,συνζωοποιέω,verb,ta\s,ὁ,article,bo/as,βόα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(hraklh=s,Ἡρακλέης,proper,de\,δέ,particle,u(pisxnei=tai,ὑποσχέθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ceni/zei,ξενίζω,verb,me\n,μέν,particle,au)to/n,αὐτός,pronoun,manei\s,μαίνομαι,verb,de\,δέ,particle,au)=qis,αὖθις,adverb,a)po\,ἀπό,preposition,tw=n,ὁ,article,*tirunqi/wn,Τιρύνθιος,proper,e)/rriyen,ῥίπτω,verb,au)to\n,αὐτός,pronoun,teixw=n,τεῖχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaqarqh=nai,καθαίρω,verb,de\,δέ,particle,qe/lwn,ἐθέλω,verb,to\n,ὁ,article,fo/non,φόνος,noun,a)fiknei=tai,ἀφικνέομαι,verb,pro\s,πρός,preposition,*nhle/a,Νηλεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
