word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/76/lemma/@_entry,word/76/lemma/@_POS,word/89/lemma/@_entry,word/89/lemma/@_POS
e)k,ἐκ,preposition,de\,δέ,particle,tou/tou,kai\,καί,conjunction,pa/ntes,πᾶς,adjective,oi(,ὁ,article,loipoi\,prosexw/rhsan,προσχωρέω,verb,e)pitre/yantes,ἐπιτρέπω,verb,e(autou\s,ἑαυτοῦ,pronoun,e)kei/nw|,ἐκεῖνος,pronoun,tuxo/ntes,τυγχάνω,verb,de\,δέ,particle,xrhstou=,χρηστός,adjective,kai\,par',παρά,preposition,e)lpi/das,ἐλπίς,noun,eu)gnw/monos,εὐγνώμων,adjective,o(/s,ὅς,pronoun,ge,γε,particle,*kassi/ou,Κάσσιος,proper,*(rodi/ous,,,u(po\,ὑπό,preposition,to\n,οὗτος,pronoun,λοιπός,adjective,καί,conjunction,ὁ,article,au)to\n,αὐτός,pronoun,xro/non,χρόνος,noun,a)nagka/santos,ἀναγκάζω,verb,i)di/a|,ἴδιος,adjective,me\n,μέν,particle,o(\n,ὅς,pronoun,e)ke/kthnto,κτάομαι,verb,xruso\n,χρυσός,noun,kai\,καί,conjunction,a)/rguron,ἄργυρος,noun,ei)senegkei=n,εἰσφέρω,verb,a(/pantas,ἅπας,adjective,'e)c,ἐκ,preposition,ou(=,ἕ,pronoun,sunh/xqh,συνάγω,verb,peri\,περί,preposition,o)ktakisxi/lia,ὀκτακισχίλιοι,adjective,ta/lanta,τάλαντον,noun,dhmosi/a|,δημοσίᾳ,adverb,de\,δέ,particle,th\n,ὁ,article,po/lin,πόλις,adjective,a)/llois,ἄλλος,adjective,pentakosi/ois,πεντακόσιοι,adjective,zhmiw/santos,ζημιόω,verb,au)to\s,αὐτός,pronoun,e(kato\n,ἑκατόν,noun,kai\,καί,conjunction,penth/konta,πεντήκοντα,verb,ta/lanta,τάλαντον,noun,*luki/ous,Λύκιοι,proper,praca/menos,πράσσω,verb,a)/llo,ἄλλος,adjective,de\,δέ,particle,ou)de\n,οὐδείς,pronoun,a)dikh/sas,ἀδικέω,verb,a)ne/zeucen,ἀναζεύγνυμι,verb,e)p',ἐπί,preposition,*)iwni/as,Ἰώνιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla\,πολύς,adjective,me\n,μέν,particle,ou)=n,a)/cia,ἄξιος,adjective,mnh/mhs,μνήμη,noun,e)/rga,ἔργον,noun,kai\,timai=s,τιμή,noun,a)pedei/cato,ἀποδείκνυμι,verb,kai\,καί,conjunction,kola/sesi,κόλασις,noun,tw=n,ὁ,article,a)ci/wn,ἄξιος,adjective,w(=|,ὅς,pronoun,d',au)to/s,αὐτός,pronoun,te,τε,particle,h(/sqh,ἕζομαι,verb,ma/lista,μάλιστα,adverb,kai\,καί,conjunction,*(rwmai/wn,,,oi(,ὁ,article,kra/tistoi,κράτιστος,adjective,tou=to,οὖν,particle,καί,conjunction,δέ,particle,οὗτος,pronoun,dihgh/somai,διηγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*pomphi/+ou,Πομπήιος,proper,*ma/gnou,Μάγνος,proper,prosbalo/ntos,*ai)gu/ptw|,Αἴγυπτος,proper,kata\,κατά,preposition,*phlou/sion,Πηλούσιον,proper,o(phni/ka,th\n,ὁ,article,mega/lhn,μέγας,adverb,a)rxh\n,ἀρχή,noun,a)pobalw\n,ἀποβάλλω,verb,u(po\,ὑπό,preposition,*kai/saros,Καῖσαρ,proper,e)/fugen,φεύγω,verb,oi(,tou=,ὁ,article,basile/ws,βασιλεύς,noun,e)/ti,ἔτι,adverb,paido\s,παῖς,adjective,o)/ntos,εἰμί,verb,e)pitropeu/ontes,ἐπιτροπεύω,verb,e)n,ἐν,preposition,boulh=|,βουλεύς,noun,meta\,προσδαίω,verb,ὁπηνίκα,adverb,ἕ,pronoun,μετά,preposition,tw=n,ὁ,article,fi/lwn,φίλος,adjective,h)=san,εἰμί,verb,ou),οὐ,adverb,kata\,κατά,preposition,tau)ta\,ταυτός,adjective,tai=s,ὁ,article,gnw/mais,γνώμη,noun,fero/menoi,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,me\n,μέν,particle,ga\r,e)do/kei,δοκέω,verb,de/xesqai,δέχομαι,verb,toi=s,ὁ,article,d',a)pwqei=n,ἀπωθέω,verb,*ai)gu/ptou,Αἴγυπτος,proper,to\n,ὁ,article,a)/ndra,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γάρ,particle,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*qeo/dotos,Θεόδοτος,proper,de/,δέ,particle,tis,*xi=os,Χῖος,proper,e)pi\,ἐπί,preposition,misqw=|,μισθός,noun,r(htorikw=n,lo/gwn,λόγος,noun,dida/skalos,διδάσκαλος,noun,tw=|,ὁ,article,basilei=,βασιλεύς,noun,sunw/n,σύνειμι,verb,h)ciwme/nos,ἀξιόω,verb,de\,δέ,particle,to/te,tou=,ὁ,article,sunedri/ou,συνέδριον,noun,di',διά,preposition,e)rhmi/an,ἐρημία,noun,a)ndrw=n,ἀνήρ,noun,beltio/nwn,βελτίων,adverb,a)mfote/rous,ἀμφότερος,adjective,diamarta/nontas,διαμαρτάνω,verb,a)pe/faine,τις,pronoun,ῥητορικός,adjective,τότε,adverb,ἀποφαίνω,verb,kai\,καί,conjunction,tou\s,ὁ,article,a)nalabei=n,ἀναλαμβάνω,verb,kai\,καί,conjunction,tou\s,ὁ,article,a)fei=nai,ἀφίημι,verb,keleu/ontas,κελεύω,verb,to\n,ὁ,article,*pomph/i+on,Πομπήιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(\n,εἷς,adjective,ga\r,γάρ,particle,ei)=nai,sumfe/ron,συμφέρω,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,paro/ntwn,decame/nous,δέχομαι,verb,a)poktei=nai,ἀποκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,prosepei=pe,προσεπεῖπον,verb,tou=,lo/gou,λόγος,noun,pauo/menos,παύω,verb,o(/ti,ὅστις,pronoun,nekro\s,ou),οὐ,adverb,da/knei,δάκνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,νεκρός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prosqeme/nou,προστίθημι,verb,de\,δέ,particle,th=|,gnw/mh|,γνώμη,noun,tou=,ὁ,article,sunedri/ou,συνέδριον,noun,para/deigma,tw=n,ὁ,article,a)pi/stwn,ἄπιστος,adjective,kai\,καί,conjunction,a)prosdokh/twn,ἀπροσδόκητος,adjective,e)/keito,κεῖμαι,verb,*pomph/i+os,Πομπήιος,proper,*ma=gnos,,,th=s,*qeodo/tou,Θεόδοτος,proper,r(htorei/as,ῥητορεία,noun,kai\,καί,conjunction,deino/thtos,δεινότης,noun,e)/rgon,ἔργον,noun,w(s,ὡς,conjunction,au)to/s,αὐτός,pronoun,o(,ὁ,article,sofisth\s,ὁ,article,παράδειγμα,noun,ὁ,article,σοφιστής,noun,e)/lege,λέγω,verb,megalauxou/menos,μεγαλαυχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)li/gw|,ὀλίγος,adjective,d',δέ,particle,u(/steron,e)pelqo/ntos,ἐπέρχομαι,verb,*kai/saros,Καῖσαρ,proper,oi(,ἕ,pronoun,me\n,di/kas,δίκη,adjective,tinnu/ontes,,,a)pw/llunto,ἀπόλλυμι,verb,kakoi\,κακός,adjective,kakw=s,κακός,adjective,*qeo/dotos,Θεόδοτος,proper,de\,δέ,particle,para\,th=s,ὁ,article,tu/xhs,τύχη,noun,xro/non,χρόνος,noun,ei)s,εἰς,preposition,a)/docon,ἄδοξος,adjective,kai\,καί,conjunction,a)/poron,ἄπορος,adjective,kai\,καί,conjunction,pla/nhta,ὕστερος,adjective,μέν,particle,παρά,preposition,πλάνης,noun,bi/on,βίος,adjective,e)pidaneisa/menos,ἐπιδανείζω,verb,to/te,τότε,adverb,*brou=ton,,,e)pio/nta,ἔπειμι,verb,th\n,ὁ,article,*)asi/an,Ἄσιος,proper,ou)k,οὐ,adverb,e)/laqen,ἐλαύνω,verb,a)ll',ἀλλά,adverb,a)naxqei\s,ἀνάγω,verb,kai\,καί,conjunction,kolasqei\s,κολάζω,verb,o)/noma,ὄνομα,adjective,tou=,ὁ,article,qana/tou,θάνατος,adjective,ple/on,πλέος,adjective,e)/sxen,ἔχω,verb,h)\,ἠέ,conjunction,tou=,ὁ,article,bi/ou,βίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ka/ssion,Κάσσιος,proper,de\,δέ,particle,*brou=tos,ei)s,εἰς,preposition,*sa/rdeis,Σάρδεις,proper,e)ka/lei,καλέω,verb,kai\,prosio/nti,πρόσειμι,verb,meta\,μετά,preposition,tw=n,ὁ,article,fi/lwn,φίλος,adjective,a)ph/nthse,ἀπαντάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pa=s,πᾶς,adjective,o(,strato\s,στρατός,noun,w(plisme/nos,ὁπλίζω,verb,au)tokra/toras,αὐτοκράτωρ,adjective,a)mfote/rous,proshgo/reusen,προσαγορεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἀμφότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=a,οἷος,adjective,d',δέ,particle,e)n,pra/gmasi,πρᾶγμα,noun,mega/lois,μέγας,adverb,kai\,καί,conjunction,fi/lois,polloi=s,πολύς,adjective,kai\,καί,conjunction,h(gemo/sin,ἡγεμών,noun,ai)tiw=n,αἰτία,noun,au)toi=s,αὐτός,pronoun,pro\s,πρός,preposition,a)llh/lous,ἀλλήλων,pronoun,e)ggenome/nwn,kai\,καί,conjunction,diabolw=n,διαβολή,noun,pri\n,πρίν,adverb,e(/tero/n,ἕτερος,adjective,ti,τις,pronoun,poiei=n,ποιέω,verb,eu)qu\s,εὐθύς,adverb,e)k,ἐκ,preposition,porei/as,ἐν,preposition,φίλος,adjective,ἐγγίγνομαι,verb,πορεία,noun,kaq',κατά,preposition,au)tou/s,αὐτός,pronoun,e)n,ἐν,preposition,oi)kh/mati,οἴκημα,noun,geno/menoi,γίγνομαι,verb,kekleisme/nwn,κλείω,verb,tw=n,ὁ,article,qurw=n,θύρα,noun,kai\,καί,conjunction,mhdeno\s,μηδείς,pronoun,paro/ntos,πάρειμι,verb,e)xrw=nto,χράομαι,verb,me/myesi,μέμψις,noun,prw=ton,πρότερος,adjective,ei)=t',εἶτα,adverb,e)le/gxois,ἔλεγχος,noun,kai\,καί,conjunction,kathgori/ais,κατηγορία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,de\,δέ,particle,tou/tou,pro\s,πρός,preposition,da/krua,δάκρυον,noun,kai\,καί,conjunction,parrhsi/an,meta\,μετά,preposition,pa/qous,πάθος,adjective,e)kferome/nwn,ἐκφέρω,verb,qauma/zontes,θαυμάζω,verb,oi(,ὁ,article,fi/loi,φίλος,adjective,th\n,ὁ,article,traxu/thta,th=s,ὁ,article,o)rgh=s,ὀργή,noun,kai\,καί,conjunction,to\n,ὁ,article,to/non,τόνος,noun,e)/deisan,δείδω,verb,mh/,μή,conjunction,ti,τις,pronoun,e)k,οὗτος,pronoun,παρρησία,noun,τραχύτης,noun,ἐκ,preposition,tou/tou,οὗτος,pronoun,ge/nhtai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proselqei=n,προσέρχομαι,verb,de\,δέ,particle,a)pei/rhto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀπεῖπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ma=rkos,,,de\,δέ,particle,*faw/nios,e)rasth\s,ἐραστής,noun,gegonw\s,γίγνομαι,verb,*ka/twnos,,,ou),lo/gw|,λόγος,noun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,fora=|,φορά,noun,tini,τις,pronoun,kai\,καί,conjunction,pa/qei,πάθος,adjective,manikw=|,filosofw=n,φιλοσοφέω,verb,e)ba/dizen,βαδίζω,verb,ei)/sw,εἴσω,adverb,pro\s,πρός,preposition,au)tou/s,αὐτός,pronoun,kwluo/menos,κωλύω,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,oi)ketw=n,,,οὐ,adverb,μανικός,adjective,οἰκέτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)/rgon,ἔργον,noun,h)=n,e)pilabe/sqai,ἐπιλαμβάνω,verb,*fawni/ou,,,pro\s,πρός,preposition,o(tiou=n,o)rou/santos,ὀρούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,ὁτιοῦν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfodro\s,σφοδρός,adjective,ga\r,γάρ,particle,h)=n,e)n,ἐν,preposition,pa=si,πᾶς,adjective,kai\,καί,conjunction,pro/xeiros,e)pei\,ἐπεί,conjunction,to/,ὁ,article,ge,γε,particle,bouleuth\n,βουλευτός,adjective,ei)=nai,εἰμί,verb,*(rwmai/wn,,,e(auto\n,ἑαυτοῦ,pronoun,ou)deno\s,a)/cion,ἄξιος,adjective,h(gei=to,ἁγέομαι,verb,tw=|,ὁ,article,de\,δέ,particle,kunikw=|,κυνικός,adjective,th=s,ὁ,article,parrhsi/as,παρρησία,noun,polla/kis,πολλάκις,adverb,a)fh/|rei,εἰμί,verb,πρόχειρος,adjective,οὐδείς,pronoun,ἀφαιρέω,verb,th\n,ὁ,article,xalepo/thta,χαλεπότης,noun,kai\,καί,conjunction,to\,ὁ,article,a)/kairon,ἄκαιρος,adjective,au)tou=,αὐτός,pronoun,meta\,μετά,preposition,paidia=s,παιδιή,noun,dexome/nwn,δέχομαι,verb,bi/a|,βία,adjective,dh\,δή,particle,to/te,τότε,adverb,tw=n,ὁ,article,paro/ntwn,πάρειμι,verb,diwsa/menos,διωθέω,verb,ta\s,ὁ,article,qu/ras,θύρα,noun,ei)sh=lqe,εἰσέρχομαι,verb,meta\,μετά,preposition,pla/smatos,πλάσμα,noun,fwnh=s,φωνή,noun,e)/ph,ἔπος,adjective,perai/nwn,περαίνω,verb,oi(=s,ὅς,pronoun,to\n,ὁ,article,*ne/stora,Νέστωρ,proper,xrw/menon,χράομαι,verb,*(/omhros,Ὅμηρος,proper,pepoi/hken,ποιέω,verb,a)lla\,ἀλλά,adverb,pi/qesq',πείθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
