word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS
a)/llous,ἄλλος,adjective,ga\r,γάρ,particle,a)/lloqi,ἄλλοθι,adverb,th=s,ὁ,article,gh=s,γῆ,noun,katw/|kisen,κατοικίζω,verb,e)p',ἐπί,preposition,w)felei/a|,au)tw=n,αὐτός,pronoun,ὠφέλεια,noun,te,τε,particle,e)kei/nwn,ἐκεῖνος,pronoun,kai\,tw=n,ὁ,article,xrwme/nwn,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/nos,μόνος,adjective,de\,δέ,particle,kai\,καί,conjunction,to\n,ὁ,article,*(hsi/odon,Ἡσίοδος,proper,h)/legcen,ἐλέγχω,verb,e)/rgw|,ἔργον,noun,yeudo/menon,poih/santa,ποιέω,verb,ψεύδω,verb,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,a)oido\s,a)oidw=|,ἀοιδός,noun,fqone/ei,φθονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,ἀοιδός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,ga\r,γάρ,particle,tw=n,ὁ,article,o(mote/xnwn,ὁμότεχνος,adjective,oi(=on,οἷος,adjective,path\r,πατήρ,noun,koino\s,κοινός,adjective,kai\,pa/ntes,πᾶς,adjective,καί,conjunction,e)p',ἐπί,preposition,e)kei/nw|,ἐκεῖνος,pronoun,plei/ous,e)lpi/das,ἐλπίς,noun,ei)=xon,ἔχω,verb,h)\,ἠέ,conjunction,e(/kastos,ἕκαστος,adjective,e(autw=|,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,πλέως,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/nos,μόνος,adjective,d',δέ,particle,i)diw/tas,ἰδιώτης,noun,te,τε,particle,ou)k,οὐ,adverb,h)/legxe,ἐλέγχω,verb,kai\,καί,conjunction,para\,toi=s,ὁ,article,παρά,preposition,decioi=s,δεξιός,adjective,ei)s,εἰς,preposition,ta\,prw=ta,πρότερος,adjective,e)qauma/zeto,θαυμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mo/nos,μόνος,adjective,plh/qei,πλῆθος,noun,te,τε,particle,kai\,καί,conjunction,a)kribei/a|,ἀκρίβεια,noun,martu/rwn,μάρτυρος,noun,e)ni/ka,,,,νικάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,de\,δέ,particle,kai\,καί,conjunction,toi=s,ὁ,article,peri\,περί,preposition,tou\s,ὁ,article,lo/gous,λόγος,noun,filotimi/a,e)kei/nw|,ἐκεῖνος,pronoun,φιλοτιμία,noun,suggegone/nai,συγγίγνομαι,verb,kai\,καί,conjunction,toi=s,a)/llws,ἄλλως,adverb,e)ndo/cois,ἔνδοξος,adjective,te,τε,particle,kai\,καί,conjunction,lamproi=s,λαμπρός,adjective,a)nt',ἀντί,preposition,a)/llou,ἄλλος,adjective,tino\s,τις,pronoun,tw=n,ὁ,article,ei)s,εἰς,preposition,ὁ,article,to\,ὁ,article,u(pere/xein,ὑπερέχω,verb,to\,ὁ,article,e)kei/nw|,ἐκεῖνος,pronoun,xrwme/nous,χράομαι,verb,fai/nesqai,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/st',ὥστε,conjunction,h)=n,εἰμί,verb,a(/pasin,ἅπας,adjective,a)spasto\s,ἀσπαστός,adverb,kai\,καί,conjunction,o(po/te,ὁπότε,adverb,mh\,μή,conjunction,dhmosieu/oi,h)\,ἠέ,conjunction,δημοσιεύω,verb,para\,παρά,preposition,toi=s,ὁ,article,duna/stais,a)\n,ἄν,particle,h)=n,εἰμί,verb,h)\,ἠέ,conjunction,e)n,ἐν,preposition,au)tw=|,αὐτός,pronoun,tw=|,ὁ,article,basile/ws,βασιλεύς,noun,oi)/kw|,οἶκος,noun,,,,,,,δυνάστης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,kai\,καί,conjunction,ta\s,ὁ,article,meta\,μετά,preposition,tw=n,ὁ,article,basile/wn,βασίλη,noun,diatriba\s,w(/sper,ὥσπερ,adverb,διατριβή,noun,o(dw=|,ὁδός,adjective,tini,τις,pronoun,xrhsa/menos,ou(/tws,οὕτως,adverb,e)poih/sato,ποιέω,verb,dia\,διά,preposition,panto\s,πᾶς,adjective,ga\r,γάρ,particle,tou=,ὁ,article,*(ellhnikou=,Ἑλληνικός,adjective,prwteu/sas,πρωτεύω,verb,kai\,καί,conjunction,pei=ran,πεῖρα,noun,χράω,verb,e(autou=,ἑαυτοῦ,pronoun,parasxw\n,παρέχω,verb,muri/an,μυρίος,adjective,ou(/tws,οὕτως,adverb,kai\,καί,conjunction,ei)s,εἰς,preposition,basile/ws,βασιλεύς,noun,au)la/s,αὐλή,noun,te,τε,particle,kai\,καί,conjunction,a)koa\s,ἀκοή,noun,a)fi/keto,ἀφικνέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,de\,δέ,particle,tou/tou,οὗτος,pronoun,e(/teros,ἕτερος,adjective,par',παρά,preposition,e(te/rou,ἕτερος,adjective,paralamba/nwn,παραλαμβάνω,verb,au)to\n,ei)=xen,ἔχω,verb,αὐτός,pronoun,a)nt',ἀντί,preposition,a)/llou,ἄλλος,adjective,ko/smou,tw=n,ὁ,article,basilikw=n,βασιλικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,κόσμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geno/menos,γίγνομαι,verb,toi/nun,τοίνυν,particle,e)p',ἐπί,preposition,e)cousi/as,ἐξουσία,noun,kai\,καί,conjunction,duna/mews,δύναμις,adjective,tosau/ths,τοσοῦτος,adjective,w(/ste,kai\,καί,conjunction,ὥστε,conjunction,trofe/ws,τροφεύς,noun,xw/ran,χώρα,noun,ou)xi\,didaska/lou,διδάσκαλος,noun,mo/non,μόνος,adjective,tw=n,ὁ,article,pai/dwn,παῖς,adjective,e)/xein,ἔχω,verb,th\n,ὁ,article,me\n,μέν,particle,a)/llhn,ἄλλος,adjective,swfrosu/nhn,σωφροσύνη,noun,kai\,καί,conjunction,οὐ,adverb,kosmio/thta,κοσμιότης,noun,o(/shn,ὅσος,adjective,pare/sxeto,παρέχω,verb,ou),οὐ,adverb,fau=lon,φαῦλος,adjective,e)/rgon,ἔργον,noun,dihgh/sasqai,διηγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/pratte,πράσσω,verb,de\,δέ,particle,tauto\n,,,o(/per,ὅσπερ,adjective,kai\,καί,conjunction,peri\,περί,preposition,ta\s,ὁ,article,a)rxai/as,diatriba/s,διατριβή,noun,ἀρχαῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/n,ἐν,preposition,te,τε,particle,ga\r,γάρ,particle,tai=s,ὁ,article,diatribai=s,διατριβή,noun,dusxerou=s,δυσχερής,adverb,me\n,μέν,particle,ou)deno\s,ou)deni\,οὐδείς,pronoun,οὐδείς,pronoun,pw/pote,πώποτε,adverb,tw=n,ὁ,article,pa/ntwn,ai)/tios,αἴτιος,adjective,gene/sqai,γίγνομαι,verb,le/getai,λέγω,verb,a)gaqou=,ἀγαθός,adjective,de\,δέ,particle,a)ei/,ἀεί,adverb,tinos,τις,pronoun,kai\,καί,conjunction,maqhtai=s,μαθητής,noun,au)toi=s,αὐτός,pronoun,πᾶς,adjective,kai\,καί,conjunction,paidagwgoi=s,παιδαγωγός,noun,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,e)leuqe/rous,ἐλεύθερος,adjective,a)feqh=nai,ἀφίημι,verb,kai\,καί,conjunction,e(te/rwn,ἕτερος,adjective,timw=n,τιμάω,verb,tuxei=n,,,,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plei/stois,πλεῖστος,adjective,dh\,δή,particle,pa/ntwn,πᾶς,adjective,ai)/tios,αἴτιος,adjective,*)ale/candros,Ἀλέξανδρος,proper,e)ge/neto,γίγνομαι,verb,ma/lista,μάλιστα,adverb,me\n,oi)=mai,οἴομαι,verb,μέν,particle,toiou/tous,τοιοῦτος,adjective,pare/xwn,παραχώννυμι,verb,e(ka/stois,tou\s,ὁ,article,pai=das,παῖς,adjective,w(/ste,ὥστε,conjunction,kai\,καί,conjunction,tou\s,ὁ,article,a)kolouqou=ntas,ἀκολουθέω,verb,kai\,καί,conjunction,mete/xontas,μετέχω,verb,th=s,ὁ,article,ei)so/dou,εἴσοδος,noun,ἕκαστος,adjective,th=s,ὁ,article,par',παρά,preposition,e)kei=non,ἐκεῖνος,pronoun,eu)dokimei=n,εὐδοκιμέω,verb,para\,παρά,preposition,toi=s,ὁ,article,e)pisth/sasin,ἐφίστημι,verb,e)/peita,ἔπειτα,adverb,kai\,καί,conjunction,au)to\s,αὐτός,pronoun,e)k,ἐκ,preposition,tou=,ὁ,article,fanerou=,φανερός,adjective,ta\s,ὁ,article,toiau/tas,τοιοῦτος,adjective,xa/ritas,χάρις,noun,a)nti\,ἀντί,preposition,tw=n,ὁ,article,sunh/qwn,σύνηθέω,verb,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,ai)tou/menos,αἰτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paraplh/sia,παραπλήσιος,adjective,de\,δέ,particle,kai\,καί,conjunction,e)n,ἐν,preposition,toi=s,ὁ,article,basilikoi=s,βασιλικός,adjective,pra/gmasin,πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)lu/phse,λυπέω,verb,me\n,μέν,particle,ga\r,γάρ,particle,ou)de/na,οὐδείς,pronoun,pw/pote,πώποτε,adverb,a)gaqo\n,ἀγαθός,adjective,de/,δέ,particle,ti,kai\,καί,conjunction,τις,pronoun,suggenei=s,συγγενεύς,noun,kai\,καί,conjunction,fi/lous,kai\,καί,conjunction,patri/da,πατρίς,adjective,kai\,καί,conjunction,po/leis,πόλις,adjective,e)rgazo/menos,ἐργάζομαι,verb,diebi/w,διαβιόω,verb,,,,,,,,,,,,,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muri/a,μυρίος,adjective,de\,δέ,particle,eu)ergeth/sas,εὐεργετέω,verb,muri/ous,μυρίος,adjective,ou)de/na,οὐδείς,pronoun,pw/pote,πώποτε,adverb,th=s,ὁ,article,eu)ergesi/as,misqo\n,μισθός,noun,εὐεργεσία,noun,h)/|thse,αἰτέω,verb,th=s,ὁ,article,me/ntoi,te/xnhs,τέχνη,noun,ou)k,οὐ,adverb,h)|sxu/neto,αἰσχύνω,verb,lamba/nwn,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,μέντοι,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)do/kei,δοκέω,verb,ga\r,γάρ,particle,au)tw=|,αὐτός,pronoun,lusitelei=n,λυσιτελέω,verb,toi=s,ὁ,article,ne/ois,νέος,adjective,maqhma/twn,μάθημα,noun,e(/neka,tolma=n,τολμάω,verb,ἕνεκα,preposition,proi/+esqai,προίημι,verb,kai\,καί,conjunction,tau=ta,o(/stis,ὅστις,pronoun,dunato/s,δυνατός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,tou/s,ὁ,article,ge,γε,particle,a)duna/tous,ἀδύνατος,adjective,ou)k,οὐ,adverb,h)nw/xlei,ἀνοχλέω,verb,a)lla\,ἀλλά,adverb,kai\,par',παρά,preposition,καί,conjunction,au(tou=,ἑαυτοῦ,pronoun,prostiqe/nta,προστίθημι,verb,au)to\n,i)/smen,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,toi/nun,τοίνυν,particle,a)po\,ἀπό,preposition,me\n,μέν,particle,th=s,ὁ,article,te/xnhs,τέχνη,noun,kai\,καί,conjunction,tw=n,sunousiw=n,συνουσία,noun,ὁ,article,tosau=ta,τοσοῦτος,adjective,w)fe/lei,ὠφελέω,verb,ta\,d',δέ,particle,ei)s,εἰς,preposition,pra/ceis,πρᾶξις,adjective,te,τε,particle,kai\,καί,conjunction,politei/an,πολιτεία,noun,e(te/rwn,ἕτερος,adjective,h(tth/qh,ἡσσάομαι,verb,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)dei/hte,οἶδα,verb,d',δέ,particle,a)\n,ἄν,particle,u(mei=s,σύ,pronoun,ma/lista,μάλιστα,adverb,ka)gw\,ἐγώ,pronoun,par',παρά,preposition,u(mw=n,tinw=n,τις,pronoun,σύ,pronoun,tau=ta,οὗτος,pronoun,punqa/nomai,πυνθάνομαι,verb,w(s,u(mi=n,σύ,pronoun,mikrou=,μικρός,adjective,pa=san,πᾶς,adjective,th\n,ὁ,article,po/lin,πόλις,adjective,e)k,ἐκ,preposition,kainh=s,καινός,adjective,a)nw/rqwsen,ἀνορθόω,verb,,,,,,,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,ou),οὐ,adverb,mo/non,μόνος,adjective,lo/gos,λόγος,noun,h)=n,εἰμί,verb,tis,τις,pronoun,to\,ὁ,article,e)kei/nou,pra=gma,πρᾶγμα,noun,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,de\,δέ,particle,tw=n,ὁ,article,oi)kodomhma/twn,οἰκοδόμημα,noun,plei/onos,πλείων,verb,a)/cion,ἄξιος,adjective,h(,ὁ,article,swfrosu/nh,kai\,καί,conjunction,σωφροσύνη,noun,to\,ὁ,article,di/kaion,δίκαιος,adjective,h(gou/menon,pa/ntwn,πᾶς,adjective,w(=n,ὅς,pronoun,e)kei=nos,ἐκεῖνος,pronoun,kai\,καί,conjunction,le/gein,λέγω,verb,kai\,καί,conjunction,pra/ttein,πράσσω,verb,h)ci/ou,ἀξιόω,verb,kai\,καί,conjunction,to\,ὁ,article,ἡγέομαι,verb,mhdamou=,μηδαμός,adverb,th\n,ὁ,article,xrei/an,χρεία,noun,e)kbai/nein,ἐκβαίνω,verb,a)ll',ἀλλά,adverb,ei)=nai,εἰμί,verb,nou=n,νόος,adjective,e)xou/sas,ἔχω,verb,ta\s,ὁ,article,filotimi/as,φιλοτιμία,noun,a(\s,ὅς,pronoun,u(mi=n,σύ,pronoun,prou)ce/nei,ἐξένειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,ou)d',οὐδέ,particle,e)pi\,ἐπί,preposition,tou/tw|,οὗτος,pronoun,proi=ka,προίξ,adjective,xrhsto\s,χρηστός,adjective,h)=n,a)ll',ἀλλά,adverb,εἰμί,verb,oi(,ὁ,article,me/gistoi,μέγας,adverb,tw=n,ko/smwn,κόσμος,noun,u(mi=n,σύ,pronoun,th=s,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,megaloyuxi/as,μεγαλοψυχία,noun,shmei=on,σημεῖον,noun,ei)si/n,εἰμί,verb,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(gou=mai,ἡγέομαι,verb,d',δέ,particle,ei),εἰ,conjunction,kai\,καί,conjunction,mhde\n,μηδείς,pronoun,pw/pote,πώποτε,adverb,a)na/lwsen,ἀναλίσκω,verb,ei)s,u(ma=s,σύ,pronoun,εἰς,preposition,e)/k,ἐκ,preposition,ge,γε,particle,tw=n,a)/llwn,ἄλλος,adjective,w(=n,ὅς,pronoun,e)/lege,λέγω,verb,kai\,καί,conjunction,e)/pratten,πράσσω,verb,u(pe\r,ὑπέρ,preposition,u(mw=n,σύ,pronoun,ei)ko/tws,ἐοικότως,adverb,a)\n,ἄν,particle,au)to\n,αὐτός,pronoun,ὁ,article,eu)erge/thn,εὐεργέτης,noun,nomi/zesqai,νομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
