word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS
kai\,καί,conjunction,ga\r,γάρ,particle,kai\,καί,conjunction,ta\,ὁ,article,me/zw,μέγας,adverb,tw=n,ὁ,article,zw/|wn,ζώιον,noun,kai\,καί,conjunction,ta\,ὁ,article,a)lkimw/t,,,era,,,o(koi=on,ὁποῖος,adjective,oi(,ὁ,article,tau=roi,ταῦρος,noun,ai(morragi/h|,αἱμορραγία,noun,qnh/skousi,θνήσκω,verb,w)/kista,ὠκύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,to/de,ὅδε,pronoun,me\n,μέν,particle,ou),οὐ,adverb,me/ga,μέγας,adverb,to\,ὁ,article,qw/u+ma,θαῦμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qw/u+ma,θαῦμα,noun,de\,δέ,particle,me/ga,μέγας,adverb,to/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,ga\r,γάρ,particle,th=|,ὁ,article,a)po\,ἀπό,preposition,pneu/monos,πνεύμων,adjective,forh=|,φορά,noun,mou/nh|,μόνος,adjective,xalepwta/,,,th|,,,e)ou/sh|,εἰμί,verb,ou)k,οὐ,adverb,a)pogignw/skousi,ἀπογιγνώσκω,verb,e(wutw=n,ἑαυτοῦ,pronoun,oi(,ὁ,article,a)/nqrwpoi,ἄνθρωπος,noun,kh)\n,ἐν,preposition,e)n,ἐν,preposition,tw=|,ὁ,article,e)sxa/tw|,σχέθω,verb,e)/wsi,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doke/w,δοκέω,verb,de\,δέ,particle,e)/gwge,ἐγώ,pronoun,th\n,ὁ,article,tou=,ὁ,article,pneu/monos,πνεύμων,adjective,a)poni/hn,ἀπονία,noun,ai)ti/hn,αἰτία,noun,e)/mmenai,εἰμί,verb,po/nos,πόνος,noun,ga\r,γάρ,particle,kh)\n,ἐν,preposition,smikro\s,μικρός,adjective,e)/h|,εἰμί,verb,qa/naton,θάνατος,adjective,o)rrwde/ei,ὀρρωδέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/sti,εἰμί,verb,e)n,ἐν,preposition,toi=si,ὁ,article,plei/stoisi,πλεῖστος,adjective,foberw/teros,φοβερός,adjective,h)\,ἠέ,conjunction,kaki/wn,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)poni/h,ἀπονία,noun,de\,δέ,particle,kai\,καί,conjunction,e)n,ἐν,preposition,toi=si,ὁ,article,mega/loisi,μέγας,adverb,kakoi=si,κακός,adjective,a)fobi/h,ἀφοβία,noun,qana/tou,θάνατος,adjective,kai\,καί,conjunction,e)/sti,εἰμί,verb,kaki/wn,κακός,adjective,h)\,ἠέ,conjunction,foberwte/rh,φοβερός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=,εὖ,adverb,ge,γε,particle,o(/lws,ὅλος,adjective,o(,ὁ,article,i)htro\s,ἰατρός,noun,h)de\,ἠδέ,conjunction,o(,ὁ,article,dhmo/ths,δημότης,noun,eu)=,εὖ,adverb,ge,γε,particle,e)piklh/sios,ἐπίκλησις,noun,tou=de,ὅδε,pronoun,tou=,ὁ,article,pa/qeos,πάθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)kuta/tou,ὠκύς,adjective,kakou=,κακός,adjective,e)sti,εἰμί,verb,ou)/noma,ὄνομα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,me/zon,μέγας,adverb,h)\,ἠέ,conjunction,w)ku/tero,,,n,,,sugkoph=s,συγκοπή,noun,duna/mios,δύναμις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,de\,δέ,particle,ou)/noma,ὄνομα,adjective,e(/teron,ἕτερος,adjective,ei)s,εἰς,preposition,e)pi/klhsin,ἐπίκλησις,noun,tou=de,ὅδε,pronoun,tou=,ὁ,article,pra/gmatos,πρᾶγμα,noun,ma=llon,μᾶλλον,adverb,eu)/shmon,εὔσημος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,de\,δέ,particle,kardi/hs,καρδία,noun,a)/llo,ἄλλος,adjective,kairiw/teron,καίριος,adjective,e)s,εἰς,preposition,zwh\n,ζωή,noun,h)\,ἠέ,conjunction,e)s,εἰς,preposition,qa/naton,θάνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,th\n,ὁ,article,sugkoph\n,συγκοπή,noun,a)/piston,ἄπιστος,adjective,th=s,ὁ,article,kardi/hs,καρδία,noun,nou=son,νόσος,noun,e)/mmenai,εἰμί,verb,h)\,ἠέ,conjunction,au)th\n,αὐτός,pronoun,si/nos,σίνος,noun,th=s,ὁ,article,e)n,ἐν,preposition,au)te/h|,,,tou=,ὁ,article,zh=n,ζάω,verb,duna/mios,δύναμις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/son,τόσος,adjective,te,τε,particle,ta/xos,τάχος,adjective,tou=,ὁ,article,o)le/qrou,ὄλεθρος,noun,toih/de,τοιόσδε,adjective,kai\,καί,conjunction,i)de/h,ἰδέα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,ga\r,γάρ,particle,to\,ὁ,article,pa/qos,πάθος,adjective,lu/sis,λύσις,noun,tw=n,ὁ,article,desmw=n,δέσμη,noun,th=s,ὁ,article,ei)s,εἰς,preposition,zwh\n,ζωή,noun,duna/mios,δύναμις,adjective,a)nti/coun,ἀντίξοος,adjective,th=|,ὁ,article,susta/sei,σύστασις,noun,tou=,ὁ,article,a)nqrw/pou,ἄνθρωπος,noun,e)o/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=sde,ὅδε,pronoun,ga\r,γάρ,particle,a)pri\c,ἀπρίξ,adverb,labo/men,,,on,,,ou),οὐ,adverb,meqi/hsi,μεθίημι,verb,a)ll',ἀλλά,adverb,e)s,εἰς,preposition,dia/lusin,διάλυσις,noun,tre/pei,τρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou),οὐ,adverb,me/ga,μέγας,adverb,to\,ὁ,article,qw/u+ma,θαῦμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,kai\,καί,conjunction,e(/tera,ἕτερος,adjective,pa/qea,πάθος,adjective,i)/dia,ἴδιος,adjective,kai\,καί,conjunction,e)pi/kaira/tinwn,,,mere/wn,μέρα,noun,e)sti\,εἰμί,verb,oi(=si/per,ὅς,pronoun,e)mfu/nei,,,kai\,καί,conjunction,toute/wn,οὗτος,pronoun,e)ca/ptetai,ἐξάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boubw=nes,βουβών,noun,me\n,μέν,particle,oi(,ἕ,pronoun,loimw/dees,λοιμώδης,adverb,kai\,καί,conjunction,sfo/dra,σφόδρα,adverb,kakoh/qees,κακοήθης,adverb,e)c,ἐκ,preposition,h(/patos,ἥπατος,noun,e)c,ἐκ,preposition,a)/llou,ἄλλος,adjective,de\,δέ,particle,gi/gnontai,γίγνομαι,verb,ou)deno/s,οὐδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neu/rwn,νεῦρον,noun,de\,δέ,particle,te/tanos,τέτανος,noun,e)pilhyi/h,ἐπιληψία,noun,de\,δέ,particle,kefalh=s,κεφαλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=de,ὧδε,adverb,ou)=n,οὖν,particle,kai\,καί,conjunction,h(,ὁ,article,sugkoph\,συγκοπή,noun,kardi/hs,καρδία,noun,e)sti\,εἰμί,verb,kai\,καί,conjunction,zwh=s,ζωή,noun,nou=sos,νόσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/soi,ὁπόσος,adjective,de\,δέ,particle,stoma/xou,στόμαχος,noun,h(ge/ontai,ἡγέομαι,verb,to\,ὁ,article,pa/qos,πάθος,adjective,e)/mmenai,εἰμί,verb,ou(/neka,οὕνεκα,conjunction,siti/oisi/,σιτέομαι,verb,te,τε,particle,kai\,καί,conjunction,oi)/nw|,οἶνον,noun,metecete/roisi,μετεξέτεροι,adjective,de\,δέ,particle,kai\,καί,conjunction,yuxrw=|,ψυχρός,adjective,h(,ὁ,article,du/namis,δύναμις,adjective,e)sta/qh,ἵστημι,verb,kai\,καί,conjunction,to\,ὁ,article,kako\n,κακός,adjective,e)chla/qh,ἐξελαύνω,verb,oi(,ἕ,pronoun,de/,δέ,particle,moi,ἐγώ,pronoun,doke/ousi,kai\,καί,conjunction,δοκέω,verb,th\n,ὁ,article,freni=tin,φρενῖτις,noun,trixw=n,θρίξ,noun,th=s,ὁ,article,kefalh=s,κεφαλή,noun,kai\,καί,conjunction,tou=,de/rmatos,δέρμα,noun,nou=son,νόσος,noun,h(ge/esqai,ἡγέομαι,verb,ou(/neken,οὕνεκα,conjunction,ὁ,article,kourh=|,ἐπικουρέω,verb,kai\,καί,conjunction,te/gci,,,au)te/wn,αὐτός,pronoun,*rhi/zousi,,,oi(,ὁ,article,freniti,,,koi/,κοί,interjection,a)lla\,ἀλλά,adverb,ga\r,γάρ,particle,th=s,ὁ,article,kardi/hs,καρδία,noun,geito/nh,,,ma,,,kai/rio/n,καίριος,adjective,e)sti,εἰμί,verb,o(,ὁ,article,sto/maxos,στόμαχος,noun,e)c,ἐκ,preposition,ou(=per,οὗπερ,adverb,e(/lkei,ἕλκω,verb,h(,ὁ,article,kardi/h,καρδία,noun,oi)kei=on,οἰκέω,verb,h)\,ἠέ,conjunction,a)cu/mforon,ἀσύμφορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,kai\,καί,conjunction,dia\,διά,preposition,pneu/monos,πνεύμων,adjective,e(/lkei,ἕλκω,verb,pneu=ma,πνεῦμα,noun,ei)s,εἰς,preposition,a)napnoh\n,ἀναπνοή,noun,h(,ὁ,article,kardi/h,καρδία,noun,a)ll',ἀλλά,adverb,ou)xi\,οὐ,adverb,pneu/mwn,πνεύμων,adjective,e)c,ἐκ,preposition,i)/shs,ἴσος,adjective,a)rxh=s,ἀρχή,noun,a)napne/ei,ἀναπνέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)n,ἐν,preposition,toi=si,ὁ,article,o)rga/noisi,ὄργανον,noun,ai(,ὁ,article,duna/mies,δύναμις,adjective,a)ll',ἀλλά,adverb,e)/nqa,ἔνθα,adverb,a)rxh\,ἀρχή,noun,zwh=s,ζωή,noun,h)=n,εἰμί,verb,kai\,καί,conjunction,i)sxu/os,ἰσχύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sto/maxos,στόμαχος,noun,de\,δέ,particle,ou)/te,οὔτε,adverb,a)rxh\,ἀρχή,noun,ou)/te,οὔτε,adverb,xwri/on,χωρίον,noun,zwh=s,ζωή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blabh/setai,βλάπτω,verb,de/,δέ,particle,tis,τις,pronoun,dia\,διά,preposition,a)toni/hn,ἀτονία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,kai\,καί,conjunction,ta\,ὁ,article,kardiobo/la,καρδιοβόλος,adjective,brw/mata,βρῶμα,noun,ou),οὐ,adverb,to\n,ὁ,article,sto/maxon,στόμαχος,noun,si/netai,σίνομαι,verb,a)lla\,ἀλλά,adverb,di',διά,preposition,au)te/ou,,,th\n,ὁ,article,kardi/hn,καρδία,noun,e)pei\,ἐπεί,conjunction,kai\,καί,conjunction,oi(,ὁ,article,e)pi\,ἐπί,preposition,toi=sde,ὅδε,pronoun,qnh/skontes,θνήσκω,verb,shmei=a,σημεῖον,noun,i)/sxousi,ἴσχω,verb,kardi/hs,καρδία,noun,pa/qeos,πάθος,adjective,sfugmou\s,σφυγμός,noun,mikrou\s,a)drane/as,ἀδράνεος,adjective,μικρός,adjective,pa/tagon,πάταγος,noun,th=s,ὁ,article,kardi/hs,καρδία,noun,e)pi\,ἐπί,preposition,phdh/si,,,karterh=|,καρτερός,adjective,skoto/dinos,leipoqumi/h,,,na/rkh,νάρκα,noun,kai\,καί,conjunction,pare/sies,πάρεσις,noun,σκοτόδινος,noun,mele/wn,μέλη,noun,i(drw\s,ἱδρώς,noun,a)/sxetos,ἄσχετος,adjective,poulu\s,πολύς,adjective,yu/cis,ψῦξις,noun,o(/lou,ὅλος,adjective,a)naisqhsi/h,ἀναισθησία,noun,a)fwni/h,ἀφωνία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pou=,πού,adverb,dh\,δή,particle,to\n,ὁ,article,sto/maxon,στόμαχος,noun,pa/sxein,πάσχω,verb,ta/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
