word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS
e)pei\,ἐπεί,conjunction,d',δέ,particle,e)chgge/lqh,ἐξαγγέλλω,verb,ta\,ὁ,article,th=s,ὁ,article,e)pifanei/as,ἐπιφάνεια,noun,pare/pempon,παραπέμπω,verb,h(ma=s,ἐγώ,pronoun,oi(,ὁ,article,fi/loi,φίλος,adjective,kai\,καί,conjunction,tw=n,ὁ,article,i)atrw=n,ἰατρός,noun,oi(/,ἕ,pronoun,te,τε,particle,dh\,δή,particle,sunh/qeis,συνήθης,adverb,kai\,καί,conjunction,a)/lloi,ἄλλος,adjective,oi(,ὁ,article,me\n,μέν,particle,w(s,ὡς,conjunction,a)gwniw=ntes,ἀγωνιάω,verb,oi(,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,th=s,ὁ,article,i(stori/as,ἱστορία,noun,e(/neka,ἕνεκα,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pege/neto,ἐπιγίγνομαι,verb,de\,δέ,particle,kai\,καί,conjunction,a)/llos,ἄλλος,adjective,o)/xlos,ὄχλος,noun,suxno\s,συχνός,adjective,kai\,καί,conjunction,ga/r,γάρ,particle,tis,τις,pronoun,kai\,καί,conjunction,dia/dosis,διάδοσις,noun,e)/tuxen,τυγχάνω,verb,e)/cw,ἔξω,adverb,pulw=n,πύλη,adjective,ou)=sa,εἰμί,verb,kai\,καί,conjunction,pa/nt',πᾶς,adjective,h)=n,εἰμί,verb,ka/topta,κάτοπτος,adjective,a)po\,ἀπό,preposition,th=s,ὁ,article,gefu/ras,γέφυρα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,de/,δέ,particle,tis,τις,pronoun,*(hrakle/wn,Ἡρακλέων,proper,i)atro\s,ἰατρός,noun,e(tai=ros,ἑταῖρος,noun,h(me/teros,ἡμέτερος,adjective,o(\s,ὅς,pronoun,pro\s,πρός,preposition,e)me\,ἐγώ,pronoun,w(molo/ghse,ὁμολογέω,verb,th=|,ὁ,article,u(sterai/a|,ὑστεραῖος,adjective,h)=,ἦ,adverb,mh\n,μείς,adjective,pepeikw\s,πείθω,verb,au(to\n,ἑαυτοῦ,pronoun,i)e/nai,εἶμι,verb,w(s,ὡς,conjunction,ei),εἰ,conjunction,ta\,ὁ,article,kra/tista,κράτιστος,adjective,pra/caimi,πράσσω,verb,o)pisqoto/nw|,ὀπισθότονος,adjective,sune/comai,συνόχωκα,verb,h)/,ἠέ,conjunction,tw|,τις,pronoun,a)/llw|,ἄλλος,adjective,toiou/tw|,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,dh\,δή,particle,e)geno/meqa,γίγνομαι,verb,e)pi\,ἐπί,preposition,tou=,ὁ,article,potamou=,ποταμός,noun,ou)de\n,οὐδείς,pronoun,e)/dei,δέω,verb,tou=,ὁ,article,parakeleusome/nou,παρακελεύομαι,verb,a)ll',ἀλλά,adverb,e)/ti,ἔτι,adverb,th=s,ὁ,article,qe/rmhs,θέρμη,noun,th=s,ὁ,article,e)k,ἐκ,preposition,th=s,ὁ,article,o)/yews,ὄψις,noun,tou=,ὁ,article,qeou=,θεός,noun,mesto\s,μεστός,adjective,w)\n,εἰμί,verb,a)porri/yas,ἀπορρίπτω,verb,ta\,ὁ,article,i(ma/tia,ἱμάτιον,adjective,ou)d',οὐδέ,particle,a)natri/yasqai,ἀνατρίβω,verb,dehqei\s,δέω,verb,i(/emai,ἵημι,verb,ou(=,ἕ,pronoun,tou=,ὁ,article,potamou=,ποταμός,noun,to\,ὁ,article,baqu/taton,βαθύς,adjective,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peiq',ἔπειτα,adverb,w(/sper,ὥσπερ,adverb,e)n,ἐν,preposition,kolumbh/qra|,κολυμβήθρα,noun,kai\,καί,conjunction,ma/la,μάλα,adverb,h)pi/ou,ἤπιος,adjective,kai\,καί,conjunction,kekrame/nou,κεράννυμι,verb,u(/datos,ὕδωρ,noun,e)xrw/mhn,χράομαι,verb,diatribh=|,διατριβή,noun,e)nne/wn,ἐννέω,verb,te,τε,particle,kai\,καί,conjunction,a)naklu/zwn,ἀνακλύζω,verb,e)mauto\n,ἐμαυτοῦ,pronoun,pa/nth,πάντῃ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,e)ce/bhn,ἐκβαίνω,verb,o(/te,ὅτε,conjunction,dh\,δή,particle,xrw\s,χρώς,noun,pa=s,πᾶς,adjective,h)/nqei,ἀνθέω,verb,kai\,καί,conjunction,to\,ὁ,article,sw=ma,σῶμα,adjective,pa/nth,πάντῃ,adverb,kou=fon,κοῦφος,adjective,h)=n,εἰμί,verb,kai\,καί,conjunction,boh\,βοή,noun,pollh\,πολύς,adjective,tw=n,ὁ,article,te,τε,particle,paro/ntwn,πάρειμι,verb,kai\,καί,conjunction,e)pio/ntwn,ἔπειμι,verb,to\,ὁ,article,poluu/mnhton,πολυύμνητος,adjective,dh\,δή,particle,tou=to,οὗτος,pronoun,bow/ntwn,βάζω,verb,me/gas,μέγας,adverb,o(,ὁ,article,*)asklhpio/s,Ἀσκληπιός,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,a)po\,ἀπό,preposition,tou/tou,οὗτος,pronoun,ti/s,τίς,pronoun,a)\n,ἄν,particle,e)ndei/casqai,ἐνδείκνυμι,verb,dunhqei/h,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/pan,ἅπας,adjective,ga\r,γάρ,particle,to\,ὁ,article,loipo\n,λοιπός,adjective,th=s,ὁ,article,h(me/ras,ἡμέρα,noun,kai\,καί,conjunction,th=s,ὁ,article,nukto\s,νύξ,adjective,to\,ὁ,article,ei)s,εἰς,preposition,eu)nh\n,εὐνή,noun,dieswsa/mhn,διασῴζω,verb,th\n,ὁ,article,e)pi\,ἐπί,preposition,tw=|,ὁ,article,loutrw=|,λουτρόν,noun,sxe/sin,σχέσις,noun,kai\,καί,conjunction,ou)/te,οὔτε,adverb,ti,τις,pronoun,chrote/rou,ξηρός,adjective,ou)/te,οὔτε,adverb,u(grote/rou,ὑγρός,adjective,tou=,ὁ,article,sw/matos,σῶμα,adjective,h)|sqo/mhn,ἀίσθω,verb,ou),οὐ,adverb,th=s,ὁ,article,qe/rmhs,θέρμη,noun,a)nh=ken,ἀνήκω,verb,ou)de\n,οὐδείς,pronoun,ou),οὐ,adverb,prosege/neto,προσγίγνομαι,verb,ou)d',οὐδέ,particle,au)=,αὖ,interjection,toiou=ton,τοιοῦτος,adjective,h(,ὁ,article,qe/rmh,θέρμη,noun,h)=n,εἰμί,verb,oi(=on,οἷος,adjective,a)/n,ἄν,particle,tw|,τις,pronoun,kai\,καί,conjunction,a)p',ἀπό,preposition,a)nqrwpi/nhs,ἀνθρώπινος,adjective,mhxanh=s,μηχανεύς,noun,u(pa/rceien,ὑπάρχω,verb,a)lla/,ἀλλά,adverb,tis,τις,pronoun,h)=n,εἰμί,verb,a)le/a,ἀλέα,noun,dihnekh\s,διηνεκής,adverb,du/namin,δύναμις,adjective,fe/rousa,φέρω,verb,i)/shn,ἴσος,adjective,dia\,διά,preposition,panto\s,πᾶς,adjective,tou=,ὁ,article,sw/mato/s,σῶμα,adjective,te,τε,particle,kai\,καί,conjunction,tou=,ὁ,article,xro/nou,χρόνος,noun,,,
paraplhsi/ws,παραπλήσιος,adjective,de\,δέ,particle,kai\,καί,conjunction,ta\,ὁ,article,th=s,ὁ,article,gnw/mhs,γνώμη,noun,ei)=xen,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,ga\r,γάρ,particle,oi(=on,οἷος,adjective,h(donh\,ἡδονά,noun,perifanh\s,περιφανής,adverb,h)=n,εἰμί,verb,ou)/te,οὔτε,adverb,kat',κατά,preposition,a)nqrwpi/nhn,ἀνθρώπινος,adjective,swfrosu/nhn,σωφροσύνη,noun,e)/fhsqa,φημί,verb,a)\n,ἄν,particle,ei)=nai,εἰμί,verb,au)to\,αὐτός,pronoun,a)ll',ἀλλά,adverb,h)=n,εἰμί,verb,tis,τις,pronoun,a)/rrhtos,ἄρρητος,adjective,eu)qumi/a,εὐθυμία,noun,pa/nta,πᾶς,adjective,deu/tera,δεύτερος,adjective,tou=,ὁ,article,paro/ntos,πάρειμι,verb,kairou=,καιρός,noun,tiqeme/nh,τίθημι,verb,w(/ste,ὥστε,conjunction,ou)d',οὐδέ,particle,o(rw=n,ὁράω,verb,ta\,ὁ,article,a)/lla,ἄλλος,adjective,e)do/koun,δοκέω,verb,o(ra=n,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,pa=s,πᾶς,adjective,h)=n,εἰμί,verb,pro\s,πρός,preposition,tw=|,ὁ,article,qew=|,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,to\,ὁ,article,e)nteu=qen,ἐντεῦθεν,adverb,so\n,σός,adjective,h)/dh,ἤδη,adverb,w)=,ὦ,interjection,de/spota,δεσπότης,adjective,gi/gnetai,γίγνομαι,verb,dei=cai,δείκνυμι,verb,kai\,καί,conjunction,parasth=sai,παρίστημι,verb,o(/,ὅς,pronoun,ti,τις,pronoun,e(ch=s,ἑξῆς,adverb,le/gontes,λέγω,verb,kai\,καί,conjunction,o(/poi,ὅποι,adverb,trapo/menoi,τρέπω,verb,soi/,σύ,pronoun,t',τε,particle,a)\n,ἄν,particle,kexarisme/na,χαρίζομαι,verb,poioi=men,ποιέω,verb,kai\,καί,conjunction,tou=,ὁ,article,lo/gou,λόγος,noun,proi/+oimen,πρόειμι,verb,w(s,ὡς,conjunction,ka/llista,κάλλιστα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/tera,πότερος,adjective,e)peidh\,ἐπεί,conjunction,potamou=,ποταμός,noun,kai\,καί,conjunction,xeimw=nos,χειμών,noun,toiou/tou,τοιοῦτος,adjective,kai\,καί,conjunction,loutrou=,λουτρόν,noun,mnei/an,μνεία,noun,e)poihsa/mhn,ποιέω,verb,e(/tera,ἕτερος,adjective,e)fech=s,ἐφεξῆς,adverb,th=s,ὁ,article,au)th=s,αὐτός,pronoun,i)de/as,ἰδέα,noun,le/gw,λέγω,verb,kai\,καί,conjunction,oi(=on,οἷος,adjective,kata/logo/n,κατάλογος,noun,tina,τις,pronoun,loutrw=n,λουτρόν,noun,poiw=mai,ποιέω,verb,xeimeri/wn,χειμέριος,adjective,te,τε,particle,kai\,καί,conjunction,qei/wn,θεῖος,adjective,kai\,καί,conjunction,pa/ntws,πάντως,adverb,parado/cwn,παράδοξος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,dialabw\n,διαλαμβάνω,verb,to\n,ὁ,article,lo/gon,λόγος,noun,kai/,καί,conjunction,tina,τις,pronoun,tw=n,ὁ,article,e)n,ἐν,preposition,me/sw|,μέσος,adjective,dihgh/swmai,διηγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,kra/tiston,κράτιστος,adjective,kai\,καί,conjunction,ta)n,ἐν,preposition,tw=|,ὁ,article,me/sw|,μέσος,adjective,pa/nta,πᾶς,adjective,u(perba/nta,ὑπερβαίνω,verb,a)podou=nai,ἀποδίδωμι,verb,to\,ὁ,article,te/los,τέλος,noun,tw=|,ὁ,article,prw/tw|,πρότερος,adjective,lo/gw|,λόγος,noun,pw=s,πῶς,adverb,e)/sxe,ἔχω,verb,ta\,ὁ,article,th=s,ὁ,article,xrhsmw|di/as,χρησμῳδία,noun,th=s,ὁ,article,peri\,περί,preposition,tw=n,ὁ,article,e)tw=n,ἔται,noun,kai\,καί,conjunction,pw=s,πῶς,adverb,a(/panta,ἅπας,adjective,a)pe/bh,ἀποβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla\,πολύς,adjective,me\n,μέν,particle,ga\r,γάρ,particle,kai\,καί,conjunction,a)/lla,ἄλλος,adjective,e)pesh/mhnen,ἐπισημαίνω,verb,o(,ὁ,article,qeo\s,θεός,noun,e)k,ἐκ,preposition,tw=n,ὁ,article,e)festhko/twn,ἐφίστημι,verb,a)ei\,ἀεί,adverb,kindu/nwn,κίνδυνος,noun,e)carpa/zwn,ἐξαρπάζω,verb,oi(\,ἕ,pronoun,puknoi\,πυκνός,adjective,nukto\s,νύξ,adjective,e(ka/sths,ἕκαστος,adjective,kai\,καί,conjunction,h(me/ras,ἡμέρα,noun,h)=san,εἰμί,verb,a)/llote,ἄλλοτε,adverb,a)/lloi,ἄλλος,adjective,prosba/llontes,προσδαίω,verb,to/te,τότε,adverb,de\,δέ,particle,e)panio/ntes,ἐπάνειμι,verb,oi(,ὁ,article,au)toi\,αὐτός,pronoun,kai\,καί,conjunction,o(po/te,ὁπότε,adverb,a)pallagei/h,ἀπαλλάσσω,verb,tis,τις,pronoun,a)ntilamba/nontes,ἀντινέω,verb,e(/teroi,ἕτερος,adjective,kai\,καί,conjunction,pro\s,πρός,preposition,e(/kasta,ἕκαστος,adjective,tou/twn,οὗτος,pronoun,a)lecifa/rmaka,ἀλεξιφάρμακον,noun,h)/|ei,εἶμι,verb,para\,παρά,preposition,tou=,ὁ,article,qeou=,θεός,noun,kai\,καί,conjunction,paramuqi/ai,παραμυθία,noun,pantoi=ai,παντοῖος,adjective,kai\,καί,conjunction,e)/rgw|,ἔργον,noun,kai\,καί,conjunction,lo/gw|,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(\n,εἷς,adjective,de\,δέ,particle,dh\,δή,particle,kai\,καί,conjunction,to/de,ὅδε,pronoun,me/mnhmai,μιμνήσκω,verb,praxqe\n,πράσσω,verb,au)tw=|,αὐτός,pronoun,pote,ποτέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/fh,φημί,verb,xrh=nai,χρή,verb,teleuta=n,τελευτάω,verb,ei)s,εἰς,preposition,tri/thn,τρίτος,adjective,h(me/ran,ἡμέρα,noun,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,a)nagkai/ws,ἀναγκαῖος,adjective,e)/xein,ἔχω,verb,kai\,καί,conjunction,a(/ma,ἅμα,adverb,su/mbola,σύμβολον,noun,e)/dwke,δίδωμι,verb,kai\,καί,conjunction,o(poi=',ὁποῖος,adjective,a)/tta,ἄττα,interjection,e)/stai,εἰμί,verb,ta\,ὁ,article,th=s,ὁ,article,e)piou/shs,ἔπειμι,verb,h(me/ras,ἡμέρα,noun,kai\,καί,conjunction,ga\r,γάρ,particle,to\n,ὁ,article,a)e/ra,ἀήρ,adjective,o(poi=os,ὁποῖος,adjective,kai\,καί,conjunction,to\n,ὁ,article,h(ni/oxon,ἡνίοχος,adjective,o(/pou,ὅπου,adverb,fanh/soito,φαίνω,verb,kai\,καί,conjunction,a)/lla,ἄλλος,adjective,e)/dwke,δίδωμι,verb,su/mbola,σύμβολον,noun,th=s,ὁ,article,a)lhqei/as,ἀλήθεια,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,dei=n,δέω,verb,ou(/tw,οὕτως,adverb,poiei=n,ποιέω,verb,prw=ton,πρότερος,adjective,me\n,μέν,particle,a)naba/nta,ἀναβαίνω,verb,e)pi\,ἐπί,preposition,to\,ὁ,article,zeu=gos,ζεῦγος,noun,e)lqei=n,ἔρχομαι,verb,e)pi\,ἐπί,preposition,to\n,ὁ,article,potamo\n,ποταμός,noun,to\n,ὁ,article,dia\,διά,preposition,th=s,ὁ,article,po/lews,πόλις,adjective,r(e/onta,ῥέω,verb,geno/menon,γίγνομαι,verb,de\,δέ,particle,ou(=,ἕ,pronoun,e)stin,εἰμί,verb,h)/dh,ἤδη,adverb,e)/cw,ἔξω,adverb,th=s,ὁ,article,po/lews,πόλις,adjective,i(era\,ἱερά,noun,dra=sai,δράω,verb,e)pibo/qria,ἐπιβόθριος,adjective,ou(/tw,οὕτως,adverb,ga\r,γάρ,particle,au)ta\,αὐτός,pronoun,prosei=pen,προσεῖπον,verb,e)/dei,δέω,verb,de\,δέ,particle,a)/ra,ἄρα,particle,bo/qrous,βόθρος,noun,o)ru/canta,ὀρύσσω,verb,e)p',ἐπί,preposition,au)tw=n,αὐτός,pronoun,dra=sai,δράω,verb,ta\,ὁ,article,i(era\,ἱερά,noun,oi(=stisi,ὅστις,pronoun,dh\,δή,particle,kai\,καί,conjunction,e)/dei,δέω,verb,qew=n,θέα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,a)nastre/fonta,ἀναστρέφω,verb,labo/nta,λαμβάνω,verb,ke/rmata,κέρμα,noun,diabai/nein,διαβαίνω,verb,te,τε,particle,to\n,ὁ,article,potamo\n,ποταμός,noun,kai\,καί,conjunction,a)porri/ptein,ἀπορρίπτω,verb,kai\,καί,conjunction,e(/ter',ἕτερος,adjective,a)/tta,ἄττα,interjection,oi)=mai,οἴομαι,verb,pro\s,πρός,preposition,tou/tois,οὗτος,pronoun,e)ke/leuse,κελεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,tau=ta,οὗτος,pronoun,e)lqo/nta,ἔρχομαι,verb,ei)s,εἰς,preposition,to\,ὁ,article,i(ero\n,ἱερόν,noun,qu=sai,θύω,verb,tw=|,ὁ,article,*)asklhpiw=|,Ἀσκληπιός,proper,te/leia,τέλειος,adjective,kai\,καί,conjunction,sth=sai,ἵστημι,verb,krath=ras,κρατήρ,noun,i(erou\s,ἱερός,adjective,kai\,καί,conjunction,nei=mai,νέμω,verb,moi/ras,μοῖρα,adjective,i(era\s,ἱερός,adjective,a(/pasi,ἅπας,adjective,toi=s,ὁ,article,sumfoithtai=s,συμφοιτητής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=n,δέω,verb,de\,δέ,particle,kai\,καί,conjunction,tou=,ὁ,article,sw/matos,σῶμα,adjective,au)tou=,αὐτός,pronoun,parate/mnein,παρατέμνω,verb,u(pe\r,ὑπέρ,preposition,swthri/as,σωτηρία,noun,tou=,ὁ,article,panto/s,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
