word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS
xqo/na,χθών,noun,d',δέ,particle,e)/ktupon,κτυπέω,verb,w)ke/es,ὠκύς,adjective,i(/ppoi,ἵππος,noun,nu/ssontes,νύσσω,verb,xhlh=|si,χηλή,noun,ko/nis,κόνις,noun,de/,δέ,particle,sf',σφεῖς,pronoun,a)mfidedh/ei,ἀμφιδαίω,verb,koptome/nh,κόπτω,verb,plektoi=sin,πλεκτός,adjective,u(f',ὑπό,preposition,a(/rmasi,ἅρμα,noun,kai\,καί,conjunction,posi\n,πούς,noun,i(/ppwn,ἵππος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/rmata,ἅρμα,noun,d',δέ,particle,eu)poi/hta,εὐποίητος,adjective,kai\,καί,conjunction,a)/ntuges,ἄντυξ,noun,a)mfara/bizon,ἀμφαραβέω,verb,i(/ppwn,ἵππος,noun,i(eme/nwn,ἵημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kexa/rhto,χαίρω,verb,de\,δέ,particle,*ku/knos,Κύκνος,proper,a)mu/mwn,ἄμυμος,adjective,e)lpo/menos,ἔλπω,verb,*dio\s,Ζεύς,proper,ui(o\n,υἱός,noun,a)rh/ion,ἄρειος,adjective,h(ni/oxo/n,ἡνίοχος,adjective,te,τε,particle,xalkw=|,χαλκός,noun,dhiw/sein,,,kai\,καί,conjunction,a)po\,ἀπό,preposition,kluta\,κλυτός,adjective,teu/xea,τεῦχος,noun,du/sein,δύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla/,ἀλλά,adverb,oi(,ὁ,article,eu)xwle/wn,εὐχωλή,noun,ou)k,οὐ,adverb,e)/klue,ἐκλύω,verb,*foi=bos,Φοῖβος,proper,*)apo/llwn,Ἀπόλλων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,ga/r,γάρ,particle,oi(,ἕ,pronoun,e)pw=rse,ἐπόρνυμι,verb,bi/hn,βία,adjective,*(hraklhei/hn,Ἡράκλειος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=n,πᾶς,adjective,d',δέ,particle,a)/lsos,ἄλσος,noun,kai\,καί,conjunction,bwmo\s,βωμός,noun,*)apo/llwnos,Ἀπόλλων,proper,*pagasai/ou,Παγασαῖος,proper,la/mpen,λάμπω,verb,u(po\,ὑπό,preposition,deinoi=o,δεινός,adjective,qeou=,θεός,noun,teuxe/wn,τεῦχος,noun,te,τε,particle,kai\,καί,conjunction,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pu=r,πῦρ,noun,d',δέ,particle,w(\s,ὅς,pronoun,o)fqalmw=n,ὀφθαλμός,noun,a)pela/mpeto,ἀπολάμπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ken,ἄν,particle,e)kei/nou,ἐκεῖνος,pronoun,e)/tlh,τλάω,verb,qnhto\s,θνητός,adjective,e)w\n,εἰμί,verb,katenanti/on,κατεναντίον,adverb,o(rmhqh=nai,ὁρμάω,verb,plh/n,πλήν,preposition,g',γε,particle,*(hraklh=os,,,kai\,καί,conjunction,kudali/mou,κυδάλιμος,adjective,*)iola/ou,Ἰόλαος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei/nwn,ἐκεῖνος,pronoun,ga\r,γάρ,particle,mega/lh,μέγας,adverb,te,τε,particle,bi/h,βία,adjective,kai\,καί,conjunction,xei=res,χείρ,noun,a)/aptoi,ἄαπτος,adjective,e)c,ἐκ,preposition,w)/mwn,ὦμος,noun,e)pe/fukon,φύω,verb,e)pi\,ἐπί,preposition,stibaroi=si,στιβαρός,adjective,me/lessin,μέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/s,ὅς,pronoun,r(a,ἄρα,particle,to/q',τόθι,adverb,h(ni/oxon,ἡνίοχος,adjective,prose/fh,πρόσφημι,verb,kratero\n,κρατερός,adjective,*)io/laon,Ἰόλαος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/rws,ἥρως,noun,w)=,ὦ,interjection,*)io/lae,Ἰόλαος,proper,brotw=n,βροτός,noun,polu\,πολύς,adjective,fi/ltate,φίλτατος,adjective,pa/ntwn,πᾶς,adjective,h)=,ἦ,adverb,te,τε,particle,me/g',μέγας,adverb,a)qana/tous,ἀθάνατος,adjective,ma/karas,μάκαρ,noun,toi\,σύ,pronoun,*)/olumpon,Ὄλυμπος,proper,e)/xousin,ἔχω,verb,h)/liten,ἀλιταίνω,verb,*)amfitru/wn,Ἀμφιτρύων,proper,o(/t',ὅτε,conjunction,e)uste/fanon,εὐστέφανος,adjective,poti\,πρός,preposition,*qh/bhn,Θήβη,proper,h)=lqe,ἔρχομαι,verb,lipw\n,λείπω,verb,*ti/runqa,Τίρυνς,proper,e)ukti/menon,ἐυκτίμενος,adjective,ptoli/eqron,πτολίεθρον,adjective,ktei/nas,κτείνω,verb,*)hlektru/wna,Ἠλεκτρύων,proper,bow=n,βόα,noun,e(/nek',ἕνεκα,preposition,eu)rumetw/pwn,εὐρυμέτωπος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/keto,ἱκνέομαι,verb,d',δέ,particle,e)s,εἰς,preposition,*krei/onta,Κρείων,proper,kai\,καί,conjunction,*)hnio/xhn,,,tanu/peplon,τανύπεπλος,adjective,oi(/,ἕ,pronoun,r(a/,ἄρα,particle,min,μιν,pronoun,h)spa/zonto,ἀσπάζομαι,verb,kai\,καί,conjunction,a)/rmena,ἀραρίσκω,verb,pa/nta,πᾶς,adjective,parei=xon,παρέχω,verb,h(\,ὅς,pronoun,di/kh,δίκη,adjective,e)/sq',ἔσθω,verb,i(ke/th|si,ἱκέτης,noun,ti/on,τίω,verb,de/,δέ,particle,e(,ἕ,pronoun,khro/qi,κηρόθι,adverb,ma=llon,μᾶλλον,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zw=e,ζώω,verb,d',δέ,particle,a)gallo/menos,ἀγάλλω,verb,su\n,σύν,preposition,e)usfu/rw|,εὔσφυρος,adjective,*)hlektruw/nh|,Ἠλεκτρυώνη,proper,h(=|,ὅς,pronoun,a)lo/xw|,ἄλοχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/xa,τάχα,adjective,d',δέ,particle,a)/mmes,ἐγώ,pronoun,e)piplome/nwn,ἐπιπέλομαι,verb,e)niautw=n,ἐνιαυτός,noun,geino/meq',γείνομαι,verb,ou)/te,οὔτε,adverb,fuh\n,φυή,noun,e)nali/gkioi,ἐναλίζω,verb,ou)/te,οὔτε,adverb,no/hma,νόημα,noun,so/s,σός,adjective,te,τε,particle,path\r,πατήρ,noun,kai\,καί,conjunction,e)gw/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,me\n,μέν,particle,fre/nas,φρήν,noun,e)ce/leto,ἐξαιρέω,verb,*zeu/s,Ζεύς,proper,o(\s,ὅς,pronoun,prolipw\n,προλείπω,verb,sfe/teron,σφέτερος,adjective,te,τε,particle,do/mon,δόμος,noun,sfete/rous,σφέτερος,adjective,te,τε,particle,tokh=as,τοκεύς,noun,w)/|xeto,οἴχομαι,verb,timh/swn,τιμάω,verb,a)lith/menon,ἀλιταίνω,verb,*eu)rusqh=a,Εὐρυσθεύς,proper,sxe/tlios,σχέτλιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,pou,πού,adverb,polla\,πολύς,adjective,metestenaxi/zet',,,o)pi/ssw,ὀπίσσω,adverb,h(\n,ὅς,pronoun,a)/thn,ἄτη,noun,o)xe/wn,ὄχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\,ὅς,pronoun,d',δέ,particle,ou),οὐ,adverb,palina/greto/s,παλινάγρετος,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,e)moi\,ἐγώ,pronoun,dai/mwn,δαίμων,adjective,xalepou\s,χαλεπός,adjective,e)pete/llet',ἐπιτέλλω,verb,a)e/qlous,ἆθλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,fi/los,φίλος,adjective,a)lla\,ἀλλά,adverb,su\,σύ,pronoun,qa=sson,θάσσων,adjective,e)/x',ἔχω,verb,h(ni/a,ἡνία,noun,foiniko/enta,φοινικόεις,adjective,i(/ppwn,ἵππος,noun,w)kupo/dwn,ὠκύπους,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/ga,μέγας,adverb,de\,δέ,particle,fresi\,φρήν,noun,qa/rsos,θάρσος,noun,a)e/cwn,ἀέξω,verb,i)qu\s,εὐθύς,adjective,e)/xein,ἔχω,verb,qoo\n,θοός,adjective,a(/rma,ἅρμα,noun,kai\,καί,conjunction,w)kupo/dwn,ὠκύπους,noun,sqe/nos,σθένος,noun,i(/ppwn,ἵππος,noun,mhde\n,μηδείς,pronoun,u(poddei/sas,ὑποδείδω,verb,ktu/pon,κτύπος,noun,*)/areos,Ἄρεος,proper,a)ndrofo/noio,ἀνδροφόνος,adjective,o(\s,ὅς,pronoun,nu=n,νῦν,adverb,keklhgw\s,κλάζω,verb,perimai/netai,περιμαίνομαι,verb,i(ero\n,ἱερός,adjective,a)/lsos,ἄλσος,noun,*foi/bou,Φοῖβος,proper,*)apo/llwnos,Ἀπόλλων,proper,e(kathbele/tao,ἑκατηβελέτης,noun,a)/naktos,ἄναξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=,ἦ,adverb,mh\n,μήν,particle,kai\,καί,conjunction,kratero/s,κρατερός,adjective,per,πέρ,particle,e)w\n,εἰμί,verb,a)/atai,ἄω,verb,pole/moio,πόλεμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,d',δέ,particle,au)=te,αὖτε,adverb,prose/eipen,προσεῖπον,verb,a)mw/mhtos,ἀμώμητος,adjective,*)io/laos,Ἰόλαος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)qei=',ἠθεῖος,adjective,h)=,ἦ,adverb,ma/la,μάλα,adverb,dh/,δή,particle,ti,τις,pronoun,path\r,πατήρ,noun,a)ndrw=n,ἀνήρ,noun,te,τε,particle,qew=n,θέα,noun,te,τε,particle,tima=|,τιμάω,verb,sh\n,σός,adjective,kefalh\n,κεφαλή,noun,kai\,καί,conjunction,tau/reos,ταύρεος,adjective,*)ennosi/gaios,Ἐννοσίγαιος,proper,o(\s,ὅς,pronoun,*qh/bhs,Θήβη,proper,krh/demnon,κρήδεμνον,noun,e)/xei,ἔχω,verb,r(u/etai/,ῥύομαι,verb,te,τε,particle,po/lha,πόλις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=on,οἶος,adjective,dh\,δή,particle,kai\,καί,conjunction,to/nde,ὅδε,pronoun,broto\n,βροτός,noun,kratero/n,κρατερός,adjective,te,τε,particle,me/gan,μέγας,adverb,te,τε,particle,sa\s,σός,adjective,e)s,εἰς,preposition,xei=ras,χείρ,noun,a)/gousin,ἄγω,verb,i(/na,ἵνα,conjunction,kle/os,κλέος,noun,e)sqlo\n,ἐσθλός,adjective,a)/rhai,ἀράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,a)/ge,ἄγε,adverb,du/seo,δύω,verb,teu/xe',τεῦχος,noun,a)rh/ia,ἄρειος,adjective,o)/fra,ὄφρα,conjunction,ta/xista,τάχιστος,adjective,di/frous,δίφρος,noun,e)mpela/santes,ἐμπελάω,verb,*)/arho/s,Ἄρης,proper,q',τε,particle,h(me/tero/n,ἡμέτερος,adjective,te,τε,particle,marnw/mesq',μάρναμαι,verb,e)pei\,ἐπεί,conjunction,ou)/,οὐ,adverb,toi,σύ,pronoun,a)ta/rbhton,ἀτάρβητος,adjective,*dio\s,Ζεύς,proper,ui(o\n,υἱός,noun,ou)d',οὐδέ,particle,*)ifiklei/+dhn,,,deidi/cetai,δειδίσσομαι,verb,a)lla/,ἀλλά,adverb,min,μιν,pronoun,oi)/w,οἶος,adjective,feu/cesqai,φεύγω,verb,du/o,δύο,adjective,pai=das,παῖς,adjective,a)mu/monos,ἀμύμων,adjective,*)alkei/+dao,,,oi(\,ἕ,pronoun,dh/,δή,particle,sfi,σφεῖς,pronoun,sxedo/n,σχεδόν,adverb,ei)si,εἰμί,verb,lilaio/menoi,λιλαίομαι,verb,pole/moio,πόλεμος,noun,fulo/pida,φύλοπις,noun,sth=sai,ἵστημι,verb,ta/,τίς,pronoun,sfin,σφεῖς,pronoun,polu\,πολύς,adjective,fi/ltera,φίλτερος,adjective,qoi/nhs,θοίνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(\s,ὅς,pronoun,fa/to,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mei/dhsen,μειδάω,verb,de\,δέ,particle,bi/h,βία,adjective,*(hraklhei/h,Ἡράκλειος,proper,qumw=|,θυμός,noun,ghqh/sas,γηθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/la,μάλα,adverb,ga/r,γάρ,particle,nu/,νῦν,adverb,oi(,ὁ,article,a)/rmena,ἄρμενα,noun,ei)=pen,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,min,μιν,pronoun,a)meibo/menos,ἀμείβω,verb,e)/pea,ἔπος,adjective,ptero/enta,πτερόεις,adjective,proshu/da,προσαυδάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/rws,ἥρως,noun,w)=,ὦ,interjection,*)io/lae,Ἰόλαος,proper,diotrefe/s,Διοτρεφής,proper,ou)ke/ti,οὐκέτι,adverb,thlou=,τηλοῦ,adverb,u(smi/nh,ὑσμίνη,noun,trhxei=a,τραχύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,w(s,ὡς,conjunction,pa/ros,πάρος,preposition,h)=sqa,εἰμί,verb,dai/+frwn,δαίφρων,adjective,w(\s,ὅς,pronoun,kai\,καί,conjunction,nu=n,νῦν,adverb,me/gan,μέγας,adverb,i(/ppon,ἵππος,noun,*)ari/ona,Ἀρίων,proper,kuanoxai/thn,κυανοχαίτης,noun,pa/nth,πάντῃ,adverb,a)nastrwfa=n,ἀναστρωφάω,verb,kai\,καί,conjunction,a)rhge/men,ἀρήγω,verb,w(/s,ὅς,pronoun,ke,ἄν,particle,du/nhai,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(\s,ὅς,pronoun,ei)pw\n,εἶπον,verb,knhmi=das,κνημίς,noun,o)reixa/lkoio,ὀρείχαλκος,noun,faeinou=,φαεινός,adjective,*(hfai/stou,Ἥφαιστος,proper,kluta\,κλυτός,adjective,dw=ra,δῶρον,noun,peri\,περί,preposition,knh/mh|sin,κνήμη,adjective,e)/qhken,τίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deu/teron,δεύτερος,adjective,au)=,αὖ,interjection,qw/rhka,θώραξ,noun,peri\,περί,preposition,sth/qessin,στῆθος,noun,e)/dune,δύω,verb,kalo\n,καλός,noun,xru/seion,χρύσεος,adjective,poludai/dalon,πολυδαίδαλος,adjective,o(/n,ὅς,pronoun,oi(,ἕ,pronoun,e)/dwke,δίδωμι,verb,*palla\s,Παλλάς,proper,*)aqhnai/h,Ἀθήνη,proper,kou/rh,κόρη,noun,*dio/s,Ζεύς,proper,o(ppo/t',ὁπότε,adverb,e)/melle,μέλλω,verb,to\,ὁ,article,prw=ton,πρότερος,adjective,stono/entas,στονόεις,adjective,e)formh/sesqai,ἐφορμάω,verb,a)e/qlous,ἆθλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qh/kato,τίθημι,verb,d',δέ,particle,a)mf',ἀμφί,preposition,w)/moisin,ὦμος,noun,a)rh=s,ἀρά,noun,a)lkth=ra,ἀλκτήρ,noun,si/dhron,σίδηρον,noun,deino\s,δεινός,adjective,a)nh/r,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koi/+lhn,κόιλος,adjective,de\,δέ,particle,peri\,περί,preposition,sth/qessi,στῆθος,noun,fare/trhn,φαρέτρα,noun,kabba/let',,,e)co/piqen,ἐξόπιθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polloi\,πολύς,adjective,d',δέ,particle,e)/ntosqen,ἔντοσθε,adverb,o)istoi\,ὀιστός,adjective,r(ighloi/,ῥιγηλός,adverb,qana/toio,θάνατος,adjective,laqifqo/ggoio,λαθίφθογγος,adjective,doth=res,δοτήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
