word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
kai\,καί,conjunction,ta\,ὁ,article,a)/lfita,ἄλφιτον,noun,oi(=o/n,οἷος,adjective,ti,τις,pronoun,poie/ei,ποιέω,verb,ta\,ὁ,article,potai/nia,ποταίνιος,adjective,toi=si,ὁ,article,mh\,μή,conjunction,ei)wqo/si,ἔθω,verb,kai\,καί,conjunction,ta\,ὁ,article,e(teroi=a,ἑτεροῖος,adjective,toi=si,ta\,ὁ,article,potai/nia,ποταίνιος,adjective,ei)wqo/si,ἔθω,verb,,,,,,,,,,,,,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,oi)noposi/h,οἰνοποσία,noun,kai\,καί,conjunction,u(droposi/h,ὑδροποσία,noun,para\,παρά,preposition,to\,ὁ,article,e)/qos,ἔθος,noun,e)s,εἰς,preposition,qa/tera,ἕτερος,adjective,metablhqe/nta,μεταβάλλω,verb,e)capi/nhs,ἐξαπίνης,adverb,kai\,καί,conjunction,u(darh/s,ὑδαρής,adverb,te,τε,particle,oi)=nos,kai\,καί,conjunction,a)/krhtos,ἄκρατος,adjective,para\,παρά,preposition,to\,ὁ,article,enos,,,e)capi/nhs,ἐξαπίνης,adverb,poqei/s,πίνω,verb,οἶνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,pla/don,πλάδος,noun,te,τε,particle,e)n,ἐν,preposition,th=|,ὁ,article,a)/nw,ἄνω,adverb,koili/h|,κοιλία,noun,e)mpoih/sei,ἐμποιέω,verb,kai\,καί,conjunction,fu=san,φύω,verb,e)n,ἐν,preposition,th=|,ὁ,article,ka/tw,,,,,,,,,,,,,,,,,,,,,,κάτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,palmo/n,παλμός,noun,te,τε,particle,flebw=n,φλεβάζω,verb,kai\,καί,conjunction,karhbari/hn,καρηβαρία,noun,kai\,καί,conjunction,di/yan,δίψα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,leukos,,,te,τε,particle,kai\me/las,,,oi)=nos,οἶνος,noun,para\,παρά,preposition,to\,ὁ,article,e)/qos,ἔθος,noun,metaba/llonti,μεταβάλλω,verb,ei),εἰ,conjunction,kai\,καί,conjunction,a)/mfw,ἄμφω,noun,oi)nw/dees,οἰνώδης,adjective,ei)=en,εἰμί,verb,o(/mws,polla\,πολύς,adjective,a)\n,ἄν,particle,e(teroiw/seian,ἑτεροιόω,verb,kata\,κατά,preposition,to\,ὁ,article,sw=ma,σῶμα,adjective,w(s,ὡς,conjunction,ὅμως,conjunction,dh\,δή,particle,gluku/n,γλυκύς,adjective,te,τε,particle,kai\,καί,conjunction,oi)nw/dea,οἰνώδης,adjective,oi)=non,οἶνον,noun,h(=sson,ἥσσων,adverb,a)/n,ἄν,particle,tis,τις,pronoun,fai/h,φημί,verb,qaumasto\n,θαυμαστός,adjective,ei)=nai,εἰμί,verb,mh\,μή,conjunction,twu)to\,αὐτός,pronoun,du/nasqai,δύναμαι,verb,e)capi/nhs,ἐξαπίνης,adverb,metablhqe/nta,μεταβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
timwrhte/on,τιμωρητέος,adjective,de\,δέ,particle,toio/nde,τοιόσδε,adjective,ti,τις,pronoun,me/ros,μέρος,noun,tw=|,ὁ,article,e)nanti/w|,ἐναντίος,adjective,lo/gw|,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metabolh\,μεταβολή,noun,th=s,ὁ,article,diai/ths,δίαιτα,noun,toute/oisin,,,e)ge/neto,γίγνομαι,verb,ou),οὐ,adverb,metaba/llontos,μεταβάλλω,verb,tou=,ὁ,article,sw/matos,σῶμα,adjective,ou)/te,οὔτε,adverb,e)pi\,ἐπί,preposition,th\n,ὁ,article,*rw/mhn,,,w(/ste,ὥστε,conjunction,prosqe/sqai,dei=n,δέω,verb,siti/a,σιτίον,noun,ou)/te,οὔτε,adverb,e)pi\,ἐπί,preposition,th\n,ὁ,article,a)r)*rwsti/hn,,,w(/ste,ὥστε,conjunction,προστίθημι,verb,a)faireqh=nai,ἀφαιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prostekmarte/a,προστεκμαρτέος,adjective,dh\,δή,particle,kai\,καί,conjunction,h(,ὁ,article,i)sxu\s,ἰσχύς,noun,kai\,καί,conjunction,o(,ὁ,article,tro/pos,τρόπος,noun,tou=,ὁ,article,noush/matos,,,e(ka/stou,ἕκαστος,adjective,kai\,καί,conjunction,th=s,ὁ,article,fu/sios,φύσις,noun,tou=,a)nqrw/pou,ἄνθρωπος,noun,kai\,καί,conjunction,tou=,ὁ,article,e)/qeos,ἔθος,noun,th=s,ὁ,article,diai/ths,δίαιτα,noun,tou=,ὁ,article,ὁ,article,ka/mnontos,κάμνω,verb,ou),οὐ,adverb,mou=non,μόνος,adjective,siti/wn,σιτίον,noun,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,potw=n,πότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollw=|,πολύς,adjective,de\,δέ,particle,h(=sson,ἥσσων,adverb,e)pi\,ἐπί,preposition,th\n,ὁ,article,pro/sqesin,πρόσθεσις,noun,i)te/on,ἰτέον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,th/n,ὁ,article,ge,γε,particle,a)fai/resin,ἀφαίρεσις,noun,o(/lws,ὅλος,adjective,a)felei=n,ἀφαιρέω,verb,pollaxou=,πολλαχοῦ,adverb,lusitele/ei,λυσιτελέω,verb,o(/kou,ὅπου,adverb,diarke/ein,διαρκέω,verb,me/llei,μέλλω,verb,o(,ὁ,article,ka/mnwn,κάμνω,verb,me/xris,μέχρι,preposition,a)\n,th=s,ὁ,article,nou/sou,νόσος,noun,h(,ὁ,article,a)kmh\,ἀκμή,noun,pepanqh=|,πεπαίνω,verb,,,,,,,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,o(koi/oisi,ὁποῖος,adjective,de\,δέ,particle,to\,ὁ,article,toio/nde,τοιόσδε,adjective,poihte/on,ποιητέος,adjective,gegra/yetai,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla\,πολύς,adjective,d',δέ,particle,a)/n,ἄν,particle,tis,τις,pronoun,kai\,καί,conjunction,a)/lla,ἄλλος,adjective,h)delfisme/na,ἀδελφίζω,verb,toi=sin,τίς,pronoun,ei)rhme/noisi,ἐρῶ,verb,gra/foi,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de/,δέ,particle,ge,γε,particle,mh\n,μήν,particle,kre/sson,κρείσσων,verb,martu/rion,μαρτύριον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,h)delfisme/non,ἀδελφίζω,verb,e)sti\,εἰμί,verb,tw=|,ὁ,article,prh/gmati,πρᾶγμα,noun,peri\,περί,preposition,ou(=,ἕ,pronoun,moi,ἐγώ,pronoun,o(,ὁ,article,plei=stos,πλεῖστος,adjective,lo/gos,λόγος,noun,ei)/rhtai,ἔρομαι,verb,a)ll',ἀλλά,adverb,au)to\,to\,ὁ,article,prh=gma,πρᾶγμα,noun,e)pikairo/tato/n,ἐπίκαιρος,adjective,e)sti,εἰμί,verb,didakth/rion,διδακτήριος,adjective,,,,,,,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,ga\r,γάρ,particle,a)rxo/menoi,ἄρχω,verb,tw=n,ὁ,article,o)ce/wn,ὀξύς,adjective,noushma/twn,,,e)/stin,εἰμί,verb,o(/te,ὅτε,conjunction,oi(,ὁ,article,me\n,μέν,particle,siti/a,σιτίον,noun,e)/fagon,ἐσθίω,verb,au)qhmero\n,αὐθήμερος,adjective,h)rgme/noi,ἄρχω,verb,h)/dh,oi(,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,th=|,ὁ,article,u(sterai/h|,ὑστεραῖος,adjective,oi(,ὁ,article,de\,δέ,particle,ἤδη,adverb,kai\,καί,conjunction,e)r)*ro/feon,,,to\,ὁ,article,prostuxo\n,προστυγχάνω,verb,oi(,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,kukew=na,κυκεών,noun,e)r)*ro/feon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/panta,ἅπας,adjective,de\,δέ,particle,tau=ta,οὗτος,pronoun,kaki/w,κακός,adjective,me/n,μέν,particle,e)stin,εἰμί,verb,h)\,ἠέ,conjunction,ei),εἰ,conjunction,e(teroi/ws,ἑτεροιόω,verb,tis,τις,pronoun,diaithqei/h,διαιτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollw=|,πολύς,adjective,me/ntoi,μέντοι,particle,e)la/ssw,ἐλάσσων,adjective,bla/bhn,βλάβος,noun,fe/rei,φέρω,verb,e)n,ἐν,preposition,toute/w|,,,tw=|,ὁ,article,xro/nw|,χρόνος,noun,a(marthqe/nta,ἁμαρτάνω,verb,h)\,ἠέ,conjunction,ei)/,εἰ,conjunction,tis,τις,pronoun,ta\s,ὁ,article,me\n,prw/tas,πρότερος,adjective,h(me/ras,ἡμέρα,noun,du/o,δύο,adjective,h)\,ἠέ,conjunction,trei=s,τρέω,verb,keneaggh/seie,κενεαγγέω,verb,telei/ws,τέλειος,adjective,μέν,particle,tetartai=os,τεταρταῖος,adjective,de\,δέ,particle,e)w\n,εἰμί,verb,toia/de,τοιόσδε,adjective,diaithqei/h,διαιτάω,verb,h)\,ἠέ,conjunction,kai\,καί,conjunction,pemptai=os,πεμπταῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,me/ntoi,μέντοι,particle,ka/kion,κακός,adjective,ei),εἰ,conjunction,tau/tas,οὗτος,pronoun,pa/sas,πᾶς,adjective,ta\s,ὁ,article,h(me/ras,ἡμέρα,noun,prokeneaggh/sas,προκενεαγγέω,verb,e)n,ἐν,preposition,th=|sin,ὁ,article,u(/steron,ὕστερος,adjective,h(me/rh|sin,ἥμερος,adjective,ou(/tw,οὕτως,adverb,diaithqei/h,pri\n,πρίν,adverb,h)\,ἠέ,conjunction,pe/peiron,πέπειρος,adjective,gene/sqai,γίγνομαι,verb,th\n,ὁ,article,nou=son,νόσος,noun,,,,διαιτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,me\n,μέν,particle,ga\r,γάρ,particle,qa/naton,θάνατος,adjective,fe/rei,φέρω,verb,fanerw=s,φανερός,adjective,toi=si,ὁ,article,plei/stoisin,πλεῖστος,adjective,ei),εἰ,conjunction,mh\,μή,conjunction,panta/pasin,παντάπασι,adverb,eu)h/qhs,εὐήθης,adjective,h(,ὁ,article,nou=sos,νόσος,noun,ei)/h,,,,,,,,,,,,,,,,,,,,,,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,kat',κατά,preposition,a)rxa\s,ἀρχή,noun,a(ma,,,a/des,,,ou)x,οὐ,adverb,o(moi/ws,ὅμοιος,adjective,tau/th|sin,οὗτος,pronoun,a)nh/kestoi/,ἀνήκεστος,adjective,ei)sin,εἰμί,verb,a)lla\,ἀλλά,adverb,pollw=|,πολύς,adjective,eu)akesto/t,,,erai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,ou)=n,οὖν,particle,h(geu=mai,ἡγέομαι,verb,me/giston,μέγας,adverb,didakth/rion,διδακτήριος,adjective,o(/ti,ὅστις,pronoun,ou),οὐ,adverb,sterhte/ai,στερητέος,adjective,ai(,ὁ,article,prw=tai,πρότερος,adjective,h(me/rai,ἡμέρα,noun,tou=,ὁ,article,*rofh/matos,,,h)\,ἠέ,conjunction,toi/ou,h)\,ἠέ,conjunction,toi/ou,τοῖος,adjective,toi=si,τίς,pronoun,me/llousin,μέλλω,verb,o)li/gon,ὀλίγος,adjective,u(/steron,ὕστερος,adjective,*rofh/masin,,,τοῖος,adjective,h)\,ἠέ,conjunction,toi/oisin,τοῖος,adjective,h)\,ἠέ,conjunction,toi/oisi,τοῖος,adjective,xre/esqai,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*puqmeno/qen,πυθμενόθεν,adverb,me\n,μέν,particle,ou)=n,οὖν,particle,ou)k,οὐ,adverb,i)/sasin,οἶδα,verb,ou)/q',οὔτε,adverb,oi(,ἕ,pronoun,th=|si,ὁ,article,kriqw/desi,κριθώδης,adjective,ptisa/nh|si,πτισάνης,noun,xreo/menoi,χράω,verb,o(/ti,ὅστις,pronoun,au)te/h|si,,,kakou=ntai,κακόω,verb,o(ko/tan,*rofe/ein,,,a)/rcwntai,ἄρχω,verb,h)\n,ἐάν,conjunction,prokeneaggh/swsi,προκενεαγγέω,verb,du/o,δύο,adjective,h)\,ἠέ,conjunction,trei=s,τρέω,verb,,,h(me/ras,ἡμέρα,noun,h)\,ἠέ,conjunction,plei/ous,πλέως,adjective,ou)/t',οὔτε,adverb,au)=,αὖ,interjection,oi(,ἕ,pronoun,tw=|,ὁ,article,xulw=|,χυλός,noun,xreo/menoi,χράω,verb,gignw/skousin,γιγνώσκω,verb,o(/ti,ὅστις,pronoun,au)te/h|si,,,bla/ptontai,βλάπτω,verb,*rofe/ontes,,,o(/tan,ὅταν,conjunction,mh\,μή,conjunction,o)rqw=s,ὀρθός,adjective,a)/rcwntai,ἄρχω,verb,tou=,ὁ,article,*rofh/matos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/de,ὅδε,pronoun,ge,γε,particle,mh\n,μήν,particle,kai\,καί,conjunction,fula/ssousi,φυλάσσω,verb,kai\,καί,conjunction,gignw/skousin,γιγνώσκω,verb,o(/ti,ὅστις,pronoun,mega/lhn,μέγας,adverb,th\n,ὁ,article,bla/bhn,βλάβος,noun,fe/rei,φέρω,verb,h)\n,ἐάν,conjunction,pri\n,πρίν,adverb,pe/peiron,th\n,ὁ,article,nou=son,νόσος,noun,gene/sqai,γίγνομαι,verb,kriqw/dea,κριθώδης,adjective,ptisa/nhn,πτισάνης,noun,*rofh/sh|,,,o(,ὁ,article,πέπειρος,adjective,ka/mnwn,κάμνω,verb,ei)qisme/nos,ἐθίζω,verb,xulw=|,χυλός,noun,xre/esqai,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
