word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS
ta\,ὁ,article,d',δέ,particle,e)n,ἐν,preposition,*lebe/dw|,Λέβεδος,proper,sumba/nta,συμβαίνω,verb,e)pe/mfqhn,πέμπω,verb,me\n,μέν,particle,a)po\,ἀπό,preposition,katakli/sews,κατάκλισις,noun,h(\n,ὅς,pronoun,e)n,ἐν,preposition,*swth/rwn,σωτήρ,noun,e)gkatekekli/mhn,ἐγκατακλίνω,verb,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,tou=to,οὗτος,pronoun,e)pita/cantos,ἐπιτάσσω,verb,ou(/tws,οὕτως,adverb,a)peirhkw\s,ἀπεῖπον,verb,w(/st',ὥστε,conjunction,ou)d',οὐδέ,particle,e)pi\,ἐπί,preposition,th=s,ὁ,article,kli/nhs,κλίνη,noun,oi)/koi,οἴκοι,adverb,ei)=xon,ἔχω,verb,a)ntarkei=n,ἀνταρκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h)=n,εἰμί,verb,dh\,δή,particle,o(,ὁ,article,i)atro\s,ἰατρός,noun,*sa/turos,Σάτυρος,proper,e)n,ἐν,preposition,*perga/mw|,Πέργαμον,proper,kata\,κατά,preposition,tou=ton,οὗτος,pronoun,to\n,ὁ,article,xro/non,χρόνος,noun,sofisth\s,σοφιστής,noun,w(s,ὡς,conjunction,e)le/geto,λέγω,verb,ou),οὐ,adverb,tw=n,ὁ,article,a)gennw=n,ἀγεννής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,e)moi\,ἐγώ,pronoun,proselqw\n,προσέρχομαι,verb,katakeime/nw|,κατάκειμαι,verb,kai\,καί,conjunction,tou=,ὁ,article,te,τε,particle,qw/rakos,θώραξ,noun,kai\,καί,conjunction,tw=n,ὁ,article,u(poxondri/wn,ὑποχόνδριος,adjective,a(ya/menos,ἅπτω,verb,e)peidh\,ἐπεί,conjunction,proi+o/ntos,πρόειμι,verb,tou=,ὁ,article,lo/gou,λόγος,noun,ta\s,ὁ,article,kaqa/rseis,κάθαρσις,noun,tou=,ὁ,article,ai(/matos,αἷμα,noun,h)/kousen,ἀκούω,verb,o(/sai,ὅσος,adjective,gego/nasi/,γίγνομαι,verb,moi,ἐγώ,pronoun,to\,ὁ,article,me\n,μέν,particle,ai(=ma,αἷμα,noun,e)pisxei=n,ἐπέχω,verb,e)ke/leue,κελεύω,verb,kai\,καί,conjunction,mh\,μή,conjunction,katalu/ein,καταλύω,verb,to\,ὁ,article,sw=ma,σῶμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de/,δέ,particle,soi,σύ,pronoun,e)/fh,φημί,verb,dw/sw,δίδωμι,verb,ti,τις,pronoun,kata/plasma,κατάπλασμα,noun,pa/nu,πάνυ,adverb,kou=fon,κοῦφος,adjective,kai\,καί,conjunction,a(plou=n,ἁπλόος,adjective,o(\,ὅς,pronoun,sunqei=nai,συντίθημι,verb,e)pi\,ἐπί,preposition,tou=,ὁ,article,stoma/xou,στόμαχος,noun,kai\,καί,conjunction,tw=n,ὁ,article,u(poxondri/wn,ὑποχόνδριος,adjective,kai\,καί,conjunction,ei)/sei,εἴδομαι,verb,dh\,δή,particle,o(po/son,ὁπόσος,adjective,ti,τις,pronoun,o)nh/sei,ὀνέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,sunebou/leue,συμβουλεύω,verb,ka)gw\,ἐγώ,pronoun,to\,ὁ,article,me\n,μέν,particle,tou=,ὁ,article,ai(/matos,αἷμα,noun,ou)k,οὐ,adverb,e)/fhn,φημί,verb,ei)=nai,εἰμί,verb,ku/rios,κῦρος,noun,ou)/te,οὔτε,adverb,ou(/tws,οὕτως,adverb,ou)/t',οὔτε,adverb,e)kei/nws,ἐκεῖνος,pronoun,poiei=n,ποιέω,verb,a)ll',ἀλλά,adverb,e(/ws,ἕως,conjunction,a)\n,ἄν,particle,o(,ὁ,article,qeo\s,θεός,noun,prosta/tth|,προστάσσω,verb,a)fairei=n,ἀφαιρέω,verb,u(pakou/sesqai,ὑπακούω,verb,kai\,καί,conjunction,e(kw\n,ἑκών,adjective,kai\,καί,conjunction,a)/kwn,ἀέκων,adjective,ma=llon,μᾶλλον,adverb,de\,δέ,particle,ou)de/pote,οὐδέποτε,adverb,a)/kwn,ἀέκων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,do/sin,δόσις,noun,de\,δέ,particle,ou)k,οὐ,adverb,e)/fugon,φεύγω,verb,tou=,ὁ,article,*satu/rou,Σάτυρος,proper,a)ll',ἀλλά,adverb,e)fu/latton,φυλάσσω,verb,labw/n,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,d',δέ,particle,h)=n,εἰμί,verb,a)/ra,ἄρος,adjective,ou)k,οὐ,adverb,*)amalqei/as,Ἀμαλθεία,proper,ke/ras,κέρας,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,ei)s,εἰς,preposition,th\n,ὁ,article,*le/bedon,Λέβεδος,proper,komi/zomai,κομίζω,verb,kai\,καί,conjunction,ma/l',μάλα,adverb,a)prosdokh/tws,ἀπροσδόκητος,adjective,kai\,καί,conjunction,a)gaphtw=s,ἀγαπητός,adjective,diageno/menos,διαγίγνομαι,verb,tou=to,οὗτος,pronoun,me\n,μέν,particle,h)/dh,ἤδη,adverb,pa=n,πᾶς,adjective,e)do/kei,δοκέω,verb,ke/rdos,κέρδος,noun,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)deo/mhn,δέομαι,verb,de\,δέ,particle,suxnh=s,συχνός,adjective,th=s,ὁ,article,bohqei/as,βοήθεια,noun,kai\,καί,conjunction,toi=s,ὁ,article,u(/dasi,ὕδωρ,noun,mo/lis,μόλις,adverb,te,τε,particle,kai\,καί,conjunction,pefeisme/nws,πεφεισμένως,adverb,w(mi/loun,ὁμιλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/docen,δοκέω,verb,ou)=n,οὖν,particle,moi,ἐγώ,pronoun,to\,ὁ,article,tou=,ὁ,article,*satu/rou,Σάτυρος,proper,fa/rmakon,φάρμακον,noun,qei=nai,θείνω,verb,kata\,κατά,preposition,tou=,ὁ,article,stoma/xou,στόμαχος,noun,te,τε,particle,kai\,καί,conjunction,tou=,ὁ,article,sth/qous,στῆθος,noun,w(/sper,ὥσπερ,adverb,o(,ὁ,article,*sa/turos,Σάτυρος,proper,parhgge/lkei,παραγγέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ntws,πάντως,adverb,de\,δέ,particle,ou)de\n,οὐδείς,pronoun,me/ga,μέγας,adverb,e)kbai/nein,ἐκβαίνω,verb,th=s,ὁ,article,qerapei/as,θεραπεία,noun,th=s,ὁ,article,para\,παρά,preposition,tou=,ὁ,article,qeou=,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)qu\s,εὐθύς,adverb,me\n,μέν,particle,ou)=n,οὖν,particle,ou),οὐ,adverb,prosei=to/,προσίημι,verb,me,ἐγώ,pronoun,h(,ὁ,article,prw/th,πρότερος,adjective,prosbolh\,προσβολή,noun,a)ll',ἀλλά,adverb,e)do/kei,δοκέω,verb,yuxro/teron,ψυχρός,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/mws,ὅμως,conjunction,de\,δέ,particle,e)/doce/,δοκέω,verb,moi,ἐγώ,pronoun,diakarterei=n,διακαρτερέω,verb,kai\,καί,conjunction,pare/xein,παρέχω,verb,tw=|,ὁ,article,farma/kw|,φάρμακον,noun,ei),εἰ,conjunction,a)/ra,ἄρα,particle,a)lla\,ἀλλά,adverb,tw=|,ὁ,article,xro/nw|,χρόνος,noun,ti,τις,pronoun,a)nu/seie,ἀνύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou(/tw,οὕτως,adverb,dh\,δή,particle,to/,ὁ,article,te,τε,particle,sth=qos,στῆθος,noun,yu/xetai,ψύχω,verb,yu/cin,,,deinh\n,δεινός,adjective,kai\,καί,conjunction,bh\c,βήξ,adjective,e)pigi/gnetai,ἐπιγίγνομαι,verb,puknh/,πυκνός,adjective,te,τε,particle,kai\,καί,conjunction,i)sxura\,ἰσχυρός,adjective,kai\,καί,conjunction,a)pori/a|,ἀπορία,noun,ei)xo/mhn,ἔχω,verb,kai\,καί,conjunction,o(,ὁ,article,qeo\s,θεός,noun,shmai/nei,σημαίνω,verb,fqo/hn,φθόη,noun,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,th=s,ὁ,article,e)piou/shs,ἔπειμι,verb,oi(,ὁ,article,kro/tafoi,κρόταφος,noun,kai\,καί,conjunction,o(,ὁ,article,ku/klos,κύκλος,noun,tou=,ὁ,article,prosw/pou,πρόσωπον,noun,a(/pas,ἅπας,adjective,katetei/neto,κατατείνω,verb,kai\,καί,conjunction,siago/nes,σιαγών,noun,suneke/kleinto,συγκλείω,verb,kai\,καί,conjunction,qo/rubos,θόρυβος,noun,h)=n,εἰμί,verb,ei)/per,εἴπερ,conjunction,pote/,ποτέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,e)xa/lasa,χαλάω,verb,mikro/n,μικρός,adjective,ti,τις,pronoun,e)nqu/mion,ἐνθύμιος,adjective,gi/gnetai/,γίγνομαι,verb,moi,ἐγώ,pronoun,xrh/sasqai,χράω,verb,tw=|,ὁ,article,qew=|,θεός,noun,tw=|,ὁ,article,e)n,ἐν,preposition,*kolofw=ni,Κολοφών,proper,kai\,καί,conjunction,peri\,περί,preposition,tw=n,ὁ,article,paro/ntwn,πάρειμι,verb,kai\,καί,conjunction,peri\,περί,preposition,pa/shs,πᾶς,adjective,th=s,ὁ,article,a)sqenei/as,ἀσθένεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pe/xei,ἀπέχω,verb,de\,δέ,particle,h(,ὁ,article,*kolofw\n,Κολοφών,proper,th=s,ὁ,article,*lebe/dou,Λέβεδος,proper,ou),οὐ,adverb,polu\,πολύς,adjective,kai\,καί,conjunction,h(,ὁ,article,nu\c,νύξ,adjective,e)tu/gxanen,τυγχάνω,verb,h(,ὁ,article,i(era\,ἱερά,noun,e)pikeime/nh,ἐπίκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do/can,δόξα,noun,tau=ta,οὗτος,pronoun,pe/mpw,πέμπω,verb,to\n,ὁ,article,*zw/simon,Ζώσιμος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pelqou/shs,ἐπέρχομαι,verb,de\,δέ,particle,th=s,ὁ,article,nukto\s,νύξ,adjective,tw=|,ὁ,article,me\n,μέν,particle,*zwsi/mw|,Ζώσιμος,proper,gi/gnetai,γίγνομαι,verb,to/de,ὅδε,pronoun,to\,ὁ,article,mantei=on,μαντεῖον,noun,fe/ron,φέρω,verb,ei)s,εἰς,preposition,e)me\,ἐγώ,pronoun,i)h/setai/,ἰάομαι,verb,se,σύ,pronoun,nou=son,νόσος,noun,h)d',ἠδέ,conjunction,a)ke/ssetai,ἀκέομαι,verb,*)asklhpio\s,Ἀσκληπιός,proper,po/lisma,πόλισμα,noun,*thle/fou,Τήλεφος,proper,kluto\n,κλυτός,adjective,timw=n,τιμάω,verb,*kai/kou,,,nama/twn,νᾶμα,noun,ou),οὐ,adverb,thlo/qen,τηλόθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,de\,δέ,particle,th=s,ὁ,article,au)th=s,αὐτός,pronoun,nukto\s,νύξ,adjective,ta/de,ὅδε,pronoun,e)gi/gneto,γίγνομαι,verb,w(s,ὡς,conjunction,kefalai/wn,κεφάλαιος,adjective,a)pomnhmoneu=sai,ἀπομνημονεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)do/koun,δοκέω,verb,e)pi\,ἐπί,preposition,th=s,ὁ,article,patrw/|as,πατρῷος,adjective,e(sti/as,ἑστία,noun,ei)=nai,εἰμί,verb,e)n,ἐν,preposition,de\,δέ,particle,tw=|,ὁ,article,toi/xw|,τοῖχος,noun,ou(=,ἕ,pronoun,ta\,ὁ,article,e(/dh,ἕδος,noun,tw=n,ὁ,article,qew=n,θέα,noun,e)pigra/mmata,ἐπίγραμμα,noun,ei)=nai,εἰμί,verb,toia/de,τοιόσδε,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,dei=nes,δεῖνα,noun,swqe/ntes,σώζω,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,e)sxa/twn,σχέθω,verb,qeoi=s,θεός,noun,pa=si,πᾶς,adjective,xaristh/ria,χαριστήριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)fai/neto,φαίνω,verb,dh\,δή,particle,tw=n,ὁ,article,qusiw=n,θυσία,noun,i)/xnh,ἴχνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)moi\,ἐγώ,pronoun,me/n,μέν,particle,ge,γε,particle,h(,ὁ,article,o)/yis,ὄψις,noun,au(/th,οὗτος,pronoun,th=s,ὁ,article,sunexei/as,συνέχεια,noun,tw=n,ὁ,article,qusiw=n,θυσία,noun,h)=rcen,ἄρχω,verb,ou),οὐ,adverb,ma=llo/n,μᾶλλον,adverb,ti,τις,pronoun,pro\s,πρός,preposition,to\,ὁ,article,o)/nar,ὄναρ,noun,a)forw=nti,ἀφοράω,verb,a)ll',ἀλλά,adverb,a(/ma,ἅμα,adverb,me\n,μέν,particle,toiau=t',τοιοῦτος,adjective,h)=n,εἰμί,verb,ta\,ὁ,article,gigno/mena,γίγνομαι,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,qew=n,θέα,noun,a(/ma,ἅμα,adverb,d',δέ,particle,h(,ὁ,article,gnw/mh,γνώμη,noun,ou(/tw,οὕτως,adverb,kateskeua/sqh,κατασκευάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,d',δέ,particle,ou)=n,οὖν,particle,th=s,ὁ,article,*lebe/dou,Λέβεδος,proper,met',μετά,preposition,eu)qumi/as,εὐθυμία,noun,a)nexwrh/samen,ἀναχωρέω,verb,h(ni/ka,ἡνίκα,adverb,e)do/kei,δοκέω,verb,tw=|,ὁ,article,qew=|,θεός,noun,kai\,καί,conjunction,r(a|stw/nhs,ῥᾳστώνη,noun,a)pe/lausa,ἀπολαύω,verb,lo/gou,λόγος,noun,a)ci/as,ἄξιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,d',δέ,particle,ei)=pon,εἶπον,verb,peri\,περί,preposition,th=s,ὁ,article,fqo/hs,φθόη,noun,e)peshmh/nato,ἐπισημαίνω,verb,u(/steron,ὕστερος,adjective,pro\s,πρός,preposition,to\n,ὁ,article,newko/ron,νεωκόρος,noun,o(,ὁ,article,qeo\s,θεός,noun,w(s,ὡς,conjunction,au)to\s,αὐτός,pronoun,e)moi\,ἐγώ,pronoun,dihgei=to,διηγέομαι,verb,o(,ὁ,article,*)asklhpiako\s,Ἀσκληπιακός,adjective,ou)de\n,οὐδείς,pronoun,par',παρά,preposition,e)mou=,ἐγώ,pronoun,proakhkow/s,προακούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/fh,φημί,verb,ga\r,γάρ,particle,a)kou=sai,ἀκέω,verb,tou=,ὁ,article,qeou=,θεός,noun,le/gontos,λέγω,verb,w(s,ὡς,conjunction,a)/ra,ἄρα,particle,fqo/hn,φθόη,noun,me\n,μέν,particle,kai\,καί,conjunction,kata/rroun,κατάρροος,adjective,perih|rhkw\s,περιαιρέω,verb,ei)/h,ἀίω,verb,mou,ἐγώ,pronoun,to\n,ὁ,article,de\,δέ,particle,sto/maxon,στόμαχος,noun,i)w=|to,ἰάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,dh\,δή,particle,kai\,καί,conjunction,*nhri/tw|,Νήριτος,proper,tw=n,ὁ,article,trofe/wn,τροφεύς,noun,e(ni\,εἷς,adjective,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,peri\,περί,preposition,to\n,ὁ,article,au)to\n,αὐτός,pronoun,ma/lista,μάλιστα,adverb,xro/non,χρόνος,noun,qaumasta\,θαυμαστός,adjective,oi(=a,οἷος,adjective,e)nedei/cato,ἐνδείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=mai,οἴομαι,verb,ga\r,γάρ,particle,do/cai,δοκέω,verb,to\n,ὁ,article,qeo\n,θεός,noun,au)tw=|,αὐτός,pronoun,le/gein,λέγω,verb,a(/ma,ἅμα,adverb,tw=|,ὁ,article,*telesfo/rw|,Τελεσφόρος,proper,geno/menon,γίγνομαι,verb,ble/ponta,βλέπω,verb,ei)s,εἰς,preposition,e)me\,ἐγώ,pronoun,w(s,ὡς,conjunction,a)/ra,ἄρα,particle,tou/tou,οὗτος,pronoun,ta/,τίς,pronoun,te,τε,particle,o)sta=,ὀστέον,noun,de/oi,δέω,verb,e)celei=n,ἐξαιρέω,verb,kai\,καί,conjunction,neu=ra,νεῦρον,noun,e)nqei=nai,ἐντίθημι,verb,ta\,ὁ,article,ga\r,γάρ,particle,o)/nta,εἰμί,verb,a)peirhke/nai,ἀπεῖπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
