word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS
kala\,καλός,noun,me\n,μέν,particle,ga\r,γάρ,particle,tau=ta,οὗτος,pronoun,kai\,καί,conjunction,h(de/a,ἡδύς,adjective,kai\,καί,conjunction,au)tw=|,αὐτός,pronoun,xrwme/nw|,χράομαι,verb,kai\,καί,conjunction,e(te/rous,ἕτερος,adjective,o(rw=nti,ὁράω,verb,tou=to,οὗτος,pronoun,me\n,μέν,particle,qe/rous,θέρος,noun,w(/ra|,ὥρα,adjective,peri\,περί,preposition,ta\,ὁ,article,xei/lh,χεῖλος,noun,tou=,ὁ,article,fre/atos,φρέαρ,noun,periesthko/tas,περιίστημι,verb,e(ch=s,ἑξῆς,adverb,w(/sper,ὥσπερ,adverb,e)smo\n,ἑσμός,noun,melittw=n,μέλισσα,noun,h)\,ἠέ,conjunction,mui/as,μυῖα,noun,peri\,περί,preposition,ga/la,γάλα,noun,e)c,ἐκ,preposition,e(/w,ἠώς,noun,zhtou=ntas,ζητέω,verb,to\,ὁ,article,pni=gos,πνῖγος,noun,prokatalabei=n,προκαταλαμβάνω,verb,a)nt',ἀντί,preposition,a)/llou,ἄλλος,adjective,po/matos,πόμα,noun,tw=n,ὁ,article,kwluo/ntwn,κωλύω,verb,to\,ὁ,article,di/yos,δίψος,noun,kai\,καί,conjunction,i)sxo/ntwn,ἴσχω,verb,tou=to,οὗτος,pronoun,de\,δέ,particle,o(/tan,ὅταν,conjunction,tis,τις,pronoun,krusta/llou,κρύσταλλος,noun,pephgo/tos,πήγνυμι,verb,th\n,ὁ,article,xei=ra,χείρ,noun,protei/nas,προτείνω,verb,a)poniya/menos,ἀπονίζω,verb,qermo/teros,θερμός,adjective,au)to\s,αὐτός,pronoun,au(tou=,ἑαυτοῦ,pronoun,kai\,καί,conjunction,h(di/wn,ἡδύς,adjective,ge/nhtai,γίγνομαι,verb,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,kai\,καί,conjunction,ta)/lla,ἄλλος,adjective,o(,ὁ,article,qeo\s,θεός,noun,au)tw=|,αὐτός,pronoun,xrh=tai,χράομαι,verb,w(/sper,ὥσπερ,adverb,a)/llw|,ἄλλος,adjective,tw|,τις,pronoun,sunergw=|,συνεργός,adjective,kai\,καί,conjunction,polloi=s,πολύς,adjective,h)/dh,ἤδη,adverb,polla/kis,πολλάκις,adverb,to\,ὁ,article,fre/ar,φρέαρ,noun,tou=to,οὗτος,pronoun,suneba/leto,συμβάλλω,verb,ei)s,εἰς,preposition,to\,ὁ,article,tuxei=n,τυγχάνω,verb,w(=n,ὅς,pronoun,e)/xrh|zon,χρῄζω,verb,para\,παρά,preposition,tou=,ὁ,article,qeou=,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/sper,ὥσπερ,adverb,ga\r,γάρ,particle,oi(,ὁ,article,pai=des,παῖς,adjective,oi(,ἕ,pronoun,tw=n,ὁ,article,i)atrw=n,ἰατρός,noun,te,τε,particle,kai\,καί,conjunction,tw=n,ὁ,article,qaumatopoiw=n,θαυματοποιός,adjective,gegumnasme/noi,γυμνάζω,verb,pro\s,πρός,preposition,ta\s,ὁ,article,diakoni/as,διακονία,noun,ei)si\,εἰμί,verb,kai\,καί,conjunction,sumpra/ttontes,συμπράσσω,verb,e)kplh/ttousi,ἐκπλήσσω,verb,tou\s,ὁ,article,qewme/nous,θεάομαι,verb,kai\,καί,conjunction,xrwme/nous,χράομαι,verb,ou(/tw,οὕτως,adverb,tou=,ὁ,article,mega/lou,μέγας,adverb,qaumatopoiou=,θαυματοποιός,adjective,kai\,καί,conjunction,pa/nta,πᾶς,adjective,e)pi\,ἐπί,preposition,swthri/a|,σωτηρία,noun,pra/ttontos,πράσσω,verb,a)nqrw/pwn,ἄνθρωπος,noun,eu(/rhma,εὕρημα,noun,tou=to,οὗτος,pronoun,kai\,καί,conjunction,kth=ma/,κτῆμα,noun,e)sti,εἰμί,verb,kai\,καί,conjunction,sumpra/ttei,συμπράσσω,verb,dh\,δή,particle,pro\s,πρός,preposition,a(/panta,ἅπας,adjective,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,gi/gnetai,γίγνομαι,verb,polloi=s,πολύς,adjective,a)nti\,ἀντί,preposition,farma/kou,φάρμακον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polloi\,πολύς,adjective,me\n,μέν,particle,ga\r,γάρ,particle,tou/tw|,οὗτος,pronoun,lousa/menoi,λούω,verb,o)fqalmou\s,ὀφθαλμός,noun,e)komi/santo,κομίζω,verb,polloi\,πολύς,adjective,de\,δέ,particle,pio/ntes,πίνω,verb,ste/rnon,στέρνον,noun,i)a/qhsan,ἰάομαι,verb,kai\,καί,conjunction,to\,ὁ,article,a)nagkai=on,ἀναγκαῖος,adjective,pneu=ma,πνεῦμα,noun,a)pe/labon,ἀπολαμβάνω,verb,tw=n,ὁ,article,de\,δέ,particle,po/das,πούς,noun,e)cw/rqwse,ἐξορθόω,verb,tw=n,ὁ,article,de\,δέ,particle,a)/llo,ἄλλος,adjective,ti,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/dh,ἤδη,adverb,de/,δέ,particle,tis,τις,pronoun,piw\n,πίνω,verb,e)c,ἐκ,preposition,a)fw/nou,ἄφωνος,adjective,fwnh\n,φωνή,noun,a)fh=ken,ἀφήκω,verb,w(/sper,ὥσπερ,adverb,oi(,ἕ,pronoun,tw=n,ὁ,article,a)porrh/twn,ἀπόρρητος,adjective,u(da/twn,ὕδωρ,noun,pio/ntes,πίνω,verb,mantikoi\,μαντικός,adjective,gigno/menoi,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,au)to\,αὐτός,pronoun,to\,ὁ,article,a)ru/tesqai,ἀρύω,verb,a)nt',ἀντί,preposition,a)/llhs,ἄλλος,adjective,swthri/as,σωτηρία,noun,kaqe/sthke,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,toi=s,ὁ,article,te,τε,particle,dh\,δή,particle,nosou=sin,νοσέω,verb,ou(/tws,οὕτως,adverb,a)lecifa/rmakon,ἀλεξιφάρμακον,noun,kai\,καί,conjunction,swth/rio/n,σωτήριος,adjective,e)sti,εἰμί,verb,kai\,καί,conjunction,toi=s,ὁ,article,u(giai/nousin,ὑγιαίνω,verb,e)ndiaitwme/nois,ἐνδιαιτάομαι,verb,panto\s,πᾶς,adjective,a)/llou,ἄλλος,adjective,xrh=sin,χρῆσις,noun,u(/datos,ὕδωρ,noun,ou)k,οὐ,adverb,a)/mempton,ἄμεμπτος,adjective,poiei=,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/nta,πᾶς,adjective,ga\r,γάρ,particle,h)/dh,ἤδη,adverb,meta\,μετά,preposition,tou=to,οὗτος,pronoun,to\,ὁ,article,u(/dwr,ὕδωρ,noun,gi/gnetai,γίγνομαι,verb,peirwme/nois,πειράω,verb,oi(=on,οἷος,adjective,ei)/,εἰ,conjunction,tis,τις,pronoun,meta\,μετά,preposition,a)nqosmi/an,ἀνθοσμίας,noun,oi)=non,οἶνον,noun,tw=n,ὁ,article,e)cesthko/twn,ἐξίστημι,verb,tina\,τις,pronoun,pi/noi,πίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mo/non,μόνος,adjective,de\,δέ,particle,tou=to,οὗτος,pronoun,to\,ὁ,article,au)to\,αὐτός,pronoun,nosou=si,νοσέω,verb,kai\,καί,conjunction,u(giai/nousin,ὑγιαίνω,verb,o(moi/ws,ὅμοιος,adjective,h(/diston,ἡδύς,adjective,kai\,καί,conjunction,lusitele/staton,λυσιτελής,adverb,e(kate/rois,ἑκάτερος,adjective,te,τε,particle,kai\,καί,conjunction,sunamfote/rois,σύναμάω,verb,e)sti\,εἰμί,verb,kai\,καί,conjunction,ou)/t',οὔτε,adverb,a)\n,ἄν,particle,ga/la,γάλα,noun,paraba/lois,παραβάλλω,verb,ou)/t',οὔτε,adverb,a)\n,ἄν,particle,oi)=non,οἶνον,noun,poqh/sais,ποθέω,verb,a)ll',ἀλλά,adverb,e)sti\n,εἰμί,verb,w(/sper,ὥσπερ,adverb,*pi/ndaros,Πίνδαρος,proper,to\,ὁ,article,ne/ktar,νέκταρ,noun,e)poi/hsen,ποιέω,verb,au)to/xuton,αὐτόχυτος,adjective,po/timon,πότιμος,adjective,qei/a|,θεῖος,adjective,tini\,τις,pronoun,kra/sei,κρᾶσις,adjective,kekrame/non,κεράννυμι,verb,a)rkou/ntws,ἀρκεόντως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,ei),εἰ,conjunction,du/o,δύο,adjective,ei)=en,εἰμί,verb,ku/likes,κύλιξ,noun,h(,ὁ,article,me\n,μέν,particle,e(te/rou,ἕτερος,adjective,te,τε,particle,u(/datos,ὕδωρ,noun,kai\,καί,conjunction,oi)/nou,οἶνον,noun,tou=,ὁ,article,kalli/stou,καλός,noun,h(,ὁ,article,de\,δέ,particle,tou/tou,οὗτος,pronoun,tou=,ὁ,article,u(/datos,ὕδωρ,noun,a)porh/sais,ἀπορέω,verb,a)\n,ἄν,particle,po/teron,πότερος,adjective,la/bois,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,de\,δέ,particle,ta\,ὁ,article,me\n,μέν,particle,a)/lla,ἄλλος,adjective,i(era\,ἱερά,noun,u(/data,ὕδωρ,noun,th\n,ὁ,article,tw=n,ὁ,article,pollw=n,πολύς,adjective,a)nqrw/pwn,ἄνθρωπος,noun,xrh=sin,χρῆσις,noun,pe/feugen,φεύγω,verb,oi(=on,οἷος,adjective,to\,ὁ,article,e)pi\,ἐπί,preposition,*dh/lw|,Δῆλος,proper,kai\,καί,conjunction,ei)/,εἰ,conjunction,ti/,τίς,pronoun,pou,πού,adverb,a)/lloqi,ἄλλοθι,adverb,a)/llo,ἄλλος,adjective,toiou=to/n,τοιοῦτος,adjective,e)sti,εἰμί,verb,to\,ὁ,article,de\,δέ,particle,tw=|,ὁ,article,sw/zein,σώζω,verb,tou\s,ὁ,article,xrwme/nous,χράομαι,verb,ou),οὐ,adverb,tw=|,ὁ,article,mhde/na,μηδείς,pronoun,au)tou=,αὐτός,pronoun,yau/ein,ψαύω,verb,i(ero/n,ἱερόν,noun,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,au)to\,αὐτός,pronoun,kaqarsi/ois,καθάρσιος,adjective,te,τε,particle,e)carkei=,ἐξαρκής,adjective,toi=s,ὁ,article,peri\,περί,preposition,to\,ὁ,article,i(ero\n,ἱερόν,noun,kai\,καί,conjunction,a)nqrw/pois,ἄνθρωπος,noun,kai\,καί,conjunction,pi/nein,πίνω,verb,kai\,καί,conjunction,lou/esqai,λούω,verb,kai\,καί,conjunction,prosorw=sin,προσοράω,verb,eu)frai/nesqai,εὐφραίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ou)/te,οὔτε,adverb,*ku/dnon,Κύδνος,proper,ou)/te,οὔτε,adverb,*xoa/sphn,Χοάσπης,proper,o(/qen,ὅθεν,adverb,basileu\s,βασιλεύς,noun,e)/pine,πίνω,verb,perife/rwn,περιφέρω,verb,ou)/te,οὔτε,adverb,w(=|,ὅς,pronoun,tou\s,ὁ,article,kalli/stous,καλός,noun,stefa/nous,στέφανος,noun,a)nh=ken,ἀνήκω,verb,h(,ὁ,article,gh=,γῆ,noun,peri\,περί,preposition,th\n,ὁ,article,o)/xqhn,ὄχθη,noun,e(kate/ran,ἑκάτερος,adjective,*phneio\n,Πηνειός,proper,ou)/te,οὔτε,adverb,phgh\n,πηγή,noun,a)/busson,ἄβυσσος,adjective,ou)/q',οὔτε,adverb,o(/,ὅς,pronoun,ti,τις,pronoun,e)rei=s,ἐρέω,verb,e(/teron,ἕτερος,adjective,u(/dwr,ὕδωρ,noun,paraba/loim',παραβάλλω,verb,a)\n,ἄν,particle,tou/tw|,οὗτος,pronoun,tw=|,ὁ,article,pa/nta,πᾶς,adjective,i(erw=|,ἱερόν,noun,a)ll',ἀλλά,adverb,ei)=nai,εἰμί,verb,fai/hn,φημί,verb,a)\n,ἄν,particle,au)to\,αὐτός,pronoun,e)n,ἐν,preposition,u(/dasi,ὕδωρ,noun,tosou/tw|,τοσοῦτος,adjective,nikw=n,νικάω,verb,o(/sw|,ὅσος,adjective,per,πέρ,particle,to\n,ὁ,article,prosta/thn,προστάτης,noun,au)tou=,αὐτός,pronoun,qeo\n,θεός,noun,e)n,ἐν,preposition,qeoi=s,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loipo\n,λοιπός,adjective,e(\n,εἷς,adjective,ei)pei=n,εἶπον,verb,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,o(/sia,ὅσιος,adjective,a)\n,ἄν,particle,poioi=men,ποιέω,verb,ou(/tw,οὕτως,adverb,kri/nontes,κρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,ga\r,γάρ,particle,qeo\s,θεός,noun,prw=tos,πρότερος,adjective,peri\,περί,preposition,au)tou=,αὐτός,pronoun,tau/thn,οὗτος,pronoun,th\n,ὁ,article,yh=fon,ψῆφος,noun,h)/negken,φέρω,verb,w(/s,ὡς,conjunction,fasin,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
