word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS
o(,ὁ,article,de\,δέ,particle,pai=s,πᾶς,adjective,boulo/menos,βούλομαι,verb,prodramei=n,προδύω,verb,tou=,ὁ,article,kairou=,καιρός,noun,diamartw\n,διαμαρτάνω,verb,e)n,ἐν,preposition,w(=|,ὅς,pronoun,diatre/xwn,διατρέχω,verb,ou)k,οὐ,adverb,a)\n,ἄν,particle,e)plh/gh,πλήσσω,verb,perie/pesen,περιπίπτω,verb,oi(=s,ὅς,pronoun,ou)k,οὐ,adverb,h)/qelen,ἐθέλω,verb,a)kousi/ws,ἀεκούσιος,adjective,de\,δέ,particle,a(martw\n,ἁμαρτάνω,verb,ei)s,εἰς,preposition,e(auto\n,ἑαυτοῦ,pronoun,oi)kei/ais,οἰκεῖος,adjective,sumforai=s,συμφορά,noun,ke/xrhtai,χράω,verb,th=s,ὁ,article,d',δέ,particle,a(marti/as,ἁμαρτία,noun,tetimwrhme/nos,τιμωρέω,verb,e(auto\n,ἑαυτοῦ,pronoun,e)/xei,ἔχω,verb,th\n,ὁ,article,di/khn,δίκη,adjective,ou),οὐ,adverb,sunhdome/nwn,συνήδομαι,verb,me\n,μέν,particle,ou)de\,οὐδέ,particle,suneqelo/ntwn,συνεθέλω,verb,h(mw=n,ἐγώ,pronoun,sunalgou/ntwn,συναλγέω,verb,de\,δέ,particle,kai\,καί,conjunction,sullupoume/nwn,συλλυπέω,verb,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,de\,δέ,particle,a(marti/as,ἁμαρτία,noun,ei)s,εἰς,preposition,tou=ton,οὗτος,pronoun,h(kou/shs,ἥκω,verb,to/,ὁ,article,ltt'gt,,,e)/rgon,ἔργον,noun,ou)x,οὐ,adverb,h(me/teron,ἡμέτερος,adjective,a)lla\,ἀλλά,adverb,tou=,ὁ,article,e)camarto/ntos,ἐξαμαρτάνω,verb,e)sti/,εἰμί,verb,to/,ὁ,article,te,τε,particle,pa/qos,πάθος,adjective,ei)s,εἰς,preposition,to\n,ὁ,article,dra/santa,δράω,verb,e)lqo\n,ἔρχομαι,verb,h(ma=s,ἐγώ,pronoun,me\n,μέν,particle,a)polu/ei,ἀπολύω,verb,th=s,ὁ,article,ai)ti/as,αἰτία,noun,to\n,ὁ,article,de\,δέ,particle,dra/santa,δράω,verb,dikai/ws,δίκαιος,adjective,a(/ma,ἅμα,adverb,th=|,ὁ,article,a(marti/a|,ἁμαρτία,noun,tetimw/rhtai,τιμωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)polu/ei,ἀπολύω,verb,de\,δέ,particle,kai\,καί,conjunction,o(,ὁ,article,no/mos,νόμος,noun,h(ma=s,ἐγώ,pronoun,w(=|,ὅς,pronoun,pisteu/wn,πιστεύω,verb,ei)/rgonti,ἔργω,verb,mh/te,μήτε,particle,a)di/kws,ἄδικος,adjective,mh/te,μήτε,particle,dikai/ws,δίκαιος,adjective,a)poktei/nein,ἀποκτείνω,verb,w(s,ὡς,conjunction,fone/a,φονεύς,noun,me,ἐγώ,pronoun,diw/kei,διώκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(po\,ὑπό,preposition,me\n,μέν,particle,ga\r,γάρ,particle,th=s,ὁ,article,au)tou=,αὐτός,pronoun,tou=,ὁ,article,teqnew=tos,θνήσκω,verb,a(marti/as,ἁμαρτία,noun,o(/de,ὅδε,pronoun,a)polu/etai,ἀπολύω,verb,mhde\,μηδέ,particle,a)kousi/ws,ἀεκούσιος,adjective,a)poktei=nai,ἀποκτείνω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(po\,ὑπό,preposition,de\,δέ,particle,tou=,ὁ,article,diw/kontos,διώκω,verb,ou)d',οὐδέ,particle,e)pikalou/menos,ἐπικαλέω,verb,w(s,ὡς,conjunction,e(kw\n,ἑκών,adjective,a)pe/kteinen,ἀποκτείνω,verb,a)mfoi=n,ἄμφω,noun,a)polu/etai,ἀπολύω,verb,toi=n,ὁ,article,e)gklhma/toin,ἔγκλημα,noun,ltmh/t',,,a)/kwngt,,,mh/q',μήτε,particle,e(kw\n,ἑκών,adjective,a)poktei=nai,ἀποκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)poluo/menos,ἀπολύω,verb,de\,δέ,particle,u(po/,ὑπό,preposition,te,τε,particle,th=s,ὁ,article,a)lhqei/as,ἀλήθεια,adjective,tw=n,ὁ,article,praxqe/ntwn,πράσσω,verb,u(po/,ὑπό,preposition,te,τε,particle,tou=,ὁ,article,no/mou,νόμος,noun,kaq',κατά,preposition,o(\n,ὅς,pronoun,diw/ketai,διώκω,verb,ou)de\,οὐδέ,particle,tw=n,ὁ,article,e)pithdeuma/twn,ἐπιτήδευμα,noun,e(/neka,ἕνεκα,preposition,di/kaioi,δίκαιος,adjective,toiou/twn,τοιοῦτος,adjective,kakw=n,κακός,adjective,a)ciou=sqai/,ἀξιόω,verb,e)smen,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=to/s,οὗτος,pronoun,te,τε,particle,ga\r,γάρ,particle,a)no/sia,ἀνόσιος,adjective,pei/setai,πάσχω,verb,ta\s,ὁ,article,ou),οὐ,adverb,proshkou/sas,προσήκω,verb,fe/rwn,φέρω,verb,a(marti/as,ἁμαρτία,noun,e)gw/,ἐγώ,pronoun,te,τε,particle,ma=llon,μᾶλλον,adverb,me\n,μέν,particle,ou)de/n,οὐδείς,pronoun,o(moi/ws,ὅμοιος,adjective,de\,δέ,particle,tou/tw|,οὗτος,pronoun,a)nama/rthtos,ἀναμάρτητος,adjective,w)/n,εἰμί,verb,ei)s,εἰς,preposition,pollaplasi/ous,πολλαπλάσιος,adjective,tou/tou,οὗτος,pronoun,sumfora\s,συμφορά,noun,h(/cw,ἥκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi/,ἐπί,preposition,te,τε,particle,ga\r,γάρ,particle,th=|,ὁ,article,tou/tou,οὗτος,pronoun,diafqora=|,διαφθορά,noun,a)bi/wton,ἀβίωτος,adjective,to\,ὁ,article,leipo/menon,λείπω,verb,tou=,ὁ,article,bi/ou,βίος,adjective,dia/cw,διάγω,verb,e)pi/,ἐπί,preposition,te,τε,particle,th=|,ὁ,article,e)mautou=,ἐμαυτοῦ,pronoun,a)paidi/a|,ἀπαιδία,noun,zw=n,ζάω,verb,e)/ti,ἔτι,adverb,katoruxqh/somai,κατορύσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)leou=ntes,ἐλεάω,verb,ou)=n,οὖν,particle,tou=de,ὅδε,pronoun,me\n,μέν,particle,tou=,ὁ,article,nhpi/ou,νήπιος,adjective,th\n,ὁ,article,a)nama/rthton,ἀναμάρτητος,adjective,sumfora/n,συμφορά,noun,e)mou=,ἐγώ,pronoun,de\,δέ,particle,tou=,ὁ,article,ghraiou=,γηραιός,adjective,kai\,καί,conjunction,a)qli/ou,ἄθλιος,adjective,th\n,ὁ,article,a)prosdo/khton,ἀπροσδόκητος,adjective,kakopa/qeian,κακοπάθεια,noun,mh\,μή,conjunction,katayhfisa/menoi,καταψηφίζομαι,verb,dusmo/rous,δύσμορος,adjective,h(ma=s,ἐγώ,pronoun,katasth/shte,καθίστημι,verb,a)ll',ἀλλά,adverb,a)polu/ontes,ἀπολύω,verb,eu)sebei=te,εὐσεβέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/,ὅς,pronoun,te,τε,particle,ga\r,γάρ,particle,a)poqanw\n,ἀποθνήσκω,verb,sumforai=s,συμφορά,noun,peripesw\n,περιπίπτω,verb,ou)k,οὐ,adverb,a)timw/rhto/s,ἀτιμώρητος,adjective,e)stin,εἰμί,verb,h(mei=s,ἐγώ,pronoun,te,τε,particle,ou),οὐ,adverb,di/kaioi,δίκαιος,adjective,ta\s,ὁ,article,tou/twn,οὗτος,pronoun,a(marti/as,ἁμαρτία,noun,sumfe/rein,συμφέρω,verb,e)sme/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th/n,ὁ,article,te,τε,particle,ou)=n,οὖν,particle,eu)se/beian,εὐσέβεια,noun,tou/twn,οὗτος,pronoun,tw=n,ὁ,article,praxqe/ntwn,πράσσω,verb,kai\,καί,conjunction,to\,ὁ,article,di/kaion,δίκαιος,adjective,ai)dou/menoi,αἰδέομαι,verb,o(si/ws,ὅσιος,adjective,kai\,καί,conjunction,dikai/ws,δίκαιος,adjective,a)polu/ete,ἀπολύω,verb,h(ma=s,ἐγώ,pronoun,kai\,καί,conjunction,mh\,μή,conjunction,a)qliwta/tw,ἄθλιος,adjective,du/o,δύο,adjective,pate/ra,πατήρ,noun,kai\,καί,conjunction,pai=da,παῖς,adjective,a)w/rois,ἄωρος,adjective,sumforai=s,συμφορά,noun,periba/lhte,περιβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,me\n,μέν,particle,au)th\,αὐτός,pronoun,h(,ὁ,article,xrei/a,χρέος,noun,para\,παρά,preposition,fu/sin,φύσις,noun,kai\,καί,conjunction,le/gein,λέγω,verb,kai\,καί,conjunction,dra=n,δράω,verb,a(/pantas,ἅπας,adjective,a)nagka/zei,ἀναγκάζω,verb,e)/rgw|,ἔργον,noun,kai\,καί,conjunction,ou),οὐ,adverb,lo/gw|,λόγος,noun,dokei=,δοκέω,verb,moi,ἐγώ,pronoun,shmai/nein,σημαίνω,verb,ou(=tos,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/kista,ἥκιστος,adjective,ga\r,γάρ,particle,e)/n,ἐν,preposition,ge,γε,particle,tw=|,τίς,pronoun,e)/mprosqen,ἔμπροσθεν,adverb,xro/nw|,χρόνος,noun,a)naidh\s,ἀναιδής,adjective,kai\,καί,conjunction,tolmhro\s,τολμηρός,adjective,w)/n,εἰμί,verb,nu=n,νῦν,adverb,u(p',ὑπό,preposition,au)th=s,αὐτός,pronoun,th=s,ὁ,article,sumfora=s,συμφορά,noun,h)na/gkastai,ἀναγκάζω,verb,le/gein,λέγω,verb,oi(=a,οἷος,adjective,ou)k,οὐ,adverb,a)/n,ἄν,particle,pote,ποτέ,particle,w)/|mhn,οἴομαι,verb,e)gw\,ἐγώ,pronoun,tou=ton,οὗτος,pronoun,ei)pei=n,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw/,ἐγώ,pronoun,te,τε,particle,ga\r,γάρ,particle,pollh=|,πολύς,adjective,a)noi/a|,ἄνοια,noun,xrw/menos,χράομαι,verb,ou)k,οὐ,adverb,a)\n,ἄν,particle,u(pe/labon,ὑπολαμβάνω,verb,tou=ton,οὗτος,pronoun,a)nteipei=n,ἀντεῖπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,a)\n,ἄν,particle,e(/na,ἕνος,adjective,lo/gon,λόγος,noun,a)nti\,ἀντί,preposition,duoi=n,δύο,adjective,le/cas,λέγω,verb,to\,ὁ,article,h(/misu,ἥμισυς,adjective,th=s,ὁ,article,kathgori/as,κατηγορία,noun,e)mauto\n,ἐμαυτοῦ,pronoun,a)\n,ἄν,particle,a)peste/rhsa,ἀποστερέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=to/s,οὗτος,pronoun,te,τε,particle,mh\,μή,conjunction,tolmw=n,τολμάω,verb,ou)k,οὐ,adverb,a)\n,ἄν,particle,proei=xe,προέχω,verb,tw=|,ὁ,article,diplasi/w|,διπλάσιος,adjective,mou,ἐγώ,pronoun,e(/na,ἕνος,adjective,me\n,μέν,particle,pro\s,πρός,preposition,e(/na,ἕνος,adjective,lo/gon,λόγος,noun,a)pologhqei/s,ἀπολογέομαι,verb,a(\,ὅς,pronoun,de\,δέ,particle,kathgo/rhsen,κατηγορέω,verb,a)napokri/tws,ἀναπόκριτος,adjective,ei)pw/n,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tosou=ton,τοσοῦτος,adjective,de\,δέ,particle,proe/xwn,προέχω,verb,e)n,ἐν,preposition,toi=s,ὁ,article,lo/gois,λόγος,noun,h(mw=n,ἐγώ,pronoun,e)/ti,ἔτι,adverb,de\,δέ,particle,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,e)/prasse,πράσσω,verb,pollapla/sia,πολλαπλάσιος,adjective,tou/twn,οὗτος,pronoun,ou(=tos,οὗτος,pronoun,me\n,μέν,particle,ou)x,οὐ,adverb,o(si/ws,ὅσιος,adjective,dei=tai,δέομαι,verb,u(mw=n,σύ,pronoun,eu)menw=s,εὐμενής,adverb,th\n,ὁ,article,a)pologi/an,ἀπολογία,noun,a)pode/xesqai,ἀποδέχομαι,verb,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,dra/sas,δράω,verb,me\n,μέν,particle,ou)de\n,οὐδείς,pronoun,kako/n,κακός,adjective,paqw\n,πάσχω,verb,de\,δέ,particle,a)/qlia,ἄθλιος,adjective,kai\,καί,conjunction,deina/,δεινός,adjective,kai\,καί,conjunction,nu=n,νῦν,adverb,e)/ti,ἔτι,adverb,deino/tera,δεινός,adjective,tou/twn,οὗτος,pronoun,e)/rgw|,ἔργον,noun,kai\,καί,conjunction,ou),οὐ,adverb,lo/gw|,λόγος,noun,ei)s,εἰς,preposition,to\n,ὁ,article,u(me/teron,ὑμέτερος,adjective,e)/leon,ἔλεος,noun,katapefeugw\s,καταφεύγω,verb,de/omai,δέομαι,verb,u(mw=n,σύ,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,a)nosi/wn,ἀνόσιος,adjective,e)/rgwn,ἔργον,noun,timwroi/,τιμωρός,adjective,o(si/wn,ὅσιος,adjective,de\,δέ,particle,diagnw/mones,διαγνώμων,verb,mh\,μή,conjunction,ltpar'gt,,,e)/rga,ἔργον,noun,fanera\,φανερός,adjective,u(po\,ὑπό,preposition,ponhra=s,πονηρός,adjective,lo/gwn,λόγος,noun,a)kribei/as,ἀκρίβεια,noun,peisqe/ntas,πείθω,verb,yeudh=,ψευδής,adverb,th\n,ὁ,article,a)lh/qeian,ἀλήθεια,adjective,tw=n,ὁ,article,praxqe/ntwn,πράσσω,verb,h(gh/sasqai,ἡγέομαι,verb
h(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,pisto/teron,πιστός,adjective,h)\,ἠέ,conjunction,a)lhqe/steron,ἀληθής,adjective,su/gkeitai,σύγκειμαι,verb,h(,ὁ,article,d',δέ,particle,a)dolw/teron,ἄδολος,adjective,kai\,καί,conjunction,a)dunatw/teron,ἀδύνατος,adjective,lexqh/setai,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,dikai/w|,δίκαιος,adjective,pisteu/wn,πιστεύω,verb,u(perorw=,ὑπεροράω,verb,th=s,ὁ,article,a)pologi/as,ἀπολογία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,de\,δέ,particle,sklhro/thti,σκληρότης,noun,tou=,ὁ,article,dai/monos,δαίμων,adjective,a)pistw=n,ἀπιστέω,verb,o)rrwdw=,ὀρρωδέω,verb,mh\,μή,conjunction,ou),οὐ,adverb,mo/non,μόνος,adjective,th=s,ὁ,article,xrei/as,χρεία,noun,tou=,ὁ,article,paido\s,παῖς,adjective,a)posterhqw=,ἀποστερέω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,au)qe/nthn,αὐθέντης,noun,proskatagnwsqe/nta,προσκαταγιγνώσκω,verb,u(f',ὑπό,preposition,u(mw=n,σύ,pronoun,e)pi/dw,ἐπεῖδον,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)s,εἰς,preposition,tou=to,οὗτος,pronoun,ga\r,γάρ,particle,to/lmhs,τόλμα,noun,kai\,καί,conjunction,a)naidei/as,ἀναίδεια,adjective,h(/kei,ἥκω,verb,w(/ste,ὥστε,conjunction,to\n,ὁ,article,me\n,μέν,particle,balo/nta,βάλλω,verb,kai\,καί,conjunction,a)poktei/nanta,ἀποκτείνω,verb,ou)/te,οὔτε,adverb,trw=sai,τιτρώσκω,verb,ou)/te,οὔτε,adverb,a)poktei=nai/,ἀποκτείνω,verb,fhsi,φημί,verb,to\n,ὁ,article,de\,δέ,particle,ou)/te,οὔτε,adverb,yau/santa,ψαύω,verb,tou=,ὁ,article,a)konti/ou,ἀκόντιον,noun,ou)/te,οὔτε,adverb,e)pinoh/santa,ἐπινοέω,verb,a)konti/sai,ἀκοντίζω,verb,a(pa/shs,ἅπας,adjective,me\n,μέν,particle,gh=s,γῆ,noun,a(marto/nta,ἁμαρτάνω,verb,pa/ntwn,πᾶς,adjective,de\,δέ,particle,swma/twn,σῶμα,adjective,dia\,διά,preposition,tw=n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,pleurw=n,πλευρά,noun,diaph=cai,διαπήγνυμι,verb,to\,ὁ,article,a)ko/ntion,ἀκόντιον,noun,le/gei,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,e(kousi/ws,ἑκούσιος,adjective,kathgorw=n,κατηγορέω,verb,a)poktei=nai,ἀποκτείνω,verb,au)to\n,αὐτός,pronoun,pisto/teros,πιστός,adjective,a)/n,ἄν,particle,moi,ἐγώ,pronoun,dokw=,δοκάζω,verb,ei)=nai,εἰμί,verb,h)\,ἠέ,conjunction,ou(=tos,οὗτος,pronoun,lto(\sgt,,,mh/te,μήτε,particle,balei=n,βάλλω,verb,mh/te,μήτε,particle,a)poktei=nai/,ἀποκτείνω,verb,fhsi,φημί,verb,to\,ὁ,article,meira/kion,μειράκιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,e)n,ἐν,preposition,tou/tw|,οὗτος,pronoun,tw=|,ὁ,article,kairw=|,καιρός,noun,keleuo/menos,κελεύω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,paidotri/bou,παιδοτρίβης,noun,o(\s,ὅς,pronoun,u(pede/xeto,ὑποδέχομαι,verb,toi=s,ὁ,article,a)konti/zousi,ἀκοντίζω,verb,ta\,ὁ,article,a)ko/ntia,ἀκόντιον,noun,a)nairei=sqai,ἀναιρέω,verb,dia\,διά,preposition,th\n,ὁ,article,tou=,ὁ,article,balo/ntos,βάλλω,verb,a)kolasi/an,ἀκολασία,noun,polemi/w|,πολέμιος,adjective,tw=|,ὁ,article,tou/tou,οὗτος,pronoun,be/lei,βέλος,noun,peripesw/n,περιπίπτω,verb,ou)de\n,οὐδείς,pronoun,ou)d',οὐδέ,particle,ei)s,εἰς,preposition,e(/n',ἕνος,adjective,a(martw/n,ἁμαρτάνω,verb,a)qli/ws,ἄθλιος,adjective,a)pe/qanen,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,peri\,περί,preposition,to\n,ὁ,article,th=s,ὁ,article,a)naire/sews,ἀναίρεσις,noun,kairo\n,καιρός,noun,plhmmelh/sas,πλημμελέω,verb,ou),οὐ,adverb,tou=,ὁ,article,skopou=,σκοπός,noun,tuxei=n,τυγχάνω,verb,e)kwlu/qh,κωλύω,verb,a)ll',ἀλλά,adverb,a)/qlion,ἄθλιος,adjective,kai\,καί,conjunction,pikro\n,πικρός,adjective,skopo\n,σκοπός,noun,e)moi\,ἐγώ,pronoun,a)konti/sas,ἀκοντίζω,verb,e(kw\n,ἑκών,adjective,me\n,μέν,particle,ou)k,οὐ,adverb,a)pe/kteinen,ἀποκτείνω,verb,ma=llon,μᾶλλον,adverb,de\,δέ,particle,e(kw\n,ἑκών,adjective,h)\,ἠέ,conjunction,ou)/t',οὔτε,adverb,e)/balen,βάλλω,verb,ou)/t',οὔτε,adverb,a)pe/kteinen,ἀποκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kousi/ws,ἀεκούσιος,adjective,de\,δέ,particle,ou)x,οὐ,adverb,h(=sson,ἥσσων,adverb,h)\,ἠέ,conjunction,e(kousi/ws,ἑκούσιος,adjective,a)poktei/nantes,ἀποκτείνω,verb,mou,ἐγώ,pronoun,to\n,ὁ,article,pai=da,παῖς,adjective,to\,ὁ,article,para/pan,παράπαν,adverb,d',δέ,particle,a)rnou/menoi,ἀρνέομαι,verb,mh\,μή,conjunction,a)poktei=nai,ἀποκτείνω,verb,au)to/n,αὐτός,pronoun,ou)d',οὐδέ,particle,u(po\,ὑπό,preposition,tou=,ὁ,article,no/mou,νόμος,noun,katalamba/nesqai/,καταλαμβάνω,verb,fasin,φημί,verb,o(\s,ὅς,pronoun,a)pagoreu/ei,ἀπαγορεύω,verb,mh/te,μήτε,particle,dikai/ws,δίκαιος,adjective,mh/te,μήτε,particle,a)di/kws,ἄδικος,adjective,a)poktei/nein,ἀποκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ti/s,τίς,pronoun,o(,ὁ,article,balw/n,βάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
