word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/27/lemma/@_entry,word/27/lemma/@_POS
ou(/tw,οὕτως,adverb,d',δέ,particle,e)/xein,ἔχω,verb,kai\,καί,conjunction,ta\,ὁ,article,*tufwnika\,Τυφωνικός,adjective,kai\,ta\,ὁ,article,*titanika/,Τιτανικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daimo/nwn,δαίμων,adjective,ma/xas,μάχη,noun,gegone/nai,γίγνομαι,verb,pro\s,πρός,preposition,dai/monas,δαίμων,adjective,ei)=ta,εἶτα,adverb,fuga\s,tw=n,ὁ,article,krathqe/ntwn,κρατέω,verb,h)\,ἠέ,conjunction,di/kas,δίκη,adjective,u(po\,ὑπό,preposition,qeou=,θεός,noun,tw=n,ὁ,article,e)camarto/ntwn,ἐξαμαρτάνω,verb,oi(=a,οἷος,adjective,*tufw\n,Τυφώς,proper,le/getai,λέγω,verb,peri\,περί,preposition,*)/osirin,Ὄσιρις,proper,e)camartei=n,ἐξαμαρτάνω,verb,kai\,καί,conjunction,*kro/nos,Κρόνος,proper,peri\,περί,preposition,*ou)rano/n,Οὐρανός,proper,φυγάς,noun,w(=n,ὅς,pronoun,a)mauro/terai,ἀμαυρός,adjective,gego/nasin,ai(,ὁ,article,timai\,τιμή,noun,h)\,ἠέ,conjunction,kai\,καί,conjunction,panta/pasin,παντάπασι,adverb,e)kleloi/pasi,ἐκλείπω,verb,metasta/ntwn,μεθίστημι,verb,ei)s,εἰς,preposition,e(/teron,ἕτερος,adjective,ko/smon,κόσμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γίγνομαι,verb
e)pei\,ἐπεί,conjunction,kai\,καί,conjunction,*solu/mous,Σόλυμοι,proper,punqa/nomai,πυνθάνομαι,verb,tou\s,ὁ,article,*luki/wn,Λύκιοι,proper,prosoi/kous,e)n,ἐν,preposition,toi=s,ὁ,article,ma/lista,μάλιστα,adverb,tima=n,τιμάω,verb,to\n,ὁ,article,*kro/non,Κρόνος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρόσοικος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,d',δέ,particle,a)poktei/nas,ἀποκτείνω,verb,tou\s,ὁ,article,a)/rxontas,ἄρχων,noun,au)tw=n,αὐτός,pronoun,*)/arsalon,kai\,καί,conjunction,*dru/on,δρύος,noun,kai\,καί,conjunction,*trwsobio/n,,,e)/fuge,φεύγω,verb,kai\,καί,conjunction,metexw/rhsen,μεταχωρέω,verb,o(poidh/pote,,,tou=to,οὗτος,pronoun,ga\r,γάρ,particle,ou)k,οὐ,adverb,e)/xousin,ἔχω,verb,ei)pei=n',εἶπον,verb,e)kei=non,ἐκεῖνος,pronoun,me\n,μέν,particle,a)melhqh=nai,ἀμελέω,verb,tou\s,ὁ,article,de\,δέ,particle,,,peri\,περί,preposition,to\n,ὁ,article,*)/arsalon,sklhrou\s,σκληρός,adjective,qeou\s,θεός,noun,prosagoreu/esqai,προσαγορεύω,verb,kai\,καί,conjunction,ta\s,ὁ,article,kata/ras,κατάρα,noun,e)pi\,ἐπί,preposition,tou/twn,οὗτος,pronoun,poiei=sqai,ποιέω,verb,dhmosi/a|,δημοσίᾳ,adverb,kai\,καί,conjunction,i)di/a|,ἴδιος,adjective,*luki/ous,Λύκιοι,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tois,οὗτος,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,o(/moia,ὅμοιος,adjective,polla\,πολύς,adjective,labei=n,λαμβάνω,verb,e)/stin,e)k,ἐκ,preposition,tw=n,ὁ,article,qeologoume/nwn,θεολογέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,toi=s,ὁ,article,nenomisme/nois,νομίζω,verb,tw=n,ὁ,article,qew=n,θέα,noun,o)no/masi,dai/mona/s,δαίμων,adjective,tinas,τις,pronoun,kalou=men,καλέω,verb,ou),οὐ,adverb,qaumaste/on,θαυμαστέος,adjective,ei)=pen,εἶπον,verb,o(,ὁ,article,ce/nos,ξένος,noun,w(=|,ὅς,pronoun,ga\r,γάρ,particle,e(/kastos,ἕκαστος,adjective,qew=|,θεός,noun,sunte/taktai,συντάσσω,verb,kai\,καί,conjunction,par',παρά,preposition,ou(=,ἕ,pronoun,duna/mews,δύναμις,adjective,kai\,καί,conjunction,ὄνομα,adjective,timh=s,τιμή,noun,ei)/lhxen,λαγχάνω,verb,a)po\,tou/tou,οὗτος,pronoun,filei=,φιλέω,verb,kalei=sqai,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀπό,preposition
kai\,καί,conjunction,ga\r,γάρ,particle,h(mw=n,ἐγώ,pronoun,o(,ὁ,article,me\n,μέν,particle,ti/s,τίς,pronoun,e)sti,*di/ios,Δίιος,proper,o(,ὁ,article,d',δέ,particle,*)aqhnai=os,Ἀθηναῖος,proper,o(,ὁ,article,d',δέ,particle,*)apollw/nios,Ἀπολλώνιος,proper,h)\,ἠέ,conjunction,*dionu/sios,Διονύσιος,proper,h)\,ἠέ,conjunction,*(ermai=os,Ἑρμαῖος,proper,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)/nioi,ἔνιοι,adjective,me\n,μέν,particle,o)rqw=s,ὀρθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata\,κατά,preposition,tu/xhn,τύχη,noun,e)klh/qhsan,καλέω,verb,oi(,ὁ,article,de\,δέ,particle,polloi\,πολύς,adjective,mhde\n,proshkou/sas,προσήκω,verb,a)ll',ἀλλά,adverb,e)nhllagme/nas,ἐναλλάσσω,verb,e)kth/santo,κτάομαι,verb,qew=n,θέα,noun,parwnumi/as,παρωνυμία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μηδείς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siwph/santos,σιωπάω,verb,de\,δέ,particle,tou=,ὁ,article,*kleombro/tou,Κλεόμβροτος,proper,pa=si,πᾶς,adjective,me\n,μέν,particle,o(,lo/gos,λόγος,noun,e)fa/nh,φαίνω,verb,qaumasto/s,θαυμαστός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,d',δέ,particle,*(hrakle/wnos,,,puqome/nou,πύθω,verb,ph=,πη,particle,tau=ta,οὗτος,pronoun,prosh/kei,*pla/twni,Πλάτων,proper,kai\,καί,conjunction,pw=s,πῶς,adverb,e)kei=nos,ἐκεῖνος,pronoun,to\,ὁ,article,e)ndo/simon,ἐνδόσιμος,adjective,tw=|,ὁ,article,lo/gw|,λόγος,noun,tou/tw|,οὗτος,pronoun,pare/sxen,παρέχω,verb,o(,ὁ,article,*kleo/mbrotos,Κλεόμβροτος,proper,,,,,,,,,,,,,,,,,,,προσήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=,εὖ,adverb,mnhmoneu/eis,μνημονεύω,verb,ei)=pen,εἶπον,verb,o(/ti,ὅστις,pronoun,th\n,ὁ,article,me\n,μέν,particle,a)peiri/an,au)to/qen,αὐτόθεν,adverb,a)pe/gnw,ἀπογιγνώσκω,verb,tw=n,ὁ,article,ko/smwn,κόσμος,noun,peri\,περί,preposition,de\,δέ,particle,plh/qous,πλῆθος,noun,w(risme/nou,ὁρίζω,verb,dihpo/rhse,διαπορέω,verb,kai\,καί,conjunction,me/xri,μέχρι,preposition,tw=n,ὁ,article,pe/nte,πέντε,adverb,toi=s,ὁ,article,u(potiqeme/nois,ὑποτίθημι,verb,kata\,κατά,preposition,stoixei=on,στοιχεῖον,noun,e(/na,ἕνος,adjective,ἀπειρία,noun,ko/smon,κόσμος,noun,e)pixwrh/sas,ἐπιχωρέω,verb,to\,ei)ko\s,ἔοικα,verb,au)to\s,αὐτός,pronoun,e(auto\n,ἑαυτοῦ,pronoun,e)f',ἐπί,preposition,e(no\s,εἷς,adjective,e)th/rhsen,τηρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article
kai\,καί,conjunction,dokei=,δοκέω,verb,tou=to,οὗτος,pronoun,*pla/twnos,Πλάτων,proper,i)/dion,ἴδιος,adjective,ei)=nai,εἰμί,verb,tw=n,a)/llwn,ἄλλος,adjective,sfo/dra,σφόδρα,adverb,fobhqe/ntwn,φοβέω,verb,to\,ὁ,article,plh=qos,πλῆθος,noun,w(s,ὡς,conjunction,tou\s,ὁ,article,e(ni\,εἷς,adjective,th\n,ὁ,article,u(/lhn,ὕλη,noun,mh\,μή,conjunction,o(ri/santas,ὁρίζω,verb,a)ll',ἀλλά,adverb,e)kba/ntas,ἐκβαίνω,verb,eu)qu\s,εὐθύς,adverb,a)ori/stou,ἀόριστος,adjective,kai\,καί,conjunction,xaleph=s,χαλεπός,adjective,ὁ,article,a)peiri/as,ἀπειρία,noun,u(polambanou/shs,ὑπολαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,ce/nos,ξένος,noun,e)/fhn,φημί,verb,e)gw/,ἐγώ,pronoun,peri\,περί,preposition,plh/qous,ko/smwn,κόσμος,noun,w(/rizen,ὁρίζω,verb,*pla/twn,Πλάτων,proper,h)/,ἠέ,conjunction,o(/te,ὅτε,conjunction,sunege/nou,συγγίγνομαι,verb,ta)ndri\,ἀνδρίς,noun,tou/tw|,οὗτος,pronoun,ou)de\,οὐδέ,particle,diepeira/qhs',διαπειράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,πλῆθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)k,οὐ,adverb,e)/mellon,μέλλω,verb,ei)=pen,εἶπον,verb,o(,ὁ,article,*kleo/mbrotos,Κλεόμβροτος,proper,ei),mhde\n,μηδείς,pronoun,a)/llo,ἄλλος,adjective,tw=n,ὁ,article,peri\,περί,preposition,tau=ta,οὗτος,pronoun,liparh\s,λιπαρής,adverb,ei)=nai,εἰμί,verb,kai\,καί,conjunction,pro/qumos,πρόθυμος,adjective,a)kroath\s,ἀκροατής,noun,e)ndido/ntos,ἐνδίδωμι,verb,e(auto\n,ἑαυτοῦ,pronoun,i(/lewn,ἴλαος,noun,kai\,καί,conjunction,pare/xontos,παρέχω,verb,,,,,,,,,,εἰ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
