word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS
ou)kou=n,οὐκοῦν,adverb,kai\,καί,conjunction,h(ma=s,ἐγώ,pronoun,sumyh/fous,σύμψηφος,adjective,xrh\,χρή,verb,tw=|,ὁ,article,qew=|,θεός,noun,gene/sqai,γίγνομαι,verb,kai\,καί,conjunction,tau/th|,ταύτῃ,adverb,dielo/ntas,διαιρέω,verb,ta\,ὁ,article,pra/gmata,πρᾶγμα,noun,tw=n,ὁ,article,me\n,μέν,particle,e)f',ἐπί,preposition,h(mi=n,ἐγώ,pronoun,pa/nta,πᾶς,adjective,tro/pon,τρόπος,noun,a)ntipoiei=sqai,ἀντιποιέω,verb,ta\,ὁ,article,de\,δέ,particle,mh\,μή,conjunction,e)f',ἐπί,preposition,h(mi=n,ἐγώ,pronoun,e)pitre/yai,ἐπιτρέπω,verb,tw=|,ὁ,article,ko/smw|,κόσμος,noun,kai/,καί,conjunction,ei)/te,εἴτε,adverb,tw=n,ὁ,article,pai/dwn,παῖς,adjective,de/oito,δέομαι,verb,ei)/te,εἴτε,adverb,th=s,ὁ,article,patri/dos,πατρίς,adjective,ei)/te,εἴτε,adverb,tou=,ὁ,article,sw/matos,σῶμα,adjective,ei)/te,εἴτε,adverb,o(touou=n,ὅστις,pronoun,a)sme/nous,ἄσμενος,adjective,paraxwrei=n,παραχωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(rou/fou,,,e)k,ἐκ,preposition,tou=,ὁ,article,*)epikth/tou,Ἐπίκτητος,proper,peri\,περί,preposition,fili/as,φιλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,*lukou/rgou,Λυκοῦργος,proper,tou=,ὁ,article,*lakedaimoni/ou,Λακεδαιμόνιος,proper,ti/s,τίς,pronoun,h(mw=n,ἐγώ,pronoun,ou),οὐ,adverb,qauma/zei,θαυμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phrwqei\s,πηρόω,verb,ga\r,γάρ,particle,u(po/,ὑπό,preposition,tinos,τις,pronoun,tw=n,ὁ,article,politw=n,πολίτης,noun,tw=n,ὁ,article,o)fqalmw=n,ὀφθαλμός,noun,to\n,ὁ,article,e(/teron,ἕτερος,adjective,kai\,καί,conjunction,paralabw\n,παραλαμβάνω,verb,to\n,ὁ,article,neani/skon,νεανίσκος,noun,para\,παρά,preposition,tou=,ὁ,article,dh/mou,δῆμος,noun,i(/na,ἵνα,conjunction,timwrh/saito,τιμωρέω,verb,o(/pws,ὅπως,conjunction,a)\n,ἄν,particle,au)to\s,αὐτός,pronoun,bou/lhtai,βούλομαι,verb,tou/tou,οὗτος,pronoun,me\n,μέν,particle,a)pe/sxeto,ἀπέχω,verb,paideu/sas,παιδεύω,verb,de\,δέ,particle,au)to\n,αὐτός,pronoun,kai\,καί,conjunction,a)pofh/nas,ἀποφαίνω,verb,a)/ndra,ἀνήρ,noun,a)gaqo\n,ἀγαθός,adjective,parh/gagen,παράγω,verb,ei)s,εἰς,preposition,to\,ὁ,article,qe/atron,θέατρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qaumazo/ntwn,θαυμάζω,verb,de\,δέ,particle,tw=n,ὁ,article,*lakedaimoni/wn,Λακεδαιμόνιος,proper,tou=ton,οὗτος,pronoun,me/ntoi,μέντοι,particle,labw/n,λαμβάνω,verb,e)/fh,φημί,verb,par',παρά,preposition,u(mw=n,σύ,pronoun,u(bristh\n,ὑβριστής,noun,kai\,καί,conjunction,bi/aion,βίαιος,adjective,a)podi/dwmi,ἀποδίδωμι,verb,u(mi=n,σύ,pronoun,e)pieikh=,ἐπιεικής,adjective,kai\,καί,conjunction,dhmotiko/n,δημοτικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(rou/fou,,,e)k,ἐκ,preposition,tou=,ὁ,article,*)epikth/tou,Ἐπίκτητος,proper,peri\,περί,preposition,fili/as,φιλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,panto\s,πᾶς,adjective,ma=llon,μᾶλλον,adverb,th=s,ὁ,article,me\n,μέν,particle,fu/sews,φύσις,noun,e)kei=no,ἐκεῖνος,pronoun,to\,ὁ,article,e)/rgon,ἔργον,noun,sundh=sai,συνδέομαι,verb,kai\,καί,conjunction,sunarmo/sai,συναρμόζω,verb,th\n,ὁ,article,o(rmh\n,ὁρμή,noun,th=|,ὁ,article,tou=,ὁ,article,prosh/kontos,προσήκω,verb,kai\,καί,conjunction,w)feli/mou,ὠφέλιμος,adjective,fantasi/a|,φαντασία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,au)tou=,αὐτοῦ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,oi)/esqai,οἴομαι,verb,eu)katafronh/tous,εὐκαταφρόνητος,adjective,toi=s,ὁ,article,a)/llois,ἄλλος,adjective,e)/sesqai,εἰμί,verb,e)a\n,ἐάν,conjunction,mh\,μή,conjunction,tou\s,ὁ,article,prw/tous,πρότερος,adjective,e)xqrou\s,ἐχθρός,adjective,panti\,πᾶς,adjective,tro/pw|,τρόπος,noun,bla/ywmen,βλάπτω,verb,sfo/dra,σφόδρα,adverb,a)gennw=n,ἀγεννής,adverb,kai\,καί,conjunction,a)noh/twn,ἀνόητος,adjective,a)nqrw/pwn,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fame\n,φημί,verb,ga\r,γάρ,particle,to\n,ὁ,article,eu)katafro/nhton,εὐκαταφρόνητος,adjective,noei=sqai,νοέω,verb,me\n,μέν,particle,kai\,καί,conjunction,kata\,κατά,preposition,to\,ὁ,article,a)du/naton,ἀδύνατος,adjective,ei)=nai,εἰμί,verb,bla/yai,βλάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,polu\,πολύς,adjective,ma=llon,μᾶλλον,adverb,noei=tai,νοέω,verb,kata\,κατά,preposition,to\,ὁ,article,a)du/naton,ἀδύνατος,adjective,ei)=nai,εἰμί,verb,w)felei=n,ὠφελέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(rou/fou,,,e)k,ἐκ,preposition,tw=n,ὁ,article,*)epikth/tou,Ἐπίκτητος,proper,peri\,περί,preposition,fili/as,φιλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,toiau/th,τοιοῦτος,adjective,h(,ὁ,article,tou=,ὁ,article,ko/smou,κόσμος,noun,fu/sis,φύσις,noun,kai\,καί,conjunction,h)=n,εἰμί,verb,kai\,καί,conjunction,e)/sti,εἰμί,verb,kai\,καί,conjunction,e)/stai,εἰμί,verb,kai\,καί,conjunction,ou)x,οὐ,adverb,oi(=o/n,οἷος,adjective,te,τε,particle,a)/llws,ἄλλως,adverb,gi/gnesqai,γίγνομαι,verb,ta\,ὁ,article,gigno/mena,γίγνομαι,verb,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,nu=n,νῦν,adverb,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(/ti,ὅστις,pronoun,tau/ths,οὗτος,pronoun,th=s,ὁ,article,troph=s,τροπή,noun,kai\,καί,conjunction,th=s,ὁ,article,metabolh=s,μεταβολεύς,noun,ou),οὐ,adverb,mo/non,μόνος,adjective,oi(,ὁ,article,a)/nqrwpoi,ἄνθρωπος,noun,meteilh/fasi,μεταλαμβάνω,verb,kai\,καί,conjunction,ta)=lla,ἄλλος,adjective,zw=|a,ζώιον,noun,ta\,ὁ,article,e)pi\,ἐπί,preposition,gh=s,γῆ,noun,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,ta\,ὁ,article,qei=a,θεῖος,adjective,kai\,καί,conjunction,nh\,νή,preposition,*di/',Δίη,proper,au)ta\,αὐτός,pronoun,ta\,ὁ,article,te/ttara,τέσσαρες,noun,stoixei=a,στοιχεῖον,noun,a)/nw,ἄνω,adverb,kai\,καί,conjunction,ka/tw,κάτος,adjective,tre/petai,τρέπω,verb,kai\,καί,conjunction,metaba/llei,μεταβάλλω,verb,kai\,καί,conjunction,gh=,γῆ,noun,te,τε,particle,u(/dwr,ὕδωρ,noun,gi/netai,γίγνομαι,verb,kai\,καί,conjunction,u(/dwr,ὕδωρ,noun,a)h/r,ἀήρ,adjective,ou(=tos,οὗτος,pronoun,de\,δέ,particle,pa/lin,πάλιν,adverb,ei)s,εἰς,preposition,ai)qe/ra,αἰθήρ,noun,metaba/llei,μεταβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,au)to\s,αὐτός,pronoun,tro/pos,τρόπος,noun,th=s,ὁ,article,metabolh=s,μεταβολεύς,noun,a)/nwqen,ἄνωθεν,adverb,ka/tw,κάτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,pro\s,πρός,preposition,tau=ta/,οὗτος,pronoun,tis,τις,pronoun,e)pixeirh=|,ἐπιχειρέω,verb,r(e/pein,ῥέπω,verb,to\n,ὁ,article,nou=n,νόος,adjective,kai\,καί,conjunction,pei/qein,πείθω,verb,e(auto\n,ἑαυτοῦ,pronoun,e(ko/nta,ἑκών,adjective,de/xesqai,δέχομαι,verb,ta\,ὁ,article,a)nagkai=a,ἀναγκαῖος,adjective,pa/nu,πάνυ,adverb,metri/ws,μέτριος,adjective,kai\,καί,conjunction,mousikw=s,μουσικός,adjective,diabiw/setai,διαβιόω,verb,to\n,ὁ,article,bi/on,βίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/neu,ἄνευ,preposition,tou=,ὁ,article,pra/ttein,πράσσω,verb,me/xri,μέχρι,preposition,tou=,ὁ,article,le/gein,λέγω,verb,a)/nqrwpe,ἄνθρωπος,noun,pou=,πού,adverb,ba/lleis,βάλλις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ske/yai,σκέπτομαι,verb,ei),εἰ,conjunction,keka/qartai,,,to\,ὁ,article,a)ggei=on,ἀγγεῖον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)\n,ἄν,particle,ga\r,γάρ,particle,ei)s,εἰς,preposition,th\n,ὁ,article,oi)/hsin,ὄις,noun,au)ta\,αὐτός,pronoun,ba/l,,,h|s,,,a)pw/leto,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,saph=|,σήπω,verb,ou)=ron,οὖρον,noun,h)\,ἠέ,conjunction,o)/cos,ὄξος,noun,e)ge/neto,γίγνομαι,verb,h)\,ἠέ,conjunction,ei)/,εἰ,conjunction,ti,τις,pronoun,tou/twn,οὗτος,pronoun,xei=ron,χείρων,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kunikw/teron,κυνικός,adjective,a)ne/xou,ἀναχώννυμι,verb,a)pe/xou,ἀπέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,tw=n,ὁ,article,*)arrianou=,Ἀρριανός,proper,protreptikw=n,προτρεπτικός,adjective,o(miliw=n,ὁμιλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,dh\,δή,particle,*swkra/ths,Σωκράτης,proper,*)arxela/ou,Ἀρχέλαος,proper,metapempome/nou,μεταπέμπω,verb,au)to\n,αὐτός,pronoun,w(s,ὡς,conjunction,poih/sontos,ποιέω,verb,plou/sion,πλούσιος,adjective,e)ke/leusen,κελεύω,verb,a)paggei=lai,ἀπαγγέλλω,verb,au)tw=|,αὐτός,pronoun,dio/ti,διότι,conjunction,*)aqh/nhsi,Ἀθήνευς,proper,te/ssare/s,τέσσαρες,noun,ei)si,εἰμί,verb,xoi/nikes,χοῖνιξ,noun,tw=n,ὁ,article,a)lfi/twn,ἄλφιτον,noun,o)bolou=,ὀβολός,noun,w)/nioi,ὤνιος,adjective,kai\,καί,conjunction,krh=nai,κρήνη,noun,u(/datos,ὕδωρ,noun,r(e/ousin,ῥέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga/r,γάρ,particle,toi,σύ,pronoun,mh\,μή,conjunction,i(kana\,ἱκανός,adjective,ta\,ὁ,article,o)/nta,εἰμί,verb,e)moi/,ἐγώ,pronoun,a)ll',ἀλλά,adverb,e)gw\,ἐγώ,pronoun,tou/tois,οὗτος,pronoun,i(kano\s,ἱκανός,adjective,kai\,καί,conjunction,ou(/tw,οὕτως,adverb,ka)kei=na,ἐκεῖνος,pronoun,e)moi/,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ou)x,οὐ,adverb,o(ra=|s,ὁράω,verb,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,eu)fwno/teron,εὔφωνος,adjective,ou)de\,οὐδέ,particle,h(/dion,ἡδύς,adjective,o(,ὁ,article,*pw=los,Πῶλος,proper,to\n,ὁ,article,tu/rannon,τύραννος,noun,*oi)di/poda,Οἰδίπους,proper,u(pekri/neto,ὑποκρίνομαι,verb,h)\,ἠέ,conjunction,to\n,ὁ,article,e)pi\,ἐπί,preposition,*kolwnw=|,Κολωνός,proper,a)lh/thn,ἀλήτης,adjective,kai\,καί,conjunction,ptwxo/n,πτωχός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,xei/rwn,χείρων,adverb,*pw/lou,Πῶλος,proper,o(,ὁ,article,gennai=os,γενναῖος,adjective,a)nh\r,ἀνήρ,noun,fanei=tai,φαίνω,verb,w(s,ὡς,conjunction,mh\,μή,conjunction,pa=n,πᾶς,adjective,to\,ὁ,article,periteqe\n,περιτίθημι,verb,e)k,ἐκ,preposition,tou=,ὁ,article,daimoni/ou,δαιμόνιον,noun,pro/swpon,πρόσωπον,noun,u(pokri/nasqai,ὑποκρίνομαι,verb,kalw=s,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,to\n,ὁ,article,*)odusse/a,Ὀδυσσεύς,proper,mimh/setai,μιμέομαι,verb,o(\s,ὅς,pronoun,kai\,καί,conjunction,e)n,ἐν,preposition,toi=s,ὁ,article,r(a/kesin,ῥάκος,adjective,ou)de\n,οὐδείς,pronoun,mei=on,μείων,adverb,die/prepen,διαπρέπω,verb,h)\,ἠέ,conjunction,e)n,ἐν,preposition,th=|,ὁ,article,ou)/lh|,οὖλος,adjective,xlai/nh|,χλαῖνα,noun,th=|,ὁ,article,porfura=|,πορφύρεος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*megalo/qumoi,μεγαλόθυμος,adjective,pra/|ws,πρᾶος,adjective,ei)si/,εἰμί,verb,tines,τις,pronoun,h(suxh=|,ἡσυχάω,verb,kai\,καί,conjunction,oi(=on,οἷος,adjective,a)orgh/tws,ἀόργητος,adjective,pra/ttontes,πράσσω,verb,o(/sa,ὅσος,adjective,kai\,καί,conjunction,oi(,ὁ,article,sfo/dra,σφόδρα,adverb,tw=|,ὁ,article,qumw=|,θυμός,noun,fero/menoi,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulakte/on,φυλακτέος,adjective,ou)=n,οὖν,particle,kai\,καί,conjunction,to\,ὁ,article,tou/twn,οὗτος,pronoun,a)ble/pthma,ἀβλέπτημα,noun,w(s,ὡς,conjunction,polu\,πολύς,adjective,xei=ron,χείρων,adverb,o)\n,εἰμί,verb,tou=,ὁ,article,diateino/menon,διατείνω,verb,o)rgi/zesqai,ὀργίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,taxu\,ταχύς,adjective,ko/ron,κόρος,noun,th=s,ὁ,article,timwri/as,τιμωρία,noun,lamba/nousin,λαμβάνω,verb,oi(,ἕ,pronoun,de\,δέ,particle,ei)s,εἰς,preposition,makro\n,μακρός,adjective,paratei/nousin,παρατείνω,verb,w(s,ὡς,conjunction,oi(,ὁ,article,leptw=s,λεπτός,adjective,pure/ttontes,πυρέσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,tw=n,ὁ,article,*)epikth/tou,Ἐπίκτητος,proper,a)pomnhmoneuma/twn,ἀπομνημόνευμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
