word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/lemma/@_entry,word/12/lemma/@_POS,word/19/lemma/@_entry,word/19/lemma/@_POS,word/34/lemma/@_entry,word/34/lemma/@_POS,word/36/lemma/@_entry,word/36/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/45/lemma/@_entry,word/45/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS
o(,ὁ,article,d',δέ,particle,ou)damw=s,οὐδαμός,adverb,th=s,ὁ,article,a)gerwxi/as,ἀγερωχία,noun,e)/lhgen,e)/ti,ἔτι,adverb,de\,δέ,particle,kai\,καί,conjunction,th=s,ὁ,article,u(perhfani/as,ὑπερηφανία,noun,e)peplh/rwto,pu=r,pne/wn,πνέω,verb,toi=s,ὁ,article,qumoi=s,θυμός,noun,e)pi\,ἐπί,preposition,tou\s,ὁ,article,*ioudai/ous,,,kai\,keleu/wn,κελεύω,verb,e)pocu/nein,ἐποξύνω,verb,th\n,ὁ,article,porei/an,πορεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λήγω,verb,ἐπιπληρόω,verb,πῦρ,noun,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,
sune/bh,συμβαίνω,verb,de\,δέ,particle,kai\,καί,conjunction,pesei=n,πίπτω,verb,au)to\n,αὐτός,pronoun,a)po\,tou=,ὁ,article,a(/rmatos,ἅρμα,noun,ferome/nou,φέρω,verb,r(oi/zw|,ῥοῖζος,noun,kai\,καί,conjunction,dusxerei=,ptw/mati,peripeso/nta,περιπίπτω,verb,pa/nta,πᾶς,adjective,ta\,ὁ,article,me/lh,μέλη,noun,tou=,ὁ,article,sw/matos,σῶμα,adjective,a)postreblou=sqai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀπό,preposition,δυσχερής,adverb,πτῶμα,noun,ἀποστρεβλόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,a)/rti,ἄρτι,adverb,dokw=n,δοκάζω,verb,toi=s,ὁ,article,th=s,qala/sshs,θάλασσα,noun,ku/masin,κῦμα,noun,e)pita/ssein,ἐπιτάσσω,verb,dia\,διά,preposition,th\n,ὁ,article,u(pe\r,a)/nqrwpon,a)lazonei/an,ἀλαζονεία,noun,kai\,καί,conjunction,pla/stiggi,πλάστιγξ,noun,ta\,ὁ,article,tw=n,ὁ,article,o)re/wn,ὄρος,adjective,oi)o/menos,u(/yh,ὕψος,noun,sth/sein,ἵστημι,verb,kata\,κατά,preposition,gh=n,γῆ,noun,geno/menos,γίγνομαι,verb,e)n,ἐν,preposition,forei/w|,φορεῖον,noun,parekomi/zeto,παρακομίζω,verb,fanera\n,φανερός,adjective,tou=,ὁ,article,qeou=,θεός,noun,pa=sin,πᾶς,adjective,th\n,ὁ,article,du/namin,δύναμις,adjective,e)ndeiknu/menos,w(/ste,ὥστε,conjunction,kai\,e)k,ἐκ,preposition,tou=,sw/matos,σῶμα,adjective,tou=,ὁ,article,dussebou=s,δυσσεβής,adverb,skw/lhkas,σκώληξ,noun,a)nazei=n,ἀναζάω,verb,kai\,καί,conjunction,zw=ntos,e)n,ἐν,preposition,o)du/nais,ὀδύνη,noun,kai\,καί,conjunction,a)lghdo/sin,ἀλγηδών,noun,ta\s,ὁ,article,sa/rkas,σάρξ,adjective,au)tou=,αὐτός,pronoun,diapi/ptein,διαπίπτω,verb,u(po\,ὑπό,preposition,de\,δέ,particle,th=s,ὁ,article,o)smh=s,ὀσμή,noun,au)tou=,αὐτός,pronoun,pa=n,πᾶς,adjective,to\,ὁ,article,strato/pedon,στρατόπεδον,noun,baru/nesqai,βαρύνω,verb,th\n,ὁ,article,sapri/an,σαπρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ὑπέρ,preposition,ἄνθρωπος,noun,οἴομαι,verb,ἐνδείκνυμι,verb,καί,conjunction,ὁ,article,ζάω,verb,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\n,ὁ,article,mikrw=|,μικρός,adjective,pro/teron,πρότερος,adjective,tw=n,ὁ,article,ou)rani/wn,a)/strwn,ἄστρον,noun,a(/ptesqai,ἅπτω,verb,dokou=nta,δοκέω,verb,parakomi/zein,παρακομίζω,verb,ou)dei\s,οὐδείς,pronoun,e)du/nato,dia\,to\,ὁ,article,th=s,ὁ,article,o)smh=s,ὀσμή,noun,a)fo/rhton,ἀφόρητος,adjective,ba/ros,βάρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὐράνιος,adjective,δύναμαι,verb,διά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ntau=qa,ἐνταῦθα,adverb,ou)=n,οὖν,particle,h)/rcato,ἄρχω,verb,to\,ὁ,article,polu\,πολύς,adjective,th=s,u(perhfani/as,ὑπερηφανία,noun,lh/gein,λήγω,verb,teqrausme/nos,θραύω,verb,kai\,καί,conjunction,ei)s,εἰς,preposition,e)pi/gnwsin,e)/rxesqai,qei/a|,θεῖος,adjective,ma/stigi,μάστιξ,noun,kata\,κατά,preposition,stigmh\n,στιγμή,noun,e)piteino/menos,ἐπιτείνω,verb,tai=s,ὁ,article,a)lghdo/sin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἐπίγνωσις,noun,ἔρχομαι,verb,ἀλγηδών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mhde\,μηδέ,particle,th=s,ὁ,article,o)smh=s,ὀσμή,noun,au)tou=,αὐτός,pronoun,duna/menos,a)ne/xesqai,ἀνέχω,verb,tau=t,,,e)/fh,φημί,verb,*di/kaion,Δίκαιος,proper,u(pota/ssesqai,ὑποτάσσω,verb,tw=|,qew=|,kai\,καί,conjunction,mh\,μή,conjunction,qnhto\n,θνητός,adjective,o)/nta,εἰμί,verb,i)so/qea,ἰσόθεος,adjective,fronei=n,φρονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δύναμαι,verb,ὁ,article,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hu)/xeto,εὔχομαι,verb,de\,δέ,particle,o(,ὁ,article,miaro\s,μιαρός,adjective,pro\s,πρός,preposition,to\n,ou)ke/ti,οὐκέτι,adverb,au)to\n,αὐτός,pronoun,e)leh/sonta,ἐλεάω,verb,despo/thn,δεσπότης,adjective,ou(/tws,οὕτως,adverb,le/gwn,th\n,me\n,μέν,particle,a(gi/an,ἅγιος,adjective,po/lin,πόλις,adjective,h(\n,ὅς,pronoun,speu/dwn,σπεύδω,verb,paregi/neto,παραγίγνομαι,verb,i)so/pedon,poih=sai,ποιέω,verb,kai\,καί,conjunction,polua/ndrion,πολυάνδριον,noun,oi)kodomh=sai,οἰκοδομέω,verb,e)leuqe/ran,ἐλεύθερος,adjective,a)nadei=cai,ἀναδείκνυμι,verb,tou\s,ὁ,article,de\,δέ,particle,*ioudai/ous,,,ou(\s,ὅς,pronoun,diegnw/kei,διαγιγνώσκω,verb,mhde\,μηδέ,particle,tafh=s,ταφεύς,noun,a)ciw=sai,ἀξιάω,verb,oi)wnobrw/tous,de\,δέ,particle,su\n,toi=s,ὁ,article,nhpi/ois,e)kri/yein,ἐκρίπτω,verb,qhri/ois,θηρίον,noun,pa/ntas,πᾶς,adjective,au)tou\s,αὐτός,pronoun,i)/sous,ἴσος,adjective,*)aqhnai/ois,Ἀθήναια,proper,poih/sein,o(\n,ὅς,pronoun,de\,δέ,particle,pro/teron,πρότερος,adjective,e)sku/leusen,σκυλεύω,verb,a(/gion,ἅγιος,adjective,new\,ναός,noun,kalli/stois,καλός,noun,a)naqh/masin,ἀνάθημα,noun,kosmh/sein,κοσμέω,verb,kai\,καί,conjunction,ta\,ὁ,article,i(era\,ἱερός,adjective,skeu/h,σκεῦος,noun,polupla/sia,πολυπλάσιος,adjective,pa/nta,πᾶς,adjective,a)podw/sein,ἀποδίδωμι,verb,ta\s,ὁ,article,de\,δέ,particle,e)piballou/sas,ἐπιβάλλω,verb,pro\s,πρός,preposition,ta\s,ὁ,article,qusi/as,θυσία,noun,sunta/ceis,συντάσσω,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,i)di/wn,ἴδιος,adjective,proso/dwn,πρόσοδος,noun,xorhgh/sein,χορηγέω,verb,pro\s,πρός,preposition,de\,δέ,particle,tou/tois,οὗτος,pronoun,kai\,καί,conjunction,*ioudai=on,,,e)/sesqai,εἰμί,verb,kai\,καί,conjunction,pa/nta,πᾶς,adjective,to/pon,τόπος,noun,oi)khto\n,οἰκητός,adjective,e)peleu/sesqai,ἐπέρχομαι,verb,katagge/llonta,καταγγέλλω,verb,to\,ὁ,article,tou=,ὁ,article,qeou=,θεός,noun,kra/tos,κράτος,noun,,,,,,,,,,,,,ὁ,article,λέγω,verb,ὁ,article,ἰσόπεδον,noun,οἰωνόβρωτος,adjective,σύν,preposition,νήπιος,adjective,ποιέω,verb,,,,,,,,,,,,,,,,,,
ou)damw=s,οὐδαμός,adverb,de\,δέ,particle,lhgo/ntwn,λήγω,verb,tw=n,ὁ,article,po/nwn,πόνος,noun,e)pelhlu/qei,ga\r,γάρ,particle,e)p',ἐπί,preposition,au)to\n,αὐτός,pronoun,dikai/a,δίκαιος,adjective,h(,ὁ,article,tou=,qeou=,kri/sis,κρίσις,adjective,ta\,ὁ,article,kat',κατά,preposition,au)to\n,αὐτός,pronoun,a)pelpi/sas,ἀπελπίζω,verb,e)/grayen,γράφω,verb,pro\s,tou\s,ὁ,article,*ioudai/ous,,,th\n,ὁ,article,u(pogegramme/nhn,ὑπογράφω,verb,e)pistolh\n,ἐπιστολή,noun,i(kethri/as,ἱκετήριος,adjective,ta/cin,τάξις,noun,e)/xousan,ἔχω,verb,perie/xousan,περιέχω,verb,de\,δέ,particle,ou(/tws,οὕτως,adverb,*toi=s,ὁ,article,xrhstoi=s,χρηστός,adjective,*ioudai/ois,,,toi=s,poli/tais,πολίτης,noun,polla\,xai/rein,χαίρω,verb,kai\,u(giai/nein,ὑγιαίνω,verb,kai\,καί,conjunction,eu)=,εὖ,adverb,pra/ttein,πράσσω,verb,basileu\s,βασιλεύς,noun,kai\,καί,conjunction,strathgo\s,*)anti/oxos,Ἀντίοχος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐπέρχομαι,verb,ὁ,article,θεός,noun,πρός,preposition,ὁ,article,πολύς,adjective,καί,conjunction,στρατηγός,noun,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,e)/rrwsqe,ῥώννυμι,verb,kai\,καί,conjunction,ta\,ὁ,article,te/kna,τέκνον,noun,kai\,ta\,ὁ,article,i)/dia,ἴδιος,adjective,kata\,κατά,preposition,gnw/mhn,γνώμη,noun,e)sti\n,εἰμί,verb,u(mi=n,ei)s,ou)rano\n,οὐρανός,noun,th\n,ὁ,article,e)lpi/da,ἐλπίς,noun,e)/xwn,ἔχω,verb,u(mw=n,σύ,pronoun,th\n,ὁ,article,timh\n,kai\,καί,conjunction,th\n,ὁ,article,eu)/noian,εὔνοια,noun,e)mnhmo/neuon,μνημονεύω,verb,filosto/rgws,φιλόστοργος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,σύ,pronoun,εἰς,preposition,τιμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pana/gwn,ἐπανάγω,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,kata\,κατά,preposition,th\n,ὁ,article,*persi/da,to/pwn,τόπος,noun,kai\,καί,conjunction,peripesw\n,περιπίπτω,verb,a)sqenei/a|,ἀσθένεια,noun,dusxe/reian,δυσχέρεια,noun,e)xou/sh|,a)nagkai=on,h(ghsa/mhn,ἁγέομαι,verb,fronti/sai,φροντίζω,verb,th=s,ὁ,article,koinh=s,κοινός,adjective,pa/ntwn,πᾶς,adjective,a)sfalei/as,ἀσφάλεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Περσίς,proper,ἔχω,verb,ἀναγκαῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,a)poginw/skwn,ἀπογιγνώσκω,verb,ta\,ὁ,article,kat',κατά,preposition,e)mauto/n,ἐμαυτοῦ,pronoun,a)lla\,e)/xwn,ἔχω,verb,pollh\n,πολύς,adjective,e)lpi/da,ἐλπίς,noun,e)kfeu/cesqai,ἐκφεύγω,verb,th\n,ὁ,article,a)sqe/neian,qewrw=n,de\,δέ,particle,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,o(,ὁ,article,path/r,πατήρ,noun,kaq',κατά,preposition,ou(\s,kairou\s,καιρός,noun,ei)s,εἰς,preposition,tou\s,ὁ,article,a)/nw,ἄνω,adverb,to/pous,τόπος,noun,e)stratope/deusen,στρατοπεδεύω,verb,a)ne/deicen,ἀναδείκνυμι,verb,to\n,ὁ,article,diadeca/menon,διαδέχομαι,verb,o(/pws,ὅπως,conjunction,e)a/n,ἐάν,conjunction,ti,τις,pronoun,para/docon,παράδοξος,adjective,a)pobai/nh|,ἀποβαίνω,verb,h)\,kai\,καί,conjunction,prosaggelqh=|,ti,τις,pronoun,dusxere/s,ei)do/tes,οἶδα,verb,oi(,ἕ,pronoun,kata\,κατά,preposition,th\n,ὁ,article,xw/ran,χώρα,noun,w(=|,ὅς,pronoun,katale/leiptai,ta\,ὁ,article,pra/gmata,πρᾶγμα,noun,mh\,μή,conjunction,e)pitara/sswntai,ἐπιταράσσω,verb,pro\s,πρός,preposition,de\,δέ,particle,tou/tois,οὗτος,pronoun,katanow=n,κατανοέω,verb,tou\s,ὁ,article,parakeime/nous,παράκειμαι,verb,duna/stas,δυνάστης,noun,kai\,καί,conjunction,geitniw=ntas,γειτνιάω,verb,th=|,ὁ,article,basilei/a|,βασιλεία,noun,toi=s,ὁ,article,kairoi=s,καιρός,noun,e)pe/xontas,ἐπέχω,verb,kai\,καί,conjunction,prosdokw=ntas,προσδοκάω,verb,to\,ὁ,article,a)pobhso/menon,ἀποβαίνω,verb,a)nade/deixa,ἀναδείκνυμι,verb,to\n,ὁ,article,ui(o\n,υἱός,noun,*)anti/oxon,Ἀντίοχος,proper,basile/a,βασιλεύς,noun,o(\n,ὅς,pronoun,polla/kis,πολλάκις,adverb,a)natre/xwn,ἀνατρέχω,verb,ei)s,εἰς,preposition,ta\s,ὁ,article,e)pa/nw,ἐπάνω,adverb,satrapei/as,σατραπεία,noun,toi=s,ὁ,article,plei/stois,πλεῖστος,adjective,u(mw=n,σύ,pronoun,parekatetiqe/mhn,,,kai\,καί,conjunction,suni/stwn,σύνοιδα,verb,ge/grafa,γράφω,verb,de\,δέ,particle,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,ta\,ὁ,article,u(pogegramme/na,ὑπογράφω,verb,,,,,,,ἀλλά,adverb,ἀσθένεια,noun,θεωρέω,verb,ὅς,pronoun,ἠέ,conjunction,προσαγγέλλω,verb,δυσχερής,adverb,καταλιμπάνω,verb,,,,,,,,,,,,,,,,,,
parakalw=,παρακαλέω,verb,ou)=n,οὖν,particle,u(ma=s,σύ,pronoun,kai\,καί,conjunction,a)ciw=,ἀξιάω,verb,memnhme/nous,tw=n,ὁ,article,eu)ergesiw=n,εὐεργεσία,noun,koinh=|,κοινῇ,adverb,kai\,καί,conjunction,kat',κατά,preposition,i)di/an,e(/kaston,sunthrei=n,συντηρέω,verb,th\n,ὁ,article,ou)=san,εἰμί,verb,eu)/noian,εὔνοια,noun,ei)s,εἰς,preposition,e)me\,ἐγώ,pronoun,kai\,to\n,ὁ,article,ui(o/n,υἱός,noun,pe/peismai,πείθω,verb,ga\r,γάρ,particle,au)to\n,αὐτός,pronoun,e)pieikw=s,ἐπιεικής,adjective,kai\,καί,conjunction,filanqrw/pws,φιλάνθρωπος,adjective,parakolouqou=nta,παρακολουθέω,verb,th=|,ὁ,article,e)mh=|,ἐμός,adjective,proaire/sei,προαίρεσις,noun,sumperienexqh/sesqai,συμπεριφέρω,verb,u(mi=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μιμνήσκω,verb,ἴδιος,adjective,ἕκαστος,adjective,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,
*(o,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,a)ndrofo/nos,ἀνδροφόνος,adjective,kai\,καί,conjunction,bla/sfhmos,ta\,ὁ,article,xei/rista,χείριστος,adjective,paqw/n,πάσχω,verb,w(s,ὡς,conjunction,e(te/rous,ἕτερος,adjective,die/qhken,e)pi\,ce/nhs,ξένος,noun,e)n,ἐν,preposition,toi=s,ὁ,article,o)/resin,ὄρος,adjective,oi)kti/stw|,οἴκτιστος,adjective,mo/rw|,μόρον,noun,kate/streyen,to\n,ὁ,article,bi/on,βίος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βλάσφημος,adjective,διατίθημι,verb,ἐπί,preposition,καταστρέφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,
