word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/4/lemma/@_entry,word/4/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS
e)a\n,ἐάν,conjunction,de\,δέ,particle,mh\,μή,conjunction,ei)sba/lwsi,εἰσβάλλω,verb,mei/nantes,e)pi\,ἐπί,preposition,kuni\,κύων,noun,h(me/ras,ἡμέρα,noun,de/ka,δέκα,verb,e)n,ἐν,preposition,*(ellhspo/ntw|,Ἑλλήσποντος,proper,μένω,verb,e)celo/menoi,ἐξαιρέω,verb,o(/pou,ὅπου,adverb,a)\n,ἄν,particle,mh\,μή,conjunction,su=lai,σύλη,noun,w)=sin,εἰμί,verb,*)aqhnai/ois,Ἀθήναια,proper,kai\,καί,conjunction,e)nteu=qen,ἐντεῦθεν,adverb,katapleu/santes,καταπλέω,verb,*)aqh/naze,Ἀθήναζε,adverb,tou\s,ὁ,article,to/kous,τόκος,noun,a)podo/ntwn,ἀποδίδωμι,verb,tou\s,ὁ,article,pe/rusi,πέρυσι,adverb,grafe/ntas,γράφω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,suggrafh/n,συγγραφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,de/,δέ,particle,ti,τις,pronoun,h(,ὁ,article,nau=s,pa/qh|,πάσχω,verb,a)nh/keston,ἀνήκεστος,adjective,e)n,ἐν,preposition,h(=|,ὅς,pronoun,a)\n,ἄν,particle,ple/h|,πλέω,verb,ναῦς,noun,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,swthri/a,σωτηρία,noun,d',δέ,particle,e)/stai,εἰμί,verb,tw=n,ὁ,article,u(pokeime/nwn,ὑπόκειμαι,verb,ta\,ὁ,article,perigeno/mena,περιγίγνομαι,verb,koina\,κοινός,adjective,e)/stw,εἰμί,verb,toi=s,ὁ,article,danei/sasin,δανείζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuriw/teron,κύριος,adjective,de\,δέ,particle,peri\,περί,preposition,tou/twn,οὗτος,pronoun,a)/llo,mhde\n,μηδείς,pronoun,ei)=nai,εἰμί,verb,th=s,ὁ,article,suggrafh=s,συγγραφεύς,noun,,,,,,,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*formi/wn,Φορμίων,proper,*peiraieu/s,Πειραιεύς,proper,*khfiso/dotos,Κηφισόδοτος,proper,*boiw/tios,Βοιώτιος,proper,*(hlio/dwros,*piqeu/s,,,,,,,,,,,,,,,,,,Ἡλιόδωρος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/ge,λέγω,verb,dh\,δή,particle,kai\,καί,conjunction,ta\s,ὁ,article,marturi/as,,,,,,,,,,,,,,,,,,,μαρτυρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)arxenomi/dhs,,,*)arxeda/mantos,,,*)anagura/sios,Ἀναγυράσιος,proper,marturei=,μαρτύρομαι,verb,sunqh/kas,par',παρά,preposition,e(autw=|,ἑαυτοῦ,pronoun,kataqe/sqai,κατατίθημι,verb,*)androkle/a,Ἀνδροκλέης,proper,*sfh/ttion,Σφήττιος,proper,*nausikra/thn,Ναυσικράτης,proper,συνθήκη,noun,*karu/stion,Καρύστιος,proper,*)arte/mwna,Ἀρτέμων,proper,*)apollo/dwron,Ἀπολλόδωρος,proper,*fashli/tas,,,kai\,καί,conjunction,ei)=nai,εἰμί,verb,par',παρά,preposition,e(autw=|,ἑαυτοῦ,pronoun,e)/ti,ἔτι,adverb,keime/nhn,κεῖμαι,verb,th\n,ὁ,article,suggrafh/n,συγγραφή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/ge,λέγω,verb,dh\,δή,particle,kai\,καί,conjunction,th\n,ὁ,article,tw=n,paragenome/nwn,παραγίγνομαι,verb,marturi/an,μαρτυρία,noun,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*qeo/dotos,Θεόδοτος,proper,i)sotelh/s,ἰσοτελής,adjective,*xari=nos,,,*)epixa/rous,Ἐπιχάρης,proper,*leukonoeu/s,*formi/wn,Φορμίων,proper,*kthsifw=ntos,Κτησιφῶν,proper,*peiraieu/s,Πειραιεύς,proper,*khfiso/dotos,Κηφισόδοτος,proper,*boiw/tios,Βοιώτιος,proper,*(hlio/dwros,Ἡλιόδωρος,proper,,,*piqeu\s,,,marturou=si,μαρτύρομαι,verb,parei=nai,πάρειμι,verb,o(/t',ὅτε,conjunction,e)da/neisen,δανείζω,verb,*)androklh=s,Ἀνδροκλέης,proper,*)apollodw/rw|,Ἀπολλόδωρος,proper,kai\,καί,conjunction,*)arte/mwni,Ἀρτέμων,proper,a)rguri/ou,ἀργύριον,adjective,trisxili/as,τρισχίλιοι,adjective,draxma/s,δραχμή,noun,kai\,καί,conjunction,ei)de/nai,οἶδα,verb,th\n,ὁ,article,suggrafh\n,συγγραφή,noun,kataqeme/nous,κατατίθημι,verb,para\,παρά,preposition,*)arxenomi/dh|,,,*)anagurasi/w|,Ἀναγυράσιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata\,κατά,preposition,th\n,ὁ,article,suggrafh\n,συγγραφή,noun,tau/thn,οὗτος,pronoun,w)=,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,e)da/neisa,δανείζω,verb,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,*)arte/mwni,Ἀρτέμων,proper,ὦ,interjection,tw=|,ὁ,article,tou/tou,οὗτος,pronoun,a)delfw=|,ἀδελφός,adjective,keleu/ontos,κελεύω,verb,tou/tou,οὗτος,pronoun,kai\,καί,conjunction,a)nadexome/nou,ἀναδέχομαι,verb,a(/panta,ἅπας,adjective,e)/sesqai/,εἰμί,verb,moi,ἐγώ,pronoun,ta\,ὁ,article,di/kaia,δίκαιος,adjective,kata\,κατά,preposition,th\n,ὁ,article,suggrafh/n,συγγραφή,noun,kaq',κατά,preposition,h(\n,ὅς,pronoun,e)da/neisa,δανείζω,verb,tou/tou,οὗτος,pronoun,au)tou=,αὐτός,pronoun,gra/fontos,γράφω,verb,kai\,καί,conjunction,susshmhname/nou,συσσημαίνομαι,verb,e)peidh\,ἐπεί,conjunction,e)gra/fh,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,a)delfoi\,ἀδελφός,adjective,oi(,tou/tou,οὗτος,pronoun,e)/ti,ἔτι,adverb,new/teroi,νέος,adjective,h)=san,εἰμί,verb,meira/kia,μειράκιον,noun,komidh=|,κομιδῇ,adverb,ἕ,pronoun,ou(tosi\,οὗτος,pronoun,de\,δέ,particle,*la/kritos,Λάκριτος,proper,*fashli/ths,,,me/ga,μέγας,adverb,pra=gma,πρᾶγμα,noun,*)isokra/tous,Ἰσοκράτης,proper,maqhth/s,μαθητής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=tos,οὗτος,pronoun,h)=n,εἰμί,verb,o(,ὁ,article,pa/nta,πᾶς,adjective,dioikw=n,kai\,καί,conjunction,e(autw=|,ἑαυτοῦ,pronoun,me,ἐγώ,pronoun,to\n,ὁ,article,nou=n,νόος,adjective,prose/xein,προσέχω,verb,διοικέω,verb,e)ke/leuen,κελεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,ga\r,γάρ,particle,e)/fh,φημί,verb,poih/sein,ποιέω,verb,moi,ta\,ὁ,article,di/kaia,δίκαιος,adjective,a(/panta,ἅπας,adjective,kai\,καί,conjunction,e)pidhmh/sein,ἐπιδημέω,verb,*)aqh/nhsin,Ἀθήνησιν,adverb,ἐγώ,pronoun,to\n,ὁ,article,de\,δέ,particle,a)delfo\n,ἀδελφός,adjective,to\n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,*)arte/mwna,Ἀρτέμων,proper,pleu/sesqai,πλέω,verb,e)pi\,ἐπί,preposition,toi=s,ὁ,article,xrh/masin,χρῆμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to/te,τότε,adverb,me/n,μέν,particle,w)=,ὦ,interjection,a)/ndres,dikastai/,δικαστής,noun,o(/t',ὅτε,conjunction,e)bou/leto,βούλομαι,verb,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,labei=n,λαμβάνω,verb,ἀνήρ,noun,par',παρά,preposition,h(mw=n,ἐγώ,pronoun,kai\,καί,conjunction,a)delfo\s,ἀδελφός,adjective,e)/fh,φημί,verb,ei)=nai,εἰμί,verb,kai\,καί,conjunction,koinwno\s,κοινωνός,noun,tou=,ὁ,article,*)arte/mwnos,Ἀρτέμων,proper,kai\,καί,conjunction,lo/gous,λόγος,noun,qaumasi/ws,θαυμάσιος,adjective,w(s,ὡς,conjunction,piqanou\s,πιθανός,adjective,e)/legen,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peidh\,ἐπεί,conjunction,de\,δέ,particle,ta/xista,τάχιστος,adjective,e)gkratei=s,ἐγκρατής,adjective,e)ge/nonto,tou=,ὁ,article,a)rguri/ou,ἀργύριον,adjective,tou=to,οὗτος,pronoun,me\n,μέν,particle,dienei/manto,διανέμω,verb,kai\,καί,conjunction,γίγνομαι,verb,e)xrw=nto,χράομαι,verb,o(/,ὅς,pronoun,ti,τις,pronoun,e)do/kei,δοκέω,verb,tou/tois,οὗτος,pronoun,kata\,κατά,preposition,de\,δέ,particle,th\n,ὁ,article,suggrafh\n,συγγραφή,noun,th\n,ὁ,article,nautikh/n,ναυτικός,adjective,kaq',κατά,preposition,h(\n,ὅς,pronoun,e)/labon,λαμβάνω,verb,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,ou)/te,οὔτε,adverb,me/ga,μέγας,adverb,ou)/te,οὔτε,adverb,mikro\n,μικρός,adjective,e)/pratton,πράσσω,verb,w(s,ὡς,conjunction,au)to\,αὐτός,pronoun,to\,ὁ,article,e)/rgon,ἔργον,noun,e)dh/lwsen,δηλόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(tosi\,οὗτος,pronoun,de\,δέ,particle,*la/kritos,Λάκριτος,proper,a(pa/ntwn,ἅπας,adjective,h)=n,tou/twn,οὗτος,pronoun,o(,ὁ,article,e)chghth/s,ἐξηγητής,noun,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaq',κατά,preposition,e(/kaston,ἕκαστος,adjective,de\,δέ,particle,tw=n,ὁ,article,gegramme/nwn,e)n,ἐν,preposition,th=|,ὁ,article,suggrafh=|,συγγραφεύς,noun,e)pidei/cw,ἐπιδείκνυμι,verb,tou/tous,οὗτος,pronoun,ou)d',οὐδέ,particle,γράφω,verb,o(tiou=n,ὁτιοῦν,adverb,pepoihko/tas,ποιέω,verb,u(gie/s,ὑγιής,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
