word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/21/lemma/@_entry,word/21/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS
a)fe/ntas,ἀφίημι,verb,me\n,μέν,particle,ga\r,γάρ,particle,tou=ton,οὗτος,pronoun,protre/yein,προτρέπω,verb,kai\,καί,conjunction,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,e)a\n,ἐάν,conjunction,d',δέ,particle,a)ne/lwsin,ἀναιρέω,verb,para/deigma,παράδειγμα,noun,poih/sein,ποιέω,verb,a(/pasin,ἅπας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/per,ὅσπερ,adjective,kai\,καί,conjunction,sune/pesen,συμπίτνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)poqano/ntos,ἀποθνήσκω,verb,ga\r,γάρ,particle,ou)dei\s,οὐδείς,pronoun,pw/pote,πώποτε,adverb,u(/steron,ὕστερος,adjective,e)mnhsika/khsen,μνησικακέω,verb,a)lla\,ἀλλά,adverb,dokou=sin,δοκέω,verb,ka/llista,κάλλιστα,adverb,dh\,δή,particle,kai\,καί,conjunction,politikw/tata,πολιτικός,adjective,a(pa/ntwn,ἅπας,adjective,kai\,καί,conjunction,i)di/a|,ἴδιος,adjective,kai\,καί,conjunction,koinh=|,κοινῇ,adverb,xrh/sasqai,χράω,verb,tai=s,ὁ,article,progegenhme/nais,προγίγνομαι,verb,sumforai=s,συμφορά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,mo/non,μόνος,adjective,ta\s,ὁ,article,peri\,περί,preposition,tw=n,ὁ,article,prote/rwn,πρότερος,adjective,ai)ti/as,αἰτία,noun,e)ch/leiyan,ἐξαλείφω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,*lakedaimoni/ois,Λακεδαιμόνιος,proper,a(\,ὅς,pronoun,oi(,ὁ,article,tria/konta,τριάκοντα,noun,pro\s,πρός,preposition,to\n,ὁ,article,po/lemon,πόλεμος,noun,e)/labon,λαμβάνω,verb,a)pe/dosan,koinh=|,κοινῇ,adverb,keleuousw=n,κελεύω,verb,tw=n,ὁ,article,sunqhkw=n,συνθήκη,noun,e(kate/rous,ἑκάτερος,adjective,a)podido/nai,ἀποδίδωμι,verb,xwri/s,χωρίς,adverb,tou/s,ὁ,article,ἀποδίδωμι,verb,t',τε,particle,e)k,ἐκ,preposition,tou=,ὁ,article,a)/stews,ἄστυ,noun,kai\,καί,conjunction,tou\s,ὁ,article,e)k,ἐκ,preposition,tou=,ὁ,article,*peiraie/ws,Πειραιεύς,proper,h(gou/menoi,ἡγέομαι,verb,tou=to,οὗτος,pronoun,prw=ton,πρότερος,adjective,a)/rxein,ἄρχω,verb,dei=n,δέω,verb,th=s,ὁ,article,o(monoi/as,ὁμόνοια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,tai=s,ὁ,article,a)/llais,ἄλλος,adjective,po/lesin,πόλις,adjective,ou)x,οὐ,adverb,oi(=on,οἷος,adjective,e)/ti,ἔτι,adverb,prostiqe/asin,προστίθημι,verb,tw=n,ὁ,article,oi)kei/wn,οἰκεῖος,adjective,oi(,ὁ,article,dh=moi,δῆμος,noun,krath/santes,κρατέω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,th\n,ὁ,article,xw/ran,χώρα,noun,a)na/daston,ἀνάδαστος,adjective,poiou=sin,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dielu/qhsan,διαλύω,verb,de\,δέ,particle,kai\,καί,conjunction,pro\s,πρός,preposition,tou\s,ὁ,article,e)n,ἐν,preposition,*)eleusi=ni,Ἐλευσίς,proper,katoikh/santas,κατοικέω,verb,e)/tei,ἔτος,noun,tri/tw|,τρίτος,adjective,meta\,μετά,preposition,th\n,ὁ,article,e)coi/khsin,ἐξοίκησις,noun,e)pi\,ἐπί,preposition,*cenaine/tou,Ξεναίνετος,proper,a)/rxontos,ἄρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,e)n,ἐν,preposition,toi=s,ὁ,article,u(/steron,ὕστερος,adjective,sune/bh,συμβαίνω,verb,gene/sqai,γίγνομαι,verb,kairoi=s,καιρός,noun,to/te,τότε,adverb,de\,δέ,particle,ku/rios,κῦρος,noun,o(,ὁ,article,dh=mos,δῆμος,noun,geno/menos,γίγνομαι,verb,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,e)nesth/sato,ἐνίστημι,verb,th\n,ὁ,article,nu=n,νῦν,adverb,ou)=san,εἰμί,verb,politei/an,e)pi\,ἐπί,preposition,*puqodw/rou,Πυθόδωρος,proper,me\n,μέν,particle,a)/rxontos,ἄρχω,verb,dokou=ntos,δοκέω,verb,de\,δέ,particle,dikai/ws,δίκαιος,adjective,tou=,ὁ,article,πολιτεία,noun,dh/mou,δῆμος,noun,labei=n,λαμβάνω,verb,th\n,ὁ,article,politei/an,πολιτεία,noun,dia\,διά,preposition,to\,ὁ,article,poih/sasqai,ποιέω,verb,th\n,ὁ,article,ka/qodon,κάθοδος,noun,di',διά,preposition,au(tou=,ἑαυτοῦ,pronoun,to\n,ὁ,article,dh=mon,δῆμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,de\,δέ,particle,tw=n,ὁ,article,metabolw=n,μεταβολή,noun,e(ndeka/th,ἑνδέκατος,adjective,to\n,ὁ,article,a)riqmo\n,ἀριθμός,adjective,au(/th,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw/th,πρότερος,adjective,me\n,μέν,particle,ga\r,γάρ,particle,e)ge/neto,γίγνομαι,verb,meta/stasis,μετάστασις,noun,tw=n,ὁ,article,e)c,ἐκ,preposition,a)rxh=s,ἀρχή,noun,*)/iwnos,Ἴων,proper,kai\,καί,conjunction,tw=n,ὁ,article,met',μετά,preposition,au)tou=,αὐτός,pronoun,sunoikhsa/ntwn,συνοικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/te,τότε,adverb,ga\r,γάρ,particle,prw=ton,πρότερος,adjective,ei)s,εἰς,preposition,ta\s,ὁ,article,te/ttaras,τέσσαρες,noun,sunenemh/qhsan,συννέμω,verb,fula/s,φυλή,noun,kai\,καί,conjunction,tou\s,ὁ,article,fulobasile/as,φυλοβασιλεύς,noun,kate/sthsan,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deute/ra,δεύτερος,adjective,de\,δέ,particle,kai\,καί,conjunction,prw/th,πρότερος,adjective,meta\,μετά,preposition,tau/thn,οὗτος,pronoun,e)/xousa/,ἔχω,verb,ti,τις,pronoun,politei/as,πολιτεία,noun,ta/cis,τάξις,noun,h(,ὁ,article,e)pi\,ἐπί,preposition,*qhse/ws,Θησεύς,proper,genome/nh,γίγνομαι,verb,mikro\n,μικρός,adjective,paregkli/nousa,παρεγκλίνω,verb,th=s,ὁ,article,basilikh=s,βασιλικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,tau/thn,οὗτος,pronoun,h(,ὁ,article,e)pi\,ἐπί,preposition,*dra/kontos,Δράκων,proper,e)n,ἐν,preposition,h(=|,ὅς,pronoun,kai\,καί,conjunction,no/mous,νόμος,noun,a)ne/grayan,ἀναγράφω,verb,prw=ton,πρότερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri/th,τρίτος,adjective,d',δέ,particle,h(,ὁ,article,meta\,μετά,preposition,th\n,ὁ,article,sta/sin,στάσις,adjective,h(,ὁ,article,e)pi\,ἐπί,preposition,*so/lwnos,Σόλων,proper,a)f',ἀπό,preposition,h(=s,ὅς,pronoun,a)rxh\,ἀρχή,noun,dhmokrati/as,δημοκρατία,noun,e)ge/neto,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teta/rth,τέταρτος,adjective,d',δέ,particle,h(,ὁ,article,e)pi\,ἐπί,preposition,*peisistra/tou,Πεισίστρατος,proper,turanni/s,τυραννίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/mpth,πέμπτος,adjective,d',δέ,particle,h(,ὁ,article,meta\,μετά,preposition,th\n,ὁ,article,tw=n,ὁ,article,tura/nnwn,τύραννος,noun,kata/lusin,κατάλυσις,noun,h(,ὁ,article,*kleisqe/nous,Κλεισθένης,proper,dhmotikwte/ra,δημοτικός,adjective,th=s,ὁ,article,*so/lwnos,Σόλων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/kth,ἕκτος,adjective,d',δέ,particle,h(,ὁ,article,meta\,μετά,preposition,ta\,ὁ,article,*mhdika/,Μηδικός,adjective,th=s,ὁ,article,e)c,ἐκ,preposition,*)arei/ou,ἄρειος,adjective,pa/gou,πᾶγος,noun,boulh=s,βουλεύς,noun,e)pistatou/shs,ἐπιστατέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(bdo/mh,ἕβδομος,adjective,de\,δέ,particle,h(,ὁ,article,meta\,μετά,preposition,tau/thn,οὗτος,pronoun,h(\n,ὅς,pronoun,*)aristei/dhs,Ἀριστείδης,proper,me\n,μέν,particle,u(pe/deicen,ὑποδείκνυμι,verb,*)efia/lths,Ἐφιάλτης,proper,d',δέ,particle,e)pete/lesen,ἐπιτελέω,verb,katalu/sas,καταλύω,verb,th\n,ὁ,article,*)areopagi=tin,,,boulh/n,βουλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,h(=|,ὅς,pronoun,plei=sta,πλεῖστος,adjective,sune/bh,συμβαίνω,verb,th\n,ὁ,article,po/lin,πόλις,adjective,dia\,διά,preposition,tou\s,ὁ,article,dhmagwgou\s,δημαγωγός,noun,a(marta/nein,ἁμαρτάνω,verb,dia\,διά,preposition,th\n,ὁ,article,th=s,ὁ,article,qala/tths,θάλασσα,noun,a)rxh/n,ἀρχή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)gdo/h,ὄγδοος,adjective,d',δέ,particle,h(,ὁ,article,tw=n,ὁ,article,tetrakosi/wn,τετρακόσιοι,adjective,kata/stasis,κατάστασις,noun,kai\,καί,conjunction,h(,ὁ,article,meta\,μετά,preposition,tau/thn,οὗτος,pronoun,e)na/th,ἔνατος,adjective,de/,δέ,particle,h(,ὁ,article,dhmokrati/a,δημοκρατία,noun,pa/lin,πάλιν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deka/th,δέκατος,adjective,d',δέ,particle,h(,ὁ,article,tw=n,ὁ,article,tria/konta,τριάκοντα,noun,kai\,καί,conjunction,h(,ὁ,article,tw=n,ὁ,article,de/ka,δέκα,verb,turanni/s,τυραννίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(ndeka/th,ἑνδέκατος,adjective,d',δέ,particle,h(,ὁ,article,meta\,μετά,preposition,th\n,ὁ,article,a)po\,ἀπό,preposition,*fulh=s,Φυλεύς,proper,kai\,καί,conjunction,e)k,ἐκ,preposition,*peiraie/ws,Πειραιεύς,proper,ka/qodon,κάθοδος,noun,a)f',ἀπό,preposition,h(=s,ὅς,pronoun,diagege/nhtai,διαγίγνομαι,verb,me/xri,μέχρι,preposition,th=s,ὁ,article,nu=n,νῦν,adverb,a)ei\,ἀεί,adverb,prosepilamba/nousa,προσεπιλαμβάνομαι,verb,tw=|,ὁ,article,plh/qei,πλῆθος,noun,th\n,e)cousi/an,ἐξουσία,noun,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(pa/ntwn,ἅπας,adjective,ga\r,γάρ,particle,au)to\s,αὐτός,pronoun,au(to\n,ἑαυτοῦ,pronoun,pepoi/hken,ποιέω,verb,o(,ὁ,article,dh=mos,δῆμος,noun,ku/rion,κύριος,adjective,kai\,καί,conjunction,pa/nta,πᾶς,adjective,dioikei=tai,διοικέω,verb,yhfi/smasin,ψήφισμα,noun,kai\,καί,conjunction,dikasthri/ois,δικαστήριον,noun,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,o(,ὁ,article,dh=mo/s,δῆμος,noun,e)stin,εἰμί,verb,o(,ὁ,article,kratw=n,κράς,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ai(,ὁ,article,th=s,ὁ,article,boulh=s,βουλεύς,noun,kri/seis,κρίσις,adjective,ei)s,εἰς,preposition,to\n,ὁ,article,dh=mon,δῆμος,noun,e)lhlu/qasin,ἔρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=to,οὗτος,pronoun,dokou=si,δοκέω,verb,poiei=n,ποιέω,verb,o)rqw=s,ὀρθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
