word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS
mege/qei,μέγεθος,adjective,de\,δέ,particle,sw/matos,σῶμα,adjective,e)nnea/sai,ἐννεάζω,verb,me\n,μέν,particle,e)leuqe/rion,ἐλευθέριος,adjective,kai\,καί,conjunction,ou)k,οὐ,adverb,a)hde/s,ἀηδής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gghra=sai,ἐγγηράσκω,verb,de\,δέ,particle,du/sxrhston,δύσχρηστος,adjective,kai\,καί,conjunction,xei=ron,χείρων,adverb,tw=n,ὁ,article,e)lasso/nwn,ἐλάσσων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,metabolai\,μεταβολή,noun,tw=n,ὁ,article,w(re/wn,ὥρα,adjective,ma/lista,μάλιστα,adverb,ti/ktousi,τίκτω,verb,noush/mata,,,kai\,καί,conjunction,e)n,ἐν,preposition,th=|sin,ὁ,article,w(/rh|sin,ὥρα,adjective,ai(,ὁ,article,mega/lai,μέγας,adverb,metallagai\,μεταλλαγή,noun,h)\,ἠέ,conjunction,yu/cios,ψῦξις,noun,h)\,ἠέ,conjunction,qa/lyios,θάλψις,noun,kai\,καί,conjunction,ta)/lla,ἄλλος,adjective,kata\,κατά,preposition,lo/gon,λόγος,noun,ou(/tws,οὕτως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,fusi/wn,φύσις,noun,ai(,ὁ,article,me\n,μέν,particle,pro\s,πρός,preposition,qe/ros,θέρος,noun,ai(,ὁ,article,de\,δέ,particle,pro\s,πρός,preposition,xeimw=na,χειμών,noun,eu)=,εὖ,adverb,h)\,ἠέ,conjunction,kakw=s,κακός,adjective,pefu/kasin,φύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,nou/swn,νόσος,noun,a)/llai,ἄλλος,adjective,pro\s,πρός,preposition,a)/llas,ἄλλος,adjective,eu)=,εὖ,adverb,h)\,ἠέ,conjunction,kakw=s,κακός,adjective,pefu/kasi,φύω,verb,kai\,καί,conjunction,h(liki/ai,ἡλικία,noun,tine\s,τις,pronoun,pro\s,πρός,preposition,w(/ras,ὥρα,adjective,kai\,καί,conjunction,xw/ras,χώρα,noun,kai\,καί,conjunction,diai/tas,διαιτάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,th=|sin,ὁ,article,w(/rh|sin,ὥρα,adjective,o(/tan,ὅταν,conjunction,th=s,ὁ,article,au)th=s,αὐτός,pronoun,h(me/rhs,ἡμέρα,noun,o(te\,ὅτε,conjunction,me\n,μέν,particle,qa/lpos,θάλπος,noun,o(te\,ὅτε,conjunction,de\,δέ,particle,yu=xos,ψῦχος,noun,ge/nhtai,γίγνομαι,verb,fqinopwrina\,φθινοπωρινός,adjective,ta\,ὁ,article,noush/mata,,,prosde/xesqai,προσδέχομαι,verb,xrh/,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*no/toi,Νότος,proper,baruh/kooi,βαρυήκοος,adjective,a)xluw/dees,ἀχλυώδης,adjective,karhbarikoi\,καρηβαρικός,adjective,nwqroi,,,dialutikoi/,διαλάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/tan,,,ou(=tos,οὗτος,pronoun,dunasteu/h|,δυναστεύω,verb,toiau=ta,τοιοῦτος,adjective,e)n,ἐν,preposition,th=|sin,ὁ,article,a)r)*rwsti/h|si,,,pa/sxousin,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,bo/reion,βόρειος,adjective,h)=|,εἰμί,verb,bh=xes,βήξ,adjective,fa/rugges,φάρυγξ,noun,koili/ai,κοιλία,noun,sklhrai\,σκληρός,adjective,dusouri/ai,δυσουρία,noun,frikw/dees,φρικώδης,adverb,o)du/nai,ὀδύνη,noun,pleure/wn,πλευρά,noun,sthqe/wn,στῆθος,noun,o(ko/tan,,,ou(=tos,οὗτος,pronoun,dunasteu/h|,δυναστεύω,verb,toiau=ta,τοιοῦτος,adjective,e)n,ἐν,preposition,th=|sin,ὁ,article,a)r)*rwsti/h|si,,,prosde/xesqai,προσδέχομαι,verb,xrh/,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ko/tan,,,qe/ros,θέρος,noun,ge/nhtai,γίγνομαι,verb,h)=ri,ἦρι,adverb,o(/moion,ὅμοιος,adjective,i(drw=tas,ἱδρώς,noun,e)n,ἐν,preposition,toi=si,ὁ,article,puretoi=si,πυρετός,noun,pollou\s,πολύς,adjective,prosde/xesqai,προσδέχομαι,verb,xrh/,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,toi=sin,τίς,pronoun,au)xmoi=si,αὐχμός,noun,puretoi\,πυρετός,noun,o)ce/es,ὀξύς,adjective,gi/nontai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h)\n,ἐάν,conjunction,me\n,μέν,particle,e)pi\,ἐπί,preposition,ple/on,πλέος,adjective,h)=|,εἰμί,verb,to\,ὁ,article,e)/tos,ἔτος,noun,toioute/on,,,e)o\n,εἰμί,verb,oi(/hn,οἷος,adjective,th\n,ὁ,article,kata/stasin,κατάστασις,noun,e)poi/hsen,ποιέω,verb,w(s,ὡς,conjunction,e)pitopoulu\,,,kai\,καί,conjunction,ta\,ὁ,article,noush/mata,,,toiau=ta,τοιοῦτος,adjective,dei=,δέομαι,verb,prosde/xesqai,προσδέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,toi=si,τίς,pronoun,kaqestew=si,καθίστημι,verb,kairoi=si,καιρός,noun,kai\,καί,conjunction,w(rai/ws,ὡραῖος,adjective,ta\,ὁ,article,w(rai=a,ὡραῖος,adjective,a)po,,,dou=sin,δέω,verb,eu)staqe/es,εὐσταθής,adverb,kai\,καί,conjunction,eu)krine/es,εὐκρινής,adverb,ai(,ὁ,article,nou=soi,νόσος,noun,gi/nontai,γίγνομαι,verb,e)n,ἐν,preposition,de\,δέ,particle,toi=sin,τίς,pronoun,ta/toisin,,,a)kata/statoi,ἀκατάστατος,adjective,kai\,καί,conjunction,du/skritoi,δύσκριτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,fqinopw/rw|,φθινόπωρον,noun,o)cu/tatai,ὀξύς,adjective,ai(,ὁ,article,nou=soi,νόσος,noun,kai\,καί,conjunction,qanatwde/statai,θανατώδης,adjective,tou)pi/pan,ἐπίπαν,adverb,h)=r,ἔαρ,noun,de\,δέ,particle,u(gieino/taton,ὑγιεινός,adjective,kai\,καί,conjunction,h(/kista,ἥκιστος,adjective,qanatw=des,θανατώδης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,fqino/pwron,φθινόπωρον,noun,toi=si,τίς,pronoun,fqi/nousi,φθίω,verb,kako/n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,de\,δέ,particle,tw=n,ὁ,article,w(re/wn,ὥρα,adjective,h)\n,ἐάν,conjunction,me\n,μέν,particle,o(,ὁ,article,xeimw\n,χειμών,noun,au)xmhro\s,αὐχμηρός,adjective,kai\,καί,conjunction,bo/reios,βόρειος,adjective,ge/nhtai,γίγνομαι,verb,to\,ὁ,article,de\,δέ,particle,e)/pombron,ἔπομβρος,adjective,kai\,καί,conjunction,no/tion,νότιος,adjective,a)na/gkh,ἀνάγκη,noun,tou=,ὁ,article,qe/reos,θέρος,noun,puretou\s,πυρετός,noun,o)ce/as,ὀξύς,adjective,kai\,καί,conjunction,o)fqalmi/as,ὀφθαλμιάω,verb,kai\,καί,conjunction,dusenteri/as,δυσεντερία,noun,gi/nesqai,γίγνομαι,verb,ma/lista,μάλιστα,adverb,th=|si,ὁ,article,gunaici\,γυνή,noun,kai\,καί,conjunction,a)ndrw=n,ἀνήρ,noun,toi=sin,τίς,pronoun,u(groi=si,ὑγρός,adjective,ta\s,ὁ,article,fu/sias,φύσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,no/tios,νότιος,adjective,o(,ὁ,article,xeimw\n,χειμών,noun,kai\,καί,conjunction,e)/pombros,ἔπομβρος,adjective,kai\,καί,conjunction,eu)dieino\s,εὐδιεινός,adjective,ge/nhtai,γίγνομαι,verb,to\,ὁ,article,de\,δέ,particle,e)/ar,ἔαρ,noun,au)xmhro\n,αὐχμηρός,adjective,kai\,καί,conjunction,bo/reion,βόρειος,adjective,ai(,ὁ,article,me\n,μέν,particle,gunai=kes,γυνή,noun,h(=|sin,ἵημι,verb,oi(,ὁ,article,to/koi,τόκος,noun,pro\s,πρός,preposition,to\,ὁ,article,h)=r,ἔαρ,noun,e)k,ἐκ,preposition,pa/shs,πᾶς,adjective,profa/sios,πρόφασις,noun,e)ktitrw/skousin,ἐκτιτρώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(\,ὅς,pronoun,d',δέ,particle,a)\n,ἄν,particle,te/kwsin,τίκτω,verb,a)krate/a,ἀκρατής,adverb,kai\,καί,conjunction,nosw/dea,νοσώδης,adverb,ta\,ὁ,article,paidi/a,παιδία,noun,ti/ktousin,τίκτω,verb,w(/ste,ὥστε,conjunction,h)\,ἠέ,conjunction,parauti/ka,παραυτίκα,adverb,a)po/llusqai,ἀπόλλυμι,verb,h)\,ἠέ,conjunction,lepta\,λεπτόν,noun,kai\,καί,conjunction,nosw/dea,νοσώδης,adverb,zh=|n,,,e)o/nta,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=si,ὁ,article,de\,δέ,particle,a)/lloisi,ἄλλος,adjective,brotoi=si,βροτός,noun,dusenteri/ai,δυσεντερία,noun,kai\,καί,conjunction,o)fqalmi/ai,ὀφθαλμία,noun,chrai\,ξηρός,adjective,gi/nontai,γίγνομαι,verb,toi=si,ὁ,article,de\,δέ,particle,presbute/roisi,πρέσβυς,noun,kata/r)*rooi,,,cunto/mws,σύντομος,adjective,a)pollu/ntes,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,to\,ὁ,article,qe/ros,θέρος,noun,au)xmhro\n,αὐχμηρός,adjective,kai\,καί,conjunction,bo/reion,βόρειος,adjective,ge/nhtai,γίγνομαι,verb,to\,ὁ,article,de\,δέ,particle,fqino/pwron,φθινόπωρον,noun,pombron,,,kai\,καί,conjunction,no/tion,νότιος,adjective,kefalalgi/ai,κεφαλαλγία,noun,e)s,εἰς,preposition,to\n,ὁ,article,xeimw=na,χειμών,noun,gi/nontai,γίγνομαι,verb,kai\,καί,conjunction,bh=xes,βήξ,adjective,kai\,καί,conjunction,bra/gxoi,βράγχος,noun,kai\,καί,conjunction,ko/ruzai,κόρυζα,noun,e)ni/oisi,ἔνιοι,adjective,de\,δέ,particle,kai\,καί,conjunction,fqi/sies,φθίσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,bo/reion,βόρειος,adjective,h)=|,εἰμί,verb,kai\,καί,conjunction,a)/nudron,ἄνυδρος,adjective,toi=si,τίς,pronoun,me\n,μέν,particle,u(groi=si,ὑγρός,adjective,ta\s,ὁ,article,fu/sias,φύσις,noun,kai\,καί,conjunction,th=|si,ὁ,article,gunaici\,γυνή,noun,cu/mforon,σύμφορος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=si,ὁ,article,de\,δέ,particle,loipoi=sin,λοιπός,adjective,o)fqalmi/ai,ὀφθαλμία,noun,e)/sontai,εἰμί,verb,chrai\,ξηρός,adjective,kai\,καί,conjunction,puretoi\,πυρετός,noun,o)ce/es,ὀξύς,adjective,kai\,καί,conjunction,ko/ruzai,κόρυζα,noun,e)ni/oisi,ἔνιοι,adjective,de\,δέ,particle,kai\,καί,conjunction,melagxoli/ai,μελαγχολία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,katastasi/wn,καθίστημι,verb,tou=,ὁ,article,e)niautou=,ἐνιαυτός,noun,to\,ὁ,article,me\n,μέν,particle,o(/lon,ὅλος,adjective,oi(,ὁ,article,au)xmoi\,αὐχμός,noun,tw=n,ὁ,article,e)pombriw=n,ἐπομβρία,noun,ei)sin,εἰμί,verb,u(gieino/teroi,ὑγιεινός,adjective,kai\,καί,conjunction,h(=sson,ἥσσων,adverb,qanatw/dees,θανατώδης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nosh/mata,νόσημα,noun,de\,δέ,particle,e)n,ἐν,preposition,me\n,μέν,particle,th=|sin,ὁ,article,e)pombri/h|sin,ἐπομβρία,noun,w(s,ὡς,conjunction,ta\,ὁ,article,polla\,πολύς,adjective,gi/netai,γίγνομαι,verb,puretoi/,πυρετός,noun,te,τε,particle,makroi\,μακρός,adjective,kai\,καί,conjunction,koili/hs,κοιλία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*ru/sies,,,kai\,καί,conjunction,shpedo/nes,σηπεδών,noun,kai\,καί,conjunction,e)pi/lhptoi,ἐπίληπτος,adjective,kai\,καί,conjunction,a)po/plhktoi,ἀπόπληκτος,adjective,kai\,καί,conjunction,kuna/gxai,κυνάγχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,toi=sin,τίς,pronoun,au)xmoi=si,αὐχμάω,verb,fqina/des,φθινάς,noun,o)fqalmi/ai,ὀφθαλμία,noun,a)rqri/tides,ἀρθρῖτις,adjective,straggouri/ai,στραγγουρία,noun,kai\,καί,conjunction,dusenteri/ai,δυσεντερία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,kaq',κατά,preposition,h(me/rhn,ἡμέρα,noun,katasta/sies,κατάστασις,noun,ai(,ὁ,article,me\n,μέν,particle,bo/reioi,βόρειος,adjective,ta/,τίς,pronoun,te,τε,particle,sw/mata,σῶμα,adjective,cunista=si,συνίστημι,verb,kai\,καί,conjunction,eu)/tona,εὔτονος,adjective,kai\,καί,conjunction,eu)ki/nhta,εὐκίνητος,adjective,kai\,καί,conjunction,eu)/xroa,εὔχροος,adjective,kai\,καί,conjunction,eu)hkow/tera,εὐήκοος,adjective,poie/ousi,ποιέω,verb,kai\,καί,conjunction,ta\s,ὁ,article,koili/as,κοιλία,noun,chrai/nousi,ξηραίνω,verb,kai\,καί,conjunction,ta\,ὁ,article,o)/mmata,ὄμμα,noun,da/knousi,δάκνω,verb,kai\,καί,conjunction,peri\,περί,preposition,to\n,ὁ,article,qw/rhka,θώραξ,noun,a)/lghma,ἄλγημα,noun,h)/n,ἐάν,conjunction,ti,τις,pronoun,prou+pa/rxh|,προυπάρχω,verb,ma=llon,μᾶλλον,adverb,pone/ousin,πονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ai(,ὁ,article,de\,δέ,particle,no/tioi,νότιος,adjective,dialu/ousi,διαλύω,verb,ta\,ὁ,article,sw/mata,σῶμα,adjective,kai\,καί,conjunction,u(grai/nousi,ὑγραίνω,verb,kai\,καί,conjunction,baruhkoi/+as,βαρυηκοία,noun,kai\,καί,conjunction,karhbari/as,καρηβαρία,noun,kai\,καί,conjunction,i)li/ggous,ἴλιγγος,noun,poie/ousin,ποιέω,verb,e)n,ἐν,preposition,de\,δέ,particle,toi=sin,ὁ,article,o)fqalmoi=si,ὀφθαλμός,noun,kai\,καί,conjunction,toi=si,ὁ,article,sw/masi,σῶμα,adjective,duskinhsi/hn,,,kai\,καί,conjunction,ta\s,ὁ,article,koili/as,κοιλία,noun,u(grai/nousin,ὑγραίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata\,κατά,preposition,de\,δέ,particle,ta\s,ὁ,article,w(/ras,ὥρα,adjective,tou=,ὁ,article,me\n,μέν,particle,h)=ros,ἔαρ,noun,kai\,καί,conjunction,a)/krou,ἄκρον,noun,tou=,ὁ,article,qe/reos,θέρος,noun,oi(,ὁ,article,pai=des,παῖς,adjective,kai\,καί,conjunction,oi(,ἕ,pronoun,toute/wn,οὗτος,pronoun,e)xo/menoi,ἔχω,verb,th=|sin,ὁ,article,h(liki/h|sin,ἡλικία,noun,a)/rista/,ἄριστος,adjective,te,τε,particle,dia)/gousi,,,kai\,καί,conjunction,u(giai/nousi,ὑγιαίνω,verb,ma/lista,μάλιστα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,de\,δέ,particle,qe/reos,θέρος,noun,kai\,καί,conjunction,tou=,ὁ,article,fqinopw/rou,φθινόπωρον,noun,me/xri,μέχρι,preposition,me/n,μέν,particle,tinos,τις,pronoun,oi(,ὁ,article,ge/rontes,γέρων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,de\,δέ,particle,loipo\n,λοιπός,adjective,kai\,καί,conjunction,tou=,ὁ,article,xeimw=nos,χειμών,noun,oi(,ὁ,article,me/soi,μέσος,adjective,th=|sin,ὁ,article,h(liki/h|sin,ἡλικία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nosh/mata,νόσημα,noun,de\,δέ,particle,pa/nta,πᾶς,adjective,me\n,μέν,particle,e)n,ἐν,preposition,pa/sh|si,πᾶς,adjective,th=|sin,ὁ,article,w(/rh|si,ὥρα,adjective,gi/netai,γίγνομαι,verb,ma=llon,μᾶλλον,adverb,d',δέ,particle,e)/nia,ἔνιοι,adjective,kat',κατά,preposition,e)ni/as,ἔνιοι,adjective,au)te/wn,αὐτός,pronoun,kai\,καί,conjunction,gi/netai,γίγνομαι,verb,kai\,καί,conjunction,parocu/netai,παροξύνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,h)=ros,ἔαρ,noun,ta\,ὁ,article,manika\,μανικός,adjective,kai\,καί,conjunction,ta\,ὁ,article,melagxolika\,μελαγχολικός,adjective,kai\,καί,conjunction,ta\,ὁ,article,e)pilhptika\,ἐπιληπτικός,adjective,kai\,καί,conjunction,ai(/matos,αἷμα,noun,*ru/sies,,,kai\,καί,conjunction,kuna/gxai,κυνάγχη,noun,kai\,καί,conjunction,ko/ruzai,κόρυζα,noun,kai\,καί,conjunction,bra/gxoi,βράγχος,noun,kai\,καί,conjunction,bh=xes,βήξ,adjective,kai\,καί,conjunction,le/prai,λέπρα,noun,kai\,καί,conjunction,leixh=nes,λειχήν,noun,kai\,καί,conjunction,a)lfoi\,ἀλφός,noun,kai\,καί,conjunction,e)canqh/sies,ἐξάνθησις,noun,e(lkw/dees,ἑλκώδης,adverb,plei=stai,πλεῖστος,adjective,kai\,καί,conjunction,fu/mata,φῦμα,noun,kai\,καί,conjunction,a)rqritika/,ἀρθριτικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
