word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/6/lemma/@_entry,word/6/lemma/@_POS,word/8/lemma/@_entry,word/8/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS
a)paggei/lantos,ἀπαγγέλλω,verb,de/,δέ,particle,tinos,τις,pronoun,w(s,ὡς,conjunction,*)aqhnai=oi,Ἀθηναῖος,proper,stra/teuma,στράτευμα,adjective,kainoi=s,kekosmhme/non,κοσμέω,verb,o(/plois,ei)s,εἰς,preposition,*pelopo/nnhson,Πελοπόννησος,proper,a)pesta/lkasi,ἀποστέλλω,verb,ti/,τίς,pronoun,ou)=n,οὖν,particle,ei)=pen,εἶπον,verb,*)antigeni/das,Ἀντιγενίδας,proper,ste/nei,στένω,verb,kainou\s,καινός,adjective,*tellh=nos,,,au)lou\s,αὐλός,noun,e)/xontos,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καινός,adjective,ὅπλον,noun,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,de\,δέ,particle,au)lhth\s,αὐλητής,noun,o(,ὁ,article,me\n,μέν,particle,*tellh\n,,,ka/kistos,o(,ὁ,article,de\,*)antigeni/das,Ἀντιγενίδας,proper,ka/llistos,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κακός,adjective,δέ,particle,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,de\,δέ,particle,u(paspisth\n,ὑπασπιστής,noun,ai)sqo/menos,αἰσθάνομαι,verb,ei)lhfo/ta,λαμβάνω,verb,xrh/mata,χρῆμα,adjective,polla\,par',παρά,preposition,a)ndro\s,ai)xmalw/tou,αἰχμάλωτος,adjective,gegono/tos,γίγνομαι,verb,e)moi\,ἐγώ,pronoun,me/n,μέν,particle,ei)=pen,εἶπον,verb,a)po/dos,ἀποδίδωμι,verb,th\n,ὁ,article,a)spi/da,ἀσπίς,noun,seautw=|,σαυτοῦ,pronoun,de\,δέ,particle,pri/w,πρίαμαι,verb,kaphlei=on,καπηλεῖον,noun,e)n,ἐν,preposition,w(=|,ὅς,pronoun,katazh/seis,καταζάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πολύς,adjective,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,
ou)ke/ti,οὐκέτι,adverb,ga\r,γάρ,particle,e)qelh/seis,ἐθέλω,verb,kinduneu/ein,κινδυνεύω,verb,o(moi/ws,ὅμοιος,adjective,ei(=s,εἷς,adjective,tw=n,plousi/wn,πλούσιος,adjective,gegonw\s,kai\,καί,conjunction,makari/wn,μακάριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,
e)rwthqei\s,ἐρωτάω,verb,de\,δέ,particle,po/teron,πότερος,adjective,e(auto\n,ἑαυτοῦ,pronoun,h(gei=tai,ἡγέομαι,verb,belti/ona,βελτίων,adverb,strathgo\n,h)\,ἠέ,conjunction,*xabri/an,h)\,ἠέ,conjunction,*)ifikra/thn,Ἰφικράτης,proper,du/skriton,δύσκριτος,adjective,ei)=pen,εἶπον,verb,e(/ws,ἕως,conjunction,zw=men,ζάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,στρατηγός,noun,Χαβρίης,proper,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,e)k,ἐκ,preposition,th=s,ὁ,article,*lakwnikh=s,Λακωνικός,adjective,u(postre/yas,ὑποστρέφω,verb,e)/feuge,qana/tou,θάνατος,adjective,di/khn,meta\,μετά,preposition,tw=n,ὁ,article,sustrath/gwn,συστράτηγος,noun,w(s,ὡς,conjunction,e)pibalw\n,ἐπιβάλλω,verb,th=|,ὁ,article,boiwtarxi/a|,,,para\,παρά,preposition,to\n,ὁ,article,no/mon,νόμος,noun,te/ssaras,τέσσαρες,noun,mh=nas,μείς,adjective,tou\s,ὁ,article,me\n,μέν,particle,suna/rxontas,συνάρχω,verb,e)ke/leuen,κελεύω,verb,ei)s,εἰς,preposition,e(auto\n,ἑαυτοῦ,pronoun,a)nafe/rein,ἀναφέρω,verb,th\n,ὁ,article,ai)ti/an,αἰτία,noun,w(s,ὡς,conjunction,e)kbiasqe/ntas,ἐκβιάζω,verb,au)to\s,αὐτός,pronoun,de\,δέ,particle,ou)k,οὐ,adverb,e)/fh,φημί,verb,belti/onas,βελτίων,adverb,e)/xein,ἔχω,verb,tw=n,ὁ,article,e)/rgwn,ἔργον,noun,lo/gous,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φεύγω,verb,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,dei=,δέομαι,verb,ti,τις,pronoun,pa/ntws,πάντως,adverb,ei)pei=n,εἶπον,verb,pro\s,tou\s,ὁ,article,dikasta/s,a)ciou=n,ἀξιόω,verb,a)\n,ἄν,particle,a)poktei/nwsin,ἀποκτείνω,verb,au)to/n,αὐτός,pronoun,e)pigra/yai,ἐπιγράφω,verb,th=|,ὁ,article,sth/lh|,στήλη,noun,th\n,ὁ,article,katadi/khn,καταδίκη,noun,o(/pws,ὅπως,conjunction,oi(,ὁ,article,*(/ellhnes,Ἕλλην,proper,ei)dw=sin,οἶδα,verb,o(/ti,ὅστις,pronoun,mh\,μή,conjunction,boulome/nous,βούλομαι,verb,*qhbai/ous,Θηβαῖος,proper,*)epameinw/ndas,Ἐπαμεινώνδης,proper,h)na/gkase,ἀναγκάζω,verb,th\n,ὁ,article,*lakwnikh\n,Λακωνικός,adjective,purpolh=sai,πυρπολέω,verb,pentakosi/ois,πεντακόσιοι,adjective,e)niautoi=s,ἐνιαυτός,noun,a)dh/|wton,ἀδῄωτος,adjective,ou)=san,εἰμί,verb,oi)ki/sai,οἰκίζω,verb,de\,δέ,particle,*messh/nhn,Μεσσήνη,proper,di',διά,preposition,e)tw=n,ἔται,noun,tria/konta,τριάκοντα,noun,kai\,καί,conjunction,diakosi/wn,διακόσιοι,adjective,sunta/cai,συντάσσω,verb,de\,δέ,particle,kai\,καί,conjunction,sunagagei=n,συνάγω,verb,ei)s,εἰς,preposition,tau)to\n,ταυτός,adjective,*)arka/das,Ἀρκάς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρός,preposition,δικαστής,noun,,,,,,,,,,,,,,,,,,,,,
a)podou=nai,ἀποδίδωμι,verb,de\,δέ,particle,toi=s,ὁ,article,*(/ellhsi,Ἕλλην,proper,th\n,ὁ,article,au)tonomi/an,αὐτονομία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,ga\r,γάρ,particle,e)pra/xqh,πράσσω,verb,kat',κατά,preposition,e)kei/nhn,ἐκεῖνος,pronoun,th\n,ὁ,article,stratei/an,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,στρατεία,adjective,,,,,,,,,,,,,,,,,,,,,,,
e)ch=lqon,ἐξέρχομαι,verb,ou)=n,οὖν,particle,oi(,ὁ,article,dikastai\,δικαστής,noun,su\n,σύν,preposition,pollw=|,πολύς,adjective,ge/lwti,mhde\,μηδέ,particle,ta\s,yh/fous,ψῆφος,noun,e)p',ἐπί,preposition,au)to\n,αὐτός,pronoun,a)nalabo/ntes,ἀναλαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,γέλως,noun,ὁ,article,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,th=|,ὁ,article,teleutai/a|,τελευταῖος,adjective,ma/xh|,μάχη,noun,trwqei\s,τιτρώσκω,verb,kai\,komisqei\s,κομίζω,verb,e)pi\,skhnh\n,σκηνή,noun,e)ka/lei,καλέω,verb,*dai/+fanton,Δαΐφαντος,proper,ei)=ta,εἶτα,adverb,met',μετά,preposition,e)kei=non,ἐκεῖνος,pronoun,*)iolai/+dan,,,teqna/nai,θνήσκω,verb,de\,δέ,particle,tou\s,ὁ,article,a)/ndras,ἀνήρ,noun,puqo/menos,πύθω,verb,e)ke/leue,κελεύω,verb,dialu/esqai,διαλύω,verb,pro\s,πρός,preposition,tou\s,ὁ,article,polemi/ous,πολέμιος,adjective,w(s,ὡς,conjunction,ou)k,οὐ,adverb,o)/ntos,εἰμί,verb,au)toi=s,αὐτός,pronoun,strathgou=,στρατηγός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=|,ὁ,article,lo/gw|,λόγος,noun,to\,ὁ,article,e)/rgon,ἔργον,noun,e)martu/rhsen,μαρτυρέω,verb,w(s,ei)do/tos,οἶδα,verb,a)/rista,tou\s,ὁ,article,poli/tas,πολίτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,ἄριστος,adjective,,,,,,,,,,,,,,,,,,,,,
*pelopi/das,Πελοπίδης,proper,o(,ὁ,article,sustra/thgos,συστράτηγος,noun,*)epameinw/ndou,Ἐπαμεινώνδης,proper,tw=n,ὁ,article,fi/lwn,φίλος,adjective,au)to\n,a)melei=n,ἀμελέω,verb,lego/ntwn,pra/gmatos,πρᾶγμα,noun,a)nagkai/ou,ἀναγκαῖος,adjective,xrhma/twn,χρῆμα,adjective,sunagwgh=s,συναγωγεύς,noun,a)nagkai=a,ἀναγκαῖος,adjective,ta\,ὁ,article,xrh/mata,χρῆμα,adjective,nh\,νή,preposition,*di/a,Δίη,proper,ei)=pe,εἶπον,verb,tou/tw|,οὗτος,pronoun,*nikodh/mw|,Νικόδημος,proper,dei/cas,δείκνυμι,verb,xwlo\n,χωλός,adjective,kai\,καί,conjunction,a)na/phron,ἀνάπηρος,adjective,a)/nqrwpon,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,λέγω,verb,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,de\,δέ,particle,gunaiko/s,γυνή,noun,e)pi\,ἐπί,preposition,ma/xhn,μάχη,noun,e)cio/ntos,ἔξειμι,verb,au)tou=,deome/nhs,δέομαι,verb,sw/|zein,e(auto/n,ἑαυτοῦ,pronoun,a)/llois,ἄλλος,adjective,e)/fh,φημί,verb,dei=n,δέω,verb,tou=to,οὗτος,pronoun,parainei=n,παραινέω,verb,a)/rxonti,ἄρχων,noun,de\,δέ,particle,kai\,καί,conjunction,strathgw=|,στρατηγός,noun,sw/|zein,σώζω,verb,tou\s,ὁ,article,poli/tas,πολίτης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,σώζω,verb,,,,,,,,,,,,,,,,,,,,,
ei)po/ntos,εἶπον,verb,de/,δέ,particle,tinos,τις,pronoun,tw=n,ὁ,article,stratiwtw=n,στρατιώτης,adjective,e)mpeptw/kamen,ἐμπίτνω,verb,ei)s,tou\s,ὁ,article,polemi/ous,ti/,τίς,pronoun,ma=llon,μᾶλλον,adverb,ei)=pen,εἶπον,verb,h)\,ἠέ,conjunction,ei)s,εἰς,preposition,h(ma=s,ἐγώ,pronoun,e)kei=noi,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰς,preposition,πολέμιος,adjective,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,de\,δέ,particle,paraspondhqei\s,παρασπονδέω,verb,u(po\,ὑπό,preposition,*)aleca/ndrou,Ἀλέξανδρος,proper,tou=,ὁ,article,*ferai/wn,tura/nnou,τύραννος,noun,kai\,deqei\s,δέω,verb,kakw=s,κακός,adjective,au)to\n,αὐτός,pronoun,e)/legen,λέγω,verb,ei)po/ntos,εἶπον,verb,e)kei/nou,ἐκεῖνος,pronoun,speu/deis,σπεύδω,verb,a)poqanei=n,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Φεραῖος,proper,καί,conjunction,,,,,,,,,,,,,,,,,,,,,
pa/nu,πάνυ,adverb,me\n,μέν,particle,ou)=n,οὖν,particle,ei)=pen,εἶπον,verb,i(/na,ἵνα,conjunction,ma=llon,μᾶλλον,adverb,parocunqw=si,*qhbai=oi,Θηβαῖος,proper,kai\,su\,σύ,pronoun,di/khn,δίκη,adjective,dw=|s,δίδωμι,verb,ta/xion,τάχα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,παροξύνω,verb,καί,conjunction,,,,,,,,,,,,,,,,,,,,,
*qh/bhs,Θήβη,proper,de\,δέ,particle,th=s,ὁ,article,tou=,ὁ,article,tura/nnou,τύραννος,noun,gunaiko\s,γυνή,noun,e)lqou/shs,pro\s,πρός,preposition,*pelopi/dan,kai\,καί,conjunction,legou/shs,λέγω,verb,qauma/zein,θαυμάζω,verb,o(/ti,ὅστις,pronoun,ou(/tws,οὕτως,adverb,i(laro/s,ἱλαρός,adjective,e)sti,εἰμί,verb,dedeme/nos,δέω,verb,au)to\s,αὐτός,pronoun,e)/fh,φημί,verb,ma=llon,μᾶλλον,adverb,qauma/zein,θαυμάζω,verb,e)kei/nhn,ἐκεῖνος,pronoun,o(/ti,ὅστις,pronoun,mh\,μή,conjunction,dedeme/nh,δέω,verb,u(pome/nei,ὑπομένω,verb,*)ale/candron,Ἀλέξανδρος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔρχομαι,verb,Πελοπίδης,proper,,,,,,,,,,,,,,,,,,,,,
*komisame/nou,κομίζω,verb,d',δέ,particle,au)to\n,αὐτός,pronoun,tou=,ὁ,article,*)epameinw/ndou,Ἐπαμεινώνδης,proper,xa/rin,χάρις,noun,ei)=pen,e)/xein,ἔχω,verb,*)aleca/ndrw|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἶπον,verb,Ἀλέξανδρος,proper,,,,,,,,,,,,,,,,,,,,,
pepeira=sqai,πειράω,verb,ga\r,γάρ,particle,e(autou=,ἑαυτοῦ,pronoun,nu=n,νῦν,adverb,ma/lista,μάλιστα,adverb,ou),οὐ,adverb,mo/non,pro\s,πρός,preposition,po/lemon,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,pro\s,πρός,preposition,qa/naton,θάνατος,adjective,eu)qarsw=s,εὐθαρσής,adverb,e)/xontos,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μόνος,adjective,πόλεμος,noun,,,,,,,,,,,,,,,,,,,,,
*ma/nios,Μάνιος,proper,*kou/rios,κούριος,adjective,e)gkalou/ntwn,ἐγκαλέω,verb,au)tw=|,αὐτός,pronoun,tinwn,τις,pronoun,o(/ti,ὅστις,pronoun,th=s,ai)xmalw/tou,αἰχμάλωτος,adjective,xw/ras,o)li/gon,ὀλίγος,adjective,e(ka/stw|,ἕκαστος,adjective,me/ros,μέρος,noun,die/neime,διανέμω,verb,th\n,ὁ,article,de\,δέ,particle,pollh\n,πολύς,adjective,e)poi/hse,ποιέω,verb,dhmosi/an,δημόσιος,adjective,e)phu/cato,ἐπεύχομαι,verb,mhde/na,μηδείς,pronoun,gene/sqai,γίγνομαι,verb,*(rwmai/wn,,,o(\s,ὅς,pronoun,o)li/ghn,ὀλίγος,adjective,h(gh/setai,ἁγέομαι,verb,gh=n,γῆ,noun,th\n,ὁ,article,tre/fousan,τρέφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,χώρα,noun,,,,,,,,,,,,,,,,,,,,,
*saunitw=n,Σαυνῖται,proper,de\,δέ,particle,meta\,μετά,preposition,th\n,ὁ,article,h(=ttan,ἧσσα,noun,a)fikome/nwn,ἀφικνέομαι,verb,pro\s,au)to\n,αὐτός,pronoun,kai\,xrusi/on,χρυσίον,noun,dido/ntwn,δίδωμι,verb,e)/tuxen,τυγχάνω,verb,e)n,ἐν,preposition,xu/trais,χύτρα,noun,e(/ywn,ἕψω,verb,gogguli/das,γογγυλίς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρός,preposition,καί,conjunction,,,,,,,,,,,,,,,,,,,,,
a)pekri/nato,ἀποκρίνω,verb,de\,δέ,particle,toi=s,ὁ,article,*sauni/tais,Σαυνῖται,proper,mhde\n,μηδείς,pronoun,xrusi/ou,χρυσίον,noun,dei=sqai,toiou=ton,τοιοῦτος,adjective,dei=pnon,deipnw=n,δειπνέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέομαι,verb,δεῖπνον,noun,,,,,,,,,,,,,,,,,,,,,
au(tw=|,ἑαυτοῦ,pronoun,de\,δέ,particle,be/ltion,βελτίων,adverb,ei)=nai,εἰμί,verb,tou=,ὁ,article,xrusi/on,χρυσίον,noun,e)/xein,to\,ὁ,article,kratei=n,tw=n,ὁ,article,e)xo/ntwn,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔχω,verb,κρατέω,verb,,,,,,,,,,,,,,,,,,,,,
*ga/ios,Γαῗος,proper,*fabri/kios,,,th\n,ὁ,article,u(po\,ὑπό,preposition,*pu/rrou,Πύρρος,proper,*(rwmai/wn,,,h(=ttan,puqo/menos,πύθω,verb,*laibi=non,ei)=pe,εἶπον,verb,*pu/rros,Πύρρος,proper,ou)k,οὐ,adverb,*)hpeirw=tai,Ἠπειρώτης,proper,*(rwmai/ous,,,nenikh/kasin,νικάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἧσσα,noun,,,,,,,,,,,,,,,,,,,,,,,
e)lqw\n,ἔρχομαι,verb,de\,δέ,particle,pro\s,πρός,preposition,*pu/rron,Πύρρος,proper,peri\,περί,preposition,lu/sews,λύσις,noun,ai)xmalw/twn,xrusi/on,χρυσίον,noun,me\n,polu\,πολύς,adjective,dido/ntos,δίδωμι,verb,ou)k,οὐ,adverb,e)/labe,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αἰχμάλωτος,adjective,μέν,particle,,,,,,,,,,,,,,,,,,,,,
