word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/15/lemma/@_entry,word/15/lemma/@_POS,word/44/lemma/@_entry,word/44/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/52/lemma/@_entry,word/52/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS
ai(,ὁ,article,ga\r,γάρ,particle,ai)sqh/seis,αἴσθησις,noun,peri\,περί,preposition,sw=ma,σῶμα,adjective,kai\,καί,conjunction,e)n,ἐν,preposition,sw/mati/,σῶμα,adjective,ei)sin,εἰμί,verb,ai)sqhtou=,αἰσθητής,noun,de\,δέ,particle,a)naireqe/ntos,ἀναιρέω,verb,a)nh/irhtai,,,kai\,καί,conjunction,sw=ma,σῶμα,adjective,tw=n,ga\r,γάρ,particle,ai)sqhtw=n,αἰσθητής,noun,kai\,καί,conjunction,to\,ὁ,article,sw=ma,σῶμα,adjective,sw/matos,σῶμα,adjective,de\,δέ,particle,mh\,μή,conjunction,o)/ntos,εἰμί,verb,a)nh/irhtai,,,kai\,καί,conjunction,h(,ὁ,article,ai)/sqhsis,αἴσθησις,noun,w(/ste,ὥστε,conjunction,sunanairei=,συναναιρέω,verb,to\,ὁ,article,ai)sqhto\n,αἰσθητός,adjective,th\n,ὁ,article,ai)/sqhsin,αἴσθησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de/,δέ,particle,ge,γε,particle,ai)/sqhsis,αἴσθησις,noun,to\,ὁ,article,ai)sqhto\n,αἰσθητός,adjective,ou)/,οὐ,adverb,zw/iou,,,ga\r,γάρ,particle,a)naireqe/ntos,ἀναιρέω,verb,ai)/sqhsis,αἴσθησις,noun,me\n,μέν,particle,a)nh/irhtai,,,ai)sqhto\n,αἰσθητός,adjective,de\,δέ,particle,e)/stai,oi(=on,οἷος,adjective,sw=ma,σῶμα,adjective,qermo/n,θερμός,adjective,gluku/,γλυκύς,adjective,pikro/n,πικρός,adjective,kai\,καί,conjunction,ta\,ὁ,article,a)/lla,ἄλλος,adjective,pa/nta,πᾶς,adjective,o(/sa,ὅσος,adjective,e)sti\n,εἰμί,verb,ai)sqhta/,αἰσθητής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,h(,ὁ,article,me\n,μέν,particle,ai)/sqhsis,αἴσθησις,noun,a(/ma,ἅμα,adverb,tw=i,ὁ,article,ai)sqhtikw=i,,,gi/gnetai,γίγνομαι,verb,a(/ma,ἅμα,adverb,ga\r,γάρ,particle,zw=io/n,,,te,τε,particle,gi/gnetai,γίγνομαι,verb,kai\,καί,conjunction,ai)/sqhsis,αἴσθησις,noun,to\,de/,δέ,particle,ge,γε,particle,ai)sqhto\n,αἰσθητός,adjective,e)/sti,εἰμί,verb,kai\,καί,conjunction,pro\,πρό,preposition,tou=,ὁ,article,ai)/sqhsin,αἴσθησις,noun,ei)=nai,εἰμί,verb,pu=r,πῦρ,noun,ga\r,γάρ,particle,kai\,καί,conjunction,u(/dwr,ὕδωρ,noun,kai\,καί,conjunction,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,kai\,καί,conjunction,to\,ὁ,article,zw=ion,,,suni/statai,συνίστημι,verb,e)/sti,εἰμί,verb,kai\,καί,conjunction,pro\,πρό,preposition,tou=,ὁ,article,zw=ion,,,o(/lws,ὅλος,adjective,ei)=nai,h)\,ἠέ,conjunction,ai)/sqhsin,αἴσθησις,noun,w(/ste,ὥστε,conjunction,pro/teron,πρότερος,adjective,a)\n,ἄν,particle,ὁ,article,εἰμί,verb,th=s,ὁ,article,ai)sqh/sews,αἴσθησις,noun,to\,ai)sqhto\n,αἰσθητός,adjective,ei)=nai,εἰμί,verb,do/ceien,δοκέω,verb,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/exei,ἔχω,verb,de\,δέ,particle,a)pori/an,ἀπορία,noun,po/teron,πότερος,adjective,ou)demi/a,οὐδείς,pronoun,ou)si/a,οὐσία,adjective,tw=n,ὁ,article,pro/s,πρός,preposition,ti,τις,pronoun,le/getai,λέγω,verb,kaqa/per,καθά,adverb,dokei=,δοκέω,verb,h)\,ἠέ,conjunction,tou=to,οὗτος,pronoun,e)nde/xetai,ἐνδέχομαι,verb,kata/,tinas,τις,pronoun,tw=n,ὁ,article,deute/rwn,δεύτερος,adjective,ou)siw=n,οὐσία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κατά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,me\n,μέν,particle,ga\r,γάρ,particle,tw=n,ὁ,article,prw/twn,πρότερος,adjective,ou)siw=n,οὐσία,adjective,a)lhqe/s,ἀληθής,adjective,e)stin,εἰμί,verb,ou)/te,οὔτε,adverb,ga\r,γάρ,particle,ta\,ὁ,article,o(/la,ὅλος,adjective,ou)/te,οὔτε,adverb,ta\,ὁ,article,me/rh,μέρα,noun,pro/s,ti,τις,pronoun,le/getai,λέγω,verb,o(,ὁ,article,ga\r,γάρ,particle,ti\s,τίς,pronoun,a)/nqrwpos,ἄνθρωπος,noun,ou),οὐ,adverb,le/getai,λέγω,verb,tino/s,τις,pronoun,tis,τις,pronoun,a)/nqrwpos,ἄνθρωπος,noun,ou)de\,οὐδέ,particle,o(,ὁ,article,ti\s,τίς,pronoun,bou=s,βοῦς,noun,tino/s,τις,pronoun,tis,τις,pronoun,bou=s,βοῦς,noun,w(sau/tws,ὡσαύτως,adverb,de\,δέ,particle,kai\,καί,conjunction,ta\,ὁ,article,me/rh,μέρα,noun,h(,ὁ,article,ga\r,γάρ,particle,ti\s,τίς,pronoun,xei\r,χείρ,noun,ou),οὐ,adverb,le/getai,tino/s,τις,pronoun,tis,τις,pronoun,xei\r,χείρ,noun,a)lla\,ἀλλά,adverb,tino\s,τις,pronoun,πρός,preposition,λέγω,verb,xei/r,χείρ,noun,kai\,καί,conjunction,h(,ti\s,τίς,pronoun,kefalh\,κεφαλή,noun,ou),οὐ,adverb,le/getai,λέγω,verb,tino/s,τις,pronoun,ὁ,article,tis,τις,pronoun,kefalh\,κεφαλή,noun,a)lla\,ἀλλά,adverb,tino\s,τις,pronoun,kefalh/,κεφαλή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(sau/tws,ὡσαύτως,adverb,de\,δέ,particle,kai\,καί,conjunction,e)pi\,ἐπί,preposition,tw=n,ὁ,article,deute/rwn,δεύτερος,adjective,ou)siw=n,οὐσία,adjective,e)pi/,ἐπί,preposition,ge,γε,particle,tw=n,ὁ,article,plei/stwn,πλεῖστος,adjective,oi(=on,οἷος,adjective,o(,ὁ,article,a)/nqrwpos,ἄνθρωπος,noun,ou),οὐ,adverb,le/getai,tino\s,τις,pronoun,a)/nqrwpos,ἄνθρωπος,noun,ou)de\,οὐδέ,particle,o(,ὁ,article,bou=s,βοῦς,noun,tino\s,τις,pronoun,bou=s,βοῦς,noun,ou)de\,οὐδέ,particle,to\,ὁ,article,cu/lon,ξύλον,adjective,tino\s,τις,pronoun,cu/lon,ξύλον,adjective,a)lla\,ἀλλά,adverb,tino\s,τις,pronoun,kth=ma,κτῆμα,noun,le/getai,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,me\n,μέν,particle,ou)=n,οὖν,particle,tw=n,ὁ,article,toiou/twn,τοιοῦτος,adjective,fanero\n,φανερός,adjective,o(/ti,ὅστις,pronoun,ou)k,οὐ,adverb,e)/sti,εἰμί,verb,tw=n,ὁ,article,pro/s,πρός,preposition,ti,τις,pronoun,e)p',ἐπί,preposition,e)ni/wn,ἔνιοι,adjective,de\,δέ,particle,tw=n,deute/rwn,δεύτερος,adjective,ou)siw=n,οὐσία,adjective,e)/xei,ἔχω,verb,a)mfisbh/thsin,ἀμφισβήτησις,noun,oi(=on,οἷος,adjective,h(,ὁ,article,kefalh\,κεφαλή,noun,tino\s,τις,pronoun,le/getai,λέγω,verb,kefalh\,κεφαλή,noun,kai\,καί,conjunction,h(,ὁ,article,xei\r,χείρ,noun,tino\s,τις,pronoun,le/getai,λέγω,verb,xei\r,χείρ,noun,kai\,καί,conjunction,e(/kaston,ἕκαστος,adjective,tw=n,ὁ,article,toiou/twn,τοιοῦτος,adjective,w(/ste,ὥστε,conjunction,tau=ta,οὗτος,pronoun,tw=n,ὁ,article,pro/s,πρός,preposition,ti,τις,pronoun,do/ceien,δοκέω,verb,a)\n,ἄν,particle,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,me\n,μέν,particle,ou)=n,οὖν,particle,i(kanw=s,ἱκανός,adjective,o(,ὁ,article,tw=n,ὁ,article,pro/s,πρός,preposition,ti,τις,pronoun,o(rismo\s,ὁρισμός,noun,a)pode/dotai,ἀποδίδωμι,verb,h)\,ἠέ,conjunction,tw=n,ὁ,article,pa/nu,πάνυ,adverb,xalepw=n,χαλεπός,adjective,h)\,ἠέ,conjunction,tw=n,a)duna/twn,ἀδύνατος,adjective,e)sti\,εἰμί,verb,to\,ὁ,article,lu=sai,λύω,verb,w(s,ὡς,conjunction,ou)demi/a,οὐδείς,pronoun,ou)si/a,οὐσία,adjective,tw=n,ὁ,article,pro/s,πρός,preposition,ti,τις,pronoun,le/getai,λέγω,verb,ei),εἰ,conjunction,de\,δέ,particle,mh\,μή,conjunction,i(kanw=s,ἱκανός,adjective,a)ll',ἀλλά,adverb,e)/sti,εἰμί,verb,ta\,ὁ,article,pro/s,πρός,preposition,ti,τις,pronoun,oi(=s,ὅς,pronoun,to\,ὁ,article,ei)=nai,εἰμί,verb,tau)to/n,ταυτός,adjective,e)sti,εἰμί,verb,tw=i,τίς,pronoun,pro/s,πρός,preposition,ti/,τίς,pronoun,pws,e)/xein,ἔχω,verb,i)/sws,ἴσως,adverb,a)\n,ἄν,particle,r(hqei/h,ἐρῶ,verb,ti,τις,pronoun,ὁ,article,πως,particle,pro\s,πρός,preposition,au)ta/,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,pro/teros,πρότερος,adjective,o(rismo\s,ὁρισμός,noun,parakolouqei=,παρακολουθέω,verb,me\n,μέν,particle,pa=si,πᾶς,adjective,toi=s,ὁ,article,pro/s,πρός,preposition,ti,τις,pronoun,ou),οὐ,adverb,mh\n,μήν,particle,tou=to/,οὗτος,pronoun,ge/,γε,particle,e)sti,εἰμί,verb,to\,pro/s,πρός,preposition,ti,τις,pronoun,au)toi=s,αὐτός,pronoun,ei)=nai,εἰμί,verb,to\,ὁ,article,au)ta\,αὐτός,pronoun,a(/per,ὅς,pronoun,e)sti\n,εἰμί,verb,e(te/rwn,ἕτερος,adjective,le/gesqai,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,de\,δέ,particle,tou/twn,οὗτος,pronoun,dh=lo/n,δῆλος,adjective,e)stin,εἰμί,verb,o(/ti,ὅστις,pronoun,e)a/n,ἐάν,conjunction,tis,τις,pronoun,ei)dh=i,οἶδα,verb,ti,τις,pronoun,w(risme/nws,ὡρισμένως,adverb,tw=n,ὁ,article,pro/s,πρός,preposition,ti,τις,pronoun,ka)kei=no,ἐκεῖνος,pronoun,pro\s,o(\,ὅς,pronoun,le/getai,λέγω,verb,w(risme/nws,ὡρισμένως,adverb,ei)/setai,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρός,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fanero\n,φανερός,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,kai\,καί,conjunction,e)c,ἐκ,preposition,au)tou=,αὐτός,pronoun,e)sti/n,εἰμί,verb,ei),εἰ,conjunction,ga\r,γάρ,particle,oi)=de/,οἶδα,verb,tis,τις,pronoun,to/de,ὅδε,pronoun,ti,τις,pronoun,o(/ti,ὅστις,pronoun,tw=n,ὁ,article,pro/s,ti/,τίς,pronoun,e)stin,εἰμί,verb,e)/sti,εἰμί,verb,de\,δέ,particle,to\,ὁ,article,ei)=nai,εἰμί,verb,toi=s,ὁ,article,pro/s,πρός,preposition,ti,τις,pronoun,tau)to\,αὐτός,pronoun,tw=i,τίς,pronoun,pro/s,πρός,preposition,ti/,τίς,pronoun,pws,πως,particle,e)/xein,ἔχω,verb,ka)kei=no,ἐκεῖνος,pronoun,oi)=de,οἶδα,verb,pro\s,πρός,preposition,o(\,ὅς,pronoun,tou=to/,οὗτος,pronoun,pws,πως,particle,e)/xei,ἔχω,verb,ei),εἰ,conjunction,ga\r,γάρ,particle,ou)k,οὐ,adverb,oi)=den,οἶδα,verb,o(/lws,ὅλος,adjective,pro\s,πρός,preposition,o(\,tou=to/,οὗτος,pronoun,pws,πως,particle,e)/xei,ἔχω,verb,ou)d',οὐδέ,particle,ei),εἰ,conjunction,πρός,preposition,ὅς,pronoun,pro/s,πρός,preposition,ti/,τίς,pronoun,pws,e)/xei,ἔχω,verb,ei)/setai,εἶμι,verb,,,,,,,,,,πως,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
