word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS
e)/fh,φημί,verb,de/,δέ,particle,tis,τις,pronoun,w(s,ὡς,conjunction,ou)k,οὐ,adverb,e)p',ἐπί,preposition,au)tou=,αὐτός,pronoun,ge,γε,particle,tou=,ὁ,article,loutrou=,λουτρόν,noun,to\,ὁ,article,dusxere\s,δυσχερής,adverb,h)=n,εἰμί,verb,to\,ὁ,article,faino/menon,φαίνω,verb,ou)d',οὐδέ,particle,ei)ko\s,ἔοικα,verb,w(s,ὡς,conjunction,ai)/tion,αἴτιος,adjective,fula/casqai,φυλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)lousa/mhn,λούω,verb,te,τε,particle,ei)s,εἰς,preposition,e(spe/ran,ἑσπέρα,noun,kai\,καί,conjunction,a(/ma,ἅμα,adverb,tw=|,ὁ,article,o)/rqrw|,ὄρθρος,noun,to\,ὁ,article,h)=tron,ἦτρον,noun,h)/lgoun,ἀλγέω,verb,kai\,καί,conjunction,e)pexw/rei,ἐπιχωρέω,verb,to\,ὁ,article,a)/lghma,ἄλγημα,noun,e)pi\,ἐπί,preposition,decia=|,δεξιός,adjective,kai\,καί,conjunction,me/xri,μέχρι,preposition,boubw=nos,βουβών,noun,ka/tw,κάτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(bdo/mh|,ἕβδομος,adjective,d',δέ,particle,e)pi\,ἐπί,preposition,de/ka,δέκα,verb,a)lousi/a,ἀλουσία,noun,e)c,ἐκ,preposition,o)nei/ratos,ὄνειρος,noun,o)gdo/h|,ὄγδοος,adjective,d',δέ,particle,e)pi\,ἐπί,preposition,de/ka,δέκα,verb,a)lousi/a,ἀλουσία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)na/th|,ἔνατος,adjective,e)pi\,ἐπί,preposition,de/ka,δέκα,verb,d',δέ,particle,e)/doca/,δοκέω,verb,tinas,τις,pronoun,tw=n,ὁ,article,barba/rwn,βάρβαρος,adjective,e)gkratei=s,ἐγκρατής,adjective,gegenh=sqai/,γίγνομαι,verb,mou,ἐγώ,pronoun,kai/,καί,conjunction,tina,τις,pronoun,au)tw=n,αὐτός,pronoun,e)pie/nai,ἔπειμι,verb,moi,ἐγώ,pronoun,kai\,καί,conjunction,do/can,δόξα,noun,parasxei=n,παρέχω,verb,w(s,ὡς,conjunction,sti/conta,στίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,kaqei=nai,καθίημι,verb,to\n,ὁ,article,da/ktulon,δάκτυλος,noun,ou(twsi\,οὑτωσί,adverb,me/xri,μέχρι,preposition,tou=,ὁ,article,laimou=,λαιμός,noun,kai/,καί,conjunction,ti,τις,pronoun,e)gxe/ai,ἐγχέω,verb,kata\,κατά,preposition,dh/,δή,particle,tina,τις,pronoun,e)pixw/rion,ἐπιχώριος,adjective,no/mon,νόμος,noun,o)noma/sai,ὀνομάζω,verb,de\,δέ,particle,au)to\,αὐτός,pronoun,o)cusiti/an,ὀξυσιτία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,de\,δέ,particle,u(/steron,ὕστερος,adjective,w(s,ὡς,conjunction,o)/nar,ὄναρ,noun,dihgei=sqai,διηγέομαι,verb,kai\,καί,conjunction,tou\s,ὁ,article,a)kou/ontas,ἀκούω,verb,qauma/zein,θαυμάζω,verb,kai\,καί,conjunction,le/gein,λέγω,verb,w(s,ὡς,conjunction,a)/ra,ἄρα,particle,tou=to,οὗτος,pronoun,ai)/tion,αἴτιος,adjective,ei)/h,ἀίω,verb,tou=,ὁ,article,diyh=n,διψάω,verb,me\n,μέν,particle,mh\,μή,conjunction,du/nasqai,δύναμαι,verb,de\,δέ,particle,piei=n,πίνω,verb,to\,ὁ,article,tre/pesqai,τρέπω,verb,ei)s,εἰς,preposition,o)/cos,ὄξος,noun,ta\,ὁ,article,siti/a,σιτίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,dh\,δή,particle,tou/tou,οὗτος,pronoun,e)/meto/s,ἔμετος,noun,te,τε,particle,e)dei/knuto,δείκνυμι,verb,kai\,καί,conjunction,prose/tacen,προστάσσω,verb,o(,ὁ,article,ba/rbaros,βάρβαρος,adjective,loutrou=,λουτρόν,noun,te,τε,particle,a)posxe/sqai,ἀπέχω,verb,kai\,καί,conjunction,dia/konon,διάκονος,noun,e(/na,ἕνος,adjective,parasth/sasqai,παρίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,th/meron,σήμερον,adverb,ei)=nai,εἰμί,verb,a)lousi/a,ἀλουσία,noun,kai\,καί,conjunction,e)/metos,ἔμετος,noun,meta\,μετά,preposition,r(a|stw/nhs,ῥᾳστώνη,noun,w(s,ὡς,conjunction,ei)ka/sai,εἰκάζω,verb,e)do/koun,δοκέω,verb,e)n,ἐν,preposition,propulai/ois,προπύλαιος,adjective,ei)=nai,εἰμί,verb,tou=,ὁ,article,*)asklhpiou=,Ἀσκληπιός,proper,kai/,καί,conjunction,tina,τις,pronoun,tw=n,ὁ,article,e)pithdei/wn,ἐπιτήδειος,adjective,e)ntuxo/nta,ἐντυγχάνω,verb,moi,ἐγώ,pronoun,periba/llein,περιβάλλω,verb,kai\,καί,conjunction,filofronei=sqai,φιλοφρονέομαι,verb,oi(=a,οἷος,adjective,dh\,δή,particle,dia\,διά,preposition,xro/nou,χρόνος,noun,e(orako/ta,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)pei=n,εἶπον,verb,dh\,δή,particle,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,w(s,ὡς,conjunction,e)n,ἐν,preposition,a)hdi/a|,ἀηδία,noun,te,τε,particle,ei)/hn,εἰμί,verb,gegonw\s,γίγνομαι,verb,kai\,καί,conjunction,proi+o/ntos,πρόειμι,verb,tou=,ὁ,article,lo/gou,λόγος,noun,mnhsqh=nai,μιμνήσκω,verb,o(/sa,ὅσος,adjective,dh\,δή,particle,kai\,καί,conjunction,peri\,περί,preposition,to\,ὁ,article,i(ero\n,ἱερόν,noun,tugxa/noi,τυγχάνω,verb,kekinhme/na,κινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a(/ma,ἅμα,adverb,tau=ta,οὗτος,pronoun,le/gontes,λέγω,verb,ei)sh/|eimen,,,ei)/sw,εἴσω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,e)geno/meqa,γίγνομαι,verb,ou(=,ἕ,pronoun,h(,ὁ,article,a)gaqh\,ἀγαθός,adjective,tu/xh,τύχη,noun,kai\,καί,conjunction,o(,ὁ,article,a)gaqo\s,ἀγαθός,adjective,dai/mwn,δαίμων,adjective,e)pista/ntes,ἐφίστημι,verb,e)/ti,ἔτι,adverb,dielego/meqa,διαλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,tina,τις,pronoun,tw=n,ὁ,article,u(phretw=n,ὑπηρέτης,noun,i)dw\n,εἶδον,verb,tw=n,ὁ,article,peri\,περί,preposition,to\,ὁ,article,i(ero\n,ἱερόν,noun,h)ro/mhn,ἀρόω,verb,o(/pou,ὅπου,adverb,o(,ὁ,article,i(ereu\s,ἱερεύς,adjective,ei)/h,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,e)/fh,φημί,verb,e)co/pisqe,ἐξόπισθε,adverb,tou=,ὁ,article,new/,ναός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ei)=nai,εἰμί,verb,peri\,περί,preposition,lu/xnous,λύχνος,noun,h)/dh,ἤδη,adverb,tou\s,ὁ,article,i(erou\s,ἱερός,adjective,ta/s,ὁ,article,te,τε,particle,dh\,δή,particle,klei=s,κλείς,noun,a)nakomi/zein,ἀνακομίζω,verb,to\n,ὁ,article,newko/ron,νεωκόρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tuxei=n,τυγχάνω,verb,e)n,ἐν,preposition,tou/tw|,οὗτος,pronoun,kleisqe\n,κλείω,verb,to\,ὁ,article,i(ero\n,ἱερόν,noun,ou(/tw,οὕτως,adverb,me/ntoi,μέντοι,particle,w(/ste,ὥστε,conjunction,kai\,καί,conjunction,sugkekleisme/nou,συγκλείω,verb,ei)/sodo/n,εἴσοδος,noun,te/,τε,particle,tina,τις,pronoun,lei/pesqai,λείπω,verb,kai\,καί,conjunction,ta\,ὁ,article,e)/ndon,ἔνδον,adverb,o(ra=sqai,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prosh=lqo/n,προσέρχομαι,verb,te,τε,particle,dh\,δή,particle,tai=s,ὁ,article,qu/rais,θύρα,noun,kai\,καί,conjunction,o(rw=,ὁράω,verb,a)/galma,ἄγαλμα,noun,e(/teron,ἕτερος,adjective,a)nti\,ἀντί,preposition,tou=,ὁ,article,palaiou=,παλαιός,adjective,kathfe/s,κατηφής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qauma/zonti,θαυμάζω,verb,de/,δέ,particle,moi,ἐγώ,pronoun,kai\,καί,conjunction,zhtou=nti,ζητέω,verb,to\,ὁ,article,a)rxai=on,ἀρχαῖος,adjective,ou(=,ἕ,pronoun,ei)/h,ἀίω,verb,prosfe/rei,προσφέρω,verb,tis,τις,pronoun,kai\,καί,conjunction,ou)d',οὐδέ,particle,au)to\,αὐτός,pronoun,pa/nu,πάνυ,adverb,e)/doca,δοκέω,verb,gnwri/sai,γνωρίζω,verb,proseku/nhsa,προσκυνέω,verb,d',δέ,particle,ou)=n,οὖν,particle,spoudh=|,σπουδή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,tau=ta,οὗτος,pronoun,perielqo/ntes,περιέρχομαι,verb,e)ntugxa/nomen,ἐντυγχάνω,verb,tw=|,ὁ,article,i(erei=,ἱερεύς,adjective,kai\,καί,conjunction,h)rxo/mhn,ἄρχω,verb,e)gw\,ἐγώ,pronoun,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,lo/gou,λόγος,noun,toiou=de,τοιόσδε,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)moi\,ἐγώ,pronoun,kai\,καί,conjunction,e)n,ἐν,preposition,*smu/rnh|,Σμύρνα,proper,o)nei/rata,ὄνειρος,noun,e)gi/gneto,γίγνομαι,verb,dialexqh=nai/,διαλέγω,verb,soi,σύ,pronoun,peri\,περί,preposition,tou=,ὁ,article,i(erou=,ἱερόν,noun,kai\,καί,conjunction,nomi/sas,νομίζω,verb,to\,ὁ,article,pra=gma,πρᾶγμα,noun,mei=zon,μέγας,adverb,ei)=nai,εἰμί,verb,h)\,ἠέ,conjunction,kat',κατά,preposition,e)me\,ἐγώ,pronoun,e)siw/phsa,σιωπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nu=n,νῦν,adverb,e)/nagxo/s,ἔναγχος,adverb,moi,ἐγώ,pronoun,peri\,περί,preposition,au)tw=n,αὐτός,pronoun,tou/twn,οὗτος,pronoun,gege/nhtai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a(/ma,ἅμα,adverb,e)n,ἐν,preposition,nw=|,νόος,adjective,ei)=xon,ἔχω,verb,le/gein,λέγω,verb,peri\,περί,preposition,tou=,ὁ,article,to\,ὁ,article,e(/dos,ἕδος,noun,ei)s,εἰς,preposition,th\n,ὁ,article,a)rxai/an,ἀρχαῖος,adjective,xw/ran,χώρα,noun,katasth=sai,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peripatou=ntos,περιπατέω,verb,de/,δέ,particle,mou,ἐγώ,pronoun,a)popi/ptei,ἀποπίπτω,verb,to\,ὁ,article,dia/baqron,διάβαθρον,noun,tou=,ὁ,article,e(te/rou,ἕτερος,adjective,podo\s,πούς,noun,kai\,καί,conjunction,o(,ὁ,article,i(ereu\s,ἱερεύς,adjective,a)nelo/menos,ἀναιρέω,verb,prosfe/rei,προσφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ἐγώ,pronoun,th=s,ὁ,article,me\n,μέν,particle,timh=s,τιμή,noun,e(/neka,ἕνεκα,preposition,h(/sqhn,ἕζομαι,verb,boulo/menos,βούλομαι,verb,de\,δέ,particle,au)to\n,αὐτός,pronoun,oi(=on,οἷος,adjective,a)mei/besqai,ἀμείβω,verb,kai\,καί,conjunction,deciou=sqai,δεξιόομαι,verb,ku/yas,κύπτω,verb,lamba/nw,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)n,ἐν,preposition,tou/tw|,οὗτος,pronoun,tau=ro/s,ταῦρος,noun,tis,τις,pronoun,e)ph/|ei,ἔπειμι,verb,moi,ἐγώ,pronoun,kat',κατά,preposition,au)ta\s,αὐτός,pronoun,ta\s,ὁ,article,a)koa\s,ἀκοή,noun,tou=,ὁ,article,qeou=,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ἐγώ,pronoun,e)dedoi/kein,δείδω,verb,te,τε,particle,kai/,καί,conjunction,pws,πως,particle,e)peirw/mhn,πειράω,verb,fula/ttesqai,φυλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,a)/llo,ἄλλος,adjective,me\n,μέν,particle,ou)de\n,οὐδείς,pronoun,e)/drasen,δράω,verb,u(po\,ὑπό,preposition,de\,δέ,particle,to\,ὁ,article,go/nu,γόνυ,noun,to\,ὁ,article,decio\n,δεξιός,adjective,e)ne/qlasen,ἐνθλάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,*qeo/dotos,Θεόδοτος,proper,smi/lhn,σμίλη,noun,tina\,τις,pronoun,labw\n,λαμβάνω,verb,a)neka/qaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,e)/mellon,μέλλω,verb,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,e)rei=n,ἐρέω,verb,o(/ti,ὅστις,pronoun,su\,σύ,pronoun,au)to\,αὐτός,pronoun,e)poi/hsas,ποιέω,verb,e(/lkos,ἕλκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=t',οὗτος,pronoun,h)=n,εἰμί,verb,ta\,ὁ,article,fanqe/nta,φαίνω,verb,kai\,καί,conjunction,e)ntau=qa,ἐνταῦθα,adverb,e)/lhcen,λήγω,verb,o(,ὁ,article,fo/bos,φόβος,noun,kai\,καί,conjunction,e)ge/neto,γίγνομαι,verb,u(po\,ὑπό,preposition,to\,ὁ,article,go/nu,γόνυ,noun,to\,ὁ,article,decio\n,δεξιός,adjective,e(lku/dion,,,a)/nqraki,ἄνθραξ,noun,e)oiko\s,ἔοικα,verb,kai\,καί,conjunction,e)do/kei,δοκέω,verb,a)gaqo\n,ἀγαθός,adjective,ei)=nai,εἰμί,verb,pro\s,πρός,preposition,ta\,ὁ,article,a)/nw,ἄνω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deka/th|,δέκατος,adjective,d',δέ,particle,u(ste/ra|,ὑστέρα,noun,e)do/koun,δοκέω,verb,e)sqh=ta,ἐσθής,noun,e)/xein,ἔχω,verb,i(ere/ws,ἱερεύς,adjective,kai\,καί,conjunction,au)to\n,αὐτός,pronoun,paro/nta,πάρειμι,verb,o(ra=n,ὁράω,verb,to\n,ὁ,article,i(ere/a,ἱέρεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)do/koun,δοκέω,verb,de\,δέ,particle,kai\,καί,conjunction,tw=n,ὁ,article,e)pithdei/wn,ἐπιτήδειος,adjective,tina\,τις,pronoun,u(poxwleu/onta,ὑποχωλεύω,verb,i)dw\n,εἶδον,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,peri\,περί,preposition,th\n,ὁ,article,e(/dran,ἕδρα,noun,fa/nai,φαίνω,verb,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,o(/ti,ὅστις,pronoun,tau=ta,οὗτος,pronoun,h(suxi/a,ἡσυχία,noun,qerapeu/oi,θεραπεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peta/xqh,ἐπιτάσσω,verb,kai\,καί,conjunction,e)/metos,ἔμετος,noun,dia\,διά,preposition,pollw=n,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,h)=n,εἰμί,verb,au(/th,οὗτος,pronoun,pe/mpth,πέμπτος,adjective,a)lousiw=n,ἀλουσία,noun,e(ch=s,ἑξῆς,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/cion,ἄξιος,adjective,de\,δέ,particle,kai\,καί,conjunction,to\,ὁ,article,pa/rergon,πάρεργος,adjective,tw=n,ὁ,article,o)neira/twn,ὄνειρος,noun,ei)pei=n,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)do/koun,δοκέω,verb,ga\r,γάρ,particle,w(s,ὡς,conjunction,e)pi\,ἐπί,preposition,th=|,ὁ,article,ei)wqui/a|,ἔθω,verb,mele/th|,μελέτη,noun,tw=n,ὁ,article,lo/gwn,λόγος,noun,*dhmosqe/nh,Δημοσθένης,proper,tina\,τις,pronoun,metaxeiri/zesqai,μεταχειρίζομαι,verb,kai\,καί,conjunction,le/gein,λέγω,verb,dh\,δή,particle,pro\s,πρός,preposition,tou\s,ὁ,article,*)aqhnai/ous,Ἀθήναιος,proper,w(s,ὡς,conjunction,e)kei=nos,ἐκεῖνος,pronoun,w)/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(mei=s,σύ,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,dia\,διά,preposition,tou=,ὁ,article,kh/rukos,κῆρυξ,noun,e)rwta=te,ἐρωτάω,verb,ti/s,τίς,pronoun,a)goreu/ein,ἀγορεύω,verb,bou/letai,βούλομαι,verb,e)gw\,ἐγώ,pronoun,de\,δέ,particle,u(ma=s,σύ,pronoun,h(de/ws,ἡδέως,adverb,a)\n,ἄν,particle,e)roi/mhn,ἔρομαι,verb,ti/s,τίς,pronoun,u(mw=n,σύ,pronoun,bou/letai,βούλομαι,verb,pra/ttein,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
