word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/20/lemma/@_entry,word/20/lemma/@_POS,word/22/lemma/@_entry,word/22/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/52/lemma/@_entry,word/52/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS
*la/kwn,Λάκων,proper,d',δέ,particle,e)celigmo\s,ἐξελιγμός,noun,o)noma/zetai,ὀνομάζω,verb,e)peida\n,ἐπειδάν,conjunction,o(,ὁ,article,loxago\s,λοχαγός,adjective,metaballo/menos,μεταβάλλω,verb,e)k,ἐκ,preposition,do/ratos,δόρυ,noun,o(/lon,ὅλος,adjective,to\n,ὁ,article,lo/xon,λόχος,noun,metalla/ch|,μεταλήγω,verb,e)s,εἰς,preposition,a)/llon,ἄλλος,adjective,i)/son,ἴσος,adjective,tw=|,ὁ,article,pro/sqen,πρόσθεν,adverb,to/pon,τόπος,noun,oi(,de\,δέ,particle,loipoi\,e(po/menoi,ἕπομαι,verb,e)fech=s,ἐφεξῆς,adverb,au)tw=|,αὐτός,pronoun,ta/sswntai,τάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,λοιπός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,o(po/tan,ὁπόταν,adverb,o(,ὁ,article,me\n,μέν,particle,ou)rago\s,οὐραγός,noun,metaba/llhtai,μεταβάλλω,verb,o(,ὁ,article,de\,δέ,particle,o)pi/sw,ὀπίσω,adverb,au)tou=,αὐτός,pronoun,tetagme/nos,τάσσω,verb,e)k,ἐκ,preposition,do/ratos,δόρυ,noun,tou=,ὁ,article,ou)ragou=,οὐραγός,noun,paraporeuo/menos,παραπορεύομαι,verb,e)/mprosqen,ἔμπροσθεν,adverb,au)tou=,αὐτός,pronoun,ta/sshtai,τάσσω,verb,kai\,καί,conjunction,oi(,loipoi\,λοιπός,adjective,w(sau/tws,a)/llos,ἄλλος,adjective,pro\s,πρός,preposition,a)/llou,ἄλλος,adjective,taxqei\s,τάσσω,verb,to\n,ὁ,article,loxago\n,λοχαγός,adjective,au)=,αὖ,interjection,prwtosta/thn,πρωτοστάτης,adjective,poih/swntai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ὡσαύτως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xo/rios,χόριος,noun,d',δέ,particle,e)celigmo\s,ἐξελιγμός,noun,gi/gnetai,γίγνομαι,verb,e)peida\n,ἐπειδάν,conjunction,o(,ὁ,article,loxago\s,λοχαγός,adjective,metaballo/menos,μεταβάλλω,verb,e)pi\,ἐπί,preposition,do/ru,δόρυ,noun,proi/+h|,πρόειμι,verb,e)pi\,ἐπί,preposition,tou=,ὁ,article,lo/xou,λόχος,noun,e)/st',εἰμί,verb,a)\n,ἄν,particle,kata/sxh|,κατέχω,verb,to\n,ὁ,article,tou=,ὁ,article,ou)ragou=,οὐραγός,noun,to/pon,o(,ὁ,article,de\,ou)rago\s,οὐραγός,noun,to\n,ὁ,article,tou=,ὁ,article,loxagou=,λοχαγός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τόπος,noun,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,kata\,κατά,preposition,lo/xous,λόχος,noun,gi/gnontai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(sau/tws,ὡσαύτως,adverb,de\,δέ,particle,kai\,καί,conjunction,oi(,ὁ,article,kata\,κατά,preposition,zuga\,ζυγή,noun,suntelou/menoi,συντελέω,verb,ou),οὐ,adverb,xalepoi\,χαλεπός,adjective,gnwsqh=nai,γιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplasiasmw=n,διπλασιασμός,noun,de\,δέ,particle,dissa\,δισσός,adjective,ge/nh,γένος,noun,tugxa/nei,τυγχάνω,verb,o)/nta,εἰμί,verb,h)/toi,ἤτοι,particle,kata\,κατά,preposition,zuga\,ζυγή,noun,h)\,ἠέ,conjunction,kata\,κατά,preposition,ba/qos,βάθος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou/twn,οὗτος,pronoun,e(/kaston,ἕκαστος,adjective,h)\,ἠέ,conjunction,tw=|,ὁ,article,a)riqmw=|,ἀριθμός,adjective,diplasia/zetai,διπλασιάζω,verb,h)\,ἠέ,conjunction,tw=|,ὁ,article,to/pw|,τόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)riqmw=|,ἀριθμός,adjective,me/n,μέν,particle,ei),εἰ,conjunction,a)nti\,ἀντί,preposition,xili/wn,χίλιοι,adjective,ei)/kosi,εἴκοσι,verb,tessa/rwn,τέσσαρες,noun,to\,ὁ,article,mh=kos,μῆκος,adjective,disxili/wn,δισχίλιοι,adjective,tessara/konta,τεσσαράκοντα,adjective,o)ktw\,ὀκτώ,adverb,poih/saimen,ποιέω,verb,to\n,ὁ,article,to/pon,τόπος,noun,to\n,ὁ,article,au)to\n,αὐτός,pronoun,e)pexou/shs,ἐπέχω,verb,th=s,ὁ,article,pa/shs,πᾶς,adjective,fa/laggos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,φάλαγξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gi/gnetai,γίγνομαι,verb,de\,δέ,particle,tou=to,οὗτος,pronoun,paremballo/ntwn,παρεμβάλλω,verb,h(mw=n,ἐγώ,pronoun,e)s,εἰς,preposition,ta\,ὁ,article,metacu\,μεταξύ,adverb,tw=n,ὁ,article,o(plitw=n,ὁπλίτης,noun,tou\s,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,ba/qei,βάθος,adjective,e)pista/tas,ἐπιστάτη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou(/tw,οὕτως,adverb,puknou=tai,πυκνόω,verb,h(mi=n,ἐγώ,pronoun,to\,ὁ,article,me/twpon,μέτωπον,noun,th=s,ὁ,article,fa/laggos,φάλαγξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pokatasth=sai,ἀποκαθίστημι,verb,de\,δέ,particle,e)peida\n,ἐπειδάν,conjunction,boulhqw=men,βούλομαι,verb,paraggelou=men,παραγγέλλω,verb,w(=de,ὧδε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,e)s,εἰς,preposition,to\,ὁ,article,mh=kos,μῆκος,adjective,e)ntetagme/nos,ἐντάσσω,verb,e)pa/niqi,ἐπάνειμι,verb,e)s,εἰς,preposition,ta/cin,τάξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,kai\,καί,conjunction,tw=|,ὁ,article,to/pw|,τόπος,noun,diplasia/sai,διπλασιάζω,verb,e)qe/loimen,ἐθέλω,verb,to\,ὁ,article,mh=kos,μῆκος,adjective,w(s,ὡς,conjunction,a)nti\,ἀντί,preposition,stadi/wn,στάδιον,noun,pe/nte,πέντε,adverb,e)s,εἰς,preposition,de/ka,δέκα,verb,e)ktei=nai,ἐκτείνω,verb,th\n,ὁ,article,ta/cin,τάξις,noun,tou\s,ὁ,article,e)k,ἐκ,preposition,tou=,ba/qous,βάθος,adjective,paremblhqe/ntas,e)s,εἰς,preposition,to\,ὁ,article,kata\,κατά,preposition,mh=kos,μῆκος,adjective,me/son,μέσος,adjective,tw=n,ὁ,article,o(plitw=n,ὁπλίτης,noun,dia/sthma,διάστημα,noun,e)pi\,ἐπί,preposition,ta\,ὁ,article,decia\,δεξιός,adjective,keleu/somen,κελεύω,verb,e)celi/ssesqai,ἐξελίσσω,verb,tou\s,ὁ,article,de\,δέ,particle,loipou\s,λοιπός,adjective,kai\,καί,conjunction,h(mi/seas,ἥμισυς,adjective,au)tw=n,αὐτός,pronoun,ὁ,article,παρεμβάλλω,verb,e)pi\,ἐπί,preposition,ta\,ὁ,article,eu)w/numa,εὐώνυμος,adjective,a)po\,ἀπό,preposition,tw=n,ὁ,article,pro\s,πρός,preposition,toi=s,ὁ,article,ke/rasi,κέρας,noun,deute/rwn,δεύτερος,adjective,lo/xwn,λόχος,noun,a)rxo/menoi,kai\,καί,conjunction,ou(/tw,οὕτως,adverb,dipla/sion,διπλάσιος,adjective,e)fe/cei,ἔφεξις,noun,xw=ron,χῶρος,noun,h(,ὁ,article,pa=sa,πᾶς,adjective,ta/cis,τάξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pokatasth=sai,ἀποκαθίστημι,verb,de\,δέ,particle,e)peida\n,ἐπειδάν,conjunction,boulhqw=men,βούλομαι,verb,paraggelou=men,παραγγέλλω,verb,au)=,αὖ,interjection,e)celi/ssein,ἐξελίσσω,verb,tou\s,ὁ,article,kata\,κατά,preposition,ta\,ὁ,article,ke/rata,κέρας,noun,tetagme/nos,τάσσω,verb,e)s,εἰς,preposition,ou(/stinas,ὅστις,pronoun,pro/teron,πρότερος,adjective,ei)=xon,ἔχω,verb,to/pous,τόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,pa/nu,πάνυ,adverb,de\,δέ,particle,w)fe/limoi,ὠφέλιμος,adjective,oi(,ὁ,article,diplasiasmoi\,διπλασιασμός,noun,e)ggu\s,ἐγγύς,adverb,o)/ntwn,εἰμί,verb,polemi/wn,πολέμιος,adjective,o(/ti,ὅστις,pronoun,taraxh=s,ταραχή,noun,te,τε,particle,tou=,ὁ,article,h(mete/rou,ἡμέτερος,adjective,strateu/matos,στράτευμα,adjective,do/can,δόξα,noun,pare/cousin,παρέχω,verb,e)kei/nois,ἐκεῖνος,pronoun,kai\,καί,conjunction,au)to\,αὐτός,pronoun,to\,stra/teuma,στράτευμα,adjective,e)n,th=|,ὁ,article,metakinh/sei,μετακίνησις,noun,a)sqene/steron,ἀσθενής,adjective,a(/ma,ἅμα,adverb,kai\,καί,conjunction,a)takto/teron,ἄτακτος,adjective,kaqista=sin,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,ἐν,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,tou\s,ὁ,article,yilou\s,ψιλός,adjective,e)pektei/nein,ἐπεκτείνω,verb,a)/meinon,ἀμείνων,adjective,kai\,καί,conjunction,tou\s,ὁ,article,i(ppe/as,ἱππεύς,noun,w(s,ὡς,conjunction,th\n,ὁ,article,e)k,ἐκ,preposition,tou=,ὁ,article,diplasiasmou=,διπλασιασμός,noun,e)/kplhcin,ἔκπληξις,noun,a)/neu,ἄνευ,preposition,kinh/sews,κίνησις,adjective,th=s,ὁ,article,pezikh=s,πεζικός,adjective,fa/laggos,φάλαγξ,noun,toi=s,ὁ,article,polemi/ois,e)mpoih=sai,ἐμποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πολέμιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gi/gnetai,γίγνομαι,verb,de\,δέ,particle,to\,ὁ,article,diplasia/zein,διπλασιάζω,verb,a)nagkai=on,ἀναγκαῖος,adjective,h)\,ἠέ,conjunction,u(perfalaggh=sai,ὑπερφαλαγγέω,verb,h(mw=n,ἐγώ,pronoun,e)qelhsa/ntwn,ἐθέλω,verb,u(pe\r,ὑπέρ,preposition,to\,ὁ,article,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,ke/ras,κέρας,noun,h)\,ἠέ,conjunction,kwlu=sai,κωλύω,verb,u(perfalaggh=sai,ὑπερφαλαγγέω,verb,e)kei/nous,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ba/qos,βάθος,adjective,de\,δέ,particle,diplasia/zetai,διπλασιάζω,verb,ei),εἰ,conjunction,o(,ὁ,article,deu/teros,δεύτερος,adjective,lo/xos,λόχος,noun,tw=|,ὁ,article,prw/tw|,πρότερος,adjective,e)pitaxqei/h,ἐπιτάσσω,verb,w(/ste,ὥστε,conjunction,to\n,ὁ,article,tou=,ὁ,article,deute/rou,δεύτερος,adjective,lo/xou,λόχος,noun,loxago\n,λοχαγός,adjective,e)pista/thn,ἐφίστημι,verb,tou=,ὁ,article,prw/tou,πρότερος,adjective,loxagou=,gene/sqai,γίγνομαι,verb,to\n,d',δέ,particle,e)pista/thn,ἐφίστημι,verb,to\n,ὁ,article,prw=ton,πρότερος,adjective,tou=,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,e)pista/tou,ἐπίστατον,noun,e)pista/thn,ἐπιστάτη,noun,gene/sqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,λοχαγός,adjective,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,ga\r,γάρ,particle,o(,ὁ,article,me\n,μέν,particle,pro/sqen,πρόσθεν,adverb,prw=tos,πρότερος,adjective,w)\n,εἰμί,verb,tou=,ὁ,article,deute/rou,δεύτερος,adjective,lo/xou,λόχος,noun,deu/tero/s,δεύτερος,adjective,e)sti,εἰμί,verb,tou=,ὁ,article,prw/tou,πρότερος,adjective,lo/xou,λόχος,noun,o(,ὁ,article,de\,δέ,particle,deu/teros,δεύτερος,adjective,e)n,ἐν,preposition,tw=|,ὁ,article,deute/rw|,te/tartos,τέταρτος,adjective,tou=,prw/tou,πρότερος,adjective,kai\,καί,conjunction,w(sau/tws,ὡσαύτως,adverb,e)fech=s,ἐπέχω,verb,e)/st',εἰμί,verb,a)\n,ἄν,particle,a(/pas,ἅπας,adjective,o(,ὁ,article,deu/teros,δεύτερος,adjective,lo/xos,λόχος,noun,kata\,κατά,preposition,ton,,,prw=ton,πρότερος,adjective,e)p',ἐπί,preposition,eu)qei/as,εὐθύς,adjective,e)nalla\c,ἐναλλάξ,adverb,e)ntaxqh=|,ἐντάσσω,verb,e)s,εἰς,preposition,ba/qos,βάθος,adjective,δεύτερος,adjective,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,ga/r,γάρ,particle,toi,σύ,pronoun,kai\,καί,conjunction,o(,ὁ,article,te/tartos,τέταρτος,adjective,lo/xos,λόχος,noun,to\n,ὁ,article,tri/ton,τρίτος,adjective,baqunei=,βαθύνω,verb,suntaxqei\s,συντάσσω,verb,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,a(plw=s,ἁπλῶς,adverb,oi(,ὁ,article,a)/rtioi,ἄρτιος,adjective,e)s,εἰς,preposition,tou\s,ὁ,article,perissou\s,περισσός,adjective,e)ntaxqh/sontai,ἐντάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,xalepo\n,χαλεπός,adjective,de\,δέ,particle,gnw=nai,γιγνώσκω,verb,o(/pws,ὅπως,conjunction,kai\,καί,conjunction,au)tou=,αὐτός,pronoun,tou=,ὁ,article,kata\,κατά,preposition,ba/qos,βάθος,adjective,xwri/ou,χωρίον,noun,diplasiasmo\s,διπλασιασμός,noun,e)/stai,εἰμί,verb,kai\,καί,conjunction,h(,ὁ,article,a)po\,ἀπό,preposition,tou=de,ὅδε,pronoun,a)pokata/stasis,ἀποκατάστασις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
