word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS
e)gw\,ἐγώ,pronoun,de\,δέ,particle,tou/tous,οὗτος,pronoun,ou)/te,οὔτε,adverb,tw=n,ὁ,article,peri\,περί,preposition,th=s,ὁ,article,ei)rh/nhs,εἰρήνη,noun,sunqhkw=n,συνθήκη,noun,oi)=da,οἶδα,verb,metasxo/ntas,μετέχω,verb,u(mi=n,σύ,pronoun,ou)/t',οὔτε,adverb,e)n,ἐν,preposition,tai=s,ὁ,article,sth/lais,στήλη,noun,a)nagegramme/nous,ἀναγράφω,verb,ou)/t',οὔτε,adverb,*)aqhnai/ous,Ἀθήναιος,proper,o)/ntas,εἰμί,verb,a)lla\,ἀλλά,adverb,*th/rhn,Τήρης,proper,me\n,μέν,particle,met',μετά,preposition,e)mou=,ἐγώ,pronoun,strateuo/menon,στρατεύω,verb,e)f',ἐπί,preposition,u(ma=s,σύ,pronoun,*kersoble/pthn,Κερσοβλέπτης,proper,de\,δέ,particle,toi=s,ὁ,article,par',παρά,preposition,e)mou=,ἐγώ,pronoun,presbeutai=s,πρεσβευτής,noun,i)di/a|,ἴδιος,adjective,me\n,μέν,particle,tou\s,ὁ,article,o(/rkous,ὅρκος,noun,o)mo/sai,ὄμνυμι,verb,proqumou/menon,προθυμέομαι,verb,kwluqe/nta,κωλύω,verb,d',δέ,particle,u(po\,ὑπό,preposition,tw=n,ὁ,article,u(mete/rwn,ὑμέτερος,adjective,strathgw=n,στρατηγός,noun,a)pofaino/ntwn,ἀποφαίνω,verb,au)to\n,αὐτός,pronoun,*)aqhnai/wn,Ἀθήναια,proper,e)xqro/n,ἐχθρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,pw=s,πῶς,adverb,e)sti\,εἰμί,verb,tou=t',οὗτος,pronoun,i)/son,ἴσος,adjective,h)\,ἠέ,conjunction,di/kaion,δίκαιος,adjective,o(/tan,ὅταν,conjunction,me\n,μέν,particle,u(mi=n,σύ,pronoun,sumfe/rh|,συμφέρω,verb,pole/mion,πολέμιος,adjective,ei)=nai,εἰμί,verb,fa/skein,φάσκω,verb,au)to\n,αὐτός,pronoun,th=s,ὁ,article,po/lews,πόλις,adjective,o(/tan,ὅταν,conjunction,d',δέ,particle,e)me\,ἐγώ,pronoun,sukofantei=n,συκοφαντέω,verb,bou/lhsqe,βούλομαι,verb,poli/thn,πολίτης,noun,a)podei/knusqai,ἀποδείκνυμι,verb,to\n,ὁ,article,au)to\n,αὐτός,pronoun,u(f',ὑπό,preposition,u(mw=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*sita/lkou,Σιτάλκας,proper,me\n,μέν,particle,a)poqano/ntos,ἀποθνήσκω,verb,w(=|,ὅς,pronoun,mete/dote,μεταδίδωμι,verb,th=s,ὁ,article,politei/as,πολιτεία,noun,eu)qu\s,εὐθύς,adverb,poih/sasqai,ποιέω,verb,pro\s,πρός,preposition,to\n,ὁ,article,a)poktei/nanta,ἀποκτείνω,verb,fili/an,φιλία,noun,u(pe\r,ὑπέρ,preposition,de\,δέ,particle,*kersoble/ptou,Κερσοβλέπτης,proper,po/lemon,πόλεμος,noun,ai)/resqai,αἴρω,verb,pro\s,πρός,preposition,h(ma=s,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=ta,οὗτος,pronoun,safw=s,σαφής,adverb,ei)do/tas,οἶδα,verb,o(/ti,ὅστις,pronoun,tw=n,ὁ,article,lambano/ntwn,λαμβάνω,verb,ta\s,ὁ,article,dwrea\s,δωρεά,noun,ta\s,ὁ,article,toiau/tas,τοιοῦτος,adjective,ou)dei\s,οὐδείς,pronoun,ou)/te,οὔτε,adverb,tw=n,ὁ,article,no/mwn,νόμος,noun,ou)/te,οὔτε,adverb,tw=n,ὁ,article,yhfisma/twn,ψήφισμα,noun,ou)de\n,οὐδείς,pronoun,fronti/zei,φροντίζω,verb,tw=n,ὁ,article,u(mete/rwn,ὑμέτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,a)ll',ἀλλά,adverb,ei),εἰ,conjunction,dei=,δέομαι,verb,pa/nta,πᾶς,adjective,ta)/lla,ἄλλος,adjective,paralipo/nta,παραλείπω,verb,sunto/mws,σύντομος,adjective,ei)pei=n,εἶπον,verb,u(mei=s,σύ,pronoun,e)/dote,δίδωμι,verb,politei/an,πολιτεία,noun,*eu)ago/ra|,Εὐαγόρη,proper,tw=|,ὁ,article,*kupri/w|,Κύπριος,proper,kai\,καί,conjunction,*dionusi/w|,Διονύσιον,proper,tw=|,ὁ,article,*surakosi/w|,Συρακόσιος,proper,kai\,καί,conjunction,toi=s,ὁ,article,e)kgo/nois,κίκω,verb,toi=s,ὁ,article,e)kei/nwn,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,ou)=n,οὖν,particle,pei/shte,πείθω,verb,tou\s,ὁ,article,e)kbalo/ntas,ἐκβάλλω,verb,e(kate/rous,ἑκάτερος,adjective,au)tw=n,αὐτός,pronoun,a)podou=nai,ἀποδίδωμι,verb,pa/lin,πάλιν,adverb,ta\s,ὁ,article,a)rxa\s,ἀρχή,noun,toi=s,ὁ,article,e)kpesou=si,ἐκπίτνω,verb,komi/zesqe,κομίζω,verb,kai\,καί,conjunction,par',παρά,preposition,e)mou=,ἐγώ,pronoun,th\n,ὁ,article,*qra/|khn,Θρᾴκη,proper,o(/shs,ὅσος,adjective,*th/rhs,Τήρης,proper,kai\,καί,conjunction,*kersoble/pths,Κερσοβλέπτης,proper,h)=rxon,ἄρχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,toi=s,ὁ,article,me\n,μέν,particle,e)kei/nwn,ἐκεῖνος,pronoun,krath/sasi,κρατέω,verb,mhd',μηδέ,particle,e)gkalei=n,ἐγκαλέω,verb,a)ciou=te,ἀξιόω,verb,mhde/n,μηδείς,pronoun,e)me\,ἐγώ,pronoun,d',δέ,particle,e)noxlei=te,ἐνοχλέω,verb,pw=s,πῶς,adverb,ou),οὐ,adverb,dikai/ws,δίκαιος,adjective,u(ma=s,σύ,pronoun,a)munoi/mhn,ἀμύνω,verb,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peri\,περί,preposition,me\n,μέν,particle,ou)=n,οὖν,particle,tou/twn,οὗτος,pronoun,polla\,πολύς,adjective,le/gein,λέγω,verb,e)/xwn,ἔχω,verb,e)/ti,ἔτι,adverb,di/kaia,δίκαιος,adjective,paralipei=n,παραλείπω,verb,proairou=mai,προαιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kardianoi=s,,,de/,δέ,particle,fhmi,φημί,verb,bohqei=n,βοηθέω,verb,gegonw\s,γίγνομαι,verb,au)toi=s,αὐτός,pronoun,pro\,πρό,preposition,th=s,ὁ,article,ei)rh/nhs,εἰρήνη,noun,su/mmaxos,σύμμαχος,adjective,ou)k,οὐ,adverb,e)qelo/ntwn,ἐθέλω,verb,d',δέ,particle,u(mw=n,σύ,pronoun,e)lqei=n,ἔρχομαι,verb,ei)s,εἰς,preposition,kri/sin,κρίσις,adjective,polla/kis,πολλάκις,adverb,me\n,μέν,particle,e)mou=,ἐγώ,pronoun,dehqe/ntos,δέω,verb,ou)k,οὐ,adverb,o)liga/kis,ὀλιγάκις,adverb,d',δέ,particle,e)kei/nwn,ἐκεῖνος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,pw=s,πῶς,adverb,ou)k,οὐ,adverb,a)\n,ἄν,particle,ei)/hn,εἰμί,verb,pa/ntwn,πᾶς,adjective,faulo/tatos,φαῦλος,adjective,ei),εἰ,conjunction,katalipw\n,καταλιμπάνω,verb,tou\s,ὁ,article,summa/xous,σύμμαχος,adjective,ma=llon,μᾶλλον,adverb,u(mw=n,σύ,pronoun,fronti/zoimi,φροντίζω,verb,tw=n,ὁ,article,pa/nta,πᾶς,adjective,moi,ἐγώ,pronoun,tro/pon,τρόπος,noun,e)noxlou/ntwn,ἐνοχλέω,verb,h)\,ἠέ,conjunction,tw=n,ὁ,article,bebai/ws,βέβαιος,adjective,moi,ἐγώ,pronoun,fi/lwn,φίλος,adjective,a)ei\,ἀεί,adverb,meno/ntwn,μένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,toi/nun,τοίνυν,particle,dei=,δέομαι,verb,mhde\,μηδέ,particle,tou=to,οὗτος,pronoun,paralipei=n,παραλείπω,verb,ei)s,εἰς,preposition,tosou=ton,τοσοῦτος,adjective,e)lhlu/qate,ἔρχομαι,verb,pleoneci/as,πλεονεξία,noun,w(/ste,ὥστε,conjunction,pro/teron,πρότερος,adjective,me\n,μέν,particle,e)nekalei=te/,ἐγκαλέω,verb,moi,ἐγώ,pronoun,ta\,ὁ,article,proeirhme/na,προερέω,verb,mo/non,μόνος,adjective,ta\,ὁ,article,d',δέ,particle,u(poguio/tata,ὑπόγυιος,adjective,*peparhqi/wn,,,fasko/ntwn,φάσκω,verb,deina\,δεινός,adjective,peponqe/nai,πάσχω,verb,proseta/cate,προστάσσω,verb,tw=|,ὁ,article,strathgw=|,στρατηγός,noun,di/khn,δίκη,adjective,par',παρά,preposition,e)mou=,ἐγώ,pronoun,labei=n,λαμβάνω,verb,u(pe\r,ὑπέρ,preposition,e)kei/nwn,ἐκεῖνος,pronoun,ou(\s,ὅς,pronoun,e)gw\,ἐγώ,pronoun,me\n,μέν,particle,e)timwrhsa/mhn,τιμωρέω,verb,e)ndeeste/rws,ἐνδεής,adjective,h)\,ἠέ,conjunction,prosh=ken,προσήκω,verb,e)kei=noi,ἐκεῖνος,pronoun,d',δέ,particle,ei)rh/nhs,εἰρήνη,noun,ou)/shs,εἰμί,verb,katalabo/ntes,καταλαμβάνω,verb,*(alo/nnhson,,,ou)/te,οὔτε,adverb,to\,ὁ,article,xwri/on,χωρίον,noun,ou)/te,οὔτε,adverb,tou\s,ὁ,article,frourou\s,φρουρός,noun,a)pedi/dosan,ἀποδίδωμι,verb,pe/myantos,πέμπω,verb,u(pe\r,ὑπέρ,preposition,au)tw=n,αὐτός,pronoun,e)mou=,ἐγώ,pronoun,polla/kis,πολλάκις,adverb
u(mei=s,σύ,pronoun,d',δέ,particle,w(=n,ὅς,pronoun,me\n,μέν,particle,h)di/khsan,ἀδικέω,verb,e)me\,ἐγώ,pronoun,*peparh/qioi,,,tou/twn,οὗτος,pronoun,me\n,μέν,particle,ou)de\n,οὐδείς,pronoun,e)peske/yasqe,ἐπισκέπτομαι,verb,th\n,ὁ,article,de\,δέ,particle,timwri/an,τιμωρία,noun,a)kribw=s,ἀκριβῶς,adverb,ei)do/tes,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,th\n,ὁ,article,nh=son,νῆσος,noun,ou)/t',οὔτε,adverb,e)kei/nous,ἐκεῖνος,pronoun,ou)/q',οὔτε,adverb,u(ma=s,σύ,pronoun,a)feilo/mhn,ἀφαιρέω,verb,a)lla\,ἀλλά,adverb,to\n,ὁ,article,lh|sth\n,ληιστής,noun,*sw/straton,Σώστρατος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,me\n,μέν,particle,ou)=n,οὖν,particle,au)toi/,αὐτός,pronoun,fate,φημί,verb,paradou=nai,παραδίδωμι,verb,*swstra/tw|,Σώστρατος,proper,lh|sta\s,ληιστός,adjective,o(mologei=te,ὁμολογέω,verb,katape/mpein,καταπέμπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,a)ko/ntwn,ἄκων,noun,u(mw=n,σύ,pronoun,e)kei=nos,ἐκεῖνος,pronoun,e)kra/tei,κρατέω,verb,ti/,τίς,pronoun,deino\n,δεινός,adjective,pepo/nqate,πάσχω,verb,labo/ntos,λαμβάνω,verb,e)mou=,ἐγώ,pronoun,kai\,καί,conjunction,to\n,ὁ,article,to/pon,τόπος,noun,toi=s,ὁ,article,ple/ousin,πλέω,verb,a)sfalh=,ἀσφαλής,adjective,pare/xontos,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tosau/thn,τοσοῦτος,adjective,de/,δέ,particle,mou,ἐγώ,pronoun,poioume/nou,ποιέω,verb,pro/noian,πρόνοια,noun,th=s,ὁ,article,u(mete/ras,ὑμέτερος,adjective,po/lews,πόλις,adjective,kai\,καί,conjunction,dido/ntos,δίδωμι,verb,au)th=|,αὐτός,pronoun,th\n,ὁ,article,nh=son,νῆσος,noun,oi(,ὁ,article,r(h/tores,ῥήτωρ,noun,lamba/nein,λαμβάνω,verb,me\n,μέν,particle,ou)k,οὐ,adverb,ei)/wn,ἀίω,verb,a)polabei=n,ἀπολαμβάνω,verb,de\,δέ,particle,sunebou/leuon,συμβουλεύω,verb,o(/pws,ὅπως,conjunction,u(pomei/nas,ὑπομένω,verb,me\n,μέν,particle,to\,ὁ,article,prostatto/menon,προστάσσω,verb,th\n,ὁ,article,a)llotri/an,ἀλλότριος,adjective,e)/xein,ἔχω,verb,o(mologw=,ὁμολογέω,verb,mh\,μή,conjunction,proe/menos,προίημι,verb,de\,δέ,particle,to\,ὁ,article,xwri/on,χωρίον,noun,u(/poptos,ὕποπτος,adjective,ge/nwmai,γίγνομαι,verb,tw=|,ὁ,article,plh/qei,πλῆθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gnou\s,γιγνώσκω,verb,e)gw\,ἐγώ,pronoun,tau=ta,οὗτος,pronoun,prou)kalou/mhn,προκαλέω,verb,kriqh=nai,κρίνω,verb,peri\,περί,preposition,tou/twn,οὗτος,pronoun,pro\s,πρός,preposition,h(ma=s,ἐγώ,pronoun,i(/n',ἵνα,conjunction,e)a\n,ἐάν,conjunction,me\n,μέν,particle,e)mh\,ἐμός,adjective,gnwsqh=|,γιγνώσκω,verb,par',παρά,preposition,e)mou=,ἐγώ,pronoun,doqh=|,δίδωμι,verb,to\,ὁ,article,xwri/on,χωρίον,noun,u(mi=n,σύ,pronoun,e)a\n,ἐάν,conjunction,d',δέ,particle,u(mete/ra,ὑμέτερος,adjective,kriqh=|,κρίνω,verb,to/t',τότε,adverb,a)podw=,ἀποδέω,verb,tw=|,ὁ,article,dh/mw|,δῆμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,d',δέ,particle,e)mou=,ἐγώ,pronoun,polla/kis,πολλάκις,adverb,a)ciou=ntos,ἀξιόω,verb,u(mei=s,σύ,pronoun,me\n,μέν,particle,ou),οὐ,adverb,prosei/xete,προσέχω,verb,*peparh/qioi,,,de\,δέ,particle,th\n,ὁ,article,nh=son,νῆσος,noun,kate/labon,καταλαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ou)=n,οὖν,particle,e)xrh=n,χρή,verb,me,ἐγώ,pronoun,poiei=n,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,di/khn,δίκη,adjective,labei=n,λαμβάνω,verb,para\,παρά,preposition,tw=n,ὁ,article,u(perbebhko/twn,ὑπερβαίνω,verb,tou\s,ὁ,article,o(/rkous,ὅρκος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,timwrh/sasqai,τιμωρέω,verb,tou\s,ὁ,article,ou(/tws,οὕτως,adverb,u(perhfa/nws,ὑπερήφανος,adjective,a)selgai/nontas,ἀσελγαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ei),εἰ,conjunction,*peparhqi/wn,,,h)=n,εἰμί,verb,h(,ὁ,article,nh=sos,νῆσος,noun,ti/,τίς,pronoun,prosh=ken,προσήκω,verb,a)paitei=n,ἀπαιτέω,verb,*)aqhnai/ous,Ἀθήναιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,u(mete/ra,ὑμέτερος,adjective,pw=s,πῶς,adverb,ou)k,οὐ,adverb,e)kei/nois,ἐκεῖνος,pronoun,o)rgi/zesqe,ὀργίζω,verb,katalabou=si,καταλαμβάνω,verb,th\n,ὁ,article,a)llotri/an,ἀλλότριος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)s,εἰς,preposition,tou=to,οὗτος,pronoun,de\,δέ,particle,probebh/kamen,προβαίνω,verb,e)/xqras,ἔχθρα,noun,w(/ste,ὥστε,conjunction,boulo/menos,βούλομαι,verb,tai=s,ὁ,article,nausi\n,ναῦς,noun,ei)s,εἰς,preposition,to\n,ὁ,article,*(ellh/sponton,Ἑλλήσποντος,proper,parabalei=n,παραβάλλω,verb,h)nagka/sqhn,ἀναγκάζω,verb,au)ta\s,αὐτός,pronoun,parape/myai,παραπέμπω,verb,dia\,διά,preposition,*xerronh/sou,Χερρόνησος,proper,th=|,ὁ,article,stratia=|,στρατία,noun,tw=n,ὁ,article,me\n,μέν,particle,klhrou/xwn,κλήρουχος,noun,kata\,κατά,preposition,to\,ὁ,article,*polukra/tous,Πολυκράτης,proper,do/gma,δόγμα,noun,polemou/ntwn,πολεμέω,verb,h(mi=n,ἐγώ,pronoun,u(mw=n,σύ,pronoun,de\,δέ,particle,toiau=ta,τοιοῦτος,adjective,yhfizome/nwn,ψηφίζομαι,verb,tou=,ὁ,article,de\,δέ,particle,strathgou=,στρατηγός,noun,*buzanti/ous,Βυζάντιος,proper,te,τε,particle,parakalou=ntos,παρακαλέω,verb,kai\,καί,conjunction,diagge/llontos,διαγγέλλω,verb,pro\s,πρός,preposition,a(/pantas,ἅπας,adjective,o(/ti,ὅστις,pronoun,polemei=n,πολεμέω,verb,au)tw=|,αὐτός,pronoun,prosta/ttete,προστάσσω,verb,a)\n,ἄν,particle,kairo\n,καιρός,noun,la/bh|,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau=ta,τοιοῦτος,adjective,de\,δέ,particle,pa/sxwn,πάσχω,verb,o(/mws,ὅμως,conjunction,th=s,ὁ,article,po/lews,πόλις,adjective,kai\,καί,conjunction,tw=n,ὁ,article,trih/rwn,τριήρης,noun,kai\,καί,conjunction,th=s,ὁ,article,xw/ras,χώρα,noun,a)pesxo/mhn,ἀπέχω,verb,i(kano\s,ἱκανός,adjective,w)\n,εἰμί,verb,ta\,ὁ,article,plei=sta,πλεῖστος,adjective,labei=n,λαμβάνω,verb,h)\,ἠέ,conjunction,pa/nta,πᾶς,adjective,kai\,καί,conjunction,diatete/leka,διατελέω,verb,prokalou/menos,προκαλέω,verb,u(ma=s,σύ,pronoun,ei)s,εἰς,preposition,kri/sin,κρίσις,adjective,e)lqei=n,ἔρχομαι,verb,u(pe\r,ὑπέρ,preposition,w(=n,ὅς,pronoun,ai)tiw/meq',αἰτέω,verb,a)llh/lous,ἀλλήλων,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
