word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS
tw=n,ὁ,article,to/te,τότε,adverb,*maia/dos,Μαιάς,proper,ui(o/s,υἱός,noun,e)u/skopos,εὔσκοπος,adjective,*)argeifo/nths,Ἀργειφόντης,proper,penth/kont',πεντήκοντα,verb,a)ge/lhs,ἀγέλη,noun,a)peta/mneto,ἀποτέμνω,verb,bou=s,βοῦς,noun,e)rimu/kous,ἐρίμυκος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
planodi/as,πλανόδιος,adjective,d',δέ,particle,h)/laune,ἐλαύνω,verb,dia\,διά,preposition,yamaqw/dea,ψαμαθώδης,adjective,xw=ron,χῶρος,noun,i)/xni',ἴχνιον,noun,a)postre/yas,ἀποστρέφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doli/hs,δόλιος,adjective,d',δέ,particle,ou),οὐ,adverb,lh/qeto,λανθάνω,verb,te/xnhs,τέχνη,noun,a)nti/a,ἀντίον,adjective,poih/sas,ποιέω,verb,o(pla/s,ὁπλή,noun,ta\s,ὁ,article,pro/sqen,πρόσθεν,adverb,o)/pisqen,ὄπισθεν,adverb,ta\s,ὁ,article,d',δέ,particle,o)/piqen,ὄπισθεν,adverb,pro/sqen,πρόσθεν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kata\,κατά,preposition,d',δέ,particle,e)/mpalin,ἔμπαλιν,adverb,au)to\s,αὐτός,pronoun,e)/baine,βαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sa/ndala,σάνδαλον,noun,d',δέ,particle,au)ti/ka,αὐτίκα,adverb,r(iyi\n,ῥίψ,noun,e)pi\,ἐπί,preposition,yama/qois,ψάμαθος,noun,a(li/h|sin,ἁλίη,noun,a)/frast',ἄφραστος,adjective,h)d',ἠδέ,conjunction,a)no/hta,ἀνόητος,adjective,die/pleke,διαπλέκω,verb,qaumata\,θαυματός,adjective,e)/rga,ἔργον,noun,summi/sgwn,συμμίγνυμι,verb,muri/kas,μυρίκη,noun,kai\,καί,conjunction,mursinoeide/as,μυρσινοειδής,adverb,o)/zous,ὄζος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,to/te,τότε,adverb,sundh/sas,συνδέομαι,verb,neoqhle/os,,,a)/gkalon,,,u(/lhs,ὕλη,noun,a)blabe/ws,ἀβλαβής,adjective,u(po\,ὑπό,preposition,possi\n,πούς,noun,e)dh/sato,δέομαι,verb,sa/ndala,σάνδαλον,noun,kou=fa,κοῦφος,adjective,au)toi=sin,αὐτός,pronoun,peta/loisi,πέταλον,noun,ta\,ὁ,article,ku/dimos,κύδιμος,adjective,*)argeifo/nths,Ἀργειφόντης,proper,e)/spase,σπάω,verb,*pieri/hqen,Πιερίηθεν,adverb,o(doipori/hn,ὁδοιπορία,noun,a)legu/nwn,ἀλεγύνω,verb,oi(=a/,οἷος,adjective,t',τε,particle,e)peigo/menos,ἐπείγω,verb,dolixh\n,δολιχός,adjective,o(do/n,ὁδός,adjective,au)totroph/sas,αὐτοτροπήσας,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,de\,δέ,particle,ge/rwn,γέρων,noun,e)no/hse,νοέω,verb,de/mwn,δέμω,verb,a)nqou=san,ἀνθέω,verb,a)lwh\n,ἀλωή,noun,i(e/menon,ἵημι,verb,pedi/onde,πεδίονδε,adverb,di',διά,preposition,*)ogxhsto\n,Ὀγχηστόν,proper,lexepoi/hn,λεχεποίη,noun,to\n,ὁ,article,pro/teros,πρότερος,adjective,prose/fh,πρόσφημι,verb,*mai/hs,Μάιος,proper,e)rikude/os,ἐρικυδής,adjective,ui(o/s,υἱός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,ge/ron,γέρων,noun,o(/ste,ὅστε,pronoun,futa\,φυτάς,noun,ska/pteis,σκάπτω,verb,e)pikampu/los,ἐπικαμπύλος,adjective,w)/mous,ὦμος,noun,h)=,ἦ,adverb,poluoinh/seis,πολυοινέω,verb,eu)=t',εὖτε,conjunction,a)\n,ἄν,particle,ta/de,ὅδε,pronoun,pa/nta,πᾶς,adjective,fe/rh|si,φέρω,verb,kai/,καί,conjunction,te,τε,particle,i)dw\n,εἶδον,verb,mh\,μή,conjunction,i)dw\n,εἶδον,verb,ei)=nai,εἰμί,verb,kai\,καί,conjunction,kwfo\s,κωφός,adjective,a)kou/sas,ἀκέω,verb,kai\,καί,conjunction,siga=n,σιγάω,verb,o(/te,ὅτε,conjunction,mh/,μή,conjunction,ti,τις,pronoun,katabla/pth|,καταβλάπτω,verb,to\,ὁ,article,so\n,σός,adjective,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/sson,τόσος,adjective,fa\s,φημί,verb,sune/seue,συσσεύω,verb,bow=n,βόα,noun,i)/fqima,ἴφθιμος,adjective,ka/rhna,κάρηνον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla\,πολύς,adjective,d',δέ,particle,o)/rh,ὄρος,adjective,skio/enta,σκιόεις,adjective,kai\,καί,conjunction,au)lw=nas,αὐλών,noun,keladeinou\s,κελαδεινός,adjective,kai\,καί,conjunction,pedi/',πεδίον,noun,a)nqemo/enta,ἀνθεμόεις,adjective,dih/lase,διελαύνω,verb,ku/dimos,κύδιμος,adjective,*(ermh=s,Ἑρμῆς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)rfnai/h,ὀρφναῖος,adjective,d',δέ,particle,e)pi/kouros,ἐπίκουρος,noun,e)pau/eto,ἐπαύω,verb,daimoni/h,δαιμόνιος,adjective,nu/c,νύξ,adjective,h(,ὁ,article,plei/wn,πλέως,adjective,ta/xa,τάχα,adjective,d',δέ,particle,o)/rqros,ὄρθρος,noun,e)gi/gneto,γίγνομαι,verb,dhmioergo/s,δημιουργός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\,ὅς,pronoun,de\,δέ,particle,ne/on,νέος,adjective,skopih\n,σκοπιά,noun,prosebh/sato,προσβαίνω,verb,di=a,δῖος,adjective,*selh/nh,Σελήνη,proper,*pa/llantos,Πάλλας,proper,quga/thr,θυγάτηρ,adjective,*megamhdei/dao,,,a)/naktos,ἄναξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=mos,τῆμος,adverb,e)p',ἐπί,preposition,*)alfeio\n,Ἀλφειός,proper,potamo\n,ποταμός,noun,*dio\s,Ζεύς,proper,a)/lkimos,ἄλκιμος,adjective,ui(o\s,υἱός,noun,*foi/bou,Φοῖβος,proper,*)apo/llwnos,Ἀπόλλων,proper,bou=s,βοῦς,noun,h)/lasen,ἐλαύνω,verb,eu)rumetw/pous,εὐρυμέτωπος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)kmh=tes,ἀκμής,noun,d',δέ,particle,i(/kanon,ἱκάνω,verb,e)p',ἐπί,preposition,au)/lion,αὔλιον,noun,u(yime/laqron,ὑψιμέλαθρος,adjective,kai\,καί,conjunction,lhnou\s,ληνός,noun,propa/roiqen,προπάροιθε,preposition,a)riprepe/os,ἀριπρεπής,adjective,leimw=nos,λειμών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nq',ἔνθα,adverb,e)pei\,ἐπεί,conjunction,eu)=,εὖ,adverb,bota/nhs,βοτάνη,adjective,e)pefo/rbei,φέρβω,verb,bou=s,βοῦς,noun,e)rimu/kous,ἐρίμυκος,adjective,kai\,καί,conjunction,ta\s,ὁ,article,me\n,μέν,particle,sune/lassen,συνελαύνω,verb,e)s,εἰς,preposition,au)/lion,αὔλιον,noun,a)qro/as,ἀθρόος,adjective,ou)/sas,εἰμί,verb,lwto\n,λωτός,adjective,e)reptome/nas,ἐρέπτομαι,verb,h)d',ἠδέ,conjunction,e(rsh/enta,ἑρσήεις,adjective,ku/peiron,κύπειρον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\n,σύν,preposition,d',δέ,particle,e)fo/rei,ἐφοράω,verb,cu/la,ξύλον,adjective,polla/,πολύς,adjective,puro\s,πῦρ,noun,d',δέ,particle,e)pemai/eto,ἐπιμαίομαι,verb,te/xnhn,τέχνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da/fnhs,δάφνη,noun,a)glao\n,ἀγλαός,adjective,o)/zon,ὄζος,noun,e(lw\n,αἱρέω,verb,a)pe/leye,,,sidh/rw|,σίδηρον,noun,a)/rmenon,ἀραρίσκω,verb,e)n,ἐν,preposition,pala/mh|,παλάμη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/mpnuto,ἀναπνέω,verb,de\,δέ,particle,qermo\s,θερμός,adjective,a)utmh/,ἀυτμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(ermh=s,Ἑρμῆς,proper,toi,τοι,particle,prw/tista,πρώτιστος,adjective,purh/ia,πυρεῖον,noun,pu=r,πῦρ,noun,t',τε,particle,a)ne/dwke,ἀναδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla\,πολύς,adjective,de\,δέ,particle,ka/gkana,κάγκανος,adjective,ka=la,κᾶλον,noun,katoudai/w|,κατουδαῖος,adjective,e)ni\,ἐν,preposition,bo/qrw|,βόθρος,noun,ou)=la,οὖλον,noun,labw\n,λαμβάνω,verb,e)pe/qhken,ἐπιτίθημι,verb,e)phetana/,ἐπηετανός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
la/mpeto,λάμπω,verb,de\,δέ,particle,flo\c,φλόξ,noun,thlo/se,τηλόσε,adverb,fu=san,φῦσα,noun,i(ei=sa,ἵημι,verb,puro\s,πῦρ,noun,me/ga,μέγας,adverb,daiome/noio,δαίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/fra,ὄφρα,conjunction,de\,δέ,particle,pu=r,πῦρ,noun,a)ne/kaie,ἀνακαίω,verb,bi/h,βία,adjective,klutou=,κλυτός,adjective,*(hfai/stoio,Ἥφαιστος,proper,to/fra,τόφρα,adverb,d',δέ,particle,u(pobru/xous,,,e(/likas,ἕλιξ,noun,bou=s,βοῦς,noun,ei(=lke,ἕλκω,verb,qu/raze,θύραζε,adverb,doia\s,δοιάς,noun,a)/gxi,ἄγχι,adjective,puro/s,πῦρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
du/namis,δύναμις,adjective,de/,δέ,particle,oi(,ἕ,pronoun,e(/speto,ἕπομαι,verb,pollh/,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)mfote/ras,ἀμφότερος,adjective,d',δέ,particle,e)pi\,ἐπί,preposition,nw=ta,νῶτον,noun,xamai\,χαμαί,adverb,ba/le,βάλλω,verb,fusiow/sas,φυσιάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gkli/nwn,,,d',δέ,particle,e)ku/linde,κυλίνδω,verb,di',διά,preposition,ai)w=nas,αἰών,noun,tetorh/sas,τορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/rgw|,ἔργον,noun,d',δέ,particle,e)/rgon,ἔργον,noun,o)/paze,ὀπάζω,verb,tamw\n,τέμνω,verb,kre/a,κρέας,noun,pi/ona,πίων,adjective,dhmw=|,δημός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)/pta,ὀπτάω,verb,d',δέ,particle,a)mf',ἀμφί,preposition,o)beloi=si,ὀβελός,noun,peparme/na,ἀπολάω,verb,dourate/oisi,δουράτεος,adjective,sa/rkas,σάρξ,adjective,o(mou=,ὁμοῦ,adverb,kai\,καί,conjunction,nw=ta,νῶτον,noun,gera/smia,γεράσμιος,adjective,kai\,καί,conjunction,me/lan,μέλας,adjective,ai(=ma,αἷμα,noun,e)rgme/non,ἔργνυμι,verb,e)n,ἐν,preposition,xola/dessi,χολάς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,au)tou=,αὐτός,pronoun,kei=t',κέω,verb,e)pi\,ἐπί,preposition,xw/rhs,χώρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r(inou\s,ῥινός,adjective,d',δέ,particle,e)ceta/nusse,ἐκτανύω,verb,katastufe/lw|,καταστύφελος,adjective,e)ni\,ἐν,preposition,pe/trh|,πέτρα,noun,w(s,ὡς,conjunction,e)/ti,ἔτι,adverb,nu=n,νῦν,adverb,ta\,ὁ,article,me/tassa,μέτασσα,adjective,poluxro/nioi,πολυχρόνιος,adjective,pefu/asi,φύω,verb,dhro\n,δηρός,adjective,dh\,δή,particle,meta\,μετά,preposition,tau=ta,οὗτος,pronoun,kai\,καί,conjunction,a)/kriton,ἄκριτος,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,e)/peita,ἔπειτα,adverb,*(ermh=s,Ἑρμῆς,proper,xarmo/frwn,χαρμόφρων,noun,ei)ru/sato,ἐρύω,verb,pi/ona,πίων,adjective,e)/rga,ἔργον,noun,lei/w|,λεῖος,adjective,e)pi\,ἐπί,preposition,platamw=ni,πλαταμών,noun,kai\,καί,conjunction,e)/sxise,σχίζω,verb,dw/deka,δώδεκα,adjective,moi/ras,μοῖρα,adjective,klhropalei=s,κληροπαλής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te/leon,τέλειος,adjective,de\,δέ,particle,ge/ras,γέρας,adjective,prose/qhken,προστίθημι,verb,e(ka/sth|,ἕκαστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nq',ἔνθα,adverb,o(si/hs,ὁσία,noun,krea/wn,κρέας,noun,h)ra/ssato,ἀράζω,verb,ku/dimos,κύδιμος,adjective,*(ermh=s,Ἑρμῆς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)dmh\,ὀσμή,noun,ga/r,γάρ,particle,min,μιν,pronoun,e)/teire,τείρω,verb,kai\,καί,conjunction,a)qa/nato/n,ἀθάνατος,adjective,per,πέρ,particle,e)o/nta,εἰμί,verb,h(dei=',ἡδύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)d',οὐδέ,particle,w(/s,ὅς,pronoun,oi(,ἕ,pronoun,e)pei/qeto,πείθω,verb,qumo\s,θυμός,noun,a)gh/nwr,ἀγήνωρ,noun,kai/,καί,conjunction,te,τε,particle,ma/l',μάλα,adverb,i(mei/ronti,ἱμείρω,verb,perh=n,,,i(erh=s,ἱερεύς,adjective,kata\,κατά,preposition,deirh=s,δειρή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ta\,ὁ,article,me\n,μέν,particle,kate/qhken,κατατίθημι,verb,e)s,εἰς,preposition,au)/lion,αὔλιον,noun,u(yime/laqron,ὑψιμέλαθρος,adjective,dhmo\n,δημός,noun,kai\,καί,conjunction,kre/a,κρέας,noun,polla/,πολύς,adjective,meth/ora,μετεράω,verb,d',δέ,particle,ai)=y',αἶψα,adverb,a)na/eire,ἀναείρω,verb,sh=ma,σῆμα,adjective,ne/hs,νέα,adjective,fwrh=s,φωρά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,de\,δέ,particle,cu/la,ξύλον,adjective,ka/gkan',κάγκανον,noun,a)gei/ras,ἀγείρω,verb,ou)lo/pod',οὐλόπους,adjective,ou)loka/rhna,οὐλοκάρηνος,adjective,puro\s,πῦρ,noun,kateda/mnat',καταδάμναμαι,verb,a)utmh=|,ἀυτμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,e)pei/,ἐπεί,conjunction,toi,σύ,pronoun,pa/nta,πᾶς,adjective,kata\,κατά,preposition,xre/os,χρέος,noun,h)/nuse,ἀνύω,verb,dai/mwn,δαίμων,adjective,sa/ndala,σάνδαλον,noun,me\n,μέν,particle,proe/hken,προίημι,verb,e)s,εἰς,preposition,*)alfeio\n,Ἀλφειός,proper,baqudi/nhn,βαθυδίνης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nqrakih\n,ἀνθρακιά,noun,d',δέ,particle,e)ma/rane,μαραίνω,verb,ko/nin,κόνις,noun,d',δέ,particle,a)ma/qune,ἀμαθύνω,verb,me/lainan,μέλας,adjective,pannu/xios,παννύχιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalo\n,καλός,noun,de\,δέ,particle,fo/ws,φόως,noun,kate/lampe,καταλάμπω,verb,*selh/nhs,Σελήνη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kullh/nhs,Κυλλήνη,proper,d',δέ,particle,ai)=y',αἶψα,adverb,au)=tis,αὖθις,adverb,a)fi/keto,ἀφικνέομαι,verb,di=a,δῖος,adjective,ka/rhna,κάρηνον,noun,o)/rqrios,ὄρθριος,adjective,ou)de/,οὐδέ,particle,ti/,τίς,pronoun,oi(,ὁ,article,dolixh=s,δολιχός,adjective,o(dou=,ὁδός,adjective,a)ntebo/lhsen,ἀνταντιβολέω,verb,ou)/te,οὔτε,adverb,qew=n,θέα,noun,maka/rwn,μάκαρος,adjective,ou)/te,οὔτε,adverb,qnhtw=n,θνητός,adjective,a)nqrw/pwn,ἄνθρωπος,noun,ou)de\,οὐδέ,particle,ku/nes,κύων,noun,lela/konto,λάσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dio\s,Ζεύς,proper,d',δέ,particle,e)riou/nios,ἐριούνης,noun,*(ermh=s,Ἑρμῆς,proper,doxmwqei\s,δοχμόομαι,verb,mega/roio,μέγαρον,noun,dia\,διά,preposition,klh/iqron,κλεῖθρον,noun,e)/dunen,δύω,verb,au)/rh|,αὔρα,noun,o)pwrinh=|,ὀπωρινός,adjective,e)nali/gkios,ἐναλίζω,verb,h)u/t',ἠύτε,particle,o)mi/xlh,ὁμίχλη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)qu/sas,ἰθύω,verb,d',δέ,particle,a)/ntrou,ἄντρον,noun,e)ci/keto,ἐξικνέομαι,verb,pi/ona,πίων,adjective,nho\n,ναός,noun,h)=ka,ἦκα,adverb,posi\,πούς,noun,probibw=n,προβιβάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,ktu/pen,κτυπέω,verb,w(/sper,ὥσπερ,adverb,e)p',ἐπί,preposition,ou)/dei,οὖδας,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
