word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS
dh=lon,δῆλος,adjective,de\,δέ,particle,kai\,καί,conjunction,e)nqe/nde,ἐνθένδε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)afrodi/th|,Ἀφροδίτη,proper,me\n,μέν,particle,ga\r,γάρ,particle,koinwnh/sas,κοινωνέω,verb,qe/atra/,θέατρον,noun,te,τε,particle,a)noi/gnusi,ἀνοίγνυμι,verb,kai\,καί,conjunction,sumposi/wn,συμπόσιον,noun,kai\,καί,conjunction,qia/swn,θίασος,noun,e)/carxos,ἔξαρχος,noun,gi/gnetai,γίγνομαι,verb,*)/arei,Ἄρης,proper,de\,δέ,particle,ei)s,εἰς,preposition,tauto\n,,,e)lqw\n,ἔρχομαι,verb,e)/noplos,ἔνοπλος,adjective,gi/gnetai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,e)/mpuro/s,ἔμπυρος,adjective,ge,γε,particle,a(/ma,ἅμα,adverb,*)aqhna=|,Ἀθήνη,proper,kai\,καί,conjunction,*(hfai/stw|,Ἥφαιστος,proper,geno/menos,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kh/rukes,κῆρυξ,noun,de\,δέ,particle,kai\,καί,conjunction,*eu)molpi/dai,Εὐμολπίδαι,proper,pa/redron,πάρεδρος,adjective,*)eleusini/ais,Ἐλευσίνιος,proper,au)to\n,αὐτός,pronoun,e)sth/santo,ἵστημι,verb,karpw=n,καρπός,noun,e)/foron,ἔφορος,noun,kai\,καί,conjunction,trofh=s,τροφεύς,noun,a)nqrw/pois,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,de\,δέ,particle,tou/tw|,οὗτος,pronoun,pre/pein,πρέπω,verb,moi,ἐγώ,pronoun,dokei=,δοκέω,verb,prosqei=nai,προστίθημι,verb,mo/nos,μόνος,adjective,ga\r,γάρ,particle,tw=n,ὁ,article,i(erw=n,ἱερά,noun,fasma/twn,φάσμα,adjective,e)cefoi/thsen,ἐκφοιτάω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,kindu/nw|,κίνδυνος,noun,tw=|,ὁ,article,*mhdikw=|,Μηδικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,toi=s,ὁ,article,o(/lois,ὅλος,adjective,fila/nqrwpos,φιλάνθρωπος,adjective,w)\n,εἰμί,verb,e)pi\,ἐπί,preposition,tou\s,ὁ,article,*(/ellhnas,Ἕλλην,proper,r(e/pei,ῥέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*nu/mfais,Νύμφης,proper,toi/nun,τοίνυν,particle,a)nakraqei\s,ἀνακεράννυμι,verb,polla\,πολύς,adjective,dh\,δή,particle,kai\,καί,conjunction,pantoi=a,παντοῖος,adjective,e)xo/reuse/,χορεύω,verb,te,τε,particle,kai\,καί,conjunction,xoreu/ei,χορεύω,verb,kat',κατά,preposition,a)nqrw/pous,ἄνθρωπος,noun,a)kribe/steron,ἀκριβής,adjective,*eu)rukle/ous,Εὐρυκλέης,proper,ta)/ndoqen,ἔνδοθεν,adverb,katalamba/nwn,καταλαμβάνω,verb,kai\,καί,conjunction,poiei=,ποιέω,verb,xoreuth\n,χορευτής,noun,ka)\n,κἀν,conjunction,a)/mousos,ἄμουσος,adjective,h)=|,εἰμί,verb,to\,ὁ,article,pri/n,πρίν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,skirta=|,σκιρτάω,verb,te,τε,particle,kai\,καί,conjunction,pai/zei,παίω,verb,kai\,καί,conjunction,melw|dei=n,μελῳδέω,verb,e)qe/lei,ἐθέλω,verb,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,me/ntoi,μέντοι,particle,a)po\,ἀπό,preposition,kli/nhs,κλίνη,noun,kai\,καί,conjunction,ski/mpodos,σκίμπους,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,pa=n,πᾶς,adjective,dra=n,δράω,verb,o(,ὁ,article,qeo\s,θεός,noun,pefukw/s,φύω,verb,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,qaumasto\s,θαυμαστός,adjective,a)nqrw/pwn,ἄνθρωπος,noun,tu/rannos,τύραννος,noun,*)/erws,ἔρως,noun,e)k,ἐκ,preposition,*dionu/sou,Διόνυσος,proper,phgw=n,πηγή,noun,a)rusa/menos,ἀρύω,verb,gh=n,γῆ,noun,a(/pasan,ἅπας,adjective,e)pe/rxetai,ἐπέρχομαι,verb,prohghth=|,προηγητής,noun,*dionu/sw|,Διόνυσος,proper,xrw/menos,χράομαι,verb,ou)d',οὐδέ,particle,au)tw=|,αὐτός,pronoun,qa=koi,θᾶκος,noun,tou/tou,οὗτος,pronoun,xwri\s,χωρίς,adverb,ou)d',οὐδέ,particle,e)/rga,ἔργον,noun,ou)d',οὐδέ,particle,eu)nai/,εὐνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nukto\s,νύξ,adjective,toi/nun,τοίνυν,particle,kai\,καί,conjunction,h(me/ras,ἡμέρα,noun,pe/rata,πέρας,noun,e)piskopei=,ἐπισκοπέω,verb,th\n,ὁ,article,me\n,μέν,particle,h(me/ran,ἡμέρα,noun,au)to\s,αὐτός,pronoun,da|dou=xo/s,δᾳδοῦχος,noun,te,τε,particle,kai\,καί,conjunction,h(gemw\n,ἡγεμών,noun,th=s,ὁ,article,o)/yews,ὄψις,noun,gigno/menos,γίγνομαι,verb,th\n,ὁ,article,de\,δέ,particle,nu/kta,νύξ,adjective,e(te/rois,ἕτερος,adjective,pariei/s,παρίημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)rgw=n,ἀργός,adjective,d',δέ,particle,o(/mws,ὅμως,conjunction,ou)d',οὐδέ,particle,ou(/tws,οὕτως,adverb,a)ei\,ἀεί,adverb,d',δέ,particle,e)n,ἐν,preposition,fora=|,φορά,noun,kai\,καί,conjunction,kinh/sei,κίνησις,adjective,to\n,ὁ,article,ai)w=na,αἰών,noun,diece/rxetai,διεξέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
presbu/tatos,πρέσβυς,noun,de\,δέ,particle,w)\n,εἰμί,verb,qew=n,θέα,noun,au)to\s,αὐτός,pronoun,kai\,καί,conjunction,new/tato/s,νέος,adjective,e)sti,εἰμί,verb,th=s,ὁ,article,d',δέ,particle,a)ei\,ἀεί,adverb,parou/shs,πάρειμι,verb,w(/ras,ὥρα,adjective,kai\,καί,conjunction,moi/ras,μοῖρα,adjective,fi/los,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,moi,ἐγώ,pronoun,xai/rein,χαίρω,verb,h)/dh,ἤδη,adverb,to\n,ὁ,article,*)/iakxo/n,Ἴακχος,proper,te,τε,particle,kai\,καί,conjunction,ta\,ὁ,article,polla\,πολύς,adjective,dh\,δή,particle,tau=ta,οὗτος,pronoun,keklhme/non,καλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plh/rhs,πλήρης,adverb,ga\r,γάρ,particle,w(s,ὡς,conjunction,ta\,ὁ,article,nu=n,νῦν,adverb,h(,ὁ,article,filothsi/a,φιλοτήσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
