word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/17/lemma/@_entry,word/17/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS,word/39/lemma/@_entry,word/39/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/42/lemma/@_entry,word/42/lemma/@_POS,word/49/lemma/@_entry,word/49/lemma/@_POS,word/65/lemma/@_entry,word/65/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS
kai\,καί,conjunction,peri\,περί,preposition,me\n,μέν,particle,tw=n,ὁ,article,nomizome/nwn,νομίζω,verb,ei)=nai,εἰμί,verb,toi=s,ὁ,article,*(/ellhsin,Ἕλλην,proper,*)illuriw=n,Ἰλλυρία,proper,tosau=ta/,τοσοῦτος,adjective,moi,ἐγώ,pronoun,prolele/xqw,προλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(rwmai=oi,,,de\,δέ,particle,kai\,καί,conjunction,tou/sde,ὅδε,pronoun,kai\,καί,conjunction,*pai/onas,Παίων,proper,e)p',ἐπί,preposition,au)toi=s,αὐτός,pronoun,kai\,καί,conjunction,*(raitou\s,,,kai\,καί,conjunction,*nwrikou\s,,,kai\,καί,conjunction,*musou\s,Μυσός,proper,tou\s,ὁ,article,e)n,ἐν,preposition,*eu)rw/th|,,,kai\,o(/sa,ὅσος,adjective,a)/lla,ἄλλος,adjective,o(/mora,ὅμορος,adjective,tou/tois,οὗτος,pronoun,e)n,ἐν,preposition,decia=|,δεξιός,adjective,tou=,ὁ,article,*)/istrou,Ἴστρος,proper,καί,conjunction,kataple/onti,καταπλέω,verb,w)/|khtai,οἰκέω,verb,diairou=si,διαιρέω,verb,me\n,μέν,particle,o(moi/ws,ὅμοιος,adjective,toi=s,ὁ,article,*(/ellhsin,Ἕλλην,proper,a)po\,*(ellh/nwn,Ἕλλην,proper,kai\,καί,conjunction,kalou=si,καλέω,verb,toi=s,i)di/ois,ἴδιος,adjective,e(ka/stous,o)no/masi,ὄνομα,adjective,koinh=|,ἀπό,preposition,ὁ,article,ἕκαστος,adjective,κοινῇ,adverb,de\,pa/ntas,πᾶς,adjective,*)illuri/da,Ἰλλυρίς,proper,h(gou=ntai,ἡγέομαι,verb,o(/qen,ὅθεν,adverb,me\n,μέν,particle,a)rca/menoi,ἄρχω,verb,th=sde,th=s,ὁ,article,do/chs,δόξα,noun,ou)k,οὐ,adverb,e)/sxon,ἔχω,verb,eu(rei=n,εὑρίσκω,verb,xrw/menoi,χράομαι,verb,d',δέ,particle,au)th=|,αὐτός,pronoun,kai\,καί,conjunction,nu=n,νῦν,adverb,o(/pou,ὅπου,adverb,kai\,καί,conjunction,to\,ὁ,article,te/los,τέλος,noun,tw=nde,ὅδε,pronoun,tw=n,e)qnw=n,ἔθνος,adjective,a)po\,ἀπό,preposition,a)ni/sxontos,ἀνίσχω,verb,*)/istrou,Ἴστρος,proper,δέ,particle,ὅδε,pronoun,ὁ,article,me/xri,μέχρι,preposition,th=s,ὁ,article,*pontikh=s,Ποντικός,adjective,qala/sshs,θάλασσα,noun,u(f',ὑπό,preposition,e(\n,εἷς,adjective,e)kmisqou=si,ἐκμισθόω,verb,kai\,καί,conjunction,*)illuriko\n,Ἰλλυρικός,adjective,te/los,τέλος,noun,prosagoreu/ousin,προσαγορεύω,verb,,,,,,,,,
o(/pws,ὅπως,conjunction,de\,δέ,particle,au)tou\s,αὐτός,pronoun,u(phga/gonto,ὑπάγω,verb,*(rwmai=oi,,,w(molo/ghsa,ὁμολογέω,verb,me\n,μέν,particle,kai\,καί,conjunction,peri\,περί,preposition,*krh/ths,Κρήτη,proper,le/gwn,λέγω,verb,ou)x,οὐ,adverb,eu(rei=n,εὑρίσκω,verb,ta\s,ὁ,article,a)kribei=s,ἀκριβής,adjective,tw=n,ὁ,article,pole/mwn,πόλεμος,noun,a)rxa/s,te,τε,particle,kai\,καί,conjunction,profa/seis,προφάω,verb,kai\,καί,conjunction,e)s,εἰς,preposition,tou=to,οὗτος,pronoun,tou\s,ὁ,article,duname/nous,δύναμαι,verb,ἀρχή,noun,ti,τις,pronoun,ple/on,πλέος,adjective,ei)pei=n,εἶπον,verb,pareka/loun,παρακαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/sa,ὅσος,adjective,d',δέ,particle,au)to\s,αὐτός,pronoun,e)/gnwn,γιγνώσκω,verb,a)nagra/yw,ἀναγράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/agrwn,Ἄγρων,proper,h)=n,εἰμί,verb,basileu\s,βασιλεύς,noun,*)illuriw=n,Ἰλλυρία,proper,me/rous,μέρος,noun,a)mfi\,ἀμφί,preposition,to\n,ὁ,article,ko/lpon,κόλπος,noun,th=s,ὁ,article,qala/sshs,θάλασσα,noun,to\n,ὁ,article,*)io/nion,Ἰόνιος,proper,o(\n,ὅς,pronoun,dh\,δή,particle,kai\,καί,conjunction,*pu/rros,Πύρρος,proper,o(,ὁ,article,th=s,*)hpei/rou,Ἤπειρος,proper,basileu\s,βασιλεύς,noun,katei=xe,κατέχω,verb,kai\,καί,conjunction,oi(,ἕ,pronoun,ta\,ὁ,article,*pu/rrou,Πύρρος,proper,diadeca/menoi,διαδέχομαι,verb,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/agrwn,Ἄγρων,proper,d',δέ,particle,e)/mpalin,ἔμπαλιν,adverb,th=s,ὁ,article,te,τε,particle,*)hpei/rou,Ἤπειρος,proper,tina\,τις,pronoun,kai\,καί,conjunction,*ko/rkuran,Κόρκυρα,proper,e)p',ἐπί,preposition,au)toi=s,αὐτός,pronoun,kai\,καί,conjunction,*)epi/damnon,Ἐπίδαμνος,proper,kai\,καί,conjunction,*fa/ron,Φάρος,proper,katalabw\n,καταλαμβάνω,verb,e)/mfroura,ἔμφρουρος,adjective,ei)=xen,,,,,,,,,,,,,,,,,,,,,,,,,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)piple/ontos,ἐπιπλέω,verb,d',δέ,particle,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,to\n,ὁ,article,a)/llon,ἄλλος,adjective,*)io/nion,Ἰόνιος,proper,nh=sos,νῆσος,noun,h(=|,ὅς,pronoun,o)/noma,ὄνομα,adjective,*)/issa,Ἴσσα,proper,e)pi\,ἐπί,preposition,*(rwmai/ous,,,kate/fugen,καταφεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,pre/sbeis,πρέσβις,noun,toi=s,ὁ,article,*)issi/ois,,,sune/pemyan,συμπέμπω,verb,ei)some/nous,εἶμι,verb,ta\,ὁ,article,*)/agrwnos,Ἄγρων,proper,e)s,εἰς,preposition,au)tou\s,αὐτός,pronoun,e)gklh/mata,ἔγκλημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,de\,δέ,particle,pre/sbesin,πρέσβις,noun,e)/ti,ἔτι,adverb,prosple/ousin,προσπλέω,verb,e)panaxqe/ntes,ἐπανάγω,verb,*)illurikoi\,Ἰλλυρικός,adjective,le/mboi,λέμβος,noun,tw=n,ὁ,article,me\n,μέν,particle,*)issi/wn,,,presbeuth\n,πρεσβευτής,noun,*klee/mporon,,,tw=n,ὁ,article,de\,δέ,particle,*(rwmai/wn,,,*korogka/nion,,,a)nairou=sin,,,,,,,,,,,,,,,,,,,,,,,,,ἀναιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,loipoi\,λοιπός,adjective,die/drasan,διαδιδράσκω,verb,au)tou/s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)pi\,ἐπί,preposition,tw=|de,ὅδε,pronoun,*(rwmai/wn,,,e)p',ἐπί,preposition,*)illuriou\s,Ἰλλυριός,proper,nausi\n,ναῦς,noun,o(mou=,ὁμοῦ,adverb,kai\,καί,conjunction,pezw=|,πεζός,adjective,strateuo/ntwn,στρατεύω,verb,*)/agrwn,Ἄγρων,proper,me\n,μέν,particle,e)pi\,ἐπί,preposition,paidi/w|,παίδιον,noun,smikrw=|,μικρός,adjective,*pi/nnh|,πίννα,noun,o)/noma,a)poqnh/skei,ἀποθνήσκω,verb,th=|,ὁ,article,gunaiki\,γυνή,noun,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,e)pitropeu/ein,ἐπιτροπεύω,verb,tw=|,ὁ,article,paidi\,παῖς,adjective,ὄνομα,adjective,paradou/s,παραδίδωμι,verb,kai/per,καίπερ,particle,ou)k,οὐ,adverb,ou)/sh|,εἰμί,verb,mhtri\,μήτηρ,noun,tou=,ὁ,article,paidi/ou,παίδιον,noun,*dhmh/trios,d',δέ,particle,o(,ὁ,article,*fa/rou,Φάρος,proper,h(gou/menos,*)/agrwni,Ἄγρων,proper,*fa/rou,te,τε,particle,ga\r,Δημήτριος,proper,ἡγέομαι,verb,Φάρος,proper,γάρ,particle,au)th=s,h)=rxe,ἄρχω,verb,kai\,καί,conjunction,e)pi\,ἐπί,preposition,th=|de,ὅδε,pronoun,*korku/ras',,,pare/dwken,παραδίδωμι,verb,a)/mfw,*(rwmai/ois,,,e)piple/ousin,ἐπιπλέω,verb,e)k,ἐκ,preposition,prodosi/as,προδοσία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,αὐτός,pronoun,ἄμφω,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,e)pi\,ἐπί,preposition,tau/tais,οὗτος,pronoun,*)epi/damnon,Ἐπίδαμνος,proper,e)s,εἰς,preposition,fili/an,φιλία,noun,u(phga/gonto,ὑπάγω,verb,kai\,καί,conjunction,toi=s,ὁ,article,*)issi/ois,,,kai\,καί,conjunction,*)epidamni/ois,Ἐπιδάμνιος,proper,poliorkoume/nois,πολιορκέω,verb,u(po\,ὑπό,preposition,*)illuriw=n,Ἰλλυρία,proper,e)s,εἰς,preposition,e)pikouri/an,e)/pleon,πλέω,verb,,,,,,,,,,,,,,,,,,,,,,ἐπικουρία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)illurioi\,Ἰλλυριός,proper,me\n,μέν,particle,dh\,δή,particle,ta\s,ὁ,article,poliorki/as,πολιορκία,noun,lu/santes,λύω,verb,a)nexw/roun,ἀναχωρέω,verb,kai/,καί,conjunction,tines,τις,pronoun,au)tw=n,αὐτός,pronoun,e)s,εἰς,preposition,*(rwmai/ous,,,oi(,ὁ,article,*)atintanoi\,,,lego/menoi,λέγω,verb,meteti/qento,μετατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,tau=ta,οὗτος,pronoun,de\,δέ,particle,h(,ὁ,article,*)/agrwnos,Ἄγρων,proper,gunh\,γυνή,noun,pre/sbeis,πρέσβις,noun,e)s,εἰς,preposition,*(rw/mhn,,,e)/pemye,πέμπω,verb,ta/,τίς,pronoun,te,τε,particle,ai)xma/lwta,αἰχμάλωτος,adjective,a)podido/ntas,ἀποδίδωμι,verb,au)toi=s,αὐτός,pronoun,kai\,καί,conjunction,tou\s,ὁ,article,au)tomo/lous,a)/gontas,ἄγω,verb,kai\,καί,conjunction,e)dei=to,δέομαι,verb,suggnw/mhs,συγγνώμη,adjective,tuxei=n,τυγχάνω,verb,tw=n,ὁ,article,ou)k,οὐ,adverb,e)f',ἐπί,preposition,αὐτόμολος,adjective,e(auth=s,ἑαυτοῦ,pronoun,a)ll',ἀλλά,adverb,e)pi\,ἐπί,preposition,*)/agrwnos,Ἄγρων,proper,genome/nwn,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ὁ,article,de\,δέ,particle,a)pekri/nanto,ἀποκρίνω,verb,*ko/rkuran,Κόρκυρα,proper,me\n,μέν,particle,kai\,καί,conjunction,*fa/ron,Φάρος,proper,kai\,καί,conjunction,*)/issan,Ἴσσα,proper,kai\,καί,conjunction,*)epi/damnon,Ἐπίδαμνος,proper,kai\,καί,conjunction,*)illuriw=n,Ἰλλυρία,proper,tou\s,ὁ,article,*)atintanou\s,,,h)/dh,ἤδη,adverb,*(rwmai/wn,,,u(phko/ous,ei)=nai,εἰμί,verb,*pi/nnhn,,,de\,δέ,particle,th\n,ὁ,article,a)/llhn,ἄλλος,adjective,*)/agrwnos,Ἄγρων,proper,a)rxh\n,ἀρχή,noun,e)/xein,ἔχω,verb,ὑπήκοος,adjective,kai\,καί,conjunction,fi/lon,φίλος,adjective,ei)=nai,εἰμί,verb,*(rwmai/ois,,,h)\n,ἐάν,conjunction,a)pe/xhtai/,ἀπέχω,verb,te,τε,particle,tw=n,prolelegme/nwn,προλέγω,verb,kai\,καί,conjunction,th\n,ὁ,article,*li/sson,mh\,μή,conjunction,paraple/wsin,*)illurikoi\,Ἰλλυρικός,adjective,le/mboi,ὁ,article,Λίσσος,proper,παραπλέω,verb,λέμβος,noun,duoi=n,plei/ones,πλείων,verb,kai\,καί,conjunction,tou/toin,οὗτος,pronoun,de\,δέ,particle,a)no/ploin,ἄνοπλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δύο,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,me\n,μέν,particle,dh\,δή,particle,tau=ta,οὗτος,pronoun,pa/nta,πᾶς,adjective,e)de/xeto,δέχομαι,verb,kai\,καί,conjunction,gi/gnontai,γίγνομαι,verb,*(rwmai/ois,,,ai(/de,ὅδε,pronoun,prw=tai,πρότερος,adjective,pro\s,πρός,preposition,*)illuriou\s,Ἰλλυριός,proper,pei=rai/,ἀπολάω,verb,te,τε,particle,kai\,καί,conjunction,sunqh=kai,συνθήκη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(rwmai=oi,,,d',δέ,particle,e)p',ἐπί,preposition,au)tai=s,αὐτός,pronoun,*ko/rkuran,Κόρκυρα,proper,me\n,μέν,particle,kai\,καί,conjunction,*)apollwni/an,Ἀπολλώνιος,proper,a)fh=kan,ἀφίημι,verb,e)leuqe/ras,ἐλεύθερος,adjective,*dhmhtri/w|,Δημήτριος,proper,d',δέ,particle,e)/stin,εἰμί,verb,a(\,ὅς,pronoun,xwri/a,χωρίον,noun,misqo\n,μισθός,noun,e)/dosan,δίδωμι,verb,th=s,prodosi/as,προδοσία,noun,e)peipo/ntes,ἐπεῖπον,verb,o(/ti,ὅστις,pronoun,e)n,ἐν,preposition,tosw=|de,τοσόσδε,adjective,dido/asi,δίδωμι,verb,th\n,ὁ,article,a)pisti/an,ἀπιστία,adjective,ὁ,article,a)/ra,ἄρος,adjective,tou=,ὁ,article,a)ndro\s,ἀνήρ,noun,u(forw/menoi,ὑφοράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\,ὅς,pronoun,dh\,δή,particle,kai\,καί,conjunction,h)=rcen,ἄρχω,verb,au)tou=,αὐτός,pronoun,met',μετά,preposition,o)li/gon,ὀλίγος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(rwmai/wn,,,ga\r,γάρ,particle,*keltoi=s,Κελτός,proper,e)pi\,ἐπί,preposition,triete\s,τριέτης,adjective,toi=s,ὁ,article,a)mfi\,ἀμφί,preposition,to\n,ὁ,article,*)hridano\n,Ἠριδανός,proper,ou)=si,εἰμί,verb,polemou/ntwn,πολεμέω,verb,o(,ὁ,article,*dhmh/trios,Δημήτριος,proper,w(s,ὡς,conjunction,o)/ntwn,εἰμί,verb,e)n,ἐν,preposition,a)sxoli/a|,ἀσχολία,noun,th\n,qa/lassan,θάλασσα,noun,e)lh/|zeto,ληίζομαι,verb,kai\,καί,conjunction,*)/istrous,Ἴστρος,proper,e)/qnos,ἔθνος,adjective,e(/teron,ἕτερος,adjective,*)illuriw=n,Ἰλλυρία,proper,e)s,εἰς,preposition,ὁ,article,tou=to,οὗτος,pronoun,prosela/mbane,προσλαμβάνω,verb,kai\,καί,conjunction,tou\s,ὁ,article,*)atintanou\s,,,a)po\,ἀπό,preposition,*(rwmai/wn,,,a)fi/sth,,,,,,,,,,,,,,,,,,,ἀφίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
