word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/48/lemma/@_entry,word/48/lemma/@_POS,word/60/lemma/@_entry,word/60/lemma/@_POS
ou)de\,οὐδέ,particle,w(=n,ὅς,pronoun,ta\,ὁ,article,perie/xonta,περιέχω,verb,tou=,ὁ,article,e(/lkeos,ἕλκος,noun,melanqh=|,μελαίνω,verb,ai(/matos,αἷμα,noun,shpedo/ni,σηπεδών,noun,h)\,ἠέ,conjunction,kai\,καί,conjunction,kirsou=,κιρσός,noun,pare/xontos,παρέχω,verb,th\n,ὁ,article,e)pir)*roh\n,,,tou=,ὁ,article,ai(/matos,αἷμα,noun,ou)de\,οὐδέ,particle,tau=ta,οὗτος,pronoun,e)qe/lei,ἐθέλω,verb,cunie/nai,σύνειμι,verb,h)\n,ἐάν,conjunction,mh\,μή,conjunction,ta\,ὁ,article,perie/xonta,περιέχω,verb,tou=,ὁ,article,e(/lkeos,ἕλκος,noun,u(gie/a,ὑγιής,adverb,poih/sh|s,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,e(lke/wn,ἕλκος,noun,ta\,ὁ,article,kuklotere/a,κυκλοτερής,adverb,h)\n,ἐάν,conjunction,u(po/koila,ὑπόκοιλος,adjective,h)=|,εἰμί,verb,e)n,ἐν,preposition,ku/klw|,κύκλος,noun,pa/nth,πάντῃ,adverb,e)pita/mnein,ἐπιτέμνω,verb,xrh\,χρή,verb,ta\,ὁ,article,a)festew=ta,ἀφίστημι,verb,h)\,ἠέ,conjunction,pa/nta,πᾶς,adjective,h)\,ἠέ,conjunction,ta\,ὁ,article,h(mi/sea,ἥμισυς,adjective,tou=,ὁ,article,ku/klou,κύκλος,noun,kata\,κατά,preposition,mh=kos,μῆκος,adjective,th=s,ὁ,article,fu/sios,φύσις,noun,tou=,ὁ,article,a)nqrw/pou,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,panti\,πᾶς,adjective,e(/lkei+,ἕλκος,noun,e)rusipe/latos,,,e)pigenome/nou,ἐπιγίγνομαι,verb,ka/qarsin,κάθαρσις,noun,dei=,δέομαι,verb,poie/esqai,ποιέω,verb,tou=,ὁ,article,sw/matos,σῶμα,adjective,e)f',ἐπί,preposition,o(ko/tera,ὁπότερος,adjective,a)\n,ἄν,particle,cumfe/rh|,συμφέρω,verb,tw=|,ὁ,article,e(/lkei+,ἕλκος,noun,ei)/te,εἴτε,adverb,a)/nw,ἄνω,adverb,ei)/te,εἴτε,adverb,ka/tw,κάτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tw|,ὅστις,pronoun,a)\n,ἄν,particle,oi)/dhma,οἴδημα,noun,ge/nhtai,γίγνομαι,verb,para\,παρά,preposition,to\,ὁ,article,e(/lkos,ἕλκος,noun,a)flegma/ntou,ἀφλέγμαντος,adjective,e)o/ntos,εἰμί,verb,tou=,ὁ,article,e(/lkeos,ἕλκος,noun,xro/nw|,χρόνος,noun,u(/steron,ὕστερος,adjective,pu/ou,πύον,adjective,u(po/stasin,ὑπόστασις,noun,i)/sxei,ἴσχω,verb,to\,ὁ,article,oi)/dhma,οἴδημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(/,ὅς,pronoun,ti,τις,pronoun,a)\n,ἄν,particle,th=|,ὁ,article,flegmasi/h|,φλεγμασία,noun,oi)dh=san,οἰδάω,verb,mh\,μή,conjunction,kaqisth=tai,καθίστημι,verb,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,kaqistame/nwn,καθίστημι,verb,o(/sa,ὅσος,adjective,a(/ma,ἅμα,adverb,h)/rcato,ἄρχω,verb,flegmai/nein,φλεγμαίνω,verb,kai\,καί,conjunction,oi)di/skesqai,,,kai\,καί,conjunction,tou=to,οὗτος,pronoun,ki/ndunos,κίνδυνος,noun,mhd',μηδέ,particle,a(/ma,ἅμα,adverb,cunie/nai,σύνειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/sa,ὅσος,adjective,de\,δέ,particle,pipto/ntwn,πίπτω,verb,h)\,ἠέ,conjunction,a)/llw|,ἄλλος,adjective,tw|,τις,pronoun,tro/pw|,τρόπος,noun,diako/ptetai,διακόπτω,verb,kai\,καί,conjunction,fla=tai,φλάζω,verb,kai\,καί,conjunction,a)noidi/sketai,,,ta\,ὁ,article,perie/xonta,περιέχω,verb,to\,ὁ,article,e(/lkos,ἕλκος,noun,kai\,καί,conjunction,diapuh/santa,διαπυέω,verb,pu=on,,,a)po\,ἀπό,preposition,tw=n,ὁ,article,oi)dhma/twn,οἴδημα,noun,a)poxwre/ei,ἀποχωρέω,verb,kata\,κατά,preposition,to\,ὁ,article,e(/lkos,ἕλκος,noun,tw=n,ὁ,article,toiou/twn,τοιοῦτος,adjective,o(/,ὅς,pronoun,ti,τις,pronoun,a)\n,ἄν,particle,doke/h,,,dei=sqai,δέομαι,verb,katapla/sios,κατάπλασις,noun,ou),οὐ,adverb,xrh\,χρή,verb,au)to\,αὐτός,pronoun,to\,ὁ,article,e(/lkos,ἕλκος,noun,katapla/ssein,καταπλάσσω,verb,a)lla\,ἀλλά,adverb,ta\,ὁ,article,perie/xonta,περιέχω,verb,o(/kws,ὅπως,conjunction,to\,ὁ,article,pu=on,,,a)poxwre/h|,ἀποχωρέω,verb,kai\,καί,conjunction,ta\,sklhruno/mena,σκληρύνω,verb,lapaxqh=|,λαπάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,
e)peida\n,ἐπειδάν,conjunction,de\,δέ,particle,lapaxqh=|,λαπάσσω,verb,kai\,καί,conjunction,h(,ὁ,article,flegmasi/h,φλεγμασία,noun,pau/shtai,παύω,verb,e)pi\,ἐπί,preposition,ta\,ὁ,article,a)festhko/ta,ἀφίστημι,verb,spo/ggous,σπόγγος,noun,e)pide/wn,ἐπιδέω,verb,prosista/nai,προσίστημι,verb,a)rxo/menos,ἄρχω,verb,a)po\,ἀπό,preposition,tou=,ὁ,article,u(gi/eos,,,o)li/gon,ὀλίγος,adjective,prosxwre/wn,προσχωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,de\,δέ,particle,tw=|,ὁ,article,spo/ggw|,σπόγγος,noun,a)/nwqen,ἄνωθεν,adverb,fu/lla,φύλλον,noun,e)pe/stw,ἔπειμι,verb,suxna/,συχνός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/,ὅς,pronoun,ti,τις,pronoun,d',δέ,particle,a)\n,ἄν,particle,mh\,μή,conjunction,du/nhtai,δύναμαι,verb,prosth=nai,προίστημι,verb,h(,ὁ,article,sa\rc,σάρξ,adjective,u(grh\,ὑγρός,adjective,e)ou=sa,εἰμί,verb,ai)ti/h,αἰτία,noun,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau/thn,οὗτος,pronoun,e)kba/llein,ἐκβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,u(po\,ὑπό,preposition,baqei/h|,βαθύς,adjective,sarki\,σαρκίς,noun,to\,ὁ,article,e(/lkos,ἕλκος,noun,e)/h|,εἰμί,verb,kat',κατά,preposition,a)/mfw,ἄμφω,noun,ka)k,ἐκ,preposition,th=s,ὁ,article,e)pide/sios,ἐπίδεσις,noun,ka)k,ἐκ,preposition,tou=,ὁ,article,prospie/zontos,προσπιέζω,verb,u(pokirsou=tai,ὑποκιρσόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,dh\,δή,particle,toiou=ton,τοιοῦτος,adjective,h)/n,ἐάν,conjunction,tis,τις,pronoun,ta/mnh|,τέμνω,verb,pro\s,πρός,preposition,mh/lhn,μήλη,noun,h)\n,ἐάν,conjunction,e)nde/xhtai,ἐνδέχομαι,verb,eu)/roon,ἐύρρους,adjective,a)po\,ἀπό,preposition,tou=,ὁ,article,sto/matos,στόμα,noun,to\,ὁ,article,e(/lkos,ἕλκος,noun,a)nata/mnein,ἀνατέμνω,verb,o(/ph,ὅπη,adverb,a)\n,ἄν,particle,doke/h|,δοκέω,verb,kairo\s,καιρός,noun,ei)=nai,εἰμί,verb,kai\,καί,conjunction,ou(/tws,οὕτως,adverb,i)htrei/hn,,,prosfe/rein,προσφέρω,verb,o(koi/hs,ὁποῖος,adjective,a)\n,ἄν,particle,doke/h|,δοκέω,verb,prosdei=sqai,προσδέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,ta\,ὁ,article,polla\,πολύς,adjective,e)pi\,ἐπί,preposition,panti\,πᾶς,adjective,e(/lkei,ἕλκω,verb,o(/,ὅς,pronoun,ti,τις,pronoun,a)\n,ἄν,particle,koili/hn,κοιλία,noun,e)/xh|,ἔχω,verb,pro\s,πρός,preposition,to\,ὁ,article,i)qu\,εὐθύς,adjective,katafane\s,καταφανής,adverb,i)dei=n,εἶδον,verb,oi)dh/matos,οἴδημα,noun,mh\,μή,conjunction,proseo/ntos,πρόσειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/,ὅς,pronoun,ti,τις,pronoun,d',δέ,particle,a)\n,ἄν,particle,koili/hn,κοιλία,noun,e)/xh|,ἔχω,verb,mh\,μή,conjunction,pro\s,πρός,preposition,to\,ὁ,article,i)qu\,εὐθύς,adjective,h)\,ἠέ,conjunction,oi)dh/matos,οἴδημα,noun,proseo/ntos,πρόσειμι,verb,h)\n,ἐάν,conjunction,me\n,μέν,particle,e)/h|,εἰμί,verb,e)n,ἐν,preposition,au)tw=|,αὐτός,pronoun,shpedw\n,σηπεδών,noun,h)\,ἠέ,conjunction,h(,ὁ,article,sa\rc,σάρξ,adjective,u(pe/h|,ὕπειμι,verb,mudw=sa,μυδάω,verb,kai\,καί,conjunction,saprh\,σαπρός,adjective,e)/stai,εἰμί,verb,tou=to,οὗτος,pronoun,to\,ὁ,article,e(/lkos,ἕλκος,noun,kai\,καί,conjunction,ta\,ὁ,article,perie/xonta,περιέχω,verb,to\,ὁ,article,e(/lkos,ἕλκος,noun,i)dei=n,εἶδον,verb,me/lana,μέλας,adjective,u(pope/lia,ὑποπέλιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=n,ὁ,article,e)sqiome/nwn,ἐσθίω,verb,e(lke/wn,ἕλκος,noun,o(/ph,ὅπη,adverb,a)\n,ἄν,particle,fage/daina,φαγέδαινα,noun,e)ne/h|,ἐνίημι,verb,i)sxuro/tata/,ἰσχυρός,adjective,te,τε,particle,ne/mhtai,νέμω,verb,kai\,καί,conjunction,e)sqi/h|,ἐσθίω,verb,tau/th|,οὗτος,pronoun,tou=,ὁ,article,e(/lkeos,ἕλκος,noun,to\,ὁ,article,perie/xon,περιέχω,verb,xroih\n,χροιά,adjective,e(/cei,ἔχω,verb,me/lainan,μέλας,adjective,u(pope/lion,ὑποπέλιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
katapla/smata,κατάπλασμα,noun,oi)dhma/twn,οἴδημα,noun,kai\,καί,conjunction,flegmasi/hs,φλεγμασία,noun,th=s,ὁ,article,e)n,ἐν,preposition,toi=si,ὁ,article,perie/xousin,περιέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,e(fqh\,ἑφθός,adjective,flo/mos,φλόμος,noun,kai\,καί,conjunction,th=s,ὁ,article,trifu/llou,τρίφυλλον,noun,ta\,ὁ,article,fu/lla,φύλλον,noun,w)ma\,ὠμός,adjective,kai\,καί,conjunction,tou=,ὁ,article,e)pipe/trou,ἐπίπετρον,noun,ta\,ὁ,article,fu/lla,φύλλον,noun,e(fqa\,ἑφθός,adjective,kai\,καί,conjunction,to\,ὁ,article,po/lion,πόλιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,kai\,καί,conjunction,kaqai/resqai,καθαίρω,verb,de/h|,δέομαι,verb,to\,ὁ,article,e(/lkos,ἕλκος,noun,panta\,,,me\n,μέν,particle,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,kaqai/rei,καθαίρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,kai\,καί,conjunction,th=s,ὁ,article,sukh=s,συκῆ,noun,ta\,ὁ,article,fu/lla,φύλλον,noun,kai\,καί,conjunction,th=s,ὁ,article,e)lai/hs,ἐλαία,noun,kai\,καί,conjunction,to\,ὁ,article,pra/sion,πράσιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/yein,ἕψω,verb,de\,δέ,particle,tau=ta,οὗτος,pronoun,pa/nta,πᾶς,adjective,ma/lista,μάλιστα,adverb,de\,δέ,particle,tou/twn,οὗτος,pronoun,e(/yein,ἕψω,verb,to\n,ὁ,article,a)/gnon,ἄγνος,noun,kai\,καί,conjunction,th\n,ὁ,article,sukh=n,συκῆ,noun,kai\,καί,conjunction,th\n,ὁ,article,e)lai/hn,ἐλαία,noun,kai\,καί,conjunction,th=s,ὁ,article,si/dhs,σίδη,noun,ta\,ὁ,article,fu/lla,φύλλον,noun,w(sau/tws,ὡσαύτως,adverb,e(/yein,ἕψω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)moi=si,ὠμός,adjective,de\,δέ,particle,toi=si/de,ὅδε,pronoun,xre/esqai,χράομαι,verb,th=s,ὁ,article,mala/xhs,μαλάχη,adjective,ta\,ὁ,article,fu/lla,φύλλον,noun,tri/bwn,τρίβω,verb,cu\n,σύν,preposition,oi)/nw|,οἶνον,noun,kai\,καί,conjunction,tou=,ὁ,article,phga/nou,πήγανον,noun,ta\,ὁ,article,fu/lla,φύλλον,noun,kai\,καί,conjunction,th=s,ὁ,article,o)riga/nou,ὀρίγανον,noun,xlwrh=s,χλωρεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=si,πᾶς,adjective,tou/toisi,οὗτος,pronoun,xrh\,χρή,verb,tou=,ὁ,article,li/nou,λίνος,noun,to\n,ὁ,article,karpo\n,καρπός,noun,fru/canta,φρύγω,verb,kai\,καί,conjunction,ko/yanta,κόπτω,verb,w(s,ὡς,conjunction,leio/taton,λεῖος,adjective,mignu/nai,μίγνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/kou,ὅπου,adverb,de\,δέ,particle,e)rusi/pelas,,,ki/ndunos,κίνδυνος,noun,e)f',ἐπί,preposition,e(/lkesi,ἕλκος,noun,gene/sqai,γίγνομαι,verb,th=s,ὁ,article,i)sa/tidos,ἰσάτις,adjective,ta\,ὁ,article,fu/lla,φύλλον,noun,tri/bwn,τρίβω,verb,w)ma\,ὠμός,adjective,katapla/ssein,καταπλάσσω,verb,su\n,σύν,preposition,tw=|,ὁ,article,li/nw|,λίνος,noun,h)\,ἠέ,conjunction,to\,ὁ,article,li/non,λίνος,noun,deu/wn,δέω,verb,stru/xnou,στρύχνον,noun,xulw=|,χυλός,noun,h)\,ἠέ,conjunction,i)sa/tidos,ἰσάτις,adjective,katapla/ssein,καταπλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
