word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/57/lemma/@_entry,word/57/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form
mhdeno\s,μηδείς,pronoun,ga\r,γάρ,particle,au)tou\s,αὐτός,pronoun,e(te/rou,ἕτερος,adjective,dunh/sesqai,δύναμαι,verb,r(a|di/ws,ῥᾴδιος,adjective,e)pieikou=s,ἐπιεικής,adjective,o(moi/ws,ὅμοιος,adjective,tuxei=n,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,*)iou=ston,,,de\,δέ,particle,kai\,καί,conjunction,u(pemi/mnhskon,ὑπομιμνήσκω,verb,o(/ti,ὅστις,pronoun,pro/sqen,πρόσθεν,adverb,h)/,ἠέ,conjunction,me,ἐγώ,pronoun,paragene/sqai,παραγίγνομαι,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,*(ierosolu/mwn,,,oi(,ὁ,article,*galilai=oi,,,ta)delfou=,ἀδελφός,adjective,ta\s,ὁ,article,xei=ras,χείρ,noun,a)poko/yeian,ἀποκόπτω,verb,au)tou=,αὐτός,pronoun,pro\,πρό,preposition,tou=,ὁ,article,pole/mou,πόλεμος,noun,plastw=n,πλάστης,noun,au)tw=|,αὐτός,pronoun,gramma/twn,γράμμα,noun,kakourgi/an,κακουργία,noun,e)pikale/santes,ἐπικαλέω,verb,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,meta\,μετά,preposition,th\n,ὁ,article,a)naxw/rhsin,ἀναχώρησις,noun,th\n,ὁ,article,*fili/ppou,Φίλιππος,proper,*gamali=tai,,,pro\s,πρός,preposition,*babulwni/ous,Βαβυλώνιοι,proper,stasia/zontes,στασιάζω,verb,a)ne/loien,ἀναιρέω,verb,*xa/rhta,Χάρης,proper,suggenh\s,συγγενής,adverb,d',δέ,particle,h)=n,εἰμί,verb,ou(=tos,οὗτος,pronoun,tou=,ὁ,article,*fili/ppou,Φίλιππος,proper,kai\,καί,conjunction,w(s,ὡς,conjunction,*)ihsou=n,Ἰησοῦς,proper,to\n,ὁ,article,a)delfo\n,ἀδελφός,adjective,au)tou=,αὐτός,pronoun,a)/ndra,ἀνήρ,noun,th=s,ὁ,article,a)delfh=s,ἀδελφή,noun,*)iou/stou,Ἰοῦστος,proper,swfro/nws,kola/seian,κολάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σώφρων,noun,,,,,,,
tau=ta,οὗτος,pronoun,para\,παρά,preposition,th\n,ὁ,article,e(sti/asin,ἑστίασις,noun,dialexqei\s,διαλέγω,verb,toi=s,ὁ,article,peri\,περί,preposition,to\n,ὁ,article,*)iou=ston,,,e(/wqen,ἕωθεν,adverb,e)ke/leusa,κελεύω,verb,pa/ntas,πᾶς,adjective,th=s,ὁ,article,fulakh=s,φυλακεύς,noun,a)poluqh=nai,ἀπολύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*pro\,πρό,preposition,de\,δέ,particle,tou/twn,οὗτος,pronoun,sune/bh,συμβαίνω,verb,to\n,ὁ,article,*)iaki/mou,,,*fi/lippon,Φίλιππος,proper,a)pelqei=n,ἀπέρχομαι,verb,e)k,ἐκ,preposition,*ga/mala,,,tou=,ὁ,article,frouri/ou,φρούριον,noun,toiau/ths,τοιοῦτος,adjective,ai)ti/as,αἰτία,noun,genome/nhs,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*fi/lippos,Φίλιππος,proper,puqo/menos,πύθω,verb,meqesta/nai,μεθίστημι,verb,me\n,μέν,particle,*ou)/aron,,,u(po\,ὑπό,preposition,tou=,ὁ,article,basile/ws,βασιλεύς,noun,*)agri/ppa,Ἀγρίππας,proper,dia/doxon,διάδοχος,adjective,de\,δέ,particle,a)fi=xqai,ἀφικνέομαι,verb,*mo/dion,μόδιος,noun,*ai)/kouon,,,a)/ndra,ἀνήρ,noun,fi/lon,φίλος,adjective,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,sunh/qh,συνήθης,adverb,pa/lai,πάλαι,adverb,gra/fei,γράφω,verb,pro\s,πρός,preposition,tou=ton,οὗτος,pronoun,ta\s,ὁ,article,kaq',κατά,preposition,e(auto\n,ἑαυτοῦ,pronoun,tu/xas,τύχη,noun,a)pagge/llwn,ἀπαγγέλλω,verb,kai\,καί,conjunction,parakalw=n,παρακαλέω,verb,ta\,ὁ,article,par',παρά,preposition,au)tou=,αὐτός,pronoun,pemfqe/nta,πέμπω,verb,gra/mmata,γράμμα,noun,pro\s,πρός,preposition,tou\s,ὁ,article,basile/as,βασιλεύς,noun,a)postei=lai,ἀποστέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,*mo/dios,μόδιος,noun,deca/menos,δέχομαι,verb,ta\s,ὁ,article,e)pistola\s,ἐπιστολή,noun,e)xa/rh,χαίρω,verb,sfo/dra,σφόδρα,adverb,sw/zesqai,σώζω,verb,to\n,ὁ,article,*fi/lippon,Φίλιππος,proper,e)c,ἐκ,preposition,au)tw=n,αὐτός,pronoun,e)pignou/s,ἐπιγιγνώσκω,verb,kai\,καί,conjunction,pro\s,πρός,preposition,tou\s,ὁ,article,basile/as,βασιλεύς,noun,e)/pemye,πέμπω,verb,ta\,ὁ,article,gra/mmata,γράμμα,noun,peri\,περί,preposition,*bhruto\n,,,o)/ntas,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,basileu\s,βασιλεύς,noun,*)agri/ppas,Ἀγρίππας,proper,w(s,ὡς,conjunction,e)/gnw,γιγνώσκω,verb,yeudh=,ψευδής,adverb,th\n,ὁ,article,peri\,περί,preposition,*fili/ppou,Φίλιππος,proper,fh/mhn,φήμη,noun,genome/nhn,γίγνομαι,verb,lo/gos,λόγος,noun,ga\r,γάρ,particle,dih=lqen,διέρχομαι,verb,w(s,ὡς,conjunction,strathgoi/h,στρατηγέω,verb,tw=n,ὁ,article,*)ioudai/wn,Ἰουδαῖος,proper,e)pi\,ἐπί,preposition,to\n,ὁ,article,pro\s,πρός,preposition,*(rwmai/ous,,,po/lemon,πόλεμος,noun,e)/pemyen,πέμπω,verb,i(ppei=s,ἱππεύς,noun,tou\s,ὁ,article,parape/myontas,παραπέμπω,verb,to\n,ὁ,article,*fi/lippon,Φίλιππος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,parageno/menon,παραγίγνομαι,verb,a)spa/zetai/,ἀσπάζομαι,verb,te,τε,particle,filofro/nws,φιλόφρων,adjective,toi=s,ὁ,article,te,τε,particle,*(rwmai/wn,,,h(gemo/sin,ἡγεμών,noun,e)pedei/knuen,ἐπιδείκνυμι,verb,o(/ti,ὅστις,pronoun,dh\,δή,particle,*fi/lippos,Φίλιππος,proper,ou(=to/s,οὗτος,pronoun,e)stin,εἰμί,verb,peri\,περί,preposition,ou(=,ἕ,pronoun,diech/|ei,διέξειμι,verb,lo/gos,λόγος,noun,w(s,ὡς,conjunction,*(rwmai/wn,,,a)posta/ntos,ἀφίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keleu/ei,κελεύω,verb,d',δέ,particle,au)to\n,αὐτός,pronoun,i(ppei=s,ἱππεύς,noun,tinas,τις,pronoun,a)nalabo/nta,ἀναλαμβάνω,verb,qa=tton,θάσσων,adjective,ei)s,εἰς,preposition,*ga/mala,,,to\,ὁ,article,frou/rion,φρούριον,noun,poreuqh=nai,πορεύω,verb,tou\s,ὁ,article,oi)kei/ous,οἰκεῖος,adjective,au)tw=|,αὐτός,pronoun,pa/ntas,πᾶς,adjective,e)kei=qen,ἐκεῖθεν,adverb,e)ca/conta,ἐξάγνυμι,verb,kai\,καί,conjunction,tou\s,ὁ,article,*babulwni/ous,Βαβυλώνιοι,proper,ei)s,εἰς,preposition,th\n,ὁ,article,*batane/an,,,pa/lin,πάλιν,adverb,a)pokatasth/sonta,ἀποκαθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parh/ggeile,παραγγέλλω,verb,de\,δέ,particle,kai\,καί,conjunction,pa=san,πᾶς,adjective,poih/sasqai,ποιέω,verb,pro/noian,πρόνοια,noun,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,mh\,μή,conjunction,gene/sqai,γίγνομαι,verb,tina\,τις,pronoun,newterismo\n,νεωτερισμός,noun,para\,παρά,preposition,tw=n,ὁ,article,u(phko/wn,ὑπήκοος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*fi/lippos,Φίλιππος,proper,me\n,μέν,particle,ou)=n,οὖν,particle,tau=ta,οὗτος,pronoun,tou=,ὁ,article,basile/ws,βασιλεύς,noun,e)pistei/lantos,ἐπιστέλλω,verb,e)/speude,σπεύδω,verb,poih/swn,ποιέω,verb,a(\,ὅς,pronoun,prose/tacen,προστάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)iw/shpos,Ἰώσηπος,proper,de\,δέ,particle,th=s,ὁ,article,i)atri/nhs,ἰατρίνη,adjective,pollou\s,πολύς,adjective,neani/skous,νεάνισκος,noun,qrasei=s,θρασύς,adjective,protreya/menos,προτρέπω,verb,au)tw=|,αὐτός,pronoun,suna/rasqai,συναίρω,verb,kai\,καί,conjunction,e)panasta\s,ἐπανίστημι,verb,toi=s,ὁ,article,e)n,ἐν,preposition,*ga/mala,,,prw/tois,πρότερος,adjective,e)/peiqen,πείθω,verb,au)tou\s,αὐτός,pronoun,a)fi/stasqai,ἀφίστημι,verb,tou=,ὁ,article,basile/ws,βασιλεύς,noun,kai\,καί,conjunction,a)nalabei=n,ἀναλαμβάνω,verb,ta\,ὁ,article,o(/pla,ὅπλον,noun,w(s,ὡς,conjunction,dia\,διά,preposition,tou/twn,οὗτος,pronoun,th\n,ὁ,article,e)leuqeri/an,ἐλευθερία,noun,a)polhyome/nous,ἀπολαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tina\s,τις,pronoun,me\n,μέν,particle,e)bia/santo,βιάω,verb,tou\s,ὁ,article,de\,δέ,particle,mh\,μή,conjunction,sunareskome/nous,συναρέσκω,verb,au)tw=n,αὐτός,pronoun,tai=s,ὁ,article,gnw/mais,γνώμη,noun,a)nh/|roun,ἀναιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ktei/nousi,κτείνω,verb,de\,δέ,particle,kai\,καί,conjunction,*xa/rhta,Χάρης,proper,kai\,καί,conjunction,met',μετά,preposition,au)tou=,αὐτός,pronoun,tina,τις,pronoun,tw=n,ὁ,article,suggenw=n,συγγενής,adverb,*)ihsou=n,Ἰησοῦς,proper,kai\,καί,conjunction,*)iou/stou,Ἰοῦστος,proper,de\,δέ,particle,tou=,ὁ,article,*tiberie/ws,,,a)delfh\n,ἀδελφή,noun,a)nei=lon,ἀναιρέω,verb,kaqw\s,καθώς,adverb,h)/dh,ἤδη,adverb,proei/pomen,προεῖπον,verb,gra/fousi,γράφω,verb,de\,δέ,particle,kai\,καί,conjunction,pro/s,πρός,preposition,me,ἐγώ,pronoun,parakalou=ntes,παρακαλέω,verb,pe/myai,πέμπω,verb,kai\,καί,conjunction,du/namin,δύναμις,adjective,au)toi=s,αὐτός,pronoun,o(plitw=n,ὁπλίτης,noun,kai\,καί,conjunction,tou\s,ὁ,article,a)nasth/sontas,ἀνίστημι,verb,au)tw=n,αὐτός,pronoun,th=|,ὁ,article,po/lei,πόλις,adjective,tei/xh,τεῖχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)gw\,ἐγώ,pronoun,pro\s,πρός,preposition,ou)de/teron,οὐδέτερος,adjective,a)ntei=pon,ἀντεῖπον,verb,w(=n,ὅς,pronoun,h)ci/wsan,ἀξιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)fi/statai,ἀφίστημι,verb,de\,δέ,particle,tou=,ὁ,article,basile/ws,βασιλεύς,noun,kai\,καί,conjunction,h(,ὁ,article,*gaulani=tis,,,xw/ra,χώρα,noun,me/xri,μέχρι,preposition,kw/mhs,κώμη,noun,*solu/mhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*seleukei/a|,Σελεύκειος,proper,de\,δέ,particle,kai\,καί,conjunction,*swga/nh|,,,fu/sei,φύσις,noun,kw/mais,κώμη,noun,o)xurwta/tais,ὀχυρός,adjective,w)|kodo/mhsa,οἰκοδομέω,verb,tei/xh,τεῖχος,noun,ta/s,ὁ,article,te,τε,particle,kata\,κατά,preposition,th\n,ὁ,article,a)/nw,ἄνω,adverb,*galilai/an,,,kw/mas,κώμη,noun,kai\,καί,conjunction,pa/nu,πάνυ,adverb,petrw/deis,πετρώδης,adjective,ou)/sas,εἰμί,verb,e)tei/xisa,τειχίζω,verb,paraplhsi/ws,παραπλήσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)no/mata,ὄνομα,adjective,d',δέ,particle,au)tai=s,αὐτός,pronoun,*)ia/mnia,,,*)amhrw\q,,,*)axara/bh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)xu/rwsa,ὀχυρόω,verb,de\,δέ,particle,kai\,καί,conjunction,ta\s,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,ka/tw,κάτος,adjective,*galilai/a|,,,po/leis,πόλις,adjective,me\n,μέν,particle,*tarixe/as,,,*tiberia/da,,,*se/pfwrin,,,kw/mas,κώμη,noun,de\,δέ,particle,*)arbh/lwn,Ἄρβηλος,proper,sph/laion,σπήλαιον,noun,*bhrsoubai/,,,*selamh/n,,,*)iwta/pata,,,*kafaraq',,,kwmos,,,swganai,,,pafa,,,kai\,καί,conjunction,to\,ὁ,article,*)itabu/rion,,,o)/ros,ὄρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)s,εἰς,preposition,tau/tas,οὗτος,pronoun,kai\,καί,conjunction,si=ton,σῖτος,noun,a)peqe/mhn,ἀποτίθημι,verb,polu\n,πολύς,adjective,kai\,καί,conjunction,o(/pla,ὅπλον,noun,pro\s,πρός,preposition,a)sfa/leian,ἀσφάλεια,noun,th\n,ὁ,article,meta\,μετά,preposition,tau=ta,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)iwa/nnh|,Ἰώαννης,proper,de\,δέ,particle,tw=|,τίς,pronoun,tou=,ὁ,article,*lhouei=,,,to\,ὁ,article,kat',κατά,preposition,e)mou=,ἐγώ,pronoun,mi=sos,μῖσος,noun,proshu/ceto,προσαυξάνω,verb,bare/ws,βαρύς,adjective,fe/ronti,φέρω,verb,th\n,ὁ,article,e)mh\n,ἐμός,adjective,eu)pragi/an,εὐπραγία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proqe/menos,προτίθημι,verb,ou)=n,οὖν,particle,pa/ntws,πάντως,adverb,e)kpodw/n,ἐκποδών,adverb,me,ἐγώ,pronoun,poih/sasqai,ποιέω,verb,th=|,ὁ,article,me\n,μέν,particle,au)tou=,αὐτός,pronoun,patri/di,πατρίς,adjective,toi=s,ὁ,article,*gisxa/lois,,,kataskeua/zei,κατασκευάζω,verb,tei/xh,τεῖχος,noun,to\n,ὁ,article,a)delfo\n,ἀδελφός,adjective,de\,δέ,particle,*si/mwna,Σίμων,proper,kai\,καί,conjunction,to\n,ὁ,article,tou=,ὁ,article,*sise/nna,,,*)iwna/qhn,,,o(plitw=n,ὁπλίτης,noun,peri\,περί,preposition,e(kato\n,ἑκατόν,noun,ei)s,εἰς,preposition,*(ieroso/luma,,,pe/mpei,πέμπω,verb,pro\s,πρός,preposition,to\n,ὁ,article,tou=,ὁ,article,*gamalih/lou,,,*si/mwna,Σίμων,proper,parakale/sontas,παρακαλέω,verb,au)to\n,αὐτός,pronoun,pei=sai,πείθω,verb,to\,ὁ,article,koino\n,κοινός,adjective,tw=n,ὁ,article,*(ierosolumitw=n,,,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,a)felome/nous,ἀφαιρέω,verb,e)me\,ἐγώ,pronoun,tw=n,ὁ,article,*galilai/wn,,,au)tw=|,αὐτός,pronoun,yhfi/sasqai,ψηφίζομαι,verb,th\n,ὁ,article,e)cousi/an,ἐξουσία,noun,tou/twn,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
