word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/3/lemma/@_entry,word/3/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS,word/135/@_form,word/135/lemma/@_entry,word/135/lemma/@_POS,word/136/@_form,word/136/lemma/@_entry,word/136/lemma/@_POS,word/137/@_form,word/137/lemma/@_entry,word/137/lemma/@_POS,word/138/@_form,word/138/lemma/@_entry,word/138/lemma/@_POS,word/139/@_form,word/139/lemma/@_entry,word/139/lemma/@_POS,word/140/@_form,word/140/lemma/@_entry,word/140/lemma/@_POS,word/141/@_form,word/141/lemma/@_entry,word/141/lemma/@_POS
a)\n,ἄν,particle,de\,δέ,particle,pro\s,πρός,preposition,e(tai/ran,h)\,ἠέ,conjunction,moixeu/trian,e)rwme/nhn,ἐρώμενος,adjective,knhsmo/s,κνησμός,noun,tis,τις,pronoun,e)c,ἐκ,preposition,o)rgh=s,ὀργή,noun,kai\,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,ἑταίρα,noun,μοιχεύτρια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zhlotupi/as,ζηλοτυπία,noun,e)gge/nhtai,ἐγγίγνομαι,verb,pa/restin,πάρειμι,verb,eu)qu\s,meta\,μετά,preposition,parrhsi/as,lampra=s,λαμπρός,adjective,h(,ὁ,article,kolakei/a,κολακεία,noun,pu=r,πῦρ,noun,e)pi\,ἐπί,preposition,pu=r,πῦρ,noun,ei)sfe/rousa,εἰσφέρω,verb,kai\,καί,conjunction,dikaiologoume/nh,δικαιολογέομαι,verb,kai\,καί,conjunction,kathgorou=sa,κατηγορέω,verb,tou=,ὁ,article,e)rw=ntos,ἐράω,verb,εὐθύς,adverb,παρρησία,noun,w(s,ὡς,conjunction,a)ne/rasta,ἀνέραστος,adjective,polla\,πολύς,adjective,kai\,καί,conjunction,sklhra\,σκληρός,adjective,kai\,καί,conjunction,nemeshta\,νεμεσητός,adjective,poiou=ntos,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,dusxa/riste,δυσχάριστος,adjective,tw=n,ὁ,article,puknw=n,filhma/twn,φίλημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πυκνός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,*)antw/nion,Ἀντώνιος,proper,oi(,ὁ,article,fi/loi,th=s,ὁ,article,*ai)gupti/as,e)rw=nta,ἐράω,verb,kai\,καί,conjunction,kao/menon,καίω,verb,a)ne/peiqon,ἀναπείθω,verb,w(s,ὡς,conjunction,u(p',ὑπό,preposition,e)kei/nhs,ἐκεῖνος,pronoun,e)rw=|to,ἐράομαι,verb,kai\,καί,conjunction,loidorou=ntes,λοιδορέω,verb,e)ka/loun,καλέω,verb,a)paqh=,ἀπαθής,adverb,kai\,καί,conjunction,φίλος,adjective,Αἰγύπτιος,proper,u(perh/fanon,ὑπερήφανος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,gunh\,katalipou=sa,καταλιμπάνω,verb,basilei/an,tosau/thn,τοσοῦτος,adjective,kai\,καί,conjunction,diatriba\s,διατριβή,noun,eu)dai/monas,εὐδαίμων,adjective,fqei/retai,φθείρω,verb,meta\,μετά,preposition,sou=,σύ,pronoun,strateuome/nh,στρατεύω,verb,sxh=ma,σχῆμα,noun,pallaki/dos,παλλακίς,adjective,e)/xousa,ἔχω,verb,,,,,,,γυνή,noun,βασιλεία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soi\,σύ,pronoun,de/,δέ,particle,tis,τις,pronoun,e)n,sth/qessin,στῆθος,noun,a)kh/lhtos,no/os,νόος,adjective,e)sti/,εἰμί,verb,kai\,καί,conjunction,periora=|s,περιοράω,verb,au)th\n,αὐτός,pronoun,a)niwme/nhn,ἀνιάομαι,verb,o(,ὁ,article,d',δέ,particle,h(de/ws,ἡδέως,adverb,e)legxo/menos,ἐλέγχω,verb,w(s,ὡς,conjunction,a)dikw=n,ἀδικέω,verb,kai\,καί,conjunction,ἐν,preposition,ἀκήλητος,adjective,toi=s,ὁ,article,kathgorou=si,κατηγορέω,verb,xai/rwn,χαίρω,verb,w(s,ὡς,conjunction,ou)de\,οὐδέ,particle,toi=s,ὁ,article,e)painou=sin,ἐπαινέω,verb,e)la/nqane,λανθάνω,verb,tw=|,ὁ,article,nouqetei=n,νουθετέω,verb,dokou=nti,δοκέω,verb,prosdiastrefo/menos,προσδιαστρέφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/oike,ἔοικα,verb,ga\r,γάρ,particle,h(,ὁ,article,toiau/th,parrhsi/a,παρρησία,noun,toi=s,tw=n,ὁ,article,a)kola/stwn,ἀκόλαστος,adjective,dh/gmasi,δῆγμα,noun,gunaikw=n,γυνή,noun,e)gei/rousa,ἐγείρω,verb,kai\,καί,conjunction,gargali/zousa,γαργαλίζω,verb,tw=|,ὁ,article,dokou=nti,δοκέω,verb,lupei=n,λυπέω,verb,to\,ὁ,article,h(do/menon,ἥδομαι,verb,,,,τοιοῦτος,adjective,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,kaqa/per,καθά,adverb,to\n,ὁ,article,a)/kraton,a)/llws,ἄλλως,adverb,bohqou=nta,pro\s,πρός,preposition,to\,ὁ,article,kw/neion,κώνειον,noun,a)\n,ἄν,particle,e)mmi/cwsi,,,prosembalo/ntes,προσεμβάλλω,verb,au)tw=|,αὐτός,pronoun,komidh=|,κομιδῇ,adverb,poiou=si,ποιέω,verb,th\n,ὁ,article,tou=,ὁ,article,farma/kou,φάρμακον,noun,du/namin,δύναμις,adjective,ἄκρατος,adjective,βοηθέω,verb,a)boh/qhton,ἀβοήθητος,adjective,o)ce/ws,ὀξέως,adverb,a)naferome/nhn,ἀναφέρω,verb,e)pi\,ἐπί,preposition,th\n,ὁ,article,kardi/an,καρδία,noun,u(po\,ὑπό,preposition,qermo/thtos,θερμότης,noun,ou(/tw,οὕτως,adverb,th\n,ὁ,article,parrhsi/an,παρρησία,noun,e)pista/menoi,ἐφίστημι,verb,me/ga,μέγας,adverb,boh/qhma,βοήθημα,noun,pro\s,πρός,preposition,th\n,ὁ,article,kolakei/an,κολακεία,noun,ou)=san,εἰμί,verb,oi(,ὁ,article,ponhroi\,πονηρός,adjective,di',διά,preposition,au)th=s,αὐτός,pronoun,kolakeu/ousi,κολακεύω,verb,th=s,ὁ,article,parrhsi/as,παρρησία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/qen,ὅθεν,adverb,ou)d',οὐδέ,particle,o(,ὁ,article,*bi/as,a)pekri/nato,ἀποκρίνω,verb,kalw=s,tw=|,ὁ,article,puqome/nw|,πύθω,verb,ti/,τίς,pronoun,tw=n,ὁ,article,zw/|wn,ζώιον,noun,xalepw/tato/n,χαλεπός,adjective,e)stin,εἰμί,verb,a)pokrina/menos,ἀποκρίνω,verb,o(/ti,ὅστις,pronoun,tw=n,ὁ,article,me\n,μέν,particle,a)gri/wn,ἄγριος,adjective,o(,ὁ,article,Βίας,proper,καλός,noun,tu/rannos,τύραννος,noun,tw=n,ὁ,article,d',δέ,particle,h(me/rwn,ἥμερος,adjective,o(,ὁ,article,ko/lac,κόλαξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lhqe/steron,ἀληθής,adjective,ga\r,γάρ,particle,h)=n,εἰμί,verb,ei)pei=n,o(/ti,ὅστις,pronoun,tw=n,kola/kwn,κόλαξ,noun,h(\meroi,ἥμερος,adjective,me\n,μέν,particle,ei)sin,εἰμί,verb,oi(,ὁ,article,peri\,περί,preposition,to\,ὁ,article,balanei=on,βαλανεῖον,noun,kai\,καί,conjunction,peri\,περί,preposition,th\n,ὁ,article,tra/pezan,τράπεζα,noun,o(,ὁ,article,εἶπον,verb,ὁ,article,d',δέ,particle,ei)s,εἰς,preposition,ta\,ὁ,article,dwma/tia,δωμάτιον,adjective,kai\,καί,conjunction,th\n,ὁ,article,gunaikwni=tin,γυναικωνῖτις,noun,e)ktei/nwn,ἐκτείνω,verb,w(/sper,ὥσπερ,adverb,plekta/nas,πλεκτάνη,noun,to\,ὁ,article,polu/pragmon,,,kai\,καί,conjunction,dia/bolon,διάβολος,adjective,kai\,καί,conjunction,kako/hqes,κακοήθης,adverb,a)/grios,ἄγριος,adjective,kai\,καί,conjunction,qhriw/dhs,θηριώδης,adverb,kai\,καί,conjunction,dusmetaxei/ristos,δυσμεταχείριστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei(=s,εἷς,adjective,de/,δέ,particle,tis,τις,pronoun,e)/oike,tro/pos,τρόπος,noun,ei)=nai,fulakh=s,φυλακεύς,noun,to\,ὁ,article,gignw/skein,γιγνώσκω,verb,kai\,καί,conjunction,mnhmoneu/ein,μνημονεύω,verb,a)ei\,ἀεί,adverb,o(/ti,ὅστις,pronoun,th=s,ὁ,article,yuxh=s,ψυχή,noun,to\,ὁ,article,me\n,μέν,particle,a)lhqino\n,ἀληθινός,adjective,kai\,καί,conjunction,ἔοικα,verb,εἰμί,verb,filo/kalon,φιλόκαλος,adjective,kai\,καί,conjunction,logiko\n,λογικός,adjective,e)xou/shs,ἔχω,verb,to\,ὁ,article,d',δέ,particle,a)/logon,ἄλογος,adjective,kai\,καί,conjunction,filoyeude\s,φιλοψευδής,adverb,kai\,καί,conjunction,paqhtiko/n,παθητικός,adjective,o(,ὁ,article,me\n,μέν,particle,fi/los,φίλος,adjective,a)ei\,ἀεί,adverb,tw=|,ὁ,article,krei/ttoni,κρείσσων,verb,pa/resti,πάρειμι,verb,su/mboulos,σύμβουλος,noun,kai\,καί,conjunction,sunh/goros,συνήγορος,adjective,w(/sper,ὥσπερ,adverb,i)atro\s,ἰατρός,noun,to\,ὁ,article,u(giai=non,ὑγιαίνω,verb,au)/cwn,αὐξάνω,verb,kai\,καί,conjunction,diafula/ttwn,διαφυλάσσω,verb,o(,ὁ,article,de\,δέ,particle,ko/lac,κόλαξ,noun,tw=|,ὁ,article,paqhtikw=|,παθητικός,adjective,kai\,καί,conjunction,a)lo/gw|,ἄλογος,adjective,paraka/qhtai,παρακάθημαι,verb,kai\,καί,conjunction,tou=to,οὗτος,pronoun,kna=|,,,kai\,καί,conjunction,gargali/zei,γαργαλίζω,verb,kai\,καί,conjunction,a)napei/qei,ἀναπείθω,verb,kai\,καί,conjunction,a)fi/sthsi,ἀφίστημι,verb,tou=,ὁ,article,logismou=,λογισμός,noun,mhxanw/menos,μηχανάομαι,verb,au)tw=|,αὐτός,pronoun,ponhra/s,πονηρός,adjective,tinas,τις,pronoun,h(dupaqei/as,ἡδυπάθεια,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
