word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS
fe/re,φέρω,verb,dh\,δή,particle,pro\s,πρός,preposition,au)tou=,αὐτός,pronoun,tou=,ὁ,article,fili/ou,φίλιος,adjective,*dio\s,Ζεύς,proper,e)pei\,ἐπεί,conjunction,kai\,καί,conjunction,*pla/twn,Πλάτων,proper,to/,ὁ,article,te,τε,particle,a)lhqe\s,ἀληθής,adjective,a(pantaxou=,ἐπάω,verb,tima=|,τιμάω,verb,kai\,καί,conjunction,ta\s,ὁ,article,e)n,ἐν,preposition,toi=s,ὁ,article,lo/gois,λόγος,noun,sunousi/as,συνουσία,noun,a)formh\n,ἀφορμή,noun,fili/as,φιλία,noun,a)lhqinh=s,ἀληθινός,adjective,u(polamba/nei,ὑπολαμβάνω,verb,safe/steron,σαφής,adverb,kati/dwmen,ti/,τίς,pronoun,pote,ποτέ,particle,h)=n,εἰμί,verb,o(/,ὅς,pronoun,soi,σύ,pronoun,prose/sth,προσίστημι,verb,tw=n,ὁ,article,lo/gwn,λόγος,noun,ou(\s,ὅς,pronoun,dh\,δή,particle,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,h(mi=n,ἐγώ,pronoun,fasi/,φημί,verb,tines,τις,pronoun,pepoih=sqai,ποιέω,verb,,,,κατεῖδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,au)to\n,αὐτός,pronoun,e)peirw/mhn,πειράω,verb,pantaxou=,πανταχοῦ,adverb,su/myhfon,σύμψηφος,adjective,o)/nta,εἰμί,verb,e)mautw=|,ἐμαυτοῦ,pronoun,deiknu/nai,δείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)/te,εἴτε,adverb,ga/r,γάρ,particle,ti,τις,pronoun,h(mi=n,ἐγώ,pronoun,lelh/rhtai,ληρέω,verb,ou)de\n,οὐδείς,pronoun,dei=,δέομαι,verb,th=s,ὁ,article,*sthsixo/rou,Στησίχορος,proper,palinw|di/as,παλινῳδία,noun,a)lla\,ἀλλά,adverb,spoggia\,σπογγιά,noun,i)a/setai,ἰάομαι,verb,ei)/te,εἴτε,adverb,ti,τις,pronoun,kai\,καί,conjunction,krei=tton,κρείσσων,verb,e)n,ἐν,preposition,toi=s,ὁ,article,lo/gois,λόγος,noun,e)/nestin,ἔνειμι,verb,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,tou=to,οὗτος,pronoun,to\,ὁ,article,a)=qlon,ἆθλον,noun,pre/pein,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de\,δέ,particle,e)pai/nei,ἐπαινέω,verb,me\n,μέν,particle,ei)/,εἰ,conjunction,soi,σύ,pronoun,mh\,μή,conjunction,dokei=,δοκέω,verb,mhde\n,μηδείς,pronoun,ma=llon,μᾶλλον,adverb,suggi/gnwske,συγγιγνώσκω,verb,de\,δέ,particle,o(/mws,ὅμως,conjunction,ei),εἰ,conjunction,mh\,μή,conjunction,kai\,καί,conjunction,timh=s,τιμή,noun,a)cioi=s,ἀξιόω,verb,a)lla\,ἀλλά,adverb,tou/tou,οὗτος,pronoun,ge,γε,particle,a)\n,ἄν,particle,a)cioi=s,ἀξιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/fhsqa,φημί,verb,w(s,ὡς,conjunction,e)gw\,ἐγώ,pronoun,punqa/nomai,πυνθάνομαι,verb,dusxerai/nein,δυσχεραίνω,verb,o(/ti,ὅστις,pronoun,h)=n,εἰμί,verb,e)n,ἐν,preposition,toi=s,ὁ,article,lo/gois,λόγος,noun,mnh/mh,μνήμη,noun,th=s,ὁ,article,ei)s,εἰς,preposition,*sikeli/an,Σικελία,proper,a)podhmi/as,ἀποδημία,noun,au)tou=,αὐτός,pronoun,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,tou=,ὁ,article,bi/ou,βίος,adjective,dh\,δή,particle,kaqa/ptesqai,καθάπτω,verb,tou=,ὁ,article,*pla/twnos,Πλάτων,proper,e)n,ἐν,preposition,tou/tois,οὗτος,pronoun,e)dokou=men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)xrh=n,χρή,verb,de\,δέ,particle,a)/ra,ἄρα,particle,tou=to,οὗτος,pronoun,me\n,μέν,particle,xwri/s,χωρίς,adverb,pou,πού,adverb,ei)=nai,εἰμί,verb,to\n,ὁ,article,lo/gon,λόγος,noun,de\,δέ,particle,e)le/gxein,ἐλέγχω,verb,kai\,καί,conjunction,tau=ta/,οὗτος,pronoun,ge,γε,particle,ou)k,οὐ,adverb,e)rastou=,ἐραστής,noun,mo/non,μόνος,adjective,ta\,ὁ,article,e)gklh/mata,ἔγκλημα,noun,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,swfronou=ntos,σωφρονέω,verb,peri\,περί,preposition,lo/gous,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,o(/ra,ὁράω,verb,dh\,δή,particle,mh\,μή,conjunction,a)nai/tio/n,ἀναίω,verb,me,ἐγώ,pronoun,ai)tia=|,αἰτιάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,ga\r,γάρ,particle,ou)k,οὐ,adverb,e)/legon,λέγω,verb,dh/,δή,particle,pou,πού,adverb,*pla/twna,Πλάτων,proper,kakw=s,κακός,adjective,w(/sper,ὥσπερ,adverb,e)n,ἐν,preposition,dikasthri/w|,δικαστήριον,noun,tini\,τις,pronoun,kri/nwn,κρίνω,verb,ou)d',οὐδέ,particle,h)|tiw/mhn,αἰτιάομαι,verb,ta\s,ὁ,article,a)podhmi/as,ἀποδημία,noun,i(/na,ἵνα,conjunction,xei/rwn,χείρων,adverb,nomi/zoito,νομίζω,verb,a)lla\,ἀλλά,adverb,ka)n,ἐν,preposition,tou/tois,οὗτος,pronoun,marturei=n,μαρτυρέω,verb,e)/faskon,φάσκω,verb,e)mautw=|,ἐμαυτοῦ,pronoun,te,kai\,καί,conjunction,r(htorikh=|,ῥητορικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh=lon,δῆλος,adjective,ga\r,γάρ,particle,o(/ti,ὅστις,pronoun,ei),εἰ,conjunction,me\n,μέν,particle,mikrou=,μικρός,adjective,tinos,τις,pronoun,a)/cion,ἄξιος,adjective,h)=n,εἰμί,verb,to\,ὁ,article,a)dikei=sqai,ἀδικέω,verb,h)\,ἠέ,conjunction,to\,ὁ,article,di/khn,δίκη,adjective,lamba/nein,λαμβάνω,verb,a)dikhqe/nta,ἀδικέω,verb,ou)d',οὐδέ,particle,a)\n,ἄν,particle,e)kei=non,ἐκεῖνος,pronoun,e)ph=ren,ἐπαίρω,verb,ou)dei\s,οὐδείς,pronoun,pe/lago/s,πέλαγος,noun,te,τε,particle,tosou=ton,τοσοῦτος,adjective,plei=n,πλέω,verb,kai\,καί,conjunction,par',a)/ndra,ἀνήρ,noun,tu/rannon,τύραννος,noun,u(pe\r,ὑπέρ,preposition,tw=n,ὁ,article,*li/wnos,,,pragma/twn,πρᾶγμα,noun,ou)de/,οὐδέ,particle,ge,γε,particle,e)kei=qen,ἐκεῖθεν,adverb,a)nastre/yanto,ἀναστρέφω,verb,sumpra/ttein,συμπράσσω,verb,a(/panta,ἅπας,adjective,*di/wni,Δίων,proper,katelqei=n,κατέρχομαι,verb,te,τε,particle,boulome/nw|,βούλομαι,verb,kai\,καί,conjunction,παρά,preposition,di/khn,δίκη,adjective,w(=n,ὅς,pronoun,e)pepo/nqei,πάσχω,verb,lamba/nein,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,de\,δέ,particle,e)/rgw|,ἔργον,noun,marturei=n,μαρτυρέω,verb,au)to\n,αὐτός,pronoun,o(/ti,ὅστις,pronoun,ou),οὐ,adverb,fau/lhs,φαῦλος,adjective,fu/sews,φύσις,noun,ou)de\,οὐδέ,particle,th=s,ὁ,article,tuxou/shs,τυγχάνω,verb,ei)/h,ἀίω,verb,duna/mews,δύναμις,adjective,to\,ὁ,article,toi=s,ὁ,article,a)dikei=n,ἀδικέω,verb,e)pixeirou=si,ἐπιχειρέω,verb,mh\,μή,conjunction,e)pitre/pein,ἐπιτρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=q',οὗτος,pronoun,o(/ti,ὅστις,pronoun,a)lhqh=,ἀληθής,adjective,ei)si\,εἰμί,verb,me\n,μέν,particle,oi(,ἕ,pronoun,tw=n,ὁ,article,lo/gwn,λόγος,noun,dh/pouqen,δήπουθεν,particle,a)kou/santes,ἀκούω,verb,ei)si\,εἰμί,verb,de\,δέ,particle,oi(,ὁ,article,lo/goi,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,me\n,μέν,particle,a)/lla,ἄλλος,adjective,e)w=,ἀίω,verb,meq',μετά,preposition,o(/shs,ὅσος,adjective,ai)dou=s,αἰδώ,noun,kai\,καί,conjunction,prao/thtos,πραότης,noun,peri\,περί,preposition,au)tw=n,αὐτός,pronoun,tou/twn,οὗτος,pronoun,dieile/gmeqa,διαλέγω,verb,tosou=ton,τοσοῦτος,adjective,deino/thtos,δεινότης,noun,ei)sfero/menoi,εἰσφέρω,verb,o(/son,ὅσος,adjective,mh/te,μήτε,particle,e)kei=non,ἐκεῖνος,pronoun,die/balle,διαβάλλω,verb,ka)moi\,ἐγώ,pronoun,krei/ttw,κρείσσων,verb,kaqi/sth,καθίστημι,verb,to\n,ὁ,article,lo/gon,λόγος,noun,a)ll',ei)sepoih/samen,εἰσποιέω,verb,w(/sper,ὥσπερ,adverb,para/basin,παράβασις,noun,xwri/on,χωρίον,noun,e)cai/reton,ἐξαιρετός,adjective,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀλλά,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=,ἕ,pronoun,su\,σύ,pronoun,ei),εἰ,conjunction,me\n,μέν,particle,h)/kousas,ἀκούω,verb,a)namnh/sqhti,ἀναμιμνήσκω,verb,ei),εἰ,conjunction,de\,δέ,particle,mh\,μή,conjunction,h)/kousas,ἀκούω,verb,mh\,μή,conjunction,prokatagi/gnwske,προκαταγιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/re,φέρω,verb,ou)=n,οὖν,particle,soi,σύ,pronoun,w(/sper,ὥσπερ,adverb,oi(,ὁ,article,e)n,ἐν,preposition,toi=s,ὁ,article,dikasthri/ois,δικαστήριον,noun,a)gwnizo/menoi,ἀγωνίζομαι,verb,au)ta\,αὐτός,pronoun,e)k,ἐκ,preposition,tou=,ὁ,article,bibli/ou,βιβλίον,noun,para/sxwmai,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,tou=,ὁ,article,bibli/ou,βιβλίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mikro\n,μικρός,adjective,de/,δέ,particle,ti,τις,pronoun,bou/lomai,βούλομαι,verb,dialabei=n,διαλαμβάνω,verb,mh/,μή,conjunction,tis,τις,pronoun,o(/lws,ὅλος,adjective,oi)hqh=|,οἴομαι,verb,me,ἐγώ,pronoun,toi=s,ὁ,article,lo/gois,λόγος,noun,tou/tois,οὗτος,pronoun,kathgorei=n,κατηγορέω,verb,*pla/twnos,Πλάτων,proper,h)\,ἠέ,conjunction,le/gein,λέγω,verb,kakw=s,κακός,adjective,meta\,μετά,preposition,a)formh=s,ἀφορμή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,ga\r,γάρ,particle,ou)/te,οὔτε,adverb,au)to\s,αὐτός,pronoun,e)/gklhma,ἔγκλημα,noun,dh/,δή,particle,pou,πού,adverb,poiou=mai,ποιέω,verb,ei)/,εἰ,conjunction,pou,πού,adverb,kai\,καί,conjunction,o(pwsou=n,ὁπωσοῦν,conjunction,w)|h/qh,οἴομαι,verb,dei=n,δέω,verb,*pla/twn,Πλάτων,proper,a)podhmh=sai,ἀποδημέω,verb,ou)/t',οὔτε,adverb,ei),εἰ,conjunction,a)/llos,ἄλλος,adjective,tis,τις,pronoun,profe/rei,προφέρω,verb,nou=n,νόος,adjective,e)/xein,ἔχω,verb,h(gou=mai,ἡγέομαι,verb,ou)/q',οὔτε,adverb,o(/lws,ὅλος,adjective,e)/cw,tw=n,ὁ,article,ei)s,εἰς,preposition,to\n,ὁ,article,lo/gon,λόγος,noun,h(ko/ntwn,ἥκω,verb,ou)de\n,οὐδείς,pronoun,perierga/zomai,περιεργάζομαι,verb,w(/ste,ὥστε,conjunction,ei),εἰ,conjunction,dei=,δέομαι,verb,kai\,καί,conjunction,tou=to,οὗτος,pronoun,ei)pei=n,εἶπον,verb,kai\,καί,conjunction,e)n,ἐν,preposition,au)toi=s,αὐτός,pronoun,tou/tois,οὗτος,pronoun,ἔξω,adverb,mh/,μή,conjunction,pw,πω,particle,tosou/tou,τοσοῦτος,adjective,mhde\n,μηδείς,pronoun,a)/cion,ἄξιος,adjective,e)/stw,εἰμί,verb,nikhth/rion,νικητήριος,adjective,a)ll',ἀλλά,adverb,a(/,ὅς,pronoun,te,τε,particle,au)to\s,αὐτός,pronoun,e)/prace,πράσσω,verb,kai\,καί,conjunction,ti/nwn,τίς,pronoun,e)/prace,πράσσω,verb,xa/rin,χάρις,noun,kai\,καί,conjunction,a(\,ὅς,pronoun,au)to\s,αὐτός,pronoun,kaqarw=s,καθαρός,adjective,ei)/rhke,ἐρῶ,verb,tau=ta,οὗτος,pronoun,sumbai/nein,συμβαίνω,verb,fhmi\,φημί,verb,toi=s,ὁ,article,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,r(htorikh=s,ῥητορικός,adjective,lo/gois,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tosou/tw|,τοσοῦτος,adjective,de/w,δέω,verb,kaki/zein,κακίζω,verb,e)kei=non,ἐκεῖνος,pronoun,tou/tois,οὗτος,pronoun,w(/ste,ὥστε,conjunction,ei),εἰ,conjunction,dei=,δέομαι,verb,kai\,καί,conjunction,tou=to,οὗτος,pronoun,ei)pei=n,εἶπον,verb,kai\,καί,conjunction,e)n,ἐν,preposition,au)toi=s,αὐτός,pronoun,tou/tois,οὗτος,pronoun,semnu/nein,σεμνύνω,verb,au)to\n,αὐτός,pronoun,h(gou=mai,ἡγέομαι,verb,ei),εἰ,conjunction,tou/twn,οὗτος,pronoun,e)kei/nois,ἐκεῖνος,pronoun,u(penanti/ws,ὑπεναντίος,adjective,e)xo/ntwn,ἔχω,verb,mh\,μή,conjunction,ta\,ὁ,article,e)/rga,mhde\,μηδέ,particle,ta\s,ὁ,article,pra/ceis,πρᾶξις,adjective,au)tou=,αὐτός,pronoun,diaba/llw,διαβάλλω,verb,a)ll',ἀλλά,adverb,e)k,ἐκ,preposition,tou=,ὁ,article,bi/ou,βίος,adjective,kai\,καί,conjunction,tw=n,ὁ,article,e)/rgwn,ἔργον,noun,a(\,ὅς,pronoun,meq',μετά,preposition,h(mw=n,ἐγώ,pronoun,kai\,καί,conjunction,w(=n,ὅς,pronoun,ἔργον,noun,h(mei=s,ἐγώ,pronoun,a)ciou=men,ἀξιόω,verb,ei)=nai,εἰμί,verb,ti/qhmi,τίθημι,verb,tau=q',οὗτος,pronoun,e(te/rws,ἑτέρως,adverb,e)/xonta,ἔχω,verb,h)\,ἠέ,conjunction,w(s,ὡς,conjunction,a)/n,ἄν,particle,tis,τις,pronoun,pisteu/seien,πιστεύω,verb,a)pofai/nw,ἀποφαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dokei=,δοκέω,verb,soi,σύ,pronoun,tau=ta,οὗτος,pronoun,kaki/zontos,κακίζω,verb,e)kei=non,ἐκεῖνος,pronoun,ei)=nai,εἰμί,verb,h)/,ἠέ,conjunction,tinos,τις,pronoun,au)qadei/as,αὐθάδεια,adjective,h)\,ἠέ,conjunction,propetei/as,προπέτεια,noun,metasxei=n,μετέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ou)k,οὐ,adverb,oi)=mai,οἴομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
