word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/45/lemma/@_entry,word/45/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS
oi(=s,ὅς,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,th\n,ὁ,article,ei)rh/nhn,εἰρήνη,noun,e)presbeu/omen,πρεσβεύω,verb,ou(\s,ὅς,pronoun,polemei=n,πολεμέω,verb,diekwlu/omen,διακωλύω,verb,prao/thtos,πραότης,noun,kai\,καί,conjunction,pronoi/as,πρόνοια,noun,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,o(/pws,ὅπως,conjunction,mh/,μή,conjunction,ti,τις,pronoun,pei/sontai,πάσχω,verb,pi/stin,πίστις,noun,pareixo/meqa,παρέχω,verb,oi(=s,ὅς,pronoun,d',δέ,particle,a)nagkasqe/ntes,ἀναγκάζω,verb,polemei=n,πολεμέω,verb,kekrath/kamen,κρατέω,verb,a)ndrei/as,ἀνδρεία,noun,a(/ma,ἅμα,adverb,kai\,καί,conjunction,duna/mews,δύναμις,adjective,do/can,δόξα,noun,proseilh/famen,προσλαμβάνω,verb,w(/st',ὥστε,conjunction,e)c,ἐκ,preposition,a)mfote/rwn,ἀμφότερος,adjective,u(pa/rxein,ὑπάρχω,verb,th=|,ὁ,article,po/lei,πόλις,adjective,qauma/zesqai,θαυμάζω,verb,met',μετά,preposition,eu)noi/as,εὔνοια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita/,ἔπειτα,adverb,g',γε,particle,oi)=mai,οἴομαι,verb,tri/tos,τρίτος,adjective,ou(tosi/,οὗτος,pronoun,tis,τις,pronoun,h(/kei,ἥκω,verb,pa/lin,πάλιν,adverb,kairo\s,καιρός,noun,eu)bouli/as,εὐβουλία,noun,deo/menos,δέομαι,verb,o(\n,ὅς,pronoun,e)a\n,ἐάν,conjunction,w(s,ὡς,conjunction,xrh\,χρή,verb,metaxeirisw/meqa,μεταχειρίζομαι,verb,pantaxh=,πανταχῆ,adverb,krei/ttous,κρείσσων,verb,tw=n,ὁ,article,a)ntagwnistw=n,ἀνταγωνιστής,noun,ei)=nai,εἰμί,verb,do/comen,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,toi/nun,τοίνυν,particle,e)co\n,ἔξεστι,verb,a(/pasi,ἅπας,adjective,kratei=n,κρατέω,verb,kai\,καί,conjunction,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,nenikh/kamen,νικάω,verb,kai\,καί,conjunction,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,proeilo/meqa,προαιρέω,verb,tau=t',οὗτος,pronoun,ei)s,εἰς,preposition,a)/dhlon,ἄδηλος,adjective,tre/ywmen,τρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(suxasa/ntwn,ἡσυχάω,verb,me\n,μέν,particle,ga\r,γάρ,particle,h(mw=n,ἐγώ,pronoun,ai(/,ὅς,pronoun,t',σύ,pronoun,e)pi\,ἐπί,preposition,tw=n,ὁ,article,e)/rgwn,ἔργον,noun,eu)praci/ai,εὐπραξία,noun,bebaiou=ntai,βεβαιόω,verb,to/,ὁ,article,te,τε,particle,swfronei=n,σωφρονέω,verb,pantaxh=,πανταχῆ,adverb,prosgi/gnetai,προσγίγνομαι,verb,a)\n,ἄν,particle,d',δέ,particle,a)forma\s,ἀφορμή,noun,tw=|,ὁ,article,pole/mw|,πόλεμος,noun,dw=men,δίδωμι,verb,o(/sper,ὅς,pronoun,ei)/wqe,ἔθω,verb,newteri/zein,νεωτερίζω,verb,de/doix',δείδω,verb,o(/pws,ὅπως,conjunction,mh\,μή,conjunction,zhtou=ntes,ζητέω,verb,plei/w,πλέως,adjective,poih=sai,ποιέω,verb,ta\,ὁ,article,katorqw/mata,κατόρθωμα,noun,th\n,ὁ,article,e)pi\,ἐπί,preposition,toi=s,ὁ,article,u(pa/rxousi,ὑπάρχω,verb,filotimi/an,φιλοτιμία,noun,a)poba/lwmen,ἀποβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=mai,οἴομαι,verb,d',δέ,particle,ou),οὐ,adverb,toi=s,ὁ,article,w(/sper,ὥσπερ,adverb,h(mei=s,ἐγώ,pronoun,pra/ttousi,πράσσω,verb,prosh/kein,προσήκω,verb,filokindu/nws,φιλοκίνδυνος,adjective,e)/xein,ἔχω,verb,a)lla\,ἀλλά,adverb,pollw=|,πολύς,adjective,ma=llon,μᾶλλον,adverb,toi=s,ὁ,article,w(/sper,ὥσπερ,adverb,ou(=toi,οὗτος,pronoun,diakeime/nois,διάκειμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,ei),εἰ,conjunction,kai\,καί,conjunction,mhde\n,μηδείς,pronoun,a)/llo,ἄλλος,adjective,proskatapra/caien,ἀποράσσω,verb,e)/k,ἐκ,preposition,ge,γε,particle,tw=n,ὁ,article,u(parxo/ntwn,ὑπάρχω,verb,e)/cestin,ἔξεστι,verb,eu)dokimei=n,εὐδοκιμέω,verb,kai\,καί,conjunction,th=s,ὁ,article,krei/ttonos,κρείσσων,verb,ei)=nai,εἰμί,verb,tu/xhs,τύχη,noun,oi(=s,ὅς,pronoun,d',δέ,particle,h(suxa/sasi,ἡσυχάω,verb,me\n,μέν,particle,ai)sxu/nh,αἰσχύνη,adjective,kai\,καί,conjunction,be/baia,βέβαιος,adjective,ta\,ὁ,article,th=s,ὁ,article,sumfora=s,συμφορά,noun,e(/teron,ἕτερος,adjective,d',δέ,particle,a)narri/ptousi,ἀναρρίπτω,verb,ki/ndunon,κίνδυνος,noun,e)lpi\s,ἐλπίς,noun,a)pallagh=nai,ἀπαλλάσσω,verb,tw=n,ὁ,article,paro/ntwn,πάρειμι,verb,e)a\n,ἐάν,conjunction,a)/meinon,ἀμείνων,adjective,a)gwni/swntai,ἀγωνίζομαι,verb,ou)de\n,οὐδείς,pronoun,a)peiko\s,ἀφίημι,verb,e)gxeirei=n,ἐγχειρέω,verb,logizome/nous,λογίζομαι,verb,w(s,ὡς,conjunction,e)n,me\n,μέν,particle,tw=|,ὁ,article,sfalh=nai,σφάλλω,verb,paraplhsi/ws,παραπλήσιος,adjective,pra/ttein,πράσσω,verb,h(=|,ὅς,pronoun,ἐν,preposition,kai\,καί,conjunction,pro\,πρό,preposition,tou=,τίς,pronoun,krath/sasi,κρατέω,verb,de\,δέ,particle,pa/ntwn,πᾶς,adjective,e)/stin,εἰμί,verb,a)phlla/xqai,ἀπαλλάσσω,verb,tw=n,ὁ,article,kakw=n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,o(/ti,ὅστις,pronoun,me\n,μέν,particle,to\,ὁ,article,me/llon,μέλλω,verb,a)/dhlon,ἄδηλος,adjective,a(/pasin,ἅπας,adjective,a)nqrw/pois,ἄνθρωπος,noun,ou)dei\s,οὐδείς,pronoun,a)gnoei=,ἀγνοέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/pou,ὅπου,adverb,ga\r,γάρ,particle,ou)/te,οὔτε,adverb,turanni\s,τυραννίς,noun,i)sxuro\n,ἰσχυρός,adjective,ou)/te,οὔτε,adverb,plou=tos,πλοῦτος,noun,be/baion,βέβαιος,adjective,muri/ai,μυρίος,adjective,de\,δέ,particle,ai(,ὁ,article,metabolai\,μεταβολή,noun,kai\,καί,conjunction,i)di/a|,ἴδιος,adjective,kai\,καί,conjunction,dhmosi/a,δημόσιος,adjective,kai\,καί,conjunction,nh\,νή,preposition,*di/a,Δίη,proper,g',γε,particle,ou),οὐ,adverb,po/lesi,πόλις,adjective,mo/non,μόνος,adjective,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,o(/lois,ὅλος,adjective,e)/qnesi,ἔθνος,adjective,ti/,τίς,pronoun,tis,τις,pronoun,a)\n,ἄν,particle,proi+dei=n,προεῖδον,verb,e)/xoi,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,d',δέ,particle,eu)=,εὖ,adverb,fronou/ntwn,φρονέω,verb,e)p',ἐπί,preposition,a)mfo/ter',ἀμφότερος,adjective,e)ceta/zontas,ἐξετάζω,verb,ou(/tw,οὕτως,adverb,ti/qesqai,τίθημι,verb,pro\s,πρός,preposition,to\,ὁ,article,sumbai=non,συμβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,toi/nun,τοίνυν,particle,krath/santes,κρατέω,verb,me\n,μέν,particle,*lakedaimoni/ous,Λακεδαιμόνιος,proper,kai\,καί,conjunction,parasthsa/menoi,παρίστημι,verb,th\n,ὁ,article,*pelopo/nnhson,Πελοπόννησος,proper,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,au)ch/somen,αὐξάνω,verb,w(s,ὡς,conjunction,e)/oiken,ἔοικα,verb,ei),εἰ,conjunction,d',δέ,particle,o(\,ὅς,pronoun,mh\,μή,conjunction,ge/noito,γίγνομαι,verb,sfalei/hmen,σφάλλω,verb,toi=s,ὁ,article,ou)=si,εἰμί,verb,kinduneu/somen,κινδυνεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,o(/t',ὅτε,conjunction,e)/latton,ἐλάσσων,adjective,tou=,ὁ,article,dusxerou=s,δυσχερής,adverb,ta)gaqo\n,ἀγαθός,adjective,krei=tton,κρείσσων,verb,dihlla/xqai,διαλλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μείς,adjective,to\,ὁ,article,me\n,μέν,particle,e)co\n,ἔξεστι,verb,o(/lws,ὅλος,adjective,krath=sai,κρατέω,verb,trape/sqai,τρέπω,verb,pro\s,πρός,preposition,th\n,ὁ,article,ei)rh/nhn,εἰρήνη,noun,a)nti/rropon,ἀντίρροπος,adjective,th=s,ὁ,article,pleoneci/as,πλεονεξία,noun,e)/xei,ἔχω,verb,th\n,ὁ,article,do/can,δόξα,noun,th\n,ὁ,article,e)pi\,ἐπί,preposition,tw=|,ὁ,article,to\,ὁ,article,koinh=|,κοινῇ,adverb,be/ltiston,βέλτιστος,adjective,h(|rh=sqai,αἱρέω,verb,kai\,καί,conjunction,peri\,περί,preposition,plei/onos,πλείων,verb,poiei=sqai,ποιέω,verb,to\,ὁ,article,th\n,ὁ,article,*(ella/da,Ἑλλάς,proper,sw=sai,σώζω,verb,tou=,ὁ,article,diafqei=rai,διαφθείρω,verb,tou\s,ὁ,article,a)ntagwnista\s,ἀνταγωνιστής,noun,to\,ὁ,article,d',δέ,particle,a)/dhlon,ἄδηλος,adjective,tou=,ὁ,article,me/llontos,μέλλω,verb,sumbh/sesqai,συμβαίνω,verb,mh\,μή,conjunction,fula/casqai,φυλάσσω,verb,pa/shs,πᾶς,adjective,e)/cw,paramuqi/as,παραμυθία,noun,e)sti/n,εἰμί,verb,,,,,,,,,,,,,ἔξω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,to\,ὁ,article,me\n,μέν,particle,th\n,ὁ,article,ei)rh/nhn,εἰρήνη,noun,e(le/sqai,αἱρέω,verb,pro\s,πρός,preposition,a)mfo/tera,ἀμφότερος,adjective,o)rqw=s,ὀρθός,adjective,e)/xei,ἔχω,verb,to\,ὁ,article,de\,δέ,particle,tw=|,ὁ,article,pole/mw,πόλεμος,noun,pepisteuke/nai,πιστεύω,verb,plei/w,πλέως,adjective,th\n,ὁ,article,bla/bhn,βλάβος,noun,th=s,ὁ,article,w)felei/as,ὠφέλεια,noun,e)/xei,ἔχω,verb,par',παρά,preposition,a)/llhla,ἀλλήλων,pronoun,qewme/nous,θεάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qauma/zw,θαυμάζω,verb,d',δέ,particle,ei),εἰ,conjunction,parasthsa/menoi,παρίστημι,verb,me\n,μέν,particle,tou\s,ὁ,article,*lakedaimoni/ous,Λακεδαιμόνιος,proper,e)pisth/sesqe,ἐφίστημι,verb,fei/sasqai,φείδομαι,verb,e)co\n,ἔξεστι,verb,de\,δέ,particle,kai\,καί,conjunction,u(mw=n,σύ,pronoun,au)tw=n,αὐτός,pronoun,a(/ma,ἅμα,adverb,kai\,καί,conjunction,tou/twn,οὗτος,pronoun,fei/sasqai,φείδομαι,verb,nu=n,νῦν,adverb,ou),οὐ,adverb,tolmh/sete,τολμάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ti/,τίς,pronoun,fh/sete,φημί,verb,w)=,ὦ,interjection,*)aqhnai=oi,Ἀθηναῖος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/te,ὅτε,conjunction,me\n,μέν,particle,ga\r,γάρ,particle,*pelopo/nnhson,Πελοπόννησος,proper,perieplei=te,περιπλέω,verb,kai\,καί,conjunction,a)poba/seis,ἀπόβασις,noun,e)poiei=sqe,ἐποίζω,verb,ei)s,εἰς,preposition,th\n,ὁ,article,xw/ran,χώρα,noun,kai\,καί,conjunction,*pu/lon,Πύλος,proper,tauthni\,οὗτος,pronoun,katelamba/nete,καταλαμβάνω,verb,kai\,καί,conjunction,ta)/lla,ἄλλος,adjective,e)pragmateu/esqe,πραγματεύομαι,verb,ei)/,εἰ,conjunction,tis,τις,pronoun,e)/roiq',ἔρομαι,verb,u(ma=s,σύ,pronoun,a)nti\,ἀντί,preposition,tou=,ὁ,article,tau=ta,οὗτος,pronoun,poiei=te,ποιέω,verb,h)=n,εἰμί,verb,ei)pei=n,εἶπον,verb,o(/ti,ὅστις,pronoun,h)nagkasme/noi,ἀναγκάζω,verb,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,boulome/nwn,βούλομαι,verb,h(mw=n,ἐγώ,pronoun,h(suxi/an,ἡσυχία,noun,a)/gein,ἄγω,verb,*lakedaimoni/ois,Λακεδαιμόνιος,proper,ou),οὐ,adverb,sune/docen,συνδοκέω,verb,a)ll',ἀλλά,adverb,ei)s,εἰς,preposition,o(/pla,ὅπλον,noun,kai\,καί,conjunction,po/lemon,πόλεμος,noun,prou)kalou=nto,προκαλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,de\,δέ,particle,ti/,τίς,pronoun,fh/somen,φημί,verb,ei)/,εἰ,conjunction,tis,τις,pronoun,e)/roiq',ἔρομαι,verb,h(ma=s,ἐγώ,pronoun,h)\,ἠέ,conjunction,ple/ontas,πλέω,verb,i)dw\n,εἶδον,verb,h)\,ἠέ,conjunction,kata\,κατά,preposition,gh=n,γῆ,noun,e)cio/ntas,ἔξειμι,verb,h)\,ἠέ,conjunction,o(/lws,ὅλος,adjective,e(/n,εἷς,adjective,ti,τις,pronoun,tw=n,ὁ,article,au)tw=n,αὐτός,pronoun,pra/ttontas,πράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
