word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/31/lemma/@_entry,word/31/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS
bouleuome/nois,βουλεύω,verb,d',δέ,particle,h(mi=n,ἐγώ,pronoun,e)/docen,δοκέω,verb,poreu/esqai,πορεύω,verb,pro\s,πρός,preposition,tou=ton,οὗτος,pronoun,kai\,καί,conjunction,diale/gesqai,διαλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,katalabo/ntes,καταλαμβάνω,verb,au)to\n,αὐτός,pronoun,pro\s,πρός,preposition,toi=s,ὁ,article,muropwli/ois,μυροπώλιον,adjective,h)rwtw=men,ἐρωτάω,verb,ei),εἰ,conjunction,ou)k,οὐ,adverb,ai)sxu/noito,αἰσχύνω,verb,yeudo/menos,ψεύδω,verb,kai\,καί,conjunction,e)nedreu/sas,ἐνεδρεύω,verb,h(ma=s,ἐγώ,pronoun,tai=s,ὁ,article,sunqh/kais,συνθήκη,noun,ou),οὐ,adverb,proeipw\n,προεῖπον,verb,ta\,ὁ,article,xre/a,χρέος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,a)pekri/nato,ἀποκρίνω,verb,h(mi=n,ἐγώ,pronoun,w(s,ὡς,conjunction,ou)/te,οὔτε,adverb,ta\,ὁ,article,xre/a,χρέος,noun,gignw/skoi,γιγνώσκω,verb,a(\,ὅς,pronoun,le/gomen,λέγω,verb,ou)/te,οὔτε,adverb,prose/xoi,προσέχω,verb,h(mi=n,ἐγώ,pronoun,to\n,ὁ,article,nou=n,νόος,adjective,grammatei=o/n,γραμματεῖον,noun,t',τε,particle,ei)/h,ἀίω,verb,au)tw=|,αὐτός,pronoun,kei/menon,κεῖμαι,verb,pro\s,πρός,preposition,e)me\,ἐγώ,pronoun,peri\,περί,preposition,tou/twn,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollw=n,πολύς,adjective,d',δέ,particle,a)nqrw/pwn,ἄνθρωπος,noun,sullegome/nwn,συλλέγω,verb,kai\,καί,conjunction,e)pakouo/ntwn,ἐπακούω,verb,tou=,ὁ,article,pra/gmatos,πρᾶγμα,noun,dia\,διά,preposition,to\,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,a)gora=|,ἀγορά,noun,tou\s,ὁ,article,lo/gous,λόγος,noun,gi/gnesqai,γίγνομαι,verb,kai\,καί,conjunction,katatemno/ntwn,κατατέμνω,verb,au)to/n,αὐτός,pronoun,keleuo/ntwn,κελεύω,verb,te,τε,particle,a)pa/gein,ἀπάγω,verb,w(s,ὡς,conjunction,a)ndrapodisth/n,ἀνδραποδιστής,noun,tou=to,οὗτος,pronoun,me\n,μέν,particle,ou)k,οὐ,adverb,w)|o/meqa,οἴομαι,verb,dei=n,δέω,verb,poiei=n,ποιέω,verb,prosekalesa/meqa,προσκαλέω,verb,de\,au)to\n,αὐτός,pronoun,ei)s,εἰς,preposition,u(ma=s,σύ,pronoun,kata\,κατά,preposition,δέ,particle,to\n,ὁ,article,no/mon,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,me\n,μέν,particle,ou)=n,οὖν,particle,u(mi=n,σύ,pronoun,ta\s,ὁ,article,sunqh/kas,συνθήκη,noun,a)nagnw/setai,ἀναγιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)c,ἐκ,preposition,au)tw=n,αὐτός,pronoun,ga\r,γάρ,particle,tw=n,ὁ,article,gegramme/nwn,γράφω,verb,maqh/sesqe,μανθάνω,verb,th\n,ὁ,article,e)piboulh\n,ἐπιβουλή,noun,au)tou=,αὐτός,pronoun,tou/tou,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/ge,λέγω,verb,ta\s,ὁ,article,sunqh/kas,συνθήκη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,me\n,μέν,particle,toi/nun,τοίνυν,particle,pepragme/na,πράσσω,verb,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,dikastai/,δικαστής,noun,kaq',κατά,preposition,e(\n,εἷς,adjective,e(/kaston,ἕκαστος,adjective,a)khko/ate,ἀκούω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)rei=,ἐράομαι,verb,de\,δέ,particle,pro\s,πρός,preposition,u(ma=s,σύ,pronoun,au)ti/ka,αὐτίκα,adverb,ma/la,μάλα,adverb,*)aqhnoge/nhs,Ἀθηνογένης,proper,w(s,ὡς,conjunction,o(,ὁ,article,no/mos,νόμος,noun,le/gei,λέγω,verb,o(/sa,ὅσος,adjective,a)\n,ἄν,particle,e(/teros,ἕτερος,adjective,e(te/rw|,ἕτερος,adjective,o(mologh/sh|,ὁμολογέω,verb,ku/ria,κύριος,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/,τίς,pronoun,ge,γε,particle,di/kaia,δίκαιος,adjective,w)=,ὦ,interjection,be/ltiste,βέλτιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,mh\,μή,conjunction,tou)nanti/on,ἐναντίον,adverb,a)pagoreu/ei,ἀπαγορεύω,verb,mh\,μή,conjunction,ku/ria,κύριος,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)c,ἐκ,preposition,au)tw=n,αὐτός,pronoun,de/,δέ,particle,soi,σύ,pronoun,tw=n,ὁ,article,no/mwn,νόμος,noun,e)gw\,ἐγώ,pronoun,fanerw/teron,φανερός,adjective,poih/sw,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ou(/tw,οὕτως,adverb,me,ἐγώ,pronoun,diate/qeikas,διατίθημι,verb,kai\,καί,conjunction,peri/fobon,περίφοβος,adjective,pepoi/hkas,ποιέω,verb,mh\,μή,conjunction,a)po/lwmai,ἀπόλλυμι,verb,u(po\,ὑπό,preposition,sou=,σύ,pronoun,kai\,καί,conjunction,th=s,ὁ,article,deino/thtos,δεινότης,noun,th=s,ὁ,article,sh=s,σός,adjective,w(/ste,ὥστε,conjunction,tou/s,ὁ,article,te,τε,particle,no/mous,νόμος,noun,e)ceta/zein,ἐξετάζω,verb,kai\,καί,conjunction,meleta=n,μελετάω,verb,nu/kta,νύξ,adjective,kai\,καί,conjunction,h(me/ran,ἡμέρα,noun,pa/rerga,πάρεργος,adjective,ta)/lla,ἄλλος,adjective,pa/nta,πᾶς,adjective,poihsa/menon,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,toi/nun,τοίνυν,particle,ei(=s,εἷς,adjective,no/mos,νόμος,noun,keleu/ei,κελεύω,verb,a)yeudei=n,ἀψευδέω,verb,e)n,ἐν,preposition,th=|,ὁ,article,a)gora=|,ἀγορά,noun,pa/ntwn,πᾶς,adjective,oi)=mai,οἴομαι,verb,para/ggelma,παράγγελμα,noun,ka/lliston,κατά,preposition,paragge/llwn,παραγγέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de\,δέ,particle,yeusa/menos,ψεύδω,verb,e)n,ἐν,preposition,me/sh|,μέσος,adjective,th=|,ὁ,article,a)gora=|,ἀγορά,noun,sunqh/kas,συνθήκη,noun,kat',κατά,preposition,e)mou=,ἐγώ,pronoun,e)/qou,ἔθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,e)a\n,ἐάν,conjunction,dei/ch|s,δείκνυμι,verb,proeipw\n,προεῖπον,verb,e)moi\,ἐγώ,pronoun,tou\s,ὁ,article,e)ra/nous,ἔρανος,noun,kai\,καί,conjunction,ta\,ὁ,article,xre/a,χρέος,noun,h)\,ἠέ,conjunction,gra/yas,γράφω,verb,e)n,ἐν,preposition,tai=s,ὁ,article,sunqh/kais,συνθήκη,noun,o(/sous,ὅσος,adjective,e)puqo/mhn,πύθω,verb,ou)de\n,οὐδείς,pronoun,a)ntile/gw,ἀντιλέγω,verb,soi,σύ,pronoun,a)ll',ἀλλά,adverb,o(mologw=,ὁμολογέω,verb,o)fei/lein,ὀφείλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,de\,δέ,particle,tau=ta,οὗτος,pronoun,e(/teros,ἕτερος,adjective,no/mos,νόμος,noun,e)sti\,εἰμί,verb,peri\,περί,preposition,w(=n,ὅς,pronoun,o(mologou=ntes,ὁμολογέω,verb,a)llh/lois,ἀλλήλων,pronoun,sumba/llousin,συμβάλλω,verb,o(/tan,ὅταν,conjunction,tis,τις,pronoun,pwlh=|,πωλέομαι,verb,a)ndra/podon,ἀνδράποδον,noun,prole/gein,προλέγω,verb,e)a/n,ἐάν,conjunction,ti,τις,pronoun,e)/xh|,ἔχω,verb,a)rrw/sthma,ἀρρώστημα,noun,ei),εἰ,conjunction,de\e\,δέω,verb,mh/,μή,conjunction,a)nagwgh\,ἀναγωγή,noun,tou/tou,οὗτος,pronoun,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,o(/pou,ὅπου,adverb,ta\,ὁ,article,para\,παρά,preposition,th=s,ὁ,article,tu/xhs,τύχη,noun,nosh/mata,νόσημα,noun,a)\n,ἄν,particle,mh\,μή,conjunction,dhlw/sh|,δηλόω,verb,tis,τις,pronoun,pwlw=n,πωλέω,verb,oi)ke/thn,οἰκέτης,noun,a)na/gein,ἀνάγω,verb,e)/cesti,ἔξεστι,verb,pw=s,πῶς,adverb,ta/,τίς,pronoun,ge,γε,particle,para\,παρά,preposition,sou=,σύ,pronoun,a)dikh/mata,ἀδίκημα,noun,suskeuasqe/nta,συσκευάζω,verb,ou)k,οὐ,adverb,a)nadekte/on,ἀναδεκτέον,adjective,soi/,σύ,pronoun,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,mh\n,μείς,adjective,to\,ὁ,article,me\n,μέν,particle,e)pi/lhpton,ἐπίληπτος,adjective,a)ndra/podon,ἀνδράποδον,noun,ou),οὐ,adverb,prosapollu/ei,προσαπόλλυμι,verb,tou=,ὁ,article,priame/nou,πρίαμαι,verb,th\n,ὁ,article,ou)si/an,οὐσία,adjective,o(,ὁ,article,de\,δέ,particle,*mi/das,Μίδας,proper,o(\n,ὅς,pronoun,su/,σύ,pronoun,moi,ἐγώ,pronoun,a)pe/dou,ἄπεδος,adjective,kai\,καί,conjunction,th\n,ὁ,article,tw=n,ὁ,article,fi/lwn,φίλος,adjective,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,a)polw/leke,ἀπόλλυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ske/yai,σκέπτομαι,verb,de/,δέ,particle,w)=,ὦ,interjection,*)aqhno/genes,,,mh\,μή,conjunction,mo/non,μόνος,adjective,peri\,περί,preposition,tw=n,ὁ,article,oi)ketw=n,οἰκέτης,noun,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,peri\,περί,preposition,tw=n,ὁ,article,e)leuqe/rwn,ἐλεύθερος,adjective,swma/twn,σῶμα,adjective,o(\n,ὅς,pronoun,tro/pon,τρόπος,noun,oi(,ὁ,article,no/moi,νόμος,noun,e)/xousin,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=sqa,οἶδα,verb,ga\r,γάρ,particle,dh/pou,δήπου,particle,kai\,καί,conjunction,su\,σύ,pronoun,kai\,καί,conjunction,oi(,ὁ,article,a)/lloi,ἄλλος,adjective,pa/ntes,πᾶς,adjective,o(/ti,ὅστις,pronoun,oi(,ὁ,article,e)k,ἐκ,preposition,tw=n,ὁ,article,e)gguhtw=n,ἐγγυητής,noun,gunaikw=n,γυνή,noun,pai=des,παῖς,adjective,ou(=toi,οὗτος,pronoun,gnh/sioi/,γνήσιος,adjective,ei)sin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ou)k,οὐ,adverb,a)pe/xrhse,ἀποχράω,verb,tw=|,ὁ,article,nomoqe/th|,νομοθέτης,noun,to\,ὁ,article,e)gguhqh=nai,ἐγγυάω,verb,th\n,ὁ,article,gunai=ka,γυνή,noun,u(po\,ὑπό,preposition,tou=,ὁ,article,patro\s,πατήρ,noun,h)\,ἠέ,conjunction,tou=,ὁ,article,a)delfou=,ἀδελφός,adjective,a)ll',ἀλλά,adverb,e)/graye,γράφω,verb,diarrh/dhn,διαρρήδην,adverb,e)n,ἐν,preposition,tw=|,ὁ,article,no/mw|,νόμος,noun,h(\n,ὅς,pronoun,a)\n,ἄν,particle,e)gguh/sh|,ἐγγυάω,verb,tis,τις,pronoun,e)pi\,ἐπί,preposition,dikai/ois,δίκαιος,adjective,da/marta,δάμαρ,noun,e)k,ἐκ,preposition,tau/ths,οὗτος,pronoun,ei)=nai,εἰμί,verb,pai=das,gnhsi/ous,γνήσιος,adjective,kai\,καί,conjunction,ou)k,οὐ,adverb,e)a/n,ἐάν,conjunction,παῖς,adjective,tis,τις,pronoun,yeusa/menos,ψεύδω,verb,w(s,ὡς,conjunction,qugate/ra,θυγάτηρ,adjective,e)gguh/sh|,ἐγγυάω,verb,a)/llhn,ἄλλος,adjective,tina/,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ta\s,ὁ,article,me\n,μέν,particle,dikai/as,δίκαιος,adjective,e)ggu/as,ἐγγύα,noun,kuri/as,κύριος,adjective,ta\s,ὁ,article,de\,δέ,particle,mh\,μή,conjunction,dikai/as,δίκαιος,adjective,a)ku/rous,ἄκυρος,adjective,kaqi/sthsin,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,de\,δέ,particle,kai\,καί,conjunction,o(,ὁ,article,peri\,περί,preposition,tw=n,ὁ,article,diaqhkw=n,διαθήκη,noun,no/mos,νόμος,noun,paraplh/sios,παραπλήσιος,adjective,tou/tois,οὗτος,pronoun,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keleu/ei,κελεύω,verb,ga\r,γάρ,particle,e)cei=nai,ἔξεστι,verb,ta\,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,diati/qesqai,διατίθημι,verb,o(/pws,ὅπως,conjunction,a)/n,ἄν,particle,tis,τις,pronoun,bou/lhtai,βούλομαι,verb,plh\n,πλήν,preposition,h)\,ἠέ,conjunction,gh/rws,γῆρας,noun,e(/neken,ἕνεκα,preposition,h)\,ἠέ,conjunction,no/sou,νόσος,noun,h)\,ἠέ,conjunction,maniw=n,μανία,noun,h)\,ἠέ,conjunction,gunaiki\,γυνή,noun,peiqo/menon,πείθω,verb,h)\,ἠέ,conjunction,u(po\,ὑπό,preposition,desmou=,δεσμός,noun,h)\,ἠέ,conjunction,u(po\,ὑπό,preposition,a)na/gkhs,ἀνάγκη,noun,k,,,at,,,alhfq,,,e/nt,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
