word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS
th=s,ὁ,article,o)pw/ras,ὀπώρα,noun,ou)=n,οὖν,particle,katapeira/sas,καταπειράζω,verb,ti/,τίς,pronoun,a)dikw=,ἀδικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,ta/,τίς,pronoun,te,τε,particle,a)/lla,ἄλλος,adjective,kai\,καί,conjunction,e)folko\n,ἐφολκός,adjective,e)s,εἰς,preposition,e)/rwta,ἔρως,noun,to\,ὁ,article,o)/noma,ὄνομα,adjective,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,a)ndri\,ἀνδρίς,noun,gewrgi/a|,γεωργία,noun,zw=nti,ζάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pe/steila,ἀποστέλλω,verb,ou)=n,οὖν,particle,soi,σύ,pronoun,th=s,ὁ,article,o(mwnu/mou,ὁμώνυμος,adjective,th=s,ὁ,article,e)n,ἐν,preposition,a)grw=|,ἀγρός,noun,su=ka,σῦκον,noun,kai\,καί,conjunction,bo/trus,βότρυς,adjective,kai\,καί,conjunction,tru/ga,τρυγάω,verb,a)po\,ἀπό,preposition,lhnw=n,λῆνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=ros,ἔαρ,noun,de\,δέ,particle,a)pope/myw,ἀποπέμπω,verb,kai\,καί,conjunction,r(o/da,ῥόδον,noun,th\n,ὁ,article,e)k,ἐκ,preposition,tw=n,ὁ,article,leimw/nwn,λειμών,noun,o)pw/ran,ὀπώρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,me\n,μέν,particle,ei)/te,εἴτε,adverb,spouda/zeis,σπουδάζω,verb,e)s,εἰς,preposition,to\,ὁ,article,o)/noma,ὄνομα,adjective,to\,ὁ,article,e)mo\n,ἐμός,adjective,ei)/te,εἴτε,adverb,pai/zeis,παίω,verb,oi)=sqa,οἶδα,verb,dh/pou,δήπου,particle,au)to/s,αὐτός,pronoun,e)gw\,ἐγώ,pronoun,de\,δέ,particle,oi(=s,ὅς,pronoun,pe/mpeis,πέμπω,verb,ou)k,οὐ,adverb,a)ciw=,ἀξιάω,verb,pro/s,πρός,preposition,me,ἐγώ,pronoun,w(rai/+zesqai,ὡραίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kala\,καλός,noun,ga/r,γάρ,particle,sou,σύ,pronoun,ta\,ὁ,article,dw=ra,δῶρον,noun,a)kro/drua,ἀκρόδρυα,noun,duoi=n,δύο,adjective,o)boloi=n,ὀβολός,noun,kai\,καί,conjunction,u(bristh\s,ὑβριστής,noun,oi)=nos,οἶνος,noun,dia\,διά,preposition,neo/thta,νεότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pi/oi,πίνω,verb,d',δέ,particle,a)\n,ἄν,particle,h(,ὁ,article,*frugi/a,Φρύγιος,proper,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,*le/sbion,Λέσβιος,proper,pi/nw,πίνω,verb,kai\,καί,conjunction,*qa/sion,Θάσιος,proper,kai\,καί,conjunction,a)rguri/ou,ἀργύριον,adjective,de/omai,δέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)pw/ran,ὀπώρα,noun,de\,δέ,particle,o)pw/ra|,ὀπώρα,noun,a)poste/llein,ἀποστέλλω,verb,au)to/xrhma,αὐτόχρημα,adverb,pu=r,πῦρ,noun,e)pi\,ἐπί,preposition,pu=r,πῦρ,noun,fe/rein,φέρω,verb,e)sti/,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)kei=no,ἐκεῖνος,pronoun,de/,δέ,particle,se,σύ,pronoun,ou),οὐ,adverb,xei=ron,χείρων,adverb,ei)de/nai,οἶδα,verb,tau/th|,οὗτος,pronoun,h(=|per,ᾗπερ,conjunction,ou)=n,οὖν,particle,kai\,καί,conjunction,au)th\,αὐτός,pronoun,now=,νοέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,ga\r,γάρ,particle,xrhmati/zesqai,χρηματίζω,verb,para\,παρά,preposition,tw=n,ὁ,article,boulome/nwn,βούλομαι,verb,moi,ἐγώ,pronoun,prosie/nai,πρόσειμι,verb,kai\,καί,conjunction,to\,ὁ,article,o)/noma,ὄνομα,adjective,ai)/tion,αἴτιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paideu/ei,παιδεύω,verb,ga/r,γάρ,particle,me,ἐγώ,pronoun,o(/ti,ὅστις,pronoun,kai\,καί,conjunction,to\,ὁ,article,ka/llos,κάλλος,noun,tw=n,ὁ,article,swma/twn,σῶμα,adjective,o)pw/ra|,ὀπώρα,noun,e)/oiken,ἔοικα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(/ws,ἕως,conjunction,ou)=n,οὖν,particle,a)kma/zei,ἀκμάζω,verb,kai\,καί,conjunction,th\n,ὁ,article,u(pe\r,ὑπέρ,preposition,au)tou=,αὐτός,pronoun,xa/rin,χάρις,noun,prosh=ko/n,προσήκω,verb,e)stin,εἰμί,verb,a)ntapolamba/nein,ἀνταπολαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,de\,δέ,particle,a)porreu/sh|,ἀπορρέω,verb,ti/,τίς,pronoun,a)\n,ἄν,particle,a)/llo,ἄλλος,adjective,ei)/h,ἀίω,verb,to\,ὁ,article,h(me/teron,ἡμέτερος,adjective,h)\,ἠέ,conjunction,de/ndron,δένδρον,adjective,karpw=n,καρπός,noun,a(/ma,ἅμα,adverb,kai\,καί,conjunction,fu/llwn,φύλλον,noun,gumno/n,γυμνός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toige,καίτοι,particle,e)kei/nois,ἐκεῖνος,pronoun,me\n,μέν,particle,h(,ὁ,article,fu/sis,φύσις,noun,di/dwsin,δίδωμι,verb,a)naqh=lai,ἀναθάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(tai/ras,ἑταίρα,noun,de\,δέ,particle,o)pw/ra,ὀπώρα,noun,mi/a,εἷς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=,δέομαι,verb,toi/nun,τοίνυν,particle,e)nteu=qen,ἐντεῦθεν,adverb,tamieu/esqai,ταμιεύω,verb,pro\s,πρός,preposition,to\,ὁ,article,gh=ras,γῆρας,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)ye\,ὀψέ,adverb,e)/maqon,μανθάνω,verb,o(/ti,ὅστις,pronoun,moi,ἐγώ,pronoun,sunebou/leues,συμβουλεύω,verb,kalw=s,καλός,noun,paideu/wn,παιδεύω,verb,me,ἐγώ,pronoun,a)podidra/skein,ἀποδιδράσκω,verb,ta\s,ὁ,article,e(tai/ras,ἑταίρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labei=n,λαμβάνω,verb,ga\r,γάρ,particle,kexh/nasi,χάσκω,verb,kai\,καί,conjunction,prospoiou=ntai,προσποιέω,verb,filei=n,φιλέω,verb,kai\,καί,conjunction,a)poklei/ousi,ἀποκλείω,verb,sunexw=s,συνεχής,adverb,kai\,καί,conjunction,to\,ὁ,article,pa/ntwn,πᾶς,adjective,moi,ἐγώ,pronoun,baru/taton,βαρύς,adjective,pri\n,πρίν,adverb,u(perplhsqh=nai,ὑπερπίμπλημι,verb,kai\,καί,conjunction,gene/sqai,γίγνομαι,verb,diakorei=s,διακορής,adjective,ou),οὐ,adverb,bou/lontai,βούλομαι,verb,sugkaqeu/dein,συγκαθεύδω,verb,a)lla\,ἀλλά,adverb,a)kki/zontai,ἀκκίζομαι,verb,kai\,καί,conjunction,qru/ptontai,θρύπτω,verb,ei)=ta,εἶτα,adverb,mistulw=ntai,,,pa/lin,πάλιν,adverb,kai\,καί,conjunction,la/qra|,λάθρῃ,adverb,me\n,μέν,particle,a)low=si,ἀλοάω,verb,pa/nta,πᾶς,adjective,kai\,καί,conjunction,katapi/nousin,καταπίνω,verb,u(pe\r,ὑπέρ,preposition,tou\s,ὁ,article,e)rgasth=ras,ἐργαστήρ,noun,tou\s,ὁ,article,e)n,ἐν,preposition,a)grw=|,ἀγρός,noun,paro/ntwn,πάρειμι,verb,de\,δέ,particle,h(mw=n,ἐγώ,pronoun,w(rai/+zontai,ὡραίζω,verb,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,kata\,κατά,preposition,xeiro\s,χείρ,noun,poiw=,ποιέω,verb,pa/nta,πᾶς,adjective,kai\,καί,conjunction,speu/dw,σπεύδω,verb,katalabei=n,καταλαμβάνω,verb,e)s,εἰς,preposition,du/o,δύο,adjective,ta\,ὁ,article,ske/lh,σκέλος,noun,a)/ras,αἴρω,verb,kai\,καί,conjunction,u(postre/fein,ὑποστρέφω,verb,e)pi\,ἐπί,preposition,ta\s,ὁ,article,ai)=gas,αἴξ,adjective,pa/lin,πάλιν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)me/llhsa,μέλλω,verb,d',δέ,particle,a)\n,ἄν,particle,th\n,ὁ,article,ka/kista,κακός,adjective,a)poloume/nhn,ἀπόλλυμι,verb,*qhbai/+da,Θηβαίς,proper,au)loume/nhn,αὐλέω,verb,pro/s,πρός,preposition,me,ἐγώ,pronoun,a)ra/menos,ἀράομαι,verb,me/shn,μέσος,adjective,ei)=ta,εἶτα,adverb,r(i/yas,ῥίπτω,verb,e)s,εἰς,preposition,to\,ὁ,article,klini/dion,κλινίδιον,noun,e)/xesqai,ἔχω,verb,th=s,ὁ,article,spoudh=s,σπουδή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po/loito,ἀπόλλυμι,verb,de\,δέ,particle,o(,ὁ,article,stratiw/ths,στρατιώτης,adjective,o(,ὁ,article,diakwlu/sas,διακωλύω,verb,me,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*qrasule/wn,,,oi)=mai,οἴομαι,verb,h)=n,εἰμί,verb,o)/noma,ὄνομα,adjective,au)tw=|,αὐτός,pronoun,h)\,ἠέ,conjunction,a)/llo,ἄλλος,adjective,ti,τις,pronoun,toiou=ton,τοιοῦτος,adjective,sumpeplegme/non,συμπλέκω,verb,qhri/w|,θηρίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/pusmai/,πυνθάνομαι,verb,sou,σύ,pronoun,to\n,ὁ,article,u(=n,ὗς,noun,ei)=nai,εἰμί,verb,la/gnhn,λάγνης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,ou)=n,οὖν,particle,au)to\n,αὐτός,pronoun,ou),οὐ,adverb,bi/a|,βία,adjective,sullabw\n,συλλαμβάνω,verb,tomi/an,τομίας,noun,ei)rga/sw,ἐργάζομαι,verb,w(/sper,ὥσπερ,adverb,ei)w/qamen,ἔθω,verb,tou\s,ὁ,article,tra/gous,τράγος,adjective,h(mei=s,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,ga/r,γάρ,particle,toi,σύ,pronoun,kai\,καί,conjunction,ta\,ὁ,article,zw=|a,ζώιον,noun,a)napei/qei,ἀναπείθω,verb,h(suxi/an,ἡσυχία,noun,te,τε,particle,e)/xein,ἔχω,verb,kai\,καί,conjunction,swfronei=n,σωφρονέω,verb,eu)=,εὖ,adverb,ma/la,μάλα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)mi\,εἰμί,verb,de\,δέ,particle,e)gw\,ἐγώ,pronoun,peri\,περί,preposition,tau=ta,οὗτος,pronoun,dh/pou,δήπου,particle,deino/s,δεινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pofanw=,ἀποφαίνω,verb,ga\r,γάρ,particle,paraxrh=ma,παραχρῆμα,adverb,o(lo/klhron,ὁλόκληρος,adjective,sa/cas,σάσσω,verb,a(lw=n,ἅλς,adjective,kai\,καί,conjunction,e)palei/yas,ἐπαλείφω,verb,pi/ttan,πίσσα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,u(gieino/teros,ὑγιεινός,adjective,e)/stai,εἰμί,verb,*kro/twnos,Κρότων,proper,dh/pou,δήπου,particle,kai\,καί,conjunction,koloku/nths,κολοκύνθη,noun,kai\,καί,conjunction,e)rw=n,ἐράω,verb,pau/setai,παύω,verb,kai\,καί,conjunction,e)pitri/bwn,ἐπιτρίβω,verb,soi,σύ,pronoun,th\n,ὁ,article,ou)si/an,οὐσία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)no/rxhn,ἐνόρχης,noun,de\,δέ,particle,a)ko/laston,ἀκόλαστος,adjective,u(giai/nwn,ὑγιαίνω,verb,tre/foi,τρέφω,verb,ti/s,τίς,pronoun,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)gaqa\s,ἀγαθός,adjective,diw/kein,διώκω,verb,oi(,ὁ,article,neani/skoi,νεανίσκος,noun,tre/fousi,τρέφω,verb,ku/nas,κύων,noun,dromikw/teron,δρομικός,adjective,de\,δέ,particle,lagw\n,λαγών,noun,ou)de\,οὐδέ,particle,a)sarko/teron,ἄσαρκος,adjective,ou)depw/pote,οὐδεπώποτε,adverb,e)qeasa/mhn,θεάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qau=ma,θαῦμα,noun,ga\r,γάρ,particle,o(/pws,ὅπως,conjunction,kai\,καί,conjunction,kate/labon,καταλαμβάνω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,ga\r,γάρ,particle,e)da/rh,δέρω,verb,kai\,καί,conjunction,to\,ὁ,article,de/rma,δέρμα,noun,a)pedu/sato,ἀποδύω,verb,fanero\s,φανερός,adjective,thnikau=ta,τηνικαῦτα,adverb,e)ge/neto,γίγνομαι,verb,ma=llon,μᾶλλον,adverb,de\,δέ,particle,'ou),οὐ,adverb,ga\r,γάρ,particle,o)rqw=s,ὀρθός,adjective,le/gw),λέγω,verb,a)fanh/s,ἀφανής,adjective,e)sti,εἰμί,verb,nu=n,νῦν,adverb,e)/ti,ἔτι,adverb,ple/on,πλέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de/,δέ,particle,w)=,ὦ,interjection,*tru/fh,τρύφος,noun,kixli/zousa,κιχλίζω,verb,pau=sai,παύω,verb,pro/s,πρός,preposition,me,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)a\n,ἐάν,conjunction,ga/r,γάρ,particle,se,σύ,pronoun,w)=,ὦ,interjection,kako/daimon,κακοδαίμων,adjective,o(,ὁ,article,path\r,πατήρ,noun,i)/dh|,εἶδον,verb,lh/yh|,λῆψις,adjective,ti,τις,pronoun,pa/ntws,πάντως,adverb,kako/n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,au)to\n,αὐτός,pronoun,u(pode/doika,ὑποδείδω,verb,kai/toi,καίτοι,particle,paro/nta,πάρειμι,verb,o)/nta,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,de\,δέ,particle,ou)k,οὐ,adverb,oi)=da,οἶδα,verb,o(/pws,ὅπως,conjunction,diate/qruyai,διαθρύπτω,verb,kai\,καί,conjunction,katafronei=s,καταφρονέω,verb,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*prospattaleu/somen,προσπασσαλεύω,verb,w)=,ὦ,interjection,*lampri/a,,,tou=,ὁ,article,lagw\,λαγῶς,noun,th\n,ὁ,article,dora/n,δορά,noun,i(/na,ἵνα,conjunction,soi,σύ,pronoun,tw=n,ὁ,article,kunhgesi/wn,κυνηγέσιον,noun,a)/galma,ἄγαλμα,noun,h)=|,εἰμί,verb,tou=to,οὗτος,pronoun,kata\,κατά,preposition,tou\s,ὁ,article,mega/lous,μέγας,adverb,e)kei/nous,ἐκεῖνος,pronoun,dh/pou,δήπου,particle,qhreuta/s,θηρευτής,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stai,εἰμί,verb,dh\,δή,particle,kai\,καί,conjunction,to\,ὁ,article,so\n,σός,adjective,eu)/qhron,εὔθηρος,adjective,a)na/grapton,ἀνάγραπτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/teron,πότερος,adjective,de\,δέ,particle,au)to\s,αὐτός,pronoun,h(/|rhkas,αἱρέω,verb,h)\,ἠέ,conjunction,dw=ron,δῶρον,noun,ei)/lhfas,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,de\,δέ,particle,kai\,καί,conjunction,w)/fqh,ὁράω,verb,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,dia\,διά,preposition,smikro/thta,μικρότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)/rinoi,εὔρινος,adjective,a)/ra,ἄρα,particle,o)/ntws,ὄντως,adverb,h)=san,εἰμί,verb,ai(,ὁ,article,ku/nes,κύων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
