word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/63/@_form,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/lemma/@_entry,word/63/lemma/@_POS
to\,ὁ,article,ga\r,γάρ,particle,a)poteixi/sai,ἀποτειχίζω,verb,kai\,καί,conjunction,to\,ὁ,article,o)lofu/rasqai,ὀλοφύρομαι,verb,r(hmatika\,ῥηματικός,adjective,o)/nta,εἰμί,verb,o)nomatikw=s,ὀνοματικός,adjective,e)sxhma/tiken,σχηματίζω,verb,a)potei/xisin,ἀποτείχισις,noun,kai\,καί,conjunction,o)lo/fursin,ὀλόφυρσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,de\,δέ,particle,a)ntistre/yas,ἀντιστρέφω,verb,e(kate/rou,ἑκάτερος,adjective,tou/twn,οὗτος,pronoun,th\n,ὁ,article,fu/sin,φύσις,noun,ta\,ὁ,article,o)no/mata,ὄνομα,adjective,poih=|,ποιέω,verb,r(h/mata,ῥῆμα,noun,tou=ton,οὗτος,pronoun,to\n,ὁ,article,tro/pon,τρόπος,noun,e)kfe/rei,ἐκφέρω,verb,th\n,ὁ,article,le/cin,λέξις,noun,w(s,ὡς,conjunction,e)n,ἐν,preposition,th=|,ὁ,article,prw/th|,πρότερος,adjective,bu/blw|,βύβλος,noun,peri\,περί,preposition,th=s,ὁ,article,ai)ti/as,αἰτία,noun,tou=,ὁ,article,pole/mou,πόλεμος,noun,gra/fei,γράφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,me\n,μέν,particle,ou)=n,οὖν,particle,a)lhqesta/thn,ἀληθής,adjective,ai)ti/an,αἰτία,noun,lo/gw|,λόγος,noun,de\,δέ,particle,a)fanesta/thn,ἀφανής,adjective,tou\s,ὁ,article,*)aqhnai/ous,Ἀθήναιος,proper,oi)/omai,οἴομαι,verb,mega/lous,μέγας,adverb,ginome/nous,γίγνομαι,verb,a)nagka/sai,ἀναγκάζω,verb,ei)s,εἰς,preposition,to\,ὁ,article,polemei=n,πολεμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bou/letai,βούλομαι,verb,ga\r,γάρ,particle,dhlou=n,δηλόω,verb,o(/ti,ὅστις,pronoun,mega/loi,μέγας,adverb,gigno/menoi,γίγνομαι,verb,oi(,ὁ,article,*)aqhnai=oi,Ἀθηναῖος,proper,a)na/gkhn,ἀνάγκη,noun,pare/sxon,παρέχω,verb,tou=,ὁ,article,pole/mou,πόλεμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pepoi/hken,ποιέω,verb,de\,δέ,particle,a)nti\,ἀντί,preposition,th=s,ὁ,article,a)na/gkhs,ἀνάγκη,noun,kai\,καί,conjunction,tou=,ὁ,article,pole/mou,πόλεμος,noun,o)nomatikw=n,ὀνοματικός,adjective,o)/ntwn,εἰμί,verb,r(hmatika\,ῥηματικός,adjective,to/,ὁ,article,te,τε,particle,a)nagka/sai,ἀναγκάζω,verb,kai\,καί,conjunction,to\,ὁ,article,polemei=n,πολεμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,de\,δέ,particle,tw=n,ὁ,article,r(hma/twn,ῥῆμα,noun,a)lla/tth|,ἀλλάσσω,verb,ta\,ὁ,article,ei)/dh,εἶδος,noun,tw=n,ὁ,article,paqhtikw=n,παθητικός,adjective,kai\,καί,conjunction,poihtikw=n,ποιητικός,adjective,ou(/tw,οὕτως,adverb,sxhmati/zei,σχηματίζω,verb,to\n,ὁ,article,lo/gon,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'ou)/te,οὔτε,adverb,ga\r,γάρ,particle,e)kei=no,ἐκεῖνος,pronoun,kwlu/ei,κωλύω,verb,tai=s,ὁ,article,spondai=s,σπονδή,noun,ou)/te,οὔτε,adverb,to/de),ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,kwlu/ei,κωλύω,verb,r(h=ma,ῥῆμα,noun,e)nerghtiko\n,ἐνεργητικός,adjective,u(pa/rxon,ὑπάρχω,verb,a)nti\,ἀντί,preposition,tou=,ὁ,article,kwlu/etai,κωλύω,verb,paqhtikou=,παθητικός,adjective,o)/ntos,εἰμί,verb,parei/lhptai,παραλαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=n,εἰμί,verb,de\,δέ,particle,to\,ὁ,article,shmaino/menon,σημαίνω,verb,u(po\,ὑπό,preposition,th=s,ὁ,article,le/cews,λέξις,noun,toiou=to,τοιοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,ga\r,γάρ,particle,e)kei=no,ἐκεῖνος,pronoun,kwlu/etai,κωλύω,verb,tai=s,ὁ,article,spondai=s,σπονδή,noun,ou)/te,οὔτε,adverb,to/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)/ti,ἔτι,adverb,ta\,ὁ,article,e)n,ἐν,preposition,ta=|,ὁ,article,prooimi/w|,προοίμιον,noun,lego/mena,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'th=s,ὁ,article,ga\r,γάρ,particle,e)mpori/as,ἐμπορία,noun,ou)k,οὐ,adverb,ou)/shs,εἰμί,verb,ou)d',οὐδέ,particle,e)pimignu/ntes,ἐπιμίγνυμι,verb,a)dew=s,ἀδεής,adverb,a)llh/lois',ἀλλήλων,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,e)n,ἐν,preposition,tou/tois,οὗτος,pronoun,to\,ὁ,article,e)pimignu/ntes,ἐπιμίγνυμι,verb,e)nerghtiko\n,ἐνεργητικός,adjective,u(pa/rxon,ὑπάρχω,verb,r(h=ma,ῥῆμα,noun,tou=,ὁ,article,e)pimignu/menoi,ἐπιμίγνυμι,verb,paqhtikou=,παθητικός,adjective,o)/ntos,εἰμί,verb,xw/ran,χώρα,noun,e)pe/xei,ἐπιχέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,de\,δέ,particle,a)nti\,ἀντί,preposition,tou=,ὁ,article,poihtikou=,ποιητικός,adjective,to\,ὁ,article,paqhtiko\n,παθητικός,adjective,paralamba/nh|,παραλαμβάνω,verb,tou=ton,οὗτος,pronoun,sxhmati/zei,σχηματίζω,verb,to\n,ὁ,article,tro/pon,τρόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mw=n,ἐγώ,pronoun,de\,δέ,particle,o(/soi,ὅσος,adjective,me\n,μέν,particle,*)aqhnai/ois,Ἀθήναια,proper,h)/dh,ἤδη,adverb,e)nhlla/ghsan,ἐναλλάσσω,verb,bou/letai,βούλομαι,verb,me\n,μέν,particle,ga\r,γάρ,particle,dhlou=n,δηλόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mw=n,ἐγώ,pronoun,de\,δέ,particle,o(/soi,ὅσος,adjective,me\n,μέν,particle,*)aqhnai/ois,Ἀθήναια,proper,sunh/llacan,συναλλάσσω,verb,parei/lhfen,παραλαμβάνω,verb,de\,δέ,particle,to\,ὁ,article,e)nhlla/ghsan,ἐναλλάσσω,verb,paqhtiko\n,παθητικός,adjective,u(pa/rxon,ὑπάρχω,verb,a)nti\,ἀντί,preposition,poihtikou=,ποιητικός,adjective,tou=,ὁ,article,sunh/llacan,συναλλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,e)pifero/menon,ἐπιφέρω,verb,tou/tw|,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,d',δέ,particle,e)n,ἐν,preposition,th=|,ὁ,article,mesogei/a|,μεσόγεια,noun,ma=llon,μᾶλλον,adverb,katw|khme/nous,κατοικέω,verb,a)nti\,ἀντί,preposition,ga\r,γάρ,particle,tou=,ὁ,article,poihtikou=,ποιητικός,adjective,r(h/matos,ῥῆμα,noun,tou=,ὁ,article,katw|khko/tas,κατοικέω,verb,to\,ὁ,article,paqhtiko\n,παθητικός,adjective,parei/lhfen,παραλαμβάνω,verb,to\,ὁ,article,katw|khme/nous,κατοικέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
para\,παρά,preposition,de\,δέ,particle,ta\s,ὁ,article,tw=n,ὁ,article,e(nikw=n,ἑνικός,adjective,te,τε,particle,kai\,καί,conjunction,plhquntikw=n,πληθυντικός,adjective,diafora/s,διαφορά,noun,o(/tan,ὅταν,conjunction,e)nalla/tth|,ἐναλλάσσω,verb,th\n,ὁ,article,e(kate/rou,ἑκάτερος,adjective,tou/twn,οὗτος,pronoun,ta/cin,τάξις,noun,e(nika\,ἑνικός,adjective,me\n,μέν,particle,a)nti\,ἀντί,preposition,plhquntikw=n,πληθυντικός,adjective,ou(/tws,οὕτως,adverb,e)kfe/rei,ἐκφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)/,εἰ,conjunction,tw|,τις,pronoun,a)/ra,ἄρος,adjective,pare/sthken,παρίστημι,verb,to\n,ὁ,article,me\n,μέν,particle,*surako/sion,Συρακόσιος,proper,au(to\n,ἑαυτοῦ,pronoun,de\,δέ,particle,ou),οὐ,adverb,pole/mion,πολέμιος,adjective,ei)=nai,εἰμί,verb,tw=|,ὁ,article,*)aqhnai/w|,Ἀθήναιον,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bou/letai,βούλομαι,verb,me\n,μέν,particle,ga\r,γάρ,particle,tou\s,ὁ,article,*surakosi/ous,Συρακόσιος,proper,le/gein,λέγω,verb,kai\,καί,conjunction,tou\s,ὁ,article,*)aqhnai/ous,Ἀθήναιος,proper,pepoi/hken,ποιέω,verb,de\,δέ,particle,tw=n,ὁ,article,o)noma/twn,ὄνομα,adjective,e(ka/teron,ἑκάτερος,adjective,e(niko/n,ἑνικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)n,ἐν,preposition,oi(=s,ὅς,pronoun,fhsin,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\n,ὁ,article,pole/mion,πολέμιος,adjective,deino/teron,δεινός,adjective,e(/comen,ἔχω,verb,mh\,μή,conjunction,r(a|di/as,ῥᾴδιος,adjective,au)tw=|,αὐτός,pronoun,pa/lin,πάλιν,adverb,ou)/shs,εἰμί,verb,th=s,ὁ,article,a)naxwrh/sews,ἀναχώρησις,noun,tou\s,ὁ,article,ga\r,γάρ,particle,polemi/ous,πολέμιος,adjective,e)sxhma/tiken,σχηματίζω,verb,e(nikw=s,ἑνικός,adjective,ou)xi\,οὐ,adverb,plhquntikw=s,πληθυντικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nti\,ἀντί,preposition,de\,δέ,particle,tou=,ὁ,article,e(nikou=,ἑνικός,adjective,to\,ὁ,article,plhquntiko\n,πληθυντικός,adjective,paralamba/nei,παραλαμβάνω,verb,tou=ton,οὗτος,pronoun,to\n,ὁ,article,tro/pon,τρόπος,noun,e)calla/ttwn,ἐξαλλάσσω,verb,th\n,ὁ,article,sunh/qh,συνήθης,adverb,fra/sin,φράσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei=tai,κέω,verb,de\,δέ,particle,h(,ὁ,article,le/cis,λέξις,noun,e)n,ἐν,preposition,tw=|,ὁ,article,prooimi/w|,προοίμιον,noun,tou=,ὁ,article,e)pitafi/ou,ἐπιτάφιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/xri,μέχρι,preposition,ga\r,γάρ,particle,tou=de,ὅδε,pronoun,a)nektoi\,ἀνεκτός,adjective,oi(,ὁ,article,e)/painoi/,ἔπαινος,noun,ei)sin,εἰμί,verb,peri\,περί,preposition,e(te/rwn,ἕτερος,adjective,lego/menoi,λέγω,verb,e)s,εἰς,preposition,o(/son,ὅσος,adjective,a)\n,ἄν,particle,kai\,καί,conjunction,au)to\s,αὐτός,pronoun,e(/kastos,ἕκαστος,adjective,oi)/htai,οἴομαι,verb,i(kano\s,ἱκανός,adjective,ei)=nai,εἰμί,verb,dra=sai/,δράω,verb,ti,τις,pronoun,w(=n,ὅς,pronoun,h)/kousen,ἀκούω,verb,to\,ὁ,article,ga\r,γάρ,particle,e(/kastos,ἕκαστος,adjective,kai\,καί,conjunction,to\,ὁ,article,h)/kousen,ἀκούω,verb,e(nika/,ἑνικός,adjective,ta\,ὁ,article,d',δέ,particle,e)pifero/mena,ἐπιφέρω,verb,tou/tois,οὗτος,pronoun,plhquntikw=s,πληθυντικός,adjective,e)cenh/nektai,ἐκφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=|,ὁ,article,de\,δέ,particle,u(perba/llonti,ὑπερβάλλω,verb,au)to\n,αὐτός,pronoun,fqonou=ntes,φθονέω,verb,h)/dh,ἤδη,adverb,kai\,καί,conjunction,a)pistou=sin,ἀπιστέω,verb,ou),οὐ,adverb,kaq',κατά,preposition,e(no\s,εἷς,adjective,le/gesqai,λέγω,verb,pefu/kasin,φύω,verb,a)lla\,ἀλλά,adverb,kata\,κατά,preposition,pollw=n,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
