word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS
kai\,καί,conjunction,kra/tista,κράτιστος,adjective,me\n,μέν,particle,ta\,ὁ,article,purwpa\,πυρωπός,adjective,kai\,καί,conjunction,u(perastra/ptonta,ὑπεραστράπτω,verb,oi(=a,οἷος,adjective,porda/lewn,,,h)\,ἠέ,conjunction,leo/ntwn,λέων,noun,h)\,ἠέ,conjunction,lugkw=n,λύγξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deu/tera,δεύτερος,adjective,de\,δέ,particle,e)pi\,ἐπί,preposition,tou/tois,οὗτος,pronoun,ta\,ὁ,article,me/lana,μέλας,adjective,ei),εἰ,conjunction,tu/xoi,τυγχάνω,verb,a)napeptame/na,ἀναπεπταμένος,adjective,te,τε,particle,kai\,καί,conjunction,gorga\,γοργός,adjective,i)dei=n,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri/ta,τρίτος,adjective,de\,δέ,particle,ta\,ὁ,article,xaropa/,χαροπός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,ga\r,γάρ,particle,ou)de\,οὐδέ,particle,ta\,ὁ,article,xaropa\,χαροπός,adjective,fau=la/,φαῦλος,adjective,e)stin,εἰμί,verb,ou)de\,οὐδέ,particle,fau/lwn,φαῦλος,adjective,kunw=n,κύων,noun,su/mbola,σύμβολον,noun,ei),εἰ,conjunction,tu/xoi,τυγχάνω,verb,kaqara\,καθαρός,adjective,kai\,καί,conjunction,gorga\,γοργός,adjective,i)dei=n,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei/,ἐπεί,conjunction,toi,σύ,pronoun,a)ne/qreya,ἀνατρέφω,verb,e)gw\,ἐγώ,pronoun,ku/na,κύων,noun,xaroph\n,χαροπός,adjective,oi(/an,οἷος,adjective,xaropwta/thn,χαροπός,adjective,kai\,καί,conjunction,au(/th,οὗτος,pronoun,w)kei=a/,ὠκύς,adjective,te,τε,particle,h)=n,εἰμί,verb,kai\,καί,conjunction,filo/ponos,φιλόπονος,adjective,kai\,καί,conjunction,eu)/yuxos,εὔψυχος,adjective,kai\,καί,conjunction,eu)/pous,εὔπους,noun,w(/ste,ὥστε,conjunction,kai\,καί,conjunction,te/ssarsin,τέσσαρες,noun,h)/dh,ἤδη,adverb,pote\,ποτός,adjective,lagw=|s,,,e)f',ἐπί,preposition,h(liki/as,ἡλικία,noun,a)nth/rkesen,ἀνταρκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ta\,ὁ,article,a)/lla,ἄλλος,adjective,de\,δέ,particle,praota/th,πρᾶος,adjective,te/,τε,particle,e)stin,εἰμί,verb,'e)/ti,ἔτι,adverb,ga/r,γάρ,particle,moi,ἐγώ,pronoun,h)=n,εἰμί,verb,o(po/te,ὁπότε,adverb,tau=ta,οὗτος,pronoun,e)/grafon',γράφω,verb,kai\,καί,conjunction,filanqrwpota/th,φιλάνθρωπος,adjective,kai\,καί,conjunction,ou)/pw,οὔπω,adverb,pro/sqen,πρόσθεν,adverb,a)/llh,ἄλλος,adjective,ku/wn,κύων,noun,w(s,ὡς,conjunction,au)th\,αὐτός,pronoun,ou)/te,οὔτε,adverb,e)me\,ἐγώ,pronoun,e)po/qhsen,ποθέω,verb,ou)/te,οὔτε,adverb,to\n,ὁ,article,e(tai=ron,ἑταῖρος,noun,to\n,ὁ,article,e)mo\n,ἐμός,adjective,kai\,καί,conjunction,su/nqhron,σύνθηρος,adjective,to\n,ὁ,article,*me/gillon,Μέγιλλος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peidh\,ἐπεί,conjunction,ga\r,γάρ,particle,tou=,ὁ,article,dro/mou,δρόμος,noun,a)pepau/sato,ἀποπαύω,verb,ou)ke/ti,οὐκέτι,adverb,h(mw=n,ἐγώ,pronoun,h)\,ἠέ,conjunction,qate/rou,ἕτερος,adjective,ge,γε,particle,a)palla/ssetai,ἀπαλλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ei),εἰ,conjunction,me\n,μέν,particle,e)gw\,ἐγώ,pronoun,e)/ndon,ἔνδον,adverb,ei)/hn,εἰμί,verb,a(/ma,ἅμα,adverb,e)moi\,ἐγώ,pronoun,diatri/bei,διατρίβω,verb,kai\,καί,conjunction,proi+o/nta,πρόειμι,verb,poi,ποι,adverb,parape/mpei,παραπέμπω,verb,kai\,καί,conjunction,e)pi\,ἐπί,preposition,gumna/sion,γυμνάσιον,noun,i)o/nti,εἶμι,verb,e)fomartei=,ἐφομαρτέω,verb,kai\,καί,conjunction,gumnazome/nw|,γυμνάζω,verb,paraka/qhtai,παρακάθημαι,verb,kai\,καί,conjunction,e)panio/ntos,ἐπάνειμι,verb,pro/eisin,πρόειμι,verb,qamina\,θαμινός,adverb,e)pistrefome/nh,ἐπιστρέφω,verb,w(s,ὡς,conjunction,katamanqa/nein,καταμανθάνω,verb,mh/,μή,conjunction,ph,πη,particle,a)/ra,ἄρα,particle,e)cetra/phn,ἐκτρέπω,verb,th=s,ὁ,article,o(dou=,ὁδός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)dou=sa,εἶδον,verb,de\,δέ,particle,kai\,καί,conjunction,e)pimeidia/sasa,ἐπιμειδιάω,verb,au)=qis,αὖθις,adverb,au)=,αὖ,interjection,pro/eisin,πρόειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,e)pi/,ἐπί,preposition,ti,τις,pronoun,e)/rgon,ἔργον,noun,politiko\n,πολιτικός,adjective,i)/oimi,εἶμι,verb,h(\,ὅς,pronoun,de\,δέ,particle,tw=|,ὁ,article,e(tai/rw|,ἑταῖρος,noun,tw=|,ὁ,article,e)mw=|,ἐμός,adjective,su/nestin,σύνειμι,verb,kai\,καί,conjunction,pro\s,πρός,preposition,e)kei=non,ἐκεῖνος,pronoun,ta\,ὁ,article,au)ta\,αὐτός,pronoun,tau=ta,οὗτος,pronoun,dra=|,δράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(po/teros,ὁπότερος,adjective,de\,δέ,particle,h(mw=n,ἐγώ,pronoun,ka/mnoi,κάμνω,verb,to\,ὁ,article,sw=ma,σῶμα,adjective,e)kei/nou,ἐκεῖνος,pronoun,au)=,αὖ,interjection,ou)k,οὐ,adverb,a)palla/ssetai,ἀπαλλάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,kai\,καί,conjunction,di',διά,preposition,o)li/gou,ὀλίγος,adjective,xro/nou,χρόνος,noun,i)/doi,εἶδον,verb,e)pifqe/ggetai,ἐπιφθέγγομαι,verb,oi(=a,οἷος,adjective,filofronoume/nh,φιλοφρονέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,deipnou=nti,δειπνέω,verb,sunou=sa,σύνειμι,verb,a(/ptetai,ἅπτω,verb,a)/llote,ἄλλοτε,adverb,a)/llw|,ἄλλος,adjective,toi=n,ὁ,article,podoi=n,πούς,noun,u(pomimnh/skousa,ὑπομιμνήσκω,verb,o(/ti,ὅστις,pronoun,ka)\n,κἀν,conjunction,au)th=|,αὐτός,pronoun,a)/ra,ἄρα,particle,metadote/on,μεταδοτέον,adjective,ei)/h,ἀίω,verb,tw=n,ὁ,article,siti/wn,σιτίον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,kai\,καί,conjunction,polu/fqoggo/s,πολύφθογγος,adjective,e)stin,εἰμί,verb,w(s,ὡς,conjunction,ou)/pw,οὔπω,adverb,e)gw\,ἐγώ,pronoun,i)dei=n,εἶδον,verb,moi,ἐγώ,pronoun,dokw=,δοκάζω,verb,a)/llhn,ἄλλος,adjective,ku/na,κύων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(/swn,ὅσος,adjective,dei=tai,δέομαι,verb,th=|,ὁ,article,fwnh=|,φωνή,noun,shmai/nei,σημαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(/ti,ὅστις,pronoun,skulakeuome/nh,σκυλακεύω,verb,ma/stigi,μάστιξ,noun,e)kola/zeto,κολάζω,verb,ei)/,εἰ,conjunction,tis,τις,pronoun,e)s,εἰς,preposition,tou=to,οὗτος,pronoun,e)/ti,ἔτι,adverb,ma/stiga,μάστιξ,noun,o)noma/seien,ὀνομάζω,verb,pro/seisin,πρόσειμι,verb,tw=|,τίς,pronoun,o)noma/santi,ὀνομάζω,verb,kai\,καί,conjunction,u(popth/casa,ὑποπτήσσω,verb,liparei=,λιπαρέω,verb,kai\,καί,conjunction,to\,ὁ,article,sto/ma,στόμα,noun,e)farmo/zei,ἐφαρμόζω,verb,tw=|,ὁ,article,sto/mati,στόμα,noun,w(s,ὡς,conjunction,filou=sa,φιλέω,verb,kai\,καί,conjunction,e)piphdh/sasa,ἐπιπηδάω,verb,e)kkre/matai,ἐκκρεμάννυμι,verb,tou=,ὁ,article,au)xe/nos,αὐχήν,noun,kai\,καί,conjunction,ou),οὐ,adverb,pro/sqen,πρόσθεν,adverb,a)ni/hsin,ἄνειμι,verb,pri\n,πρίν,adverb,th=s,ὁ,article,a)peilh=s,ἀπειλή,noun,a)popau=sai,ἀποπαύω,verb,to\n,ὁ,article,qumou/menon,θυμόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,ou)k,οὐ,adverb,a)\n,ἄν,particle,o)knh=sai/,ὀκνέω,verb,moi,ἐγώ,pronoun,dokw=,δοκάζω,verb,kai\,καί,conjunction,to\,ὁ,article,o)/noma,ὄνομα,adjective,a)nagra/yai,ἀναγράφω,verb,th=s,ὁ,article,kuno/s,κύων,noun,w(s,ὡς,conjunction,kai\,καί,conjunction,e)s,εἰς,preposition,u(/steron,ὕστερος,adjective,a)polelei=fqai,ἀπολείπω,verb,au)th=s,αὐτός,pronoun,o(/ti,ὅστις,pronoun,h)=n,εἰμί,verb,a)/ra,ἄρος,adjective,*cenofw=nti,Ξενοφῶν,proper,tw=|,ὁ,article,*)aqhnai/w|,Ἀθήναιον,proper,ku/wn,κύων,noun,*(ormh\,Ὅρμή,proper,o)/noma,ὄνομα,adjective,w)kuta/th,ὠκύς,adjective,te,τε,particle,kai\,καί,conjunction,sofwta/th,σοφός,adjective,kai\,καί,conjunction,praota/th,πρᾶος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=ta,οὖς,noun,de\,δέ,particle,mega/la,μέγας,adverb,e)/stw,εἰμί,verb,tai=s,ὁ,article,kusi\n,κύων,noun,kai\,καί,conjunction,malqaka/,μαλθακός,adjective,w(/ste,ὥστε,conjunction,u(po\,ὑπό,preposition,mege/qous,μέγεθος,adjective,kai\,καί,conjunction,malqako/thtos,μαλθακότης,noun,e)pikeklasme/na,ἐπικλάω,verb,fai/nesqai,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,a)\n,ἄν,particle,ei)/h,ἀίω,verb,kra/tista,κράτιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,me/ntoi,μέντοι,particle,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,ei),εἰ,conjunction,o)rqa\,ὀρθός,adjective,ei)/h,ἀίω,verb,ou),οὐ,adverb,ponhro/n,πονηρός,adjective,ei),εἰ,conjunction,mh\,μή,conjunction,smikra/,μικρός,adjective,te,τε,particle,ei)/h,ἀίω,verb,kai\,καί,conjunction,sklhra/,σκληρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tra/xhlos,τράχηλος,noun,de\,δέ,particle,makro/s,μακρός,adjective,te,τε,particle,e)/stw,εἰμί,verb,kai\,καί,conjunction,periferh\s,περιφερής,adverb,kai\,καί,conjunction,u(gro/s,ὑγρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,ei),εἰ,conjunction,a)ntitei/nois,ἀντιτείνω,verb,a)po\,ἀπό,preposition,tw=n,ὁ,article,derai/wn,δέραιον,noun,ta\s,ὁ,article,ku/nas,κύων,noun,e)s,εἰς,preposition,tou)pi/sw,ἔπισος,adjective,e)pikekla/sqai,,,dokei=n,δοκέω,verb,to\n,ὁ,article,tra/xhlon,τράχηλος,noun,di',διά,preposition,u(gro/thta,ὑγρότης,noun,kai\,καί,conjunction,malqako/thta,μαλθακότης,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sth/qh,στῆθος,noun,de\,δέ,particle,plate/a,πλατύς,adjective,a)mei/nw,ἀμείνων,adjective,tw=n,ὁ,article,stenw=n,στένος,noun,kai\,καί,conjunction,ta\s,ὁ,article,w)mopla/tas,ὠμοπλάτη,noun,diestw/sas,διίστημι,verb,e)xo/ntwn,ἔχω,verb,kai\,καί,conjunction,mh\,μή,conjunction,sumpephgui/as,συμπήγνυμι,verb,a)ll',ἀλλά,adverb,w(s,ὡς,conjunction,oi(=o/n,οἷος,adjective,te,τε,particle,lelume/nas,λύω,verb,a)p',ἀπό,preposition,a)llh/lwn,ἀλλήλων,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ske/lh,σκέλος,noun,stroggu/la,στρογγύλος,adjective,o)rqa\,ὀρθός,adjective,eu)pagh=,εὐπαγής,adjective,pleura\s,πλευρά,noun,gennai/as,γενναῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)sfu\n,ὀσφύς,noun,platei=an,πλατεῖα,noun,i)sxura/n,ἰσχυρός,adjective,mh\,μή,conjunction,sarkw/dh,σαρκώδης,adjective,a)lla\,ἀλλά,adverb,neu/rois,νεῦρον,noun,pephgui=an,πήγνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lago/nas,λαγών,noun,a)neime/nas,ἀνίημι,verb,i)sxi/a,ἰσχίον,noun,mh\,μή,conjunction,sundedeme/na,συνδέω,verb,kenew=nas,κενεών,noun,lagarou/s,λαγαρός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)ra\s,οὐρά,noun,lepta\s,λεπτός,adjective,makra/s,μακρός,adjective,dasei/as,δασύς,adjective,th\n,ὁ,article,tri/xa,θρίξ,noun,u(gra\s,ὑγρός,adjective,eu)kampei=s,εὐκαμπής,adjective,to\,ὁ,article,a)/kron,ἄκρος,adjective,th=s,ὁ,article,ou)ra=s,οὐρά,noun,dasu/teron,δασύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(pokw/lia,ὑποκώλιον,noun,makra\,μακρός,adjective,eu)pagh=,εὐπαγής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ske/lh,σκέλος,noun,de\,δέ,particle,ei),εἰ,conjunction,me\n,μέν,particle,ta\,ὁ,article,o)pi/sqia,ὀπίσθιος,adjective,e)/xoien,ἔχω,verb,mei/zw,μέγας,adverb,tw=n,ὁ,article,e)/mprosqen,ἔμπροσθεν,adverb,ta\,ὁ,article,o)/rqia,ὄρθιος,adjective,a)\n,ἄν,particle,metaqe/oien,μεταθέω,verb,a)/meinon,ἀμείνων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,ta\,ὁ,article,e)/mprosqen,ἔμπροσθεν,adverb,tw=n,ὁ,article,o)pisqi/wn,ὀπίσθιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,kata/nth,κατάντης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,i)/sa,ἴσος,adjective,ei)/h,ἀίω,verb,a)/mfw,ἄμφω,noun,ta\,ὁ,article,pedina/,πεδινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
