word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS
kai/toi,καίτοι,particle,pw=s,πῶς,adverb,ou)k,οὐ,adverb,a)/topon,ἄτοπος,adjective,a(\,ὅς,pronoun,me\n,μέν,particle,a(/pantes,ἅπας,adjective,u(mei=s,σύ,pronoun,sullege/ntes,συλλέγω,verb,e)yhfi/sasqe,ψηφίζομαι,verb,dia\,διά,preposition,tou\s,ὁ,article,no/mous,νόμος,noun,a)/kur',ἄκυρον,noun,ei)=nai,εἰμί,verb,th\n,ὁ,article,d',δέ,particle,*)aristogei/tonos,Ἀριστογείτων,proper,bou/lhsin,βούλομαι,verb,ei)s,εἰς,preposition,to\,ὁ,article,paranomei=n,παρανομέω,verb,kuriwte/ran,κύριος,adjective,oi)/esqai,οἴομαι,verb,dei=n,δέω,verb,tw=n,ὁ,article,no/mwn,νόμος,noun,au)tw=n,αὐτός,pronoun,katasth=sai,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/lin,πάλιν,adverb,toi/nun,τοίνυν,particle,o(/tan,ὅταν,conjunction,tis,τις,pronoun,e)peciw\n,ἐπέξειμι,verb,mh\,μή,conjunction,metala/bh|,μεταλαμβάνω,verb,to\,ὁ,article,pe/mpton,πέμπτος,adjective,me/ros,μέρος,noun,tw=n,ὁ,article,yh/fwn,ψήφων,noun,e)f',ἐπί,preposition,oi(=s,ὅς,pronoun,oi(,ὁ,article,no/moi,νόμος,noun,keleu/ousi,κελεύω,verb,to\,ὁ,article,loipo\n,λοιπός,adjective,mh\,μή,conjunction,gra/fesqai,γράφω,verb,mhd',μηδέ,particle,a)pa/gein,ἀπάγω,verb,mhd',μηδέ,particle,e)fhgei=sqai,ἐφηγέομαι,verb,to\n,ὁ,article,au)to\n,αὐτός,pronoun,tro/pon,τρόπος,noun,para\,παρά,preposition,tau=t',οὗτος,pronoun,ou)dei\s,οὐδείς,pronoun,oi)/etai,οἴομαι,verb,dei=n,δέω,verb,pra/ttein,πράσσω,verb,tw=n,ὁ,article,e)no/xwn,ἔνοχος,adjective,o)/ntwn,εἰμί,verb,tou/tois,οὗτος,pronoun,toi=s,ὁ,article,e)pitimi/ois,ἐπιτίμιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)aristogei/toni,Ἀριστογείτων,proper,de/,δέ,particle,w(s,ὡς,conjunction,e)/oike,ἔοικα,verb,mo/nw|,μόνος,adjective,tw=n,ὁ,article,a(pa/ntwn,ἅπας,adjective,ou)de\n,οὐδείς,pronoun,ou)/te,οὔτε,adverb,dikasth/rion,δικαστήριον,noun,ou)/te,οὔτε,adverb,no/mos,νόμος,noun,kuriw/tero/n,κύριος,adjective,e)sti,εἰμί,verb,th=s,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,boulh/sews,βούλησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=ta,οὗτος,pronoun,pa/nq',πᾶς,adjective,ou(/tw,οὕτως,adverb,diafula/ttousin,διαφυλάσσω,verb,ou)depw/pot',οὐδεπώποτε,adverb,ou)/q',οὔτε,adverb,u(mi=n,σύ,pronoun,ou)/te,οὔτε,adverb,toi=s,ὁ,article,progo/nois,πρόγονος,adjective,meteme/lhsen,μεταμέλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,ga\r,γάρ,particle,dhmokrati/as,δημοκρατία,noun,fulakh\,φυλακή,noun,tw=n,ὁ,article,me\n,μέν,particle,e)xqrw=n,ἐχθρός,adjective,h)\,ἠέ,conjunction,bouleuome/nous,βουλεύω,verb,h)\,ἠέ,conjunction,maxome/nous,μάχομαι,verb,periei=nai,περίειμι,verb,tw=n,ὁ,article,de\,δέ,particle,no/mwn,νόμος,noun,h)\,ἠέ,conjunction,proairoume/nous,προαιρέω,verb,h)\,ἠέ,conjunction,sunanagkazome/nous,συναναγκάζω,verb,h(tta=sqai,ἡσσάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=q',οὗτος,pronoun,o(/ti,ὅστις,pronoun,tou=ton,οὗτος,pronoun,to\n,ὁ,article,tro/pon,τρόπος,noun,prosh/kei,προσήκω,verb,pra/ttesqai,πράσσω,verb,kai\,καί,conjunction,par',παρά,preposition,au)tou=,αὐτός,pronoun,tou/tou,οὗτος,pronoun,sunwmolo/ghtai,συνομολογέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/te,ὅτε,conjunction,ga\r,γάρ,particle,*(uperei/dhs,Ὑπερείδης,proper,e)/graye,γράφω,verb,tw=n,ὁ,article,peri\,περί,preposition,*xairw/neian,Χαιρωνεία,proper,a)tuxhma/twn,ἀτύχημα,noun,toi=s,ὁ,article,*(/ellhsi,Ἕλλην,proper,genome/nwn,γίγνομαι,verb,kai\,καί,conjunction,th=s,ὁ,article,po/lews,πόλις,adjective,u(pe\r,ὑπέρ,preposition,au)tw=n,αὐτός,pronoun,tw=n,ὁ,article,e)dafw=n,ἔδαφος,noun,ei)s,εἰς,preposition,ki/ndunon,κίνδυνος,noun,me/giston,μέγας,adverb,katakekleime/nhs,κατακλείω,verb,ei)=nai,εἰμί,verb,tou\s,ὁ,article,a)ti/mous,ἄτιμος,adjective,e)piti/mous,ἐπίτιμος,adjective,i(/n',ἵνα,conjunction,o(monoou=ntes,ὁμονοέω,verb,a(/pantes,ἅπας,adjective,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,e)leuqeri/as,ἐλευθερία,noun,proqu/mws,πρόθυμος,adjective,a)gwni/zwntai,ἀγωνίζομαι,verb,e)a/n,ἐάν,conjunction,tis,τις,pronoun,ki/ndunos,κίνδυνος,noun,thlikou=tos,τηλικοῦτος,adjective,katalamba/nh|,καταλαμβάνω,verb,th\n,ὁ,article,po/lin,πόλις,adjective,tou/tou,οὗτος,pronoun,tou=,ὁ,article,yhfi/smatos,ψήφισμα,noun,grafh\n,γραφή,noun,parano/mwn,παράνομος,adjective,a)pene/gkas,ἀποφέρω,verb,h)gwni/zet',ἀγωνίζομαι,verb,e)n,ἐν,preposition,tw=|,ὁ,article,dikasthri/w|,δικαστήριον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,pw=s,πῶς,adverb,ou),οὐ,adverb,deino\n,δεινός,adjective,ei)s,εἰς,preposition,me\n,μέν,particle,th\n,ὁ,article,th=s,ὁ,article,patri/dos,πατρίς,adjective,swthri/an,σωτηρία,noun,mhdeni\,μηδείς,pronoun,tw=n,ὁ,article,politw=n,πολίτης,noun,*)aristogei/tona,Ἀριστογείτων,proper,toutoni\,οὗτος,pronoun,sugxwrh=sai,συγχωρέω,verb,tuxei=n,τυγχάνω,verb,th=s,ὁ,article,e)pitimi/as,ἐπιτιμία,noun,ei)s,εἰς,preposition,de\,δέ,particle,th\n,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,paranomi/an,παρανομία,noun,para\,παρά,preposition,pa/ntwn,πᾶς,adjective,u(mw=n,σύ,pronoun,a)ciou=n,ἀξιόω,verb,lamba/nein,λαμβάνω,verb,th\n,ὁ,article,au)th\n,αὐτός,pronoun,dwreia/n,δωρειά,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,polu/,πολύς,adjective,ge,γε,particle,nomimw/teron,νόμιμος,adjective,kai\,καί,conjunction,dikaio/teron,δίκαιος,adjective,to\,ὁ,article,yh/fism',ψήφισμα,noun,e)kei=n',ἐκεῖνος,pronoun,h)=n,εἰμί,verb,ou(=,ἕ,pronoun,su\,σύ,pronoun,nu=n,νῦν,adverb,a)cioi=s,ἀξιόω,verb,yhfi/sasqai/,ψηφίζομαι,verb,soi,σύ,pronoun,toutousi/,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,i)/son,ἴσος,adjective,kai\,καί,conjunction,koino\n,κοινός,adjective,a(/pasi,ἅπας,adjective,toi=s,ὁ,article,poli/tais,πολίτης,noun,h)=n,εἰμί,verb,to\,ὁ,article,d',δέ,particle,a)/nison,ἄνισος,adverb,kai\,καί,conjunction,soi\,σύ,pronoun,mo/nw|,μόνος,adjective,tw=n,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,po/lei,πόλις,adjective,th\n,ὁ,article,pleoneci/an,πλεονεξία,noun,kataskeua/zon,κατασκευάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to\,ὁ,article,me\n,μέν,particle,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,mh\,μή,conjunction,gene/sqai,γίγνομαι,verb,th\n,ὁ,article,ei)rh/nhn,εἰρήνη,noun,e)f',ἐπί,preposition,w(=|,ὅς,pronoun,q',τε,particle,e(/na,ἕνος,adjective,ku/rion,κύριος,adjective,th=s,ὁ,article,o(/lhs,ὅλος,adjective,politei/as,πολιτεία,noun,katasth=nai,καθίστημι,verb,to\,ὁ,article,d',δέ,particle,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,ta\,ὁ,article,toutwni\,οὗτος,pronoun,do/gmata,δόγμα,noun,kai\,καί,conjunction,no/mima,νόμιμος,adjective,e)k,ἐκ,preposition,palaiou=,παλαιός,adjective,paradoqe/nq',παραδίδωμι,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,progo/nwn,πρόγονος,adjective,soi\,σύ,pronoun,mo/nw|,μόνος,adjective,dedo/sqai,δίδωμι,verb,e)cousi/an,ἐξουσία,noun,a)dew=s,ἀδεής,adverb,parabai/nonti,παραβαίνω,verb,kai\,καί,conjunction,pra/ttonti,πράσσω,verb,o(/,ὅς,pronoun,ti,τις,pronoun,a)\n,ἄν,particle,boulhqh=|s,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(de/ws,ἡδέως,adverb,d',δέ,particle,a)\n,ἄν,particle,e)/gwg',ἐγώ,pronoun,au)to\n,αὐτός,pronoun,e)rwth/saimi,ἐρωτάω,verb,po/ter',πότερος,adjective,e)/nnomon,ἔννομος,adjective,kai\,καί,conjunction,dikai/an,δίκαιος,adjective,e)poih/sato,ποιέω,verb,tou=,ὁ,article,yhfi/smatos,ψήφισμα,noun,th\n,ὁ,article,grafh\n,γραφή,noun,h)\,ἠέ,conjunction,tou)nanti/on,ἐναντίον,adverb,a)/dikon,ἄδικος,adjective,kai\,καί,conjunction,para/nomon,παράνομος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,me\n,μέν,particle,ga\r,γάρ,particle,a)su/mferon,ἀσύμφορος,adjective,kai\,καί,conjunction,tw=|,ὁ,article,dh/mw|,δῆμος,noun,blabera/n,βλαβερός,adjective,di',διά,preposition,au)to\,αὐτός,pronoun,tou=to,οὗτος,pronoun,dikai/ws,δίκαιος,adjective,a)\n,ἄν,particle,a)poqa/noi,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,sumfe/rousan,συμφέρω,verb,kai\,καί,conjunction,toi=s,ὁ,article,polloi=s,πολύς,adjective,w)fe/limon,ὠφέλιμος,adjective,dia\,διά,preposition,ti/,τίς,pronoun,nu=n,νῦν,adverb,ta)nanti/',ἐναντίος,adjective,oi(=s,ὅς,pronoun,au)to\s,αὐτός,pronoun,e)/grayas,γράφω,verb,yhfi/zesqai,ψηφίζομαι,verb,tou/tous,οὗτος,pronoun,a)cioi=s,ἀξιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,ou)/t',οὔτε,adverb,e)kei=na,ἐκεῖνος,pronoun,di/kaia,δίκαιος,adjective,ou)/te,οὔτε,adverb,tau=t',οὗτος,pronoun,e)/nnom',ἔννομος,adjective,ou)de\,οὐδέ,particle,sumfe/ront',συμφέρω,verb,e)sti\n,εἰμί,verb,u(mi=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(rw=,ὁράω,verb,d',δέ,particle,u(ma=s,σύ,pronoun,e)/gwg',ἐγώ,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*)aqhnai=oi,Ἀθηναῖος,proper,tau/thn,οὗτος,pronoun,e)/xontas,ἔχω,verb,th\n,ὁ,article,gnw/mhn,γνώμη,noun,kai\,καί,conjunction,peri\,περί,preposition,u(mw=n,σύ,pronoun,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla\s,πολύς,adjective,ga\r,γάρ,particle,e)ndei/ceis,ἔνδειξις,noun,h)/dh,ἤδη,adverb,kateyhfi/sasq',καταψηφίζομαι,verb,i)diwtw=n,ἰδιώτης,noun,a)nqrw/pwn,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,pw=s,πῶς,adverb,ou),οὐ,adverb,deino\n,δεινός,adjective,e)f',ἐπί,preposition,u(mw=n,σύ,pronoun,me\n,μέν,particle,au)tw=n,αὐτός,pronoun,e)ceta/zesqai,ἐξετάζω,verb,a)kribw=s,ἀκριβῶς,adverb,tou\s,ὁ,article,no/mous,νόμος,noun,e)pi\,ἐπί,preposition,de\,δέ,particle,tw=n,ὁ,article,periergazome/nwn,περιεργάζομαι,verb,ti,τις,pronoun,kai\,καί,conjunction,koinh=|,κοινῇ,adverb,pa/ntas,πᾶς,adjective,e)noxlou/ntwn,ἐνοχλέω,verb,kai\,καί,conjunction,prospoioume/nwn,προσποιέω,verb,u(pe\r,ὑπέρ,preposition,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,ei)=nai,εἰμί,verb,r(a|qu/mws,ῥάθυμος,adverb,ou(/tws,οὕτως,adverb,e)/xein,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,dh/,δή,particle,tines,τις,pronoun,u(mw=n,σύ,pronoun,ou(/tws,οὕτως,adverb,e)/xousin,ἔχω,verb,w(s,ὡς,conjunction,prosh=kon,προσήκω,verb,me\n,μέν,particle,tau=q',οὗτος,pronoun,ou(/tws,οὕτως,adverb,e)/xein,ἔχω,verb,w(s,ὡς,conjunction,e)gw\,ἐγώ,pronoun,le/gw,λέγω,verb,dia\,διά,preposition,de\,δέ,particle,th\n,ὁ,article,e)piei/keian,ἐπιείκεια,noun,th\n,ὁ,article,*)aristogei/tonos,Ἀριστογείτων,proper,kai\,καί,conjunction,to\,ὁ,article,xrh/simon,χρήσιμος,adjective,au)to\n,αὐτός,pronoun,u(mi=n,σύ,pronoun,ei)=nai,εἰμί,verb,paropte/on,παροπτέος,adjective,ti,τις,pronoun,kai\,καί,conjunction,paranomou=nt',παρανομέω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,ponhro\s,πονηρός,adjective,kai\,καί,conjunction,to\n,ὁ,article,tro/pon,τρόπος,noun,deinw=s,δεινός,adjective,a)/dikos,ἄδικος,adjective,i(kanw=s,ἱκανός,adjective,u(mi=n,σύ,pronoun,w(s,ὡς,conjunction,e)/gwg',ἐγώ,pronoun,oi)=mai,οἴομαι,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,proeirhme/nwn,προερέω,verb,*lukou=rgos,Λυκοῦργος,proper,e)pide/deixen,ἐπιδείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,d',δέ,particle,ou)de\,οὐδέ,particle,xrh/simos,χρήσιμος,adjective,e)c,ἐκ,preposition,au)tw=n,αὐτός,pronoun,tw=n,ὁ,article,politeuma/twn,πολίτευμα,noun,a)/n,ἄν,particle,tis,τις,pronoun,au)tou=,αὐτός,pronoun,qewrh/seien,θεωρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/na,τίς,pronoun,ga\r,γάρ,particle,paragagw\n,παράγω,verb,ei)s,εἰς,preposition,to\,ὁ,article,dikasth/rion,δικαστήριον,noun,w(=n,ὅς,pronoun,h)|tia=to,αἰτιάομαι,verb,tou/twn,οὗτος,pronoun,kai\,καί,conjunction,h(/|rhken,αἱρέω,verb,h)\,ἠέ,conjunction,poi=on,ποῖος,adjective,po/ron,πόρος,noun,u(mi=n,σύ,pronoun,pepo/riken,πορίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,ti/,τίς,pronoun,yh/fisma,ψήφισμα,noun,ge/grafen,γράφω,verb,w(=|,ὅς,pronoun,peisqe/ntes,πείθω,verb,u(mei=s,σύ,pronoun,ou),οὐ,adverb,pa/lin,πάλιν,adverb,metanoh=sai,μετανοέω,verb,proei/lesqe,προαιρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,tau=ta,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,skaio/s,σκαιός,adjective,e)sti,εἰμί,verb,kai\,καί,conjunction,ba/rbaros,βάρβαρος,adjective,to\n,ὁ,article,tro/pon,τρόπος,noun,w(/ste,ὥστε,conjunction,o(/tan,ὅταν,conjunction,u(ma=s,σύ,pronoun,i)/dh|,εἶδον,verb,pro/s,πρός,preposition,tinas,τις,pronoun,o)rgisqe/ntas,ὀργίζω,verb,ti,τις,pronoun,kai\,καί,conjunction,ma=llon,μᾶλλον,adverb,tou=,ὁ,article,de/ontos,δέω,verb,parocunqe/ntas,παροξύνω,verb,thnikau=ta,τηνικαῦτα,adverb,para\,παρά,preposition,th\n,ὁ,article,o)rgh\n,ὀργή,noun,u(mw=n,σύ,pronoun,ta\,ὁ,article,boulh/mata,βούλημα,noun,labw\n,λαμβάνω,verb,toi=s,ὁ,article,kairoi=s,καιρός,noun,e)nantiou=tai,ἐναντιόομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=,δέομαι,verb,de\,δέ,particle,to\n,ὁ,article,politeuo/menon,πολιτεύω,verb,u(pe\r,ὑπέρ,preposition,u(mw=n,σύ,pronoun,ou)xi\,οὐ,adverb,toi=s,ὁ,article,e)cai/fnhs,ἐξαίφνης,adverb,met',μετά,preposition,o)rgh=s,ὀργή,noun,pa/qesin,πάθος,adjective,u(mi=n,σύ,pronoun,sumpi/ptousin,συμπίτνω,verb,e)pakolouqei=n,ἐπακολουθέω,verb,a)lla\,ἀλλά,adverb,toi=s,ὁ,article,logismoi=s,λογισμός,noun,kai\,καί,conjunction,toi=s,ὁ,article,pra/gmasi,πρᾶγμα,noun,kai\,καί,conjunction,toi=s,ὁ,article,u(pa/rxousi,ὑπάρχω,verb,kairoi=s,καιρός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
