word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/61/lemma/@_entry,word/61/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS
tou/tou,οὗτος,pronoun,ga\r,γάρ,particle,xa/rin,χάρις,noun,pa/nta,πᾶς,adjective,pra/ttomen,πράσσω,verb,o(/pws,ὅπως,conjunction,mh/te,μήτε,particle,a)lgw=men,ἀλγέω,verb,mh/te,μήτε,particle,tarbw=men,ταρβέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/tan,ὅταν,conjunction,de\,δέ,particle,a(/pac,ἅπαξ,adverb,tou=to,οὗτος,pronoun,peri\,περί,preposition,h(ma=s,ἐγώ,pronoun,ge/nhtai,γίγνομαι,verb,lu/etai,λύω,verb,pa=s,πᾶς,adjective,o(,ὁ,article,th=s,ὁ,article,yuxh=s,ψυχή,noun,xeimw/n,χειμών,noun,ou)k,οὐ,adverb,e)/xontos,ἔχω,verb,tou=,ὁ,article,zw/iou,,,badi/zein,βαδίζω,verb,w(s,ὡς,conjunction,pro\s,πρός,preposition,e)nde/on,ἐνδέω,verb,ti,τις,pronoun,kai\,καί,conjunction,zhtei=n,ζητέω,verb,e(/teron,ἕτερος,adjective,w(=i,ὅς,pronoun,to\,ὁ,article,th=s,ὁ,article,yuxh=s,ψυχή,noun,kai\,καί,conjunction,tou=,ὁ,article,sw/matos,σῶμα,adjective,a)gaqo\n,ἀγαθός,adjective,sumplhrw/setai,συμπληρόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to/te,τότε,adverb,ga\r,γάρ,particle,h(donh=s,ἡδονά,noun,xrei/an,χρεία,noun,e)/xomen,ἔχω,verb,o(/tan,ὅταν,conjunction,e)k,ἐκ,preposition,tou=,ὁ,article,mh\,μή,conjunction,parei=nai,πάρειμι,verb,th\n,ὁ,article,h(donh\n,ἡδονά,noun,a)lgw=men,ἀλγέω,verb,o(/tan,ὅταν,conjunction,de\,δέ,particle,mh\,μή,conjunction,a)lgw=men,ἀλγέω,verb,ou)ke/ti,οὐκέτι,adverb,th=s,ὁ,article,h(donh=s,ἡδονά,noun,deo/meqa*kai\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,tou=to,οὗτος,pronoun,th\n,ὁ,article,h(donh\n,ἡδονά,noun,a)rxh\n,ἀρχή,noun,kai\,καί,conjunction,te/los,τέλος,noun,le/gomen,λέγω,verb,ei)=nai,εἰμί,verb,tou=,ὁ,article,makari/ws,μακάριος,adjective,zh=n,ζάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau/thn,οὗτος,pronoun,ga\r,γάρ,particle,a)gaqo\n,ἀγαθός,adjective,prw=ton,πρότερος,adjective,kai\,καί,conjunction,suggeniko\n,συγγενικός,adjective,e)/gnwmen,γιγνώσκω,verb,kai\,καί,conjunction,a)po\,ἀπό,preposition,tau/ths,οὗτος,pronoun,katarxo/meqa,κατάρχω,verb,pa/shs,πᾶς,adjective,ai(re/sews,αἵρεσις,noun,kai\,καί,conjunction,fugh=s,φυγή,noun,kai\,καί,conjunction,e)pi\,ἐπί,preposition,tau/thn,οὗτος,pronoun,katantw=men,καταντάω,verb,w(s,ὡς,conjunction,kano/ni,κανών,noun,tw=i,ὁ,article,pa/qei,πάθος,adjective,pa=n,πᾶς,adjective,a)gaqo\n,ἀγαθός,adjective,kri/nontes,κρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,καί,conjunction,e)pei\,ἐπεί,conjunction,prw=ton,πρότερος,adjective,a)gaqo\n,ἀγαθός,adjective,tou=to,οὗτος,pronoun,kai\,καί,conjunction,su/mfuton,σύμφυτον,noun,dia\,διά,preposition,tou=to,οὗτος,pronoun,kai\,καί,conjunction,ou),οὐ,adverb,pa=san,πᾶς,adjective,h(donh\n,ἡδονά,noun,ai(rou/meqa,αἱρέω,verb,a)ll',ἀλλά,adverb,e)/stin,εἰμί,verb,o(/te,ὅτε,conjunction,polla\s,πολύς,adjective,h(dona\s,ἡδονά,noun,u(perbai/nomen,ὑπερβαίνω,verb,o(/tan,ὅταν,conjunction,plei=on,πλέως,adjective,h(mi=n,ἐγώ,pronoun,to\,ὁ,article,dusxere\s,δυσχερής,adverb,e)k,ἐκ,preposition,tou/twn,οὗτος,pronoun,e(/phtai,ἕπομαι,verb,kai\,καί,conjunction,polla\s,πολύς,adjective,a)lghdo/nas,ἀλγηδών,noun,h(donw=n,ἡδονά,noun,krei/ttous,κρείσσων,verb,nomi/zomen,νομίζω,verb,e)peida\n,ἐπειδάν,conjunction,mei/zwn,μέγας,adverb,h(mi=n,ἐγώ,pronoun,h(donh\,ἡδονά,noun,parakolouqh=i,,,polu\n,πολύς,adjective,xro/non,χρόνος,noun,u(pomei/nasi,ὑπομένω,verb,ta\s,ὁ,article,a)lghdo/nas,ἀλγηδών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa=sa,πᾶς,adjective,ou)=n,οὖν,particle,h(donh\,ἡδονά,noun,dia\,διά,preposition,to\,ὁ,article,fu/sin,φύσις,noun,e)/xein,ἔχω,verb,oi)kei/an,οἰκεῖος,adjective,a)gaqo/n,ἀγαθός,adjective,ou),οὐ,adverb,pa=sa,πᾶς,adjective,me/ntoi,μέντοι,particle,ai(reth/,αἱρετός,adjective,kaqa/per,καθά,adverb,kai\,καί,conjunction,a)lghdw\n,ἀλγηδών,noun,pa=sa,πᾶς,adjective,kako/n,κακός,adjective,ou),οὐ,adverb,pa=sa,πᾶς,adjective,de\,δέ,particle,a)ei\,ἀεί,adverb,feukth\,φευκτός,adjective,pefukui=a,φύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=i,τῇ,adverb,me/ntoi,μέντοι,particle,summetrh/sei,συμμέτρησις,noun,kai\,καί,conjunction,sumfero/ntwn,συμφέρω,verb,kai\,καί,conjunction,a)sumfo/rwn,ἀσύμφορος,adjective,ble/yei,βλέπω,verb,tau=ta,οὗτος,pronoun,pa/nta,πᾶς,adjective,kri/nein,κρίνω,verb,kaqh/kei,καθήκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrw/meqa,χράομαι,verb,ga\r,γάρ,particle,tw=i,τίς,pronoun,me\n,μέν,particle,a)gaqw=i,ἀγαθός,adjective,kata/,κατά,preposition,tinas,τις,pronoun,xro/nous,χρόνος,noun,w(s,ὡς,conjunction,kakw=i,κακός,adjective,tw=i,τίς,pronoun,de\,δέ,particle,kakw=i,κακός,adjective,tou)/mpalin,ἔμπαλιν,adverb,w(s,ὡς,conjunction,a)gaqw=i,ἀγαθός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,καί,conjunction,th\n,ὁ,article,au)ta/rkeian,αὐτάρκεια,noun,de\,δέ,particle,a)gaqo\n,ἀγαθός,adjective,me/ga,μέγας,adverb,nomi/zomen,νομίζω,verb,ou)x,οὐ,adverb,i(/na,ἵνα,conjunction,pa/ntws,πάντως,adverb,toi=s,ὁ,article,o)li/gois,ὀλίγος,adjective,xrw/meqa,χράομαι,verb,a)ll',ἀλλά,adverb,o(/pws,ὅπως,conjunction,e)a\n,ἐάν,conjunction,mh\,μή,conjunction,e)/xwmen,ἔχω,verb,ta\,ὁ,article,polla/,πολύς,adjective,toi=s,ὁ,article,o)li/gois,ὀλίγος,adjective,a)rkw/meqa,ἀρκέω,verb,pepeisme/noi,πείθω,verb,gnhsi/ws,γνήσιος,adjective,o(/ti,ὅστις,pronoun,h(/dista,ἡδύς,adjective,polutelei/as,πολυτέλεια,noun,a)polau/ousin,ἀπολαύω,verb,oi(,ὁ,article,h(/kista,ἥκιστος,adjective,tau/ths,οὗτος,pronoun,deo/menoi,δέομαι,verb,kai\,καί,conjunction,o(/ti,ὅστις,pronoun,to\,ὁ,article,me\n,μέν,particle,fusiko\n,φυσικός,adjective,pa=n,πᾶς,adjective,eu)po/risto/n,εὐπόριστος,adjective,e)sti,εἰμί,verb,to\,ὁ,article,de\,δέ,particle,keno\n,κενός,adjective,duspo/riston,δυσπόριστος,adjective,o(/i,,,te,τε,particle,litoi\,λιτός,adjective,xuloi\,χυλός,noun,i)/shn,ἴσος,adjective,polutelei=,πολυτελέω,verb,diai/thi,δίαιτα,noun,th\n,ὁ,article,h(donh\n,ἡδονά,noun,e)pife/rousin,ἐπιφέρω,verb,o(/tan,ὅταν,conjunction,a(/pan,ἅπας,adjective,to\,ὁ,article,a)lgou=n,ἀλγέω,verb,kat',κατά,preposition,e)/ndeian,ἔνδεια,noun,e)caireqh=i,kai\,καί,conjunction,ma=za,μᾶζα,noun,kai\,καί,conjunction,u(/dwr,ὕδωρ,noun,th\n,ὁ,article,a)krota/thn,ἄκρος,adjective,a)podi/dwsin,ἀποδίδωμι,verb,h(donh/n,ἡδονά,noun,e)peida\n,ἐπειδάν,conjunction,e)nde/wn,ἐνδέω,verb,tis,τις,pronoun,au)ta\,αὐτός,pronoun,prosene/gkhtai,προσφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,suneqi/zein,συνεθίζω,verb,ou)=n,οὖν,particle,e)n,ἐν,preposition,tai=s,ὁ,article,a(plai=s,ἁπλόος,adjective,kai\,καί,conjunction,ou),οὐ,adverb,polutele/si,πολυτελής,adverb,diai/tais,δίαιτα,noun,kai\,καί,conjunction,u(giei/as,ὑγίεια,noun,e)sti\,εἰμί,verb,sumplhrwtiko\n,συμπληρωτικός,adjective,kai\,καί,conjunction,pro\s,πρός,preposition,ta\s,ὁ,article,a)nagkai/as,ἀνάγκη,noun,tou=,ὁ,article,bi/ou,βίος,adjective,xrh/seis,χράω,verb,a)/oknon,ἄοκνος,adjective,poiei=,ποιέω,verb,to\n,ὁ,article,a)/nqrwpon,ἄνθρωπος,noun,kai\,καί,conjunction,toi=s,ὁ,article,polutele/sin,πολυτελής,adverb,e)k,ἐκ,preposition,dialeimma/twn,διάλειμμα,noun,proserxome/nois,προσέρχομαι,verb,krei=tton,κρείσσων,verb,h(ma=s,ἐγώ,pronoun,diati/qhsi,διατίθημι,verb,kai\,καί,conjunction,pro\s,πρός,preposition,th\n,ὁ,article,tu/xhn,τύχη,noun,a)fo/bous,ἄφοβος,adjective,paraskeua/zei,παρασκευάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/otan,ὅταν,conjunction,ou)=n,οὖν,particle,le/gwmen,λέγω,verb,h(donh\n,ἡδονά,noun,te/los,τέλος,noun,u(pa/rxein,ὑπάρχω,verb,ou),οὐ,adverb,ta\s,ὁ,article,tw=n,ὁ,article,a)sw/twn,ἄσωτος,adjective,h(dona\s,ἡδονά,noun,kai\,καί,conjunction,ta\s,ὁ,article,e)n,ἐν,preposition,a)polau/sei,ἀπόλαυσις,noun,keime/nas,κεῖμαι,verb,le/gomen,λέγω,verb,w(/s,ὡς,conjunction,tines,τις,pronoun,a)gnoou=ntes,ἀγνοέω,verb,kai\,καί,conjunction,ou)x,οὐ,adverb,o(mologou=ntes,ὁμολογέω,verb,h)\,ἠέ,conjunction,kakw=s,κακός,adjective,e)kdexo/menoi,ἐκδέχομαι,verb,nomi/zousin,νομίζω,verb,a)lla\,ἀλλά,adverb,to\,ὁ,article,mh/te,μήτε,particle,a)lgei=n,ἀλγέω,verb,kata\,κατά,preposition,sw=ma,σῶμα,adjective,mh/te,μήτε,particle,tara/ttesqai,ταράσσω,verb,kata\,κατά,preposition,yuxh/n,ψυχή,noun,ou),οὐ,adverb,ga\r,γάρ,particle,po/toi,πότος,noun,kai\,καί,conjunction,kw=moi,κῶμος,noun,sunei/rontes,συνείρω,verb,ou)d',οὐδέ,particle,a)polau/seis,ἀπόλαυσις,noun,pai/dwn,παῖς,adjective,kai\,καί,conjunction,gunaikw=n,γυνή,noun,ou)d',οὐδέ,particle,i)xqu/wn,ἰχθύς,noun,kai\,καί,conjunction,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,o(/sa,ὅσος,adjective,fe/rei,φέρω,verb,polutelh\s,πολυτελής,adverb,tra/peza,τράπεζα,noun,to\n,ὁ,article,h(du\n,ἡδύς,adjective,genna=i,γεννάω,verb,bi/on,βίος,adjective,a)lla\,nh/fwn,νήφω,verb,logismo\s,λογισμός,noun,kai\,καί,conjunction,ta\s,ὁ,article,ai)ti/as,αἰτία,noun,e)cereunw=n,ἐξερευνάω,verb,pa/shs,πᾶς,adjective,ai(re/sews,αἵρεσις,noun,kai\,καί,conjunction,fugh=s,φυγή,noun,kai\,καί,conjunction,ta\s,ὁ,article,do/cas,δόξα,noun,ἀλλά,adverb,e)celau/nwn,ἐξελαύνω,verb,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,plei=stos,πλεῖστος,adjective,ta\s,ὁ,article,yuxa\s,ψυχή,noun,katalamba/nei,καταλαμβάνω,verb,qo/rubos*tou/twn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de\,δέ,particle,pa/ntwn,πᾶς,adjective,a)rxh\,ἀρχή,noun,kai\,καί,conjunction,to\,ὁ,article,me/giston,μέγας,adverb,a)gaqo\n,ἀγαθός,adjective,fro/nhsis,φρόνησις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dio\,διό,conjunction,kai\,καί,conjunction,filosofi/as,φιλοσοφία,noun,timiw/teron,τίμιος,adjective,u(pa/rxei,ὑπάρχω,verb,fro/nhsis,φρόνησις,noun,e)c,ἐκ,preposition,h(=s,ὅς,pronoun,ai(,ὁ,article,loipai\,λοιπός,adjective,pa=sai,πᾶς,adjective,pefu/kasin,φύω,verb,a)retai/,ἀρετή,noun,dida/skousa,διδάσκω,verb,w(s,ὡς,conjunction,ou)k,οὐ,adverb,e)/stin,εἰμί,verb,h(de/ws,ἡδέως,adverb,zh=n,ζάω,verb,a)/neu,ἄνευ,preposition,tou=,ὁ,article,froni/mws,φρόνιμος,adjective,kai\,καί,conjunction,kalw=s,καλός,noun,kai\,καί,conjunction,dikai/ws,δίκαιος,adjective,ou)de\,οὐδέ,particle,froni/mws,φρόνιμος,adjective,kai\,καί,conjunction,kalw=s,καλός,noun,kai\,καί,conjunction,dikai/ws,δίκαιος,adjective,a)/neu,ἄνευ,preposition,tou=,ὁ,article,h(de/ws,ἡδέως,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sumpefu/kasi,συμφύω,verb,ga\r,γάρ,particle,ai(,ὁ,article,a)retai\,ἀρετή,noun,tw=i,τίς,pronoun,zh=n,ζάω,verb,h(de/ws,ἡδέως,adverb,kai\,καί,conjunction,to\,ὁ,article,zh=n,ζάω,verb,h(de/ws,ἡδέως,adverb,tou/twn,οὗτος,pronoun,e)sti\n,εἰμί,verb,a)xw/riston,ἀχώριστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
