word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS
o(/te,ὅτε,conjunction,ga\r,γάρ,particle,th=|,ὁ,article,naumaxi/a|,ναυμαχία,noun,th=|,ὁ,article,pro\s,πρός,preposition,*)ale/candron,Ἀλέξανδρος,proper,e)nikh/qhte,νικάω,verb,to/te,τότε,adverb,tw=n,ὁ,article,trihra/rxwn,τριήραρχος,noun,tou\s,ὁ,article,memisqwko/tas,μισθόω,verb,ta\s,ὁ,article,trihrarxi/as,τριηραρχία,noun,ai)tiwta/tous,αἴτιος,adjective,tou=,ὁ,article,gegenhme/nou,γίγνομαι,verb,nomi/zontes,νομίζω,verb,paredw/kat',παραδίδωμι,verb,ei)s,εἰς,preposition,to\,ὁ,article,desmwth/rion,δεσμωτήριον,noun,kataxeirotonh/santes,καταχειροτονέω,verb,prodedwke/nai,προδίδωμι,verb,ta\s,ὁ,article,nau=s,ναῦς,noun,kai\,καί,conjunction,leloipe/nai,λείπω,verb,th\n,ὁ,article,ta/cin,τάξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,kathgo/rei,κατηγορέω,verb,me\n,μέν,particle,*)aristofw=n,Ἀριστοφῶν,proper,e)dika/zete,δικάζω,verb,d',δέ,particle,u(mei=s,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh\,μή,conjunction,metriwte/ran,μέτριος,adjective,e)/sxete,ἔχω,verb,th\n,ὁ,article,o)rgh\n,ὀργή,noun,th=s,ὁ,article,e)kei/nwn,ἐκεῖνος,pronoun,ponhri/as,πονηρία,noun,ou)de\n,οὐδείς,pronoun,au)tou\s,αὐτός,pronoun,e)kw/lue,κωλύω,verb,teqna/nai,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau)ta\,ταυτός,adjective,toi/nun,τοίνυν,particle,ei)do/tes,οἶδα,verb,ou(=toi,οὗτος,pronoun,pepragme/n',πράσσω,verb,au(toi=s,ἑαυτοῦ,pronoun,kai\,καί,conjunction,e)kei/nois,ἐκεῖνος,pronoun,ou)xi\,οὐ,adverb,fri/ttousin,φρίσσω,verb,e)n,ἐν,preposition,u(mi=n,σύ,pronoun,u(pe\r,ὑπέρ,preposition,w(=n,ὅς,pronoun,prosh/kei,προσήκω,verb,paqei=n,πάσχω,verb,au)tou/s,αὐτός,pronoun,a)lla\,ἀλλά,adverb,dhmhgorou=si,δημηγορέω,verb,kat',κατά,preposition,a)/llwn,ἄλλος,adjective,kai\,καί,conjunction,stefanou=n,στεφανόω,verb,keleu/ousin,κελεύω,verb,au(tou/s,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,ske/yasqe,σκέπτομαι,verb,ti/n',τίς,pronoun,a)/n,ἄν,particle,pote,ποτέ,particle,do/caite,δοκέω,verb,bebouleu=sqai,βουλεύω,verb,tro/pon,τρόπος,noun,ei),εἰ,conjunction,dia\,διά,preposition,th\n,ὁ,article,au)th\n,αὐτός,pronoun,pro/fasin,πρόφασις,noun,tou\s,ὁ,article,me\n,μέν,particle,qana/tou,θάνατος,adjective,kri/nantes,κρίνω,verb,tou\s,ὁ,article,de\,δέ,particle,stefanw/santes,στεφανόω,verb,fanei/hte,φαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,ou),οὐ,adverb,mo/non,μόνος,adjective,ei),εἰ,conjunction,tou=to,οὗτος,pronoun,poih/saite,ποιέω,verb,dokei=t',δοκέω,verb,a)\n,ἄν,particle,a(martei=n,ἁμαρτάνω,verb,a)ll',ἀλλά,adverb,ei),εἰ,conjunction,mh\,μή,conjunction,kai\,καί,conjunction,kola/saite,κολάζω,verb,tou\s,ὁ,article,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,poiou=ntas,ποιέω,verb,e)/xontes,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)peida\n,ἐπειδάν,conjunction,e)a/shte/,ἀίω,verb,ti,τις,pronoun,tw=n,ὁ,article,u(mete/rwn,ὑμέτερος,adjective,a)pole/sqai,ἀπόλλυμι,verb,to/te,τότε,adverb,xrh\,χρή,verb,xalepai/nein,χαλεπαίνω,verb,a)ll',ἀλλά,adverb,e)n,ἐν,preposition,w(=|,ὅς,pronoun,ta\,ὁ,article,me\n,μέν,particle,u(me/ter',ὑμέτερος,adjective,e)sti\n,εἰμί,verb,sa=,σής,noun,kaqora=te,καθοράω,verb,de\,δέ,particle,tou\s,ὁ,article,e)festhko/tas,ἐφίστημι,verb,di',διά,preposition,ai)sxrokerdi/an,αἰσχροκέρδεια,noun,ou)xi\,οὐ,adverb,prosh/kousan,προσακούω,verb,pro/noian,πρόνοια,noun,peri\,περί,preposition,swthri/as,σωτηρία,noun,au)tw=n,αὐτός,pronoun,poioume/nous,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mhdei\s,μηδείς,pronoun,u(mw=n,σύ,pronoun,e)pitimh/sh|,ἐπιτιμάω,verb,tw=|,ὁ,article,lo/gw|,λόγος,noun,pikro\n,πικρός,adjective,ei)=nai,εἰμί,verb,nomi/sas,νομίζω,verb,a)lla\,ἀλλά,adverb,toi=s,ὁ,article,to\,ὁ,article,e)/rgon,ἔργον,noun,au)to\,αὐτός,pronoun,pepoihko/sin,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dia\,διά,preposition,ga\r,γάρ,particle,tou/tous,οὗτος,pronoun,toiou=to/s,τοιοῦτος,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qauma/zw,θαυμάζω,verb,d',δέ,particle,e)/gwge,ἐγώ,pronoun,ti/,τίς,pronoun,dh/,δή,particle,pote,ποτέ,particle,tw=n,ὁ,article,me\n,μέν,particle,nautw=n,ναύτης,noun,tou\s,ὁ,article,a)poleipome/nous,ἀπολείπω,verb,w(=n,ὅς,pronoun,tria/konta,τριάκοντα,noun,draxma\s,δραχμή,noun,e(/kastos,ἕκαστος,adjective,e)/xei,ἔχω,verb,mo/nas,μόνος,adjective,dou=si,δέω,verb,kai\,καί,conjunction,kola/zousin,κολάζω,verb,ou(=toi,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,de\,δέ,particle,trihra/rxwn,τριήραρχος,noun,tou\s,ὁ,article,mh\,μή,conjunction,sumple/ontas,συμπλέω,verb,w(=n,ὅς,pronoun,tria/konta,τριάκοντα,noun,mna=s,μνᾶ,noun,ei)s,εἰς,preposition,e)/kploun,ἔκπλοος,noun,ei)/lhfen,λαμβάνω,verb,e(/kastos,ἕκαστος,adjective,ou),οὐ,adverb,tau)ta\,ταυτός,adjective,poiei=q',ποιέω,verb,u(mei=s,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)a\n,ἐάν,conjunction,me\n,μέν,particle,pe/nhs,πένης,noun,w)/n,εἰμί,verb,tis,τις,pronoun,di',διά,preposition,e)/ndeian,ἔνδεια,noun,a(ma/rth|,ἁμαρτάνω,verb,toi=s,ὁ,article,e)sxa/tois,σχέθω,verb,e)pitimi/ois,ἐπιτίμιον,noun,e)ne/cetai,ἐνέχω,verb,e)a\n,ἐάν,conjunction,de\,δέ,particle,plou/sios,πλούσιος,adjective,w)\n,εἰμί,verb,di',διά,preposition,ai)sxrokerdi/an,αἰσχροκέρδεια,noun,tau)ta\,ταυτός,adjective,poih/sh|,ποιέω,verb,suggnw/mhs,συγγνώμη,adjective,teu/cetai,τεύχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,pou=,πού,adverb,to\,ὁ,article,pa/ntas,πᾶς,adjective,e)/xein,ἔχω,verb,i)/son,ἴσος,adjective,kai\,καί,conjunction,dhmokratei=sqai,δημοκρατέομαι,verb,fai/netai,φαίνω,verb,tou=ton,οὗτος,pronoun,to\n,ὁ,article,tro/pon,τρόπος,noun,u(mw=n,σύ,pronoun,tau=ta,οὗτος,pronoun,brabeuo/ntwn,βραβεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,toi/nun,τοίνυν,particle,e)/moige,ἐγώ,pronoun,dokei=,δοκέω,verb,ka)kei=n',ἐκεῖνος,pronoun,a)lo/gws,ἄλογος,adjective,e)/xein,ἔχω,verb,to\n,ὁ,article,me\n,μέν,particle,ei)po/nta,εἶπον,verb,ti,τις,pronoun,mh\,μή,conjunction,kata\,κατά,preposition,tou\s,ὁ,article,no/mous,νόμος,noun,e)a\n,ἐάν,conjunction,a(lw=|,ἁλίσκομαι,verb,to\,ὁ,article,tri/ton,τρίτος,adjective,me/ros,μέρος,noun,h)timw=sqai,ἀτιμόω,verb,tou=,ὁ,article,sw/matos,σῶμα,adjective,tou\s,ὁ,article,de\,δέ,particle,mh\,μή,conjunction,lo/gon,λόγος,noun,a)ll',ἀλλά,adverb,e)/rgon,ἔργον,noun,para/nomon,παράνομος,adjective,pepoihko/tas,ποιέω,verb,mhdemi/an,μηδείς,pronoun,dou=nai,δίδωμι,verb,di/khn,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh/n,μήν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*)aqhnai=oi,Ἀθηναῖος,proper,pa/ntes,πᾶς,adjective,u(mei=s,σύ,pronoun,fh/sete,φημί,verb,to\,ὁ,article,pro\s,πρός,preposition,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,pra/ws,πρᾶος,adjective,e)/xein,ἔχω,verb,prodida/skein,προδιδάσκω,verb,e(te/rous,ἕτερος,adjective,a)dikei=n,ἀδικέω,verb,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bou/lomai,βούλομαι,verb,toi/nun,τοίνυν,particle,e)peidh/per,ἐπεί,conjunction,parh=lqon,παρέρχομαι,verb,kai\,καί,conjunction,ta\,ὁ,article,sumbai/nont',συμβαίνω,verb,a)po\,ἀπό,preposition,tw=n,ὁ,article,toiou/twn,τοιοῦτος,adjective,u(mi=n,σύ,pronoun,diecelqei=n,διεξέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peida\n,ἐπειδάν,conjunction,ga/r,γάρ,particle,tis,τις,pronoun,misqwsa/menos,μισθόω,verb,trihrarxi/an,τριηραρχία,noun,e)kpleu/sh|,ἐκπλέω,verb,pa/ntas,πᾶς,adjective,a)nqrw/pous,ἄνθρωπος,noun,a)/gei,ἄγω,verb,kai\,καί,conjunction,fe/rei,φέρω,verb,kai\,καί,conjunction,ta\s,ὁ,article,me\n,μέν,particle,w)feli/as,ὠφέλεια,noun,i)di/a|,ἴδιος,adjective,karpou=tai,καρπόω,verb,ta\s,ὁ,article,de\,δέ,particle,di/kas,δίκη,adjective,tou/twn,οὗτος,pronoun,o(,ὁ,article,tuxw\n,τυγχάνω,verb,di/dwsin,δίδωμι,verb,u(mw=n,σύ,pronoun,kai\,καί,conjunction,mo/nois,μόνος,adjective,u(mi=n,σύ,pronoun,ou)damo/se,οὐδαμόσε,adverb,e)/stin,εἰμί,verb,a)/neu,ἄνευ,preposition,khrukei/ou,κηρύκειον,noun,badi/sai,βαδίζω,verb,dia\,διά,preposition,ta\s,ὁ,article,u(po\,ὑπό,preposition,tou/twn,οὗτος,pronoun,a)ndrolhyi/as,ἀνδροληψία,noun,kai\,καί,conjunction,su/las,σύλη,noun,kateskeuasme/nas,κατασκευάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,th=|,ὁ,article,g',γε,particle,a)lhqei/a|,ἀλήθεια,adjective,skopw=n,σκοπάω,verb,a)/n,ἄν,particle,tis,τις,pronoun,eu(/roi,εὑρίσκω,verb,ta\s,ὁ,article,toiau/tas,τοιοῦτος,adjective,trih/reis,τριήρης,noun,ou)x,οὐ,adverb,u(pe\r,ὑπέρ,preposition,u(mw=n,σύ,pronoun,a)lla\,ἀλλά,adverb,kaq',κατά,preposition,u(mw=n,σύ,pronoun,e)kpepleukui/as,ἐκπλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,ga\r,γάρ,particle,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,po/lews,πόλις,adjective,trih/rarxon,τριήραρχος,noun,ou)k,οὐ,adverb,a)po\,ἀπό,preposition,tw=n,ὁ,article,koinw=n,κοινός,adjective,prosdoka=n,προσδοκάω,verb,xrh\,χρή,verb,plouth/sein,πλουτέω,verb,a)ll',ἀλλά,adverb,a)po\,ἀπό,preposition,tw=n,ὁ,article,i)di/wn,ἴδιος,adjective,ta\,ὁ,article,th=s,ὁ,article,po/lews,πόλις,adjective,e)panorqw/sein,ἐπανορθόω,verb,ei)/per,εἴπερ,conjunction,e)/stai,εἰμί,verb,ti,τις,pronoun,tw=n,ὁ,article,deo/ntwn,δέω,verb,u(mi=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/twn,οὗτος,pronoun,de\,δέ,particle,ta)nanti/',ἐναντίος,adjective,e(/kastos,ἕκαστος,adjective,e)gnwkw\s,γιγνώσκω,verb,e)kplei=,ἐκπλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga/r,γάρ,particle,toi,σύ,pronoun,ta\,ὁ,article,tw=n,ὁ,article,au(tw=n,ἑαυτοῦ,pronoun,tro/pwn,τρόπος,noun,a(marth/mata,ἁμάρτημα,noun,tai=s,ὁ,article,u(mete/rais,ὑμέτερος,adjective,bla/bais,βλάβη,adjective,e)panorqou=ntai,ἐπανορθόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou/twn,οὗτος,pronoun,ou)de/n,οὐδείς,pronoun,e)stin,εἰμί,verb,a)/logon,ἄλογος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dedw/kate,δίδωμι,verb,ga\r,γάρ,particle,toi=s,ὁ,article,boulome/nois,βούλομαι,verb,a)dikei=n,ἀδικέω,verb,a)\n,ἄν,particle,me\n,μέν,particle,la/qwsin,λανθάνω,verb,e)/xein,ἔχω,verb,e)a\n,ἐάν,conjunction,de\,δέ,particle,lhfqw=si,λαμβάνω,verb,suggnw/mhs,συγγνώμη,adjective,tuxei=n,τυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,ou)=n,οὖν,particle,h)melhko/si,ἀμελέω,verb,do/chs,δόξα,noun,a)/deia,ἄδεια,noun,poiei=n,ποιέω,verb,o(/,ὅς,pronoun,ti,τις,pronoun,a)\n,ἄν,particle,bou/lwntai,βούλομαι,verb,ge/gonen,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,ὁ,article,me\n,μέν,particle,toi/nun,τοίνυν,particle,i)diwtw=n,ἰδιώτης,noun,tou\s,ὁ,article,meta\,μετά,preposition,tou=,ὁ,article,paqei=n,πάσχω,verb,manqa/nontas,μανθάνω,verb,a)proske/ptous,ἀπρόσκεπτος,adverb,o)noma/zomen,ὀνομάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(ma=s,σύ,pronoun,de/,δέ,particle,oi(/tines,ὅστις,pronoun,ou)de\,οὐδέ,particle,peponqo/tes,πάσχω,verb,polla/kis,πολλάκις,adverb,h)/dh,ἤδη,adverb,fula/ttesqe,φυλάσσω,verb,ti/,τίς,pronoun,tis,τις,pronoun,kale/seien,καλέω,verb,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/cion,ἄξιος,adjective,toi/nun,τοίνυν,particle,kai\,καί,conjunction,peri\,περί,preposition,tw=n,ὁ,article,suneirhko/twn,συνερέω,verb,ei)pei=n,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tws,οὕτως,adverb,ga\r,γάρ,particle,h(gou=ntai/,ἡγέομαι,verb,tines,τις,pronoun,e)cousi/an,ἐξουσία,noun,ei)=nai,εἰμί,verb,sfi/sin,σφεῖς,pronoun,kai\,καί,conjunction,poiei=n,ποιέω,verb,o(/,ὅς,pronoun,ti,τις,pronoun,bou/lontai,βούλομαι,verb,kai\,καί,conjunction,le/gein,λέγω,verb,par',παρά,preposition,u(mi=n,σύ,pronoun,w(/ste,ὥστε,conjunction,tw=n,ὁ,article,to/te,τότε,adverb,sugkathgorou/ntwn,συγκατηγορέω,verb,met',μετά,preposition,*)aristofw=ntos,Ἀριστοφών,proper,kai\,καί,conjunction,pikrw=n,πικρός,adjective,o)/ntwn,εἰμί,verb,toi=s,ὁ,article,memisqwko/si,μισθόω,verb,ta\s,ὁ,article,trihrarxi/as,τριηραρχία,noun,nu=n,νῦν,adverb,keleu/ousi/,κελεύω,verb,tines,τις,pronoun,tou/tous,οὗτος,pronoun,stefanw=sai,στεφανόω,verb,kai\,καί,conjunction,duoi=n,δύο,adjective,qa/teron,ἕτερος,adjective,e)cele/gxousin,ἐξελέγχω,verb,au(tou/s,ἑαυτοῦ,pronoun,h)\,ἠέ,conjunction,to/t',τότε,adverb,e)kei/nous,ἐκεῖνος,pronoun,a)di/kws,ἄδικος,adjective,sukofantou=ntes,συκοφαντέω,verb,h)\,ἠέ,conjunction,nu=n,νῦν,adverb,toi=sd',ὅδε,pronoun,e)pi\,ἐπί,preposition,misqw=|,μισθός,noun,sunhgorou=ntes,συνηγορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,
