word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS
w(s,ὡς,conjunction,toi/nun,τοίνυν,particle,kai\,καί,conjunction,par',παρά,preposition,e(/teron,ἕτερος,adjective,no/mon,νόμος,noun,memartu/rhken,μαρτυρέω,verb,e)pidei=cai,ἐπιδείκνυμι,verb,u(mi=n,σύ,pronoun,bou/lomai,βούλομαι,verb,i(/na,ἵνα,conjunction,ei)dh=te,οἶδα,verb,o(/ti,ὅστις,pronoun,mega/lwn,μέγας,adverb,a)dikhma/twn,ἀδίκημα,noun,ou)k,οὐ,adverb,e)/xwn,ἔχω,verb,katafugh\n,καταφυγή,noun,o(,ὁ,article,*formi/wn,Φορμίων,proper,pro/fasin,πρόφασις,noun,labw\n,λαμβάνω,verb,lo/gw|,λόγος,noun,th\n,ὁ,article,pro/klhsin,πρόκλησις,noun,e)/rgw|,ἔργον,noun,au)to\s,αὐτός,pronoun,au(tw=|,ἑαυτοῦ,pronoun,memartu/rhke,μαρτυρέω,verb,prosthsa/menos,προίστημι,verb,tou/tous,οὗτος,pronoun,di',διά,preposition,w(=n,ὅς,pronoun,oi(,ὁ,article,me\n,μέν,particle,dikastai\,δικαστής,noun,e)chpath/qhsan,ἐξαπατάω,verb,w(s,ὡς,conjunction,a)lhqh=,ἀληθής,adjective,tou/twn,οὗτος,pronoun,marturou/ntwn,μαρτυρέω,verb,e)gw\,ἐγώ,pronoun,de\,δέ,particle,a)pesterh/qhn,ἀποστερέω,verb,w(=n,ὅς,pronoun,o(,ὁ,article,path/r,πατήρ,noun,moi,ἐγώ,pronoun,kate/lipen,καταλιμπάνω,verb,xrhma/twn,χρῆμα,adjective,kai\,καί,conjunction,tou=,ὁ,article,di/khn,δίκη,adjective,labei=n,λαμβάνω,verb,peri\,περί,preposition,w(=n,ὅς,pronoun,a)dikou=mai,ἀδικέω,verb,,,,,,,,,,,,,,,,,,
marturei=n,μαρτυρέω,verb,ga\r,γάρ,particle,oi(,ὁ,article,no/moi,νόμος,noun,ou)k,οὐ,adverb,e)w=sin,ἀίω,verb,au)to\n,αὐτός,pronoun,au(tw=|,ἑαυτοῦ,pronoun,ou)/t',οὔτε,adverb,e)pi\,ἐπί,preposition,tai=s,ὁ,article,grafai=s,γραφή,noun,ou)/t',οὔτε,adverb,e)pi\,ἐπί,preposition,tai=s,ὁ,article,di/kais,δίκη,adjective,ou)/t',οὔτε,adverb,e)n,ἐν,preposition,tai=s,ὁ,article,eu)qu/nais,εὔθυνα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,toi/nun,τοίνυν,particle,*formi/wn,Φορμίων,proper,au)to\s,αὐτός,pronoun,au(tw=|,ἑαυτοῦ,pronoun,memartu/rhken,μαρτυρέω,verb,o(po/te,ὁπότε,adverb,fasi\n,φημί,verb,ou(=toi,οὗτος,pronoun,a)kou/santes,ἀκούω,verb,e)kei/nou,ἐκεῖνος,pronoun,tau=ta,οὗτος,pronoun,memarturhke/nai,μαρτυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/na,ἵνα,conjunction,de\,δέ,particle,ei)dh=te,οἶδα,verb,a)kribw=s,ἀκριβῶς,adverb,au)to\n,αὐτός,pronoun,to\n,ὁ,article,no/mon,νόμος,noun,moi,ἐγώ,pronoun,a)na/gnwqi,ἀναγιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=n,ὁ,article,a)ntidi/koin,ἀντίδικος,adjective,e)pa/nagkes,ἐπανάγκης,adjective,ei)=nai,εἰμί,verb,a)pokri/nasqai,ἀποκρίνω,verb,a)llh/lois,ἀλλήλων,pronoun,to\,ὁ,article,e)rwtw/menon,ἐρωτάω,verb,marturei=n,μαρτυρέω,verb,de\,δέ,particle,mh/,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ske/yasqe,σκέπτομαι,verb,toi/nun,τοίνυν,particle,toutoni\,οὗτος,pronoun,to\n,ὁ,article,no/mon,νόμος,noun,o(\s,ὅς,pronoun,keleu/ei,κελεύω,verb,u(podi/kous,ὑπόδικος,adjective,ei)=nai,εἰμί,verb,tw=n,ὁ,article,yeudomarturi/wn,ψευδομαρτυρέω,verb,kai\,καί,conjunction,kat',κατά,preposition,au)to\,αὐτός,pronoun,tou=to,οὗτος,pronoun,o(/ti,ὅστις,pronoun,marturei=,μαρτύρομαι,verb,para\,παρά,preposition,to\n,ὁ,article,no/mon,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stw,εἰμί,verb,de\,δέ,particle,kai\,καί,conjunction,u(po/dikos,ὑπόδικος,adjective,tw=n,ὁ,article,yeudomarturi/wn,ψευδομαρτυρέω,verb,o(,ὁ,article,marturh/sas,μαρτυρέω,verb,au)tou=,αὐτός,pronoun,tou/tou,οὗτος,pronoun,o(/ti,ὅστις,pronoun,marturei=,μαρτύρομαι,verb,para\,παρά,preposition,to\n,ὁ,article,no/mon,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,o(,ὁ,article,probalo/menos,προβάλλω,verb,kata\,κατά,preposition,tau)ta/,ταυτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,toi/nun,τοίνυν,particle,ka)\n,κἀν,conjunction,a)po\,ἀπό,preposition,tou=,ὁ,article,grammatei/ou,γραμματεῖον,noun,gnoi/h,γιγνώσκω,verb,tis,τις,pronoun,e)n,ἐν,preposition,w(=|,ὅς,pronoun,h(,ὁ,article,marturi/a,μαρτυρία,noun,ge/graptai,γράφω,verb,o(/ti,ὅστις,pronoun,ta\,ὁ,article,yeudh=,ψευδής,adverb,memartu/rhken,μαρτυρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leleukwme/non,λευκόω,verb,te,τε,particle,ga/r,γάρ,particle,e)stin,εἰμί,verb,kai\,καί,conjunction,oi)/koqen,οἴκοθεν,adverb,kateskeuasme/non,κατασκευάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,tou\s,ὁ,article,me\n,μέν,particle,ta\,ὁ,article,pepragme/na,πράσσω,verb,marturou=ntas,μαρτυρέω,verb,prosh/kei,προσήκω,verb,oi)/koqen,οἴκοθεν,adverb,ta\s,ὁ,article,marturi/as,μαρτυρία,noun,kateskeuasme/nas,κατασκευάζω,verb,marturei=n,μαρτυρέω,verb,tou\s,ὁ,article,de\,δέ,particle,ta\s,ὁ,article,proklh/seis,πρόκλησις,noun,marturou=ntas,μαρτυρέω,verb,tou\s,ὁ,article,a)po\,ἀπό,preposition,tau)toma/tou,αὐτόματος,adjective,prossta/ntas,προσίστημι,verb,e)n,ἐν,preposition,ma/lqh|,μάλθα,noun,gegramme/nhn,γράφω,verb,th\n,ὁ,article,marturi/an,μαρτυρία,noun,i(/na,ἵνα,conjunction,e)a/n,ἐάν,conjunction,ti,τις,pronoun,prosgra/yai,προσγράφω,verb,h)\,ἠέ,conjunction,a)palei=yai,ἀπαλείφω,verb,boulhqh=|,βούλομαι,verb,r(a/|dion,ῥαίδιον,noun,h)=|,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,kata\,κατά,preposition,me\n,μέν,particle,tau=ta,οὗτος,pronoun,pa/nta,πᾶς,adjective,e)cele/gxetai,ἐξελέγχω,verb,ta\,ὁ,article,yeudh=,ψευδής,adverb,memarturhkw\s,μαρτυρέω,verb,kai\,καί,conjunction,para\,παρά,preposition,to\n,ὁ,article,no/mon,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bou/lomai,βούλομαι,verb,d',δέ,particle,u(mi=n,σύ,pronoun,kai\,καί,conjunction,au)to\,αὐτός,pronoun,tou=to,οὗτος,pronoun,e)pidei=cai,ἐπιδείκνυμι,verb,w(s,ὡς,conjunction,ou)/te,οὔτε,adverb,die/qeto,διατίθημι,verb,o(,ὁ,article,path\r,πατήρ,noun,h(mw=n,ἐγώ,pronoun,diaqh/khn,διαθήκη,noun,ou)demi/an,οὐδείς,pronoun,ou)/q',οὔτε,adverb,oi(,ὁ,article,no/moi,νόμος,noun,e)w=sin,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga/r,γάρ,particle,tis,τις,pronoun,e)/roito,ἔρομαι,verb,u(ma=s,σύ,pronoun,kaq',κατά,preposition,o(poi/ous,ὁποῖος,adjective,no/mous,νόμος,noun,dei=,δέομαι,verb,politeu/esqai,πολιτεύω,verb,h(ma=s,ἐγώ,pronoun,dh=lon,δῆλος,adjective,o(/ti,ὅστις,pronoun,a)pokri/naisq',ἀποκρίνω,verb,a)\n,ἄν,particle,kata\,κατά,preposition,tou\s,ὁ,article,keime/nous,κεῖμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,mh\n,μήν,particle,oi(/,ἕ,pronoun,ge,γε,particle,no/moi,νόμος,noun,a)pagoreu/ousi,ἀπαγορεύω,verb,mhde\,μηδέ,particle,no/mon,νόμος,noun,e)cei=nai,ἔξεστι,verb,e)p',ἐπί,preposition,a)ndri\,ἀνδρίς,noun,qei=nai,θείνω,verb,a)\n,ἄν,particle,mh\,μή,conjunction,to\n,ὁ,article,au)to\n,αὐτός,pronoun,e)f',ἐπί,preposition,a(/pasin,ἅπας,adjective,*)aqhnai/ois,Ἀθήναια,proper,ou)kou=n,οὐκοῦν,adverb,o(,ὁ,article,me\n,μέν,particle,no/mos,νόμος,noun,ou(tosi\,οὗτος,pronoun,toi=s,ὁ,article,au)toi=s,αὐτός,pronoun,no/mois,νόμος,noun,politeu/esqai,πολιτεύω,verb,h(ma=s,ἐγώ,pronoun,keleu/ei,κελεύω,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,a)/llous,ἄλλος,adjective,a)/llois,ἄλλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,path\r,πατήρ,noun,e)teleu/thsen,τελευτάω,verb,e)pi\,ἐπί,preposition,*dusnikh/tou,Δυσνίκητος,proper,a)/rxontos,ἄρχω,verb,o(,ὁ,article,de\,δέ,particle,*formi/wn,Φορμίων,proper,*)aqhnai=os,Ἀθηναῖος,proper,e)ge/neto,γίγνομαι,verb,e)pi\,ἐπί,preposition,*nikofh/mou,Νικόφημος,proper,a)/rxontos,ἄρχω,verb,deka/tw|,δέκατος,adjective,e)/tei,ἔτος,noun,u(/steron,ὕστερος,adjective,h)\,ἠέ,conjunction,o(,ὁ,article,path\r,πατήρ,noun,h(mw=n,ἐγώ,pronoun,a)pe/qanen,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pw=s,πῶς,adverb,a)\n,ἄν,particle,ou)=n,οὖν,particle,mh\,μή,conjunction,ei)dw\s,οἶδα,verb,o(,ὁ,article,path\r,πατήρ,noun,au)to\n,αὐτός,pronoun,*)aqhnai=on,Ἀθηναῖος,proper,e)so/menon,εἰμί,verb,e)/dwken,δίδωμι,verb,a)\n,ἄν,particle,th\n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,gunai=ka,γυνή,noun,kai\,καί,conjunction,prou)phla/kise,προπηλακίζω,verb,me\n,μέν,particle,a)\n,ἄν,particle,h(ma=s,ἐγώ,pronoun,katefro/nhse,καταφρονέω,verb,d',δέ,particle,a)\n,ἄν,particle,th=s,ὁ,article,dwrea=s,δωρεά,noun,h(=s,ὅς,pronoun,par',παρά,preposition,u(mw=n,σύ,pronoun,e)/laben,λάπτω,verb,parei=de,παρεῖδον,verb,d',δέ,particle,a)\n,ἄν,particle,tou\s,ὁ,article,no/mous,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/tera,πότερος,adjective,de\,δέ,particle,ka/llion,κάλλιον,adverb,h)=n,εἰμί,verb,au)tw=|,αὐτός,pronoun,zw=nti,ζάω,verb,pra=cai,πράσσω,verb,tau=ta,οὗτος,pronoun,ei)/per,εἴπερ,conjunction,e)bou/leto,βούλομαι,verb,h)\,ἠέ,conjunction,a)poqano/nta,ἀποθνήσκω,verb,diaqh/kas,διαθήκη,noun,katalipei=n,καταλιμπάνω,verb,a(\s,ὅς,pronoun,ou),οὐ,adverb,ku/rios,κῦρος,noun,h)=n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,mh\n,μήν,particle,au)tw=n,αὐτός,pronoun,tw=n,ὁ,article,no/mwn,νόμος,noun,a)kou/santes,ἀκούω,verb,gnw/sesqe,γιγνώσκω,verb,w(s,ὡς,conjunction,ou),οὐ,adverb,ku/rios,κῦρος,noun,h)=n,εἰμί,verb,diaqe/sqai,διατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le/ge,λέγω,verb,to\n,ὁ,article,no/mon,νόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/soi,ὅσος,adjective,mh\,μή,conjunction,e)pepoi/hnto,ποιέω,verb,w(/ste,ὥστε,conjunction,mh/te,μήτε,particle,a)peipei=n,ἀπεῖπον,verb,mh/t',μήτε,particle,e)pidika/sasqai,ἐπιδικάζω,verb,o(/te,ὅτε,conjunction,*so/lwn,Σόλων,proper,ei)sh/|ei,εἴσειμι,verb,th\n,ὁ,article,a)rxh/n,ἀρχή,noun,ta\,τίς,pronoun,e(autou=,ἑαυτοῦ,pronoun,diaqe/sqai,διατίθημι,verb,ei)=nai,εἰμί,verb,o(/pws,ὅπως,conjunction,a)\n,ἄν,particle,e)qe/lh|,ἐθέλω,verb,a)\n,ἄν,particle,mh\,μή,conjunction,pai=des,παῖς,adjective,w)=si,εἰμί,verb,gnh/sioi,γνήσιος,adjective,a)/rrenes,ἄρσην,noun,a)\n,ἄν,particle,mh\,μή,conjunction,maniw=n,μανία,noun,h)\,ἠέ,conjunction,gh/rws,γῆρας,noun,h)\,ἠέ,conjunction,farma/kwn,φάρμακον,noun,h)\,ἠέ,conjunction,no/sou,νόσος,noun,e(/neka,ἕνεκα,preposition,h)\,ἠέ,conjunction,gunaiki\,γυνή,noun,peiqo/menos,πείθω,verb,u(po\,ὑπό,preposition,tou/twn,οὗτος,pronoun,tou,τις,pronoun,paranow=n,παρανοέω,verb,h)\,ἠέ,conjunction,u(p',ὑπό,preposition,a)na/gkhs,ἀνάγκη,noun,h)\,ἠέ,conjunction,u(po\,ὑπό,preposition,desmou=,δεσμός,noun,katalhfqei/s,καταλαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,me\n,μέν,particle,no/mou,νόμος,noun,toi/nun,τοίνυν,particle,a)khko/ate,ἀκούω,verb,o(\s,ὅς,pronoun,ou)k,οὐ,adverb,e)a=|,ἀίω,verb,diaqh/kas,διαθήκη,noun,diaqe/sqai,διατίθημι,verb,e)a\n,ἐάν,conjunction,pai=des,παῖς,adjective,w)=si,εἰμί,verb,gnh/sioi,γνήσιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(=toi,οὗτος,pronoun,de/,δέ,particle,fasi,φημί,verb,tau=ta,οὗτος,pronoun,diaqe/sqai,διατίθημι,verb,to\n,ὁ,article,pate/ra,πατήρ,noun,w(s,ὡς,conjunction,de\,δέ,particle,parege/nonto,παραγίγνομαι,verb,ou)k,οὐ,adverb,e)/xousin,ἔχω,verb,e)pidei=cai,ἐπιδείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/cion,ἄξιος,adjective,de\,δέ,particle,kai\,καί,conjunction,to/de,ὅδε,pronoun,e)nqumhqh=nai,ἐνθυμέομαι,verb,o(/ti,ὅστις,pronoun,o(/soi,ὅσος,adjective,mh\,μή,conjunction,e)pepoi/hnto,ποιέω,verb,a)ll',ἀλλά,adverb,h)=san,εἰμί,verb,pefuko/tes,φύω,verb,gnh/sioi,γνήσιος,adjective,tou/tois,οὗτος,pronoun,o(,ὁ,article,no/mos,νόμος,noun,di/dwsin,δίδωμι,verb,e)a\n,ἐάν,conjunction,a)/paides,ἄπαις,noun,w)=sin,εἰμί,verb,diaqe/sqai,διατίθημι,verb,ta\,ὁ,article,e(autw=n,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,toi/nun,τοίνυν,particle,path\r,πατήρ,noun,h(mw=n,ἐγώ,pronoun,e)pepoi/hto,ποιέω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,dh/mou,δῆμος,noun,poli/ths,πολίτης,noun,w(/ste,ὥστε,conjunction,ou)de\,οὐδέ,particle,kata\,κατά,preposition,tou=to,οὗτος,pronoun,e)ch=n,ἔξεστι,verb,au)tw=|,αὐτός,pronoun,diaqe/sqai,διατίθημι,verb,diaqh/khn,διαθήκη,noun,a)/llws,ἄλλως,adverb,te,τε,particle,kai\,καί,conjunction,peri\,περί,preposition,th=s,ὁ,article,gunaiko/s,γυνή,noun,h(=s,ὅς,pronoun,ou)de\,οὐδέ,particle,ku/rios,κῦρος,noun,e)k,ἐκ,preposition,tw=n,ὁ,article,no/mwn,νόμος,noun,h)=n,εἰμί,verb,pai=de/s,παῖς,adjective,te,τε,particle,h)=san,εἰμί,verb,au)tw=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ske/yasqe,σκέπτομαι,verb,de\,δέ,particle,kai\,καί,conjunction,dio/ti,διότι,conjunction,ou)d',οὐδέ,particle,a)\n,ἄν,particle,a)/pais,ἄπαις,noun,tis,τις,pronoun,h)=|,εἰμί,verb,ku/rio/s,κῦρος,noun,e)sti,εἰμί,verb,ta\,ὁ,article,au(tou=,ἑαυτοῦ,pronoun,diaqe/sqai,διατίθημι,verb,e)a\n,ἐάν,conjunction,mh\,μή,conjunction,eu)=,εὖ,adverb,fronh=|,φρονέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
