word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS
to\n,ὁ,article,ga\r,γάρ,particle,e)pibouleu/santa,ἐπιβουλεύω,verb,keleu/ei,κελεύω,verb,fone/a,φονεύς,noun,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,pw=s,πῶς,adverb,a)\n,ἄν,particle,e)pibouleu/saimi,ἐπιβουλεύω,verb,au)tw=|,αὐτός,pronoun,o(/,ὅς,pronoun,ti,τις,pronoun,mh\,μή,conjunction,kai\,καί,conjunction,e)pebouleu/qhn,ἐπιβουλεύω,verb,u(p',ὑπό,preposition,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=s,ὁ,article,ga\r,γάρ,particle,au)toi=s,αὐτός,pronoun,a)muno/menos,ἀμύνω,verb,au)to\n,αὐτός,pronoun,kai\,καί,conjunction,ta\,ὁ,article,au)ta\,αὐτός,pronoun,drw=n,δράω,verb,a(/per,ὅς,pronoun,e)/pasxon,πάσχω,verb,safe\s,σαφής,adverb,o(\ti,ὅστις,pronoun,ta\,ὁ,article,au)ta\,αὐτός,pronoun,e)pebou/leusa,ἐπιβουλεύω,verb,kai\,καί,conjunction,e)pebouleu/qhn,ἐπιβουλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de/,δέ,particle,tis,τις,pronoun,e)k,ἐκ,preposition,tw=n,ὁ,article,plhgw=n,πλήξ,noun,to\n,ὁ,article,qa/naton,θάνατος,adjective,oi)o/menos,οἴομαι,verb,gene/sqai,γίγνομαι,verb,fone/a,φονεύς,noun,me,ἐγώ,pronoun,au)tou=,αὐτός,pronoun,h(gei=tai,ἡγέομαι,verb,ei)=nai,εἰμί,verb,a)ntilogisa/sqw,ἀντιλογίζομαι,verb,o(/ti,ὅστις,pronoun,dia\,διά,preposition,to\n,ὁ,article,a)/rcanta,ἄρχω,verb,ai(,ὁ,article,plhgai\,πληγή,noun,geno/menai,γίγνομαι,verb,tou=ton,οὗτος,pronoun,ai)/tion,αἴτιος,adjective,tou=,ὁ,article,qana/tou,θάνατος,adjective,kai\,καί,conjunction,ou)k,οὐ,adverb,e)me\,ἐγώ,pronoun,a)pofai/nousin,ἀποφαίνω,verb,o)/nta,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)\n,ἄν,particle,h)muna/mhn,ἀμύνω,verb,mh\,μή,conjunction,tupto/menos,τύπτω,verb,u(p',ὑπό,preposition,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)poluo/menos,ἀπολύω,verb,de\,δέ,particle,u(po/,ὑπό,preposition,te,τε,particle,tou=,ὁ,article,ltno/mou,,,u(po/,ὑπό,preposition,te,τε,particle,tou=gt,,,a)/rcantos,ἄρχω,verb,th=s,ὁ,article,plhgh=s,πληγή,noun,e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ou)deni\,οὐδείς,pronoun,tro/pw|,τρόπος,noun,foneu\s,φονεύς,noun,au)tou=,αὐτός,pronoun,ei)mi,εἰμί,verb,o(,ὁ,article,de\,δέ,particle,a)poqanw/n,ἀποθνήσκω,verb,ei),εἰ,conjunction,me\n,μέν,particle,a)tuxi/a|,ἀτυχία,noun,te/qnhken,θνήσκω,verb,th=|,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,a)tuxi/a,ἀτυχία,noun,ke/xrhtai,χράω,verb,h)tu/xhse,ἀτυχέω,verb,ga\r,γάρ,particle,a)/rcas,ἄρχω,verb,th=s,ὁ,article,plhgh=s,πληγή,noun,ei),εἰ,conjunction,d',δέ,particle,a)bouli/a,ἀβουλία,noun,tini/,τις,pronoun,th=|,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,a)bouli/a|,ἀβουλία,noun,die/fqartai,διαφθείρω,verb,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,eu)=,εὖ,adverb,fronw=n,φρονέω,verb,e)/tupte/,τύπτω,verb,me,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,me\n,μέν,particle,ou)=n,οὖν,particle,ou),οὐ,adverb,dikai/ws,δίκαιος,adjective,kathgorou=mai,κατηγορέω,verb,e)pide/deiktai/,ἐπιδείκνυμι,verb,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)qe/lw,ἐθέλω,verb,de\,δέ,particle,tou\s,ὁ,article,kathgorou=nta/s,κατηγορέω,verb,mou,ἐγώ,pronoun,pa=sin,πᾶς,adjective,oi(=s,ὅς,pronoun,e)gkalou=sin,ἐγκαλέω,verb,e)no/xous,ἔνοχος,adjective,au)tou\s,αὐτός,pronoun,o)/ntas,εἰμί,verb,a)podei=cai,ἀποδείκνυμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaqarw=|,καθαρός,adjective,me/n,μέν,particle,moi,ἐγώ,pronoun,th=s,ὁ,article,ai)ti/as,αἰτία,noun,o)/nti,εἰμί,verb,fo/non,φόνος,noun,e)pikalou=ntes,ἐπικαλέω,verb,a)posterou=ntes,ἀποστερέω,verb,de/,δέ,particle,me,ἐγώ,pronoun,tou=,ὁ,article,bi/ou,βίος,adjective,o(\n,ὅς,pronoun,o(,ὁ,article,qeo\s,θεός,noun,pare/dwke/,παραδίδωμι,verb,moi,ἐγώ,pronoun,peri\,περί,preposition,to\n,ὁ,article,qeo\n,θεός,noun,a)sebou=sin,ἀσεβέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)di/kws,ἄδικος,adjective,de\,δέ,particle,qa/naton,θάνατος,adjective,e)pibouleu/ontes,ἐπιβουλεύω,verb,ta/,τίς,pronoun,te,τε,particle,no/mima,νόμιμος,adjective,sugxe/ousi,συγχέω,verb,fonh=s,φονεύς,noun,te/,τε,particle,mou,ἐγώ,pronoun,gi/gnontai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nosi/ws,ἀνόσιος,adjective,d',δέ,particle,a)poktei=nai,ἀποκτείνω,verb,u(ma=s,σύ,pronoun,me,ἐγώ,pronoun,pei/qontes,πείθω,verb,kai\,καί,conjunction,th=s,ὁ,article,u(mete/ras,ὑμέτερος,adjective,eu)sebei/as,εὐσέβεια,noun,au)toi\,αὐτός,pronoun,fonh=s,φονεύς,noun,ei)si/,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tois,οὗτος,pronoun,me\n,μέν,particle,ou)=n,οὖν,particle,o(,ὁ,article,qeo\s,θεός,noun,e)piqei/h,ἐπιτίθημι,verb,th\n,ὁ,article,di/khn,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(ma=s,σύ,pronoun,de\,δέ,particle,xrh\,χρή,verb,to\,ὁ,article,u(me/teron,ὑμέτερος,adjective,skopou=ntas,σκοπάω,verb,a)polu=sai/,ἀπολύω,verb,me,ἐγώ,pronoun,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,katalabei=n,καταλαμβάνω,verb,bou/lesqai,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)di/kws,ἄδικος,adjective,me\n,μέν,particle,ga\r,γάρ,particle,a)poluqei/s,ἀπολύω,verb,dia\,διά,preposition,to\,ὁ,article,mh\,μή,conjunction,o)rqw=s,ὀρθός,adjective,u(ma=s,σύ,pronoun,didaxqh=nai,διδάσκω,verb,a)pofugw/n,ἀποφεύγω,verb,tou=,ὁ,article,mh\,μή,conjunction,dida/cantos,διδάσκω,verb,kai\,καί,conjunction,ou)x,οὐ,adverb,u(me/teron,ὑμέτερος,adjective,to\n,ὁ,article,prostro/paion,προσχράω,verb,tou=,ὁ,article,a)poqano/ntos,ἀποθνήσκω,verb,katasth/sw,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mh\,μή,conjunction,o)rqw=s,ὀρθός,adjective,de\,δέ,particle,katalhfqei\s,καταλαμβάνω,verb,u(f',ὑπό,preposition,u(mw=n,σύ,pronoun,u(mi=n,σύ,pronoun,kai\,καί,conjunction,ou),οὐ,adverb,tou/tw|,οὗτος,pronoun,to\,ὁ,article,mh/nima,μήνιμα,noun,tw=n,ὁ,article,a)lithri/wn,ἀλιτήριος,adjective,prostre/yomai,προστρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=t',οὗτος,pronoun,ou)=n,οὖν,particle,ei)do/tes,οἶδα,verb,toutoisi\,οὗτος,pronoun,to\,ὁ,article,a)se/bhma,ἀσέβημα,noun,tou=to,οὗτος,pronoun,a)naqe/ntes,ἀνατίθημι,verb,au)toi/,αὐτός,pronoun,te,τε,particle,kaqaroi\,καθαρός,adjective,th=s,ὁ,article,ai)ti/as,αἰτία,noun,ge/nesqe,γίγνομαι,verb,e)me/,ἐγώ,pronoun,te,τε,particle,o(si/ws,ὅσιος,adjective,kai\,καί,conjunction,dikai/ws,δίκαιος,adjective,a)polu/ete,ἀπολύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,ga\r,γάρ,particle,a)\n,ἄν,particle,kaqarw/tatoi,καθαρός,adjective,pa/ntes,πᾶς,adjective,oi(,ὁ,article,poli=tai,πολίτης,noun,ei)/hmen,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to/n,οὗτος,pronoun,te,τε,particle,ou),οὐ,adverb,qauma/zw,θαυμάζω,verb,a)no/sia,ἀνόσιος,adjective,dra/santa,δράω,verb,o(/moia,ὅμοιος,adjective,oi(=s,ὅς,pronoun,ei)/rgastai,ἐργάζομαι,verb,le/gein,λέγω,verb,u(mi=n,σύ,pronoun,te,τε,particle,suggignw/skw,συγγιγνώσκω,verb,boulome/nois,βούλομαι,verb,th\n,ὁ,article,a)kri/beian,ἀκρίβεια,noun,tw=n,ὁ,article,praxqe/ntwn,πράσσω,verb,maqei=n,μανθάνω,verb,toiau=ta,τοιοῦτος,adjective,a)ne/xesqai,ἀνέχω,verb,a)kou/ontas,ἀκούω,verb,au)tou=,αὐτός,pronoun,a(\,ὅς,pronoun,e)kba/llesqai,ἐκβάλλω,verb,a)/cia/,ἄξιος,adjective,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,ga\r,γάρ,particle,a)/ndra,ἀνήρ,noun,o(mologw=n,ὁμολογέω,verb,tu/ptein,τύπτω,verb,ta\s,ὁ,article,plhga\s,πληγάς,noun,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,a)pe/qanen,ἀποθνήσκω,verb,au)to\s,αὐτός,pronoun,me\n,μέν,particle,tou=,ὁ,article,teqnhko/tos,θνήσκω,verb,ou)/,οὐ,adverb,fhsi,φημί,verb,foneu\s,φονεύς,noun,ei)=nai,εἰμί,verb,h(ma=s,ἐγώ,pronoun,de\,δέ,particle,tou\s,ὁ,article,timwrou=ntas,τιμωρέω,verb,au)tw=|,αὐτός,pronoun,zw=n,ζάω,verb,te,τε,particle,kai\,καί,conjunction,ble/pwn,βλέπω,verb,fone/as,φονεύς,noun,au(tou=,ἑαυτοῦ,pronoun,fhsin,φημί,verb,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qe/lw,ἐθέλω,verb,de\,δέ,particle,kai\,καί,conjunction,ta)=lla,ἄλλος,adjective,paraplh/sia,παραπλήσιος,adjective,a)pologhqe/nta,ἀπολογέομαι,verb,tou/tois,οὗτος,pronoun,e)pidei=cai,ἐπιδείκνυμι,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=pe,εἶπον,verb,de\,δέ,particle,prw=ton,πρότερος,adjective,me/n,μέν,particle,ei),εἰ,conjunction,kai\,καί,conjunction,e)k,ἐκ,preposition,tw=n,ὁ,article,plhgw=n,πλήξ,noun,a)pe/qanen,ἀποθνήσκω,verb,o(,ὁ,article,a)nh/r,ἀνήρ,noun,w(s,ὡς,conjunction,ou)k,οὐ,adverb,a)pe/kteinen,ἀποκτείνω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,ga\r,γάρ,particle,a)/rcanta,ἄρχω,verb,th=s,ὁ,article,plhgh=s,πληγή,noun,tou=ton,οὗτος,pronoun,ai)/tion,αἴτιος,adjective,tw=n,ὁ,article,praxqe/ntwn,πράσσω,verb,geno/menon,γίγνομαι,verb,katalamba/nesqai,καταλαμβάνω,verb,u(po\,ὑπό,preposition,tou=,ὁ,article,no/mou,νόμος,noun,a)/rcai,ἄρχω,verb,de\,δέ,particle,to\n,ὁ,article,a)poqano/nta,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ma/qete,μανθάνω,verb,dh\,δή,particle,prw=ton,πρότερος,adjective,me\n,μέν,particle,o(/ti,ὅστις,pronoun,a)/rcai,ἄρχω,verb,kai\,καί,conjunction,paroinei=n,παροινέω,verb,tou\s,ὁ,article,newte/rous,νέος,adjective,tw=n,ὁ,article,presbute/rwn,πρέσβυς,noun,ei)ko/tero/n,εἰκότως,adverb,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,h(/,ὅς,pronoun,te,τε,particle,megalofrosu/nh,μεγαλοφροσύνη,noun,tou=,ὁ,article,ge/nous,γένος,noun,h(/,ὅς,pronoun,te,τε,particle,a)kmh\,ἀκμή,noun,th=s,ὁ,article,r(w/mhs,ῥώμη,noun,h(/,ὅς,pronoun,te,τε,particle,a)peiri/a,ἀπειρία,noun,th=s,ὁ,article,me/qhs,μέθη,noun,e)pai/rei,ἐφαιρέομαι,verb,tw=|,ὁ,article,qumw=|,θυμός,noun,xari/zesqai,χαρίζομαι,verb,tou\s,ὁ,article,de\,δέ,particle,h(/,ὅς,pronoun,te,τε,particle,e)mpeiri/a,ἐμπειρία,noun,tw=n,ὁ,article,paroinoume/nwn,παροινέω,verb,h(/,ὅς,pronoun,te,τε,particle,a)sqe/neia,ἀσθένεια,noun,tou=,ὁ,article,gh/rws,γῆρας,noun,h(/,ὅς,pronoun,te,τε,particle,du/namis,δύναμις,adjective,tw=n,ὁ,article,ne/wn,νέος,adjective,fobou=sa,φοβέω,verb,swfroni/zei,σωφρονίζω,verb,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,ou)de\,οὐδέ,particle,toi=s,ὁ,article,au)toi=s,αὐτός,pronoun,a)lla\,ἀλλά,adverb,toi=s,ὁ,article,e)nantiwta/tois,ἐναντίος,adjective,h)mu/nato,ἀμύνω,verb,au)to/n,αὐτός,pronoun,au)to\,αὐτός,pronoun,to\,ὁ,article,e)/rgon,ἔργον,noun,shmai/nei,σημαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,a)kmazou/sh|,ἀκμάζω,verb,th=|,ὁ,article,r(w/mh|,ῥώμη,noun,tw=n,ὁ,article,xeirw=n,χείρ,noun,xrw/menos,χράομαι,verb,a)pe/kteinen,ἀποκτείνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,a)duna/tws,ἀδύνατος,adjective,to\n,ὁ,article,krei/ssona,κρείσσων,verb,a)muno/menos,ἀμύνω,verb,ou)de\,οὐδέ,particle,shmei=on,σημεῖον,noun,ou)de\n,οὐδείς,pronoun,w(=n,ὅς,pronoun,h)mu/nato,ἀμύνω,verb,u(polipw/n,ὑπολείπω,verb,a)pe/qanen,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,tai=s,ὁ,article,xersi\n,χείρ,noun,a)pe/kteine,ἀποκτείνω,verb,kai\,καί,conjunction,ou),οὐ,adverb,sidh/rw|,σίδηρον,noun,o(/son,ὅσος,adjective,ai(,ὁ,article,xei=res,χείρ,noun,tou=,ὁ,article,sidh/rou,σίδηρον,noun,oi)keio/terai,οἰκεῖος,adjective,tou/tw|,οὗτος,pronoun,ei)si/,εἰμί,verb,tosou/tw|,τοσοῦτος,adjective,ma=llon,μᾶλλον,adverb,foneu/s,φονεύς,noun,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)to/lmhse,τολμάω,verb,de\,δέ,particle,ei)pei=n,εἶπον,verb,w(s,ὡς,conjunction,o(,ὁ,article,a)/rcas,ἄρχω,verb,th=s,ὁ,article,plhgh=s,πληγή,noun,kai\,καί,conjunction,mh\,μή,conjunction,diafqei/ras,διαφθείρω,verb,ma=llon,μᾶλλον,adverb,tou=,ὁ,article,a)poktei/nantos,ἀποκτείνω,verb,foneu/s,φονεύς,noun,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=ton,οὗτος,pronoun,ga\r,γάρ,particle,bouleuth\n,βουλευτός,adjective,tou=,ὁ,article,qana/tou,θάνατος,adjective,fhsi\,φημί,verb,gene/sqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,de\,δέ,particle,polu\,πολύς,adjective,ta)nanti/a,ἐναντίος,adjective,tou/twn,οὗτος,pronoun,fhmi/,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,ai(,ὁ,article,xei=res,χείρ,noun,a(\,ὅς,pronoun,dianoou/meqa,διανοέομαι,verb,e(ka/stw|,ἕκαστος,adjective,h(mw=n,ἐγώ,pronoun,u(pourgou=sin,ὑπουργέω,verb,o(,ὁ,article,me\n,μέν,particle,pata/cas,πατάσσω,verb,kai\,καί,conjunction,mh\,μή,conjunction,a)poktei/nas,ἀποκτείνω,verb,th=s,ὁ,article,plhgh=s,πληγή,noun,bouleuth\s,βουλευτής,noun,e)ge/neto,γίγνομαι,verb,o(,ὁ,article,de\,δέ,particle,qanasi/mws,θανάσιμος,adjective,tu/ptwn,τύπτω,verb,tou=,ὁ,article,qana/tou,θάνατος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)k,ἐκ,preposition,ga\r,γάρ,particle,w(=n,ὅς,pronoun,e)kei=nos,ἐκεῖνος,pronoun,dianohqei\s,διανοέομαι,verb,e)/drasen,δράω,verb,o(,ὁ,article,a)nh\r,ἀνήρ,noun,te/qnhken,θνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de\,δέ,particle,h(,ὁ,article,me\n,μέν,particle,a)tuxi/a,ἀτυχία,noun,tou=,ὁ,article,pata/cantos,πατάσσω,verb,h(,ὁ,article,de\,δέ,particle,sumfora\,συμφορά,noun,tou=,ὁ,article,paqo/ntos,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
