word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS
*spa/rth,Σπάρτη,proper,de\,δέ,particle,pou=,πού,adverb,gh=s,γῆ,noun,e)sti,εἰμί,verb,plh\n,πλήν,preposition,i(/na,ἵνα,conjunction,r(oai\,ῥοή,noun,tou=,ὁ,article,kallido/nako/s,καλλιδόναξ,noun,ei)sin,εἰμί,verb,*eu)rw/ta,Εὐρώτης,proper,mo/non,μόνος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(plou=n,ἁπλόος,adjective,de\,δέ,particle,*tunda/reion,Τυνδάρειος,proper,o)/noma,ὄνομα,adjective,klh/|zetai,κλῄζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*lakedai/monos,Λακεδαίμων,proper,de\,δέ,particle,gai=a,γαῖα,noun,ti/s,τίς,pronoun,cunw/numos,συνώνυμος,adjective,*troi/as,Τροία,proper,te,τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ou)k,οὐ,adverb,e)/xw,ἔχω,verb,ti/,τίς,pronoun,xrh\,χρή,verb,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polloi\,πολύς,adjective,ga/r,γάρ,particle,w(s,ὡς,conjunction,ei)/casin,ἔοικα,verb,e)n,ἐν,preposition,pollh=|,πολύς,adjective,xqoni\,χθών,noun,o)no/mata,ὄνομα,adjective,tau)/t',ταυτός,adjective,e)/xousi,ἔχω,verb,kai\,καί,conjunction,po/lis,πόλις,adjective,po/lei,πόλις,adjective,gunh\,γυνή,noun,gunaiki/,γυνή,noun,t',τε,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\n,οὐδείς,pronoun,ou)=n,οὖν,particle,qaumaste/on,θαυμαστέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,au)=,αὖ,interjection,to\,ὁ,article,deino\n,δεινός,adjective,prospo/lou,πρόσπολος,noun,feucou/meqa,φεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nh\r,ἀνήρ,noun,ga\r,γάρ,particle,ou)dei\s,οὐδείς,pronoun,w(=de,ὧδε,adverb,ba/rbaros,βάρβαρος,adjective,fre/nas,φρήν,noun,o(\s,ὅς,pronoun,o)/nom',ὄνομα,adjective,a)kou/sas,ἀκέω,verb,tou)mo\n,ἐμός,adjective,ou),οὐ,adverb,dw/sei,δίδωμι,verb,bora/n,βορός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kleino\n,κλεινός,adjective,to\,ὁ,article,*troi/as,Τροία,proper,pu=r,πῦρ,noun,e)gw/,ἐγώ,pronoun,q',τε,particle,o(\s,ὅς,pronoun,h(=ya/,ἅπτω,verb,nin,νιν,pronoun,*mene/laos,Μενέλαος,proper,ou)k,οὐ,adverb,a)/gnwstos,ἄγνωστος,adjective,e)n,ἐν,preposition,pa/sh|,πᾶς,adjective,xqoni/,χθών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do/mwn,δόμος,noun,a)/nakta,ἄναξ,noun,prosmenw=,προσμένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dissa\s,δισσός,adjective,de/,δέ,particle,moi,ἐγώ,pronoun,e)/xei,ἔχω,verb,fula/ceis,φύλαξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,me\n,μέν,particle,w)mo/frwn,ὠμόφρων,adverb,tis,τις,pronoun,h)=|,εἰμί,verb,kru/yas,κρύπτω,verb,e)mauto\n,ἐμαυτοῦ,pronoun,ei)=mi,εἶμι,verb,pro\s,πρός,preposition,naua/gia,ναυάγιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,d',δέ,particle,e)ndidw=|,ἐνδίδωμι,verb,ti,τις,pronoun,malqako/n,μαλθακός,adjective,ta\,ὁ,article,pro/sfora,πρόσφορος,adjective,th=s,ὁ,article,nu=n,νῦν,adverb,parou/shs,πάρειμι,verb,sumfora=s,συμφορά,noun,ai)th/somai,αἰτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakw=n,κακός,adjective,me\n,μέν,particle,h(mi=n,ἐγώ,pronoun,e)/sxaton,σχέθω,verb,toi=s,ὁ,article,a)qli/ois,ἄθλιος,adjective,a)/llous,ἄλλος,adjective,tura/nnous,τύραννος,noun,au)to\n,αὐτός,pronoun,o)/nta,εἰμί,verb,basile/a,βασιλεύς,noun,bi/on,βίος,adjective,prosaitei=n,προσαιτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,a)nagkai/ws,ἀναγκαῖος,adjective,e)/xei,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lo/gos,λόγος,noun,ga/r,γάρ,particle,e)stin,εἰμί,verb,ou)k,οὐ,adverb,e)mo/s,ἐμός,adjective,sofo\n,σοφός,adjective,d',δέ,particle,e)/pos,ἔπος,adjective,deinh=s,δεινός,adjective,a)na/gkhs,ἀνάγκη,noun,ou)de\n,οὐδείς,pronoun,i)sxu/ein,ἰσχύω,verb,ple/on,πλέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)/kousa,ἀκούω,verb,ta=s,ὁ,article,qespiw|dou=,θεσπιῳδός,adjective,ko/ras,κόρη,noun,a(\,ὅς,pronoun,xrh/|zous',χρῄζω,verb,e)fa/nh,φαίνω,verb,tura/nnois,τύραννος,noun,do/mois,δόμος,noun,w(s,ὡς,conjunction,*mene/laos,Μενέλαος,proper,ou)/,οὐ,adverb,pw,πω,particle,melamfae\s,μελαμφαής,adjective,oi)/xetai,οἴχομαι,verb,di',διά,preposition,e)/rebos,ἔρεβος,noun,xqoni\,χθών,noun,krufqei/s,κρύπτω,verb,a)ll',ἀλλά,adverb,e)/ti,ἔτι,adverb,kat',κατά,preposition,oi)=dm',οἶδμα,noun,a(/lion,ἅλιος,adjective,truxo/menos,τρύχω,verb,ou)/pw,οὔπω,adverb,lime/nwn,λιμήν,noun,yau/seien,ψαύω,verb,patri/as,πάτριος,adjective,ga=s,γῆ,noun,a)latei/a|,ἀλητεία,noun,bio/tou,βίοτος,noun,talai/frwn,ταλαίφρων,noun,a)/filos,ἄφιλος,adjective,fi/lwn,φίλος,adjective,pantodapa=s,παντοδαπός,adjective,e)pi\,ἐπί,preposition,ga=s,γῆ,noun,po/da,πούς,noun,xrimpto/menos,χρίμπτω,verb,ei)nali/w|,ἐνάλιος,adjective,kw/pa|,,,*trw|a/dos,Τρῳάς,proper,e)k,ἐκ,preposition,ga=s,γῆ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(/d',ὅδε,pronoun,au)=,αὖ,interjection,ta/fou,τάφος,noun,tou=d',ὅδε,pronoun,ei)s,εἰς,preposition,e(/dras,ἕδρα,noun,e)gw\,ἐγώ,pronoun,pa/lin,πάλιν,adverb,stei/xw,στείχω,verb,maqou=sa,μανθάνω,verb,*qeono/hs,Θεονόη,proper,fi/lous,φίλος,adjective,lo/gous,λόγος,noun,h(\,ὅς,pronoun,pa/nt',πᾶς,adjective,a)lhqw=s,ἀληθής,adjective,oi)=de,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fhsi\,φημί,verb,d',δέ,particle,e)n,ἐν,preposition,fa/ei,φάος,adjective,po/sin,πόσις,noun,to\n,ὁ,article,a(mo\n,ἁμός,adjective,zw=nta,ζάω,verb,fe/ggos,φέγγος,noun,ei)sora=n,εἰσοράω,verb,porqmou\s,πορθμός,noun,d',δέ,particle,a)la=sqai,ἀλάομαι,verb,muri/ous,μυρίος,adjective,peplwko/ta,πλέω,verb,e)kei=se,ἐκεῖσε,adverb,ka)kei=s',ἐκεῖσε,adverb,ou)d',οὐδέ,particle,a)gu/mnaston,ἀγύμναστος,adjective,pla/nois,πλάνος,adjective,h(/cein,ἥκω,verb,d',δέ,particle,o(/tan,ὅταν,conjunction,dh\,δή,particle,phma/twn,πῆμα,adjective,la/bh|,λαμβάνω,verb,te/los,τέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(\n,εἷς,adjective,d',δέ,particle,ou)k,οὐ,adverb,e)/lecen,λέγω,verb,ei),εἰ,conjunction,molw\n,βλώσκω,verb,swqh/setai,σώζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,a)pe/sthn,ἀφίστημι,verb,tou=t',οὗτος,pronoun,e)rwth=sai,ἐρωτάω,verb,safw=s,σαφής,adverb,h(sqei=s',ἥδομαι,verb,e)pei/,ἐπεί,conjunction,nin,νιν,pronoun,ei)=pe/,εἶπον,verb,moi,ἐγώ,pronoun,sesw|sme/non,σώζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ggu\s,ἐγγύς,adverb,de/,δέ,particle,ni/n,νιν,pronoun,pou,πού,adverb,th=sd',ὅδε,pronoun,e)/fask',φάσκω,verb,ei)=nai,εἰμί,verb,xqono/s,χθών,noun,nauago\n,ναυαγός,adjective,e)kpeso/nta,ἐκπίτνω,verb,su\n,σύν,preposition,pau/rois,παῦρος,adjective,fi/lois,φίλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)/moi,ὤμοι,interjection,po/q',πόθι,adverb,h(/ceis,ἥκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,poqeino\s,ποθεινός,adjective,a)\n,ἄν,particle,mo/lois,βλώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/a,ἔα,interjection,ti/s,τίς,pronoun,ou(=tos,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/,οὐ,adverb,ti/,τίς,pronoun,pou,πού,adverb,krupteu/omai,κρυπτεύω,verb,*prwte/ws,Πρωτεύς,proper,a)se/ptou,ἄσεπτος,adjective,paido\s,παῖς,adjective,e)k,ἐκ,preposition,bouleuma/twn,βούλευμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)x,οὐ,adverb,w(s,ὡς,conjunction,dromai/a,δρομαῖος,adjective,pw=los,πῶλος,noun,h)\,ἠέ,conjunction,*ba/kxh,Βάκχη,proper,qeou=,θεός,noun,ta/fw|,τάφος,noun,cuna/yw,συνάπτω,verb,kw=lon,κῶλον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/grios,ἄγριος,adjective,de/,δέ,particle,tis,τις,pronoun,morfh\n,μορφή,noun,o(/d',ὅδε,pronoun,e)sti/n,εἰμί,verb,o(/s,ὅς,pronoun,me,ἐγώ,pronoun,qhra=tai,θηράω,verb,labei=n,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
se\,σύ,pronoun,th\n,ὁ,article,o)/regma,ὄρεγμα,noun,deino\n,δεινός,adjective,h(millhme/nhn,ἁμιλλάομαι,verb,tu/mbou,τύμβος,noun,'pi\,ἐπί,preposition,krhpi=d',κρηπίς,noun,e)mpu/rous,ἔμπυρος,adjective,t',τε,particle,o)rqosta/tas,ὀρθοστάτης,noun,mei=non,μένω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,feu/geis,φεύγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de/mas,δέμας,noun,dei/casa,δείκνυμι,verb,so\n,σός,adjective,e)/kplhcin,ἔκπληξις,noun,h(mi=n,ἐγώ,pronoun,a)fasi/an,ἀφασία,noun,te,τε,particle,prosti/qhs,προστίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)dikou/meq',ἀδικέω,verb,w)=,ὦ,interjection,gunai=kes,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)rgo/mesqa,ἔργω,verb,ga\r,γάρ,particle,ta/fou,τάφος,noun,pro\s,πρός,preposition,a)ndro\s,ἀνήρ,noun,tou=de,ὅδε,pronoun,kai/,καί,conjunction,m',ἐγώ,pronoun,e(lw\n,αἱρέω,verb,qe/lei,ἐθέλω,verb,dou=nai,δίδωμι,verb,tura/nnois,τύραννος,noun,w(=n,ὅς,pronoun,e)feu/gomen,φεύγω,verb,ga/mous,γάμος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,klw=pe/s,κλώψ,adjective,e)smen,εἰμί,verb,ou)x,οὐ,adverb,u(phre/tai,ὑπηρέτης,noun,kakw=n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,mh\n,μήν,particle,stolh/n,στολή,noun,g',γε,particle,a)/morfon,ἄμορφος,adjective,a)mfi\,ἀμφί,preposition,sw=m',σῶμα,adjective,e)/xeis,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sth=son,ἵστημι,verb,fo/bou,φόβος,noun,meqei=sa,μεθίημι,verb,laiyhro\n,λαιψηρός,adjective,po/da,πούς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i(/sthm',ἵστημι,verb,e)pei/,ἐπεί,conjunction,ge,γε,particle,tou=d',ὅδε,pronoun,e)fa/ptomai,ἐφάπτω,verb,to/pou,τόπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ei)=,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
