word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/64/lemma/@_entry,word/64/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/84/lemma/@_entry,word/84/lemma/@_POS,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/135/@_form,word/135/lemma/@_entry,word/135/lemma/@_POS,word/136/@_form,word/136/lemma/@_entry,word/136/lemma/@_POS,word/137/@_form,word/137/lemma/@_entry,word/137/lemma/@_POS,word/138/@_form
*(h,ὁ,article,de\,δέ,particle,*(urkani/a,Ὑρκάνιος,proper,h)/toi,ἤτοι,particle,*kaspi/a,Κάσπιος,proper,qa/lassa,θάλασσα,noun,mhnoeidh\s,μηνοειδής,adverb,ou)=sa,εἰμί,verb,kata\,κατά,preposition,de/,δέ,particle,tinas,τις,pronoun,kai\,καί,conjunction,promh/khs,προμήκης,adjective,e)sti\,εἰμί,verb,stadi/wn,στάδιον,noun,dismuri/wn,δισμύριοι,adjective,dixili/wn,,,tou=,ὁ,article,de\,δέ,particle,sto/matos,στόμα,noun,e)/xei,ἔχω,verb,to\,ὁ,article,di/arma,δίαρμα,noun,stadi/ous,στάδιον,noun,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(o,ὁ,article,de\,δέ,particle,*)ara/bios,Ἀράβιος,proper,ko/lpos,κόλπος,noun,steno\s,στενός,adjective,w)\n,εἰμί,verb,kai\,καί,conjunction,promh/khs,προμήκης,adjective,a)/rxetai,ἄρχω,verb,a)po\,ἀπό,preposition,*(hrw/wn,Ἥρω,proper,po/lews,πόλις,adjective,para\,παρά,preposition,th\n,ὁ,article,*trwglodutikh\n,τρωγλοδυτικός,adjective,e(/ws,ἕως,conjunction,th=s,ὁ,article,*ptolemai/+dos,Πτολεμαίς,proper,th=s,ὁ,article,e)pi\,ἐπί,preposition,qh/ras,θήρα,noun,stadi/wn,στάδιον,noun,q,,,to\,ὁ,article,mh=kos,μῆκος,adjective,e)nteu=qen,ἐντεῦθεν,adverb,de\,δέ,particle,e(/ws,ἕως,conjunction,tw=n,ὁ,article,kata\,κατά,preposition,*deirh\n,Δειρής,proper,stenw=n,στένος,noun,plou=s,πλόος,noun,stadi/wn,στάδιον,noun,dy,,,ta\,ὁ,article,de\,δέ,particle,kata\,κατά,preposition,*deirh\n,Δειρής,proper,stena\,στενός,adjective,stadi/wn,στάδιον,noun,c,,,e)/nqen,ἔνθεν,adverb,e(ch=s,ἑξῆς,adverb,plou=s,πλόος,noun,para\,παρά,preposition,th\n,ὁ,article,*)eruqra\n,Ἐρυθραί,proper,qa/lassan,θάλασσα,noun,e(/ws,ἕως,conjunction,w)keanou=,Ὠκεανός,proper,stadi/wn,στάδιον,noun,e,,,to\,ὁ,article,de\,δέ,particle,loipo\n,λοιπός,adjective,ou),οὐ,adverb,plei=tai,πλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*to\,ὁ,article,de\,δέ,particle,para\,παρά,preposition,th\n,ὁ,article,*)arabi/an,Ἀράβιος,proper,pleura\n,πλευρά,noun,a)p',ἀπό,preposition,*ai)lani/tou,,,muxou=,μυχός,noun,stadi/wn,στάδιον,noun,muri/wn,μυρίος,adjective,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*au)th\,αὐτός,pronoun,de\,δέ,particle,h(,ὁ,article,*)arabi/a,Ἀράβιος,proper,ei)s,εἰς,preposition,th\n,ὁ,article,*)eruqra\n,Ἐρυθραί,proper,kaqh/kei,καθήκω,verb,kai\,καί,conjunction,memh/kutai,,,e)pi\,ἐπί,preposition,stadi/wn,στάδιον,noun,muri/wn,μυρίος,adjective,disxili/wn,δισχίλιοι,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*mh=kos,μῆκος,adjective,de\,δέ,particle,th=s,ὁ,article,oi)koume/nhs,οἰκουμένη,noun,a)po\,ἀπό,preposition,*ga/ggou,Γάγγης,proper,ei)s,εἰς,preposition,ta\,ὁ,article,*ga/deira,Γάδειρα,proper,stadi/wn,στάδιον,noun,muria/dwn,μυριάς,noun,kai\,καί,conjunction,hfme,,,ou(/tws,οὕτως,adverb,a)po\,ἀπό,preposition,me\n,μέν,particle,*ga/ggou,Γάγγης,proper,potamou=,ποταμός,noun,e(/ws,ἕως,conjunction,*muria/ndrou,μυρίανδρος,adjective,th=s,ὁ,article,e)n,ἐν,preposition,*)issikw=|,,,ko/lpw|,κόλπος,noun,stadi/wn,στάδιον,noun,muria/dwn,μυριάς,noun,d,,,kai\,καί,conjunction,ayke,,,ou(/tws,οὕτως,adverb,a)po\,ἀπό,preposition,*ga/ggou,Γάγγης,proper,e)pi\,ἐπί,preposition,e)kbola\s,ἐκβολάς,noun,*)indou=,Ἰνδός,proper,potamou=,ποταμός,noun,stadi/wn,στάδιον,noun,muri/wn,μυρίος,adjective,a)po\,ἀπό,preposition,*)indou=,Ἰνδός,proper,e(/ws,ἕως,conjunction,*kaspi/wn,Κάσπιος,proper,pulw=n,πύλη,adjective,muri/wn,μυρίος,adjective,et,,,e)pi\,ἐπί,preposition,to\n,ὁ,article,*eu)fra/thn,Εὐφράτης,proper,stadi/wn,στάδιον,noun,muri/wn,μυρίος,adjective,n,,,ei)s,εἰς,preposition,*muri/andron,μυρίανδρος,adjective,stadi/wn,στάδιον,noun,toe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)apo\,ἀπό,preposition,de\,δέ,particle,*muria/ndrou,μυρίανδρος,adjective,e)pi\,ἐπί,preposition,*ga/deira,Γάδειρα,proper,stadi/wn,στάδιον,noun,dismuri/wn,δισμύριοι,adjective,wk,,,ou(/tws,οὕτως,adverb,a)po\,ἀπό,preposition,*muria/ndrou,μυρίανδρος,adjective,e)pi\,ἐπί,preposition,*klei=das,κλείς,noun,*ku/prou,Κύπρος,proper,sta/dia,στάδιον,noun,au,,,e)pi\,ἐπί,preposition,*)aka/manta,Ἀκάμας,proper,to\,ὁ,article,a)krwth/rion,ἀκρωτήριον,noun,sta/dia,στάδιον,noun,at,,,e)pi\,ἐπί,preposition,de\,δέ,particle,*xelidoni/as,χελιδονία,noun,dia\,διά,preposition,*pamfuli/ou,,,pela/gous,πέλαγος,noun,sta/dia,στάδιον,noun,at,,,ei)s,εἰς,preposition,*pa/tara,,,sta/dia,στάδιον,noun,w,,,w(s),ὡς,conjunction,ei)s,εἰς,preposition,*ro/don,,,sta/dia,στάδιον,noun,y,,,ei)s,εἰς,preposition,*)astupa/laian,Ἀστυπαλαία,proper,dia\,διά,preposition,*karpaqi/ou,,,sta/dia,στάδιον,noun,m,,,e)pi\,ἐπί,preposition,*tai/naron,Ταίναρον,proper,sta/dia,στάδιον,noun,aun,,,e)pi\,ἐπί,preposition,*pa/xunon,Πάχυνον,proper,*sikeli/as,Σικελία,proper,sta/dia,στάδιον,noun,dx,,,e)pi\,ἐπί,preposition,*lilu/baion,Λιλύβαιον,proper,dia\,διά,preposition,*libukou=,Λιβυκός,adjective,pela/gous,πέλαγος,noun,sta/dia,στάδιον,noun,afk,,,e)pi\,ἐπί,preposition,de\,δέ,particle,*ka/ralin,Κάραλις,proper,*sardou=s,dia\,διά,preposition,*turshnikou=,Τυρσηνικός,adjective,pela/gous,πέλαγος,noun,sta/dia,στάδιον,noun,bw,,,e)pi\,ἐπί,preposition,*ga/deira,Γάδειρα,proper,Σαρδώ,proper,u(perpleu/santi,ὑπερπλέω,verb,*gumnhsi/as,nh/sous,νῆσος,noun,sta/dia,στάδιον,noun,mu/ria,μυρίος,adjective,a)po\,ἀπό,preposition,*gadei/rwn,Γάδειρα,proper,de\,δέ,particle,dia\,διά,preposition,*(ierou=,ἱερόν,noun,a)krwthri/ou,ἀκρωτήριον,noun,e)pi\,ἐπί,preposition,*)arta/brwn,lime/na,λιμήν,noun,sta/dioi,στάδιον,noun,zlb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(omou=,ὁμός,adjective,gi/nontai,γίγνομαι,verb,muria/des,μυριάς,noun,z,,,kai\,καί,conjunction,uoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,καί,conjunction,a)/llws,ἄλλως,adverb,a)po\,ἀπό,preposition,*ga/ggou,Γάγγης,proper,e(/ws,ἕως,conjunction,*eu)fra/tou,Εὐφράτης,proper,potamou=,ποταμός,noun,muria/des,μυριάς,noun,d,,,kai\,καί,conjunction,atn,,,a)po\,ἀπό,preposition,*eu)fra/tou,Εὐφράτης,proper,ei)s,εἰς,preposition,*ma/zaka,Μαζάκης,proper,*kappadokw=n,Καππαδόκαι,proper,sta/dia,στάδιον,noun,an,,,a)po\,ἀπό,preposition,de\,δέ,particle,*maza/kwn,,,dia\,διά,preposition,*frugi/as,Φρύγιος,proper,th=s,ὁ,article,parwrei/as,παρώρεια,noun,kai\,καί,conjunction,mega/lhs,μέγας,adverb,kai\,καί,conjunction,*kari/as,Κάριος,proper,e(/ws,ἕως,conjunction,*)efe/sou,Ἔφεσος,proper,sta/dia,στάδιον,noun,gp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(omou=,ὁμός,adjective,a)po\,ἀπό,preposition,*ga/ggou,Γάγγης,proper,ei)s,εἰς,preposition,*)/efeson,Ἔφεσος,proper,stadi/wn,στάδιον,noun,muria/des,μυριάς,noun,d,,,kai\,καί,conjunction,zs,,,a)po\,ἀπό,preposition,de\,δέ,particle,*)efe/sou,Ἔφεσος,proper,ei)s,εἰς,preposition,*dh=lon,Δῆλος,proper,dia\,διά,preposition,tou=,ὁ,article,*ai)gai/ou,Αἰγαῖος,proper,sta/dia,στάδιον,noun,ax,,,e)pi\,ἐπί,preposition,*)isqmo\n,ἰσθμός,noun,sta/dia,στάδιον,noun,ay,,,a)p'*)isqmou=,,,dia\,διά,preposition,*korinqi/ou,Κορίνθιος,proper,ko/lpou,κόλπος,noun,ei)s,εἰς,preposition,*pa/tras,Πάτραι,proper,sta/dia,στάδιον,noun,yk,,,e)pi\,ἐπί,preposition,*leuka/da,Λευκάς,proper,sta/dia,στάδιον,noun,y,,,e)pi\,ἐπί,preposition,*ko/rkuran,Κόρκυρα,proper,sta/dia,στάδιον,noun,y,,,e)p',ἐπί,preposition,*)akrokerau/nia,,,o)/rh,ὄρος,adjective,sta/dia,στάδιον,noun,xc,,,e)pi\,ἐπί,preposition,*brente/sion,Βρεντέσιον,proper,sta/dia,στάδιον,noun,y,,,a)po\,ἀπό,preposition,*brentesi/ou,Βρεντέσιον,proper,pezh=|,πεζός,adjective,o(deu/onti,ὁδεύω,verb,e(/ws,ἕως,conjunction,*(rw/mhs,,,sta/dia,στάδιον,noun,bwp,,,a)po\,ἀπό,preposition,*(rw/mhs,,,e)pi\,ἐπί,preposition,ta\s,ὁ,article,*)/alpeis,Ἄλπις,proper,e(/ws,ἕως,conjunction,*skiggoma/gou,,,u(po\,tai=s,ὁ,article,*)/alpesin,Ἄλπις,proper,ou)/shs,εἰμί,verb,sta/dia,στάδιον,noun,drnb,,,ei)=ta,εἶτα,adverb,dia\,διά,preposition,ὑπό,preposition,*keltikh=s,Κελτικός,adjective,e(/ws,po/lews,πόλις,adjective,*)illibi/rrews,,,sta/dia,στάδιον,noun,gymz,,,a)po\,ἀπό,preposition,*)illibi/rrews,,,dia\,διά,preposition,tw=n,ὁ,article,pandokei/wn,πανδοκεῖον,noun,e(/ws,ἕως,conjunction,*gadei/rwn,sta/dia,στάδιον,noun,xna,,,kai\,ἕως,conjunction,Γάδειρα,proper,καί,conjunction,o(,ὁ,article,dia/plous,διάπλοος,adjective,e)pi\,ἐπί,preposition,*ga/deira,Γάδειρα,proper,sta/dia,στάδιον,noun,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(omou=,ὁμός,adjective,a)po\,ἀπό,preposition,*ga/ggou,Γάγγης,proper,ei)s,εἰς,preposition,*ga/deira,Γάδειρα,proper,stadi/wn,στάδιον,noun,muria/des,μυριάς,noun,z,,,kai\,καί,conjunction,afc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
