word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS
*)/idhn,Ἴδη,proper,d',δέ,particle,i(/kanen,ἱκάνω,verb,polupi/daka,πολυπῖδαξ,noun,mhte/ra,μήτηρ,noun,qhrw=n,θήρ,noun,bh=,βαίνω,verb,d',δέ,particle,i)qu\s,εὐθύς,adjective,staqmoi=o,σταθμόν,noun,di',διά,preposition,ou)/reos,ὄρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,de\,δέ,particle,met',μετά,preposition,au)th\n,αὐτός,pronoun,sai/nontes,σαίνω,verb,polioi/,πολιός,adjective,te,τε,particle,lu/koi,λύκος,adjective,xaropoi/,χαροπός,adjective,te,τε,particle,le/ontes,λέων,noun,a)/rktoi,ἄρκτος,noun,parda/lie/s,πάρδαλις,noun,te,τε,particle,qoai\,θοός,adjective,proka/dwn,προκάς,noun,a)ko/rhtoi,ἀκόρητος,adjective,h)/isan,ἀείδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\,ὅς,pronoun,d',δέ,particle,o(ro/wsa,ὁράω,verb,meta\,μετά,preposition,fresi\,φρήν,noun,te/rpeto,τέρπω,verb,qumo\n,θυμός,noun,kai\,καί,conjunction,toi=s,ὁ,article,e)n,ἐν,preposition,sth/qessi,στῆθος,noun,ba/l',βάλλω,verb,i(/meron,ἵμερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,d',δέ,particle,a(/ma,ἅμα,adverb,pa/ntes,πᾶς,adjective,su/nduo,σύνδυο,noun,koimh/santo,κοιμάω,verb,kata\,κατά,preposition,skio/entas,σκιόεις,adjective,e)nau/lous,ἔναυλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)th\,αὐτός,pronoun,d',δέ,particle,e)s,εἰς,preposition,klisi/as,κλισία,noun,eu)poih/tous,εὐποίητος,adjective,a)fi/kane,ἀφικάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,d',δέ,particle,eu(=re,εὑρίσκω,verb,staqmoi=si,σταθμόν,noun,leleimme/non,λείπω,verb,oi)=on,οἶος,adjective,a)p',ἀπό,preposition,a)/llwn,ἄλλος,adjective,*)agxi/shn,Ἀγχίσης,proper,h(/rwa,ἥρως,noun,qew=n,θέα,noun,a)/po,ἀπό,preposition,ka/llos,κάλλος,noun,e)/xonta,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(\,ἕ,pronoun,d',δέ,particle,a(/ma,ἅμα,adverb,bousi\n,βοῦς,noun,e(/ponto,ἕπομαι,verb,nomou\s,νομός,noun,kata\,κατά,preposition,poih/entas,ποιήεις,adjective,pa/ntes,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(\,ὅς,pronoun,de\,δέ,particle,staqmoi=si,σταθμόν,noun,leleimme/nos,λείπω,verb,oi)=os,οἶος,adjective,a)p',ἀπό,preposition,a)/llwn,ἄλλος,adjective,pwlei=t',πωλέομαι,verb,e)/nqa,ἔνθα,adverb,kai\,καί,conjunction,e)/nqa,ἔνθα,adverb,diapru/sion,διαπρύσιος,adjective,kiqari/zwn,κιθαρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sth=,ἵστημι,verb,d',δέ,particle,au)tou=,αὐτός,pronoun,propa/roiqe,προπάροιθε,preposition,*dio\s,Ζεύς,proper,quga/thr,θυγάτηρ,adjective,*)afrodi/th,Ἀφροδίτη,proper,parqe/nw|,παρθένος,noun,a)dmh/th|,ἄδμητος,adjective,me/geqos,μέγεθος,adjective,kai\,καί,conjunction,ei)=dos,εἶδος,noun,o(moi/h,ὅμοιος,adjective,mh/,μή,conjunction,min,μιν,pronoun,tarbh/seien,ταρβέω,verb,e)n,ἐν,preposition,o)fqalmoi=si,ὀφθαλμός,noun,noh/sas,νοέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)agxi/shs,Ἀγχίσης,proper,d',δέ,particle,o(ro/wn,ὁράω,verb,e)fra/zeto,φράζω,verb,qau/maine/n,θαυμαίνω,verb,te,τε,particle,ei)=do/s,εἶδος,noun,te,τε,particle,me/geqo/s,μέγεθος,adjective,te,τε,particle,kai\,καί,conjunction,ei(/mata,εἷμα,noun,sigalo/enta,σιγαλόεις,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/plo/n,πέπλος,noun,me\n,μέν,particle,ga\r,γάρ,particle,e(/esto,ἕννυμι,verb,faeino/teron,φαεινός,adjective,puro\s,πῦρ,noun,au)gh=s,αὐγή,noun,kalo/n,καλός,noun,xru/seion,χρύσεος,adjective,pampoi/kilon,παμποίκιλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,de\,δέ,particle,selh/nh,σελήνη,noun,sth/qesin,στῆθος,noun,a)mf',ἀμφί,preposition,a(paloi=sin,ἁπαλός,adjective,e)la/mpeto,λάμπω,verb,qau=ma,θαῦμα,noun,i)de/sqai,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=xe,ἔχω,verb,d',δέ,particle,e)pignampta\s,ἐπιγναμπτός,adjective,e(/likas,ἕλιξ,noun,ka/luka/s,κάλυξ,noun,te,τε,particle,faeina/s,φαεινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/rmoi,ὅρμος,noun,d',δέ,particle,a)mf',ἀμφί,preposition,a(palh=|,ἁπαλός,adjective,deirh=|,δειρή,noun,perikalle/es,περικαλλής,adverb,h)=san,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)agxi/shn,Ἀγχίσης,proper,d',δέ,particle,e)/ros,ἔρος,noun,ei(=len,αἱρέω,verb,e)/pos,ἔπος,adjective,de/,δέ,particle,min,μιν,pronoun,a)nti/on,ἀντίον,adjective,hu)/da,αὐδάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xai=re,χαίρω,verb,a)/nass',ἄνασσα,adjective,h(/,ὅς,pronoun,tis,τις,pronoun,maka/rwn,μάκαρος,adjective,ta/de,ὅδε,pronoun,dw/maq',δῶμα,noun,i(ka/neis,ἱκάνω,verb,*)/artemis,Ἄρτεμις,proper,h)\,ἠέ,conjunction,*lhtw\,Λητώ,proper,h)e\,ἠέ,conjunction,xruse/h,χρύσεος,adjective,*)afrodi/th,Ἀφροδίτη,proper,h)\,ἠέ,conjunction,*qe/mis,Θέμις,proper,h)ugenh\s,εὐγενής,adjective,h)e\,ἠέ,conjunction,glaukw=pis,γλαυκῶπις,noun,*)aqh/nh,Ἀθήνευς,proper,h)/,ἠέ,conjunction,pou/,πού,adverb,tis,τις,pronoun,*xari/twn,Χάρις,proper,deu=r',δεῦρο,adverb,h)/luqes,ἔρχομαι,verb,ai(/te,ὅστε,pronoun,qeoi=si,θεός,noun,pa=sin,πᾶς,adjective,e(tairi/zousi,ἑταιρίζω,verb,kai\,καί,conjunction,a)qa/natoi,ἀθάνατος,adjective,kale/ontai,καλέω,verb,h)/,ἠέ,conjunction,tis,τις,pronoun,*numfa/wn,Νύμφης,proper,ai(/t',ὅστε,pronoun,a)/lsea,ἄλσις,noun,kala\,καλός,noun,ne/montai,νέμω,verb,h)\,ἠέ,conjunction,*numfw=n,Νύμφης,proper,ai(\,ὅς,pronoun,kalo\n,καλός,noun,o)/ros,ὄρος,adjective,to/de,ὅδε,pronoun,naieta/ousi,ναιετάω,verb,kai\,καί,conjunction,phga\s,πηγάς,noun,potamw=n,ποταμός,noun,kai\,καί,conjunction,pi/sea,πῖσος,noun,poih/enta,ποιήεις,adjective
soi\,σύ,pronoun,d',δέ,particle,e)gw\,ἐγώ,pronoun,e)n,ἐν,preposition,skopih=|,σκοπιά,noun,perifainome/nw|,περιφαίνομαι,verb,e)ni\,ἐν,preposition,xw/rw|,χῶρος,noun,bwmo\n,βωμός,noun,poih/sw,ποιέω,verb,r(e/cw,ῥέζω,verb,de/,δέ,particle,toi,τοι,particle,i(era\,ἱερά,noun,kala\,καλός,noun,w(/rh|sin,ὥρα,adjective,pa/sh|si,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\,σύ,pronoun,d',δέ,particle,eu)/frona,εὔφρων,adjective,qumo\n,θυμός,noun,e)/xousa,ἔχω,verb,do/s,δίδωμι,verb,me,ἐγώ,pronoun,meta\,μετά,preposition,*trw/essin,Τρώς,proper,a)riprepe/',ἀριπρεπής,adjective,e)/mmenai,εἰμί,verb,a)/ndra,ἀνήρ,noun,poi/ei,ποιέω,verb,d',δέ,particle,e)copi/sw,ἐξοπίσω,adverb,qalero\n,θαλερός,adjective,go/non,γόνος,noun,au)ta\r,ἀτάρ,particle,e)/m',ἐγώ,pronoun,au)to\n,αὐτός,pronoun,dhro\n,δηρός,adjective,e)u\,εὖ,adverb,zw/ein,ζώω,verb,kai\,καί,conjunction,o(ra=n,ὁράω,verb,fa/os,φάος,adjective,h)eli/oio,ἥλιος,noun,o)/lbion,ὄλβιος,adjective,e)n,ἐν,preposition,laoi=s,λαός,noun,kai\,καί,conjunction,gh/raos,γῆρας,noun,ou)do\n,οὐδός,noun,i(ke/sqai,ἱκνέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,d',δέ,particle,h)mei/bet',ἀμείβω,verb,e)/peita,ἔπειτα,adverb,*dio\s,Ζεύς,proper,quga/thr,θυγάτηρ,adjective,*)afrodi/th,Ἀφροδίτη,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)agxi/sh,Ἀγχίσης,proper,ku/diste,κύδιστος,adjective,xamaigene/wn,χαμαιγενής,adjective,a)nqrw/pwn,ἄνθρωπος,noun,ou)/,οὐ,adverb,ti/s,τίς,pronoun,toi,σύ,pronoun,qeo/s,θεός,noun,ei)mi,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,m',ἐγώ,pronoun,a)qana/th|sin,ἀθάνατος,adjective,e)i/skeis,ἐίσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,kataqnhth/,καταθνητός,adjective,te,τε,particle,gunh\,γυνή,noun,de/,δέ,particle,me,ἐγώ,pronoun,gei/nato,γείνομαι,verb,mh/thr,μήτηρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)otreu\s,Ὀτρεύς,proper,d',δέ,particle,e)sti\,εἰμί,verb,path\r,πατήρ,noun,o)nomakluto/s,ὀνομακλυτός,adjective,ei)/,εἰ,conjunction,pou,πού,adverb,a)kou/eis,ἀκούω,verb,o(\s,ὅς,pronoun,pa/shs,πᾶς,adjective,*frugi/hs,Φρύγιος,proper,eu)teixh/toio,εὐτείχητος,adjective,a)na/ssei,ἀνάσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glw=ssan,γλῶσσα,noun,d',δέ,particle,u(mete/rhn,ὑμέτερος,adjective,te,τε,particle,kai\,καί,conjunction,h(mete/rhn,ἡμέτερος,adjective,sa/fa,σάφα,adverb,oi)=da,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*trw|a\s,Τρωιός,proper,ga\r,γάρ,particle,mega/rw|,μέγαρον,noun,me,ἐγώ,pronoun,trofo\s,τροφός,noun,tre/fen,τρέφω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\,ὅς,pronoun,de\,δέ,particle,diapro\,διαπρό,preposition,smikrh\n,μικρός,adjective,pai=d',παῖς,adjective,a)ti/talle,ἀτιτάλλω,verb,fi/lhs,φίλος,adjective,para\,παρά,preposition,mhtro\s,μήτηρ,noun,e(lou=sa,αἱρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(\s,ὅς,pronoun,dh/,δή,particle,toi,τοι,particle,glw=ssa/n,γλῶσσα,noun,ge,γε,particle,kai\,καί,conjunction,u(mete/rhn,ὑμέτερος,adjective,eu)=,εὖ,adverb,oi)=da,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,de/,δέ,particle,m',ἐγώ,pronoun,a)nh/rpace,ἀναρπάζω,verb,xruso/rrapis,χρυσόρραπις,noun,*)argeifo/nths,Ἀργειφόντης,proper,e)k,ἐκ,preposition,xorou=,χορός,noun,*)arte/midos,Ἄρτεμις,proper,xrushlaka/tou,χρυσηλάκατος,adjective,keladeinh=s,κελαδεινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollai\,πολύς,adjective,de\,δέ,particle,nu/mfai,νύμφη,noun,kai\,καί,conjunction,parqe/noi,παρθένος,noun,a)lfesi/boiai,ἀλφεσίβοιος,adjective,pai/zomen,παίω,verb,a)mfi\,ἀμφί,preposition,d',δέ,particle,o(/milos,ὅμιλος,noun,a)pei/ritos,ἀπείριτος,adjective,e)stefa/nwto,στεφανόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqen,ἔνθεν,adverb,m',ἐγώ,pronoun,h(/rpace,ἁρπάζω,verb,xruso/rrapis,χρυσόρραπις,noun,*)argeifo/nths,Ἀργειφόντης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla\,πολύς,adjective,d',δέ,particle,e)/p',ἐπί,preposition,h)/gagen,ἄγω,verb,e)/rga,ἔργον,noun,kataqnhtw=n,καταθνητός,adjective,a)nqrw/pwn,ἄνθρωπος,noun,pollh\n,πολύς,adjective,d',δέ,particle,a)/klhro/n,ἄκληρος,adjective,te,τε,particle,kai\,καί,conjunction,a)/ktiton,ἄκτιτος,adjective,h(\n,ὅς,pronoun,dia\,διά,preposition,qh=res,θήρ,noun,w)mofa/goi,ὠμοφάγος,adjective,foitw=si,φοιτάω,verb,kata\,κατά,preposition,skio/entas,σκιόεις,adjective,e)nau/lous,ἔναυλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,posi\,πούς,noun,yau/sein,ψαύω,verb,e)do/koun,δοκέω,verb,fusizo/ou,φυσίζοος,adjective,ai)/hs,αἶα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)agxi/sew,Ἀγχίσης,proper,de/,δέ,particle,me,ἐγώ,pronoun,fa/ske,φάσκω,verb,parai\,παρά,preposition,le/xesin,λέχος,noun,kale/esqai,καλέω,verb,kouridi/hn,κουρίδιος,adjective,a)/loxon,ἄλοχος,adjective,soi\,σύ,pronoun,d',δέ,particle,a)glaa\,ἀγλαός,adjective,te/kna,τέκνον,noun,tekei=sqai,τίκτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,e)pei\,ἐπεί,conjunction,dh\,δή,particle,dei=ce,δείκνυμι,verb,kai\,καί,conjunction,e)/frasen,φράζω,verb,h)=,ἦ,adverb,toi,τοι,particle,o(/,ὅς,pronoun,g',γε,particle,au)=tis,αὖθις,adverb,a)qana/twn,ἀθάνατος,adjective,meta\,μετά,preposition,fu=l',φῦλον,noun,a)pe/bh,ἀποβαίνω,verb,kratu\s,κρατύς,adjective,*)argeifo/nths,Ἀργειφόντης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,e)gw/,ἐγώ,pronoun,s',σύ,pronoun,i(ko/mhn,ἱκνέομαι,verb,kraterh\,κρατερός,adjective,de/,δέ,particle,moi,ἐγώ,pronoun,e)/plet',πέλω,verb,a)na/gkh,ἀνάγκη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla/,ἀλλά,adverb,se,σύ,pronoun,pro\s,πρός,preposition,*zhno\s,Ζεύς,proper,gouna/zomai,γουνάζομαι,verb,h)de\,ἠδέ,conjunction,tokh/wn,τοκεύς,noun,e)sqlw=n,ἐσθλός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,me\n,μέν,particle,ga/r,γάρ,particle,ke,ἄν,particle,kakoi\,κακός,adjective,toio/nde,τοιόσδε,adjective,te/koien,τίκτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)dmh/thn,ἄδμητος,adjective,m',ἐγώ,pronoun,a)gagw\n,ἄγω,verb,kai\,καί,conjunction,a)peirh/thn,ἀπείρητος,adjective,filo/thtos,φιλότης,noun,patri/,πατήρ,noun,te,τε,particle,sw=|,σός,adjective,dei=con,δείκνυμι,verb,kai\,καί,conjunction,mhte/ri,μήτηρ,noun,ke/dn',κεδνός,adjective,ei)dui/h|,οἶδα,verb,soi=s,σός,adjective,te,τε,particle,kasignh/tois,κασίγνητος,noun,oi(/,ἕ,pronoun,toi,τοι,particle,o(mo/qen,ὁμόθεν,adverb,gega/asin,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
