word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS
i)dw\n,εἶδον,verb,d',δέ,particle,e)kei=nos,ἐκεῖνος,pronoun,to\n,ὁ,article,me\n,μέν,particle,*)ariobarza/nhn,Ἀριοβαρζάνης,proper,fanerw=s,φανερός,adjective,a)festw=ta,ἀφίστημι,verb,basile/ws,βασιλεύς,noun,*sa/mon,Σάμος,proper,de\,δέ,particle,frouroume/nhn,φρουρέω,verb,u(po\,ὑπό,preposition,*kuproqe/midos,,,o(\n,ὅς,pronoun,kate/sthse,καθίστημι,verb,*tigra/nhs,Τιγράνης,proper,o(,ὁ,article,basile/ws,βασιλεύς,noun,u(/parxos,ὕπαρχος,noun,tw=|,ὁ,article,me\n,μέν,particle,a)pe/gnw,ἀπογιγνώσκω,verb,mh\,μή,conjunction,bohqei=n,βοηθέω,verb,th\n,ὁ,article,de\,δέ,particle,proskaqezo/menos,προσκαθέζομαι,verb,kai\,καί,conjunction,bohqh/sas,βοηθέω,verb,h)leuqe/rwse,ἐλευθερόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,me/xri,μέχρι,preposition,th=s,ὁ,article,th/meron,σήμερον,adverb,h(me/ras,ἡμέρα,noun,ou),οὐ,adverb,ge/gonen,γίγνομαι,verb,po/lemos,πόλεμος,noun,dia\,διά,preposition,tau=q',οὗτος,pronoun,u(mi=n,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,o(moi/ws,ὅμοιος,adjective,ou)dei\s,οὐδείς,pronoun,u(pe/r,ὑπέρ,preposition,te,τε,particle,tou=,ὁ,article,pleonektei=n,πλεονεκτέω,verb,polemh/seien,πολεμέω,verb,a)\n,ἄν,particle,kai\,καί,conjunction,tw=n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,a)ll',ἀλλά,adverb,u(pe\r,ὑπέρ,preposition,me\n,μέν,particle,w(=n,ὅς,pronoun,e)lattou=ntai,ἐλασσόω,verb,me/xri,μέχρι,preposition,tou=,ὁ,article,dunatou=,δυνατός,adjective,pa/ntes,πᾶς,adjective,polemou=sin,πολεμέω,verb,u(pe\r,ὑπέρ,preposition,de\,δέ,particle,tou=,ὁ,article,pleonektei=n,πλεονεκτέω,verb,ou)x,οὐ,adverb,ou(/tws,οὕτως,adverb,a)ll',ἀλλά,adverb,e)fi/entai,ἐφίημι,verb,me/n,μέν,particle,e)a/n,ἐάν,conjunction,tis,τις,pronoun,e)a=|,ἀίω,verb,e)a\n,ἐάν,conjunction,de\,δέ,particle,kwluqw=sin,κωλύω,verb,ou)de\n,οὐδείς,pronoun,h)dikhke/nai,ἀδικέω,verb,tou\s,ὁ,article,e)nantiwqe/ntas,ἐναντιόομαι,verb,au)toi=s,αὐτός,pronoun,h(gou=ntai,ἡγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,d',δέ,particle,ou)d',οὐδέ,particle,a)\n,ἄν,particle,e)nantiwqh=nai/,ἐναντιόομαι,verb,moi,ἐγώ,pronoun,dokei=,δοκέω,verb,th=|,ὁ,article,pra/cei,πρᾶξις,adjective,tau/th|,οὗτος,pronoun,nu=n,νῦν,adverb,*)artemisi/a,Ἀρτεμισίη,proper,th=s,ὁ,article,po/lews,πόλις,adjective,ou)/shs,εἰμί,verb,e)pi\,ἐπί,preposition,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,mi/kr',μικρός,adjective,a)kou/santes,ἀκούω,verb,skopei=te,σκοπάω,verb,ei)/t',εἴτε,adverb,o)rqw=s,ὀρθός,adjective,logi/zomai,λογίζομαι,verb,tau=t',οὗτος,pronoun,ei)/te,εἴτε,adverb,mh/,μή,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,nomi/zw,νομίζω,verb,pra/ttontos,πράσσω,verb,me\n,μέν,particle,e)n,ἐν,preposition,*ai)gu/ptw|,Αἴγυπτος,proper,pa/nq',πᾶς,adjective,w(s,ὡς,conjunction,w(/rmhke,ὁρμάω,verb,basile/ws,βασιλεύς,noun,sfo/dr',σφόδρα,adverb,a)\n,ἄν,particle,*)artemisi/an,Ἀρτεμισίη,proper,peiraqh=nai,πειράω,verb,peripoih=sai,περιποιέω,verb,*(ro/don,,,au)tw=|,αὐτός,pronoun,ou),οὐ,adverb,th=|,ὁ,article,basile/ws,βασιλεύς,noun,eu)noi/a|,εὔνοια,noun,a)lla\,ἀλλά,adverb,tw=|,ὁ,article,bou/lesqai,βούλομαι,verb,plhsi/on,πλησίος,adjective,au)th=s,αὐτός,pronoun,diatri/bontos,διατρίβω,verb,e)kei/nou,ἐκεῖνος,pronoun,mega/lhn,μέγας,adverb,eu)ergesi/an,εὐεργεσία,noun,kataqe/sqai,κατατίθημι,verb,pro\s,πρός,preposition,au)to/n,αὐτός,pronoun,i(/n',ἵνα,conjunction,w(s,ὡς,conjunction,oi)keio/tat',οἰκεῖος,adjective,au)th\n,αὐτός,pronoun,a)pode/xhtai,ἀποδέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pra/ttontos,πράσσω,verb,d',δέ,particle,w(s,ὡς,conjunction,le/getai,λέγω,verb,kai\,καί,conjunction,dihmarthko/tos,διαμαρτάνω,verb,oi(=s,ὅς,pronoun,e)pexei/rhsen,ἐπιχειρέω,verb,h(gei=sqai,ἡγέομαι,verb,th\n,ὁ,article,nh=son,νῆσος,noun,tau/thn,οὗτος,pronoun,o(/per,ὅσπερ,adjective,e)/stin,εἰμί,verb,a)/llo,ἄλλος,adjective,me\n,μέν,particle,ou)de\n,οὐδείς,pronoun,a)\n,ἄν,particle,ei)=nai,εἰμί,verb,basilei=,βασιλεύς,noun,xrhsi/mhn,χρήσιμος,adjective,e)n,ἐν,preposition,tw=|,ὁ,article,paro/nti,πάρειμι,verb,th=s,ὁ,article,d',δέ,particle,au(th=s,ἑαυτοῦ,pronoun,a)rxh=s,ἀρχή,noun,e)pitei/xisma,ἐπιτείχισμα,noun,pro\s,πρός,preposition,to\,ὁ,article,mhd',μηδέ,particle,o(tiou=n,ὁτιοῦν,adverb,parakinei=n,παρακινέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,moi,ἐγώ,pronoun,dokei=,δοκέω,verb,ma=llon,μᾶλλον,adverb,a)\n,ἄν,particle,u(ma=s,σύ,pronoun,e)/xein,ἔχω,verb,mh\,μή,conjunction,fanerw=s,φανερός,adjective,au)th=s,αὐτός,pronoun,e)ndou/shs,ἐνδέω,verb,h)\,ἠέ,conjunction,'kei=non,ἐκεῖνος,pronoun,labei=n,λαμβάνω,verb,bou/lesqai,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=mai,οἴομαι,verb,me\n,μέν,particle,ou)=n,οὖν,particle,ou)de\,οὐδέ,particle,bohqh/sein,βοηθέω,verb,au)th/n,αὐτός,pronoun,a)\n,ἄν,particle,d',δέ,particle,a)/ra,ἄρα,particle,tou=to,οὗτος,pronoun,poih=|,ποιέω,verb,fau/lws,φαῦλος,adjective,kai\,καί,conjunction,kakw=s,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,kai\,καί,conjunction,basile/a,βασιλεύς,noun,ge,γε,particle,o(/,ὅς,pronoun,ti,τις,pronoun,me\n,μέν,particle,poih/sei,ποιέω,verb,ma\,μά,particle,*di/',Δίη,proper,ou)k,οὐ,adverb,a)\n,ἄν,particle,ei)/poim',εἶπον,verb,e)/gwg',ἐγώ,pronoun,w(s,ὡς,conjunction,oi)=da,οἶδα,verb,o(/ti,ὅστις,pronoun,me/ntoi,μέντοι,particle,sumfe/rei,συμφέρω,verb,th=|,ὁ,article,po/lei,πόλις,adjective,dh=lon,δῆλος,adjective,h)/dh,ἤδη,adverb,gene/sqai,γίγνομαι,verb,po/ter',πότερος,adjective,a)ntipoih/setai,ἀντιποιέω,verb,th=s,ὁ,article,po/lews,πόλις,adjective,th=s,ὁ,article,*(rodi/wn,,,h)\,ἠέ,conjunction,ou)/,οὐ,adverb,tou=t',οὗτος,pronoun,a)\n,ἄν,particle,i)sxurisai/mhn,ἰσχυρίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,u(pe\r,ὑπέρ,preposition,*(rodi/wn,,,bouleute/on,βουλευτέον,adjective,o(/tan,ὅταν,conjunction,a)ntipoih=tai,ἀντιποιέω,verb,mo/non,μόνος,adjective,a)ll',ἀλλά,adverb,u(pe\r,ὑπέρ,preposition,h(mw=n,ἐγώ,pronoun,au)tw=n,αὐτός,pronoun,kai\,καί,conjunction,tw=n,ὁ,article,pa/ntwn,πᾶς,adjective,*(ellh/nwn,Ἕλλην,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,ou)d',οὐδέ,particle,a)\n,ἄν,particle,ei),εἰ,conjunction,di',διά,preposition,au(tw=n,ἑαυτοῦ,pronoun,ei)=xon,ἔχω,verb,th\n,ὁ,article,po/lin,πόλις,adjective,oi(,ὁ,article,nu=n,νῦν,adverb,o)/ntes,εἰμί,verb,e)n,ἐν,preposition,au)th=|,αὐτός,pronoun,*(ro/dioi,,,parh/|nes',παραινέω,verb,a)\n,ἄν,particle,u(mi=n,σύ,pronoun,tou/tous,οὗτος,pronoun,e(le/sqai,αἱρέω,verb,ou)d',οὐδέ,particle,ei),εἰ,conjunction,pa/nq',πᾶς,adjective,u(pisxnou=nq',ὑποσχέθω,verb,u(mi=n,σύ,pronoun,poih/sein,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(rw=,ὁράω,verb,ga\r,γάρ,particle,au)tou\s,αὐτός,pronoun,to\,ὁ,article,me\n,μέν,particle,prw=ton,πρότερος,adjective,o(/pws,ὅπως,conjunction,katalu/swsi,καταλύω,verb,to\n,ὁ,article,dh=mon,δῆμος,noun,proslabo/ntas,προσλαμβάνω,verb,tina\s,τις,pronoun,tw=n,ὁ,article,politw=n,πολίτης,noun,e)peidh\,ἐπεί,conjunction,de\,δέ,particle,tou=t',οὗτος,pronoun,e)/pracan,πράσσω,verb,pa/lin,πάλιν,adverb,e)kbalo/ntas,ἐκβάλλω,verb,tou/tous,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,ou)=n,οὖν,particle,mhdete/rois,μηδέτερος,adjective,pistw=s,πιστός,adjective,kexrhme/nous,χράω,verb,ou)d',οὐδέ,particle,a)\n,ἄν,particle,u(mi=n,σύ,pronoun,bebai/ous,βέβαιος,adjective,h(gou=mai,ἡγέομαι,verb,gene/sqai,γίγνομαι,verb,summa/xous,σύμμαχος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tau=t',οὗτος,pronoun,ou)depw/pot',οὐδεπώποτε,adverb,ei)=pon,εἶπον,verb,a)/n,ἄν,particle,ei),εἰ,conjunction,tw=|,ὁ,article,*(rodi/wn,,,dh/mw|,δῆμος,noun,mo/non,μόνος,adjective,h(gou/mhn,ἁγέομαι,verb,sumfe/rein,συμφέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,ga\r,γάρ,particle,procenw=,προξενέω,verb,tw=n,ὁ,article,a)ndrw=n,ἀνήρ,noun,ou)/t',οὔτε,adverb,i)di/a|,ἴδιος,adjective,ce/nos,ξένος,noun,au)tw=n,αὐτός,pronoun,ou)dei/s,οὐδείς,pronoun,e)sti/,εἰμί,verb,moi,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,mh\n,μήν,particle,ou)d',οὐδέ,particle,ei),εἰ,conjunction,tau=t',οὗτος,pronoun,a)mfo/ter',ἀμφότερος,adjective,h)=n,εἰμί,verb,ei),εἰ,conjunction,mh\,μή,conjunction,sumfe/rein,συμφέρω,verb,u(mi=n,σύ,pronoun,h(gou/mhn,ἁγέομαι,verb,ei)=pon,εἶπον,verb,a)/n,ἄν,particle,e)pei\,ἐπεί,conjunction,*(rodi/ois,,,ge,γε,particle,ei),εἰ,conjunction,oi(=o/n,οἷος,adjective,te,τε,particle,tou=t',οὗτος,pronoun,ei)pei=n,εἶπον,verb,tw=|,ὁ,article,sunagoreu/onti,συναγορεύω,verb,th=|,ὁ,article,swthri/a|,σωτηρία,noun,au)tw=n,αὐτός,pronoun,sugxai/rw,συγχαίρω,verb,tw=n,ὁ,article,gegenhme/nwn,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=,ὁ,article,komi/sasqai,κομίζω,verb,ga\r,γάρ,particle,ta\,ὁ,article,u(me/ter',ὑμέτερος,adjective,u(mi=n,σύ,pronoun,fqonh/santes,φθονέω,verb,th\n,ὁ,article,e(autw=n,ἑαυτοῦ,pronoun,e)leuqeri/an,ἐλευθερία,noun,a)polwle/kasi,ἀπόλλυμι,verb,kai\,καί,conjunction,paro\n,πάρειμι,verb,au)toi=s,αὐτός,pronoun,*(/ellhsi,Ἕλλην,proper,kai\,καί,conjunction,belti/osin,βελτίων,adverb,au)tw=n,αὐτός,pronoun,e)c,ἐκ,preposition,i)/sou,ἴσος,adjective,summaxei=n,συμμαχέω,verb,barba/rois,βάρβαρος,adjective,kai\,καί,conjunction,dou/lois,δοῦλος,noun,ou(\s,ὅς,pronoun,ei)s,εἰς,preposition,ta\s,ὁ,article,a)kropo/leis,ἀκρόπολις,noun,parei=ntai,παρέζομαι,verb,douleu/ousin,δουλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)li/gou,ὀλίγος,adjective,de\,δέ,particle,de/w,δέω,verb,le/gein,λέγω,verb,e)a\n,ἐάν,conjunction,au)toi=s,αὐτός,pronoun,u(mei=s,σύ,pronoun,e)qelh/shte,ἐθέλω,verb,bohqh=sai,βοηθέω,verb,w(s,ὡς,conjunction,kai\,καί,conjunction,sunenh/noxe,συμφέρω,verb,tau=t',οὗτος,pronoun,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=,εὖ,adverb,me\n,μέν,particle,ga\r,γάρ,particle,pra/ttontes,πράσσω,verb,ou)k,οὐ,adverb,oi)=d',οἶδα,verb,ei)/,εἰ,conjunction,pot',ποτέ,particle,a)\n,ἄν,particle,eu)=,εὖ,adverb,fronh=sai,φρονέω,verb,h)qe/lhsan,ἐθέλω,verb,o)/ntes,εἰμί,verb,*(ro/dioi,,,e)/rgw|,ἔργον,noun,de\,δέ,particle,peiraqe/ntes,πειράω,verb,kai\,καί,conjunction,didaxqe/ntes,διδάσκω,verb,o(/ti,ὅστις,pronoun,pollw=n,πολύς,adjective,kakw=n,κακός,adjective,h(,ὁ,article,a)/noi',ἄνοια,noun,ai)ti/a,αἰτία,noun,toi=s,ὁ,article,polloi=s,πολύς,adjective,gi/gnetai,γίγνομαι,verb,ta/x',τάχα,adjective,a)/n,ἄν,particle,ei),εἰ,conjunction,tu/xoien,τυγχάνω,verb,swfrone/steroi,σώφρων,noun,pro\s,πρός,preposition,to\n,ὁ,article,loipo\n,λοιπός,adjective,tou=,ὁ,article,xro/nou,χρόνος,noun,ge/nointo,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,d',δέ,particle,ou),οὐ,adverb,mikra\n,μικρός,adjective,w)fe/leian,ὠφέλεια,noun,au)toi=s,αὐτός,pronoun,h(gou=mai,ἡγέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fhmi\,φημί,verb,dh\,δή,particle,xrh=nai,χρή,verb,peira=sqai,πειράω,verb,sw/|zein,σώζω,verb,tou\s,ὁ,article,a)/ndras,ἀνήρ,noun,kai\,καί,conjunction,mh\,μή,conjunction,mnhsikakei=n,μνησικακέω,verb,e)nqumoume/nous,ἐνθυμέομαι,verb,o(/ti,ὅστις,pronoun,polla\,πολύς,adjective,kai\,καί,conjunction,u(mei=s,σύ,pronoun,u(po\,ὑπό,preposition,tw=n,ὁ,article,e)pibouleusa/ntwn,ἐπιβουλεύω,verb,e)chpa/thsqe,ἐξαπατάω,verb,w(=n,ὅς,pronoun,ou)deno\s,οὐδείς,pronoun,au)toi\,αὐτός,pronoun,dou=nai,δίδωμι,verb,di/khn,δίκη,adjective,di/kaion,δίκαιος,adjective,a)\n,ἄν,particle,ei)=nai,εἰμί,verb,fh/saite,φημί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(ra=te,ὁράω,verb,de\,δέ,particle,ka)kei=n',ἐκεῖνος,pronoun,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,*)aqhnai=oi,Ἀθηναῖος,proper,o(/ti,ὅστις,pronoun,pollou\s,πολύς,adjective,u(mei=s,σύ,pronoun,pole/mous,πόλεμος,noun,pepolemh/kate,πολεμέω,verb,kai\,καί,conjunction,pro\s,πρός,preposition,dhmokrati/as,δημοκρατία,noun,kai\,καί,conjunction,pro\s,πρός,preposition,o)ligarxi/as,ὀλιγαρχία,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=to,οὗτος,pronoun,me\n,μέν,particle,i)/ste,οἶδα,verb,kai\,καί,conjunction,au)toi/,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,u(pe\r,ὑπέρ,preposition,w(=n,ὅς,pronoun,pro\s,πρός,preposition,e(kate/rous,ἑκάτερος,adjective,e)/sq',ἔσθω,verb,u(mi=n,σύ,pronoun,o(,ὁ,article,po/lemos,πόλεμος,noun,tou=t',οὗτος,pronoun,i)/sws,ἴσως,adverb,u(mw=n,σύ,pronoun,ou)dei\s,οὐδείς,pronoun,logi/zetai,λογίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(pe\r,ὑπέρ,preposition,ti/nwn,τίς,pronoun,ou)=n,οὖν,particle,e)sti/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
