word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/26/lemma/@_entry,word/26/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/113/lemma/@_entry,word/113/lemma/@_POS,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/115/lemma/@_entry,word/115/lemma/@_POS,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS
w(/ste,ὥστε,conjunction,a)na/gkh,ἀνάγκη,noun,kai\,καί,conjunction,tau=ta,οὗτος,pronoun,e)kei/nwn,ἐκεῖνος,pronoun,u(perai/rein,ὑπεραίρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plh/qei,πλῆθος,noun,ge,γε,particle,mh\n,μήν,particle,pou=,πού,adverb,pote,ποτέ,particle,a)/cion,ἄξιος,adjective,sumbalei=n,συμβάλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,peri\,περί,preposition,mia=s,εἷς,adjective,e)ma/xonto,μάχομαι,verb,po/lews,πόλις,adjective,cunexw=s,συνεχής,adverb,kai\,καί,conjunction,ou)/te,οὔτε,adverb,*trw=es,Τρώς,proper,a)pela/sai,ἀπελαύνω,verb,tou\s,ὁ,article,*)axaiou\s,Ἀχαιός,proper,e)pikratou=ntes,ἐπικρατέω,verb,h)du/nanto,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/te,οὔτε,adverb,e)kei=noi,ἐκεῖνος,pronoun,nikw=ntes,νικάω,verb,e)celei=n,ἐξαιρέω,verb,kai\,καί,conjunction,a)natre/yai,ἀνατρέπω,verb,tw=n,ὁ,article,*priamidw=n,Πριαμίδης,proper,th\n,ὁ,article,a)rxh\n,ἀρχή,noun,kai\,καί,conjunction,th\n,ὁ,article,basilei/an,βασιλεία,noun,i)/sxuon,ἰσχύω,verb,dekae/ths,δεκαετής,adverb,de\,δέ,particle,au)toi=s,αὐτός,pronoun,a)nalw/qh,ἀναλίσκω,verb,xro/nos,χρόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basilei=,βασιλεύς,noun,de\,δέ,particle,polloi\,πολύς,adjective,me/n,μέν,particle,ei)sin,εἰμί,verb,a)gw=nes,ἀγών,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,a)negra/fh,ἀναγράφω,verb,*germanoi=s,,,toi=s,ὁ,article,u(pe\r,ὑπέρ,preposition,tou=,ὁ,article,*(rh/nou,,,polemw=n,πολεμέω,verb,ta/,ὁ,article,te,τε,particle,e)pi\,ἐπί,preposition,tw=|,ὁ,article,*ti/grhti,,,zeu/gmata,ζεῦγμα,noun,kai\,καί,conjunction,th=s,ὁ,article,*parquai/wn,,,duna/mews,δύναμις,adjective,kai\,καί,conjunction,tou=,ὁ,article,fronh/matos,φρόνημα,noun,e)/legxos,ἔλεγχος,noun,ou),οὐ,adverb,fau=los,φαῦλος,adjective,o(/te,ὅτε,conjunction,ou)x,u(pe/menon,ὑφίημι,verb,a)mu=nai,ἀμύνω,verb,th=|,ὁ,article,xw/ra|,χώρα,noun,porqoume/nh|,πορθέω,verb,a)lla\,ἀλλά,adverb,periei=don,περεῖδον,verb,a(/pasan,ἅπας,adjective,tmhqei=san,τέμνω,verb,th\n,ὁ,article,ei)/sw,εἴδομαι,verb,*ti/grhtos,,,kai\,καί,conjunction,*lu/kou,Λύκης,proper,tw=n,ὁ,article,ge,γε,particle,mh\n,μείς,adjective,οὐ,adverb,pro\s,πρός,preposition,to\n,ὁ,article,tu/rannon,τύραννος,noun,praxqe/ntwn,πράσσω,verb,o(/,ὅς,pronoun,te,τε,particle,e)pi\,ἐπί,preposition,*sikeli/an,Σικελία,proper,e)/kplous,ἔκπλοος,noun,kai\,καί,conjunction,e)s,εἰς,preposition,*karxhdo/na,Καρχηδών,proper,*)hridanou=,Ἠριδανός,proper,te,τε,particle,ai(,ὁ,article,prokatalh/yeis,προκατάληψις,noun,tw=n,ὁ,article,e)kbolw=n,ἐκβολή,noun,a(pa/sas,ἅπας,adjective,au)tou=,αὐτός,pronoun,ta\s,ὁ,article,e)n,ἐν,preposition,*)itali/a|,Ἰταλία,proper,duna/meis,δύναμις,adjective,a)felo/menai,ἀφαιρέω,verb,kai\,καί,conjunction,to\,ὁ,article,teleutai=on,τελευταῖος,adjective,kai\,καί,conjunction,tri/ton,τρίτος,adjective,pa/laisma,πάλαισμα,noun,peri\,περί,preposition,tai=s,ὁ,article,*kotti/ais,,,*)/alpesin,Ἄλπις,proper,o(\,ὅς,pronoun,dh\,δή,particle,basilei=,βασιλεύς,noun,me\n,μέν,particle,pare/sxen,παρέχω,verb,a)sfalh=,ἀσφαλής,adjective,kai\,καί,conjunction,tou=,ὁ,article,me/llontos,μέλλω,verb,a)dea=,ἀδεής,adverb,th\n,ὁ,article,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,ni/khs,νίκη,noun,h(donh/n,ἡδονά,noun,to\n,ὁ,article,de\,δέ,particle,h(tthqe/nta,ἡσσάομαι,verb,di/khn,δίκη,adjective,e)piqei=nai,ἐπιτίθημι,verb,dikai/an,δίκαιος,adjective,au(tw=|,ἑαυτοῦ,pronoun,kai\,καί,conjunction,tw=n,ὁ,article,e)ceirgasme/nwn,ἐξεργάζομαι,verb,pa/nu,πάνυ,adverb,a)ci/an,ἄξιος,adjective,kathna/gkase,καταναγκάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tosau=ta,τοσοῦτος,adjective,u(pe\r,ὑπέρ,preposition,tw=n,ὁ,article,basile/ws,βασιλεύς,noun,e)/rgwn,ἔργον,noun,e)n,ἐν,preposition,braxei=,βραχύς,adjective,dielhlu/qamen,διέρχομαι,verb,ou)/te,οὔτε,adverb,kolakei/a|,κολακεία,noun,prostiqe/ntes,προστίθημι,verb,kai\,καί,conjunction,au)/cein,αὐξάνω,verb,e)pixeirou=ntes,ἐπιχειρέω,verb,tuxo\n,τυγχάνω,verb,ou)deno\s,οὐδείς,pronoun,diafe/ronta,διαφέρω,verb,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,ou)/te,οὔτε,adverb,po/rrwqen,πρόσωθεν,adverb,e(/lkontes,ἕλκω,verb,kai\,καί,conjunction,biazo/menoi,βιάζω,verb,tw=n,ὁ,article,e)/rgwn,ἔργον,noun,ta\s,o(moio/thtas,ὁμοιότης,noun,kaqa/per,καθά,adverb,oi(,ἕ,pronoun,tou\s,ὁ,article,mu/qous,μῦθος,noun,e)chgou/menoi,ἐξηγέομαι,verb,tw=n,ὁ,article,poihtw=n,ποιητής,noun,kai\,καί,conjunction,a)nalu/ontes,ἀναλύω,verb,e)s,εἰς,preposition,lo/gous,λόγος,noun,piqanou\s,πιθανός,adjective,kai\,καί,conjunction,e)ndexome/nous,ἐνδέχομαι,verb,ta\,ὁ,article,pla/smata,πλάσμα,noun,ὁ,article,e)k,ἐκ,preposition,mikra=s,μικρός,adjective,pa/nu,πάνυ,adverb,th=s,ὁ,article,u(ponoi/as,ὑπόνοια,noun,o(rmw/menoi,ὁρμάω,verb,kai\,καί,conjunction,a)mudra\s,ἀμυδρός,adjective,li/an,λίαν,adverb,paralabo/ntes,παραλαμβάνω,verb,ta\s,ὁ,article,a)rxa\s,ἀρχή,noun,peirw=ntai,πειράω,verb,cumpei/qein,συμπείθω,verb,w(s,ὡς,conjunction,dh\,δή,particle,tau=ta/,οὗτος,pronoun,ge,γε,particle,au)ta\,αὐτός,pronoun,e)kei/nwn,ἐκεῖνος,pronoun,e)qelo/ntwn,ἐθέλω,verb,le/gein,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ntau=qa,ἐνταῦθα,adverb,de\,δέ,particle,ei)/,εἰ,conjunction,tis,τις,pronoun,e)ce/loi,ἐξαιρέω,verb,tw=n,ὁ,article,*(omh/rou,Ὅμηρος,proper,mo/non,μόνος,adjective,ta\,ὁ,article,tw=n,ὁ,article,h(rw/wn,ἥρως,noun,o)no/mata,ὄνομα,adjective,e)nqei/h,ἐντίθημι,verb,de\,δέ,particle,to\,ὁ,article,basile/ws,βασιλεύς,noun,kai\,καί,conjunction,e)narmo/seien,ἐναρμόζω,verb,ou),οὐ,adverb,ma=llon,μᾶλλον,adverb,ei)s,εἰς,preposition,e)kei/nous,ἐκεῖνος,pronoun,h)\,ἠέ,conjunction,tou=ton,οὗτος,pronoun,pepoih=sqai,ποιέω,verb,do/cei,δοκέω,verb,ta\,th=s,ὁ,article,*)ilia/dos,Ἰλιάς,proper,e)/ph,ἔπος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)all),ἀλλά,adverb,o(/pws,ὅπως,conjunction,mh\,μή,conjunction,ta\,ὁ,article,u(pe\r,ὑπέρ,preposition,tw=n,ὁ,article,e)/rgwn,ἔργον,noun,mo/non,μόνος,adjective,a)kou/ontes,ἀκούω,verb,ta\,ὁ,article,tw=n,ὁ,article,katorqwma/twn,κατόρθωμα,noun,tw=n,ὁ,article,e)s,εἰς,preposition,to\n,ὁ,article,po/lemon,πόλεμος,noun,e)/latton,ἐλάσσων,adjective,e)/xein,ἔχω,verb,u(polamba/nhte,ὑπολαμβάνω,verb,basile/a,βασιλεύς,noun,peri\,περί,preposition,ta\,ὁ,article,semno/tera,σεμνός,adjective,kai\,καί,conjunction,w(=n,ὅς,pronoun,a)/cion,ἄξιος,adjective,mei/zona,poiei=sqai,ποιέω,verb,lo/gon,λόγος,noun,dhmhgoriw=n,δημηγορία,noun,fhmi,φημί,verb,kai\,καί,conjunction,cumbouliw=n,συμβουλία,noun,kai\,καί,conjunction,o(po/sa,ὁπόσος,adjective,gnw/mh,γνώμη,noun,meta\,μετά,preposition,nou=,νόος,adjective,kai\,καί,conjunction,fronh/sews,φρόνησις,noun,kateuqu/nei,κατευθύνω,verb,a)qrei=te,ἀθρέω,verb,e)n,ἐν,preposition,*)odussei=,Ὀδυσσεύς,proper,μέγας,adverb,kai\,καί,conjunction,*ne/stori,Νέστωρ,proper,toi=s,ὁ,article,e)painoume/nois,ἐπαινέω,verb,kata\,κατά,preposition,th\n,ὁ,article,poi/hsin,ποίησις,noun,kai\,καί,conjunction,h)/n,ἐάν,conjunction,ti,τις,pronoun,mei=on,μείων,adverb,e)n,ἐν,preposition,basilei=,βασιλεύς,noun,katamanqa/nhte,καταμανθάνω,verb,toi=s,ὁ,article,e)paine/tais,ἐπαινέτης,noun,tou=to,οὗτος,pronoun,logi/zesqe,λογίζομαι,verb,ple/on,πλέος,adjective,de\,δέ,particle,e)/xonta,ἔχω,verb,dikai/ws,δίκαιος,adjective,a)\n,ἄν,particle,au)to\n,αὐτός,pronoun,ma=llon,μᾶλλον,adverb,a)podexoi/meqa,ἀποδέχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)kou=n,οὐκοῦν,adverb,o(,ὁ,article,me/n,μέν,particle,o(phni/ka,ὁπηνίκα,adverb,xalepai/nein,χαλεπαίνω,verb,kai\,καί,conjunction,stasia/zein,στασιάζω,verb,h)/rxonto,ἄρχω,verb,peri\,περί,preposition,th=s,ὁ,article,ai)xmalw/tou,αἰχμάλωτος,adjective,ko/rhs,κόρη,noun,le/gein,λέγω,verb,e)pixeirw=n,ἐπιχειρέω,verb,ou(/tw,οὕτως,adverb,dh/,δή,particle,ti,τις,pronoun,pei/qei,πείθω,verb,to\n,ὁ,article,basile/a,βασιλεύς,noun,kai\,καί,conjunction,to\n,ὁ,article,th=s,ὁ,article,*qe/tidos,Θέτις,proper,w(/ste,ὥστε,conjunction,o(,ὁ,article,me\n,a)ko/smws,ἄκοσμος,adjective,die/luse,διαλύω,verb,to\n,ὁ,article,cu/llogon,σύλλογος,noun,o(,ὁ,article,de\,δέ,particle,ou)de\,οὐδέ,particle,perimei/nas,περιμένω,verb,a)fosiw/sasqai,ἀφοσιόω,verb,ta\,ὁ,article,pro\s,πρός,preposition,to\n,ὁ,article,qeo/n,θεός,noun,e)/ti,ἔτι,adverb,de\,δέ,particle,au)ta\,αὐτός,pronoun,drw=n,δράω,verb,μέν,particle,kai\,καί,conjunction,a)forw=n,ἀφοράω,verb,e)s,εἰς,preposition,th\n,ὁ,article,qewri/da,θεωρίς,noun,ste/llei,στέλλω,verb,tou\s,ὁ,article,kh/rukas,κῆρυξ,noun,e)pi\,ἐπί,preposition,th\n,ὁ,article,*)axille/ws,Ἀχιλλεύς,proper,skhnh/n,σκηνή,noun,w(/sper,ὥσπερ,adverb,oi)=mai,οἴομαι,verb,dediw\s,δείδω,verb,mh\,μή,conjunction,th=s,ὁ,article,o)rgh=s,ὀργή,noun,e)pilaqo/menos,ἐπιλανθάνομαι,verb,kai\,καί,conjunction,a)pallagei\s,ἀπαλλάσσω,verb,tou=,ὁ,article,pa/qous,πάθος,adjective,metagnoi/h,μεταγιγνώσκω,verb,kai\,καί,conjunction,a)pofu/goi,ἀποφεύγω,verb,th\n,ὁ,article,a(marta/da,ἁμαρτάς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,de\,δέ,particle,e)k,ἐκ,preposition,th=s,ὁ,article,*)iqa/khs,Ἰθάκη,proper,r(h/twr,ῥήτωρ,noun,polu/tropos,πολύτροπος,adjective,pei/qein,πείθω,verb,e)pixeirw=n,ἐπιχειρέω,verb,pro\s,πρός,preposition,diallaga\s,διαλλαγή,noun,*)axille/a,Ἀχιλλεύς,proper,kai\,καί,conjunction,dw=ra,δῶρον,noun,polla\,πολύς,adjective,didou/s,δίδωμι,verb,muri/a,μυρίος,adjective,de\,δέ,particle,e)paggello/menos,ἐπαγγέλλω,verb,ou(/tw,οὕτως,adverb,to\n,ὁ,article,neani/skon,νεανίσκος,noun,parw/cunen,παροξύνω,verb,w(/ste,ὥστε,conjunction,pro/teron,πρότερος,adjective,ou),οὐ,adverb,bouleusa/menon,to\n,ὁ,article,a)po/ploun,ἀπόπλοος,noun,nu=n,νῦν,adverb,paraskeua/zesqai,παρασκευάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βουλεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/sti,εἰμί,verb,de\,δέ,particle,au)tw=n,αὐτός,pronoun,ta\,ὁ,article,qaumasta\,θαυμαστός,adjective,th=s,ὁ,article,sune/sews,σύνεσις,noun,dei/gmata,δεῖγμα,noun,ai(/,ὅς,pronoun,te,τε,particle,e)pi\,ἐπί,preposition,to\n,ὁ,article,po/lemon,πόλεμος,noun,paraklh/seis,παράκλησις,noun,kai\,καί,conjunction,h(,ὁ,article,teixopoii/a,τειχοποιία,noun,tou=,ὁ,article,*ne/storos,Νέστωρ,proper,presbutiko\n,πρεσβυτικός,adjective,li/an,λίαν,adverb,kai\,καί,conjunction,a)/tolmon,ἄτολμος,adjective,e)pino/hma,ἐπινόημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
