word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS
tou\s,ὁ,article,d',δέ,particle,a)pwrfanisme/nous,ἀπορφανίζομαι,verb,nh=stis,νῆστις,noun,pie/zei,πιέζω,verb,limo/s,λιμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)ntelei=s,ἐντέλλω,verb,qh/ran,θήρα,noun,patrw/|an,πατρῷος,adjective,prosfe/rein,προσφέρω,verb,skhnh/masin,σκήνημα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,de\,δέ,particle,ka)me\,ἐγώ,pronoun,th/nde,ὅδε,pronoun,t',τε,particle,*)hle/ktran,Ἠλέκτρη,proper,le/gw,λέγω,verb,i)dei=n,εἶδον,verb,pa/resti/,πάρειμι,verb,soi,σύ,pronoun,patrosterh=,πατροστερής,adjective,go/non,γόνος,noun,a)/mfw,ἄμφω,noun,fugh\n,φυγή,noun,e)/xonte,ἔχω,verb,th\n,ὁ,article,au)th\n,αὐτός,pronoun,do/mwn,δόμος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=,ὁ,article,quth=ros,θυτήρ,noun,kai/,καί,conjunction,se,σύ,pronoun,timw=ntos,τιμάω,verb,me/ga,μέγας,adverb,patro\s,πατήρ,noun,neossou\s,νεοσσός,noun,tou/sd',ὅδε,pronoun,a)pofqei/ras,ἀποφθείρω,verb,po/qen,πόθεν,adverb,e(/ceis,ἔχω,verb,o(moi/as,ὅμοιος,adjective,xeiro\s,χείρ,noun,eu)/qoinon,εὔθοινος,adjective,ge/ras,γέρας,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/t',οὔτε,adverb,ai)etou=,ἀετός,noun,ge/neql',γένεθλον,noun,a)pofqei/ras,ἀποφθείρω,verb,pa/lin,πάλιν,adverb,pe/mpein,πέμπω,verb,e)/xois,ἔχω,verb,a)\n,ἄν,particle,sh/mat',σῆμα,adjective,eu)piqh=,εὐπιθής,adverb,brotoi=s,βροτός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/t',οὔτε,adverb,a)rxiko/s,ἀρχικός,adjective,soi,σύ,pronoun,pa=s,πᾶς,adjective,o(/d',ὅδε,pronoun,au)anqei\s,αὐαίνω,verb,puqmh\n,πυθμήν,noun,bwmoi=s,βωμός,noun,a)rh/cei,ἀρήγω,verb,bouqu/tois,βούθυτος,adjective,e)n,ἐν,preposition,h)/masin,ἦμαρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ko/miz',κομίζω,verb,a)po\,ἀπό,preposition,smikrou=,μικρός,adjective,d',δέ,particle,a)\n,ἄν,particle,a)/reias,αἴρω,verb,me/gan,μέγας,adverb,do/mon,δόμος,noun,dokou=nta,δοκέω,verb,ka/rta,κάρτα,adverb,nu=n,νῦν,adverb,peptwke/nai,πίπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,pai=des,παῖς,adjective,w)=,ὦ,interjection,swth=res,σωτήρ,noun,e(sti/as,ἑστία,noun,patro/s,πατήρ,noun,siga=q',σιγάω,verb,o(/pws,ὅπως,conjunction,mh\,μή,conjunction,peu/setai/,πυνθάνομαι,verb,tis,τις,pronoun,w)=,ὦ,interjection,te/kna,τέκνον,noun,glw/sshs,γλῶσσα,noun,xa/rin,χάρις,noun,de\,δέ,particle,pa/nt',πᾶς,adjective,a)paggei/lh|,ἀπαγγέλλω,verb,ta/de,ὅδε,pronoun,pro\s,πρός,preposition,tou\s,ὁ,article,kratou=ntas,κρατέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(\s,ὅς,pronoun,i)/doim',εἶδον,verb,e)gw/,ἐγώ,pronoun,pote,ποτέ,particle,qano/ntas,θνήσκω,verb,e)n,ἐν,preposition,khki=di,κηκίς,adjective,pissh/rei,πισσήρης,adjective,flogo/s,φλόξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)/toi,οὔτοι,adverb,prodw/sei,προδίδωμι,verb,*loci/ou,Λοξίας,proper,megasqenh\s,μεγασθενής,adjective,xrhsmo\s,χρησμός,noun,keleu/wn,κελεύω,verb,to/nde,ὅδε,pronoun,ki/ndunon,κίνδυνος,noun,pera=n,περάω,verb,ka)corqia/zwn,ἐξορθιάζω,verb,polla\,πολύς,adjective,kai\,καί,conjunction,dusxeime/rous,δυσχείμερος,adjective,a)/tas,ἄτη,noun,u(f',ὑπό,preposition,h(=par,ἧπαρ,noun,qermo\n,θερμός,adjective,e)caudw/menos,ἐξαυδάω,verb,ei),εἰ,conjunction,mh\,μή,conjunction,me/teimi,μέτειμι,verb,tou=,ὁ,article,patro\s,πατήρ,noun,tou\s,ὁ,article,ai)ti/ous,αἴτιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tro/pon,τρόπος,noun,to\n,ὁ,article,au)to\n,αὐτός,pronoun,a)ntapoktei=nai,ἀνταποκτείνω,verb,le/gwn,λέγω,verb,a)poxrhma/toisi,ἀποχρήματος,adjective,zhmi/ais,ζημία,noun,taurou/menon,ταυράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\n,αὐτός,pronoun,d',δέ,particle,e)/faske,φάσκω,verb,th=|,ὁ,article,fi/lh|,φίλος,adjective,yuxh=|,ψυχή,noun,ta/de,ὅδε,pronoun,tei/sein,τίνω,verb,m',ἐγώ,pronoun,e)/xonta,ἔχω,verb,polla\,πολύς,adjective,dusterph=,δυστερπής,adjective,kaka/,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,me\n,μέν,particle,ga\r,γάρ,particle,e)k,ἐκ,preposition,gh=s,γῆ,noun,dusfro/nwn,δύσφρων,adverb,mhni/mata,μήνιμα,noun,brotoi=s,βροτός,noun,pifau/skwn,πιφαύσκω,verb,ei)=pe,εἶπον,verb,ta\s,ὁ,article,d',δέ,particle,ai)nw=n,αἰνέω,verb,no/sous,νόσος,noun,sarkw=n,σάρξ,adjective,e)pambath=ras,ἐπαμβατήρ,noun,a)gri/ais,ἄγριος,adjective,gna/qois,γνάθος,adjective,leixh=nas,λειχήν,noun,e)ce/sqontas,ἐξέσθω,verb,a)rxai/an,ἀρχαῖος,adjective,fu/sin,φύσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leuka\s,λευκάς,adjective,de\,δέ,particle,ko/rsas,κόρση,noun,th=|d',ὅδε,pronoun,e)pante/llein,ἐπανατέλλω,verb,no/sw|,νόσος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llas,ἄλλος,adjective,t',τε,particle,e)fw/nei,φωνέω,verb,prosbola/s,προσβολή,noun,*)erinu/wn,Ἐρινύς,proper,e)k,ἐκ,preposition,tw=n,ὁ,article,patrw/|wn,πατρῷος,adjective,ai(ma/twn,αἷμα,noun,teloume/nas,τέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,ga\r,γάρ,particle,skoteino\n,σκοτεινός,adjective,tw=n,ὁ,article,e)nerte/rwn,ἐνέρτερος,adjective,be/los,βέλος,noun,e)k,ἐκ,preposition,prostropai/wn,προσχράω,verb,e)n,ἐν,preposition,ge/nei,γένος,noun,peptwko/twn,πίπτω,verb,kai\,καί,conjunction,lu/ssa,λύσσα,noun,kai\,καί,conjunction,ma/taios,μάταιος,adjective,e)k,ἐκ,preposition,nuktw=n,νύξ,adjective,fo/bos,φόβος,noun,o(rw=nta,ὁράω,verb,lampro\n,λαμπρός,adjective,e)n,ἐν,preposition,sko/tw|,σκότος,noun,nwmw=nt',νωμάω,verb,o)fru\n,ὀφρύς,noun,kinei=,κινέω,verb,tara/ssei,ταράσσω,verb,kai\,καί,conjunction,diw/kesqai,διώκω,verb,po/lews,πόλις,adjective,xalkhla/tw|,χαλκήλατος,adjective,pla/stiggi,πλάστιγξ,noun,lumanqe\n,λυμαίνομαι,verb,de/mas,δέμας,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,toi=s,ὁ,article,toiou/tois,τοιοῦτος,adjective,ou)/te,οὔτε,adverb,krath=ros,κρατήρ,noun,me/ros,μέρος,noun,ei)=nai,εἰμί,verb,metasxei=n,μετέχω,verb,ou),οὐ,adverb,filospo/ndou,φιλόσπονδος,adjective,libo/s,λίψ,noun,bwmw=n,βωμός,noun,t',τε,particle,a)pei/rgein,ἀπείργω,verb,ou)x,οὐ,adverb,o(rwme/nhn,ὁράω,verb,patro\s,πατήρ,noun,mh=nin,μῆνις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de/xesqai,δέχομαι,verb,d',δέ,particle,ou)/te,οὔτε,adverb,sullu/ein,συλλύω,verb,tina/,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ntwn,πᾶς,adjective,d',δέ,particle,a)/timon,ἄτιμος,adjective,ka)/filon,ἄφιλος,adjective,qnh/|skein,θνήσκω,verb,xro/nw|,χρόνος,noun,kakw=s,κακός,adjective,tarixeuqe/nta,ταριχεύω,verb,pamfqa/rtw|,πάμφθαρτος,adjective,mo/rw|,μόρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toioi=sde,τοιόσδε,adjective,xrhsmoi=s,χρησμός,noun,a)=ra,ἆρα,particle,xrh\,χρή,verb,pepoiqe/nai,πείθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei),εἰ,conjunction,mh\,μή,conjunction,pe/poiqa,πείθω,verb,tou)/rgon,ἔργον,noun,e)/st',εἰμί,verb,e)rgaste/on,ἐργαστέον,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polloi\,πολύς,adjective,ga\r,γάρ,particle,ei)s,εἰς,preposition,e(\n,εἷς,adjective,sumpi/tnousin,συμπίτνω,verb,i(/meroi,ἵμερος,adjective,qeou=,θεός,noun,t',τε,particle,e)fetmai\,ἐφετμή,noun,kai\,καί,conjunction,patro\s,πατήρ,noun,pe/nqos,πένθος,noun,me/ga,μέγας,adverb,kai\,καί,conjunction,pro\s,πρός,preposition,pie/zei,πιέζω,verb,xrhma/twn,χρῆμα,adjective,a)xhni/a,ἀχηνία,adjective,to\,ὁ,article,mh\,μή,conjunction,poli/tas,πολίτης,noun,eu)kleesta/tous,εὐκλεής,adverb,brotw=n,βροτός,noun,*troi/as,Τροία,proper,a)nastath=ras,ἀναστατήρ,noun,eu)do/cw|,εὔδοξος,adjective,freni/,φρήν,noun,duoi=n,δύο,adjective,gunaikoi=n,γυνή,noun,w(=d',ὧδε,adverb,u(phko/ous,ὑπήκοος,adjective,pe/lein,πέλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qh/leia,θῆλυς,adjective,ga\r,γάρ,particle,frh/n,φρήν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de\,δέ,particle,mh/,μή,conjunction,ta/x',τάχα,adjective,ei)/setai,εἶμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,w)=,ὦ,interjection,mega/lai,μέγας,adverb,*moi=rai,Μοῖρα,proper,*dio/qen,Ζεύς,proper,th=|de,ὅδε,pronoun,teleuta=n,τελευτάω,verb,to\,ὁ,article,di/kaion,δίκαιος,adjective,metabai/nei,μεταβαίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nti\,ἀντί,preposition,me\n,μέν,particle,e)xqra=s,ἐχθρός,adjective,glw/sshs,γλῶσσα,noun,e)xqra\,ἐχθρός,adjective,glw=ssa,γλῶσσα,noun,telei/sqw,τελέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou)feilo/menon,ὀφείλω,verb,pra/ssousa,πράσσω,verb,*di/kh,Δίκη,proper,me/g',μέγας,adverb,a)utei=,ἀυτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nti\,ἀντί,preposition,de\,δέ,particle,plhgh=s,πληγή,noun,foni/as,φόνιος,adverb,foni/an,φόνιος,adverb,plhgh\n,πληγή,noun,tine/tw,τίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dra/santi,δράω,verb,paqei=n,πάσχω,verb,trige/rwn,τριγέρων,noun,mu=qos,μῦθος,noun,ta/de,ὅδε,pronoun,fwnei=,φωνέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,pa/ter,πατήρ,noun,ai)no/pater,αἰνοπατήρ,noun,ti/,τίς,pronoun,soi,σύ,pronoun,fa/menos,φημί,verb,h)\,ἠέ,conjunction,ti/,τίς,pronoun,r(e/cas,ῥέζω,verb,tu/xoim',τυγχάνω,verb,a)\n,ἄν,particle,e(/kaqen,ἕκαθεν,adverb,ou)ri/sas,ὁρίζω,verb,e)/nqa,ἔνθα,adverb,s',σύ,pronoun,e)/xousin,ἔχω,verb,eu)nai/,εὐνή,noun,sko/tw|,σκότος,noun,fa/os,φάος,adjective,a)nti/moiron,ἀντίμοιρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xa/rites,χάρις,noun,d',δέ,particle,o(moi/ws,ὅμοιος,adjective,ke/klhntai,καλέω,verb,go/os,γόος,noun,eu)kleh\s,εὐκλεής,adverb,prosqodo/mois,προσθόδομος,noun,*)atrei/dais,Ἀτρείδης,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te/knon,τέκνον,noun,fro/nhma,φρόνημα,noun,tou=,ὁ,article,qano/ntos,θνήσκω,verb,ou),οὐ,adverb,dama/zei,δαμάζω,verb,puro\s,πῦρ,noun,malera\,μαλερός,adjective,gna/qos,γνάθος,adjective,fai/nei,φαίνω,verb,d',δέ,particle,u(/steron,ὕστερος,adjective,o)rga/s,ὀργάς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)totu/zetai,ὀτοτύζω,verb,d',δέ,particle,o(,ὁ,article,qnh/|skwn,θνήσκω,verb,a)nafai/netai,ἀναφαίνω,verb,d',δέ,particle,o(,ὁ,article,bla/ptwn,βλάπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pate/rwn,πατήρ,noun,te,τε,particle,kai\,καί,conjunction,teko/ntwn,τίκτω,verb,go/os,γόος,noun,e)/ndikos,ἔνδικος,adjective,mateu/ei,ματεύω,verb,to\,ὁ,article,pa=n,πᾶς,adjective,a)mfilafh/s,ἀμφιλαφής,adverb,taraxqei/s,ταράσσω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klu=qi\,κλύω,verb,nun,νῦν,adverb,w)=,ὦ,interjection,pa/ter,πατήρ,noun,e)n,ἐν,preposition,me/rei,μέρος,noun,poluda/kruta,πολυδάκρυτος,adjective,pe/nqh,πένθος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
di/pais,δίπαις,adjective,toi/,τοι,particle,s',σύ,pronoun,e)pitu/mbios,ἐπιτύμβιος,adjective,qrh=nos,θρῆνος,noun,a)nastena/zei,ἀναστενάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/fos,τάφος,noun,d',δέ,particle,i(ke/tas,ἱκέτης,noun,de/dektai,δέχομαι,verb,fuga/das,φυγάς,noun,q',τε,particle,o(moi/ws,ὅμοιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,tw=nd',ὅδε,pronoun,eu)=,εὖ,adverb,ti/,τίς,pronoun,d',δέ,particle,a)/ter,ἄτερ,preposition,kakw=n,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,a)tri/aktos,ἀτρίακτος,adjective,a)/ta,ἄτη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)/t',ἔτι,adverb,a)\n,ἄν,particle,e)k,ἐκ,preposition,tw=nde,ὅδε,pronoun,qeo\s,θεός,noun,xrh/|zwn,χρῄζω,verb,qei/h,θεῖος,adjective,kela/dous,κέλαδος,noun,eu)fqoggote/rous,εὔφθογγος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nti\,ἀντί,preposition,de\,δέ,particle,qrh/nwn,θρῆνος,noun,e)pitumbidi/wn,ἐπιτυμβίδιος,adjective,paia\n,Παιάν,proper,mela/qrois,μέλαθρον,noun,e)n,ἐν,preposition,basilei/ois,βασίλειος,adjective,neokra=ta,νεοκράς,noun,fi/lon,φίλος,adjective,komi/seien,κομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,ga\r,γάρ,particle,u(p',ὑπό,preposition,*)ili/w|,Ἴλιον,proper,pro/s,πρός,preposition,tinos,τις,pronoun,*luki/wn,Λύκιοι,proper,pa/ter,πατήρ,noun,dori/tmhtos,δορίτμητος,adjective,kathnari/sqhs,κατεναρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lipw\n,λείπω,verb,a)\n,ἄν,particle,eu)/kleian,εὔκλεια,noun,e)n,ἐν,preposition,do/moisi,δόμος,noun,te/knwn,τέκνον,noun,t',τε,particle,e)n,ἐν,preposition,keleu/qois,κέλευθος,noun,e)pistrepto\n,ἐπιστρεπτός,adjective,ai)w=,αἰών,noun,kti/sas,κτίζω,verb,polu/xwston,πολύχωστος,adjective,a)\n,ἄν,particle,ei)=xes,ἔχω,verb,ta/fon,τάφος,noun,diaponti/ou,διαπόντιος,adjective,ga=s,γῆ,noun,dw/masin,δῶμα,noun,eu)fo/rhton,εὐφόρητος,adjective,fi/los,φίλος,adjective,fi/loisi,φίλος,adjective,toi=s,ὁ,article,e)kei=,ἐκεῖ,adverb,kalw=s,καλός,noun,qanou=sin,θνήσκω,verb,kata\,κατά,preposition,xqono\s,χθών,noun,e)mpre/pwn,ἐμπρέπω,verb,semno/timos,σεμνότιμος,adjective,a)na/ktwr,ἄναξ,noun,pro/polo/s,πρόπολος,adjective,te,τε,particle,tw=n,ὁ,article,megi/stwn,μέγας,adverb,xqoni/wn,χθόνιος,adjective,e)kei=,ἐκεῖ,adverb,tura/nnwn,τύραννος,noun,,,,,,,,,,,,,,,,,,,,,
