word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/38/@_form,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/lemma/@_entry,word/38/lemma/@_POS,word/45/lemma/@_entry,word/45/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS
me/ga,μέγας,adverb,d',δέ,particle,au)toi=s,αὐτός,pronoun,suneba/leto,συμβάλλω,verb,ei)s,εἰς,preposition,to\,ὁ,article,proqu/mws,πρόθυμος,adjective,u(pe\r,ὑπέρ,preposition,th=s,ὁ,article,*(ella/dos,Ἑλλάς,proper,a)gwni/sasqai,ἀγωνίζομαι,verb,to\,ὁ,article,e)n,ἐν,preposition,th=|,ὁ,article,*boiwti/a|,Βοιώτιος,proper,th\n,ὁ,article,ma/xhn,μάχη,noun,th\n,ὁ,article,prote/ran,πρότερος,adjective,gene/sqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(w/rwn,ὁράω,verb,ga\r,γε,particle,th\n,ὁ,article,me\n,μέν,particle,po/lin,πόλις,adjective,tw=n,ὁ,article,*qhbai/wn,Θηβαῖος,proper,oi)ktrw=s,οἰκτρός,adjective,h)fanisme/nhn,ἀφανίζω,verb,e)c,ἐκ,preposition,a)nqrw/pwn,ἄνθρωπος,noun,th\n,ὁ,article,de\,δέ,particle,a)kro/polin,ἀκρόπολις,noun,au)th=s,αὐτός,pronoun,frouroume/nhn,φρουρέω,verb,u(po\,ὑπό,preposition,tw=n,ὁ,article,*makedo/nwn,Μακεδών,proper,ta\,ὁ,article,de\,δέ,particle,sw/mata,σῶμα,adjective,tw=n,ὁ,article,e)noikou/ntwn,ἐνοικέω,verb,e)chndrapodisme/na,ἐξανδραποδίζω,verb,th\n,ὁ,article,de\,δέ,particle,xw/ran,χώρα,noun,a)/llous,ἄλλος,adjective,dianemome/nous,διανέμω,verb,w(/ste,ὥστε,conjunction,pro\,πρό,preposition,o)fqalmw=n,ὀφθαλμός,noun,o(rw/mena,ὁράω,verb,au)toi=s,αὐτός,pronoun,ta\,ὁ,article,deina\,δεινός,adjective,a)/oknon,parei=xe,to/lman,τόλμα,noun,ei)s,εἰς,preposition,to\,ὁ,article,kinduneu/ein,κινδυνεύω,verb,proxei/rws,πρόχειρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἄοκνος,adjective,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,mh\n,μήν,particle,th/n,ὁ,article,ge,γε,particle,peri\,περί,preposition,*pu/las,Πύλαι,proper,kai\,καί,conjunction,*lami/an,Λαμίης,proper,ma/xhn,μάχη,noun,genome/nhn,γίγνομαι,verb,ou)x,οὐ,adverb,h(=tton,ἥσσων,adverb,au)toi=s,αὐτός,pronoun,e)/ndocon,ἔνδοξος,adjective,gene/sqai,γίγνομαι,verb,sumbe/bhken,συμβαίνω,verb,h(=s,ὅς,pronoun,e)n,ἐν,preposition,*boiwtoi=s,Βοιωτός,proper,h)gwni/santo,ἀγωνίζομαι,verb,ou),οὐ,adverb,mo/non,μόνος,adjective,tw=|,ὁ,article,maxome/nous,μάχομαι,verb,nika=n,νικάω,verb,*)anti/patron,Ἀντίπατρος,proper,kai\,καί,conjunction,tou\s,ὁ,article,summa/xous,σύμμαχος,adjective,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,tw=|,ὁ,article,to/pw|,τόπος,noun,tw=|,ὁ,article,e)ntauqoi=,ἐνταυθοῖ,adverb,gegenh=sqai,γίγνομαι,verb,th\n,ὁ,article,ma/xhn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μάχη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)fiknou/menoi,ἀφικνέομαι,verb,ga\r,γάρ,particle,oi(,ὁ,article,*(/ellhnes,Ἕλλη,proper,a(/pantes,ἔπος,adjective,di\s,δίς,adverb,tou=,ὁ,article,e)niautou=,ἐνιαυτός,noun,ei)s,εἰς,preposition,th\n,ὁ,article,*pulai/an,Πυλαία,proper,qewroi\,θεωρός,noun,genh/sontai,γίγνομαι,verb,tw=n,ὁ,article,e)/rgwn,ἔργον,noun,tw=n,ὁ,article,pepragme/nwn,πράσσω,verb,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/ma,ἅμα,adverb,ga\r,γάρ,particle,ei)s,εἰς,preposition,to\n,ὁ,article,to/pon,τόπος,noun,a(qroisqh/sontai,ἀθροίζω,verb,kai\,καί,conjunction,th=s,ὁ,article,tou/twn,οὗτος,pronoun,a)reth=s,ἀρετή,noun,mnhsqh/sontai,μιμνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de/nes,οὐδείς,pronoun,ga\r,γάρ,particle,pw/pote,πώποτε,adverb,tw=n,ὁ,article,gegono/twn,γίγνομαι,verb,ou)/te,οὔτε,adverb,peri\,περί,preposition,kallio/nwn,καλός,noun,ou)/te,οὔτε,adverb,pro\s,πρός,preposition,i)sxurote/rous,ἰσχυρός,adjective,ou)/te,οὔτε,adverb,met',μετά,preposition,e)latto/nwn,ἐλάσσων,adjective,h)gwni/santo,ἀγωνίζομαι,verb,th\n,ὁ,article,a)reth\n,ἀρετή,noun,i)sxu\n,ἰσχύς,noun,kai\,καί,conjunction,th\n,ὁ,article,a)ndrei/an,ἀνδρεία,noun,plh=qos,πλῆθος,noun,a)ll',ἀλλά,adverb,ou),οὐ,adverb,to\n,ὁ,article,polu\n,πολύς,adjective,a)riqmo\n,ἀριθμός,adjective,tw=n,ὁ,article,swma/twn,σῶμα,adjective,ei)=nai,εἰμί,verb,kri/nontes,κρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,th\n,ὁ,article,me\n,μέν,particle,e)leuqeri/an,ἐλευθερία,noun,ei)s,εἰς,preposition,to\,ὁ,article,koino\n,κοινός,adjective,pa=sin,πᾶς,adjective,kate/qesan,,,th\n,ὁ,article,d',δέ,particle,eu)doci/an,εὐδοξία,noun,th\n,ὁ,article,a)po\,ἀπό,preposition,tw=n,ὁ,article,pra/cewn,πρᾶξις,adjective,i)/dion,ἴδιος,adjective,ste/fanon,στέφανος,noun,th=|,ὁ,article,patri/di,πατρίς,adjective,perie/qhkan,περιτίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/cion,ἄξιος,adjective,toi/nun,τοίνυν,particle,sullogi/sasqai,συλλογίζομαι,verb,kai\,καί,conjunction,ti/,τίς,pronoun,a)\n,ἄν,particle,sumbh=nai,συμβαίνω,verb,nomi/zomen,νομίζω,verb,mh\,μή,conjunction,kata\,κατά,preposition,tro/pon,τρόπος,noun,tou/twn,οὗτος,pronoun,a)gwnisame/nwn,ἀγωνίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=r',ἆρα,particle,ou)k,οὐ,adverb,a)\n,ἄν,particle,e(no\s,εἷς,adjective,me\n,μέν,particle,despo/tou,δεσπότης,adjective,th\n,ὁ,article,oi)koume/nhn,οἰκουμένη,noun,u(ph/koon,ὑπήκοον,noun,a(/pasan,ἅπας,adjective,ei)=nai,εἰμί,verb,no/mw|,νόμος,noun,de\,δέ,particle,tw=|,ὁ,article,tou/tou,οὗτος,pronoun,tro/pw|,τρόπος,noun,e)c,ἐκ,preposition,a)na/gkhs,ἀνάγκη,noun,xrh=sqai,χράομαι,verb,th\n,ὁ,article,*(ella/da,Ἑλλάς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunelo/nta,συναιρέω,verb,d',δέ,particle,ei)pei=n,εἶπον,verb,th\n,ὁ,article,*makedo/nwn,Μακεδών,proper,u(perhfani/an,ὑπερηφανία,noun,kai\,καί,conjunction,mh\,μή,conjunction,th\n,ὁ,article,tou=,ὁ,article,dikai/ou,δίκαιος,adjective,du/namin,δύναμις,adjective,i)sxu/ein,ἰσχύω,verb,par',παρά,preposition,e(ka/stois,ἕκαστος,adjective,w(/ste,ὥστε,conjunction,mh/te,μήτε,particle,gunaikw=n,γυνή,noun,mh/te,μήτε,particle,parqe/nwn,παρθένος,noun,mh/te,μήτε,particle,pai/dwn,παῖς,adjective,u(/breis,ὕβρις,noun,a)neklei/ptous,ἀνέκλειπτος,adjective,e(ka/stois,ἕκαστος,adjective,kaqesta/nai,καθίστημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fanero\n,φανερός,adjective,d',δέ,particle,e)c,ἐκ,preposition,w(=n,ὅς,pronoun,a)nagkazo/meqa,ἀναγκάζω,verb,kai\,καί,conjunction,nu=n,νῦν,adverb,e)/ti,ἔτι,adverb,qusi/as,θυσία,noun,me\n,μέν,particle,a)nqrw/pois,ἄνθρωπος,noun,gignome/nas,γίγνομαι,verb,e)fora=n,ἐφοράω,verb,a)ga/lmata,ἄγαλμα,noun,de\,δέ,particle,kai\,καί,conjunction,bwmou\s,βωμός,noun,kai\,καί,conjunction,naou\s,ναός,noun,toi=s,ὁ,article,me\n,μέν,particle,qeoi=s,θεός,noun,a)melw=s,ἀμελής,adjective,toi=s,ὁ,article,de\,δέ,particle,a)nqrw/pois,ἄνθρωπος,noun,e)pimelw=s,ἐπιμελής,adverb,suntelou/mena,συντελέω,verb,kai\,καί,conjunction,tou\s,ὁ,article,tou/twn,τις,pronoun,oi)ke/tas,οἰκέτης,noun,w(/sper,ὥσπερ,adverb,h(/rwas,ἥρως,noun,tima=n,τιμάω,verb,h(ma=s,ἐγώ,pronoun,a)nagkazome/nous,ἀναγκάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/pou,ὅπου,adverb,de\,δέ,particle,ta\,ὁ,article,pro\s,πρός,preposition,tou\s,ὁ,article,qeou\s,θεός,noun,o(/sia,ὅσιος,adjective,dia\,διά,preposition,th\n,ὁ,article,*makedo/nwn,Μακεδών,proper,to/lman,τόλμα,noun,a)nh/|rhtai,ἀναιρέω,verb,ti/,τίς,pronoun,ta\,ὁ,article,pro\s,πρός,preposition,tou\s,ὁ,article,a)nqrw/pous,ἄνθρωπος,noun,xrh\,χρή,verb,nomi/zein,νομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)=r',ἆρα,particle,ou)k,οὐ,adverb,a)\n,ἄν,particle,pantelw=s,παντελής,adverb,katalelu/sqai,καταλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ste,ὥστε,conjunction,o(/sw|,ὅσος,adjective,deino/tera,δεινός,adjective,ta\,ὁ,article,prosdokw/men',προσδοκάω,verb,a)\n,ἄν,particle,gene/sqai,γίγνομαι,verb,kri/nomen,κρίνω,verb,tosou/tw|,τοσοῦτος,adjective,meizo/nwn,μέγας,adverb,e)pai/nwn,ἔπαινος,noun,tou\s,ὁ,article,teteleuthko/tas,τελευτάω,verb,a)ci/ous,ἄξιος,adjective,xrh\,χρή,verb,nomi/zein,νομίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)demi/a,οὐδείς,pronoun,ga\r,γάρ,particle,stratei/a,στρατεία,adjective,th\n,ὁ,article,tw=n,ὁ,article,strateuome/nwn,στρατεύω,verb,a)reth\n,ἀρετή,noun,e)nefa/nisen,ἐμφανίζω,verb,ma=llon,μᾶλλον,adverb,th=s,ὁ,article,nu=n,νῦν,adverb,gegenhme/nhs,γίγνομαι,verb,e)n,ἐν,preposition,h(=|,ὅς,pronoun,ge,γε,particle,parata/ttesqai,παρατάσσω,verb,me\n,μέν,particle,o(shme/rai,ὁσημέραι,adverb,a)nagkai=on,ἀναγκαῖος,adjective,h)=n,εἰμί,verb,plei/ous,πλέως,adjective,de\,δέ,particle,ma/xas,μάχη,noun,h)gwni/sqai,ἀγωνίζομαι,verb,dia\,διά,preposition,mia=s,εἷς,adjective,stratei/as,στρατεία,adjective,h)\,ἠέ,conjunction,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,pa/ntas,πᾶς,adjective,plhga\s,πληγάς,noun,lamba/nein,λαμβάνω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,parelhluqo/ti,παρέρχομαι,verb,xro/nw|,χρόνος,noun,xeimw/nwn,d',u(perbola\s,ὑπερβολή,noun,kai\,καί,conjunction,tw=n,ὁ,article,kaq',κατά,preposition,h(me/ran,ἡμέρα,noun,a)nagkai/wn,ἀναγκαῖος,adjective,e)ndei/as,tosau/tas,τοσοῦτος,adjective,kai\,καί,conjunction,thlikau/tas,τηλικοῦτος,adjective,ou(/tws,οὕτως,adverb,e)gkratw=s,ἐγκρατής,adjective,u(pomemenhke/nai,ὑπομένω,verb,w(/s,ὅς,pronoun,te,τε,particle,χειμών,noun,δέ,particle,ἔνδεια,noun,kai\,καί,conjunction,tw=|,ὁ,article,lo/gw|,λόγος,noun,xalepo\n,χαλεπός,adjective,ei)=nai,εἰμί,verb,fra/sai,φράζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,ὁ,article,dh\,δή,particle,toiau/tas,τοιοῦτος,adjective,karteri/as,καρτερία,noun,a)o/knws,ἄοκνος,adjective,u(pomei=nai,ὑπομένω,verb,tou\s,ὁ,article,poli/tas,πολίτης,noun,protreya/menon,προτρέπω,verb,*lewsqe/nh,Λεωσθένης,proper,kai\,καί,conjunction,tou\s,ὁ,article,tw=|,ὁ,article,toiou/tw|,τοιοῦτος,adjective,strathgw=|,στρατηγός,noun,proqu/mws,πρόθυμος,adjective,sunagwnista\s,συναγωνιστής,noun,sfa=s,σφεῖς,pronoun,au)tou\s,αὐτός,pronoun,parasxo/ntas,παρέχω,verb,a)=r',ἆρα,particle,ou),οὐ,adverb,dia\,διά,preposition,th\n,ὁ,article,th=s,ὁ,article,a)reth=s,ἀρετή,noun,a)po/deicin,ἀπόδειξις,noun,eu)tuxei=s,εὐτυχής,adjective,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,dia\,διά,preposition,th\n,ὁ,article,tou=,ὁ,article,zh=n,ζάω,verb,a)po/leiyin,ἀπόλειψις,noun,a)tuxei=s,ἀτυχής,adverb,nomiste/on,νομιστέος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(/tines,ὅστις,pronoun,qnhtou=,θνητός,adjective,sw/matos,σῶμα,adjective,a)qa/naton,ἀθάνατος,adjective,do/can,δόξα,noun,e)kth/santo,κτάομαι,verb,kai\,καί,conjunction,dia\,διά,preposition,th\n,ὁ,article,i)di/an,ἴδιος,adjective,a)reth\n,ἀρετή,noun,th\n,ὁ,article,koinh\n,κοινός,adjective,e)leuqeri/an,ἐλευθερία,noun,toi=s,ὁ,article,*(/ellhsin,Ἕλλην,proper,e)bebai/wsan,βεβαιόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe/rei,φέρω,verb,ga\r,γάρ,particle,pa=san,πᾶς,adjective,eu)daimoni/an,εὐδαιμονία,noun,a)/neu,ἄνευ,preposition,th=s,ὁ,article,au)tonomi/as,αὐτονομία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,a)ndro\s,ἀνήρ,noun,a)peilh/n,ἀπειλή,noun,a)lla\,ἀλλά,adverb,no/mou,νόμος,noun,fwnh\n,φωνή,noun,kurieu/ein,κυριεύω,verb,dei=,δέομαι,verb,tw=n,ὁ,article,eu)daimo/nwn,εὐδαίμων,adjective,ou)d',οὐδέ,particle,ai)ti/an,αἰτία,noun,fobera\n,φοβερός,adjective,ei)=nai,εἰμί,verb,toi=s,ὁ,article,e)leuqe/rois,ἐλεύθερος,adjective,a)ll',ἀλλά,adverb,e)/legxon,ἔλεγχος,noun,ou)d',οὐδέ,particle,e)pi\,ἐπί,preposition,toi=s,ὁ,article,kolakeu/ousin,κολακεύω,verb,tou\s,ὁ,article,duna/stas,δυνάστης,noun,kai\,καί,conjunction,diaba/llousin,διαβάλλω,verb,tou\s,ὁ,article,poli/tas,πολίτης,noun,to\,ὁ,article,tw=n,ὁ,article,politw=n,πολίτης,noun,a)sfale/s,ἀσφαλής,adjective,a)ll',ἀλλά,adverb,e)pi\,ἐπί,preposition,th=|,ὁ,article,tw=n,ὁ,article,no/mwn,pi/stei,gene/sqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,νόμος,noun,πίστις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(pe\r,ὑπέρ,preposition,w(=n,ὅς,pronoun,a(pa/ntwn,ἅπας,adjective,ou(=toi,οὗτος,pronoun,po/nous,πόνος,noun,po/nwn,πόνος,noun,diado/xous,διάδοχος,adjective,poiou/menoi,ποιέω,verb,kai\,καί,conjunction,toi=s,ὁ,article,kaq',κατά,preposition,h(me/ran,ἡμέρα,noun,kindu/nois,κίνδυνος,noun,tou\s,ὁ,article,ei)s,εἰς,preposition,th\n,ὁ,article,a(/panta,ἅπας,adjective,xro/non,χρόνος,noun,fo/bous,φόβος,noun,tw=n,ὁ,article,politw=n,πολίτης,noun,kai\,καί,conjunction,tw=n,ὁ,article,*(ellh/nwn,Ἕλλην,proper,parairou/menoi,παραιρέω,verb,to\,ὁ,article,zh=n,ζάω,verb,a)nh/lwsan,ἀναλίσκω,verb,ei)s,εἰς,preposition,to\,ὁ,article,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,kalw=s,καλός,noun,zh=n,ζάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
