word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS
zh=los,ζῆλος,noun,d',δέ,particle,a)nqrw/poisin,ἄνθρωπος,noun,o)izuroi=sin,ὀιζυρός,adjective,a(/pasi,ἅπας,adjective,duske/lados,δυσκέλαδος,adjective,kako/xartos,κακόχαρτος,adjective,o(marth/sei,ὁμαρτέω,verb,stugerw/phs,στυγερώπης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,to/te,τότε,adverb,dh\,δή,particle,pro\s,πρός,preposition,*)/olumpon,Ὄλυμπος,proper,a)po\,ἀπό,preposition,xqono\s,χθών,noun,eu)ruodei/hs,εὐρυόδεια,noun,leukoi=sin,λευκός,adjective,fa/ressi,φάρος,noun,kaluyame/na,καλύπτω,verb,xro/a,χρώς,noun,kalo\n,καλός,noun,a)qana/twn,ἀθάνατος,adjective,meta\,μετά,preposition,fu=lon,φῦλον,noun,i)/ton,εἶμι,verb,prolipo/nt',προλείπω,verb,a)nqrw/pous,ἄνθρωπος,noun,*ai)dw\s,αἰδώς,adjective,kai\,καί,conjunction,*ne/mesis,Νέμεσις,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,lei/yetai,λείβω,verb,a)/lgea,ἄλγος,noun,lugra\,λυγρός,adjective,qnhtoi=s,θνητός,adjective,a)nqrw/poisi,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kakou=,κακός,adjective,d',δέ,particle,ou)k,οὐ,adverb,e)/ssetai,ἔσσομαι,verb,a)lkh/,ἀλκή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu=n,νῦν,adverb,d',δέ,particle,ai)=non,αἶνος,noun,basileu=sin,βασιλεύς,noun,e)re/w,ἐρέω,verb,frone/ousi,φρονέω,verb,kai\,καί,conjunction,au)toi=s,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=d',ὧδε,adverb,i)/rhc,ἱέραξ,adjective,prose/eipen,προσεῖπον,verb,a)hdo/na,ἀηδών,noun,poikilo/deiron,ποικιλόδειρος,adjective,u(/yi,ὕψι,adverb,ma/l',μάλα,adverb,e)n,ἐν,preposition,nefe/essi,νέφος,noun,fe/rwn,φέρω,verb,o)nu/xessi,ὄνυξ,noun,memarpw/s,μάρπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\,ὅς,pronoun,d',δέ,particle,e)leo/n,ἐλεός,noun,gnamptoi=si,γναμπτός,adjective,peparme/nh,ἀπολάω,verb,a)mf',ἀμφί,preposition,o)nu/xessi,ὄνυξ,noun,mu/reto,μύρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,o(/g',ὅσγε,pronoun,e)pikrate/ws,ἐπικρατής,adverb,pro\s,πρός,preposition,mu=qon,μῦθος,noun,e)/eipen,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daimoni/h,δαιμόνιος,adjective,ti/,τίς,pronoun,le/lhkas,λάσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/xei,ἔχω,verb,nu/,νῦν,adverb,se,σύ,pronoun,pollo\n,πολύς,adjective,a)rei/wn,ἄρειος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=|,ὁ,article,d',δέ,particle,ei)=s,εἶμι,verb,h(=|,ὅς,pronoun,s',σύ,pronoun,a)\n,ἄν,particle,e)gw/,ἐγώ,pronoun,per,πέρ,particle,a)/gw,ἄγαμαι,verb,kai\,καί,conjunction,a)oido\n,ἀοιδός,noun,e)ou=san,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=pnon,δεῖπνον,noun,d',δέ,particle,ai)/,εἰ,conjunction,k',ἄν,particle,e)qe/lw,ἐθέλω,verb,poih/somai,ποιέω,verb,h)e\,ἠέ,conjunction,meqh/sw,μεθίημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/frwn,ἄφρων,adjective,d',δέ,particle,o(/s,ὅς,pronoun,k',ἄν,particle,e)qe/lh|,ἐθέλω,verb,pro\s,πρός,preposition,krei/ssonas,κρείσσων,verb,a)ntiferi/zein,ἀντιφερίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ni/khs,νίκη,noun,te,τε,particle,ste/retai,στέρομαι,verb,pro/s,πρός,preposition,t',τε,particle,ai)/sxesin,αἶσχος,noun,a)/lgea,ἄλγος,noun,pa/sxei,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(\s,ὅς,pronoun,e)/fat',φημί,verb,w)kupe/ths,ὠκυπέτης,noun,i)/rhc,ἱέραξ,adjective,tanusi/pteros,τανυσίπτερος,adjective,o)/rnis,ὄρνις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,*pe/rsh,Πέρσευς,proper,su\,σύ,pronoun,d',δέ,particle,a)/koue,ἀκούω,verb,di/khs,δίκη,adjective,mhd',μηδέ,particle,u(/brin,ὕβρις,noun,o)/felle,ὀφέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(/bris,ὕβρις,noun,ga/r,γάρ,particle,te,τε,particle,kakh\,κακός,adjective,deilw=|,δειλός,adjective,brotw=|,βροτός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,me\n,μέν,particle,e)sqlo\s,ἐσθλός,adjective,r(hidi/ws,ῥᾴδιος,adjective,fere/men,φέρω,verb,du/natai,δύναμαι,verb,baru/qei,βαρύθω,verb,de/,δέ,particle,q',τε,particle,u(p',ὑπό,preposition,au)th=s,αὐτός,pronoun,e)gku/rsas,ἐγκύρω,verb,a)/th|sin,ἄτη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(do\s,ὁδός,adjective,d',δέ,particle,e(te/rhfi,ἕτερος,adjective,parelqei=n,παρέρχομαι,verb,krei/sswn,κρείσσων,verb,e)s,εἰς,preposition,ta\,ὁ,article,di/kaia,δίκαιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*di/kh,Δίκη,proper,d',δέ,particle,u(pe\r,ὑπέρ,preposition,*(/ubrios,Ὕβρις,proper,i)/sxei,ἴσχω,verb,e)s,εἰς,preposition,te/los,τέλος,noun,e)celqou=sa,ἐξέρχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paqw\n,πάσχω,verb,de/,δέ,particle,te,τε,particle,nh/pios,νήπιος,adjective,e)/gnw,γιγνώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ti/ka,αὐτίκα,adverb,ga\r,γάρ,particle,tre/xei,τρέχω,verb,*(/orkos,Ὅρκος,proper,a(/ma,ἅμα,adverb,skolih=|si,σκολιός,adjective,di/kh|sin,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th=s,ὁ,article,de\,δέ,particle,*di/khs,Δίκη,proper,r(o/qos,ῥόθος,noun,e(lkome/nhs,ἕλκω,verb,h(=|,ὅς,pronoun,k',ἄν,particle,a)/ndres,ἀνήρ,noun,a)/gwsi,ἄγω,verb,dwrofa/goi,δωροφάγος,adjective,skolih=|s,σκολιός,adjective,de\,δέ,particle,di/kh|s,δίκη,adjective,kri/nwsi,κρίνω,verb,qe/mistas,θέμις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(\,ὅς,pronoun,d',δέ,particle,e(/petai,ἕπομαι,verb,klai/ousa,κλαίω,verb,po/lin,πόλις,adjective,kai\,καί,conjunction,h)/qea,ἦθος,adjective,law=n,λαός,noun,h)e/ra,ἀήρ,adjective,e(ssame/nh,ἕννυμι,verb,kako\n,κακός,adjective,a)nqrw/poisi,ἄνθρωπος,noun,fe/rousa,φέρω,verb,oi(/,ἕ,pronoun,te,τε,particle,min,μιν,pronoun,e)cela/swsi,ἐξελαύνω,verb,kai\,καί,conjunction,ou)k,οὐ,adverb,i)qei=an,εὐθύς,adjective,e)/neiman,νέμω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*oi(\,ἕ,pronoun,de\,δέ,particle,di/kas,δίκη,adjective,cei/noisi,ξένος,noun,kai\,καί,conjunction,e)ndh/moisi,ἔνδημος,adjective,didou=sin,δίδωμι,verb,i)qei/as,ἰθείη,noun,kai\,καί,conjunction,mh/,μή,conjunction,ti,τις,pronoun,parekbai/nousi,παρεκβαίνω,verb,dikai/ou,δίκαιος,adjective,toi=si,τίς,pronoun,te/qhle,θάλλω,verb,po/lis,πόλις,adjective,laoi\,λαός,noun,d',δέ,particle,a)nqeu=sin,ἀνθέω,verb,e)n,ἐν,preposition,au)th=|,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)rh/nh,εἰρήνη,noun,d',δέ,particle,a)na\,ἀνά,preposition,gh=n,γῆ,noun,kourotro/fos,κουροτρόφος,adjective,ou)de/,οὐδέ,particle,pot',ποτέ,particle,au)toi=s,αὐτός,pronoun,a)rgale/on,ἀργαλέος,adjective,po/lemon,πόλεμος,noun,tekmai/retai,τεκμαίρομαι,verb,eu)ru/opa,εὐρύοπα,noun,*zeu/s,Ζεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de/,οὐδέ,particle,pot',ποτέ,particle,i)qudi/kh|si,ἰθυδίκης,adjective,met',μετά,preposition,a)ndra/si,ἀνήρ,noun,limo\s,λιμός,noun,o)phdei=,ὀπαδέω,verb,ou)d',οὐδέ,particle,a)/th,ἄτη,noun,qali/h|s,θαλία,noun,de\,δέ,particle,memhlo/ta,μέλω,verb,e)/rga,ἔργον,noun,ne/montai,νέμω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=si,τίς,pronoun,fe/rei,φέρω,verb,me\n,μέν,particle,gai=a,γαῖα,noun,polu\n,πολύς,adjective,bi/on,βίος,adjective,ou)/resi,ὄρος,adjective,de\,δέ,particle,dru=s,δρῦς,noun,a)/krh,ἄκρος,adjective,me/n,μέν,particle,te,τε,particle,fe/rei,φέρω,verb,bala/nous,βάλανος,adjective,me/ssh,μέσος,adjective,de\,δέ,particle,meli/ssas,μέλισσα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)ropo/koi,εἰροπόκος,adjective,d',δέ,particle,o)/ies,ὄις,noun,malloi=s,μαλλός,noun,katabebri/qasin,καταβρίθω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/ktousin,τίκτω,verb,de\,δέ,particle,gunai=kes,γυνή,noun,e)oiko/ta,ἔοικα,verb,te/kna,τέκνον,noun,goneu=sin,γονεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qa/llousin,θάλλω,verb,d',δέ,particle,a)gaqoi=si,ἀγαθός,adjective,diampere/s,διαμπερές,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,e)pi\,ἐπί,preposition,nhw=n,ναός,noun,ni/ssontai,,,karpo\n,καρπός,noun,de\,δέ,particle,fe/rei,φέρω,verb,zei/dwros,ζείδωρος,adjective,a)/roura,ἄρουρα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(=s,ὅς,pronoun,d',δέ,particle,u(/bris,ὕβρις,noun,te,τε,particle,me/mhle,μέλω,verb,kakh\,κακός,adjective,kai\,καί,conjunction,sxe/tlia,σχέτλιος,adjective,e)/rga,ἔργον,noun,toi=s,ὁ,article,de\,δέ,particle,di/khn,δίκη,adjective,*kroni/dhs,Κρονίδης,proper,tekmai/retai,τεκμαίρομαι,verb,eu)ru/opa,εὐρύοπα,noun,*zeu/s,Ζεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polla/ki,πολλάκις,adverb,kai\,καί,conjunction,cu/mpasa,σύμπας,adjective,po/lis,πόλις,adjective,kakou=,κακός,adjective,a)ndro\s,ἀνήρ,noun,a)phu/ra,ἀπαυράω,verb,o(/s,ὅς,pronoun,ken,ἄν,particle,a)litrai/nh|,ἀλιταίνω,verb,kai\,καί,conjunction,a)ta/sqala,ἀτάσθαλος,adjective,mhxana/atai,μηχανάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=sin,τίς,pronoun,d',δέ,particle,ou)rano/qen,οὐρανόθεν,adverb,me/g',μέγας,adverb,e)ph/gage,ἐπάγω,verb,ph=ma,πῆμα,adjective,*kroni/wn,Κρόνια,proper,limo\n,λιμός,noun,o(mou=,ὁμοῦ,adverb,kai\,καί,conjunction,loimo/n,λοιμός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)pofqinu/qousi,ἀποφθινύθω,verb,de\,δέ,particle,laoi/,λαός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)de\,οὐδέ,particle,gunai=kes,γυνή,noun,ti/ktousin,τίκτω,verb,minu/qousi,μινύθω,verb,de\,δέ,particle,oi)=koi,οἶκος,noun,*zhno\s,Ζεύς,proper,fradmosu/nh|sin,φραδμοσύνη,noun,*)olumpi/ou,Ὀλύμπιος,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/llote,ἄλλοτε,adverb,d',δέ,particle,au)=te,αὖτε,adverb,h)\,ἠέ,conjunction,tw=n,ὁ,article,ge,γε,particle,strato\n,στρατός,noun,eu)ru\n,εὐρύς,adjective,a)pw/lesen,ἀπόλλυμι,verb,h)\,ἠέ,conjunction,o(/,ὅς,pronoun,ge,γε,particle,tei=xos,τεῖχος,noun,h)\,ἠέ,conjunction,ne/as,ναῦς,noun,e)n,ἐν,preposition,po/ntw|,πόντος,noun,*kroni/dhs,Κρονίδης,proper,a)poai/nutai,ἀπαίνυμαι,verb,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,basilh=s,βασιλεύς,noun,u(mei=s,σύ,pronoun,de\,δέ,particle,katafra/zesqe,καταφράζω,verb,kai\,καί,conjunction,au)toi\,αὐτός,pronoun,th/nde,ὅδε,pronoun,di/khn,δίκη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)ggu\s,ἐγγύς,adverb,ga\r,γάρ,particle,e)n,ἐν,preposition,a)nqrw/poisin,ἄνθρωπος,noun,e)o/ntes,εἰμί,verb,a)qa/natoi,ἀθάνατος,adjective,fra/zontai,φράζω,verb,o(/soi,ὅσος,adjective,skolih=|si,σκολιός,adjective,di/kh|sin,δίκη,adjective,a)llh/lous,ἀλλήλων,pronoun,tri/bousi,τρίβω,verb,qew=n,θέα,noun,o)/pin,ὄπις,noun,ou)k,οὐ,adverb,a)le/gontes,ἀλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri\s,τρίς,adverb,ga\r,γάρ,particle,mu/rioi/,μυρίος,adjective,ei)sin,εἰμί,verb,e)pi\,ἐπί,preposition,xqoni\,χθών,noun,poulubotei/rh|,πολυβότειρα,noun,a)qa/natoi,ἀθάνατος,adjective,*zhno\s,Ζεύς,proper,fu/lakes,φύλαξ,noun,qnhtw=n,θνητός,adjective,a)nqrw/pwn,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(/,ἕ,pronoun,r(a,ἄρα,particle,fula/ssousi/n,φυλάσσω,verb,te,τε,particle,di/kas,δίκη,adjective,kai\,καί,conjunction,sxe/tlia,σχέτλιος,adjective,e)/rga,ἔργον,noun,h)e/ra,ἀήρ,adjective,e(ssa/menoi,ἕννυμι,verb,pa/nth,πάντῃ,adverb,foitw=ntes,φοιτάω,verb,e)p',ἐπί,preposition,ai)=an,αἶα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de/,δέ,particle,te,τε,particle,parqe/nos,παρθένος,noun,e)sti\,εἰμί,verb,*di/kh,Δίκη,proper,*dio\s,Ζεύς,proper,e)kgegaui=a,ἐκγίγνομαι,verb,kudrh/,κυδρός,adjective,t',τε,particle,ai)doi/h,αἰδοῖος,adjective,te,τε,particle,qew=n,θέα,noun,oi(\,ἕ,pronoun,*)/olumpon,Ὄλυμπος,proper,e)/xousin,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,r(',ἄρα,particle,o(po/t',ὁπότε,adverb,a)/n,ἄν,particle,ti/s,τίς,pronoun,min,μιν,pronoun,bla/pth|,βλάπτω,verb,skoliw=s,σκολιός,adjective,o)nota/zwn,ὀνοτάζω,verb,au)ti/ka,αὐτίκα,adverb,pa\r,παρά,preposition,*dii\,Ζεύς,proper,patri\,πατήρ,noun,kaqezome/nh,καθέζομαι,verb,*kroni/wni,Κρονίων,proper,ghru/et',γηρύω,verb,a)nqrw/pwn,ἄνθρωπος,noun,a)/dikon,ἄδικος,adjective,no/on,νόος,adjective,o)/fr',ὄφρα,conjunction,a)poti/sh|,ἀποτίνω,verb,dh=mos,δῆμος,noun,a)tasqali/as,ἀτασθαλία,noun,basile/wn,βασίλη,noun,oi(\,ἕ,pronoun,lugra\,λυγρός,adjective,noeu=ntes,νοέω,verb,a)/llh|,ἄλλῃ,adverb,parkli/nwsi,παρακλίνω,verb,di/kas,δίκη,adjective,skoliw=s,σκολιός,adjective,e)ne/pontes,ἐνέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=ta,οὗτος,pronoun,fulasso/menoi,φυλάσσω,verb,basilh=s,βασιλεύς,noun,i)qu/nete,ἰθύνω,verb,di/kas,δίκη,adjective,dwrofa/goi,δωροφάγος,adjective,skolie/wn,σκολιός,adjective,de\,δέ,particle,dike/wn,δίκη,adjective,e)pi\,ἐπί,preposition,pa/gxu,πάγχυ,adverb,la/qesqe,λανθάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
