word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS
w)\,ὦ,interjection,tou=,ὁ,article,tragikou=,τραγικός,adjective,dai/monos,δαίμων,adjective,o(\s,ὅς,pronoun,prodei/cas,προδείκνυμι,verb,a)rti/ws,ἄρτιος,adjective,bouleuth/ria,βουλευτήριον,noun,kai\,καί,conjunction,lo/gous,λόγος,noun,kai\,καί,conjunction,zh=lon,ζῆλος,noun,kai\,καί,conjunction,xara\n,χαρά,noun,po/rrw,πρόσω,adverb,tou/twn,οὗτος,pronoun,e)n,ἐν,preposition,braxei=,βραχύς,adjective,to\,ὁ,article,dra=ma,δρᾶμα,noun,kate/kleisen,κατακλείω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,sumforai\,συμφορά,noun,koinai\,κοινός,adjective,logi/wn,λόγιον,noun,kai\,καί,conjunction,xqoni/wn,χθόνιος,adjective,qew=n,θέα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,pote,ποτέ,particle,kai\,καί,conjunction,a)pokri/nwmai,ἀποκρίνω,verb,pro\s,πρός,preposition,ta\,ὁ,article,yhfi/smata,ψήφισμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,tou=to,οὗτος,pronoun,o(/ti,ὅστις,pronoun,*)etewneu\s,Ἐτεωνεύς,proper,oi)/xetai,οἴχομαι,verb,para\,παρά,preposition,tou\s,ὁ,article,krei/ttonas,κρείσσων,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,deciw/tate,δεξιός,adjective,pai/dwn,παῖς,adjective,oi(=o/n,οἷος,adjective,soi,σύ,pronoun,pe/mpw,πέμπω,verb,bibli/on,βιβλίον,noun,oi(/wn,οἷος,adjective,ta\,ὁ,article,nu=n,νῦν,adverb,a)polau/eis,ἀπολαύω,verb,lo/gwn,λόγος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,ga\r,γάρ,particle,w(/sper,ὥσπερ,adverb,e)n,ἐν,preposition,tragw|di/a|,τραγῳδία,noun,tini\,τις,pronoun,w(s,ὡς,conjunction,a)lhqw=s,ἀληθής,adjective,metacu\,μεταξύ,adverb,tw=n,ὁ,article,o)durmw=n,ὀδυρμός,noun,dokw=,δοκάζω,verb,moi,ἐγώ,pronoun,katakou/ein,κατακούω,verb,fwnh=s,φωνή,noun,a)po\,ἀπό,preposition,mhxanh=s,μηχανεύς,noun,qeou=,θεός,noun,tinos,τις,pronoun,metaba/llontos,μεταβάλλω,verb,to\n,ὁ,article,qrh=non,θρῆνος,noun,ei)s,εἰς,preposition,eu)fhmi/an,εὐφημία,noun,w(di\,ὡδί,adverb,le/gontos,λέγω,verb,pau/sasqe,παύω,verb,w)=,ὦ,interjection,a)/nqrwpoi,ἄνθρωπος,noun,ou)k,οὐ,adverb,oi)ktro\s,οἰκτρός,adjective,o(,ὁ,article,pai=s,πᾶς,adjective,ma=llon,μᾶλλον,adverb,de\,δέ,particle,a)nh\r,ἀνήρ,noun,ou)de\,οὐδέ,particle,e)leei=sqai,ἐλεάω,verb,di/kaios,δίκαιος,adjective,th=s,ὁ,article,porei/as,πορεία,noun,h(\n,ὅς,pronoun,e)stei/lato,στέλλω,verb,a)ll',ἀλλά,adverb,ei)/per,εἴπερ,conjunction,tis,τις,pronoun,a)/llos,ἄλλος,adjective,e)/xei,ἔχω,verb,kalw=s,καλός,noun,ge,γε,particle,dh\,δή,particle,ta\,ὁ,article,a)nqrw/peia,ἀνθρώπειος,adjective,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,*kwkuto\s,κωκυτός,noun,ou)de\,οὐδέ,particle,*)axe/rwn,Ἀχέρων,proper,tou=to/n,οὗτος,pronoun,ge,γε,particle,ei)lh/fasin,λαμβάνω,verb,ou)de\,οὐδέ,particle,qh/kh,θήκη,noun,kru/yei,κρύπτω,verb,paralabou=sa,παραλαμβάνω,verb,a)ll',ἀλλά,adverb,eu)kleh\s,εὐκλεής,adverb,kai\,καί,conjunction,a)gh/rws,ἀγήραος,adjective,h)/dh,ἤδη,adverb,to\n,ὁ,article,loipo\n,λοιπός,adjective,a(/panta,ἅπας,adjective,xro/non,χρόνος,noun,peri/eisin,περίειμι,verb,h(/rws,ἥρως,noun,*kuzi/kou,Κύζικος,proper,pa/redros,πάρεδρος,adjective,timhqei\s,τιμάω,verb,u(po\,ὑπό,preposition,*)apo/llwnos,Ἀπόλλων,proper,patrw/|ou,πατρῷος,adjective,kata\,κατά,preposition,tau=ta,οὗτος,pronoun,*)amu/kla|,Ἀμύκλαι,proper,kai\,καί,conjunction,*narki/ssw|,Νάρκισσος,proper,kai\,καί,conjunction,*(uaki/nqw|,Ὑάκινθος,proper,kai\,καί,conjunction,ei),εἰ,conjunction,dh/,δή,particle,tis,τις,pronoun,a)/llos,ἄλλος,adjective,e)pi\,ἐπί,preposition,ei)/dei,εἶδος,noun,kalw=|,καλός,noun,krei/ttona,κρείσσων,verb,h)\,ἠέ,conjunction,kat',κατά,preposition,a)/nqrwpon,ἄνθρωπος,noun,a)reth\n,ἀρετή,noun,e)kth/sato,κτάομαι,verb,,,,,,,,,,,,,,,
e(te/rais,ἕτερος,adjective,ou)=n,οὖν,particle,h)/dh,ἤδη,adverb,timai=s,τιμή,noun,au)to\n,αὐτός,pronoun,timhte/on,τιμητέος,adjective,kai\,καί,conjunction,e(te/rws,ἑτέρως,adverb,parapempte/on,παραπεμπτέος,adjective,w(s,ὡς,conjunction,krei/ttw,κρείσσων,verb,dakru/wn,δάκρυον,noun,o)/nta,εἰμί,verb,kai\,καί,conjunction,th\n,ὁ,article,a)poiki/an,ἀποικία,noun,ou)k,οὐ,adverb,a)/neu,ἄνευ,preposition,qei/as,θεῖος,adjective,moi/ras,μοῖρα,adjective,pepoihme/non,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ntws,πάντως,adverb,de\,δέ,particle,h(,ὁ,article,me\n,μέν,particle,teleuth\,τελευτή,noun,koino\s,κοινός,adjective,a(/pasin,ἅπας,adjective,o(/ros,ὅρος,adjective,pro/keitai,πρόκειμαι,verb,to\,ὁ,article,de\,δέ,particle,tw=n,ὁ,article,kalli/stwn,καλός,noun,e(auto\n,ἑαυτοῦ,pronoun,a)ciw/santa,ἀξιόω,verb,met',μετά,preposition,eu)klei/as,εὔκλεια,noun,katalu=sai,καταλύω,verb,qeoi=s,θεός,noun,te,τε,particle,kai\,καί,conjunction,a)nqrw/pois,ἄνθρωπος,noun,a)/mempton,ἄμεμπτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,de\,δέ,particle,ou)k,οὐ,adverb,e)pi\,ἐπί,preposition,pa/ntas,πᾶς,adjective,a)ll',ἀλλά,adverb,o)li/gois,ὀλίγος,adjective,dh/,δή,particle,tisi,τις,pronoun,tw=n,ὁ,article,pa/ntwn,πᾶς,adjective,a)pedo/qh,ἀποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bi/os,βίος,adjective,de\,δέ,particle,pa=s,πᾶς,adjective,a)nqrw/pou,ἄνθρωπος,noun,braxu\s,βραχύς,adjective,kai\,καί,conjunction,ou),οὐ,adverb,pollou=,πολύς,adjective,tinos,τις,pronoun,a)/cios,ἄξιος,adjective,ei)s,εἰς,preposition,a)riqmou=,ἀριθμός,adjective,lo/gon,λόγος,noun,a)ll',ἀλλά,adverb,e)a/n,ἐάν,conjunction,te,τε,particle,*)arganqw/nion,Ἀργανθώνιος,proper,e)a/n,ἐάν,conjunction,te,τε,particle,*tiqwno\n,Τιθωνός,proper,le/gh|,λέγω,verb,tis,τις,pronoun,e)a/n,ἐάν,conjunction,te,τε,particle,to\n,ὁ,article,ta\s,ὁ,article,trei=s,τρέω,verb,genea\s,γενεά,noun,diarke/santa,διαρκέω,verb,*ne/stora,Νέστωρ,proper,to\n,ὁ,article,*pu/lion,Πύλιος,proper,pa/ntas,πᾶς,adjective,tou/tous,οὗτος,pronoun,tou\s,ὁ,article,xro/nous,χρόνος,noun,sunqei\s,συντίθημι,verb,eu(rh/seis,εὑρίσκω,verb,e)/latton,ἐλάσσων,adjective,me/ros,μέρος,noun,o)/ntas,εἰμί,verb,tou=,ὁ,article,panto\s,πᾶς,adjective,ai)w=nos,αἰών,noun,h)\,ἠέ,conjunction,o(/son,ὅσος,adjective,ei)pei=n,εἶπον,verb,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,dei=,δέομαι,verb,dh\,δή,particle,filoyuxei=n,φιλοψυχέω,verb,ou)de\,οὐδέ,particle,th\n,ὁ,article,eu)daimoni/an,εὐδαιμονία,noun,tou/tw|,οὗτος,pronoun,metrei=n,μετρέω,verb,ei)/,εἰ,conjunction,tis,τις,pronoun,w(s,ὡς,conjunction,plei=sta,πλεῖστος,adjective,e)/sxe,ἔχω,verb,pra/gmata,πρᾶγμα,noun,ou)d',οὐδέ,particle,ei)/,εἰ,conjunction,tis,τις,pronoun,tou=,ὁ,article,makrou=,μακρός,adjective,gh/rws,γῆρας,noun,a)pe/lausen,ἀπολαύω,verb,oi(=a,οἷος,adjective,dh\,δή,particle,a)polau/ein,ἀπολαύω,verb,ei)w/qasin,ἔθω,verb,a)/nqrwpoi,ἄνθρωπος,noun,a)ll',ἀλλά,adverb,h(gei=sqai,ἡγέομαι,verb,tou/tw|,οὗτος,pronoun,ka/llist',κάλλιστα,adverb,e)/xein,ἔχω,verb,o(/stis,ὅστις,pronoun,th\n,ὁ,article,doqei=san,δίδωμι,verb,e(autw=|,ἑαυτοῦ,pronoun,tou=,ὁ,article,bi/ou,βίος,adjective,moi=ran,μοῖρα,adjective,e)n,ἐν,preposition,toi=s,ὁ,article,kalli/stois,καλός,noun,e)ce/plhse,ἐκπίμπλημι,verb,kai\,καί,conjunction,o(/stis,ὅστις,pronoun,w(/sper,ὥσπερ,adverb,poihth\s,ποιητής,noun,poqou/ntwn,ποθέω,verb,a)kou/ein,ἀκούω,verb,e)/ti,ἔτι,adverb,kai\,καί,conjunction,o(ra=n,ὁράω,verb,kate/luse,καταλύω,verb,to\,ὁ,article,dra=ma,δρᾶμα,noun
o(di\,ὅδε,pronoun,de\,δέ,particle,eu)dai/mwn,εὐδαίμων,adjective,te,τε,particle,kai\,καί,conjunction,zhlwto\s,ζηλωτός,adjective,a(/pasi,ἅπας,adjective,kai\,καί,conjunction,newte/rois,νέος,adjective,kai\,καί,conjunction,presbu/tais,πρεσβύτης,noun,poreu/etai,πορεύω,verb,tosau=ta,τοσοῦτος,adjective,a)polau/sas,ἀπολαύω,verb,tou=,ὁ,article,bi/ou,βίος,adjective,e)f',ἐπί,preposition,oi(=s,ὅς,pronoun,mo/nois,μόνος,adjective,eu)kto\n,εὐκτός,adverb,h)=n,εἰμί,verb,genna=sqai,γεννάω,verb,a)paqh\s,ἀπαθής,adverb,kakw=n,κακός,adjective,a)/peiros,ἄπειρος,adjective,pragma/twn,πρᾶγμα,noun,eu)kleh\s,εὐκλεής,adverb,e)n,ἐν,preposition,lo/gois,λόγος,noun,kai\,καί,conjunction,maqh/masi,μάθημα,noun,kai\,καί,conjunction,e)pai/nois,ἔπαινος,noun,trafei\s,τρέφω,verb,a)po\,ἀπό,preposition,th=s,ὁ,article,fi/lhs,φίλος,adjective,kai\,καί,conjunction,o(moskh/nou,ὁμοσκηνόω,verb,mhtro\s,μήτηρ,noun,steila/menos,στέλλω,verb,para\,παρά,preposition,th\n,ὁ,article,a)rxai/an,ἀρχαῖος,adjective,mhte/ra,μήτηρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,de/,δέ,particle,tw|,τις,pronoun,mh\,μή,conjunction,i(kanw=s,ἱκανός,adjective,dokei=,δοκέω,verb,th=s,ὁ,article,do/chs,δόξα,noun,a)polau=sai,ἀπολαύω,verb,a)naplhrou=n,ἀναπληρόω,verb,xrh\,χρή,verb,nu=n,νῦν,adverb,e)pikosmou=ntas,ἐπικοσμέω,verb,w(s,ὡς,conjunction,h(/rwa,ἥρως,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)po/ntwn,ἄπειμι,verb,de\,δέ,particle,e)n,ἐν,preposition,a)sfalei=,ἀσφαλής,adjective,tw=n,ὁ,article,e)pai/nwn,ἔπαινος,noun,h)/dh,ἤδη,adverb,tau=ta,οὗτος,pronoun,xrh\,χρή,verb,dokei=n,δοκέω,verb,a)kou/ein,ἀκούω,verb,tw=n,ὁ,article,kreitto/nwn,κρείσσων,verb,kai\,καί,conjunction,ou(/tws,οὕτως,adverb,e)/xontas,ἔχω,verb,th=s,ὁ,article,a)lhqei/as,ἀλήθεια,adjective,a)\n,ἄν,particle,ma=llon,μᾶλλον,adverb,tugxa/nein,τυγχάνω,verb,nomi/zein,νομίζω,verb,ka)kei/nw|,ἐκεῖνος,pronoun,poiei=n,ποιέω,verb,kexarisme/na,χαρίζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalo\n,καλός,noun,de\,δέ,particle,kai\,καί,conjunction,e)n,ἐν,preposition,skoli/ois,σκόλιον,noun,w(/ste,ὥστε,conjunction,*(armo/dion,Ἁρμόδιος,proper,a(|dein,,,ou)/,οὐ,adverb,ti/,τίς,pronoun,pou,πού,adverb,te/qnhkas,θνήσκω,verb,le/gontas,λέγω,verb,a)ll',ἀλλά,adverb,ei)/per,εἴπερ,conjunction,tis,τις,pronoun,a)/llos,ἄλλος,adjective,e)n,ἐν,preposition,me/sois,μέσος,adjective,a)nastre/fei,ἀναστρέφω,verb,toi=s,ὁ,article,ei)do/si,οἶδα,verb,kai\,καί,conjunction,poli/tais,πολίτης,noun,kai\,καί,conjunction,ce/nois,ξένος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,biou\s,βιός,noun,me\n,μέν,particle,w(s,ὡς,conjunction,e)n,ἐν,preposition,i(eroi=s,ἱερόν,noun,kai\,καί,conjunction,teleuth/sas,τελευτάω,verb,krei=tton,κρείσσων,verb,h)\,ἠέ,conjunction,kat',κατά,preposition,a)/nqrwpon,ἄνθρωπος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,ko/smos,κόσμος,noun,kai\,καί,conjunction,fi/lois,φίλος,adjective,kai\,καί,conjunction,ge/nei,γένος,noun,kai\,καί,conjunction,po/lei,πόλις,adjective,w)=,ὦ,interjection,prw=ta,πρότερος,adjective,th=s,ὁ,article,kaq',κατά,preposition,h(liki/an,ἡλικία,noun,a)reth=s,ἀρετή,noun,e)/xwn,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta/de,ὅδε,pronoun,soi,σύ,pronoun,ta\,ὁ,article,par',παρά,preposition,h(mw=n,ἐγώ,pronoun,ta\,ὁ,article,de\,δέ,particle,loipa\,λοιπός,adjective,melh/sei,ἐπιμελέομαι,verb,th=|,ὁ,article,po/lei,πόλις,adjective,koinh=|,κοινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
