word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS
*tou=to,me\n,μέν,particle,ou)=n,οὖν,particle,e)/cw,ἔξω,adverb,tou=,ὁ,article,dra/matos,δρᾶμα,noun,e)n,ἐν,preposition,d',δέ,particle,au)th=|,αὐτός,pronoun,th=|,ὁ,article,tragw|di/a|,τραγῳδία,noun,oi(=os,οἷος,adjective,o(,ὁ,article,*)alkmai/wn,Ἀλκμαίων,proper,o(,ὁ,article,*)astuda/mantos,,,h)\,ἠέ,conjunction,o(,ὁ,article,*thle/gonos,Τηλέγονος,proper,o(,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,traumati/a|,τραυματίας,noun,*)odussei=,Ὀδυσσεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/eti,de\,δέ,particle,tri/ton,τρίτος,adjective,para\,παρά,preposition,tau=ta,οὗτος,pronoun,to\n,ὁ,article,me/llonta,μέλλω,verb,poiei=n,ποιέω,verb,ti,τις,pronoun,tw=n,ὁ,article,a)nhke/stwn,ἀνήκεστος,adjective,di',διά,preposition,a)/gnoian,ἄγνοια,noun,a)nagnwri/sai,ἀναγνωρίζω,verb,pri\n,πρίν,adverb,poih=sai,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἔτι,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kai\,para\,παρά,preposition,tau=ta,οὗτος,pronoun,ou)k,οὐ,adverb,e)/stin,εἰμί,verb,a)/llws,ἄλλως,adverb,h)\,ἠέ,conjunction,ga\r,γάρ,particle,pra=cai,πράσσω,verb,a)na/gkh,ἀνάγκη,noun,h)\,ἠέ,conjunction,mh/,μή,conjunction,kai\,καί,conjunction,ei)do/tas,οἶδα,verb,h)\,ἠέ,conjunction,mh\,μή,conjunction,ei)do/tas,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tou/twn,de\,δέ,particle,to\,ὁ,article,me\n,μέν,particle,ginw/skonta,γιγνώσκω,verb,mellh=sai,μέλλω,verb,kai\,καί,conjunction,mh\,μή,conjunction,pra=cai,πράσσω,verb,xei/riston,χείριστος,adjective,to/,ὁ,article,te,τε,particle,ga\r,γάρ,particle,miaro\n,μιαρός,adjective,e)/xei,ἔχω,verb,kai\,καί,conjunction,ou),οὐ,adverb,tragiko/n,τραγικός,adjective,a)paqe\s,ἀπαθής,adverb,ga/r,γάρ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dio/per,ou)dei\s,οὐδείς,pronoun,poiei=,ποιέω,verb,o(moi/ws,ὅμοιος,adjective,ei),εἰ,conjunction,mh\,μή,conjunction,o)liga/kis,ὀλιγάκις,adverb,oi(=os,οἷος,adjective,e)n,ἐν,preposition,*)antigo/nh|,Ἀντιγόνη,proper,to\n,ὁ,article,*kre/onta,Κρέων,proper,o(,ὁ,article,*ai(/mwn,Αἵμων,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,διόπερ,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*to\,de\,δέ,particle,pra=cai,πράσσω,verb,deu/teron,δεύτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*be/ltion,de\,δέ,particle,to\,ὁ,article,a)gnoou=nta,ἀγνοέω,verb,me\n,μέν,particle,pra=cai,πράσσω,verb,pra/canta,πράσσω,verb,de\,δέ,particle,a)nagnwri/sai,ἀναγνωρίζω,verb,to/,ὁ,article,te,τε,particle,ga\r,γάρ,particle,miaro\n,μιαρός,adjective,ou),οὐ,adverb,pro/sesti,πρόσειμι,verb,kai\,καί,conjunction,h(,ὁ,article,a)nagnw/risis,ἀναγνώρισις,noun,e)kplhktiko/n,ἐκπληκτικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βελτίων,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*kra/tiston,de\,δέ,particle,to\,ὁ,article,teleutai=on,τελευταῖος,adjective,le/gw,λέγω,verb,de\,δέ,particle,oi(=on,οἷος,adjective,e)n,ἐν,preposition,tw=|,ὁ,article,*kresfo/nth|,Κρεσφόντης,proper,h(,ὁ,article,*mero/ph,Μερόπη,proper,me/llei,μέλλω,verb,to\n,ὁ,article,ui(o\n,υἱός,noun,a)poktei/nein,ἀποκτείνω,verb,a)poktei/nei,ἀποκτείνω,verb,de\,δέ,particle,ou)\,οὐ,adverb,a)ll',ἀλλά,adverb,a)negnw/risen,ἀναγνωρίζω,verb,kai\,καί,conjunction,e)n,ἐν,preposition,th=|,ὁ,article,*)ifigenei/a|,ἰφιγένεια,adjective,h(,ὁ,article,a)delfh\,ἀδελφή,noun,to\n,ὁ,article,a)delfo/n,ἀδελφός,adjective,kai\,καί,conjunction,e)n,ἐν,preposition,th=|,ὁ,article,*(/ellh|,Ἕλλη,proper,o(,ὁ,article,ui(o\s,υἱός,noun,th\n,ὁ,article,mhte/ra,μήτηρ,noun,e)kdido/nai,ἐκδίδωμι,verb,me/llwn,μέλλω,verb,a)negnw/risen,ἀναγνωρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,κράτιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dia\,ga\r,γάρ,particle,tou=to,οὗτος,pronoun,o(/per,ὅσπερ,adjective,pa/lai,πάλαι,adverb,ei)/rhtai,ἔρομαι,verb,ou),οὐ,adverb,peri\,περί,preposition,polla\,πολύς,adjective,ge/nh,γένος,noun,ai(,ὁ,article,tragw|di/ai,τραγῳδία,noun,ei)si/n,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ζεύς,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*zhtou=ntes,ga\r,γάρ,particle,ou)k,οὐ,adverb,a)po\,ἀπό,preposition,te/xnhs,τέχνη,noun,a)ll',ἀλλά,adverb,a)po\,ἀπό,preposition,tu/xhs,τύχη,noun,eu(=ron,εὑρίσκω,verb,to\,ὁ,article,toiou=ton,τοιοῦτος,adjective,paraskeua/zein,παρασκευάζω,verb,e)n,ἐν,preposition,toi=s,ὁ,article,mu/qois,μῦθος,noun,a)nagka/zontai,ἀναγκάζω,verb,ou)=n,οὖν,particle,e)pi\,ἐπί,preposition,tau/tas,οὗτος,pronoun,ta\s,ὁ,article,oi)ki/as,οἰκία,noun,a)panta=n,ἀπαντάω,verb,o(/sais,ὅσος,adjective,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,sumbe/bhke,συμβαίνω,verb,pa/qh,πάθη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ζητέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*peri\,me\n,μέν,particle,ou)=n,οὖν,particle,th=s,ὁ,article,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,susta/sews,σύστασις,noun,kai\,καί,conjunction,poi/ous,ποῖος,adjective,tina\s,τις,pronoun,ei)=nai,εἰμί,verb,dei=,δέομαι,verb,tou\s,ὁ,article,mu/qous,μῦθος,noun,ei)/rhtai,ἔρομαι,verb,i(kanw=s,ἱκανός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,περί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*peri\,de\,δέ,particle,ta\,ὁ,article,h)/qh,ἦθος,adjective,te/ttara/,τέσσαρες,noun,e)stin,εἰμί,verb,w(=n,ὅς,pronoun,dei=,δέομαι,verb,stoxa/zesqai,στοχάζομαι,verb,e(\n,εἷς,adjective,me\n,μέν,particle,kai\,καί,conjunction,prw=ton,πρότερος,adjective,o(/pws,ὅπως,conjunction,xrhsta\,χρηστός,adjective,h)=|,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,περί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(/ecei,de\,δέ,particle,h)=qos,ἦθος,adjective,me/n,μέν,particle,e)a\n,ἐάν,conjunction,w(/sper,ὥσπερ,adverb,e)le/xqh,λέγω,verb,poih=|,ποιέω,verb,fanera\n,φανερός,adjective,o(,ὁ,article,lo/gos,λόγος,noun,h)\,ἠέ,conjunction,h(,ὁ,article,pra=cis,πρᾶξις,adjective,proai/resi/n,προαίρεσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἕξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tina,fau=lon,φαῦλος,adjective,me\n,μέν,particle,e)a\n,ἐάν,conjunction,fau/lhn,φαῦλος,adjective,xrhsto\n,χρηστός,adjective,d',δέ,particle,e)a\n,ἐάν,conjunction,xrhsth/n,χρηστός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/esti,de\,δέ,particle,e)n,ἐν,preposition,e(ka/stw|,ἕκαστος,adjective,ge/nei,γένος,noun,kai\,καί,conjunction,ga\r,γάρ,particle,gunh/,γυνή,noun,e)sti,εἰμί,verb,xrhsth\,χρηστός,adjective,kai\,καί,conjunction,dou=los,δοῦλος,noun,kai/toi,καίτοι,particle,ge,γε,particle,i)/sws,ἴσως,adverb,tou/twn,οὗτος,pronoun,to\,ὁ,article,me\n,μέν,particle,xei=ron,χείρων,adverb,to\,ὁ,article,de\,δέ,particle,o(/lws,ὅλος,adjective,fau=lo/n,φαῦλος,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*deu/teron,de\,δέ,particle,ta\,ὁ,article,a(rmo/ttonta,ἁρμόζω,verb,e)/sti,εἰμί,verb,ga\r,γάρ,particle,a)ndrei=on,ἀνδρεῖος,adjective,me\n,μέν,particle,to\,ὁ,article,h)=qos,ἦθος,adjective,a)ll',ἀλλά,adverb,ou)x,οὐ,adverb,a(rmo/tton,ἁρμόζω,verb,gunaiki\,γυνή,noun,to\,ὁ,article,a)ndrei/an,ἀνδρεία,noun,h)\,ἠέ,conjunction,deinh\n,δεινός,adjective,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δεύτερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*tri/ton,de\,δέ,particle,to\,ὁ,article,o(/moion,ὅμοιος,adjective,tou=to,οὗτος,pronoun,ga\r,γάρ,particle,e(/teron,ἕτερος,adjective,tou=,ὁ,article,xrhsto\n,χρηστός,adjective,to\,ὁ,article,h)=qos,ἦθος,adjective,kai\,καί,conjunction,a(rmo/tton,ἁρμόζω,verb,poih=sai,ποιέω,verb,w(/sper,ὥσπερ,adverb,ei)/rhtai,ἔρομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τρίτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*te/tarton,de\,δέ,particle,to\,ὁ,article,o(malo/n,ὁμαλός,adjective,ka)\n,κἀν,conjunction,ga\r,γάρ,particle,a)nw/malo/s,ἀνώμαλος,adjective,tis,τις,pronoun,h)=|,εἰμί,verb,o(,ὁ,article,th\n,ὁ,article,mi/mhsin,μίμησις,noun,pare/xwn,παραχώννυμι,verb,kai\,καί,conjunction,toiou=ton,τοιοῦτος,adjective,h)=qos,ἦθος,adjective,u(potiqei/s,ὑποτίθημι,verb,o(/mws,ὅμως,conjunction,o(malw=s,ὁμαλής,adverb,a)nw/malon,ἀνώμαλος,adjective,dei=,δέομαι,verb,ei)=nai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τέταρτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*)/esti,de\,δέ,particle,para/deigma,παράδειγμα,noun,ponhri/as,πονηρία,noun,me\n,μέν,particle,h)/qous,ἦθος,adjective,mh\,μή,conjunction,a)nagkai=on,ἀναγκαῖον,noun,oi(=on,οἷος,adjective,o(,ὁ,article,*mene/laos,Μενέλαος,proper,o(,ὁ,article,e)n,ἐν,preposition,tw=|,ὁ,article,*)ore/sth|,Ὀρέστης,proper,tou=,ὁ,article,de\,δέ,particle,a)prepou=s,ἀπρεπής,adjective,kai\,καί,conjunction,mh\,μή,conjunction,a(rmo/ttontos,ἁρμόζω,verb,o(/,ὅς,pronoun,te,τε,particle,qrh=nos,θρῆνος,noun,*)odusse/ws,Ὀδυσσεύς,proper,e)n,ἐν,preposition,th=|,ὁ,article,*sku/llh|,Σκύλλα,proper,kai\,καί,conjunction,h(,ὁ,article,th=s,ὁ,article,*melani/pphs,Μελανίππη,proper,r(h=sis,ῥῆσις,noun,tou=,ὁ,article,de\,δέ,particle,a)nwma/lou,ἀνώμαλος,adjective,h(,ὁ,article,e)n,ἐν,preposition,*au)li/di,Αὐλίς,proper,*)ifige/neia,ἰφιγένεια,adjective,ou)de\n,οὐδείς,pronoun,ga\r,γάρ,particle,e)/oiken,ἔοικα,verb,h(,ὁ,article,i(keteu/ousa,ἱκετεύω,verb,th=|,ὁ,article,u(ste/ra|,ὑστέρα,noun,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*xrh\,de\,δέ,particle,kai\,καί,conjunction,e)n,ἐν,preposition,toi=s,ὁ,article,h)/qesin,ἦθος,adjective,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,e)n,ἐν,preposition,th=|,ὁ,article,tw=n,ὁ,article,pragma/twn,πρᾶγμα,noun,susta/sei,συνίστημι,verb,a)ei\,ἀεί,adverb,zhtei=n,ζητέω,verb,h)\,ἠέ,conjunction,to\,ὁ,article,a)nagkai=on,ἀναγκαῖον,noun,h)\,ἠέ,conjunction,to\,ὁ,article,ei)ko/s,ἔοικα,verb,w(/ste,ὥστε,conjunction,to\n,ὁ,article,toiou=ton,τοιοῦτος,adjective,ta\,ὁ,article,toiau=ta,τοιοῦτος,adjective,le/gein,λέγω,verb,h)\,ἠέ,conjunction,pra/ttein,πράσσω,verb,h)\,ἠέ,conjunction,a)nagkai=on,ἀναγκαῖος,adjective,h)\,ἠέ,conjunction,ei)ko/s,ἔοικα,verb,kai\,καί,conjunction,tou=to,οὗτος,pronoun,meta\,μετά,preposition,tou=to,οὗτος,pronoun,gi/nesqai,γίγνομαι,verb,h)\,ἠέ,conjunction,a)nagkai=on,ἀναγκαῖος,adjective,h)\,ἠέ,conjunction,ei)ko/s,ἔοικα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χρή,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
