word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS
e)n,ἐν,preposition,ga/r,γάρ,particle,oi(,ἕ,pronoun,do/ru,δόρυ,noun,qei=on,θεῖος,adjective,e)lh/lato,ἐλαύνω,verb,to/,ὁ,article,r(',ἄρα,particle,a)na\,ἀνά,preposition,me/sshn,μέσος,adjective,stei=ran,στεῖρα,noun,*)aqhnai/h,Ἀθήνη,proper,*dwdwni/dos,Δωδωνίς,proper,h(/rmose,ἁρμόζω,verb,fhgou=,φηγός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,a)na\,ἀνά,preposition,se/lmata,σέλμα,noun,ba/ntes,βαίνω,verb,e)pisxerw\,ἐπισχερώ,adverb,a)llh/loisin,ἀλλήλων,pronoun,w(s,ὡς,conjunction,e)da/santo,δατέομαι,verb,pa/roiqen,πάροιθε,preposition,e)resse/men,ἐρέσσω,verb,w(=|,ὅς,pronoun,e)ni\,ἐν,preposition,xw/rw|,χῶρος,noun,eu)ko/smws,εὔκοσμος,adjective,sfete/roisi,σφέτερος,adjective,par',παρά,preposition,e)/ntesin,ἔντεα,noun,e(drio/wnto,ἑδριάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/ssw|,μέσος,adjective,d',δέ,particle,*)agkai=os,Ἀγκαῖος,proper,me/ga,μέγας,adverb,te,τε,particle,sqe/nos,σθένος,noun,*(hraklh=os,,,i(/zanon,ἱζάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/gxi,ἄγχι,adjective,de/,δέ,particle,oi(,ὁ,article,r(o/palon,ῥόπαλον,noun,qe/to,τίθημι,verb,kai/,καί,conjunction,oi(,ἕ,pronoun,e)/nerqen,ἔνερθε,preposition,possi\n,πούς,noun,u(peklu/sqh,ὑποκλύζω,verb,nho\s,ναός,noun,tro/pis,τρόπις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei(/lketo,ἕλκω,verb,d',δέ,particle,h)/dh,ἤδη,adverb,pei/smata,πεῖσμα,noun,kai\,καί,conjunction,me/qu,μέθυ,noun,lei=bon,λείβω,verb,u(/perq',ὕπερθεν,preposition,a(lo/s,ἅλς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,*)ih/swn,Ἰήσων,proper,dakruo/eis,δακρυόεις,adjective,gai/hs,γαῖα,noun,a)po\,ἀπό,preposition,patri/dos,πατρίς,adjective,o)/mmat',ὄμμα,noun,e)/neiken,φέρω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,w(/st',ὥστε,conjunction,h)i/qeoi,ἠίθεος,noun,*foi/bw|,Φοῖβος,proper,xoro\n,χορός,noun,h)\,ἠέ,conjunction,e)ni\,ἐν,preposition,*puqoi=,Πυθοῖ,adverb,h)/|,,,pou,πού,adverb,e)n,ἐν,preposition,*)ortugi/h|,Ὀρτυγία,proper,h)\,ἠέ,conjunction,e)f',ἐπί,preposition,u(/dasin,ὕδωρ,noun,*)ismhnoi=o,Ἰσμηνός,proper,sthsa/menoi,ἵστημι,verb,fo/rmiggos,φόρμιγξ,noun,u(pai\,ὑπό,preposition,peri\,περί,preposition,bwmo\n,βωμός,noun,o(marth=|,ὁμαρτῇ,adverb,e)mmele/ws,ἐμμελής,adjective,kraipnoi=si,κραιπνός,adjective,pe/don,πέδον,noun,r(h/sswsi,ῥήγνυμι,verb,po/dessin,πούς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=s,ὡς,conjunction,oi(,ἕ,pronoun,u(p',ὑπό,preposition,*)orfh=os,Ὀρφεύς,adverb,kiqa/rh|,κίθαρις,noun,pe/plhgon,πλήσσω,verb,e)retmoi=s,ἐρετμόν,noun,po/ntou,πόντος,noun,la/bron,λάβρος,adjective,u(/dwr,ὕδωρ,noun,e)pi\,ἐπί,preposition,de\,δέ,particle,r(o/qia,ῥόθιος,adjective,klu/zonto,κλύζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)frw=|,ἀφρός,noun,d',δέ,particle,e)/nqa,ἔνθα,adverb,kai\,καί,conjunction,e)/nqa,ἔνθα,adverb,kelainh\,κελαινός,adjective,kh/kien,κηκίω,verb,a(/lmh,ἅλμη,noun,deino\n,δεινός,adjective,mormu/rousa,μορμύρω,verb,e)risqene/wn,ἐρισθενής,adjective,me/nei,μένω,verb,a)ndrw=n,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stra/pte,στράπτω,verb,d',δέ,particle,u(p',ὑπό,preposition,h)eli/w|,ἥλιος,noun,flogi\,φλόξ,noun,ei)/kela,εἴκελος,adjective,nho\s,ναός,noun,i)ou/shs,εἶμι,verb,teu/xea,τεῦχος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
makrai\,μακρός,adjective,d',δέ,particle,ai)e\n,ἀεί,adverb,e)leukai/nonto,λευκαίνω,verb,ke/leuqoi,κέλευθος,noun,a)trapo\s,ἀτραπός,adjective,w(\s,ὅς,pronoun,xloeroi=o,χλοερός,adjective,dieidome/nh,διείδομαι,verb,pedi/oio,πέδιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa/ntes,πᾶς,adjective,d',δέ,particle,ou)rano/qen,οὐρανόθεν,adverb,leu=sson,λεύσσω,verb,qeoi\,θεός,noun,h)/mati,ἦμαρ,noun,kei/nw|,ἐκεῖνος,pronoun,nh=a,ναῦς,noun,kai\,καί,conjunction,h(miqe/wn,ἡμίθεος,noun,a)ndrw=n,ἀνήρ,noun,me/nos,μένος,noun,oi(\,ἕ,pronoun,to/t',τότε,adverb,a)/ristoi,ἄριστος,adjective,po/nton,πόντος,noun,e)piplw/eskon,ἐπιπλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)p',ἐπί,preposition,a)krota/th|si,ἄκρος,adjective,de\,δέ,particle,nu/mfai,νύμφη,noun,*phlia/des,Πηλιακός,adjective,korufh=|sin,κορυφή,noun,e)qa/mbeon,θαμβέω,verb,ei)soro/wsai,εἰσοράω,verb,e)/rgon,ἔργον,noun,*)aqhnai/hs,Ἀθήνη,proper,*)itwni/dos,,,h)de\,ἠδέ,conjunction,kai\,καί,conjunction,au)tou\s,αὐτός,pronoun,h(/rwas,ἥρως,noun,xei/ressin,χείρ,noun,e)pikrada/ontas,,,e)retma/,ἐρετμόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,o(/g',ὅσγε,pronoun,e)c,ἐκ,preposition,u(pa/tou,ὕπατος,adjective,o)/reos,ὄρος,adjective,ki/en,κίω,verb,a)/gxi,ἄγχι,adjective,qala/sshs,θάλασσα,noun,xei/rwn,χείρων,adverb,*filluri/dhs,,,polih=|,πολιά,noun,d',δέ,particle,e)pi\,ἐπί,preposition,ku/matos,κῦμα,noun,a)gh=|,ἀγή,noun,te/gge,τέγγω,verb,po/das,πούς,noun,kai\,καί,conjunction,polla\,πολύς,adjective,barei/h|,βαρύς,adjective,xeiri\,χείρ,noun,keleu/wn,κελεύω,verb,no/ston,νόστος,noun,e)peufh/mhsen,ἐπευφημέω,verb,a)khde/a,ἀκηδής,adverb,nissome/noisin,νίσσομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
su\n,σύν,preposition,kai/,καί,conjunction,oi(,ὁ,article,para/koitis,παράκοιτις,noun,e)pwle/nion,ἐπωλένιος,adjective,fore/ousa,φορέω,verb,*phlei/+dhn,Πηλείδης,proper,*)axilh=a,Ἀχιλλεύς,proper,fi/lw|,φίλος,adjective,deidi/sketo,δειδίσκομαι,verb,patri/,πατήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,o(/te,ὅτε,conjunction,dh\,δή,particle,lime/nos,λιμήν,noun,perihge/a,περιηγής,adjective,ka/llipon,καταλιμπάνω,verb,a)kth\n,ἀκτή,noun,fradmosu/nh|,φραδμοσύνη,noun,mh/ti,μήτις,noun,te,τε,particle,dai/+fronos,δαίφρων,adjective,*(agnia/dao,,,*ti/fuos,Τίφυς,proper,o(/s,ὅς,pronoun,r(',ἄρα,particle,e)ni\,ἐν,preposition,xersi\n,χείρ,noun,e)u/coa,εὔξοος,adjective,texnhe/ntws,τεχνήεις,adverb,phda/li',πηδάλιον,adjective,a)mfie/pesk',ἀμφιέπω,verb,o)/fr',ὄφρα,conjunction,e)/mpedon,ἔμπεδος,adjective,e)ciqu/noi,ἐξιθύνω,verb,dh/,δή,particle,r(a,ἄρα,particle,to/te,τότε,adverb,me/gan,μέγας,adverb,i(sto\n,ἱστός,noun,e)nesth/santo,ἐνίστημι,verb,meso/dmh|,μεσόδμη,noun,dh=san,δέω,verb,de\,δέ,particle,proto/noisi,πρότονοι,noun,tanussa/menoi,τανύω,verb,e(ka/terqen,ἑκάτερθε,adverb,ka\d,κατά,preposition,d',δέ,particle,au)tou=,αὐτός,pronoun,li/na,λίνον,adjective,xeu=an,χέω,verb,e)p',ἐπί,preposition,h)laka/thn,ἠλακάτη,adjective,e)ru/santes,ἐρύω,verb,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,de\,δέ,particle,ligu\s,λιγύς,adjective,pe/sen,πίπτω,verb,ou)=ros,οὖρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)p',ἐπί,preposition,i)krio/fin,ἴκρια,noun,de\,δέ,particle,ka/lwas,,,cesth=|sin,ξεστός,adjective,pero/nh|si,περόνη,noun,diakrido\n,διακριδόν,adverb,a)mfibalo/ntes,ἀμφιβάλλω,verb,*tisai/hn,,,eu)/khloi,εὔκηλος,adjective,u(pe\r,ὑπέρ,preposition,dolixh\n,δολιχός,adjective,qe/on,θέω,verb,a)/krhn,ἄκρος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=si,ὁ,article,de\,δέ,particle,formi/zwn,φορμίζω,verb,eu)qh/moni,εὐθήμων,adjective,me/lpen,μέλπω,verb,a)oidh=|,ἀοιδός,noun,*oi)a/groio,Οἴαγρος,proper,pa/is,παῖς,adjective,nhosso/on,νηοσσόος,adjective,eu)pate/reian,εὐπατέρεια,noun,*)/artemin,Ἄρτεμις,proper,h(\,ὅς,pronoun,kei/nas,ἐκεῖνος,pronoun,skopia\s,σκοπιά,noun,a(lo\s,ἅλς,adjective,a)mfie/pesken,ἀμφιέπω,verb,r(uome/nh,ῥύομαι,verb,kai\,καί,conjunction,gai=an,γαῖα,noun,*)iwlki/da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi\,σύ,pronoun,de\,δέ,particle,baqei/hs,βαθύς,adjective,i)xqu/es,ἰχθύς,noun,a)i/ssontes,ἀίσσω,verb,u(/perq',ὕπερθεν,preposition,a(lo/s,ἅλς,adjective,a)/mmiga,ἄμμιγα,adverb,pau/rois,παῦρος,adjective,a)/pletoi,ἄπλετος,adjective,u(gra\,ὑγρός,adjective,ke/leuqa,κέλευθος,noun,diaskai/rontes,διασκαίρω,verb,e(/ponto,ἕπομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,ὡς,conjunction,d',δέ,particle,o(po/t',ὁπότε,adverb,a)grau/loio,ἄγραυλος,adjective,kat',κατά,preposition,i)/xnia,ἴχνιον,noun,shmanth=ros,σημαντήρ,noun,muri/a,μυρίος,adjective,mh=l',μήλη,noun,e)fe/pontai,ἐφέπω,verb,a)/dhn,ἅδην,adverb,kekorhme/na,κορέννυμι,verb,poi/hs,πόα,noun,ei)s,εἰς,preposition,au)=lin,αὖλις,noun,o(,ὁ,article,de/,δέ,particle,t',τε,particle,ei)=si,εἶμι,verb,pa/ros,πάρος,preposition,su/rig,,,gi,,,ligei/h|,λίγειος,adjective,kala\,καλός,noun,melizo/menos,μελίζω,verb,no/mion,νόμιος,adjective,me/los,μέλος,noun,w(=s,ὡς,conjunction,a)/ra,ἄρα,particle,toi/ge,,,w(ma/rteun,ὁμαρτέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,d',δέ,particle,ai)e\n,ἀεί,adverb,e)passu/teros,ἐπασσύτερος,adjective,fe/ren,φέρω,verb,ou)=ros,οὖρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ti/ka,αὐτίκα,adverb,d',δέ,particle,h)eri/h,ἠέριος,adjective,polulh/ios,πολυλήιος,adjective,ai)=a,αἶα,noun,*pelasgw=n,Πελασγός,proper,du/eto,δύω,verb,*phlia/das,Πηλιακός,adjective,de\,δέ,particle,parech/meibon,παρεξαμείβω,verb,e)ri/pnas,ἐρίπνη,noun,ai)e\n,ἀεί,adverb,e)piproqe/ontes,ἐπιπροσδέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/dune,δύω,verb,de\,δέ,particle,*shpia\s,Σηπιάς,proper,a)/krh,ἄκρις,noun,fai/neto,φαίνω,verb,d',δέ,particle,ei)nali/h,ἐνάλιος,adjective,*ski/aqos,Σκίαθος,proper,fai/nonto,φαίνω,verb,d',δέ,particle,a)/pwqen,ἄπωθεν,adverb,*peiresiai\,,,*ma/gnhsa/,,,q',τε,particle,u(peu/dios,ὑπεύδιος,adjective,h)pei/roio,ἤπειρος,adjective,a)kth\,ἀκτή,noun,kai\,καί,conjunction,tu/mbos,τύμβος,noun,*doloph/ios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nq',ἔνθα,adverb,a)/ra,ἄρα,particle,toi/ge,,,e(spe/rioi,ἑσπέριος,adjective,a)ne/moio,ἄνεμος,noun,palimpnoi/h|sin,παλίμπνοιος,adjective,e)/kelsan,κέλλω,verb,kai/,καί,conjunction,min,μιν,pronoun,kudai/nontes,κυδαίνω,verb,u(po\,ὑπό,preposition,kne/fas,κνέφας,noun,e)/ntoma,ἔντομος,adjective,mh/lwn,μῆλον,noun,kei=an,καίω,verb,o)rinome/nhs,ὀρίνω,verb,a(lo\s,ἅλς,adjective,oi)/dmati,οἶδμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diplo/a,διπλόη,noun,d',δέ,particle,a)ktai=s,ἀκτέα,noun,h)/mat',ἦμαρ,noun,e)linu/eskon,ἐλινύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,trita/tw|,τρίτατος,adjective,proe/hkan,προίημι,verb,nh=a,ναῦς,noun,tanussa/menoi,τανύω,verb,periw/sion,περιώσιος,adjective,u(yo/qi,ὑψόθι,adverb,lai=fos,λαῖφος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,d',δέ,particle,a)kth\n,ἀκτή,noun,*)afe/tas,Ἀφεταί,proper,*)argou=s,Ἀργώ,proper,e)/ti,ἔτι,adverb,kiklh/skousin,κικλήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/nqen,ἔνθεν,adverb,de\,δέ,particle,prote/rwse,προτέρωσε,adverb,parece/qeon,παρεκθέω,verb,*meli/boian,Μελίβοια,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)w=qen,ἕωθεν,adverb,d',δέ,particle,*(omo/lhn,Ὁμόλη,proper,au)tosxedo\n,αὐτοσχεδόν,adverb,ei)soro/wntes,εἰσοράω,verb,po/ntw|,πόντος,noun,keklime/nhn,κλίνω,verb,pareme/treon,παραμετρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)d',οὐδέ,particle,e)/ti,ἔτι,adverb,dhro\n,δηρός,adjective,me/llon,μέλλω,verb,u(pe\k,ὑπέκ,preposition,potamoi=o,ποταμός,noun,balei=n,βάλλω,verb,*)amu/roio,Ἄμυρος,proper,r(e/eqra,ῥεῖθρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kei=qen,ἐκεῖθεν,adverb,d',δέ,particle,*eu)rumena/s,,,te,τε,particle,poluklu/stous,πολύκλυστος,adjective,te,τε,particle,fa/raggas,φάραγξ,noun,*)/osshs,Ὄσσα,proper,*ou)lu/mpoio/,Ὄλυμπος,proper,t',τε,particle,e)se/drakon,εἰσδέρκομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)ta\r,ἀτάρ,particle,e)/peita,ἔπειτα,adverb,kli/tea,κλίτος,adjective,*pallh/naia,,,*kanastrai/hn,Κανάστραιος,proper,u(pe\r,ὑπέρ,preposition,a)/krhn,ἄκρος,adjective,h)/nusan,ἀνύω,verb,e)nnu/xioi,ἐννύχιος,adjective,pnoih=|,πνοή,noun,a)ne/moio,ἄνεμος,noun,qe/ontes,θέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)=ri,ἦρι,adverb,de\,δέ,particle,nissome/noisin,νίσσομαι,verb,*)/aqw,Ἄθως,proper,a)ne/telle,ἀνατέλλω,verb,kolw/nh,κολώνη,noun,*qrhiki/h,Θράκιος,proper,h(\,ὅς,pronoun,to/sson,τόσος,adjective,a)po/proqi,ἀπόπροθι,adverb,*lh=mnon,Λῆμνος,proper,e)ou=san,εἰμί,verb,o(/sson,ὅσος,adjective,e)s,εἰς,preposition,e)/ndio/n,ἔνδιον,noun,ken,ἄν,particle,e)u/stolos,,,o(lka\s,ὁλκάς,noun,a)nu/ssai,ἀνύω,verb,a)krota/th|,ἄκρος,adjective,korufh=|,κορυφή,noun,skia/ei,σκιάω,verb,kai\,καί,conjunction,e)sa/xri,ἐσάχρι,adverb,*muri/nhs,Μύρινα,proper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toi=sin,τίς,pronoun,d',δέ,particle,au)th=mar,αὐτῆμαρ,adverb,me\n,μέν,particle,a)/en,ἄω,verb,kai\,καί,conjunction,e)pi,,,kne/fas,κνέφας,noun,ou)=ros,οὖρος,noun,pa/gxu,πάγχυ,adverb,ma/l',μάλα,adverb,a)krah/s,ἀκραής,adjective,teta/nusto,τανύω,verb,de\,δέ,particle,lai/fea,λαῖφος,noun,nho/s,ναός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
