word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/5/lemma/@_entry,word/5/lemma/@_POS,word/7/lemma/@_entry,word/7/lemma/@_POS,word/11/lemma/@_entry,word/11/lemma/@_POS,word/14/lemma/@_entry,word/14/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/16/lemma/@_entry,word/16/lemma/@_POS,word/35/lemma/@_entry,word/35/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/79/lemma/@_entry,word/79/lemma/@_POS,word/83/lemma/@_entry,word/83/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS,word/111/@_form,word/111/lemma/@_entry,word/111/lemma/@_POS,word/112/@_form,word/112/lemma/@_entry,word/112/lemma/@_POS,word/113/@_form,word/114/@_form,word/114/lemma/@_entry,word/114/lemma/@_POS,word/115/@_form,word/116/@_form,word/116/lemma/@_entry,word/116/lemma/@_POS,word/117/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/101/lemma/@_entry,word/101/lemma/@_POS,word/107/lemma/@_entry,word/107/lemma/@_POS,word/109/lemma/@_entry,word/109/lemma/@_POS,word/113/lemma/@_entry,word/113/lemma/@_POS,word/115/lemma/@_entry,word/115/lemma/@_POS,word/117/lemma/@_entry,word/117/lemma/@_POS,word/118/@_form,word/118/lemma/@_entry,word/118/lemma/@_POS,word/119/@_form,word/119/lemma/@_entry,word/119/lemma/@_POS,word/120/@_form,word/120/lemma/@_entry,word/120/lemma/@_POS,word/121/@_form,word/121/lemma/@_entry,word/121/lemma/@_POS,word/122/@_form,word/122/lemma/@_entry,word/122/lemma/@_POS,word/123/@_form,word/123/lemma/@_entry,word/123/lemma/@_POS,word/124/@_form,word/124/lemma/@_entry,word/124/lemma/@_POS,word/125/@_form,word/125/lemma/@_entry,word/125/lemma/@_POS,word/126/@_form,word/126/lemma/@_entry,word/126/lemma/@_POS,word/127/@_form,word/127/lemma/@_entry,word/127/lemma/@_POS,word/128/@_form,word/128/lemma/@_entry,word/128/lemma/@_POS,word/129/@_form,word/129/lemma/@_entry,word/129/lemma/@_POS,word/130/@_form,word/130/lemma/@_entry,word/130/lemma/@_POS,word/131/@_form,word/131/lemma/@_entry,word/131/lemma/@_POS,word/132/@_form,word/132/lemma/@_entry,word/132/lemma/@_POS,word/133/@_form,word/133/lemma/@_entry,word/133/lemma/@_POS,word/134/@_form,word/134/lemma/@_entry,word/134/lemma/@_POS,word/135/@_form,word/135/lemma/@_entry,word/135/lemma/@_POS,word/136/@_form,word/136/lemma/@_entry,word/136/lemma/@_POS,word/137/@_form,word/137/lemma/@_entry,word/137/lemma/@_POS,word/138/@_form,word/138/lemma/@_entry,word/138/lemma/@_POS,word/139/@_form,word/139/lemma/@_entry,word/139/lemma/@_POS,word/140/@_form,word/140/lemma/@_entry,word/140/lemma/@_POS,word/141/@_form,word/141/lemma/@_entry,word/141/lemma/@_POS,word/142/@_form,word/142/lemma/@_entry,word/142/lemma/@_POS,word/143/@_form,word/143/lemma/@_entry,word/143/lemma/@_POS,word/144/@_form,word/144/lemma/@_entry,word/144/lemma/@_POS,word/145/@_form,word/145/lemma/@_entry,word/145/lemma/@_POS,word/146/@_form,word/146/lemma/@_entry,word/146/lemma/@_POS,word/147/@_form,word/148/@_form,word/148/lemma/@_entry,word/148/lemma/@_POS,word/149/@_form,word/149/lemma/@_entry,word/149/lemma/@_POS,word/150/@_form,word/150/lemma/@_entry,word/150/lemma/@_POS
kai\,καί,conjunction,ei)=pen,εἶπον,verb,o(,ὁ,article,basileu/s,βασιλεύς,noun,*(ugiai/nousa,ὑγιαίνω,verb,ba/dize,ei)s,εἰς,preposition,to\n,oi)=ko/n,οἶκος,noun,sou,σύ,pronoun,ka)gw\,ἐγώ,pronoun,e)ntelou=mai,peri\,περί,preposition,sou=,σύ,pronoun,,,,,,,,,,,,βαδίζω,verb,ὁ,article,ἐντέλλω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)=pen,εἶπον,verb,h(,ὁ,article,gunh\,γυνή,noun,h(,ὁ,article,*qekwi=tis,pro\s,πρός,preposition,to\n,basile/a,βασιλεύς,noun,*)ep,,,e)me/,ἐγώ,pronoun,ku/rie/,mou,ἐγώ,pronoun,basileu=,βασιλεύς,noun,h(,a)nomi/a,ἀνομία,noun,kai\,e)pi\,ἐπί,preposition,to\n,ὁ,article,,,ὁ,article,κύριος,adjective,ὁ,article,oi)=kon,οἶκος,noun,tou=,ὁ,article,patro/s,πατήρ,noun,mou,ἐγώ,pronoun,kai\,καί,conjunction,o(,ὁ,article,basileu\s,βασιλεύς,noun,kai\,καί,conjunction,o(,ὁ,article,qro/nos,θρόνος,noun,au)tou=,αὐτός,pronoun,a)qw=|os,ἀθῷος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)=pen,εἶπον,verb,o(,ὁ,article,basileu/s,βασιλεύς,noun,*ti/s,τίς,pronoun,o(,lalw=n,λαλάζω,verb,pro\s,se/,σύ,pronoun,kai\,καί,conjunction,a)/ceis,ἄγνυμι,verb,au)to\n,pro\s,πρός,preposition,e)me/,ἐγώ,pronoun,kai\,ou),οὐ,adverb,prosqh/sei,e)/ti,ἔτι,adverb,a(/yasqai,ἅπτω,verb,ὁ,article,πρός,preposition,αὐτός,pronoun,καί,conjunction,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,προσθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)=pen,εἶπον,verb,*mnhmoneusa/tw,μνημονεύω,verb,dh\,δή,particle,o(,ὁ,article,basileu\s,to\n,ὁ,article,ku/rion,qeo\n,θεός,noun,au)tou=,αὐτός,pronoun,plhqunqh=nai,πληθύνω,verb,a)gxiste/a,tou=,ὁ,article,ai(/matos,αἷμα,noun,tou=,diafqei=rai,διαφθείρω,verb,kai\,ou),οὐ,adverb,mh\,μή,conjunction,βασιλεύς,noun,κύριος,adjective,ἀγχιστεύς,noun,ὁ,article,e)ca/rwsin,ἐξαίρω,verb,to\n,ὁ,article,ui(o/n,υἱός,noun,mou,ἐγώ,pronoun,kai\,καί,conjunction,ei)=pen,εἶπον,verb,*zh=|,ζάω,verb,ku/rios,κῦρος,noun,ei),εἰ,conjunction,pesei=tai,πίπτω,verb,a)po\,ἀπό,preposition,th=s,ὁ,article,trixo\s,θρίξ,noun,tou=,ὁ,article,ui(ou=,υἱός,noun,sou,σύ,pronoun,e)pi\,th\n,ὁ,article,gh=n,γῆ,noun,,,,,,,,,,,,,,,,,,,καί,conjunction,ἐπί,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)=pen,εἶπον,verb,h(,ὁ,article,gunh/,γυνή,noun,*lalhsa/tw,λαλέω,verb,dh\,h(,ὁ,article,dou/lh,sou,σύ,pronoun,pro\s,πρός,preposition,to\n,ὁ,article,ku/rio/n,mou,ἐγώ,pronoun,to\n,ὁ,article,basile/a,r(h=ma,ῥῆμα,noun,kai\,ei)=pen,εἶπον,verb,*la/lhson,λαλέω,verb,δή,particle,δούλη,noun,κύριος,adjective,βασιλεύς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)=pen,εἶπον,verb,h(,ὁ,article,gunh/,γυνή,noun,*(/ina,ἵνα,conjunction,ti/,e)logi/sw,λογίζομαι,verb,toiou=to,e)pi\,ἐπί,preposition,lao\n,λαός,noun,qeou=,θεός,noun,h)=,e)k,ἐκ,preposition,sto/matos,στόμα,noun,tou=,basile/ws,βασιλεύς,noun,o(,lo/gos,λόγος,noun,ou(=tos,οὗτος,pronoun,τίς,pronoun,τοιοῦτος,adjective,ἦ,adverb,ὁ,article,w(s,ὡς,conjunction,plhmme/leia,πλημμέλεια,noun,tou=,ὁ,article,mh\,μή,conjunction,e)pistre/yai,ἐπιστρέφω,verb,to\n,ὁ,article,basile/a,βασιλεύς,noun,to\n,ὁ,article,e)cwsme/non,ἐξωθέω,verb,au)tou=,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/ti,ὅστις,pronoun,qana/tw|,θάνατος,adjective,a)poqanou/meqa,ἀποθνήσκω,verb,kai\,καί,conjunction,w(/sper,ὥσπερ,adverb,to\,u(/dwr,ὕδωρ,noun,to\,katafero/menon,καταφέρω,verb,e)pi\,ἐπί,preposition,th=s,ὁ,article,gh=s,o(\,ὅς,pronoun,ou),οὐ,adverb,sunaxqh/setai,kai\,καί,conjunction,lh/myetai,o(,ὁ,article,qeo\s,θεός,noun,ὁ,article,ὁ,article,γῆ,noun,συνάγω,verb,yuxh/n,ψυχή,noun,kai\,καί,conjunction,logizo/menos,λογίζομαι,verb,tou=,ὁ,article,e)cw=sai,ἐξωθέω,verb,a)p',ἀπό,preposition,au)tou=,αὐτός,pronoun,e)cwsme/non,ἐξωθέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,nu=n,νῦν,adverb,o(\,ὅς,pronoun,h)=lqon,ἔρχομαι,verb,lalh=sai,λαλέω,verb,pro\s,to\n,ὁ,article,basile/a,to\n,ὁ,article,ku/rio/n,κύριος,adjective,mou,ἐγώ,pronoun,to\,r(h=ma,ῥῆμα,noun,tou=to,οὗτος,pronoun,o(/ti,o)/yetai/,ὁράω,verb,me,o(,ὁ,article,lao/s,λαός,noun,πρός,preposition,βασιλεύς,noun,ὁ,article,ὅστις,pronoun,kai\,καί,conjunction,e)rei=,ἐράομαι,verb,h(,ὁ,article,dou/lh,δούλη,noun,sou,σύ,pronoun,*lalhsa/tw,λαλέω,verb,dh\,δή,particle,pro\s,πρός,preposition,to\n,ὁ,article,basile/a,βασιλεύς,noun,ei)/,εἰ,conjunction,pws,πως,particle,poih/sei,ποιέω,verb,o(,ὁ,article,basileu\s,βασιλεύς,noun,to\,ὁ,article,r(h=ma,th=s,ὁ,article,dou/lhs,δούλη,noun,au)tou=,αὐτός,pronoun,o(/ti,ὅστις,pronoun,a)kou/sei,ἀκούω,verb,o(,ὁ,article,basileu\s,βασιλεύς,noun,r(u/sasqai,ῥύομαι,verb,ἐγώ,pronoun,ῥῆμα,noun,th\n,ὁ,article,dou/lhn,δούλη,noun,au)tou=,αὐτός,pronoun,e)k,ἐκ,preposition,xeiro\s,χείρ,noun,tou=,ὁ,article,a)ndro\s,ἀνήρ,noun,tou=,ὁ,article,zhtou=ntos,ζητέω,verb,e)ca=rai/,ἐξαίρω,verb,me,ἐγώ,pronoun,kai\,καί,conjunction,to\n,ὁ,article,ui(o/n,υἱός,noun,mou,ἐγώ,pronoun,a)po\,ἀπό,preposition,klhronomi/as,κληρονομία,noun,qeou=,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)=pen,εἶπον,verb,h(,ὁ,article,gunh/,γυνή,noun,*ei)/h,ἀίω,verb,dh\,o(,ὁ,article,lo/gos,tou=,ὁ,article,kuri/ou,κύριος,adjective,mou,ἐγώ,pronoun,tou=,basile/ws,βασιλεύς,noun,ei)s,εἰς,preposition,qusi/an,o(/ti,ὅστις,pronoun,kaqw\s,a)/ggelos,ἄγγελος,noun,qeou=,θεός,noun,δή,particle,λόγος,noun,ὁ,article,θυσία,noun,ou(/tws,οὕτως,adverb,o(,ὁ,article,ku/rio/s,κῦρος,noun,mou,ἐγώ,pronoun,o(,ὁ,article,basileu\s,βασιλεύς,noun,tou=,ὁ,article,a)kou/ein,ἀκούω,verb,to\,ὁ,article,a)gaqo\n,ἀγαθός,adjective,kai\,καί,conjunction,to\,ὁ,article,ponhro/n,πονηρός,adjective,kai\,καί,conjunction,ku/rios,κῦρος,noun,o(,ὁ,article,qeo/s,sou,σύ,pronoun,e)/stai,εἰμί,verb,meta\,μετά,preposition,sou=,σύ,pronoun,,,,,,,,,,,,,καθώς,adverb,θεός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,a)pekri/qh,ἀποκρίνω,verb,o(,ὁ,article,basileu\s,βασιλεύς,noun,kai\,καί,conjunction,ei)=pen,pro\s,πρός,preposition,th\n,gunai=ka,γυνή,noun,*mh\,μή,conjunction,dh\,δή,particle,kru/yh|s,a)p',ἀπό,preposition,e)mou=,ἐγώ,pronoun,r(h=ma,o(\,ὅς,pronoun,e)gw\,e)perwtw=,ἐπερωτάω,verb,se,σύ,pronoun,εἶπον,verb,ὁ,article,κρύπτω,verb,ῥῆμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ei)=pen,εἶπον,verb,h(,ὁ,article,gunh/,γυνή,noun,*lalhsa/tw,λαλέω,verb,dh\,o(,ὁ,article,ku/rio/s,mou,ἐγώ,pronoun,o(,ὁ,article,basileu/s,βασιλεύς,noun,,,,,,,,,,,,,,,,,,,δή,particle,κῦρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
