word/0/@_form,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/0/lemma/@_entry,word/0/lemma/@_POS,word/32/lemma/@_entry,word/32/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/72/@_form,word/72/lemma/@_entry,word/72/lemma/@_POS,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS,word/89/@_form,word/89/lemma/@_entry,word/89/lemma/@_POS,word/90/@_form,word/90/lemma/@_entry,word/90/lemma/@_POS,word/91/@_form,word/91/lemma/@_entry,word/91/lemma/@_POS,word/92/@_form,word/92/lemma/@_entry,word/92/lemma/@_POS,word/93/@_form,word/93/lemma/@_entry,word/93/lemma/@_POS,word/94/@_form,word/94/lemma/@_entry,word/94/lemma/@_POS,word/95/@_form,word/95/lemma/@_entry,word/95/lemma/@_POS,word/96/@_form,word/96/lemma/@_entry,word/96/lemma/@_POS,word/97/@_form,word/97/lemma/@_entry,word/97/lemma/@_POS,word/98/@_form,word/98/lemma/@_entry,word/98/lemma/@_POS,word/99/@_form,word/99/lemma/@_entry,word/99/lemma/@_POS,word/100/@_form,word/100/lemma/@_entry,word/100/lemma/@_POS,word/101/@_form,word/101/lemma/@_entry,word/101/lemma/@_POS,word/102/@_form,word/102/lemma/@_entry,word/102/lemma/@_POS,word/103/@_form,word/103/lemma/@_entry,word/103/lemma/@_POS,word/104/@_form,word/104/lemma/@_entry,word/104/lemma/@_POS,word/105/@_form,word/105/lemma/@_entry,word/105/lemma/@_POS,word/106/@_form,word/106/lemma/@_entry,word/106/lemma/@_POS,word/107/@_form,word/107/lemma/@_entry,word/107/lemma/@_POS,word/108/@_form,word/108/lemma/@_entry,word/108/lemma/@_POS,word/109/@_form,word/109/lemma/@_entry,word/109/lemma/@_POS,word/110/@_form,word/110/lemma/@_entry,word/110/lemma/@_POS
*nergo/briges,de\,δέ,particle,au)tou=,αὐτός,pronoun,peri\,περί,preposition,th=sde,ὅδε,pronoun,th=s,ὁ,article,metriopaqei/as,μετριοπάθεια,adjective,puqo/menoi,πύθω,verb,pe/myantes,πέμπω,verb,h)rw/twn,ἐρωτάω,verb,ti/,τίς,pronoun,a)\n,ἄν,particle,pra/cantes,πράσσω,verb,ei)rh/nhs,εἰρήνη,noun,e)pitu/xoien,ἐπιτυγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(s,de\,δέ,particle,au)tou\s,αὐτός,pronoun,e)ke/leuen,κελεύω,verb,e(kato\n,ἑκατόν,noun,i(ppe/as,ἱππεύς,noun,dou=nai,δίδωμι,verb,sustrateu/sontas,συστρατεύω,verb,oi(,ὁ,article,me\n,μέν,particle,u(pisxnou=nto,ὑποσχέθω,verb,dw/sein,δίδωμι,verb,kata\,κατά,preposition,d',δέ,particle,a)/llo,ἄλλος,adjective,me/ros,μέρος,noun,toi=s,ὁ,article,ou)ragou=sin,οὐραγέω,verb,e)peti/qento,ἐπιτίθημι,verb,kai\,καί,conjunction,tw=n,ὁ,article,skeuofo/rwn,σκευόφορος,adjective,ti,τις,pronoun,perie/spwn,περισπάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὡς,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=t',a)fi/konto,ἀφικνέομαι,verb,tou\s,ὁ,article,e(kato\n,ἑκατόν,noun,i(ppe/as,ἱππεύς,noun,a)/gontes,ἄγω,verb,w(s,ὡς,conjunction,dh\,δή,particle,kata\,κατά,preposition,to\,ὁ,article,sugkei/menon,σύγκειμαι,verb,peri/,περί,preposition,te,τε,particle,tw=n,ὁ,article,e)pi\,ἐπί,preposition,th=s,ὁ,article,ou)ragi/as,οὐραγία,noun,genome/nwn,γίγνομαι,verb,e)/legon,λέγω,verb,tina\s,τις,pronoun,a)gnoou=ntas,ἀγνοέω,verb,ta\,ὁ,article,w(mologhme/na,ὁμολογέω,verb,a(martei=n,ἁμαρτάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἶτα,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,δέ,particle,tou\s,ὁ,article,me\n,μέν,particle,e(kato\n,ἑκατόν,noun,i(ppe/as,ἱππεύς,noun,e)/dhse,δέω,verb,tou\s,ὁ,article,d',δέ,particle,i(/ppous,ἵππος,noun,au)tw=n,αὐτός,pronoun,a)podo/menos,ἀποδίδωμι,verb,kai\,καί,conjunction,to\,ὁ,article,pedi/on,πεδίον,noun,katadramw\n,κατατρέχω,verb,th\n,ὁ,article,lei/an,λεία,noun,diei=le,διαιρέω,verb,tw=|,ὁ,article,stratw=|,στρατός,noun,kai\,καί,conjunction,th=|,ὁ,article,po/lei,πόλις,adjective,parestratope/deusen,παραστρατοπεδεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*nergo/briges,de/,δέ,particle,prosagome/nwn,προσάγω,verb,au)toi=s,αὐτός,pronoun,mhxanhma/twn,μηχάνημα,noun,a(/ma,ἅμα,adverb,mai\,μής,noun,xwma/twn,χῶμα,noun,kh/ruka,κῆρυξ,noun,pe/myantes,πέμπω,verb,lukh=n,λυκέη,noun,a)nti\,ἀντί,preposition,khrukei/ou,κηρύκειον,noun,perikei/menon,περίκειμαι,verb,h)/|toun,αἰτέω,verb,suggnw/mhn,συγγνώμη,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,de\,δέ,particle,ou)k,οὐ,adverb,e)/fh,φημί,verb,dw/sein,δίδωμι,verb,ei),εἰ,conjunction,mh\,μή,conjunction,pa/ntes,πᾶς,adjective,*)arouakoi\,,,kai\,καί,conjunction,*belloi\,,,kai\,καί,conjunction,*ti/tqoi,,,dehqei=en,δέω,verb,o(mou=,ὁμοῦ,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,ta\,ὁ,article,me\n,μέν,particle,e)/qnh,ἔθνος,adjective,puqo/mena,πύθω,verb,proqu/mws,πρόθυμος,adjective,e)presbeu/eto,πρεσβεύω,verb,kai\,καί,conjunction,to\n,ὁ,article,*ma/rkellon,,,h)ci/oun,ἀξιόω,verb,poinh\n,ποινή,noun,au)toi=s,αὐτός,pronoun,e)piqe/nta,ἐπιτίθημι,verb,metri/an,μέτριος,adjective,e)s,εἰς,preposition,ta\s,ὁ,article,*gra/kxou,,,sunqh/kas,συνθήκη,noun,a)nagagei=n,ἀνάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)nte/legon,d',δέ,particle,au)toi=s,αὐτός,pronoun,e)pixw/rioi/,ἐπιχώριος,adjective,tines,τις,pronoun,u(p',ὑπό,preposition,e)kei/nwn,ἐκεῖνος,pronoun,pepolemhme/noi,πολεμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀντιλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,o(,ὁ,article,*ma/rkellos,,,e)c,ἐκ,preposition,e(kate/rwn,ἑκάτερος,adjective,pre/sbeis,πρέσβις,noun,e)s,εἰς,preposition,*(rw/mhn,,,e)/pempen,πέμπω,verb,a)ntile/contas,ἀντιλέγω,verb,a)llh/lois,ἀλλήλων,pronoun,i)di/a|,ἴδιος,adjective,d',δέ,particle,e)pe/stelle,ἐπιστέλλω,verb,th=|,ὁ,article,boulh=|,βουλεύς,noun,protre/pwn,προτρέπω,verb,e)s,εἰς,preposition,ta\s,ὁ,article,dialu/seis,διάλυσις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)bou/leto,ga\r,γάρ,particle,e)f',ἐπί,preposition,e(autou=,ἑαυτοῦ,pronoun,to\n,ὁ,article,po/lemon,πόλεμος,noun,e)kluqh=nai,ἐκλύω,verb,do/can,δόξα,noun,oi(,ὁ,article,xrhsth\n,χρηστός,adjective,kai\,καί,conjunction,a)po\,ἀπό,preposition,tou=de,ὅδε,pronoun,nomi/zwn,νομίζω,verb,e)/sesqai,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tw=n,de\,δέ,particle,pre/sbewn,πρέσβις,noun,oi(,ὁ,article,me\n,μέν,particle,e)k,ἐκ,preposition,th=s,ὁ,article,fili/as,φιλία,noun,e)s,εἰς,preposition,th\n,ὁ,article,po/lin,πόλις,adjective,e)selqo/ntes,εἰσέρχομαι,verb,e)ceni/zonto,ξενίζω,verb,oi(,ὁ,article,de\,δέ,particle,e)k,ἐκ,preposition,tw=n,ὁ,article,polemi/wn,πολέμιος,adjective,w(s,ὡς,conjunction,e)/qos,ἔθος,noun,e)sti/n,εἰμί,verb,e)/cw,ἔξω,adverb,teixw=n,τεῖχος,noun,e)sta/qmeuon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)podokima/zousa,d',δέ,particle,h(,ὁ,article,boulh\,βουλή,noun,th\n,ὁ,article,ei)rh/nhn,εἰρήνη,noun,kai\,καί,conjunction,xalepw=s,χαλεπός,adjective,fe/rousa,φέρω,verb,o(/ti,ὅστις,pronoun,mh/,μή,conjunction,kaqa/per,καθά,adverb,au)tou\s,αὐτός,pronoun,h)ci/ou,ἀξιόω,verb,*nwbeli/wn,,,o(,ὁ,article,pro\,πρό,preposition,*marke/llou,,,*(rwmai/ois,,,au(tou\s,ἑαυτοῦ,pronoun,e)petetro/fesan,ἐπιτρέφω,verb,*ma/rkellon,,,au)toi=s,αὐτός,pronoun,e)coi/sein,ἐκφέρω,verb,e)/fh,φημί,verb,ta\,ὁ,article,do/canta,δοκέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἀποδοκιμάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,stratia\n,στρατία,noun,eu)qu\s,εὐθύς,adverb,e)klh/roun,ἐκληρέω,verb,e)s,εἰς,preposition,*)ibhri/an,Ἰβηρίη,proper,to/te,τότε,adverb,prw=ton,πρότερος,adjective,a)nti\,ἀντί,preposition,katale/cews,κατάλεξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,καί,conjunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollw=n,ga\r,γάρ,particle,ai)tiwme/nwn,αἰτιάομαι,verb,tou\s,ὁ,article,u(pa/tous,ὕπατος,adjective,a)di/kous,ἄδικος,adjective,poiei=sqai,ποιέω,verb,ta\s,ὁ,article,katagrafa\s,καταγραφή,noun,kai/,καί,conjunction,tinas,τις,pronoun,e)s,εἰς,preposition,ta\s,ὁ,article,koufote/ras,κοῦφος,adjective,stratei/as,στρατεία,adjective,katale/gein,καταλέγω,verb,e)/docen,δοκέω,verb,a)po\,ἀπό,preposition,klh/rou,κλῆρος,adjective,to/te,τότε,adverb,sunagagei=n,συνάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,πολύς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(=n,e)strath/gei,στρατηγέω,verb,*liki/nios,Λικίνιος,proper,*leu/kollos,,,u(/patos,ὕπατος,adjective,presbeuth=|,πρεσβευτής,noun,xrw/menos,χράομαι,verb,*kornhli/w|,Κορνήλιος,proper,*skipi/wni,,,tw=|,ὁ,article,*karxhdo/na,Καρχηδών,proper,met',μετά,preposition,ou),οὐ,adverb,polu\,πολύς,adjective,e(lo/nti,αἱρέω,verb,kai\,καί,conjunction,*nomanti/an,,,u(/steron,ὕστερος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,me\n,μέν,particle,dh\,δή,particle,*leu/kollos,,,w(/deuen,ὁδεύω,verb,o(,ὁ,article,de\,δέ,particle,*ma/rkellos,,,to/n,ὁ,article,te,τε,particle,po/lemon,πόλεμος,noun,proei=pe,προεῖπον,verb,toi=s,ὁ,article,*kelti/bhrsi,,,kai\,καί,conjunction,ta\,ὁ,article,o(/mhra,ὅμηρος,noun,ai)tou=sin,αἰτέω,verb,a)pe/dwken,ἀποδίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\n,d',δέ,particle,e)n,ἐν,preposition,*(rw/mh|,,,tou\s,ὁ,article,lo/gous,λόγος,noun,diaqe/menon,διατίθημι,verb,u(pe\r,ὑπέρ,preposition,tw=n,ὁ,article,*keltibh/rwn,,,i)di/a|,ἴδιος,adjective,pro\s,πρός,preposition,au(to\n,ἑαυτοῦ,pronoun,a)nakale/sas,ἀνακαλέω,verb,e)pi\,ἐπί,preposition,polu\,πολύς,adjective,die/triben,διατρίβω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(pe\r,o(/tou,ὅστις,pronoun,dh\,δή,particle,kai\,καί,conjunction,u(pwpteu/eto,ὑποπτεύω,verb,me\n,μέν,particle,kai\,καί,conjunction,to/te,τότε,adverb,ma=llon,μᾶλλον,adverb,d',δέ,particle,e)pistw/qh,πιστόω,verb,toi=s,ὁ,article,u(/steron,ὕστερος,adjective,genome/nois,γίγνομαι,verb,o(/ti,ὅστις,pronoun,au)tou\s,αὐτός,pronoun,a)ne/peiqen,ἀναπείθω,verb,e(autw=|,ἑαυτοῦ,pronoun,ta\,ὁ,article,kata\,κατά,preposition,sfa=s,σφεῖς,pronoun,e)pitre/yai,ἐπιτρέπω,verb,e)peigo/menos,ἐπείγω,verb,a)/ra,ἄρος,adjective,pro\,πρό,preposition,tou=,ὁ,article,*leuko/llou,,,to\n,ὁ,article,po/lemon,πόλεμος,noun,kataluqh=nai,καταλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὑπέρ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
