word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS
o(,ὁ,article,d',δέ,particle,ou)/ti,οὔτι,adverb,me/llwn,μέλλω,verb,ou)d',οὐδέ,particle,a)frasmo/nws,ἀφράδμων,adverb,u(/pnw|,ὕπνον,noun,nikw/menos,νικάω,verb,parh=ken,παρήκω,verb,a)gge/lou,ἄγγελος,noun,me/ros,μέρος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e(ka\s,ἑκάς,adjective,de\,δέ,particle,fruktou=,φρυκτός,adjective,fw=s,φάος,adjective,e)p',ἐπί,preposition,*eu)ri/pou,Εὔριπος,proper,r(oa\s,ῥοάς,noun,*messapi/ou,Μεσσάπιος,proper,fu/laci,φύλαξ,noun,shmai/nei,σημαίνω,verb,molo/n,βλώσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,d',δέ,particle,a)nte/lamyan,ἀντιλάμπω,verb,kai\,καί,conjunction,parh/ggeilan,παραγγέλλω,verb,pro/sw,πρόσω,adverb,grai/as,γραῖος,adjective,e)rei/khs,ἐρέικη,noun,qwmo\n,θωμός,noun,a(/yantes,ἅπτω,verb,puri/,πῦρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sqe/nousa,σθένω,verb,lampa\s,λαμπάς,noun,d',δέ,particle,ou)de/pw,οὐδέπω,adverb,mauroume/nh,μαυρόω,verb,u(perqorou=sa,ὑπερθρῴσκω,verb,pedi/on,πεδίον,noun,*)aswpou=,Ἀσωπός,proper,di/khn,δίκη,adjective,faidra=s,φαιδρός,adjective,selh/nhs,σελήνη,noun,pro\s,πρός,preposition,*kiqairw=nos,Κιθαιρών,proper,le/pas,λέπας,noun,h)/geiren,ἀγείρω,verb,a)/llhn,ἄλλος,adjective,e)kdoxh\n,ἐκδοχή,noun,pompou=,πομπός,noun,puro/s,πῦρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa/os,φάος,adjective,de\,δέ,particle,thle/pompon,τηλέπομπος,adjective,ou)k,οὐ,adverb,h)nai/neto,ἀναίνομαι,verb,froura\,φρουρά,noun,ple/on,πλέος,adjective,kai/ousa,καίω,verb,tw=n,ὁ,article,ei)rhme/nwn,ἐρῶ,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
li/mnhn,λίμνη,noun,d',δέ,particle,u(pe\r,ὑπέρ,preposition,*gorgw=pin,γοργωπός,adjective,e)/skhyen,σκήπτω,verb,fa/os,φάος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/ros,ὄρος,adjective,t',τε,particle,e)p',ἐπί,preposition,*ai)gi/plagkton,Αἰγίπλαγκτος,proper,e)ciknou/menon,ἐξικνέομαι,verb,w)/trune,ὀτρύνω,verb,qesmo\n,θεσμός,noun,mh\,μή,conjunction,xroni/zesqai,χρονίζω,verb,puro/s,πῦρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/mpousi,πέμπω,verb,d',δέ,particle,a)ndai/ontes,ἀναδαίω,verb,a)fqo/nw|,ἄφθονος,adjective,me/nei,μένω,verb,flogo\s,φλόξ,noun,me/gan,μέγας,adverb,pw/gwna,πώγων,noun,kai\,καί,conjunction,*sarwnikou=,Σαρωνικός,adjective,porqmou=,πορθμός,noun,ka/topton,κάτοπτος,adjective,prw=n',πρών,noun,u(perba/llein,ὑπερβάλλω,verb,pro/sw,πρόσω,adverb,fle/gousan,φλέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/st',ἔστε,conjunction,e)/skhyen,σκήπτω,verb,eu)=t',εὖτε,conjunction,a)fi/keto,ἀφικνέομαι,verb,*)araxnai=on,Ἀραχναῖος,proper,ai)=pos,αἶπος,noun,a)stugei/tonas,ἀστυγείτων,adjective,skopa/s,σκοπή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ka)/peit',ἔπειτα,adverb,*)atreidw=n,Ἀτρείδης,proper,e)s,εἰς,preposition,to/de,ὅδε,pronoun,skh/ptei,σκήπτω,verb,ste/gos,στέγος,noun,fa/os,φάος,adjective,to/d',ὅδε,pronoun,ou)k,οὐ,adverb,a)/pappon,ἄπαππος,adjective,*)idai/ou,Ἰδαῖος,proper,puro/s,πῦρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toioi/de,τοιόσδε,adjective,toi/,τοι,particle,moi,ἐγώ,pronoun,lampadhfo/rwn,λαμπαδηφόρος,noun,no/moi,νόμος,noun,a)/llos,ἄλλος,adjective,par',παρά,preposition,a)/llou,ἄλλος,adjective,diadoxai=s,διαδοχή,noun,plhrou/menoi,πληρόω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nika=|,νικάω,verb,d',δέ,particle,o(,ὁ,article,prw=tos,πρότερος,adjective,kai\,καί,conjunction,teleutai=os,τελευταῖος,adjective,dramw/n,τρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
te/kmar,τέκμαρ,noun,toiou=ton,τοιοῦτος,adjective,su/mbolo/n,σύμβολον,noun,te/,τε,particle,soi,σύ,pronoun,le/gw,λέγω,verb,a)ndro\s,ἀνήρ,noun,paraggei/lantos,παραγγέλλω,verb,e)k,ἐκ,preposition,*troi/as,Τροία,proper,e)moi/,ἐμός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qeoi=s,θεός,noun,me\n,μέν,particle,au)=qis,αὖθις,adverb,w)=,ὦ,interjection,gu/nai,γυνή,noun,proseu/comai,προσεύχομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lo/gous,λόγος,noun,d',δέ,particle,a)kou=sai,ἀκέω,verb,tou/sde,ὅδε,pronoun,ka)poqauma/sai,ἀποθαυμάζω,verb,dihnekw=s,διηνεκής,adverb,qe/loim',ἐθέλω,verb,a)\n,ἄν,particle,w(s,ὡς,conjunction,le/gois,λέγω,verb,pa/lin,πάλιν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*troi/an,Τροία,proper,*)axaioi\,Ἀχαιός,proper,th=|d',ὅδε,pronoun,e)/xous',ἔχω,verb,e)n,ἐν,preposition,h(me/ra|,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=mai,οἴομαι,verb,boh\n,βοή,noun,a)/meikton,ἄμεικτος,adjective,e)n,ἐν,preposition,po/lei,πόλις,adjective,pre/pein,πρέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o)/cos,ὄξος,noun,t',τε,particle,a)/leifa/,ἄλειφαρ,noun,t',τε,particle,e)gxe/as,ἐγχύνω,verb,tau)tw=|,ταυτός,adjective,ku/tei,κύτος,adjective,dixostatou=nt',διχοστατέω,verb,a)/n,ἄν,particle,ou),οὐ,adverb,fi/lw,φίλος,adjective,prosenne/pois,προσεννέπω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tw=n,ὁ,article,a(lo/ntwn,ἁλίσκομαι,verb,kai\,καί,conjunction,krathsa/ntwn,κρατέω,verb,di/xa,δίχα,adverb,fqogga\s,φθογγή,noun,a)kou/ein,ἀκούω,verb,e)/sti,εἰμί,verb,sumfora=s,συμφορά,noun,diplh=s,διπλόος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi(,ἕ,pronoun,me\n,μέν,particle,ga\r,γάρ,particle,a)mfi\,ἀμφί,preposition,sw/masin,σῶμα,adjective,peptwko/tes,πίπτω,verb,a)ndrw=n,ἀνήρ,noun,kasignh/twn,κασίγνητος,noun,te,τε,particle,kai\,καί,conjunction,futalmi/wn,φυτάλμιος,adjective,pai=des,παῖς,adjective,gero/ntwn,γέρων,noun,ou)ke/t',οὐκέτι,adverb,e)c,ἐκ,preposition,e)leuqe/rou,ἐλεύθερος,adjective,de/rhs,δειρή,noun,a)poimw/zousi,ἀποιμώζω,verb,filta/twn,φίλτατος,adjective,mo/ron,μόρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,d',δέ,particle,au)=te,αὖτε,adverb,nukti/plagktos,νυκτίπλαγκτος,adjective,e)k,ἐκ,preposition,ma/xhs,μάχη,noun,po/nos,πόνος,noun,nh/steis,νῆστις,noun,pro\s,πρός,preposition,a)ri/stoisin,ἄριστον,noun,w(=n,ὅς,pronoun,e)/xei,ἔχω,verb,po/lis,πόλις,adjective,ta/ssei,τάσσω,verb,pro\s,πρός,preposition,ou)de\n,οὐδείς,pronoun,e)n,ἐν,preposition,me/rei,μέρος,noun,tekmh/rion,τεκμήριον,noun,a)ll',ἀλλά,adverb,w(s,ὡς,conjunction,e(/kastos,ἕκαστος,adjective,e)/spasen,σπάω,verb,tu/xhs,τύχη,noun,pa/lon,πάλος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,d',δέ,particle,ai)xmalw/tois,αἰχμάλωτος,adjective,*trwikoi=s,Τρωικός,adjective,oi)kh/masin,οἴκημα,noun,nai/ousin,ναίω,verb,h)/dh,ἤδη,adverb,tw=n,ὁ,article,u(paiqri/wn,ὑπαίθριος,adjective,pa/gwn,πᾶγος,noun,dro/swn,δρόσος,noun,t',τε,particle,a)pallage/ntes,ἀπαλλάσσω,verb,w(s,ὡς,conjunction,d',δέ,particle,eu)dai/mones,εὐδαίμων,adjective,a)fu/lakton,ἀφύλακτος,adjective,eu(dh/sousi,εὕδω,verb,pa=san,πᾶς,adjective,eu)fro/nhn,εὐφρόνη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,eu)=,εὖ,adverb,se/bousi,σέβω,verb,tou\s,ὁ,article,polissou/xous,πολισσοῦχος,adjective,qeou\s,θεός,noun,tou\s,ὁ,article,th=s,ὁ,article,a(lou/shs,ἁλίσκομαι,verb,gh=s,γῆ,noun,qew=n,θέα,noun,q',τε,particle,i(dru/mata,ἵδρυμα,noun,ou)/,οὐ,adverb,ta)\n,ἄν,particle,e(lo/ntes,αἱρέω,verb,au)=qis,αὖθις,adverb,a)nqaloi=en,ἀναθάλλω,verb,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/rws,ἔρος,noun,de\,δέ,particle,mh/,μή,conjunction,tis,τις,pronoun,pro/teron,πρότερος,adjective,e)mpi/pth|,ἐμπίτνω,verb,stratw=|,στρατός,noun,porqei=n,πορθέω,verb,a(\,ὅς,pronoun,mh\,μή,conjunction,xrh/,χρή,verb,ke/rdesin,κέρδος,noun,nikwme/nous,νικάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dei=,δέομαι,verb,ga\r,γάρ,particle,pro\s,πρός,preposition,oi)/kous,οἶκος,noun,nosti/mou,νόστιμος,adjective,swthri/as,σωτηρία,noun,ka/myai,κάμπτω,verb,diau/lou,δίαυλος,noun,qa/teron,ἕτερος,adjective,kw=lon,κῶλον,noun,pa/lin,πάλιν,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qeoi=s,θεός,noun,d',δέ,particle,a)nampla/khtos,ἀναμπλάκητος,adjective,ei),εἰ,conjunction,mo/loi,βλώσκω,verb,strato/s,στρατός,noun,e)grhgoro\s,ἐγείρω,verb,to\,ὁ,article,ph=ma,πῆμα,adjective,tw=n,ὁ,article,o)lwlo/twn,ὄλλυμι,verb,ge/noit',γίγνομαι,verb,a)/n,ἄν,particle,ei),εἰ,conjunction,pro/spaia,πρόσπαιος,adjective,mh\,μή,conjunction,tu/xoi,τυγχάνω,verb,kaka/,κακός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toiau=ta/,τοιοῦτος,adjective,toi,τοι,particle,gunaiko\s,γυνή,noun,e)c,ἐκ,preposition,e)mou=,ἐγώ,pronoun,klu/eis,κλύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to\,ὁ,article,d',δέ,particle,eu)=,εὖ,adverb,kratoi/h,κρατέω,verb,mh\,μή,conjunction,dixorro/pws,διχόρροπος,adjective,i)dei=n,εἶδον,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pollw=n,πολύς,adjective,ga\r,γάρ,particle,e)sqlw=n,ἐσθλός,adjective,th/nd',ὅδε,pronoun,o)/nhsin,ὄνησις,noun,ei(lo/mhn,αἱρέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gu/nai,γυνή,noun,kat',κατά,preposition,a)/ndra,ἀνήρ,noun,sw/fron',σώφρων,noun,eu)fro/nws,εὐφρόνως,adverb,le/geis,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,a)kou/sas,ἀκέω,verb,pista/,πιστός,adjective,sou,σύ,pronoun,tekmh/ria,τεκμήριον,noun,qeou\s,θεός,noun,proseipei=n,προσεῖπον,verb,eu)=,εὖ,adverb,paraskeua/zomai,παρασκευάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xa/ris,χάρις,noun,ga\r,γάρ,particle,ou)k,οὐ,adverb,a)/timos,ἄτιμος,adjective,ei)/rgastai,ἐργάζομαι,verb,po/nwn,πόνος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w)=,ὦ,interjection,*zeu=,Ζεύς,proper,basileu=,βασιλεύς,noun,kai\,καί,conjunction,nu\c,νύξ,adjective,fili/a,φίλιος,adjective,mega/lwn,μέγας,adverb,ko/smwn,κόσμος,noun,ktea/teira,κτεάτειρα,adjective,h(/t',ὅστε,pronoun,e)pi\,ἐπί,preposition,*troi/as,Τροία,proper,pu/rgois,πύργος,noun,e)/bales,βάλλω,verb,stegano\n,στεγανός,adjective,di/ktuon,δίκτυον,noun,w(s,ὡς,conjunction,mh/te,μήτε,particle,me/gan,μέγας,adverb,mh/t',μήτε,particle,ou)=n,οὖν,particle,nearw=n,νεαρός,adjective,tin',τις,pronoun,u(pertele/sai,ὑπερτελέω,verb,me/ga,μέγας,adverb,doulei/as,δουλεία,noun,ga/ggamon,γάγγαμον,noun,a)/ths,ἄτη,noun,panalw/tou,πανάλωτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*di/a,Δίη,proper,toi,τοι,particle,ce/nion,ξένιος,adjective,me/gan,μέγας,adverb,ai)dou=mai,αἰδέομαι,verb,to\n,ὁ,article,ta/de,ὅδε,pronoun,pra/cant',πράσσω,verb,e)p',ἐπί,preposition,*)aleca/ndrw|,Ἀλέξανδρος,proper,tei/nonta,τείνω,verb,pa/lai,πάλαι,adverb,to/con,τόξον,noun,o(/pws,ὅπως,conjunction,a)\n,ἄν,particle,mh/te,μήτε,particle,pro\,πρό,preposition,kairou=,καιρός,noun,mh/q',μήτε,particle,u(pe\r,ὑπέρ,preposition,a)/strwn,ἄστρον,noun,be/los,βέλος,noun,h)li/qion,ἠλίθιος,adjective,skh/yeien,σκήπτω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dio\s,Ζεύς,proper,plaga\n,πληγή,noun,e)/xousin,ἔχω,verb,ei)pei=n,εἶπον,verb,pa/restin,πάρειμι,verb,tou=to/,οὗτος,pronoun,g',γε,particle,e)cixneu=sai,ἐξιχνεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/pracen,πράσσω,verb,w(s,ὡς,conjunction,e)/kranen,ἐκραίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,e)/fa,φημί,verb,tis,τις,pronoun,qeou\s,θεός,noun,brotw=n,βροτός,noun,a)ciou=sqai,ἀξιόω,verb,me/lein,μέλω,verb,o(/sois,ὅσος,adjective,a)qi/ktwn,ἄθικτος,adjective,xa/ris,χάρις,noun,patoi=q',πατέομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,d',δέ,particle,ou)k,οὐ,adverb,eu)sebh/s,εὐσεβής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/fantai,φαίνω,verb,d',δέ,particle,e)kti/nous',,,a)tolmh/twn,ἀτόλμητος,adjective,a)rh\,ἀρά,noun,pneo/ntwn,πνέω,verb,mei=zon,μέγας,adverb,h)\,ἠέ,conjunction,dikai/ws,δίκαιος,adjective,fleo/ntwn,φλέω,verb,dwma/twn,δῶμα,noun,u(pe/rfeu,ὑπέρφευ,adverb,u(pe\r,ὑπέρ,preposition,to\,ὁ,article,be/ltiston,βέλτιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/stw,εἰμί,verb,d',δέ,particle,a)ph/manton,ἀπήμαντος,adjective,w(/st',ὥστε,conjunction,a)parkei=n,ἀπαρκέω,verb,eu)=,εὖ,adverb,prapi/dwn,πραπίδες,noun,laxo/nta,λαγχάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,e)/stin,εἰμί,verb,e)/palcis,ἔπαλξις,noun,plou/tou,πλοῦτος,noun,pro\s,πρός,preposition,ko/ron,κόρος,noun,a)ndri\,ἀνδρίς,noun,lakti/santi,λακτίζω,verb,me/gan,μέγας,adverb,*di/kas,Δίκη,proper,bwmo\n,βωμός,noun,ei)s,εἰς,preposition,a)fa/neian,ἀφάνεια,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
