word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS
h(,ὁ,article,d',δέ,particle,*)aqhnai/wn,Ἀθήναια,proper,po/lis,πόλις,adjective,ei),εἰ,conjunction,tou=to,οὗτος,pronoun,xrhstw=s,χρηστός,adjective,ei)=xen,ἔχω,verb,ou)k,οὐ,adverb,a)\n,ἄν,particle,e)sw/|zeto,σώζω,verb,ei),εἰ,conjunction,mh/,μή,conjunction,ti,τις,pronoun,kaino\n,καινός,adjective,a)/llo,ἄλλος,adjective,perihrga/zeto,περιεργάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kaqh/menai,κάθημαι,verb,fru/gousin,φρύγω,verb,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,pro\,πρό,preposition,tou=,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pi\,ἐπί,preposition,th=s,ὁ,article,kefalh=s,κεφαλή,noun,fe/rousin,φέρω,verb,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,pro\,πρό,preposition,tou=,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,*qesmofo/ri',θεσμοφόρια,noun,a)/gousin,ἄγω,verb,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,pro\,πρό,preposition,tou=,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/ttousi,πέσσω,verb,tou\s,ὁ,article,plakou=ntas,πλακοῦς,noun,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,pro\,πρό,preposition,tou=,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou\s,ὁ,article,a)/ndras,ἀνήρ,noun,e)pitri/bousin,ἐπιτρίβω,verb,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,pro\,πρό,preposition,tou=,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moixou\s,μοιχός,noun,e)/xousin,ἔχω,verb,e)/ndon,ἔνδον,adverb,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,pro\,πρό,preposition,tou=,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au(tai=s,ἑαυτοῦ,pronoun,paroywnou=sin,παροψωνέω,verb,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,pro\,πρό,preposition,tou=,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oi)=non,οἶνον,noun,filou=s',φιλέω,verb,eu)/zwron,εὔζωρος,adjective,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,pro\,πρό,preposition,tou=,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
binou/menai,βινέω,verb,xai/rousin,χαίρω,verb,w(/sper,ὥσπερ,adverb,kai\,καί,conjunction,pro\,πρό,preposition,tou=,τίς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau/taisin,οὗτος,pronoun,ou)=n,οὖν,particle,w)=ndres,ἀνήρ,noun,parado/ntes,παραδίδωμι,verb,th\n,ὁ,article,po/lin,πόλις,adjective,mh\,μή,conjunction,perilalw=men,περιλαλέω,verb,mhde\,μηδέ,particle,punqanw/meqa,πυνθάνομαι,verb,ti/,τίς,pronoun,pot',ποτέ,particle,a)/ra,ἄρα,particle,dra=n,δράω,verb,me/llousin,μέλλω,verb,a)ll',ἀλλά,adverb,a(plw=|,ἁπλόος,adjective,tro/pw|,τρόπος,noun,e)w=men,ἀίω,verb,a)/rxein,ἄρχω,verb,skeya/menoi,σκέπτομαι,verb,tauti\,οὗτος,pronoun,mo/na,μόνος,adjective,w(s,ὡς,conjunction,tou\s,ὁ,article,stratiw/tas,στρατιώτης,adjective,prw=ton,πρότερος,adjective,ou)=sai,εἰμί,verb,mhte/res,μήτηρ,noun,sw/|zein,σώζω,verb,e)piqumh/sousin,ἐπιθυμέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,siti/a,σιτίον,noun,ti/s,τίς,pronoun,th=s,ὁ,article,tekou/shs,τίκτω,verb,ma=llon,μᾶλλον,adverb,e)pipe/myeien,ἐπέπειμι,verb,a)/n,ἄν,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xrh/mata,χρῆμα,adjective,pori/zein,πορίζω,verb,eu)porw/taton,εὔπορος,adjective,gunh/,γυνή,noun,a)/rxousa/,ἄρχω,verb,t',τε,particle,ou)k,οὐ,adverb,a)\n,ἄν,particle,e)capathqei/h,ἐξαπατάω,verb,pote/,ποτέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)tai\,αὐτός,pronoun,ga/r,γάρ,particle,ei)sin,εἰμί,verb,e)capata=n,ἐξαπατάω,verb,ei)qisme/nai,ἐθίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,d',δέ,particle,a)/ll',ἄλλος,adjective,e)a/sw,ἀίω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tau=t',οὗτος,pronoun,e)a\n,ἐάν,conjunction,pi/qhsqe/,πείθω,verb,moi,ἐγώ,pronoun,eu)daimonou=ntes,εὐδαιμονέω,verb,to\n,ὁ,article,bi/on,βίος,adjective,dia/cete,διάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=,εὖ,adverb,g',γε,particle,w)=,ὦ,interjection,glukuta/th,γλυκύς,adjective,*pracago/ra,Πραξαγόρη,proper,kai\,καί,conjunction,deciw=s,δεξιός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
po/qen,πόθεν,adverb,w)=,ὦ,interjection,ta/laina,τάλας,adjective,tau=t',οὗτος,pronoun,e)/maqes,μανθάνω,verb,ou(/tw,οὕτως,adverb,kalw=s,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)n,ἐν,preposition,tai=s,ὁ,article,fugai=s,φυγή,noun,meta\,μετά,preposition,ta)ndro\s,ἀνήρ,noun,w)/|khs',ὀίζω,verb,e)n,ἐν,preposition,pukni/,πνύξ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peit',ἔπειτα,adverb,a)kou/ous',ἀκούω,verb,e)ce/maqon,ἐκμανθάνω,verb,tw=n,ὁ,article,r(hto/rwn,ῥήτωρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)k,οὐ,adverb,e)to\s,ἐτός,adverb,a)/r',ἄρα,particle,w)=,ὦ,interjection,me/l',μέλη,noun,h)=sqa,εἰμί,verb,deinh\,δεινός,adjective,kai\,καί,conjunction,sofh/,σοφός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/,καί,conjunction,se,σύ,pronoun,strathgei=n,στρατηγέω,verb,ai(,ὁ,article,gunai=kes,γυνή,noun,au)to/qen,αὐτόθεν,adverb,ai(rou/meq',αἱρέω,verb,h)\n,ἐάν,conjunction,tau=q',οὗτος,pronoun,a(pinoei=s,ἐπινοέω,verb,katerga/sh|,κατεργάζομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ta\r,ἀτάρ,particle,h)\n,ἐάν,conjunction,*ke/falo/s,Κέφαλος,proper,soi,σύ,pronoun,loidorh=tai,λοιδορέω,verb,prosfqarei/s,προσφθείρω,verb,pw=s,πῶς,adverb,a)nterei=s,ἀντεράω,verb,pro\s,πρός,preposition,au)to\n,αὐτός,pronoun,e)n,ἐν,preposition,th)kklhsi/a|,ἐκκλησία,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fh/sw,φημί,verb,parafronei=n,παραφρονέω,verb,au)to/n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,tou=to/,οὗτος,pronoun,ge,γε,particle,i)/sasi,οἶδα,verb,pa/ntes,πᾶς,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,kai\,καί,conjunction,melagxola=n,μελαγχολάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,tou=t',οὗτος,pronoun,i)/sasin,οἶδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,kai\,καί,conjunction,ta\,ὁ,article,tru/blia,τρύβλιον,noun,kakw=s,κακός,adjective,kerameu/ein,κεραμεύω,verb,th\n,ὁ,article,de\,δέ,particle,po/lin,πόλις,adjective,eu)=,εὖ,adverb,kai\,καί,conjunction,kalw=s,καλός,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,h)\n,ἐάν,conjunction,*neoklei/dhs,Νεοκλείδης,proper,o(,ὁ,article,gla/mwn,γλάμων,adjective,se,σύ,pronoun,loidorh=|,λοιδορέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tw|,οὗτος,pronoun,me\n,μέν,particle,ei)=pon,εἶπον,verb,e)s,εἰς,preposition,kuno\s,κύων,noun,pugh\n,πυγή,noun,o(ra=n,ὁράω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/,τίς,pronoun,d',δέ,particle,h)\n,ἐάν,conjunction,u(pokrou/wsi/n,ὑποκρούω,verb,se,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
proskinh/somai,προσκινέομαι,verb,a(/t',ἅτε,adverb,ou)k,οὐ,adverb,a)/peiros,ἄπειρος,adjective,ou)=sa,εἰμί,verb,pollw=n,πολύς,adjective,krouma/twn,κροῦμα,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)kei=no,ἐκεῖνος,pronoun,mo/non,μόνος,adjective,a)/skepton,ἄσκεπτος,adjective,h)/n,ἐάν,conjunction,s',σύ,pronoun,oi(,ὁ,article,toco/tai,τοξότης,noun,e(/lkwsin,ἕλκω,verb,o(/,ὅς,pronoun,ti,τις,pronoun,dra/seis,δράω,verb,pot',ποτέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)cagkwniw=,ἐξαγκωνίζω,verb,w(di/,ὡδί,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
me/sh,μέσος,adjective,ga\r,γάρ,particle,ou)de/pote,οὐδέποτε,adverb,lhfqh/somai,λαμβάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,de/,δέ,particle,g',γε,particle,h)\n,ἐάν,conjunction,ai)/rws',αἴρω,verb,e)a=n,ἀίω,verb,keleu/somen,κελεύω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tauti\,οὗτος,pronoun,me\n,μέν,particle,h(mi=n,ἐγώ,pronoun,e)ntequ/mhtai,ἐνθυμέομαι,verb,kalw=s,καλός,noun,e)kei=no,ἐκεῖνος,pronoun,d',δέ,particle,ou),οὐ,adverb,pefronti/kamen,φροντίζω,verb,o(/tw|,ὅστις,pronoun,tro/pw|,τρόπος,noun,ta\s,ὁ,article,xei=ras,χείρ,noun,ai)/rein,αἴρω,verb,mnhmoneu/somen,μνημονεύω,verb,to/te,τότε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)qisme/nai,ἐθίζω,verb,ga/r,γάρ,particle,e)smen,εἰμί,verb,ai)/rein,αἴρω,verb,tw\,ὁ,article,ske/lei,σκέλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xalepo\n,χαλεπός,adjective,to\,ὁ,article,pra=gm',πρᾶγμα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/mws,ὅμως,conjunction,de\,δέ,particle,xeirotonhte/on,χειροτονητέον,adjective,e)cwmisa/sais,ἐξωμίζω,verb,to\n,ὁ,article,e(/teron,ἕτερος,adjective,braxi/ona,βραχίων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/ge,ἄγε,adverb,nun,νῦν,adverb,a)naste/llesq',ἀναστέλλω,verb,a)/nw,ἄνω,adverb,ta\,ὁ,article,xitw/nia,χιτώνιον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u(podei=sqe,ὑποδέω,verb,d',δέ,particle,w(s,ὡς,conjunction,ta/xista,τάχιστος,adjective,ta\s,ὁ,article,*lakwnika/s,Λακωνικός,adjective,w(/sper,ὥσπερ,adverb,to\n,ὁ,article,a)/ndr',ἀνήρ,noun,e)qea=sq',θεάομαι,verb,o(/t',ὅτε,conjunction,ei)s,εἰς,preposition,e)kklhsi/an,ἐκκλησία,noun,me/lloi,μέλλω,verb,badi/zein,βαδίζω,verb,h)\,ἠέ,conjunction,qu/raz',θύραζε,adverb,e(ka/stote,ἑκάστοτε,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peit',ἔπειτα,adverb,e)peida\n,ἐπειδάν,conjunction,tau=ta,οὗτος,pronoun,pa/nt',πᾶς,adjective,e)/xh|,ἔχω,verb,kalw=s,καλός,noun,peridei=sqe,περιδέω,verb,tou\s,ὁ,article,pw/gwnas,πώγων,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(ni/k',ἡνίκα,adverb,a)\n,ἄν,particle,de/,δέ,particle,ge,γε,particle,tou/tous,οὗτος,pronoun,a)kribw/shte,ἀκριβόω,verb,perihrmosme/nai,περιαρμόζω,verb,kai\,καί,conjunction,qai)ma/tia,ἱμάτιον,adjective,ta)ndrei=a/,ἀνδρεῖα,noun,g',γε,particle,a(/per,ὅς,pronoun,e)kle/yate,ἐκλέπω,verb,e)panaba/lesqe,ἐπαναβάλλω,verb,ka)=|ta,εἶτα,adverb,tai=s,ὁ,article,bakthri/ais,βακτηρία,noun,e)pereido/menai,ἐπερείδω,verb,badi/zet',βαδίζω,verb,a)/|dousai,ἀείδω,verb,me/los,μέλος,noun,presbutiko/n,πρεσβυτικός,adjective,ti,τις,pronoun,to\n,ὁ,article,tro/pon,τρόπος,noun,mimou/menai,μιμέομαι,verb,to\n,ὁ,article,tw=n,ὁ,article,a)groi/kwn,ἄγροικος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eu)=,εὖ,adverb,le/geis,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(mei=s,ἐγώ,pronoun,de/,δέ,particle,ge,γε,particle,proi/+wmen,πρόειμι,verb,au)tw=n,αὐτός,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,e(te/ras,ἕτερος,adjective,oi)/omai,οἴομαι,verb,e)k,ἐκ,preposition,tw=n,ὁ,article,a)grw=n,ἄγρα,noun,e)s,εἰς,preposition,th\n,ὁ,article,pu/kn',πνύξ,noun,h(/cein,ἥκω,verb,a)/ntikrus,ἄντικρυς,adverb,gunai=kas,γυνή,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,speu/saq',σπεύδω,verb,w(s,ὡς,conjunction,ei)/wq',ἔθω,verb,e)kei=,ἐκεῖ,adverb,toi=s,ὁ,article,mh\,μή,conjunction,parou=sin,πάρειμι,verb,o)rqri/ois,ὄρθριος,adjective,e)s,εἰς,preposition,th\n,ὁ,article,pu/kna,πνύξ,noun,u(papotre/xein,ὑπαποτρέχω,verb,e)/xousi,ἔχω,verb,mhde\,μηδέ,particle,pa/ttalon,πάσσαλος,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w(/ra,ὥρα,adjective,probai/nein,προβαίνω,verb,w)=ndres,ἀνήρ,noun,h(mi=n,ἐγώ,pronoun,e)sti,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou=to,οὗτος,pronoun,ga\r,γάρ,particle,xrh\,χρή,verb,memnhme/nas,μιμνήσκω,verb,a)ei\,ἀεί,adverb,le/gein,λέγω,verb,w(s,ὡς,conjunction,mh/pot',μήποτε,adverb,e)coli/sqh|,ἐξολισθάνω,verb,h(ma=s,ἐγώ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,ki/ndunos,κίνδυνος,noun,ga\r,γάρ,particle,ou)xi\,οὐ,adverb,mikro/s,μικρός,adjective,h)\n,ἐάν,conjunction,a(lw=men,ἁλίσκομαι,verb,e)nduo/menai,ἐνδύω,verb,kata\,κατά,preposition,sko/ton,σκότος,noun,to/lmhma,τόλμημα,noun,thlikou=ton,τηλικοῦτος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xwrw=men,χωράζω,verb,ei)s,εἰς,preposition,e)kklhsi/an,ἐκκλησία,noun,w)=ndres,ἀνήρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)pei/lhse,ἀπειλέω,verb,ga\r,γάρ,particle,o(,ὁ,article,qesmoqe/ths,θεσμοθέτης,noun,o(\s,ὅς,pronoun,a)\n,ἄν,particle,mh\,μή,conjunction,prw\|,πρωί,adverb,pa/nu,πάνυ,adverb,tou=,ὁ,article,kne/fous,κνέφας,noun,h(/kh|,ἥκω,verb,kekonime/nos,κονίω,verb,ste/rgwn,στέργω,verb,skoroda/lmh|,σκοροδάλμη,noun,ble/pwn,βλέπω,verb,u(po/trimma,ὑπότριμμα,noun,mh\,μή,conjunction,dw/sein,δίδωμι,verb,to\,ὁ,article,triw/bolon,τριώβολον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
