word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/58/lemma/@_entry,word/58/lemma/@_POS,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/61/lemma/@_entry,word/61/lemma/@_POS
w(s,ὡς,conjunction,de\,δέ,particle,tau=t',οὗτος,pronoun,e)/legen,λέγω,verb,a)na/gnwqi/,ἀναγιγνώσκω,verb,moi,ἐγώ,pronoun,tau/thn,οὗτος,pronoun,th\n,ὁ,article,marturi/an,μαρτυρία,noun,o(/ti,ὅστις,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*(ieroklh=s,Ἱεροκλέης,proper,a)pekri/nato,ἀποκρίνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)peidh\,ἐπεί,conjunction,toi/nun,τοίνυν,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ou)/te,οὔτε,adverb,parageno/menos,παραγίγνομαι,verb,ou)dei\s,οὐδείς,pronoun,e)/tuxe,τυγχάνω,verb,tw=n,ὁ,article,oi)kei/wn,οἰκεῖος,adjective,o(/te,ὅτε,conjunction,o(,ὁ,article,a)delfo\s,ἀδελφός,adjective,e)teleu/thsen,τελευτάω,verb,ou)/te,οὔτε,adverb,e)gw\,ἐγώ,pronoun,e)pedh/moun,ἐπιδημέω,verb,o(/te,ὅτε,conjunction,ta\,ὁ,article,o)sta=,ὀστέον,noun,au)tou=,αὐτός,pronoun,deu=ro,δεῦρο,adverb,e)komi/sqh,κομίζω,verb,a)nagkai=o/n,ἀναγκαῖος,adjective,moi/,ἐγώ,pronoun,e)stin,εἰμί,verb,e)c,ἐκ,preposition,au)tw=n,αὐτός,pronoun,w(=n,ὅς,pronoun,ou(=toi,οὗτος,pronoun,le/gousin,λέγω,verb,e)le/gxein,ἐλέγχω,verb,yeudei=s,ψευδής,adverb,ou)/sas,εἰμί,verb,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,a(\s,ὅς,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)ko\s,ἔοικα,verb,ga\r,γάρ,particle,e)kei=non,ἐκεῖνος,pronoun,ou),οὐ,adverb,mo/non,μόνος,adjective,e)piqumei=n,ἐπιθυμέω,verb,u(o\n,υἱός,noun,poihsa/menon,ποιέω,verb,katalipei=n,καταλιμπάνω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,skopei=sqai,σκοπάω,verb,o(/pws,ὅπως,conjunction,kuriw/tata,κύριος,adjective,e)/stai,εἰμί,verb,a(\,ὅς,pronoun,a)\n,ἄν,particle,diaqh=tai,διαθέω,verb,kai\,καί,conjunction,th/n,ὁ,article,te,τε,particle,ou)si/an,οὐσία,adjective,o(\n,ὅς,pronoun,a)\n,ἄν,particle,e)kei=nos,ἐκεῖνος,pronoun,ei)spoih/shtai,εἰσποιέω,verb,ou(=tos,οὗτος,pronoun,e(/cei,ἔχω,verb,kai\,καί,conjunction,e)pi\,ἐπί,preposition,tou\s,ὁ,article,bwmou\s,βωμός,noun,tou\s,ὁ,article,patrw/|ous,πατρῷος,adjective,ou(=tos,οὗτος,pronoun,badiei=tai,βαδίζω,verb,kai\,καί,conjunction,teleuth/santi,τελευτάω,verb,au)tw=|,αὐτός,pronoun,kai\,καί,conjunction,toi=s,ὁ,article,e)kei/nou,ἐκεῖνος,pronoun,progo/nois,πρόγονος,adjective,ta\,ὁ,article,nomizo/mena,νομίζω,verb,poih/sei,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a(/panta,ἅπας,adjective,de\,δέ,particle,tau=ta,οὗτος,pronoun,ma/list',μάλιστα,adverb,a)\n,ἄν,particle,ei)de/nai,οἶδα,verb,o(/ti,ὅστις,pronoun,ge/noito,γίγνομαι,verb,ei),εἰ,conjunction,mh\,μή,conjunction,a)/neu,ἄνευ,preposition,tw=n,ὁ,article,oi)kei/wn,οἰκεῖος,adjective,tw=n,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,poioi=to,ποιέω,verb,a)lla\,ἀλλά,adverb,prw=ton,πρότερος,adjective,me\n,μέν,particle,suggenei=s,συγγενεύς,noun,parakale/sas,παρακαλέω,verb,e)/peita,ἔπειτα,adverb,de\,δέ,particle,fra/toras,φράτηρ,noun,kai\,καί,conjunction,dhmo/tas,δημότης,noun,e)/peita,ἔπειτα,adverb,tw=n,ὁ,article,a)/llwn,ἄλλος,adjective,e)pithdei/wn,ἐπιτήδειος,adjective,o(/sous,ὅσος,adjective,du/naito,δύναμαι,verb,plei/stous,πλεῖστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou(/tw,οὕτως,adverb,ga\r,γάρ,particle,ei)/te,εἴτε,adverb,kata\,κατά,preposition,ge/nos,γένος,noun,ei)/te,εἴτε,adverb,kata\,κατά,preposition,do/sin,δόσις,noun,a)mfisbhtoi/h,ἀμφισβητέω,verb,tis,τις,pronoun,r(a|di/ws,ῥᾴδιος,adjective,a)\n,ἄν,particle,e)le/gxoito,ἐλέγχω,verb,yeudo/menos,ψεύδω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(,ὁ,article,toi/nun,τοίνυν,particle,*)astu/filos,Ἀστύφιλος,proper,ou)de\n,οὐδείς,pronoun,fai/netai,φαίνω,verb,toiou=ton,τοιοῦτος,adjective,poih/sas,ποιέω,verb,ou)de\,οὐδέ,particle,parasthsa/menos,παρίστημι,verb,ou)de/na,οὐδείς,pronoun,tou/twn,οὗτος,pronoun,o(/te,ὅτε,conjunction,die/qeto,διατίθημι,verb,a(\,ὅς,pronoun,ou(=toi/,οὗτος,pronoun,fasin,φημί,verb,ei),εἰ,conjunction,mh/,μή,conjunction,tis,τις,pronoun,a)/ra,ἄρος,adjective,u(po\,ὑπό,preposition,tou/twn,οὗτος,pronoun,pe/peistai,πείθω,verb,o(mologei=n,ὁμολογέω,verb,parei=nai,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
au)to\s,αὐτός,pronoun,d',δέ,particle,u(mi=n,σύ,pronoun,pa/ntas,πᾶς,adjective,tou/tous,οὗτος,pronoun,marturou=ntas,μαρτυρέω,verb,pare/comai,παρέχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i)/sws,ἴσως,adverb,toi/nun,τοίνυν,particle,*kle/wn,Κλέων,proper,ou(tosi\,οὗτος,pronoun,fh/sei,φημί,verb,ou)k,οὐ,adverb,ei)ko\s,ἔοικα,verb,ei)=nai,εἰμί,verb,tekmhri/ois,τεκμήριον,noun,u(ma=s,σύ,pronoun,xrh/sasqai,χράω,verb,tou/tois,οὗτος,pronoun,toi=s,ὁ,article,ma/rtusin,μάρτυς,noun,o(/ti,ὅστις,pronoun,marturou=si,μαρτύρομαι,verb,mh\,μή,conjunction,ei)de/nai,οἶδα,verb,*)astu/filon,Ἀστύφιλος,proper,tau=ta,οὗτος,pronoun,diatiqe/menon,διατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,d',δέ,particle,oi)=mai,οἴομαι,verb,peri/,περί,preposition,ge,γε,particle,diaqhkw=n,διαθήκη,noun,ou)/shs,εἰμί,verb,th=s,ὁ,article,a)mfisbhth/sews,ἀμφισβήτησις,noun,kai\,καί,conjunction,peri\,περί,preposition,tou=,ὁ,article,poihqh=nai/,ποιέω,verb,tina,τις,pronoun,u(o\n,υἱός,noun,*)astufi/lw|,Ἀστύφιλος,proper,h(mi=n,ἐγώ,pronoun,polu\,πολύς,adjective,bebaiote/ran,βέβαιος,adjective,ei)=nai,εἰμί,verb,marturi/an,μαρτυρία,noun,h(\n,ὅς,pronoun,oi(,ὁ,article,a)nagkai=oi,ἀναγκαῖος,adjective,ltoi(gt,,,e)kei/nou,ἐκεῖνος,pronoun,peri\,περί,preposition,tw=n,ὁ,article,megi/stwn,μέγας,adverb,mh/,μή,conjunction,fasi,φημί,verb,paragene/sqai,παραγίγνομαι,verb,ma=llon,μᾶλλον,adverb,h)\,ἠέ,conjunction,h(\n,ὅς,pronoun,oi(,ὁ,article,mhde\n,μηδείς,pronoun,prosh/kontes,προσήκω,verb,marturou=si,μαρτύρομαι,verb,parei=nai,πάρειμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,e)xrh=n,χρή,verb,d',δέ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,kai\,καί,conjunction,au)to\n,αὐτός,pronoun,*kle/wna,Κλέων,proper,mh\,μή,conjunction,dokou=nta,δοκέω,verb,ei)=nai,εἰμί,verb,h)li/qion,ἠλίθιος,adjective,o(/te,ὅτε,conjunction,to\n,ὁ,article,u(o\n,υἱός,noun,to\n,ὁ,article,tou/tou,οὗτος,pronoun,e)poiei=to,ποιέω,verb,*)astu/filos,Ἀστύφιλος,proper,kai\,καί,conjunction,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,kate/leipe,καταλιμπάνω,verb,parakale/sai,παρακαλέω,verb,ei)/,εἰ,conjunction,te/,τε,particle,tina,τις,pronoun,suggenh=,συγγενεύς,noun,e)pidhmou=nta,ἐπιδημέω,verb,e)gi/gnwske,γιγνώσκω,verb,kai\,καί,conjunction,tou\s,ὁ,article,a)/llous,ἄλλος,adjective,o(/tw|,ὅστις,pronoun,per,πέρ,particle,e)/mbraxu,ἔμβραχυ,adverb,h)/|dei,οἶδα,verb,*)astu/filon,Ἀστύφιλος,proper,xrw/menon,χράομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kwlu=sai,κωλύω,verb,me\n,μέν,particle,ga\r,γάρ,particle,ou)dei\s,οὐδείς,pronoun,a)\n,ἄν,particle,au)to\n,αὐτός,pronoun,e)du/nato,δύναμαι,verb,o(/tw|,ὅστις,pronoun,e)bou/leto,βούλομαι,verb,dou=nai,δίδωμι,verb,ta\,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tou/tw|,οὗτος,pronoun,d',δέ,particle,a)\n,ἄν,particle,mega/lh,μέγας,adverb,marturi/a,μαρτυρία,noun,h)=n,εἰμί,verb,o(/ti,ὅστις,pronoun,ou),οὐ,adverb,la/qra|,λάθρῃ,adverb,tau=ta,οὗτος,pronoun,die/qeto,διατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/ti,ἔτι,adverb,d',δέ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,ei),εἰ,conjunction,me\n,μέν,particle,o(,ὁ,article,*)astu/filos,Ἀστύφιλος,proper,mhde/na,μηδείς,pronoun,e)bou/leto,βούλομαι,verb,ei)de/nai,οἶδα,verb,o(/ti,ὅστις,pronoun,to\n,ὁ,article,*kle/wnos,Κλέων,proper,u(o\n,υἱός,noun,e)poiei=to,ποιέω,verb,mhd',μηδέ,particle,o(/ti,ὅστις,pronoun,diaqh/kas,διαθήκη,noun,katali/poi,καταλιμπάνω,verb,ei)ko\s,ἔοικα,verb,h)=n,εἰμί,verb,mhde\,μηδέ,particle,a)/llon,ἄλλος,adjective,mhde/na,μηδείς,pronoun,e)ggegra/fqai,ἐγγράφω,verb,e)n,ἐν,preposition,tw=|,ὁ,article,grammatei/w|,γραμματεῖον,noun,ma/rtura,μάρτυς,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,d',δέ,particle,e)nanti/on,ἐναντίος,adjective,martu/rwn,μάρτυρος,noun,fai/netai,φαίνω,verb,diaqe/menos,διατίθημι,verb,tou/twn,οὗτος,pronoun,de\,δέ,particle,mh\,μή,conjunction,tw=n,ὁ,article,ma/lista,μάλιστα,adverb,xrwme/nwn,χράομαι,verb,a)lla\,ἀλλά,adverb,tw=n,ὁ,article,e)ntuxo/ntwn,ἐντυγχάνω,verb,pw=s,πῶς,adverb,ei)ko/s,ἔοικα,verb,e)stin,εἰμί,verb,a)lhqei=s,ἀληθής,adjective,ei)=nai,εἰμί,verb,ta\s,ὁ,article,diaqh/kas,διαθήκη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,lta)\ngt,,,h(gou=mai,ἡγέομαι,verb,e)/gwge,ἐγώ,pronoun,ou)de/na,οὐδείς,pronoun,u(o\n,υἱός,noun,e(autw=|,ἑαυτοῦ,pronoun,poiou/menon,ποιέω,verb,tolmh=sai,τολμάω,verb,a)/llous,ἄλλος,adjective,tina\s,τις,pronoun,parakale/sai,παρακαλέω,verb,h)\,ἠέ,conjunction,tou/tous,οὗτος,pronoun,oi(=s,ὅς,pronoun,per,πέρ,particle,kai\,καί,conjunction,i(erw=n,ἱερά,noun,kai\,καί,conjunction,o(si/wn,ὅσιος,adjective,koinwno\n,κοινωνός,noun,a)nq',ἀντί,preposition,au(tou=,ἑαυτοῦ,pronoun,ei)s,εἰς,preposition,to\n,ὁ,article,e)/peita,ἔπειτα,adverb,xro/non,χρόνος,noun,e)/melle,μέλλω,verb,katalipei=n,καταλιμπάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,mh\n,μήν,particle,ou)d',οὐδέ,particle,ai)sxunqh=nai,αἰσχύνω,verb,ou)deni\,οὐδείς,pronoun,prosh/kei,προσήκω,verb,e)pi\,ἐπί,preposition,toiau/tais,τοιοῦτος,adjective,diaqh/kais,διαθήκη,noun,w(s,ὡς,conjunction,plei/stous,πλεῖστος,adjective,ma/rturas,μάρτυς,noun,pari/stasqai,παρίστημι,verb,no/mou,νόμος,noun,ge,γε,particle,o)/ntos,εἰμί,verb,e)cei=nai,ἔξεστι,verb,o(/tw|,ὅστις,pronoun,bou/loito,βούλομαι,verb,dou=nai,δίδωμι,verb,ta\,ὁ,article,e(autou=,ἑαυτοῦ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ske/yasqe,σκέπτομαι,verb,de/,δέ,particle,w)=,ὦ,interjection,a)/ndres,ἀνήρ,noun,kai\,καί,conjunction,e)k,ἐκ,preposition,tou=,ὁ,article,xro/nou,χρόνος,noun,o(\n,ὅς,pronoun,ou(=toi,οὗτος,pronoun,le/gousi,λέγω,verb,peri\,περί,preposition,tw=n,ὁ,article,diaqhkw=n,διαθήκη,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/te,ὅτε,conjunction,ga\r,γάρ,particle,ei)s,εἰς,preposition,*mutilh/nhn,Μυτιλήνη,proper,e)ce/plei,ἐκπλέω,verb,strateuo/menos,στρατεύω,verb,to/te,τότε,adverb,fasi\n,φημί,verb,au)to\n,αὐτός,pronoun,tau=ta,οὗτος,pronoun,diaqe/sqai,διατίθημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fai/netai,φαίνω,verb,de\,δέ,particle,o(,ὁ,article,*)astu/filos,Ἀστύφιλος,proper,tw=|,ὁ,article,tou/twn,οὗτος,pronoun,lo/gw|,λόγος,noun,ta\,ὁ,article,me/llonta,μέλλω,verb,a(/panta,ἅπας,adjective,e)/sesqai,εἰμί,verb,proeidw/s,πρόοιδα,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prw=ton,πρότερος,adjective,me\n,μέν,particle,ga\r,γάρ,particle,e)strateu/sato,στρατεύω,verb,ei)s,εἰς,preposition,*ko/rinqon,Κόρινθος,adverb,e)/peita,ἔπειτα,adverb,ei)s,εἰς,preposition,*qettali/an,Θεσσαλία,proper,e)/ti,ἔτι,adverb,de\,δέ,particle,to\n,ὁ,article,*qhbaiko\n,Θηβαικός,adjective,po/lemon,πόλεμος,noun,a(/panta,ἅπας,adjective,kai\,καί,conjunction,a)/llose,ἄλλοτε,adverb,o(/pou,ὅπου,adverb,per,πέρ,particle,ai)sqa/noito,αἰσθάνομαι,verb,stra/teuma,στράτευμα,adjective,sullego/menon,συλλέγω,verb,a(pantaxoi=,ἀντιαχέω,verb,a)pedh/mei,ἀποδημέω,verb,loxagw=n,λοχαγός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ou)d',οὐδέ,particle,e)n,ἐν,preposition,mia=|,εἷς,adjective,tou/twn,οὗτος,pronoun,tw=n,ὁ,article,e)co/dwn,ἔξοδος,noun,diaqh/kas,διαθήκη,noun,kate/lipen,καταλιμπάνω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h(,ὁ,article,de\,δέ,particle,ei)s,εἰς,preposition,th\n,ὁ,article,*mutilh/nhn,Μυτιλήνη,proper,stratei/a,στρατεία,adjective,teleutai/a,τελευταῖος,adjective,au)tw=|,αὐτός,pronoun,e)ge/neto,γίγνομαι,verb,e)n,ἐν,preposition,h(=|,ὅς,pronoun,kai\,καί,conjunction,a)pe/qane,ἀποθνήσκω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
