word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/2/lemma/@_entry,word/2/lemma/@_POS,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/18/lemma/@_entry,word/18/lemma/@_POS,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/41/lemma/@_entry,word/41/lemma/@_POS,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS
h)\,ἠέ,conjunction,ti/na,τίς,pronoun,tis,τις,pronoun,dikai/ws,δίκαιος,adjective,a)\n,ἄν,particle,e)/xoi,ἔχω,verb,peri\,περί,preposition,tou/tou,οὗτος,pronoun,dia/noian,διάνοια,noun,tou=,ὁ,article,r(a|di/ws,ῥᾴδιος,adjective,ou(/tws,οὕτως,adverb,au(to\n,ἑαυτοῦ,pronoun,e)cele/gxontos,ἐξελέγχω,verb,o)/nt',εἰμί,verb,e)pi/orkon,ἐπίορκος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,nh\,νή,preposition,*di/',Δίη,proper,i)/sws,ἴσως,adverb,ou)xi\,οὐ,adverb,pa/nt',πᾶς,adjective,au)tw=|,αὐτός,pronoun,toiau=ta,τοιοῦτος,adjective,pe/praktai,πράσσω,verb,ou)de\,οὐδέ,particle,pantaxo/qen,πανταχόθεν,adverb,dh=lo/s,δῆλος,adjective,e)sti,εἰμί,verb,texna/zwn,τεχνάζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,kai\,καί,conjunction,timw/menos,τιμάω,verb,fanero\s,φανερός,adjective,ge/gonen,γίγνομαι,verb,u(pe\r,ὑπέρ,preposition,*)afo/bou,ἄφοβος,adjective,tala/ntou,τάλαντον,noun,kai\,καί,conjunction,tou=t',οὗτος,pronoun,au)to\s,αὐτός,pronoun,h(mi=n,ἐγώ,pronoun,a)podw/sein,ἀποδίδωμι,verb,e)gguw/menos,ἐγγυάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai/toi,καίτοι,particle,ske/yasq',σκέπτομαι,verb,o(/ti,ὅστις,pronoun,tou=t',οὗτος,pronoun,e)/sti,εἰμί,verb,tekmh/rion,τεκμήριον,noun,ou),οὐ,adverb,mo/non,μόνος,adjective,tou=,ὁ,article,th\n,ὁ,article,gunai=ka,γυνή,noun,sunoikei=n,συνοικέω,verb,*)afo/bw|,ἄφοβος,adjective,kai\,καί,conjunction,tou=ton,οὗτος,pronoun,oi)kei/ws,οἰκεῖος,adjective,e)/xein,ἔχω,verb,a)lla\,ἀλλά,adverb,kai\,καί,conjunction,tou=,ὁ,article,mh\,μή,conjunction,dedwke/nai,δίδωμι,verb,th\n,ὁ,article,proi=ka,προίξ,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ti/s,τίς,pronoun,ga\r,γάρ,particle,a)nqrw/pwn,ἄνθρωπος,noun,h)li/qio/s,ἠλίθιος,adjective,e)stin,εἰμί,verb,ou(/tws,οὕτως,adverb,w(/st',ὥστε,conjunction,a)rgu/rion,ἀργύριον,adjective,me\n,μέν,particle,dou\s,δίδωμι,verb,tosou=ton,τοσοῦτος,adjective,e)/peiq',ἔπειτα,adverb,e(\n,εἷς,adjective,labw\n,λαμβάνω,verb,xwri/on,χωρίον,noun,a)mfisbhtou/menon,ἀμφισβητέω,verb,ei)s,εἰς,preposition,a)poti/mhsin,ἀποτίμησις,adjective,su\n,σύν,preposition,oi(=s,ὅς,pronoun,pro/teron,πρότερος,adjective,e)zhmi/wto,ζημιόω,verb,to\n,ὁ,article,a)dikh/sanq',ἀδικέω,verb,w(s,ὡς,conjunction,di/kaio/n,δίκαιος,adjective,ti,τις,pronoun,poih/sonta,ποιέω,verb,kai\,καί,conjunction,tou=,ὁ,article,th=s,ὁ,article,di/khs,δίκη,adjective,o)flh/matos,ὄφλημα,noun,prosegguh/sasqai,προσεγγυάομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ou)de/n',οὐδείς,pronoun,oi)=mai,οἴομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kai\,καί,conjunction,ga\r,γάρ,particle,ou)de\,οὐδέ,particle,lo/gon,λόγος,noun,to\,ὁ,article,pra=gm',πρᾶγμα,noun,e)/xon,ἔχω,verb,e)sti/n,εἰμί,verb,to\n,ὁ,article,au)to\n,αὐτός,pronoun,au(tw=|,ἑαυτοῦ,pronoun,mh\,μή,conjunction,duna/menon,δύναμαι,verb,komi/sasqai,κομίζω,verb,ta/lanton,τάλαντον,noun,tou=ton,οὗτος,pronoun,a)/llw|,ἄλλος,adjective,tini\,τις,pronoun,fa/skein,φάσκω,verb,a)potei/sein,ἀποτίνω,verb,kai\,καί,conjunction,tau=t',οὗτος,pronoun,e)ggua=sqai,ἐγγυάω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)lla\,ἀλλά,adverb,kai\,καί,conjunction,a)p',ἀπό,preposition,au)tw=n,αὐτός,pronoun,tou/twn,οὗτος,pronoun,e)sti\,εἰμί,verb,dh=lon,δῆλος,adjective,o(/ti,ὅστις,pronoun,th\n,ὁ,article,me\n,μέν,particle,proi=k',προίξ,adjective,ou)k,οὐ,adverb,e)/dwken,δίδωμι,verb,a)nti\,ἀντί,preposition,de\,δέ,particle,pollw=n,πολύς,adjective,xrhma/twn,χρῆμα,adjective,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,oi)kei=os,οἰκεῖος,adjective,w)\n,εἰμί,verb,*)afo/bw|,ἄφοβος,adjective,tau=t',οὗτος,pronoun,a)petima=to,ἀποτιμάω,verb,klhrono/mon,κληρονόμος,noun,th\n,ὁ,article,a)delfh\n,ἀδελφή,noun,tw=n,ὁ,article,e)mw=n,ἐμός,adjective,met',μετά,preposition,e)kei/nou,ἐκεῖνος,pronoun,katasth=sai,καθίστημι,verb,boulo/menos,βούλομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,nu=n,νῦν,adverb,parakrou/sasqai,παρακρούω,verb,zhtei=,ζητέω,verb,kai\,καί,conjunction,fenaki/zei,φενακίζω,verb,le/gwn,λέγω,verb,w(s,ὡς,conjunction,pro/teron,πρότερος,adjective,tou\s,ὁ,article,o(/rous,ὅρος,adjective,e)/sthsen,ἵστημι,verb,h)\,ἠέ,conjunction,'kei=non,ἐκεῖνος,pronoun,th\n,ὁ,article,di/khn,δίκη,adjective,o)flei=n,ὀφλέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,pro/tero/n,πρότερος,adjective,g',γε,particle,h)\,ἠέ,conjunction,para\,παρά,preposition,soi/,σύ,pronoun,nu=n,νῦν,adverb,ei),εἰ,conjunction,a)lhqh=,ἀληθής,adjective,le/geis,λέγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dh=lon,δῆλος,adjective,ga\r,γάρ,particle,o(/ti,ὅστις,pronoun,katagnou\s,καταγιγνώσκω,verb,a)diki/an,ἀδικία,noun,au)tou=,αὐτός,pronoun,tau=t',οὗτος,pronoun,e)poi/eis,ποιέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei)=ta,εἶτα,adverb,kai\,καί,conjunction,geloi=on,γέλοιος,adjective,tou=to,οὗτος,pronoun,le/gein,λέγω,verb,w(/sper,ὥσπερ,adverb,ou)k,οὐ,adverb,ei)do/twn,οἶδα,verb,u(mw=n,σύ,pronoun,o(/ti,ὅστις,pronoun,pa/ntes,πᾶς,adjective,oi(,ἕ,pronoun,ta\,ὁ,article,toiau=t',τοιοῦτος,adjective,a)dikou=ntes,ἀδικέω,verb,skopou=si,σκοπάω,verb,ti/,τίς,pronoun,le/cousin,λέγω,verb,kai\,καί,conjunction,ou)dei\s,οὐδείς,pronoun,pw/pot',πώποτε,adverb,w)=flen,ὀφλισκάνω,verb,siwpw=n,σιωπάω,verb,ou)d',οὐδέ,particle,a)dikei=n,ἀδικέω,verb,o(mologw=n,ὁμολογέω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)peida\n,ἐπειδάν,conjunction,oi)=mai,οἴομαι,verb,mhde\n,μηδείς,pronoun,a)lhqe\s,ἀληθής,adjective,le/gwn,λέγω,verb,e)celegxqh=|,ἐξελέγχω,verb,to/te,τότε,adverb,gignw/sketai,γιγνώσκω,verb,o(poi=o/s,ὁποῖος,adjective,e)stin,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o(/per,ὅσπερ,adjective,kai\,καί,conjunction,ou(=tos,οὗτος,pronoun,e)/moige,ἐγώ,pronoun,dokei=,δοκέω,verb,pa/sxein,πάσχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)pei\,ἐπεί,conjunction,fe/re,φέρω,verb,pw=s,πῶς,adverb,e)sti,εἰμί,verb,di/kaion,δίκαιος,adjective,e)a\n,ἐάν,conjunction,me\n,μέν,particle,o)gdoh/konta,ὀγδοήκοντα,noun,mnw=n,μνᾶ,noun,qh=|s,θάζω,verb,o(/rous,ὅρος,adjective,o)gdoh/konta,ὀγδοήκοντα,noun,mna=s,μνᾶ,noun,ei)=nai,εἰμί,verb,th\n,ὁ,article,proi=ka,προίξ,adjective,e)a\n,ἐάν,conjunction,de\,δέ,particle,plei/onos,πλείων,verb,ple/on,πλέος,adjective,e)a\n,ἐάν,conjunction,d',δέ,particle,e)la/ttonos,ἐλάσσων,adjective,e)/latton,ἐλάσσων,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,pw=s,πῶς,adverb,e)sti,εἰμί,verb,di/kaion,δίκαιος,adjective,th=s,ὁ,article,a)delfh=s,ἀδελφή,noun,th=s,ὁ,article,sh=s,σός,adjective,mhde/pw,μηδέπω,adverb,kai\,καί,conjunction,th/meron,σήμερον,adverb,a)/llw|,ἄλλος,adjective,sunoikou/shs,συνοικέω,verb,mhd',μηδέ,particle,a)phllagme/nhs,ἀπαλλάσσω,verb,*)afo/bou,ἄφοβος,adjective,mhde\,μηδέ,particle,th\n,ὁ,article,proi=ka,προίξ,adjective,dedwko/tos,δίδωμι,verb,sou=,σύ,pronoun,mhd',μηδέ,particle,u(pe\r,ὑπέρ,preposition,tou/twn,οὗτος,pronoun,ei)s,εἰς,preposition,ba/sanon,βάσανος,noun,mhd',μηδέ,particle,ei)s,εἰς,preposition,a)/llo,ἄλλος,adjective,di/kaion,δίκαιος,adjective,mhde\n,μηδείς,pronoun,katafeu/gein,καταφεύγω,verb,e)qe/lontos,ἐθέλω,verb,o(/ti,ὅστις,pronoun,su\,σύ,pronoun,sth=sai,ἵστημι,verb,fh\s,φημί,verb,o(/rous,ὅρος,adjective,so\n,σός,adjective,ei)=nai,εἰμί,verb,to\,ὁ,article,xwri/on,χωρίον,noun,,,,,,,,,,,,
e)gw\,ἐγώ,pronoun,me\n,μέν,particle,ou)damw=s,οὐδαμός,adverb,oi)=mai,οἴομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
th\n,ὁ,article,ga\r,γάρ,particle,a)lh/qeian,ἀλήθεια,adjective,skepte/on,σκεπτέος,adjective,ou)x,οὐ,adverb,a(/,ὅς,pronoun,tis,τις,pronoun,au(tw=|,ἑαυτοῦ,pronoun,pareskeu/asen,παρασκευάζω,verb,e)cepi/thdes,ἐξεπίτηδες,adverb,ei)s,εἰς,preposition,to\,ὁ,article,le/gein,λέγω,verb,ti,τις,pronoun,dokei=n,δοκέω,verb,w(/sper,ὥσπερ,adverb,u(mei=s,σύ,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,to\,ὁ,article,deino/taton,δεινός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ei),εἰ,conjunction,kai\,καί,conjunction,dedwko/tes,δίδωμι,verb,h)=q',ἦτα,noun,w(s,ὡς,conjunction,ma/lista,μάλιστα,adverb,th\n,ὁ,article,proi=ka,προίξ,adjective,h(\n,ὅς,pronoun,ou),οὐ,adverb,dedw/kate,δίδωμι,verb,ti/s,τίς,pronoun,o(,ὁ,article,tou/twn,οὗτος,pronoun,ai)/tios,αἴτιος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)x,οὐ,adverb,u(mei=s,σύ,pronoun,e)pei\,ἐπεί,conjunction,e)pi\,ἐπί,preposition,ta)/m',ἁμός,adjective,e)/dote,δίδωμι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou)x,οὐ,adverb,o(/lois,ὅλος,adjective,e)/tesin,ἔτος,noun,pro/teron,πρότερος,adjective,de/ka,δέκα,verb,ta)ma\,ἁμός,adjective,labw\n,λαμβάνω,verb,ei)=xen,ἔχω,verb,e)kei=nos,ἐκεῖνος,pronoun,w(=n,ὅς,pronoun,w)=flen,ὀφλισκάνω,verb,th\n,ὁ,article,di/khn,δίκη,adjective,h)\,ἠέ,conjunction,khdesth/n,κηδεστής,adjective,soi,σύ,pronoun,gene/sqai,γίγνομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\,ἠέ,conjunction,se\,σύ,pronoun,me\n,μέν,particle,dei=,δέομαι,verb,komi/sasqai,κομίζω,verb,pa/nta,πᾶς,adjective,to\n,ὁ,article,de\,δέ,particle,kai\,καί,conjunction,katadikasa/menon,καταδικάζω,verb,kai\,καί,conjunction,di',διά,preposition,o)rfani/an,ὀρφανία,noun,h)dikhme/non,ἀδικέω,verb,kai\,καί,conjunction,proiko\s,προίξ,adjective,a)lhqinh=s,ἀληθινός,adjective,a)pesterhme/non,ἀποστερέω,verb,o(\n,ὅς,pronoun,mo/non,μόνος,adjective,a)nqrw/pwn,ἄνθρωπος,noun,ou)de\,οὐδέ,particle,th=s,ὁ,article,e)pwbeli/as,ἐπωβελία,noun,a)/cion,ἄξιος,adjective,h)=n,εἰμί,verb,kinduneu/ein,κινδυνεύω,verb,h)nagka/sqai,ἀναγκάζω,verb,toiau=ta,τοιοῦτος,adjective,paqei=n,πάσχω,verb,kekomisme/non,κομίζω,verb,mhd',μηδέ,particle,o(tiou=n,ὁτιοῦν,adverb,kai\,καί,conjunction,tau=t',οὗτος,pronoun,e)qe/lonta,ἐθέλω,verb,poiei=n,ποιέω,verb,e)f',ἐπί,preposition,u(mi=n,σύ,pronoun,au)toi=s,αὐτός,pronoun,ei)/,εἰ,conjunction,ti,τις,pronoun,tw=n,ὁ,article,deo/ntwn,δέω,verb,e)bou/lesqe,βούλομαι,verb,pra/ttein,πράσσω,verb
