word/0/@_form,word/0/lemma/@_entry,word/0/lemma/@_POS,word/1/@_form,word/1/lemma/@_entry,word/1/lemma/@_POS,word/2/@_form,word/3/@_form,word/3/lemma/@_entry,word/3/lemma/@_POS,word/4/@_form,word/4/lemma/@_entry,word/4/lemma/@_POS,word/5/@_form,word/5/lemma/@_entry,word/5/lemma/@_POS,word/6/@_form,word/6/lemma/@_entry,word/6/lemma/@_POS,word/7/@_form,word/7/lemma/@_entry,word/7/lemma/@_POS,word/8/@_form,word/8/lemma/@_entry,word/8/lemma/@_POS,word/9/@_form,word/9/lemma/@_entry,word/9/lemma/@_POS,word/10/@_form,word/10/lemma/@_entry,word/10/lemma/@_POS,word/11/@_form,word/11/lemma/@_entry,word/11/lemma/@_POS,word/12/@_form,word/12/lemma/@_entry,word/12/lemma/@_POS,word/13/@_form,word/13/lemma/@_entry,word/13/lemma/@_POS,word/14/@_form,word/14/lemma/@_entry,word/14/lemma/@_POS,word/15/@_form,word/15/lemma/@_entry,word/15/lemma/@_POS,word/2/lemma/@_entry,word/2/lemma/@_POS,word/16/@_form,word/16/lemma/@_entry,word/16/lemma/@_POS,word/17/@_form,word/17/lemma/@_entry,word/17/lemma/@_POS,word/18/@_form,word/19/@_form,word/19/lemma/@_entry,word/19/lemma/@_POS,word/18/lemma/@_entry,word/18/lemma/@_POS,word/20/@_form,word/20/lemma/@_entry,word/20/lemma/@_POS,word/21/@_form,word/21/lemma/@_entry,word/21/lemma/@_POS,word/22/@_form,word/22/lemma/@_entry,word/22/lemma/@_POS,word/23/@_form,word/23/lemma/@_entry,word/23/lemma/@_POS,word/24/@_form,word/24/lemma/@_entry,word/24/lemma/@_POS,word/25/@_form,word/25/lemma/@_entry,word/25/lemma/@_POS,word/26/@_form,word/26/lemma/@_entry,word/26/lemma/@_POS,word/27/@_form,word/27/lemma/@_entry,word/27/lemma/@_POS,word/28/@_form,word/28/lemma/@_entry,word/28/lemma/@_POS,word/29/@_form,word/29/lemma/@_entry,word/29/lemma/@_POS,word/30/@_form,word/30/lemma/@_entry,word/30/lemma/@_POS,word/31/@_form,word/31/lemma/@_entry,word/31/lemma/@_POS,word/32/@_form,word/32/lemma/@_entry,word/32/lemma/@_POS,word/33/@_form,word/33/lemma/@_entry,word/33/lemma/@_POS,word/34/@_form,word/34/lemma/@_entry,word/34/lemma/@_POS,word/35/@_form,word/35/lemma/@_entry,word/35/lemma/@_POS,word/36/@_form,word/36/lemma/@_entry,word/36/lemma/@_POS,word/37/@_form,word/37/lemma/@_entry,word/37/lemma/@_POS,word/38/@_form,word/38/lemma/@_entry,word/38/lemma/@_POS,word/39/@_form,word/39/lemma/@_entry,word/39/lemma/@_POS,word/40/@_form,word/40/lemma/@_entry,word/40/lemma/@_POS,word/41/@_form,word/42/@_form,word/42/lemma/@_entry,word/42/lemma/@_POS,word/43/@_form,word/43/lemma/@_entry,word/43/lemma/@_POS,word/44/@_form,word/44/lemma/@_entry,word/44/lemma/@_POS,word/45/@_form,word/45/lemma/@_entry,word/45/lemma/@_POS,word/46/@_form,word/46/lemma/@_entry,word/46/lemma/@_POS,word/47/@_form,word/47/lemma/@_entry,word/47/lemma/@_POS,word/48/@_form,word/48/lemma/@_entry,word/48/lemma/@_POS,word/49/@_form,word/49/lemma/@_entry,word/49/lemma/@_POS,word/41/lemma/@_entry,word/41/lemma/@_POS,word/50/@_form,word/50/lemma/@_entry,word/50/lemma/@_POS,word/51/@_form,word/51/lemma/@_entry,word/51/lemma/@_POS,word/52/@_form,word/52/lemma/@_entry,word/52/lemma/@_POS,word/53/@_form,word/53/lemma/@_entry,word/53/lemma/@_POS,word/54/@_form,word/54/lemma/@_entry,word/54/lemma/@_POS,word/55/@_form,word/55/lemma/@_entry,word/55/lemma/@_POS,word/56/@_form,word/56/lemma/@_entry,word/56/lemma/@_POS,word/57/@_form,word/57/lemma/@_entry,word/57/lemma/@_POS,word/58/@_form,word/59/@_form,word/59/lemma/@_entry,word/59/lemma/@_POS,word/60/@_form,word/60/lemma/@_entry,word/60/lemma/@_POS,word/61/@_form,word/61/lemma/@_entry,word/61/lemma/@_POS,word/62/@_form,word/62/lemma/@_entry,word/62/lemma/@_POS,word/63/@_form,word/63/lemma/@_entry,word/63/lemma/@_POS,word/64/@_form,word/64/lemma/@_entry,word/64/lemma/@_POS,word/65/@_form,word/65/lemma/@_entry,word/65/lemma/@_POS,word/66/@_form,word/66/lemma/@_entry,word/66/lemma/@_POS,word/67/@_form,word/67/lemma/@_entry,word/67/lemma/@_POS,word/68/@_form,word/68/lemma/@_entry,word/68/lemma/@_POS,word/69/@_form,word/69/lemma/@_entry,word/69/lemma/@_POS,word/70/@_form,word/70/lemma/@_entry,word/70/lemma/@_POS,word/71/@_form,word/71/lemma/@_entry,word/71/lemma/@_POS,word/58/lemma/@_entry,word/58/lemma/@_POS,word/72/@_form,word/73/@_form,word/73/lemma/@_entry,word/73/lemma/@_POS,word/74/@_form,word/74/lemma/@_entry,word/74/lemma/@_POS,word/75/@_form,word/75/lemma/@_entry,word/75/lemma/@_POS,word/76/@_form,word/76/lemma/@_entry,word/76/lemma/@_POS,word/77/@_form,word/77/lemma/@_entry,word/77/lemma/@_POS,word/78/@_form,word/78/lemma/@_entry,word/78/lemma/@_POS,word/79/@_form,word/79/lemma/@_entry,word/79/lemma/@_POS,word/80/@_form,word/80/lemma/@_entry,word/80/lemma/@_POS,word/81/@_form,word/81/lemma/@_entry,word/81/lemma/@_POS,word/82/@_form,word/82/lemma/@_entry,word/82/lemma/@_POS,word/83/@_form,word/83/lemma/@_entry,word/83/lemma/@_POS,word/84/@_form,word/84/lemma/@_entry,word/84/lemma/@_POS,word/85/@_form,word/85/lemma/@_entry,word/85/lemma/@_POS,word/86/@_form,word/86/lemma/@_entry,word/86/lemma/@_POS,word/87/@_form,word/87/lemma/@_entry,word/87/lemma/@_POS,word/88/@_form,word/88/lemma/@_entry,word/88/lemma/@_POS
puretw=|,πυρετός,noun,luggw/dei,λυγγώδης,adjective,o)po\n,silfi/ou,σίλφιον,noun,o)cu/meli,,,dau=kon,δαῦκον,noun,tri/yas,τρίβω,verb,piei=n,πίνω,verb,di/dou,δίδημι,verb,kai\,καί,conjunction,xalba/nhn,χαλβάνη,article,e)n,ἐν,preposition,me/liti,μέλι,noun,kai\,καί,conjunction,ku/minon,κύμινον,adjective,e)kleiktiko\n,ἐκλεικτικός,adjective,ὀπός,noun,kai\,καί,conjunction,xulo\n,χυλός,noun,ptisa/nhs,e)pi\,ἐπί,preposition,πτισάνης,noun,toute/oisi,,,*rofe/ein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)/fuktos,ἄφυκτος,adjective,de\,δέ,particle,o(,toiou=tos,τοιοῦτος,adjective,h)\n,ἐάν,conjunction,mh\,μή,conjunction,i(drw=tes,ἱδρώς,noun,kritikoi\,κριτικός,adjective,kai\,καί,conjunction,u(/pnoi,ὕπνος,noun,o(maloi\,ὁμαλός,adjective,e)pige/nwntai,ἐπιγίγνομαι,verb,kai\,καί,conjunction,ou)=ra,οὖρον,noun,paxe/a,παχύς,adjective,kai\,καί,conjunction,ὁ,article,drime/a,δριμύς,adjective,katadra/mh|,κατατρέχω,verb,h)\,e)s,εἰς,preposition,ἠέ,conjunction,a)po/stasin,ἀπόστασις,noun,sthri/zh|,στηρίζω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ko/kkalos,κόκκαλος,noun,kai\,καί,conjunction,smu/rna,e)kleikto/n,ἐκλεικτόν,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,σμύρνα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pi/nein,πίνω,verb,de\,δέ,particle,tou/toisi,dido/nai,δίδωμι,verb,o)cu/meli,,,w(s,ὡς,conjunction,e)la/xiston,ἐλάχιστος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,diyw/dees,e)/wsi,εἰμί,verb,sfo/dra,σφόδρα,adverb,tou=,ὁ,article,kriqi/nou,κρίθινος,adjective,u(/datos,ὕδωρ,noun,,,,,,,,,,,,,,,,,,,,,,,,,διψώδης,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\,ὁ,article,de\,δέ,particle,peripleumonika\,kai\,καί,conjunction,pleuritika\,πλευριτικός,adjective,w(=de,ὧδε,adverb,xrh\,χρή,verb,ske/ptesqai,σκέπτομαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,περιπλευμονικός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,o)cu/s,ὀξύς,adjective,o(,pureto\s,πυρετός,noun,h)=|,εἰμί,verb,kai\,καί,conjunction,ta\,ὁ,article,o)dunh/mata,ὀδύνημα,noun,tou=,ὁ,article,e(te/rou,ἕτερος,adjective,pleurou=,πλευρόν,noun,h)\,ἠέ,conjunction,a)mfote/rwn,ἀμφότερος,adjective,kai\,καί,conjunction,tou=,ὁ,article,pneu/matos,πνεῦμα,noun,ὁ,article,de\,δέ,particle,a)naferome/nou,ἀναφέρω,verb,h)\n,pone/h|,πονέομαι,verb,ἐάν,conjunction,kai\,καί,conjunction,bh=xes,βήξ,adjective,e)ne/wsi,ἔνειμι,verb,kai\,καί,conjunction,ptu/smata,πτύσμα,noun,ptu/h|,πτύω,verb,pur)*ra\,,,h)\,ἠέ,conjunction,pelia\,πελιός,adjective,h)\,ἠέ,conjunction,kai\,καί,conjunction,lepta\,λεπτόν,noun,kai\,καί,conjunction,a)frw/dea,ἀφρώδης,adverb,kai\,καί,conjunction,a)nqhra\,ἀνθηρός,adjective,kai\,καί,conjunction,ei)/,εἰ,conjunction,ti,τις,pronoun,a)/llo,ἄλλος,adjective,diafe/ron,διαφέρω,verb,e)/xoi,para\,παρά,preposition,ta\,ὁ,article,memaqhko/ta,μανθάνω,verb,tou/toisin,οὗτος,pronoun,ou(/tw,οὕτως,adverb,xrh\,χρή,verb,dia/gein,διάγω,verb,,,,ἔχω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,me\n,μέν,particle,h(,o)du/nh,ὀδύνη,noun,a)/nw,ἄνω,adverb,perai/nh|,περαίνω,verb,pro\s,πρός,preposition,klhda,,,h)\,ἠέ,conjunction,peri\,περί,preposition,mazo\n,μαστός,noun,h)\,ἠέ,conjunction,peri\,περί,preposition,braxi/ona,βραχίων,adjective,ta/mnein,τέμνω,verb,xrh\,χρή,verb,ὁ,article,th\n,ὁ,article,e)n,ἐν,preposition,tw=|,braxi/oni,βραχίων,adjective,ὁ,article,fle/ba,φλέψ,noun,th\n,ὁ,article,e)/sw,ἔσω,adjective,e)f',ἐπί,preposition,o(ko/teron,ὁπότερος,adjective,a)\n,ἄν,particle,h)=|,εἰμί,verb,tw=n,ὁ,article,mere/wn,μέρα,noun,kata\,κατά,preposition,to/de,ὅδε,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)faire/ein,ἀφαιρέω,verb,de\,δέ,particle,kata\,th\n,ὁ,article,tou=,ὁ,article,sw/matos,σῶμα,adjective,e(/cin,ἕξις,noun,kai\,καί,conjunction,w(/rhn,ὥρα,adjective,kai\,καί,conjunction,h(liki/hn,ἡλικία,noun,kai\,καί,conjunction,xroih\n,χροιά,adjective,plei=on,πλέως,adjective,kai\,καί,conjunction,qarse/wn,θαρσέω,verb,κατά,preposition,h)\n,ἐάν,conjunction,o)cu\,ὀξύς,adjective,to\,a)/lghma,ἄλγημα,noun,ὁ,article,h)=|,εἰμί,verb,a)/gein,ἄγω,verb,pro\s,πρός,preposition,leipoyuxi/hn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,u(poklu/zein,ὑποκλύζω,verb,meta\,tou=to,οὗτος,pronoun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,μετά,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,u(poka/tw,tou=,ὁ,article,qw/rhkos,θώραξ,noun,h)=|,εἰμί,verb,to\,ὁ,article,a)/lghma,ἄλγημα,noun,kai\,καί,conjunction,cuntei/nh|,συντείνω,verb,li/hn,λίαν,adverb,tw=|,ὁ,article,pleuritikw=|,πλευριτικός,adjective,th\n,ὁ,article,koili/hn,κοιλία,noun,u(poka/qaire,ὑποκαθαίρω,verb,ὑποκάτω,adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meshgu\,μεσηγύ,adverb,de\,δέ,particle,th=s,kaqa/rsios,καθάρσιος,adjective,mhde\n,μηδείς,pronoun,di/dou,δίδημι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ὁ,article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta\,μετά,preposition,ka/qarsin,κάθαρσις,noun,de\,o)cu/meli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,δέ,particle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
farmakeu/ein,φαρμακεύω,verb,de\,δέ,particle,tetartai=on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,τεταρταῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ta\s,ὁ,article,de\,δέ,particle,e)c,a)rxh=s,ἀρχή,noun,trei=s,τρέω,verb,u(poklu/zein,ὑποκλύζω,verb,kai\,καί,conjunction,h)\n,ἐάν,conjunction,mh\,μή,conjunction,koufi/zh|,κουφίζω,verb,ou(/tws,οὕτως,adverb,u(poka/qaire,ὑποκαθαίρω,verb,,,,,,,,,,,,,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fulakh\,φυλακή,noun,de\,δέ,particle,e)/stw,e(/ws,ἕως,conjunction,a)pure/tou,ἀπύρετος,adjective,kai\,καί,conjunction,e(bdo/mhs,ἕβδομος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,εἰμί,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e)/peita,ἔπειτα,adverb,h)\n,ἐάν,conjunction,a)sfalh\s,e)w\n,εἰμί,verb,fai/nhtai,φαίνω,verb,ou(/tw,οὕτως,adverb,xulw=|,χυλός,noun,o)li/gw|,ὀλίγος,adjective,kai\,καί,conjunction,leptw=|,λεπτόν,noun,to\,ὁ,article,prw=ton,πρότερος,adjective,cu\n,σύν,preposition,me/liti,μέλι,noun,mi/sgwn,μίγνυμι,verb,di/dou,δίδημι,verb,ἀσφαλής,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,a)na/ghtai,*rhi+di/ws,,,kai\,καί,conjunction,eu)/pnoos,εὔπνοος,adjective,h)=|,εἰμί,verb,kai\,καί,conjunction,a)nw/dunos,ἀνώδυνος,adjective,ta\,ὁ,article,pleura\,πλευρά,noun,kai\,καί,conjunction,a)pu/retos,ἀπύρετος,adjective,kata\,κατά,preposition,smikro\n,μικρός,adjective,paxute/rw|,παχύς,adjective,ἀνάγω,verb,te,τε,particle,kai\,καί,conjunction,plei/oni,kai\,καί,conjunction,πλείων,verb,di\s,δίς,adverb,th=s,ὁ,article,h(me/rhs,ἡμέρα,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h)\n,ἐάν,conjunction,de\,δέ,particle,mh\,*rhi+di/ws,,,a)palla/ssh|,ἀπαλλάσσω,verb,e)/lasso/n,ἐλάσσων,adjective,te,τε,particle,to\,ὁ,article,po/ma,πόμα,noun,kai\,καί,conjunction,to\,ὁ,article,*ro/fhma,,,o)li/gon,ὀλίγος,adjective,xulo\n,χυλός,noun,lepto\n,λεπτός,adjective,kai\,καί,conjunction,μή,conjunction,a(/pac,ἅπαξ,adverb,e)n,ἐν,preposition,o(kote/rh|,a)\n,ἄν,particle,ὁπότερος,adjective,w(/rh|,ὥρα,adjective,be/ltion,βελτίων,adverb,dia/gh|,διάγω,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gnw/sh|,γιγνώσκω,verb,de\,δέ,particle,e)k,tw=n,ὁ,article,ou)/rwn,οὖρον,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ἐκ,preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*dei\,,,de\,δέ,particle,*ro/fhma,prosfe/rein,προσφέρω,verb,toi=sin,τίς,pronoun,e)k,ἐκ,preposition,tw=n,ὁ,article,noushma/twn,,,mh\,μή,conjunction,pro/teron,πρότερος,adjective,h)\,ἠέ,conjunction,pe/pona,πέπων,verb,ta\,ὁ,article,ou)=ra,οὖρον,noun,h)\,ἠέ,conjunction,ptu/smata,πτύσμα,noun,,,i)/dh|s,εἶδον,verb,gegenhme/nah)\n,,,de\,farmakeuqei\s,φαρμακεύω,verb,δέ,particle,suxna\,συχνός,adjective,kaqarqh=|,καθαίρω,verb,a)nagkai=on,ἀναγκαῖος,adjective,dido/nai,δίδωμι,verb,e)/lasson,ἐλάσσων,adjective,de\,δέ,particle,kai\,καί,conjunction,lepto/teron,λεπτός,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou),οὐ,adverb,ga\r,γάρ,particle,dunh/setai,u(po\,ὑπό,preposition,keneaggei/hs,,,u(pnw/ssein,ὑπνώσσω,verb,ou)de\,οὐδέ,particle,pe/ssein,πέσσω,verb,o(moi/ws,ὅμοιος,adjective,ou)de\,οὐδέ,particle,ta\s,ὁ,article,kri/sias,κρίσις,adjective,u(pome/nein',ὑπομένω,verb,,,,,,,,,,δύναμαι,verb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a)ll',ἀλλά,adverb,e)peida\n,ἐπειδάν,conjunction,cunth/cies,w)mw=n,ὠμός,adjective,ge/nwntai,γίγνομαι,verb,kai\,καί,conjunction,ta\,ὁ,article,a)nte/xonta,ἀντέχω,verb,a)poba/llh|,ἀποβάλλω,verb,a)nqe/cei,ἄνθεξις,noun,ou)de/n,οὐδείς,pronoun,,,,,,,,,,,,,,,,σύντηξις,noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe/pona,πέπων,verb,de/,δέ,particle,e)sti,ta\,ὁ,article,me\n,μέν,particle,ptu/ela,πτύελον,noun,o(ko/tan,,,ge/nhtai,γίγνομαι,verb,o(/moia,ὅμοιος,adjective,tw=|,ὁ,article,pu/w|,πύον,adjective,ta\,ὁ,article,de\,δέ,particle,ou)=ra,οὖρον,noun,ta\s,ὁ,article,u(posta/sias,ὑπόστασις,noun,εἰμί,verb,u(peru/qrous,ὑπέρυθρος,adjective,e)/xonta,ἔχω,verb,o(koi=on,o)ro/bwn,ὄροβος,noun,ὁποῖος,adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
